"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Paweł Antoni ARNDT";"Robert Kazimierz GAWEŁ";"Michał Aleksander JURGA";"Mirosław PIASECKI"
"2cf1-fa11-e267-2351-95dd-88fb-45c1-b7a3";"302604";"92";"4";"miasto";"stały";"Przedszkole z Oddziałami Integracyjnymi Nr 5 ""Mali Przyrodnicy"" w Śremie, ul. Tadeusza Bora Komorowskiego 4, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1344";"1484";"333";"1011";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"11";"8";"3";"0";"1000";"447";"324";"111";"118"
"d275-e9fe-20f5-fc75-cd90-5845-f247-10ae";"302604";"92";"5";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. Braci Barskich w Śremie, ul. Ignacego Paderewskiego 4, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"2624";"2867";"754";"1870";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1870";"0";"0";"1870";"25";"6";"19";"0";"1845";"779";"619";"215";"232"
"c611-ca6f-cf08-854c-502e-eb90-fb58-ef4b";"302604";"92";"6";"miasto";"stały";"Przedszkole ""Słoneczna Szóstka"" z Oddziałami Zamiejscowymi w Śremie, ul. Ignacego Paderewskiego 4, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1344";"1465";"373";"971";"0";"4";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"9";"2";"7";"0";"962";"444";"265";"120";"133"
"c1bf-5846-c3fd-b6af-ae3e-3a83-663e-b23c";"302604";"92";"7";"miasto";"stały";"Salka Parafialna przy Parafii Rzymskokatolickiej p. w. Bł. Michała Kozala Bpa i M w Śremie, ul. Jacka Malczewskiego 8, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1721";"1912";"356";"1355";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1355";"0";"0";"1355";"13";"6";"7";"0";"1342";"684";"340";"123";"195"
"0649-3256-2772-5abb-601a-7c18-dde4-b821";"302604";"92";"8";"miasto";"stały";"Budynek gminny w Śremie, ul. Jana Kilińskiego 2, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"548";"620";"120";"428";"0";"9";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"3";"0";"3";"0";"425";"203";"137";"30";"55"
"b28a-d4fb-2f81-c3ff-3dec-12f5-1dc3-52a3";"302604";"92";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Mikołaja Kopernika w Śremie, ul. Jana Kochanowskiego 2, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"2339";"2570";"748";"1591";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1591";"0";"0";"1591";"33";"10";"23";"0";"1558";"681";"482";"181";"214"
"db1e-87ef-c043-ebcb-a935-12e5-12eb-5b81";"302604";"92";"10";"miasto";"stały";"Muzeum Śremskie w Śremie, ul. Adama Mickiewicza 89, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1337";"1467";"447";"890";"1";"4";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"8";"3";"5";"0";"882";"327";"342";"93";"120"
"6224-c9f1-4041-4f09-754f-5784-56d9-519e";"302604";"92";"11";"miasto";"stały";"Zespół Szkół Politechnicznych im. Powstańców Wielkopolskich w Śremie, ul. Ks. Jerzego Popiełuszki 30, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1366";"1514";"608";"758";"0";"7";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"11";"2";"9";"0";"747";"283";"273";"92";"99"
"9d2b-cc6d-ffb6-ba64-755b-ddb9-8eb6-17de";"302604";"92";"12";"miasto";"stały";"Szkoła Podstawowa nr 2 im. ks. Piotra Wawrzyniaka w Śremie, ul. Szkolna 4, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1635";"1787";"617";"1018";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"16";"1";"15";"0";"1002";"401";"374";"107";"120"
"dcd2-d459-281b-1bd1-c2bb-905b-9433-9161";"302604";"92";"13";"wieś";"stały";"Świetlica wsi Psarskie, Psarskie ul. Owocowa 6, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1725";"1899";"383";"1342";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1342";"0";"0";"1342";"21";"6";"15";"0";"1321";"531";"441";"162";"187"
"3fcd-aa5a-d1b4-a823-1769-57a7-f9e1-7f2a";"302604";"92";"14";"wieś";"stały";"Szkoła Podstawowa w Zbrudzewie, Zbrudzewo ul. Śremska 49, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1091";"1213";"386";"705";"0";"3";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"8";"1";"7";"0";"697";"248";"259";"72";"118"
"00dc-89bf-bce8-59aa-5932-5721-b8e6-a7c0";"302604";"92";"15";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Dąbrowie, Dąbrowa ul. Śremska 2, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1274";"1407";"438";"836";"0";"0";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"14";"7";"7";"0";"822";"302";"243";"93";"184"
"38cc-122d-7b1f-e3e8-630d-f88c-c2cc-300b";"302604";"92";"16";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Wielkopolskich w Pyszącej, Pysząca ul. Śremska 12, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1311";"1442";"472";"839";"0";"0";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"21";"6";"15";"0";"818";"228";"353";"109";"128"
"7d17-7eba-2836-de4e-95d9-a967-189f-984d";"302604";"92";"17";"wieś";"stały";"Szkoła Podstawowa im. hrabiego Władysława Zamoyskiego w Nochowie, Nochowo ul. Szkolna 5, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1547";"1722";"484";"1063";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"19";"5";"14";"0";"1044";"413";"366";"128";"137"
"15e6-79a5-efd1-bc75-396f-6b2b-df0a-1c2e";"302604";"92";"18";"wieś";"stały";"Świetlica wsi Błociszewo, Błociszewo ul. Kasztanowa 3, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"696";"765";"287";"409";"0";"0";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"5";"2";"3";"0";"404";"131";"179";"55";"39"
"8045-c452-748f-ee6a-7a67-346b-1c5d-e58d";"302604";"92";"19";"wieś";"stały";"Świetlica wsi Wyrzeka, Wyrzeka ul. Ks. Piotra Wawrzyniaka 13, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"870";"951";"334";"536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"10";"3";"7";"0";"526";"107";"250";"64";"105"
"9f44-3dbe-d6eb-f007-d141-1398-4ac6-170f";"302604";"92";"20";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Psarskiem, Psarskie Owocowa 8, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"81";"86";"41";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"4";"1";"3";"0";"36";"13";"15";"5";"3"
"f69b-f0f1-af28-24e9-9dfa-dce3-663e-e8c0";"302604";"92";"21";"miasto";"dom pomocy społecznej";"Zakład Opiekuńczo-Leczniczy Samodzielny Publiczny Zakład Opieki Zdrowotnej w Śremie, ul. Promenada 7, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"99";"74";"53";"46";"0";"2";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"6";"2";"4";"0";"40";"10";"17";"6";"7"
"0b3b-816b-9d4b-198b-3410-cb5c-00c0-3d59";"302604";"92";"22";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Śremie, ul. Farna 16, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"52";"55";"35";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"0";"0";"0";"0";"17";"5";"10";"1";"1"
"00cb-2f02-fb85-aeab-07ee-e540-136b-d9a9";"302604";"92";"23";"miasto";"zakład leczniczy";"Szpital Powiatowy im. Tadeusza Malińskiego w Śremie sp. z o. o., ul. Józefa Chełmońskiego 1, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"199";"107";"162";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"37";"6";"1";"5";"0";"31";"12";"13";"4";"2"
"d95e-eac4-c22f-1438-7512-19c1-dea9-73eb";"303001";"92";"1";"wieś";"stały";"Sala Urzędu Gminy w Kołaczkowie, pl. Wł. Reymonta 3, 62-306 Kołaczkowo";"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";"1171";"1298";"399";"772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"7";"0";"7";"0";"765";"286";"353";"65";"61"
"77fa-f9fe-6394-b749-cc8e-12c0-3ad3-0717";"303001";"92";"2";"wieś";"stały";"Szkoła Podstawowa w Sokolnikach, ul. Leśna 1, 62-305 Sokolniki";"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";"1184";"1305";"514";"670";"0";"0";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"16";"2";"14";"0";"654";"164";"389";"65";"36"
"e544-cff9-368e-2646-6234-340a-0a09-526e";"303001";"92";"3";"wieś";"stały";"Świetlica wiejska we Wszemborzu, Wszembórz 70 A, 62-306 Kołaczkowo";"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";"451";"489";"150";"301";"0";"1";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"4";"1";"3";"0";"297";"61";"172";"47";"17"
"0d16-9e30-0d93-3ab4-7810-b4a0-77f1-0546";"303001";"92";"4";"wieś";"stały";"Szkoła Podstawowa w Bieganowie, Bieganowo 43, 62-305 Sokolniki";"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";"809";"881";"384";"425";"0";"0";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"4";"1";"3";"0";"421";"111";"238";"45";"27"
"4af3-0a30-4340-30e1-5838-f42d-77c1-e6d6";"303001";"92";"5";"wieś";"stały";"Szkoła Podstawowa w Grabowie Król., Grabowo Królewskie 1, 62-306 Kołaczkowo";"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";"610";"662";"265";"345";"0";"2";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"9";"1";"8";"0";"336";"80";"195";"43";"18"
"e7de-ca26-7904-65d9-4310-41b0-0b89-70d1";"303002";"92";"1";"miasto";"stały";"Miłosławskie Centrum Kultury, ul. Różowa 6, 62-320 Miłosław";"gm. Miłosław";"wrzesiński";"wielkopolskie";"1694";"1850";"604";"1090";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"32";"8";"24";"0";"1058";"401";"442";"142";"73"
"8377-c769-28ef-6e24-56d9-dc36-9747-8f06";"303002";"92";"2";"wieś";"stały";"Szkoła Podstawowa, Bugaj 7, 62-320 Miłosław";"gm. Miłosław";"wrzesiński";"wielkopolskie";"1258";"1372";"530";"728";"1";"4";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"8";"8";"0";"0";"720";"252";"344";"75";"49"
"05bc-8fbf-697b-5a19-096e-717e-2461-3d7b";"303002";"92";"3";"wieś";"stały";"Świetlica Wiejska, Mikuszewo 47 B, 62-320 Miłosław";"gm. Miłosław";"wrzesiński";"wielkopolskie";"469";"509";"143";"326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"3";"1";"2";"0";"323";"103";"177";"31";"12"
"bf27-0d2f-54fb-3d1d-09d2-53e1-0682-2247";"303002";"92";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 18, 62-322 Orzechowo";"gm. Miłosław";"wrzesiński";"wielkopolskie";"1670";"1846";"507";"1161";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1163";"0";"7";"1156";"20";"6";"14";"0";"1136";"407";"512";"146";"71"
"387c-2601-44ac-865b-b1ff-ac21-8b24-c762";"303002";"92";"5";"wieś";"stały";"Świetlica Wiejska, Czeszewo ul. Słoneczna 25, 62-322 Orzechowo";"gm. Miłosław";"wrzesiński";"wielkopolskie";"630";"685";"230";"400";"0";"1";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"5";"2";"3";"0";"395";"107";"212";"56";"20"
"33da-e4b8-c437-16fd-80fb-da7e-dbd2-bb58";"303002";"92";"6";"wieś";"stały";"Świetlica Wiejska, Biechowo 1, 62-320 Miłosław";"gm. Miłosław";"wrzesiński";"wielkopolskie";"779";"840";"356";"423";"0";"1";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"12";"8";"4";"0";"411";"153";"195";"42";"21"
"f7f4-5787-b946-7d3e-49bf-8dec-7979-32a8";"303002";"92";"7";"miasto";"stały";"Urząd Gminy, ul. Wrzesińska 19, 62-320 Miłosław";"gm. Miłosław";"wrzesiński";"wielkopolskie";"840";"914";"245";"595";"5";"1";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"10";"1";"9";"0";"585";"243";"242";"64";"36"
"3a5e-6801-9ffb-72f6-caec-264b-5a67-7490";"303003";"92";"1";"miasto";"stały";"Zespół Szkół w Nekli , sala gimnastyczna, ul. Klemensa Szczepańskiego 7, 62-330 Nekla";"gm. Nekla";"wrzesiński";"wielkopolskie";"1770";"1974";"510";"1260";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1260";"0";"0";"1260";"15";"2";"13";"0";"1245";"607";"462";"108";"68"
"7986-c395-fcac-88a4-a8ac-452c-3f06-4035";"303003";"92";"2";"miasto";"stały";"Zespół Szkół w Nekli , świetlica, ul. Klemensa Szczepańskiego 7, 62-330 Nekla";"gm. Nekla";"wrzesiński";"wielkopolskie";"1717";"1885";"492";"1225";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1225";"0";"0";"1225";"17";"4";"13";"0";"1208";"543";"415";"156";"94"
"c840-ab01-57ad-2107-11ea-1b34-e6ae-f510";"303003";"92";"3";"wieś";"stały";"Zespół Szkół w Zasutowie, Zasutowo ul. Kwiatowa 5, 62-330 Nekla";"gm. Nekla";"wrzesiński";"wielkopolskie";"780";"875";"254";"526";"0";"3";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"6";"2";"4";"0";"520";"204";"225";"55";"36"
"ba24-cbd5-f6d6-ffbb-0a17-3b79-c904-15f9";"303003";"92";"4";"wieś";"stały";"Zespół Szkół w Targowej Górce, Targowa Górka ul. Karśnickiego 2, 62-330 Nekla";"gm. Nekla";"wrzesiński";"wielkopolskie";"998";"1085";"386";"612";"0";"1";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"11";"0";"11";"0";"601";"188";"282";"90";"41"
"6ad2-4793-f9d1-119d-48f2-a7bc-9908-e301";"303004";"92";"1";"miasto";"stały";"Remiza OSP, ul. Kilińskiego 15, 62-310 Pyzdry";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"1339";"1453";"481";"858";"1";"2";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"9";"3";"6";"0";"849";"284";"439";"77";"49"
"db4a-12b8-0ad1-4c19-5d59-3808-1828-abe6";"303004";"92";"2";"miasto";"stały";"Przedszkole Publiczne, ul. Jana Pawła II 10, 62-310 Pyzdry";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"1079";"1181";"327";"752";"2";"6";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"26";"5";"21";"0";"726";"229";"389";"79";"29"
"aa3c-8ec1-0e36-7cf3-6616-6def-23f8-d39c";"303004";"92";"3";"wieś";"stały";"Środowiskowy Dom Samopomocy, Pietrzyków 49, 62-310 Pyzdry";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"762";"829";"361";"401";"1";"2";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"8";"1";"7";"0";"393";"140";"192";"42";"19"
"b39e-7443-4b22-d24f-982c-87ea-6476-b265";"303004";"92";"4";"wieś";"stały";"Filia Samorządowej Szkoły Podstawowej w Pyzdrach, Wrąbczynkowskie Holendry 13, 62-310 Pyzdry";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"691";"744";"350";"341";"0";"0";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"9";"0";"9";"0";"332";"68";"217";"31";"16"
"ae82-9d02-e265-8e3f-46ec-fc9d-991c-042d";"303004";"92";"5";"wieś";"stały";"Samorządowa Szkoła Podstawowa, Górne Grądy 2, 62-310 Pyzdry";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"609";"666";"329";"280";"0";"2";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"2";"0";"2";"0";"278";"78";"150";"31";"19"
"7dbc-de96-fda2-e52f-9190-d2f8-4e5e-6a67";"303004";"92";"6";"wieś";"stały";"Samorządowa Szkoła Podstawowa, Lisewo 108, 62-310 Pyzdry";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"608";"663";"243";"365";"0";"1";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"5";"0";"5";"0";"360";"59";"260";"24";"17"
"29d7-1cbd-3f11-6bd0-caa9-05f6-9102-dd17";"303005";"92";"1";"miasto";"stały";"Ratusz, ul. Ratuszowa 1, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1536";"1723";"550";"986";"0";"10";"0";"0";"0";"0";"0";"0";"0";"985";"0";"0";"985";"11";"3";"8";"0";"974";"452";"386";"92";"44"
"0520-038c-de12-3f44-62fb-d3b1-2b1d-14fa";"303005";"92";"2";"miasto";"stały";"Urząd Stanu Cywilnego, ul. Chopina 9, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1150";"1254";"393";"757";"0";"0";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"10";"1";"9";"0";"747";"366";"281";"66";"34"
"c76a-d9c3-8038-b8f8-237a-eb5c-1609-ba7d";"303005";"92";"3";"miasto";"stały";"Wrzesińskie Obiekty Sportowo-Rekreacyjne, ul. Świętokrzyska 14 - 16, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1888";"2084";"432";"1456";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1456";"0";"0";"1456";"14";"0";"14";"0";"1442";"720";"478";"174";"70"
"130c-1fa9-c33d-3948-e0cb-6fc8-5ec7-870c";"303005";"92";"4";"miasto";"stały";"Przedszkole, ul. Gen. Tadeusza Kutrzeby 1, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1835";"2033";"333";"1502";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1502";"0";"0";"1502";"20";"2";"18";"0";"1482";"816";"421";"157";"88"
"b50f-5095-3972-f886-9880-8c97-ea03-ae62";"303005";"92";"5";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 3, ul. Kosynierów 32, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1525";"1672";"362";"1163";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1163";"0";"0";"1163";"13";"4";"9";"0";"1150";"513";"432";"137";"68"
"c4f4-b8cb-1516-07b0-efe9-69d7-cf8f-1623";"303005";"92";"6";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 3, ul. Kosynierów 32, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1318";"1423";"275";"1043";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1043";"0";"0";"1043";"10";"1";"9";"0";"1033";"551";"322";"102";"58"
"729e-a409-6aa0-9b66-905f-c0f6-dfed-99d3";"303005";"92";"7";"miasto";"stały";"Liceum Ogólnokształcące, ul. Witkowska 1, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1159";"1257";"400";"759";"0";"1";"1";"1";"0";"0";"0";"0";"1";"760";"1";"0";"760";"18";"6";"12";"0";"742";"375";"247";"70";"50"
"32d2-5df6-3d0e-b837-95d8-e799-6852-ccb1";"303005";"92";"8";"miasto";"stały";"Zespół Szkół Politechnicznych, ul. Wojska Polskiego 1, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1248";"1356";"355";"893";"1";"1";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"11";"2";"9";"0";"881";"448";"307";"84";"42"
"685c-5fbc-a0af-2d02-3653-01d0-7065-fc2f";"303005";"92";"9";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 6, ul. Słowackiego 41, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1938";"2216";"442";"1496";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1495";"0";"0";"1495";"17";"3";"14";"0";"1478";"728";"508";"152";"90"
"9fa4-9a0d-6416-f646-ba6d-0410-b63b-5cc0";"303005";"92";"10";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 6, ul. Batorego 8, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1430";"1542";"431";"999";"1";"0";"1";"1";"0";"0";"0";"0";"1";"999";"1";"0";"999";"20";"3";"17";"0";"979";"474";"390";"58";"57"
"a465-5c6e-83bf-b795-5ed1-7659-dfa2-02ee";"303005";"92";"11";"miasto";"stały";"Wrzesińska Spółdzielnia Mieszkaniowa, ul. Kilińskiego 10, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1384";"1482";"384";"1000";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"12";"3";"9";"0";"988";"508";"321";"130";"29"
"4c41-d79e-05ad-6c50-746b-8733-2321-a25a";"303005";"92";"12";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących, ul. Kaliska 2a, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1543";"1687";"425";"1118";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1119";"1";"0";"1119";"16";"10";"6";"0";"1103";"533";"416";"86";"68"
"30a2-4248-e0fe-4643-c092-b51f-41b2-f99d";"303005";"92";"13";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących, ul. Kaliska 2a, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1458";"1604";"345";"1113";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1114";"1";"0";"1114";"9";"1";"8";"0";"1105";"538";"403";"90";"74"
"e1d5-1f5e-2e58-b885-da66-ef85-8039-5214";"303005";"92";"14";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 2, ul. Kościuszki 24, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1746";"1899";"478";"1268";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1268";"0";"0";"1268";"22";"9";"13";"0";"1246";"613";"445";"121";"67"
"c3d7-6e4e-00b9-894a-ca2a-0731-ddc8-04ff";"303005";"92";"15";"wieś";"stały";"Dom Młodzieżowy, Sokołowo ul. Szlachecka 1, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"667";"728";"275";"392";"0";"2";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"5";"4";"1";"0";"387";"141";"187";"40";"19"
"6f3a-11f9-371f-d09c-2dbb-6721-ae94-f905";"303005";"92";"16";"wieś";"stały";"Samorządowa Szkoła Podstawowa, ul. Ks. Twardego 22, 62-301 Marzenin";"gm. Września";"wrzesiński";"wielkopolskie";"827";"899";"312";"515";"0";"1";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"14";"1";"13";"0";"501";"110";"311";"49";"31"
"9ef3-74ff-f111-aab6-13b2-3c8f-7e58-94c5";"303005";"92";"17";"wieś";"stały";"Zespół Szkół Społecznych, Grzybowo 32, 62-309 Grzybowo";"gm. Września";"wrzesiński";"wielkopolskie";"758";"835";"337";"421";"0";"1";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"5";"2";"3";"0";"416";"143";"211";"39";"23"
"54a4-9444-e5a6-4ee9-d355-a7cd-54b1-a8a5";"303005";"92";"18";"wieś";"stały";"Świetlica, Gutowo Małe ul. Centralna 22, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"508";"555";"160";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"3";"2";"1";"0";"345";"161";"140";"28";"16"
"49ec-4c4b-c082-4a44-820c-4f9d-fe4d-996a";"303005";"92";"19";"wieś";"stały";"Wiejski Dom Kultury, Sędziwojewo 69, 62-302 Węgierki";"gm. Września";"wrzesiński";"wielkopolskie";"488";"536";"208";"280";"0";"1";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"1";"0";"1";"0";"279";"109";"131";"28";"11"
"b9c6-aab3-8030-dc72-a086-5d34-4df8-7716";"303005";"92";"20";"wieś";"stały";"Świetlica, Psary Polskie 126, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1470";"1626";"447";"1023";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"20";"4";"16";"0";"1003";"419";"429";"96";"59"
"e7de-c29f-5815-d364-be8c-8e3a-30bd-6c70";"303005";"92";"21";"wieś";"stały";"Świetlica, Psary Małe ul. Długa 18, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"1047";"1173";"333";"714";"2";"2";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"14";"2";"12";"0";"700";"293";"283";"79";"45"
"af4a-8eff-e3e2-8b25-b5d9-230f-effe-889b";"303005";"92";"22";"wieś";"stały";"Świetlica, Chocicza Wielka 21, 62-300 Września";"gm. Września";"wrzesiński";"wielkopolskie";"428";"471";"201";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"4";"1";"3";"0";"223";"79";"99";"33";"12"
"6617-5e92-01c0-ad74-9880-6f57-ac69-e430";"303005";"92";"23";"wieś";"stały";"Wiejski Dom Kultury, Obłaczkowo 102, 62-323 Chwalibogowo";"gm. Września";"wrzesiński";"wielkopolskie";"631";"687";"193";"438";"0";"0";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"7";"1";"6";"0";"431";"171";"189";"32";"39"
