"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Mikołaj BOGDANOWICZ";"Krzysztof BREJZA";"Jarosław LATAWIEC";"Mieczysław Aureliusz PIWOWAR"
"1eaf-c0ee-ef8d-6058-72a8-2175-f380-210d";"040703";"10";"2";"miasto";"stały";"Urząd Stanu Cywilnego, ul. Dworcowa 17, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"810";"899";"315";"495";"1";"1";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"3";"0";"3";"0";"492";"165";"273";"28";"26"
"badd-a6f3-0f0d-26fa-ef34-fc7c-202c-65cb";"040703";"10";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Dworcowa 11, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"560";"617";"243";"317";"0";"2";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"1";"0";"1";"0";"316";"154";"118";"27";"17"
"c00e-a1f9-d497-4d91-2cc4-0b84-b127-210b";"040703";"10";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Toruńska 40, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"797";"873";"283";"513";"1";"2";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"4";"1";"3";"0";"509";"207";"228";"54";"20"
"9080-cfd3-ee98-3877-c9ac-2968-39e0-6bd4";"040703";"10";"5";"miasto";"stały";"Łącznica Kulturalna, ul. Dworcowa 5, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"980";"1070";"440";"540";"1";"0";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"6";"1";"5";"0";"534";"230";"231";"44";"29"
"eb72-0203-5dcb-acfa-182a-1c51-6212-33ad";"040703";"10";"6";"miasto";"stały";"Branżowa Szkoła I Stopnia, ul. Powstańców Wielkopolskich 5, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"822";"903";"259";"563";"0";"5";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"2";"0";"2";"0";"561";"226";"244";"62";"29"
"771e-74e0-8a88-065b-9079-3304-4ca9-fdcd";"040703";"10";"7";"miasto";"stały";"Muzeum Regionalne, ul. Podgórna 2, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"640";"700";"354";"286";"1";"1";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"4";"0";"4";"0";"282";"102";"133";"33";"14"
"f010-6b71-0dc6-738e-c11f-a345-ba24-3473";"040703";"10";"8";"wieś";"stały";"Szkoła Podstawowa, Wierzchosławice 19, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"800";"883";"347";"453";"0";"0";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"8";"0";"8";"0";"445";"211";"180";"36";"18"
"9fc5-c1f7-75cc-e33b-7374-9522-dfe1-4476";"040703";"10";"9";"wieś";"stały";"Szkoła Podstawowa, Szadłowice 36, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"620";"680";"277";"343";"1";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"3";"0";"3";"0";"340";"161";"121";"44";"14"
"21e1-4127-c27e-a210-9b54-57d5-af62-1f01";"040703";"10";"10";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Gąski 19, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"600";"665";"264";"336";"1";"1";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"5";"1";"4";"0";"331";"164";"121";"27";"19"
"e8c7-36da-208e-b515-a220-7f0e-10c8-0313";"040703";"10";"11";"wieś";"stały";"Świetlica wiejska, Ostrowo 24a, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"600";"661";"282";"318";"0";"0";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"5";"2";"3";"0";"313";"149";"130";"20";"14"
"3d1d-ea50-13c1-0b71-0f90-9df1-e07e-8c63";"040703";"10";"12";"wieś";"stały";"Świetlica wiejska, Suchatówka 24a, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"620";"699";"240";"380";"0";"6";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"6";"2";"4";"0";"374";"149";"162";"41";"22"
"7606-3d8a-59a8-8c31-fe02-b790-5220-99c1";"040703";"10";"13";"wieś";"stały";"Szkoła Podstawowa, Kijewo 40, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"680";"696";"353";"327";"1";"3";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"3";"0";"3";"0";"324";"190";"94";"24";"16"
"fa3d-de3c-38b7-8b7f-7663-1361-6a19-bc9f";"040703";"10";"14";"wieś";"stały";"Szkoła Podstawowa, Murzynno 51, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"700";"769";"332";"368";"0";"0";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"2";"1";"1";"0";"366";"191";"113";"45";"17"
"b161-77e1-6cf5-27b3-75f5-6ea5-38f8-560e";"040703";"10";"15";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Warzyn 1, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"87";"47";"61";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"3";"0";"3";"0";"23";"11";"7";"4";"1"
"3b77-ff63-7818-07dd-33b2-683a-f99d-0eee";"040704";"10";"1";"wieś";"stały";"Świetlica w Tupadłach, Tupadły 20 B, 88-101 Tupadły";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"550";"590";"192";"358";"0";"1";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"7";"3";"4";"0";"351";"138";"166";"28";"19"
"ce1a-531c-4a1a-6f83-44ed-f8a8-ba92-e6eb";"040704";"10";"2";"wieś";"stały";"Świetlica w Orłowie, Orłowo 128, 88-110 Orłowo";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1196";"1344";"461";"735";"2";"1";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"5";"3";"2";"0";"730";"310";"324";"59";"37"
"8028-7833-81b2-bc66-9747-e785-1a89-1f21";"040704";"10";"3";"wieś";"stały";"Świetlica w Sławęcinku, Sławęcinek 101, 88-110 Sławęcinek";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1171";"1284";"465";"705";"0";"2";"0";"0";"0";"0";"0";"0";"0";"706";"0";"0";"706";"12";"2";"10";"0";"694";"326";"281";"48";"39"
"3d50-90f8-4767-29bd-5eff-4dc3-556e-918c";"040704";"10";"4";"wieś";"stały";"Budynek komunalny pn. ""Dom Kultury w Górze"", Góra 44, 88-101 Góra";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"610";"677";"241";"369";"0";"1";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"10";"3";"7";"0";"359";"143";"137";"64";"15"
"3cd4-ca0e-58e9-4522-915a-5198-fa8d-4e9a";"040704";"10";"5";"wieś";"stały";"Świetlica w Jacewie, ul. Świerkowa 40, 88-110 Jacewo";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"491";"529";"103";"388";"1";"4";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"1";"1";"0";"0";"387";"116";"232";"23";"16"
"ec6f-0262-0b5a-9a47-3611-5545-b7e7-cbd5";"040704";"10";"6";"wieś";"stały";"Świetlica w Jaksicach, ul. Dworcowa 10, 88-181 Jaksice";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1417";"1553";"636";"781";"0";"0";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"8";"2";"6";"0";"771";"322";"336";"65";"48"
"3a8c-7dbf-c01a-b53b-7c43-dbad-7cd6-4cf6";"040704";"10";"7";"wieś";"stały";"Świetlica w Komaszycach, Komaszyce 13, 88-110 Komaszyce";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"628";"702";"238";"390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"3";"1";"2";"0";"387";"154";"196";"23";"14"
"79ea-e9a3-82af-d13b-d756-50b5-6dbe-c414";"040704";"10";"8";"wieś";"stały";"Świetlica w Kruszy Podlotowej, Krusza Podlotowa 30, 88-101 Krusza Podlotowa";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"604";"643";"211";"393";"0";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"8";"2";"6";"0";"385";"181";"180";"16";"8"
"d961-ffde-d402-dea3-b50d-ff84-194c-e370";"040704";"10";"9";"wieś";"stały";"Budynek komunalny pn. ""Dom Kultury i Rekreacji w Łojewie"", Łojewo 34A, 88-101 Łojewo";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"339";"379";"171";"168";"0";"2";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"5";"0";"5";"0";"163";"63";"91";"6";"3"
"0923-9113-cdd0-ed7d-d7dc-7252-8fa9-068d";"040704";"10";"10";"wieś";"stały";"Szkoła Podstawowa w Turzanach, Turzany 6, 88-110 Turzany";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"930";"1030";"301";"629";"0";"0";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"11";"4";"7";"0";"618";"264";"300";"31";"23"
"b160-cede-7018-956c-b7a0-9273-d97d-7e80";"040704";"10";"11";"wieś";"stały";"Świetlica w Miechowicach, Miechowice 34, 88-101 Miechowice";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"574";"612";"210";"364";"0";"1";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"4";"2";"2";"0";"360";"160";"144";"39";"17"
"481f-45b9-541b-ed21-0853-ea27-1496-5d9f";"040705";"10";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"700";"786";"292";"408";"1";"0";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"6";"1";"5";"0";"402";"167";"188";"30";"17"
"6152-eee2-a0d5-7d9c-8b2d-4ee6-5fa5-7558";"040705";"10";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Przemysłowa 26, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"1185";"1277";"417";"768";"2";"7";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"12";"1";"11";"0";"755";"317";"340";"48";"50"
"ae26-0622-085c-b4da-5366-01f1-f606-9e38";"040705";"10";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Główna 6, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"1240";"1353";"557";"683";"0";"4";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"11";"7";"4";"0";"672";"287";"291";"52";"42"
"c688-5366-788a-38cb-66e8-5729-9b71-8be5";"040705";"10";"4";"miasto";"stały";"Przedszkole, ul. Słoneczna 31, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"580";"637";"181";"399";"0";"1";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"11";"3";"8";"0";"388";"136";"186";"46";"20"
"ef6d-45cc-f458-c47a-5e3b-c3b3-596e-e0c2";"040705";"10";"5";"miasto";"stały";"Dzienny Dom ""Senior +"", ul. Dworcowa 1, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"1319";"1438";"477";"842";"0";"4";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"7";"1";"6";"0";"835";"319";"411";"69";"36"
"b919-8596-f128-06fc-133f-47a0-4e4d-5d9c";"040705";"10";"6";"miasto";"stały";"Szkoła Podstawowa, ul. Biskupa Michała Kozala 3, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"1422";"1575";"439";"983";"0";"1";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"8";"5";"3";"0";"975";"370";"467";"85";"53"
"af38-81d7-adf5-5a0c-4327-e3d5-3a97-f93d";"040705";"10";"7";"wieś";"stały";"Szkoła Podstawowa, Broniewice 3, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"546";"621";"229";"317";"0";"0";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"2";"1";"1";"0";"315";"132";"122";"41";"20"
"20b4-cf5f-61f2-ec0b-04ad-97f6-524b-ed60";"040705";"10";"8";"wieś";"stały";"Szkoła Podstawowa, Kołodziejewo ul. Szkolna 10, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"1286";"1415";"544";"742";"0";"0";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"16";"0";"16";"0";"726";"338";"290";"50";"48"
"d792-fd07-9002-3e64-0fef-2b05-002b-d414";"040705";"10";"9";"wieś";"stały";"Szkoła Podstawowa, Ludzisko 10, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"1213";"1310";"563";"650";"0";"1";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"13";"0";"13";"0";"637";"295";"269";"32";"41"
"eb7d-3d10-2fe5-2807-36b2-859e-66fd-3733";"040705";"10";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Ludzisko 78, 88-160 Janikowo";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"101";"49";"85";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"11";"2";"1";"2"
"88c4-894f-7d4b-6224-5a51-524c-ef85-5f8b";"040706";"10";"1";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Kruszwicy, ul. Kasprowicza 7, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"736";"806";"303";"433";"1";"2";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"4";"1";"3";"0";"429";"226";"152";"36";"15"
"39dc-024f-57d8-2adf-f180-24da-ee39-beb0";"040706";"10";"2";"miasto";"stały";"Środowiskowy Dom Samopomocy w Kruszwicy, ul. Rynek 22, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"750";"854";"289";"461";"0";"7";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"2";"0";"2";"0";"459";"236";"178";"27";"18"
"089c-abf5-79e2-fefb-ee05-9c0f-6a94-f0e8";"040706";"10";"3";"miasto";"stały";"Zespół Szkół Samorządowych Nr 1 w Kruszwicy Przedszkole Samorządowe Nr 1, ul. Kolegiacka 13, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"1060";"1197";"344";"716";"0";"4";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"3";"0";"3";"0";"713";"367";"295";"30";"21"
"e116-9394-90df-3d51-a36e-f31b-f0c6-7b91";"040706";"10";"4";"miasto";"stały";"Zespół Szkół Samorządowych Nr 1 w Kruszwicy, ul. Kujawska 22, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"1060";"1180";"366";"694";"2";"2";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"8";"2";"6";"0";"686";"339";"292";"38";"17"
"a16b-2e85-4729-d3d1-29ca-78c5-dd94-2952";"040706";"10";"5";"miasto";"stały";"Urząd Miejski w Kruszwicy, ul. Nadgoplańska 4, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"998";"1116";"328";"670";"1";"4";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"4";"1";"3";"0";"666";"331";"294";"26";"15"
"8e20-7918-6b3f-a5dc-4700-440b-4b09-04e3";"040706";"10";"6";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Racicach, Racice 16, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"370";"412";"180";"190";"0";"1";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"3";"0";"3";"0";"187";"133";"40";"6";"8"
"4b38-c101-07cb-c6f4-d849-d565-5bdc-a734";"040706";"10";"7";"wieś";"stały";"Szkoła Podstawowa w Chełmcach, Chełmce 50, 88-121 Chełmce";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"520";"587";"184";"336";"2";"1";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"6";"2";"4";"0";"330";"177";"124";"17";"12"
"4656-127d-2fbd-7541-e0f0-3239-929d-0356";"040706";"10";"8";"wieś";"stały";"Remiza OSP w Witowicach, Witowice 27, 88-121 Chełmce";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"530";"589";"247";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"6";"1";"5";"0";"277";"187";"63";"20";"7"
"7e3a-ee42-b678-800f-8c61-4d49-2c3c-5d80";"040706";"10";"9";"wieś";"stały";"Świetlica wiejska w Janocinie, Janocin 19, 88-121 Chełmce";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"460";"517";"208";"252";"0";"2";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"0";"0";"0";"0";"252";"161";"66";"14";"11"
"2231-c663-7235-7641-236a-02a0-73f2-72ed";"040706";"10";"10";"wieś";"stały";"Szkoła Podstawowa w Polanowicach, Polanowice 27, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"581";"655";"296";"285";"1";"1";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"2";"0";"2";"0";"283";"154";"109";"14";"6"
"0162-c3d4-ed12-46dd-aea1-c615-5e29-5b21";"040706";"10";"11";"wieś";"stały";"Szkoła Podstawowa w Woli Wapowskiej, Bachorce 42, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"490";"562";"212";"278";"0";"1";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"2";"0";"2";"0";"276";"165";"82";"19";"10"
"b20e-3c45-2e35-506d-ddb3-90f4-6baa-f13d";"040706";"10";"12";"wieś";"stały";"Świetlica wiejska w Sukowach, Sukowy 93, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"529";"598";"214";"315";"0";"0";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"5";"2";"3";"0";"310";"184";"97";"22";"7"
"89c7-b9cb-6adb-fdff-b037-c244-8ce6-9777";"040706";"10";"13";"wieś";"stały";"Świetlica wiejska w Szarleju, Szarlej, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"351";"389";"202";"149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"7";"1";"6";"0";"142";"78";"52";"7";"5"
"c1e3-32ec-eefb-4bd0-8631-8e5c-14c0-8088";"040706";"10";"14";"wieś";"stały";"Świetlica wiejska w Ostrowie, Ostrowo 41, 88-121 Chełmce";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"370";"417";"183";"187";"0";"1";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"1";"0";"1";"0";"186";"111";"52";"11";"12"
"81a2-fcc2-bcd0-f60c-dbf3-20a0-a82b-357e";"040706";"10";"15";"wieś";"stały";"Szkoła Podstawowa w Woli Wapowskiej, Wola Wapowska 6, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"679";"746";"391";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"4";"1";"3";"0";"284";"169";"96";"10";"9"
"c9fa-8d6c-ce76-9354-af2c-3967-f564-b955";"040706";"10";"16";"wieś";"stały";"Szkoła Podstawowa w Sławsku Wielkim, Sławsk Wielki 77, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"668";"733";"298";"370";"2";"3";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"3";"1";"2";"0";"367";"241";"106";"17";"3"
"3ba8-1222-de02-11f5-bc73-5284-2102-ce2d";"040706";"10";"17";"wieś";"stały";"Świetlica wiejska w Kobylnikach, Kobylniki 26A, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"538";"603";"225";"313";"0";"1";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"6";"2";"4";"0";"307";"191";"93";"15";"8"
"9aca-975b-1706-db95-f2f5-038e-d035-a24b";"040706";"10";"18";"wieś";"stały";"Świetlica wiejska w Rzepowie, Rzepowo, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"400";"440";"207";"193";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"3";"1";"2";"0";"190";"130";"40";"10";"10"
"3809-3ea1-a277-a9f7-471a-3681-91a5-0e72";"040706";"10";"19";"wieś";"stały";"Zespół Szkół w Kruszwicy, ul. Kujawska 20, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"606";"670";"194";"412";"0";"2";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"5";"2";"3";"0";"407";"197";"180";"16";"14"
"1715-b918-618b-7f13-fa29-eaa8-f33c-6a03";"040706";"10";"20";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Kruszwicy, ul. Kasprowicza 7, 88-150 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"740";"829";"289";"451";"1";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"4";"2";"2";"0";"447";"233";"176";"24";"14"
"2ab0-1a3d-2db6-e7c9-35b3-5360-c668-15f4";"040706";"10";"21";"miasto";"stały";"Zespół Szkół Samorządowych Nr 1 w Kruszwicy, ul. Kujawska 22, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"950";"1060";"292";"658";"0";"2";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"4";"0";"4";"0";"654";"314";"288";"34";"18"
"76f0-5f3d-f0b6-f3f3-2d94-7de6-3f45-3e02";"040706";"10";"22";"wieś";"stały";"Świetlica wiejska w Gocanowie, Gocanowo 10, 88-153 Kruszwica";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"409";"468";"166";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"0";"0";"0";"0";"243";"156";"71";"11";"5"
"0c3a-236e-43e1-89c7-1826-2c06-d371-f25a";"040707";"10";"1";"miasto";"stały";"Klub ""JUBILAT"", ul. Mogileńska 21A, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"1078";"1176";"337";"741";"2";"1";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"15";"7";"8";"0";"726";"274";"377";"43";"32"
"f94f-2d6a-cdfa-3146-67e1-14ad-ab31-4ed4";"040707";"10";"2";"miasto";"stały";"Ośrodek Kultury i Turystyki, ul. Św. Jana 12, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"838";"922";"284";"554";"1";"0";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"7";"0";"7";"0";"547";"196";"269";"51";"31"
"d732-a5fc-72ee-e223-8186-18dc-07bd-98d3";"040707";"10";"3";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Inowrocławska 14, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"984";"1094";"434";"550";"3";"1";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"7";"0";"7";"0";"543";"215";"253";"41";"34"
"d29e-41e8-c9d0-c0a7-c0fb-f06f-0a43-4439";"040707";"10";"4";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 44, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"736";"796";"345";"391";"0";"4";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"6";"1";"5";"0";"385";"165";"176";"28";"16"
"bab6-3ff4-977a-1700-5917-5662-c309-5b9f";"040707";"10";"5";"wieś";"stały";"Szkoła Podstawowa, ul. Błonie 2, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"230";"255";"112";"118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"3";"1";"2";"0";"115";"44";"51";"12";"8"
"1e95-8916-4c39-7f60-54f3-12e6-834f-97db";"040707";"10";"6";"wieś";"stały";"Szkoła Podstawowa, ul. Błonie 2, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"310";"352";"119";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"2";"0";"2";"0";"189";"79";"77";"23";"10"
"879a-f423-0240-b7f9-8b2a-6093-e3e4-a362";"040707";"10";"7";"miasto";"stały";"Centrum Informacji Turystycznej, Barcińska 11, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"986";"1060";"346";"640";"1";"0";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"12";"2";"10";"0";"628";"216";"316";"65";"31"
"13dd-f623-0e9c-2dfc-6b17-434f-e5bf-79a2";"040707";"10";"8";"wieś";"stały";"Zespół Placówek Oświatowych, Kościelec, 88-170 Pakość";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"990";"1095";"418";"572";"0";"0";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"7";"3";"4";"0";"565";"267";"209";"58";"31"
