"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Mikołaj BOGDANOWICZ";"Krzysztof BREJZA";"Jarosław LATAWIEC";"Mieczysław Aureliusz PIWOWAR"
"cbfa-8f9c-686f-d758-873b-f67e-5a68-f741";"041005";"10";"19";"wieś";"stały";"Szkoła Podstawowa w Kowalewie, Kowalewo ul. Szkolna 5, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"769";"861";"309";"460";"1";"1";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"10";"3";"7";"0";"450";"176";"183";"56";"35"
"c997-901a-1294-66c9-8abb-0510-1f10-44b4";"041005";"10";"20";"miasto";"zakład leczniczy";"Nowy Szpital w Nakle i Szubinie Sp. z. o. o., ul. Ogrodowa 9, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"91";"27";"80";"11";"0";"1";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"1";"0";"1";"0";"10";"4";"4";"2";"0"
"4756-c213-50ab-8af6-abbe-552c-c37e-3ec8";"041301";"10";"1";"miasto";"stały";"MIEJSKO-GMINNY OŚRODEK KULTURY, Kamień Krajeński ul. SĘPOLEŃSKA 4, 89-430 KAMIEŃ KRAJEŃSKI";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"992";"1025";"437";"555";"0";"9";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"12";"1";"11";"0";"543";"190";"265";"53";"35"
"d0d2-0192-6d68-6e4c-8e04-d191-51ee-7c48";"041301";"10";"2";"miasto";"stały";"MIEJSKO-GMINNY OŚRODEK KULTURY, Kamień Krajeński ul. SĘPOLEŃSKA 4, 89-430 KAMIEŃ KRAJEŃSKI";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"668";"724";"271";"397";"2";"3";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"4";"1";"3";"0";"393";"156";"162";"41";"34"
"b585-1c86-4ddf-6536-1ca2-2071-c797-d582";"041301";"10";"3";"miasto";"stały";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY SZKOŁY PODSTAWOWEJ I PRZEDSZKOLA SAMORZĄDOWEGO, Kamień Krajeński ul. SZKOLNA 3, 89-430 KAMIEŃ KRAJEŃSKI";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"729";"801";"400";"329";"0";"0";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"3";"1";"2";"0";"326";"165";"114";"22";"25"
"3f9f-2bb0-6bbb-c5ee-e5ee-f200-95bf-da05";"041301";"10";"4";"wieś";"stały";"SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA BRONIEWSKIEGO, Duża Cerkwica 32, 89-430 KAMIEŃ KRAJEŃSKI";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"700";"778";"336";"364";"0";"2";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"11";"3";"8";"0";"353";"154";"126";"39";"34"
"db05-8225-0434-0477-b78a-314e-7a3d-78cf";"041301";"10";"5";"wieś";"stały";"SZKOŁA PODSTAWOWA, Zamarte ul. KLASZTORNA 1, 89-430 KAMIEŃ KRAJEŃSKI";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"770";"842";"336";"434";"0";"2";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"9";"1";"8";"0";"425";"195";"142";"55";"33"
"b629-25ff-67ad-77f8-e695-455e-abdf-fb4a";"041301";"10";"6";"wieś";"stały";"WIEJSKI DOM KULTURY, Płocicz 22, 89-430 PŁOCICZ";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"520";"573";"229";"291";"0";"2";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"6";"2";"4";"0";"285";"157";"81";"27";"20"
"a505-4a29-8cb1-923c-90ef-c897-a0b7-506d";"041301";"10";"7";"wieś";"stały";"WIEJSKI DOM KULTURY, Dąbrówka GŁÓWNA 7, 89-430 KAMIEŃ KRAJEŃSKI";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"473";"511";"221";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"7";"0";"7";"0";"245";"119";"94";"22";"10"
"6aaf-c220-a6be-c549-faf9-3a06-87cb-7b70";"041301";"10";"8";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Podgórna 2, 89-430 Kamień Krajeński";"gm. Kamień Krajeński";"sępoleński";"kujawsko-pomorskie";"70";"65";"31";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"4";"0";"4";"0";"35";"18";"13";"3";"1"
"f14a-5a60-211d-dee3-b9e9-3cd7-b4a1-a024";"041302";"10";"1";"miasto";"stały";"Centrum Aktywności Społecznej, ul. Jeziorna 6, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"710";"765";"333";"377";"2";"2";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"9";"1";"8";"0";"368";"143";"170";"28";"27"
"ab9a-436d-8935-38c1-3f61-4a3a-2778-5401";"041302";"10";"2";"miasto";"stały";"Gminne Przedszkole Nr 1 z oddziałami integracyjnymi, ul. Nowy Rynek 2, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"800";"869";"339";"461";"0";"1";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"16";"1";"15";"0";"444";"164";"219";"36";"25"
"ee68-b149-ab71-11be-9a64-7576-59ea-70b8";"041302";"10";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Wojska Polskiego 34, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"720";"785";"259";"461";"1";"5";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"2";"1";"1";"0";"459";"168";"225";"34";"32"
"eca4-cc1a-c98e-2fa5-c7ca-664b-997c-ebe6";"041302";"10";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Wojska Polskiego 34, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"979";"1092";"307";"672";"1";"1";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"9";"3";"6";"0";"663";"228";"338";"54";"43"
"2c8b-78c8-7080-cf91-a3c4-519a-e0ac-efc7";"041302";"10";"5";"miasto";"stały";"Centrum Sportu i Rekreacji, ul. Chojnicka 19, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"797";"877";"243";"554";"0";"5";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"5";"0";"5";"0";"549";"205";"270";"42";"32"
"37eb-b936-ca68-8b43-4473-26b9-5856-4f2c";"041302";"10";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Szkolna 1, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"732";"795";"249";"483";"3";"2";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"11";"1";"10";"0";"472";"154";"248";"36";"34"
"14d2-0ca9-5ec3-c7ba-fcea-43a1-2840-b7de";"041302";"10";"7";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Szkolna 8, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"590";"638";"221";"369";"0";"2";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"7";"0";"7";"0";"362";"126";"191";"22";"23"
"031c-6d88-39f4-35c4-88fd-2922-9241-0d6d";"041302";"10";"8";"miasto";"stały";"Centrum Kultury i Sztuki, ul. Tadeusza Kościuszki 4, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"551";"599";"171";"380";"0";"2";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"2";"0";"2";"0";"378";"105";"212";"36";"25"
"70a2-de4e-c318-c942-9f31-768c-7737-092f";"041302";"10";"9";"miasto";"stały";"Liceum Ogólnokształcące, ul. Młyńska 42, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"590";"649";"201";"389";"0";"2";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"3";"0";"3";"0";"386";"165";"174";"26";"21"
"5e46-36c7-8992-44fa-d8a2-9c23-9f51-91d5";"041302";"10";"10";"wieś";"stały";"Świetlica wiejska, Świdwie 10, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"890";"972";"460";"430";"1";"0";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"4";"0";"4";"0";"426";"200";"148";"49";"29"
"8aa0-dc53-8e21-4376-9498-ceca-c97e-34bb";"041302";"10";"11";"wieś";"stały";"Świetlica wiejska, Radońsk 14, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"690";"764";"334";"356";"0";"1";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"3";"0";"3";"0";"353";"153";"150";"24";"26"
"4a9c-fd79-dd9d-f6cf-f613-4172-61d8-f34e";"041302";"10";"12";"wieś";"stały";"Wiejski Ośrodek Kultury, Lutowo 65, 89-406 Lutowo";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"640";"709";"247";"393";"1";"0";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"7";"0";"7";"0";"386";"180";"144";"33";"29"
"248b-b82e-a149-b6b7-ed83-522b-e8a7-c5d1";"041302";"10";"13";"wieś";"stały";"Świetlica wiejska, Piaseczno 32, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"671";"753";"252";"419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"7";"1";"6";"0";"412";"167";"186";"36";"23"
"409b-9b15-9cb5-b90d-c78b-0d87-97f2-7f2e";"041302";"10";"14";"wieś";"stały";"Świetlica wiejska, Skarpa 4, 89-400 Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"861";"940";"428";"433";"0";"2";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"13";"4";"9";"0";"420";"237";"121";"30";"32"
"056e-c373-7e8d-f73d-735b-63e6-965e-5600";"041302";"10";"15";"wieś";"stały";"Wiejski Ośrodek Kultury, Wałdowo 20, 89-405 Wałdowo";"gm. Sępólno Krajeńskie";"sępoleński";"kujawsko-pomorskie";"851";"948";"392";"459";"0";"1";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"7";"0";"7";"0";"452";"224";"166";"34";"28"
"9c28-981e-3e36-4f05-a114-3edf-2922-fb99";"041303";"10";"1";"wieś";"stały";"SZKOŁA PODSTAWOWA W PRZEPAŁKOWIE, Przepałkowo 7, 89-412 SOŚNO";"gm. Sośno";"sępoleński";"kujawsko-pomorskie";"659";"719";"347";"312";"2";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"1";"4";"0";"307";"160";"98";"29";"20"
"bd2f-3f9e-f15d-5848-52e0-1242-12a2-bc56";"041303";"10";"2";"wieś";"stały";"SALA WIEJSKA W WIELOWICZU, Wielowicz 26, 89-412 SOŚNO";"gm. Sośno";"sępoleński";"kujawsko-pomorskie";"810";"888";"375";"435";"2";"3";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"9";"1";"8";"0";"426";"241";"124";"38";"23"
"7eb7-4d95-9456-88b4-a84f-db42-cb21-aec4";"041303";"10";"3";"wieś";"stały";"GMINNY DOM KULTURY W SOŚNIE, Sośno ALEJA JANA PAWŁA II 1, 89-412 SOŚNO";"gm. Sośno";"sępoleński";"kujawsko-pomorskie";"599";"670";"228";"371";"0";"6";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"8";"1";"7";"0";"363";"158";"136";"38";"31"
"ed63-5b3d-e316-4f37-c352-528d-eb51-21c5";"041303";"10";"4";"wieś";"stały";"SZKOŁA PODSTAWOWA im. MIECZYSŁAWA DROBOSZEWSKIEGO W WĄWELNIE, Wąwelno ul. SZKOLNA 1, 89-413 SOŚNO";"gm. Sośno";"sępoleński";"kujawsko-pomorskie";"990";"1076";"496";"494";"0";"0";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"21";"4";"17";"0";"473";"252";"158";"40";"23"
"0f29-dde6-0d7d-bf89-600a-60d6-a1a2-3481";"041303";"10";"5";"wieś";"stały";"ŚWIETLICA WIEJSKA W SITNIE, Sitno 11, 89-413 SOŚNO";"gm. Sośno";"sępoleński";"kujawsko-pomorskie";"440";"486";"242";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"4";"0";"4";"0";"194";"97";"54";"26";"17"
"2b46-60e9-7795-dbbc-a4ec-d710-a032-2686";"041304";"10";"1";"miasto";"stały";"PRZEDSZKOLE GMINNE NIEZAPOMINAJKA, Więcbork ul. GDAŃSKA 13, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"1059";"1159";"335";"724";"3";"3";"1";"1";"0";"0";"0";"0";"1";"725";"1";"0";"725";"13";"3";"10";"0";"712";"297";"308";"60";"47"
"cf2f-aa8b-65ce-0167-1cd8-d417-485a-0666";"041304";"10";"2";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 1 IM. POLSKICH NOBLISTÓW, Więcbork ul. ALEJA 600 - LECIA 4, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"1040";"1134";"459";"581";"1";"2";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"6";"3";"3";"0";"575";"255";"249";"36";"35"
"33b2-a4a6-4350-6f89-af5c-c9ce-13ef-1f38";"041304";"10";"3";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 2 IM. KORNELA MAKUSZYŃSKIEGO, Więcbork ul. WYZWOLENIA 19, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"650";"719";"252";"398";"4";"12";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"0";"0";"0";"0";"398";"168";"158";"46";"26"
"3d6c-2101-473d-f0dd-e827-d696-7e02-6884";"041304";"10";"4";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 2 IM. KORNELA MAKUSZYŃSKIEGO, Więcbork ul. WYZWOLENIA 19, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"690";"748";"314";"376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"7";"0";"7";"0";"369";"161";"157";"24";"27"
"b856-8c9c-0197-6526-dfd3-d700-0130-5669";"041304";"10";"5";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 1 IM. POLSKICH NOBLISTÓW, Więcbork ul. ALEJA 600 - LECIA 4, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"678";"750";"338";"340";"1";"1";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"8";"0";"8";"0";"332";"146";"133";"24";"29"
"3d3d-db77-8bac-af41-8b5e-970c-e1b7-e8ce";"041304";"10";"6";"wieś";"stały";"SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ, Pęperzyn 33, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"680";"754";"357";"323";"0";"4";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"5";"0";"5";"0";"318";"187";"100";"18";"13"
"eb4d-1aa7-1497-ff41-b5d3-e5cb-4060-b3a3";"041304";"10";"7";"wieś";"stały";"ŚWIETLICA WIEJSKA, ŚMIŁOWO 18, 89-410 WIĘCBORK";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"540";"577";"268";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"7";"3";"4";"0";"265";"123";"103";"16";"23"
"6c7b-4449-9fc8-b9c4-b6cd-f10a-e339-852c";"041304";"10";"8";"wieś";"stały";"SZKOŁA PODSTAWOWA IM. E. J. ORZELSKICH, Runowo Krajeńskie 58, 89-421 RUNOWO KRAJEŃSKIE";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"1108";"1220";"507";"601";"0";"6";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"14";"3";"11";"0";"587";"301";"198";"52";"36"
"6d3f-6ad6-8049-b15e-0dcb-c117-c002-a928";"041304";"10";"9";"wieś";"stały";"ŚWIETLICA WIEJSKA, Witunia ul. WINCENTEGO WITOSA 13, 89-410 Więcbork";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"640";"712";"244";"396";"1";"2";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"5";"1";"4";"0";"390";"172";"150";"36";"32"
"40f4-e6ed-b3b3-0f18-c76e-9983-5d78-7a2e";"041304";"10";"10";"wieś";"stały";"SZKOŁA PODSTAWOWA, Zakrzewek 25, 89-410 Więcbork";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"575";"638";"324";"251";"0";"2";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"6";"0";"6";"0";"245";"154";"76";"10";"5"
"7483-ebc2-010f-e3d6-83af-13a0-81d0-9967";"041304";"10";"11";"wieś";"stały";"SZKOŁA PODSTAWOWA IM. ZIEMI KRAJEŃSKIEJ, Sypniewo ul. SZKOLNA 1, 89-422 SYPNIEWO";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"729";"804";"335";"394";"0";"1";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"11";"2";"9";"0";"383";"204";"112";"31";"36"
"aaac-a806-3624-ab78-4dc5-45d7-3d16-490b";"041304";"10";"12";"wieś";"stały";"OSP, STRAŻACKA 6, 89-422 Sypniewo";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"810";"886";"327";"483";"0";"2";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"8";"3";"5";"0";"475";"177";"222";"46";"30"
"3cc8-d7ed-b31d-2bb7-ba5f-ceb6-ba2f-b4b9";"041304";"10";"13";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Suchorączek 51, 89-410 Więcbork";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"75";"20";"64";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"1";"0";"1";"0";"10";"7";"3";"0";"0"
"924d-682b-4a65-22ab-0ab2-d932-b20b-cd30";"041304";"10";"14";"miasto";"zakład leczniczy";"Szpital Powiatowy im. dr Adama Gacy i dr Józefa Łaskiego NZOZ w Więcborku, ul. Mickiewicza 26, 89-410 Więcbork";"gm. Więcbork";"sępoleński";"kujawsko-pomorskie";"99";"36";"77";"22";"0";"2";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"0";"0";"0";"0";"22";"14";"8";"0";"0"
"234f-d5f1-edc1-7457-623f-ade4-5eb3-d337";"041901";"10";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, Plac 1 Maja 8, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"910";"1005";"327";"583";"0";"1";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"6";"1";"5";"0";"577";"192";"288";"46";"51"
"debf-e908-41c0-e217-6993-3eb6-d515-c936";"041901";"10";"2";"miasto";"stały";"Zespół Szkół, ul. Polna 1, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"764";"826";"238";"526";"0";"3";"5";"5";"0";"0";"0";"0";"5";"531";"5";"0";"531";"5";"2";"3";"0";"526";"172";"280";"42";"32"
"dc10-1319-7999-cc96-23f3-342c-1d6f-4a00";"041901";"10";"3";"miasto";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej, ul. Mogileńska 3, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"500";"538";"233";"267";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"7";"0";"7";"0";"260";"85";"137";"20";"18"
"ea8e-bbb9-1a15-e3e3-8792-84d1-788a-e119";"041901";"10";"4";"miasto";"stały";"Biblioteka Publiczna Miasta i Gminy Barcin, ul. Wojska Polskiego 4a, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"633";"688";"227";"406";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"8";"2";"6";"0";"398";"118";"213";"33";"34"
"f000-e89d-c734-9d5e-3aa3-65a8-b016-5432";"041901";"10";"5";"miasto";"stały";"Zespół Szkół, ul. Polna 1, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"623";"681";"206";"417";"4";"0";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"5";"1";"4";"0";"412";"125";"224";"35";"28"
"eff4-ed61-fe16-1285-19db-2c6b-9fa5-7a14";"041901";"10";"6";"miasto";"stały";"Miejski Dom Kultury, ul. Artylerzystów 8, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"617";"668";"219";"398";"1";"6";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"3";"1";"2";"0";"395";"100";"240";"33";"22"
"81b5-3385-df56-39b3-bf88-46fa-fde6-7573";"041901";"10";"7";"miasto";"stały";"Zespół Szkół, ul. Artylerzystów 13, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"541";"580";"176";"365";"0";"0";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"6";"1";"5";"0";"359";"120";"188";"34";"17"
"3738-08e9-cec1-4b48-21af-17c2-f60f-286b";"041901";"10";"8";"miasto";"stały";"Zespół Szkół, ul. Artylerzystów 13, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"600";"652";"180";"420";"0";"3";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"5";"2";"3";"0";"415";"136";"226";"24";"29"
"dd3b-92c8-4bc1-9766-d97f-1629-73d4-d7b7";"041901";"10";"9";"wieś";"stały";"Szkoła Podstawowa, ul. 11 Listopada 5, 88-192 Piechcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"621";"670";"246";"375";"0";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"9";"4";"5";"0";"366";"129";"191";"24";"22"
"40ad-36ac-e0d2-4a1b-d8ae-24ba-21e6-ceaa";"041901";"10";"10";"wieś";"stały";"Szkoła Podstawowa, ul. 11 Listopada 5, 88-192 Piechcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"673";"734";"258";"415";"0";"0";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"9";"1";"8";"0";"405";"121";"227";"34";"23"
"8c84-d5b8-ee78-c571-a94b-8cd1-6144-3577";"041901";"10";"11";"wieś";"stały";"Biblioteka Publiczna Miasta i Gminy Barcin Filia w Piechcinie, ul. 11 Listopada 1c, 88-192 Piechcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"724";"797";"389";"335";"0";"1";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"7";"2";"5";"0";"328";"144";"131";"30";"23"
"0ab4-576b-0781-7a38-4e21-eb80-f20e-3bdb";"041901";"10";"12";"wieś";"stały";"Świetlica wiejska, Krotoszyn 61, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"536";"579";"270";"266";"1";"1";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"9";"0";"9";"0";"257";"108";"114";"20";"15"
"bad3-2d16-5a43-f4a1-ebe0-139c-b3ab-23c3";"041901";"10";"13";"wieś";"stały";"Stanica żeglarska ""Neptun"", ul. Wyzwolenia 16, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"883";"974";"351";"532";"0";"3";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"5";"1";"4";"0";"527";"212";"239";"56";"20"
"a227-7b4a-d19d-d617-594a-1252-525c-1468";"041901";"10";"14";"wieś";"stały";"Szkoła Podstawowa Nr 1, Plac 1 Maja 8, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"928";"1031";"363";"565";"0";"0";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"12";"3";"9";"0";"553";"215";"248";"52";"38"
"50ec-9911-1c72-159d-7227-11c6-5c07-4970";"041901";"10";"15";"wieś";"stały";"Szkoła Podstawowa, Mamlicz 72, 88-190 Barcin";"gm. Barcin";"żniński";"kujawsko-pomorskie";"705";"781";"349";"356";"2";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"15";"1";"14";"0";"341";"142";"144";"33";"22"
"22a0-59dd-53ad-c6c0-ee73-fe23-ba9d-f187";"041902";"10";"1";"wieś";"stały";"Szkoła Podstawowa, Leszka Białego 6, 88-410 Gąsawa";"gm. Gąsawa";"żniński";"kujawsko-pomorskie";"820";"919";"287";"533";"0";"4";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"18";"3";"15";"0";"515";"241";"224";"21";"29"
"5cd8-be94-6223-b0b7-cd7a-00fc-ad98-fb5c";"041902";"10";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Żnińska 19, 88-410 Gąsawa";"gm. Gąsawa";"żniński";"kujawsko-pomorskie";"735";"788";"269";"466";"0";"3";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"4";"1";"3";"0";"462";"200";"221";"26";"15"
"4123-c2c1-e942-5a59-1a53-0d9c-a6d8-2b82";"041902";"10";"3";"wieś";"stały";"Budynek Muzeum Archeologicznego, Biskupin 26, 88-410 Gąsawa";"gm. Gąsawa";"żniński";"kujawsko-pomorskie";"692";"786";"257";"435";"1";"1";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"10";"1";"9";"0";"425";"246";"135";"25";"19"
