"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dorota Irvina ARCISZEWSKA-MIELEWCZYK";"Kazimierz Mariusz KLEINA"
"e8d7-a615-094b-6f19-d7e5-6866-b806-5c79";"226301";"62";"10";"miasto";"stały";"Państwowa Szkoła Muzyczna I i II st., ul. Szczecińska 106, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1096";"1181";"349";"747";"3";"6";"2";"2";"2";"0";"0";"0";"0";"747";"0";"0";"747";"27";"7";"20";"0";"720";"293";"427"
"1772-184e-4d74-c8b9-0940-4034-a5b4-7add";"226301";"62";"11";"miasto";"stały";"Słupski Ośrodek Kultury, ul. Braci Gierymskich 1, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1900";"1979";"654";"1246";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1247";"1";"0";"1247";"43";"14";"29";"0";"1204";"462";"742"
"6b63-df71-25cb-65e7-37b1-a94d-3919-b61e";"226301";"62";"12";"miasto";"stały";"Zespół Szkół Ekonomicznych im. Stanisława Staszica, ul. Sobieskiego 3, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1549";"1641";"581";"968";"2";"9";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"37";"4";"33";"0";"931";"359";"572"
"d12c-1cd9-0a67-6d33-af45-972b-c057-1b05";"226301";"62";"13";"miasto";"stały";"Przedszkole Miejskie nr 10 ""Świat Fantazji"", ul. Zygmunta Augusta 10, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1794";"1891";"594";"1200";"1";"2";"1";"1";"1";"0";"0";"0";"0";"1200";"0";"0";"1200";"36";"6";"30";"0";"1164";"424";"740"
"7c3d-ec07-d123-d7f5-0428-8872-2211-0445";"226301";"62";"14";"miasto";"stały";"I Społeczna Szkoła Podstawowa STO, ul. Zygmunta Augusta 8, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"999";"1042";"430";"569";"1";"6";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"19";"3";"16";"0";"550";"231";"319"
"88b4-df06-dc93-d00a-3fe0-4a08-18ac-40d2";"226301";"62";"15";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Janusza Korczaka, ul. Banacha 5, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1350";"1428";"493";"857";"0";"5";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"30";"14";"16";"0";"827";"298";"529"
"3f8d-1691-66eb-f58a-84d9-9935-a031-5d2b";"226301";"62";"16";"miasto";"stały";"Przedszkole Miejskie nr 23 ""Promyczek"", ul. Wazów 1a, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1097";"1136";"388";"709";"0";"4";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"38";"8";"30";"0";"671";"187";"484"
"7f1a-7d7c-9684-6e3d-ddc5-cdca-7eed-b418";"226301";"62";"17";"miasto";"stały";"Zespół Szkół Sportowych (sala gimnastyczna), ul. Banacha 17, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"999";"1035";"375";"624";"0";"9";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"27";"2";"25";"0";"597";"231";"366"
"fdcc-6a58-954a-6e6f-8abc-858a-6e8c-27c7";"226301";"62";"18";"miasto";"stały";"Zespół Żłobków Miejskich Żłobek nr 2, Al. 3 - go Maja 78, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1746";"1820";"537";"1209";"1";"4";"1";"1";"1";"0";"0";"0";"0";"1209";"0";"0";"1209";"30";"4";"26";"0";"1179";"388";"791"
"51c4-0ef8-9353-a2bd-7b19-b773-1c88-ad1d";"226301";"62";"19";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 4 im. Gustawa Morcinka, ul. Leszczyńskiego 17, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1352";"1440";"354";"998";"0";"2";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"28";"8";"20";"0";"968";"306";"662"
"b568-f40d-f196-3b74-fe5e-77c2-41c5-11e5";"226301";"62";"20";"miasto";"stały";"Zespół Szkół Budowlanych i Kształcenia Ustawicznego, ul. Królowej Jadwigi 3, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1299";"1344";"453";"846";"1";"8";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"26";"4";"22";"0";"820";"318";"502"
"c3bb-fe2d-0805-55f4-9147-6082-c95f-9f9c";"226301";"62";"21";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 4 im. Gustawa Morcinka, ul. Leszczyńskiego 17, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1600";"1654";"605";"995";"2";"9";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"25";"16";"9";"0";"970";"368";"602"
"9db3-3de7-291e-03a5-4c68-b598-e6b0-b389";"226301";"62";"22";"miasto";"stały";"Przedszkole Miejskie nr 15, ul. Wiatraczna 6, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1700";"1791";"485";"1215";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1215";"0";"0";"1215";"49";"19";"30";"0";"1166";"442";"724"
"3528-7b4b-030a-7cbd-db7e-0838-d921-1ed9";"226301";"62";"23";"miasto";"stały";"Szkoła Podstawowa nr 9 im. kmdra por. Stanisława Hryniewieckiego, ul. Małachowskiego 9, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1598";"1676";"762";"836";"2";"3";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"25";"17";"8";"0";"811";"327";"484"
"b530-dcda-d70d-58e9-897c-66ec-fb81-fd08";"226301";"62";"24";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Adama Mickiewicza, ul. Mickiewicza 32, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1548";"1623";"725";"823";"0";"7";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"28";"4";"24";"0";"795";"321";"474"
"8dcf-0ac7-fedb-831a-27d1-59c7-573b-5984";"226301";"62";"25";"miasto";"stały";"Przedszkole Miejskie nr 5, ul. Niemcewicza 9, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1500";"1599";"716";"784";"0";"2";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"39";"16";"23";"0";"745";"296";"449"
"6c1c-98b0-1f76-6905-dc4d-1a60-760a-8b65";"226301";"62";"26";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Adama Mickiewicza (sala gimnastyczna), ul. Mickiewicza 32, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1546";"1613";"657";"889";"1";"1";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"43";"9";"34";"0";"846";"369";"477"
"4d23-76bc-c3d9-ef93-3cd1-78b2-954f-b475";"226301";"62";"27";"miasto";"stały";"Ośrodek Sportowo-Rekreacyjny im. Tadeusza Gwiżdża przy Specjalnym Ośrodku Szkolno-Wychowawczym, ul. Niedziałkowskiego 2, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1400";"1471";"599";"801";"1";"6";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"23";"5";"18";"0";"778";"326";"452"
"0204-391c-4779-c95c-f700-9aaf-95b0-1e53";"226301";"62";"28";"miasto";"stały";"Urząd Miejski, Plac Zwycięstwa 1, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"951";"1017";"319";"632";"3";"13";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"22";"7";"15";"0";"610";"225";"385"
"8479-4ef3-9080-6d36-8950-529e-4882-ad53";"226301";"62";"29";"miasto";"stały";"Szkoła Podstawowa nr 6 im. Ludwika Waryńskiego, ul. Starzyńskiego 6, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1049";"1086";"502";"547";"0";"4";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"24";"11";"13";"0";"520";"213";"307"
"b585-accd-b831-2bf4-9196-08ac-e2c8-ae75";"226301";"62";"30";"miasto";"stały";"Pedagogiczna Biblioteka Wojewódzka, ul. Jaracza 18a, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1197";"1218";"581";"616";"0";"6";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"23";"4";"19";"0";"593";"224";"369"
"63b3-c838-315b-30f1-987a-76cb-e6da-7bf2";"226301";"62";"31";"miasto";"stały";"V Liceum Ogólnokształcące im. Zbigniewa Herberta, ul. Deotymy 15a, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1352";"1414";"554";"798";"0";"8";"1";"1";"0";"0";"0";"0";"1";"799";"1";"0";"799";"33";"8";"25";"0";"766";"302";"464"
"ff05-bee4-d418-40dc-8791-5483-579e-5fea";"226301";"62";"32";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Henryka Sienkiewicza, ul. Lutosławskiego 23, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1651";"1755";"603";"1048";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"35";"10";"25";"0";"1013";"339";"674"
"e78d-29ff-48b4-af23-5b42-aba1-ab36-3bf7";"226301";"62";"33";"miasto";"stały";"Zespół Szkół Technicznych, ul. Szymanowskiego 5, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1650";"1743";"551";"1099";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"29";"13";"16";"0";"1070";"399";"671"
"196a-b8b2-8375-744d-e569-7fd3-2b04-0ae9";"226301";"62";"34";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Tadeusza Kościuszki, ul. Henryka Pobożnego 2, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1196";"1270";"504";"692";"5";"2";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"30";"16";"14";"0";"662";"278";"384"
"3e11-dd1f-6417-69af-d29d-2d28-8d3e-16c8";"226301";"62";"35";"miasto";"stały";"I Liceum Ogólnokształcące im. Bolesława Krzywoustego (sala gimnastyczna), ul. Szarych Szeregów 15, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1546";"1641";"681";"865";"1";"12";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"28";"12";"16";"0";"837";"328";"509"
"34f4-9c5f-31d0-c896-cb18-9a04-5b82-65f5";"226301";"62";"36";"miasto";"stały";"Wojewódzki Zespół Szkół Policealnych, ul. Bałtycka 29, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"649";"681";"256";"393";"0";"7";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"12";"5";"7";"0";"381";"132";"249"
"f227-7f20-a537-ee48-bdf2-275e-7f1f-885a";"226301";"62";"37";"miasto";"stały";"Przedszkole Miejskie nr 2, ul. Zamkowa 6, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1599";"1675";"536";"1063";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"47";"14";"33";"0";"1016";"389";"627"
"73c2-e8ba-5b63-054d-9f8b-9daf-510a-b641";"226301";"62";"38";"miasto";"stały";"Niepubliczna Szkoła Podstawowa Nr 7, ul. Kilińskiego 38, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1903";"2015";"647";"1256";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"24";"12";"12";"0";"1232";"426";"806"
"60b2-c395-950f-c5c3-a897-ff36-7576-62dc";"226301";"62";"39";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Prof. Lotha 3, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1998";"2140";"720";"1278";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"8";"1270";"39";"19";"20";"0";"1231";"423";"808"
"613d-8429-702b-0d8c-b260-eb84-0108-b970";"226301";"62";"40";"miasto";"stały";"Przedszkole Miejskie z Oddziałami Integracyjnymi nr 32 ""Tęczowa Dolina"", ul. Kasztanowa 1, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1748";"1862";"456";"1292";"0";"14";"1";"1";"0";"0";"0";"0";"1";"1293";"1";"0";"1293";"31";"21";"10";"0";"1262";"383";"879"
"7e73-8332-a4bf-86ca-2918-db08-b886-0e67";"226301";"62";"41";"miasto";"stały";"Akademia Pomorska, ul. Arciszewskiego 22a, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1352";"1406";"437";"915";"3";"11";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"32";"18";"14";"0";"883";"275";"608"
"dfcd-0849-ce34-afe6-1803-2d17-2624-8304";"226301";"62";"42";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Hubalczyków 7, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1898";"2049";"417";"1481";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1481";"0";"0";"1481";"51";"31";"20";"0";"1430";"456";"974"
"c8dc-4769-227b-3bfa-fc60-a964-92d9-60b9";"226301";"62";"43";"miasto";"stały";"Przedszkole Miejskie nr 11 ""Calineczka"", ul. Kosynierów Gdyńskich 6, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1950";"2085";"540";"1410";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1410";"0";"0";"1410";"46";"12";"34";"0";"1364";"418";"946"
"3121-422c-3a9a-d798-6849-b841-126d-d5cb";"226301";"62";"44";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka w Słupsku Sp. z o. o., ul. Hubalczyków 1, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"462";"182";"397";"65";"0";"6";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"65";"4";"0";"4";"0";"61";"29";"32"
"ea1e-1f11-587e-d312-21fb-2fb6-afe8-266a";"226301";"62";"45";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Sądowa 1, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"201";"182";"86";"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"115";"4";"0";"4";"0";"111";"22";"89"
"8b4c-d367-d975-ba7e-0cab-681c-5ff3-3b61";"226301";"62";"46";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Leśna Oaza"", ul. Leśna 8, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"89";"60";"58";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"2";"0";"2";"0";"29";"20";"9"
"fa49-200d-3fbe-e0d4-64eb-ffa1-fa97-d67e";"226301";"62";"47";"miasto";"zakład leczniczy";"Centrum Zdrowia Psychicznego, ul. Obrońców Wybrzeża 4, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"129";"128";"95";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"3";"2";"1";"0";"31";"19";"12"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
