"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy CZERWIŃSKI";"Adam Józef MAZGUŁA";"Janusz Antoni SANOCKI";"Jan Franciszek WOŹNIAK"
"4e56-32b1-94f9-a640-29d3-54b5-a92e-bf38";"161004";"51";"11";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Podgórna 5, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"940";"981";"321";"619";"0";"4";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"9";"1";"8";"0";"610";"307";"35";"63";"205"
"d265-4cba-a2b8-5467-64c8-861c-c07e-6d25";"161004";"51";"12";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Podgórna 9, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"1060";"1125";"379";"681";"0";"0";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"16";"4";"12";"0";"665";"319";"41";"68";"237"
"216d-8e79-cd03-3096-f7f4-3fb6-9d33-40fa";"161004";"51";"13";"miasto";"stały";"Publiczne Przedszkole Nr 6, ul. Podgórna 9a, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"1070";"1134";"367";"703";"0";"3";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"19";"5";"14";"0";"684";"294";"52";"67";"271"
"efba-733b-e8b0-51db-664f-5cb6-34ae-ee12";"161004";"51";"14";"miasto";"stały";"Kompleks Sportowy na osiedlu Jesionowe Wzgórze, ul. Podgórna 7, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"1050";"1124";"384";"667";"1";"1";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"22";"5";"17";"0";"646";"338";"46";"45";"217"
"9fcd-5b44-45b9-e646-cabc-0e02-3d7c-c4b8";"161004";"51";"15";"wieś";"stały";"Szkoła Podstawowa, Moszczanka 166, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"790";"876";"274";"516";"1";"9";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"12";"3";"9";"0";"504";"337";"21";"32";"114"
"903b-8fd9-abbf-e2a5-92fd-723e-4178-fb74";"161004";"51";"16";"wieś";"stały";"Szkoła Podstawowa, Rudziczka 266, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"629";"685";"288";"341";"0";"1";"1";"1";"0";"0";"0";"0";"1";"342";"1";"0";"342";"9";"1";"8";"0";"333";"217";"11";"25";"80"
"e6dd-7514-827d-5678-0120-52a1-5507-9155";"161004";"51";"17";"wieś";"stały";"Centrum Sportowe, Niemysłowice 131a, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"460";"498";"157";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"9";"1";"8";"0";"294";"197";"25";"20";"52"
"86c6-a49f-1805-a1bf-f99b-e290-143b-06ff";"161004";"51";"18";"wieś";"stały";"Szkoła Podstawowa, Łąka Prudnicka Głuchołaska 13, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"1030";"1118";"392";"638";"0";"5";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"18";"8";"10";"0";"620";"342";"36";"66";"176"
"d3d0-bff3-6cc8-15df-99d7-38fd-ec5c-267f";"161004";"51";"19";"wieś";"stały";"Wiejski Dom Kultury, Mieszkowice 145, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"318";"344";"131";"187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"6";"2";"4";"0";"181";"133";"8";"7";"33"
"1807-5adb-2905-c559-b969-6e3a-220c-d019";"161004";"51";"20";"wieś";"stały";"Szkoła Podstawowa, Szybowice 72, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"740";"812";"294";"446";"0";"1";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"9";"4";"5";"0";"437";"331";"17";"31";"58"
"6a9f-b214-02a8-99ee-fb25-9bb2-1ac5-fdfc";"161004";"51";"21";"wieś";"stały";"Wiejski Dom Kultury, Wierzbiec 5, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"140";"143";"76";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"2";"0";"2";"0";"62";"31";"5";"9";"17"
"0b7a-bb2e-12b6-3a8a-26bc-4cb7-9c7c-d113";"161004";"51";"22";"wieś";"stały";"Wiejski Dom Kultury, Czyżowice 57, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"230";"241";"77";"153";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"4";"1";"3";"0";"149";"112";"6";"10";"21"
"f7b1-63a5-3f46-e459-4f60-bdc6-6450-60d3";"161004";"51";"23";"wieś";"stały";"Wiejski Dom Kultury, Piorunkowice 53, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"159";"169";"75";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"84";"0";"0";"84";"1";"0";"1";"0";"83";"59";"7";"2";"15"
"3b1f-d06d-3bc3-5008-ae60-3909-b1fa-94b2";"161004";"51";"24";"miasto";"zakład leczniczy";"Prudnickie Centrum Medyczne S. A., ul. Piastowska 64, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"100";"36";"86";"14";"0";"2";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"0";"0";"0";"0";"14";"9";"1";"0";"4"
"ef18-255c-8c4e-2392-82f8-1378-1487-d91c";"161004";"51";"25";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Prudniku, ul. Młyńska 11, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"80";"74";"32";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"48";"1";"0";"1";"0";"47";"35";"4";"4";"4"
"469c-b04f-e144-9401-6110-88a5-d749-58ee";"161004";"51";"26";"miasto";"zakład karny";"Zakład Karny w Nysie Oddział Zewnętrzny w Prudniku, ul. Kościuszki 7, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"145";"136";"82";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"63";"0";"0";"63";"2";"1";"1";"0";"61";"21";"9";"11";"20"
"ffa7-146e-fc1c-56d9-4552-f912-e22a-7bcd";"161004";"51";"27";"miasto";"dom pomocy społecznej";"Dom Św. Jana Bożego w Prudniku, ul. Piastowska 6, 48-200 Prudnik";"gm. Prudnik";"prudnicki";"opolskie";"35";"17";"23";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"1";"0";"1";"0";"11";"9";"0";"2";"0"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
