"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy Witold JACHNIK";"Tadeusz Wiktor KOPEĆ";"Hubert Zbigniew MAŚLANKA"
"9b8f-9ca9-8abf-d6d0-8493-d31f-3235-2c79";"240312";"79";"1";"wieś";"stały";"Remiza OSP, Marklowice Górne ul. Szkolna 10, 43-410 Zebrzydowice";"gm. Zebrzydowice";"cieszyński";"śląskie";"905";"857";"338";"567";"0";"4";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"9";"5";"4";"0";"558";"41";"345";"172"
"3a80-fdb6-d423-5f9c-99aa-7f26-de94-4339";"240312";"79";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Orzeszkowej 73, 43-410 Zebrzydowice";"gm. Zebrzydowice";"cieszyński";"śląskie";"1548";"1520";"572";"976";"1";"3";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"11";"4";"7";"0";"965";"117";"497";"351"
"cd31-bec4-70ae-c4fe-0f8c-e422-6bfe-9f8e";"240312";"79";"3";"wieś";"stały";"Urząd Gminy, ul. Ks. A. Janusza 6, 43-410 Zebrzydowice";"gm. Zebrzydowice";"cieszyński";"śląskie";"1404";"1356";"565";"839";"1";"5";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"8";"0";"8";"0";"831";"92";"365";"374"
"f9a2-2677-a120-fbb6-9c06-f457-3f0b-4a1c";"240312";"79";"4";"wieś";"stały";"Urząd Gminy, ul. Ks. Janusza 6, 43-410 Zebrzydowice";"gm. Zebrzydowice";"cieszyński";"śląskie";"1451";"1431";"470";"981";"1";"4";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"15";"3";"12";"0";"966";"130";"491";"345"
"0af2-c5cb-20c9-f856-4f4a-7533-7203-5710";"240312";"79";"5";"wieś";"stały";"Szkoła Podstawowa, Kończyce Małe ul. Jagiellońska 56, 43-410 Zebrzydowice";"gm. Zebrzydowice";"cieszyński";"śląskie";"1400";"1344";"528";"872";"1";"9";"0";"0";"0";"0";"0";"0";"0";"872";"0";"0";"872";"11";"6";"5";"0";"861";"117";"424";"320"
"bb6c-6cb7-5169-ac67-5a50-bc44-0ace-ee75";"240312";"79";"6";"wieś";"stały";"Szkoła Podstawowa, Kończyce Małe ul. Jagiellońska 56, 43-410 Zebrzydowice";"gm. Zebrzydowice";"cieszyński";"śląskie";"1299";"1238";"465";"834";"0";"0";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"7";"4";"3";"0";"827";"92";"468";"267"
"f268-aa2f-ae58-3f40-f4ea-827f-8a12-bfbd";"240312";"79";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Harcerska 13, 43-417 Kaczyce";"gm. Zebrzydowice";"cieszyński";"śląskie";"1250";"1224";"490";"760";"2";"0";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"14";"7";"7";"0";"746";"90";"378";"278"
"08e6-8e7f-18f1-f552-7f43-b6a2-1bc4-cc1b";"240312";"79";"8";"wieś";"stały";"Szkoła Podstawowa, ul. Harcerska 13, 43-417 Kaczyce";"gm. Zebrzydowice";"cieszyński";"śląskie";"1201";"1157";"543";"658";"0";"1";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"12";"4";"8";"0";"646";"76";"343";"227"
"6126-ca49-62e4-c4a6-a5c8-2872-44f7-c958";"241701";"79";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Powstańców Śląskich 4, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"2206";"2365";"683";"1523";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1522";"0";"0";"1522";"27";"7";"20";"0";"1495";"140";"619";"736"
"3c17-a721-db29-575d-4f43-f6ac-96fc-7b0d";"241701";"79";"2";"miasto";"stały";"Żłobek Miejski w Żywcu, ul. Jana 28, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1603";"1696";"486";"1117";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1117";"0";"0";"1117";"12";"2";"10";"0";"1105";"99";"382";"624"
"ed3f-59b2-0e1f-3dbe-3bbb-32a3-5fd6-085f";"241701";"79";"3";"miasto";"stały";"Zespół Szkół Mechaniczno-Elektrycznych, ul. KEN 3, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1300";"1362";"397";"903";"1";"8";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"14";"3";"11";"0";"889";"101";"333";"455"
"76f9-c583-11f5-d242-1fe6-6996-8eb6-f8e2";"241701";"79";"4";"miasto";"stały";"Liceum Ogólnokształcące im. Kopernika, ul. Słowackiego 2, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"2199";"2353";"716";"1483";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1483";"0";"0";"1483";"33";"13";"20";"0";"1450";"145";"541";"764"
"2d9f-4908-f3e9-43bd-04d3-4f26-1c61-62bf";"241701";"79";"5";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, ul. Niezapominajki 14, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"997";"1096";"320";"677";"0";"0";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"13";"1";"12";"0";"664";"59";"401";"204"
"b400-8e24-4ac4-fd3d-697a-71f8-c4c8-88da";"241701";"79";"6";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, ul. Moszczanicka 26, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1099";"1198";"293";"806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"13";"6";"7";"0";"792";"77";"442";"273"
"e76e-b646-fa19-e628-d4d7-2038-0d20-fb7c";"241701";"79";"7";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, ul. Zielona 7, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1249";"1365";"371";"878";"2";"7";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"16";"4";"12";"0";"862";"74";"330";"458"
"0cba-c589-cde4-92e5-1ff8-ccd9-208e-2aa3";"241701";"79";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Zielona 1, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1051";"1117";"278";"773";"3";"11";"0";"0";"0";"0";"0";"0";"0";"773";"0";"6";"767";"21";"5";"16";"0";"746";"69";"252";"425"
"0d79-6adb-f5cb-7d58-f813-4e1f-285e-1c9c";"241701";"79";"9";"miasto";"stały";"Przedszkole Nr 10, ul. Browar Kolonia 44, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1102";"1155";"355";"747";"0";"6";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"8";"0";"8";"0";"739";"68";"364";"307"
"55c7-04c9-3158-a53b-ff30-2bab-d411-d74c";"241701";"79";"10";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Ks. Pr. St. Słonki 14, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1399";"1487";"478";"921";"0";"7";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"14";"3";"11";"0";"907";"79";"382";"446"
"75f6-23ed-6d5b-65e9-b545-0941-f03c-ccdb";"241701";"79";"11";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Dworcowa 26, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1500";"1607";"479";"1021";"1";"7";"1";"1";"0";"0";"0";"0";"1";"1022";"1";"0";"1022";"20";"12";"8";"0";"1002";"109";"405";"488"
"699e-c969-c8e1-3cf1-d5ca-744c-b85b-6eaa";"241701";"79";"12";"miasto";"stały";"Zespół Szkół Budowlano-Drzewnych, ul. Szkolna 2, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"699";"729";"239";"460";"0";"3";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"6";"1";"5";"0";"454";"50";"169";"235"
"b677-330e-4a17-e506-30bd-d941-42b3-ef9b";"241701";"79";"13";"miasto";"stały";"Budynek, ul. Podlesie 63, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"998";"1046";"393";"605";"1";"1";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"13";"1";"12";"0";"592";"44";"306";"242"
"645f-1c4d-5845-a58b-dba5-0ec4-8d89-f15c";"241701";"79";"14";"miasto";"stały";"Miejskie Centrum Kultury Klub ""Śrubka"", ul. Grunwaldzka 13, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1547";"1665";"386";"1161";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"17";"9";"8";"0";"1144";"118";"438";"588"
"37eb-2531-9ba7-8b6c-64c3-bc57-f114-33f1";"241701";"79";"15";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. M. C. Skłodowskiej 2, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"800";"818";"280";"520";"0";"4";"1";"1";"0";"0";"0";"0";"1";"521";"1";"0";"521";"3";"1";"2";"0";"518";"69";"228";"221"
"7f99-253d-e935-8f87-3e10-4199-781b-6cee";"241701";"79";"16";"miasto";"stały";"Miejskie Centrum Kultury Klub Środowiskowy, ul. Sporyska 39, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1498";"1638";"457";"1041";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"12";"1";"11";"0";"1029";"77";"450";"502"
"4536-cff6-af12-6248-1577-2af8-fd76-38d4";"241701";"79";"17";"miasto";"stały";"Klub Środowiskowy, ul. Kocurowska 61, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"599";"627";"175";"424";"0";"1";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"9";"7";"2";"0";"415";"40";"199";"176"
"1b4a-9f51-b772-2b2f-7e93-2b30-2ce0-f92f";"241701";"79";"18";"miasto";"stały";"Przedszkole Nr 11, os. Parkowe 16, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"998";"1039";"372";"626";"1";"0";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"25";"16";"9";"0";"601";"60";"233";"308"
"4bf3-26fb-4bcd-408d-c509-6105-2a1c-02c8";"241701";"79";"19";"miasto";"zakład leczniczy";"Zespół Zakładów Opieki Zdrowotnej-Szpital Powiatowy, Sienkiewicza 52, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"351";"85";"296";"55";"0";"2";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"1";"0";"1";"0";"54";"3";"43";"8"
"2720-801f-20a5-f30f-aab6-374e-1d2b-e3e1";"241701";"79";"20";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Śliżowy Potok 8, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"150";"85";"86";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"6";"0";"6";"0";"58";"9";"38";"11"
"45cf-6f14-2097-28ec-c52c-3ee7-4181-2eef";"241702";"79";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Turystyczna 8, 34-311 Czernichów";"gm. Czernichów";"żywiecki";"śląskie";"1350";"1449";"382";"968";"3";"8";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"17";"4";"13";"0";"951";"68";"663";"220"
"bf05-3112-ab31-c912-0ad3-47b5-5030-c1f6";"241702";"79";"2";"wieś";"stały";"Szkoła Podstawowa Międzybrodzie Żywieckie, Międzybrodzie Żywieckie ul. Beskidzka 27, 34-312 Międzybrodzie Bialskie";"gm. Czernichów";"żywiecki";"śląskie";"1096";"1189";"318";"778";"2";"19";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"9";"2";"7";"0";"768";"63";"449";"256"
"6db7-759e-feec-2831-5771-6ba7-3852-4733";"241702";"79";"3";"wieś";"stały";"Szkoła Podstawowa Międzybrodzie Bialskie, ul. Bielska 2, 34-312 Międzybrodzie Bialskie";"gm. Czernichów";"żywiecki";"śląskie";"1430";"1590";"395";"1035";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1034";"0";"0";"1034";"18";"5";"13";"0";"1016";"88";"558";"370"
"b5cc-b27a-5c2c-a6fc-b30f-1784-395f-5660";"241702";"79";"4";"wieś";"stały";"Szkoła Podstawowa Międzybrodzie Bialskie Sala gimnastyczna, ul. Bielska 2, 34-312 Międzybrodzie Bialskie";"gm. Czernichów";"żywiecki";"śląskie";"889";"931";"290";"599";"2";"7";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"8";"1";"7";"0";"591";"57";"359";"175"
"f905-f801-2e4c-8b04-f4e2-7537-d045-c12c";"241702";"79";"5";"wieś";"stały";"Psychiatryczny Zakład Opiekuńczo-Leczniczy, ul. Graniczna 7, 34-312 Międzybrodzie Bialskie";"gm. Czernichów";"żywiecki";"śląskie";"100";"103";"40";"60";"0";"4";"0";"0";"0";"0";"0";"0";"0";"60";"0";"0";"60";"3";"1";"2";"0";"57";"7";"36";"14"
"c102-d847-cd13-32ad-898b-76aa-ef2e-f30f";"241703";"79";"1";"wieś";"stały";"Dom Ludowy w Rychwałdzie, Rychwałd ul. Beskidzka 41, 34-322 Gilowice";"gm. Gilowice";"żywiecki";"śląskie";"1200";"1312";"395";"805";"0";"15";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"24";"9";"15";"0";"781";"85";"400";"296"
"b7cd-474d-ca9d-5e23-e0cc-6b4a-45c2-6861";"241703";"79";"2";"wieś";"stały";"Sala Narad Urzędu Gminy Gilowice, ul. Krakowska 40, 34-322 Gilowice";"gm. Gilowice";"żywiecki";"śląskie";"1488";"1638";"404";"1084";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1084";"0";"0";"1084";"22";"4";"18";"0";"1062";"107";"687";"268"
"4a71-a62e-668c-1eca-d738-904a-e4de-7733";"241703";"79";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Gilowicach, ul. Krakowska 40, 34-322 Gilowice";"gm. Gilowice";"żywiecki";"śląskie";"1739";"1943";"490";"1249";"2";"22";"0";"0";"0";"0";"0";"0";"0";"1249";"0";"0";"1249";"19";"5";"14";"0";"1230";"111";"702";"417"
"c133-d7ab-cb7a-aae9-9ab6-9611-9e79-c970";"241704";"79";"1";"wieś";"stały";"Przedszkole w Krzyżowej, ul. Jana Pawła II 228, 34-335 Krzyżowa";"gm. Jeleśnia";"żywiecki";"śląskie";"1049";"1154";"350";"699";"2";"24";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"21";"10";"11";"0";"678";"66";"390";"222"
"48ce-18fe-ccf4-7375-c8dd-0675-680b-6f70";"241704";"79";"2";"wieś";"stały";"Zespół Szkół Nr 5 w Korbielowie, Korbielów ul. Beskidzka 40, 34-335 Krzyżowa";"gm. Jeleśnia";"żywiecki";"śląskie";"849";"961";"320";"529";"1";"65";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"8";"2";"6";"0";"521";"43";"309";"169"
"4ab6-2e0f-a102-fa38-9d96-d605-a462-f1df";"241704";"79";"3";"wieś";"stały";"Zespół Szkół Nr 2 w Jeleśni, ul. Żywiecka 17, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"1450";"1583";"488";"962";"7";"7";"0";"0";"0";"0";"0";"0";"0";"962";"0";"0";"962";"17";"1";"16";"0";"945";"71";"517";"357"
"4982-7b40-d22e-196f-ccd7-18af-270b-abcd";"241704";"79";"4";"wieś";"stały";"Zespół Szkół Nr 1 w Jeleśni, ul. Rynek 11, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"1550";"1693";"510";"1040";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"19";"8";"11";"0";"1021";"101";"528";"392"
"1784-189b-d549-1669-c36b-f308-751b-f076";"241704";"79";"5";"wieś";"stały";"Zespół Szkół Nr 4 w Sopotni Wielkiej, Sopotnia Wielka 289, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"1224";"1338";"461";"763";"2";"2";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"15";"5";"10";"0";"748";"62";"483";"203"
"1359-054c-c307-be01-e9e4-b0ed-e328-b58f";"241704";"79";"6";"wieś";"stały";"Zespół Szkół Nr 6 w Sopotni Małej, Sopotnia Mała 201, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"900";"994";"331";"569";"0";"5";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"8";"1";"7";"0";"561";"51";"363";"147"
"f6b5-e432-449a-5cd1-616a-30df-787a-9169";"241704";"79";"7";"wieś";"stały";"Środowiskowy Dom Samopomocy w Pewli Wielkiej, Pewel Wielka 485, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"1095";"1209";"297";"798";"4";"10";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"20";"17";"3";"0";"778";"45";"565";"168"
"a50a-61e3-4227-9222-46db-4d3a-1f6e-3593";"241704";"79";"8";"wieś";"stały";"Filia Niepublicznej Szkoły Podstawowej w Krzyżówkach, Krzyżówki 377, 34-335 Krzyżowa";"gm. Jeleśnia";"żywiecki";"śląskie";"251";"209";"129";"122";"1";"2";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"1";"1";"0";"0";"121";"8";"92";"21"
"4246-64fa-1366-30b8-313b-7835-0c5c-8ece";"241704";"79";"9";"wieś";"stały";"Szkoła Podstawowa w Mutnem, Mutne 59, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"402";"367";"173";"229";"0";"1";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"5";"1";"4";"0";"224";"24";"168";"32"
"e9c9-950f-8a8e-733f-e2c0-b0e2-903f-a451";"241704";"79";"10";"wieś";"stały";"Zespół Szkół Nr 7 w Przyborowie, Przyborów 187, 34-340 Jeleśnia";"gm. Jeleśnia";"żywiecki";"śląskie";"1200";"1333";"387";"813";"5";"8";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"23";"2";"21";"0";"790";"50";"576";"164"
"8054-a921-cfbd-d6ef-a716-b613-eedb-b786";"241704";"79";"11";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Koszarawie Bystrej, Koszarawa Bystra 74, 34-332 Koszarawa";"gm. Jeleśnia";"żywiecki";"śląskie";"150";"79";"105";"45";"0";"2";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"0";"0";"0";"0";"45";"3";"37";"5"
"a380-3066-56bc-9a6c-496a-7837-eeeb-54ac";"241705";"79";"1";"wieś";"stały";"Przedszkole nr 1 w Koszarawie, Koszarawa 142, 34-332 Koszarawa";"gm. Koszarawa";"żywiecki";"śląskie";"608";"648";"222";"386";"2";"14";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"5";"2";"3";"0";"381";"30";"241";"110"
"d4d7-fce8-9d3a-9026-7866-87d8-61bb-2c26";"241705";"79";"2";"wieś";"stały";"Przedszkole nr 1 w Koszarawie, Koszarawa 142, 34-332 Koszarawa";"gm. Koszarawa";"żywiecki";"śląskie";"600";"678";"193";"407";"3";"2";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"10";"3";"7";"0";"397";"31";"268";"98"
"a096-cdf9-8ca4-e992-7534-8be2-4027-863f";"241705";"79";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Koszarawie, Koszarawa 434, 34-332 Koszarawa";"gm. Koszarawa";"żywiecki";"śląskie";"500";"534";"172";"328";"0";"10";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"9";"6";"3";"0";"318";"25";"207";"86"
"1315-2d7a-b51e-2276-b9c2-2fe1-50c3-cd65";"241705";"79";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa Fundacji Królowej Świętej Jadwigi w Koszarawie Bystrej, Koszarawa 675, 34-332 Koszarawa";"gm. Koszarawa";"żywiecki";"śląskie";"202";"158";"106";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96";"0";"0";"96";"0";"0";"0";"0";"96";"6";"77";"13"
"42ca-f6d5-7be7-7d3d-1bb4-ffd7-840b-0f1d";"241706";"79";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Lipowej, Jana Pawła II 3, 34-324 Lipowa";"gm. Lipowa";"żywiecki";"śląskie";"2060";"2221";"746";"1314";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1312";"0";"0";"1312";"26";"8";"18";"0";"1286";"145";"563";"578"
"47cf-ab9e-08bc-3cd2-5de7-7430-4dcd-7839";"241706";"79";"2";"wieś";"stały";"Zespół Szkolno Przedszkolny w Lipowej, Jana Pawła II 3, 34-324 Lipowa";"gm. Lipowa";"żywiecki";"śląskie";"1402";"1536";"487";"915";"0";"8";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"16";"3";"13";"0";"899";"74";"536";"289"
"93c9-7008-d648-6895-f309-607a-a662-329f";"241706";"79";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Leśnej, Leśna ul. Świetego Michała Archanioła 140, 34-300 Żywiec";"gm. Lipowa";"żywiecki";"śląskie";"1620";"1730";"628";"992";"2";"4";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"23";"5";"18";"0";"969";"102";"484";"383"
"6413-e821-bd95-f93d-cb7c-72e4-4db9-84eb";"241706";"79";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Twardorzeczce, Twardorzeczka ul. Widokowa 204, 34-324 Lipowa";"gm. Lipowa";"żywiecki";"śląskie";"1051";"1111";"354";"697";"0";"3";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"13";"3";"10";"0";"684";"76";"360";"248"
"44b9-5fdc-5f6b-9e19-da68-ced3-c11f-55f9";"241706";"79";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Siennej, Sienna ul. Świętej Jadwigi Śląskiej 50, 34-300 Żywiec";"gm. Lipowa";"żywiecki";"śląskie";"700";"763";"199";"501";"0";"2";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"11";"0";"11";"0";"490";"72";"236";"182"
"a7ef-cbbf-7fa1-24f9-4149-d0c2-67a5-23b8";"241706";"79";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Słotwinie, Słotwina ul. Księdza Ferdynanda Sznajdrowicza 11, 34-324 Lipowa";"gm. Lipowa";"żywiecki";"śląskie";"599";"637";"181";"418";"0";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"8";"0";"8";"0";"410";"51";"255";"104"
"6d05-8744-921a-4f1b-2ac3-bc2a-612d-068b";"241706";"79";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Ostrem, Ostre ul. Beskidzka 59, 34-324 Lipowa";"gm. Lipowa";"żywiecki";"śląskie";"401";"362";"190";"211";"0";"1";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"5";"3";"2";"0";"206";"36";"94";"76"
"0f63-80bd-dcd2-4712-1745-6200-2109-030f";"241707";"79";"1";"wieś";"stały";"Centrum Usług Społecznościowych w Łękawicy (tzw. skrzydło C budynku Urzędu Gminy), ul. Wspólna 26, 34-321 Łękawica";"gm. Łękawica";"żywiecki";"śląskie";"1651";"1811";"518";"1133";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1133";"0";"0";"1133";"16";"6";"10";"0";"1117";"113";"659";"345"
"77d3-01bf-8321-5164-ff46-fe77-376e-7169";"241707";"79";"2";"wieś";"stały";"Szkoła Podstawowa w Kocierzu Moszczanickim, Kocierz Moszczanicki ul. Beskidzka 56, 34-321 Łękawica";"gm. Łękawica";"żywiecki";"śląskie";"751";"810";"235";"516";"3";"4";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"3";"1";"2";"0";"513";"43";"281";"189"
"5fbd-972e-f73d-e028-096d-8141-4131-091b";"241707";"79";"3";"wieś";"stały";"Budynek komunalny, Kocierz Rychwałdzki ul. Turystyczna 17, 34-321 Łękawica";"gm. Łękawica";"żywiecki";"śląskie";"301";"241";"156";"145";"0";"0";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"3";"1";"2";"0";"142";"19";"78";"45"
"d330-7f93-0ffd-8a23-9ad4-533b-d8cf-3174";"241707";"79";"4";"wieś";"stały";"Szkoła Podstawowa w Okrajniku, ul. Żywiecka 82, 34-321 Łękawica";"gm. Łękawica";"żywiecki";"śląskie";"653";"714";"188";"465";"1";"3";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"12";"1";"11";"0";"453";"41";"296";"116"
"b899-edb2-a66f-bc04-2490-00a1-3d9a-7f67";"241708";"79";"1";"wieś";"stały";"Zespół Szkół Ogólnokształcących im. Władysława Jagiełły, Piłsudskiego 121, 34-325 Łodygowice";"gm. Łodygowice";"żywiecki";"śląskie";"2048";"2225";"546";"1502";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1502";"0";"0";"1502";"40";"10";"30";"0";"1462";"207";"757";"498"
"c3d7-a635-349f-e324-e718-0b6e-907d-19f3";"241708";"79";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Plac Wolności 5, 34-325 Łodygowice";"gm. Łodygowice";"żywiecki";"śląskie";"1351";"1484";"317";"1034";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"27";"6";"21";"0";"1005";"106";"527";"372"
"3099-8f4a-4d79-a7d7-3dea-ef3f-b453-c163";"241708";"79";"3";"wieś";"stały";"Gminny Ośrodek Kultury, Plac Wolności 5, 34-325 Łodygowice";"gm. Łodygowice";"żywiecki";"śląskie";"1951";"2093";"604";"1347";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1347";"0";"0";"1347";"44";"15";"29";"0";"1303";"116";"696";"491"
"4bd6-51b0-54f4-328c-c8d8-068c-f2ef-fb55";"241708";"79";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Bierna Kopernika 34, 34-325 Łodygowice";"gm. Łodygowice";"żywiecki";"śląskie";"801";"857";"263";"538";"0";"4";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"11";"4";"7";"0";"527";"56";"267";"204"
