"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan Maria JACKOWSKI";"Andrzej Juliusz KAMASA";"Piotr Daniel MIERZWA"
"07b6-9c71-d896-d90a-b1ee-93dc-9cf9-d271";"142001";"39";"1";"miasto";"stały";"Kasa Rolniczego Ubezpieczenia Społecznego Placówka Terenowa, ul. Zajazd 4, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"721";"800";"231";"490";"0";"3";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"6";"2";"4";"0";"484";"193";"232";"59"
"6f4d-67a9-4a79-8e63-2463-af85-51f8-d419";"142001";"39";"2";"miasto";"stały";"Przedszkole Nr 1, ul. Kolejowa 5, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"931";"1024";"262";"669";"0";"4";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"9";"3";"6";"0";"660";"272";"297";"91"
"6d82-fffa-5db9-730f-2e17-9030-02d2-e21c";"142001";"39";"3";"miasto";"stały";"Zespół Szkół Nr 2 im. L. Rutkowskiego, ul. Ks. Jerzego Popiełuszki 14, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"601";"646";"217";"384";"1";"3";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"3";"1";"2";"0";"381";"172";"156";"53"
"03ef-2ae2-f809-1587-08aa-05c7-865d-0130";"142001";"39";"4";"miasto";"stały";"Przedsiębiorstwo Gospodarki Komunalnej Sp. z o. o. w Płońsku, ul. Mickiewicza 4, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"610";"669";"180";"430";"1";"1";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"8";"1";"7";"0";"422";"179";"186";"57"
"2133-5b7a-ac82-1352-326e-3655-91f7-2c1b";"142001";"39";"5";"miasto";"stały";"Zakład Gospodarki Mieszkaniowej w Płońsku (Biblioteka Pedagogiczna), ul. Warszawska 7, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"930";"1002";"329";"601";"1";"1";"1";"1";"0";"0";"0";"0";"1";"602";"1";"0";"602";"11";"1";"10";"0";"591";"291";"248";"52"
"368e-074e-c526-0b52-8dfb-ed2c-6433-7bf9";"142001";"39";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Bolesława Chrobrego, ul. Wolności 4, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"790";"857";"337";"453";"1";"3";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"11";"1";"10";"0";"442";"200";"202";"40"
"1573-b703-90a2-c361-9c65-c1aa-c077-f17e";"142001";"39";"7";"miasto";"stały";"Miejskie Centrum Kultury, ul. Płocka 50, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"820";"884";"236";"584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"15";"4";"11";"0";"568";"212";"285";"71"
"340f-b66b-0cc4-75a4-f3be-fbbd-7eb9-ea9d";"142001";"39";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Jana Walerego Jędrzejewicza, ul. Szkolna 30, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"780";"853";"233";"547";"0";"6";"1";"1";"0";"0";"0";"0";"1";"548";"1";"0";"548";"6";"4";"2";"0";"542";"202";"257";"83"
"1317-7dbc-3d61-ae25-278e-33b3-9126-3813";"142001";"39";"9";"miasto";"stały";"Punkt Profilaktyki Uzależnień i Pomocy Rodzinie, ul. Świętego Maksymiliana Kolbe 9, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"1160";"1276";"377";"783";"0";"2";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"11";"2";"9";"0";"772";"318";"349";"105"
"03f3-8f1f-a8fc-297d-801d-12e3-0f0f-7d2b";"142001";"39";"10";"miasto";"stały";"Przedszkole Nr 2 im. Przyjaciół Kubusia Puchatka, ul. Zacisze 6, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"849";"918";"306";"543";"0";"4";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"8";"6";"2";"0";"535";"250";"226";"59"
"c2aa-1c81-6ed0-ceb3-2d69-39ca-e38e-40eb";"142001";"39";"11";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Młodzieżowa 11A, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"931";"1023";"367";"564";"0";"0";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"13";"4";"9";"0";"551";"233";"257";"61"
"2aff-67d5-2020-78b2-a266-4389-aeb4-e253";"142001";"39";"12";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Papieża Jana Pawła II, ul. Grunwaldzka 67B, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"831";"895";"319";"512";"2";"1";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"12";"2";"10";"0";"500";"208";"224";"68"
"42ce-091a-f92a-4215-a11f-f138-c6ae-9963";"142001";"39";"13";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Papieża Jana Pawła II, ul. Ks. Romualda Jaworskiego 25, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"920";"1010";"323";"597";"1";"4";"1";"1";"0";"0";"0";"0";"1";"598";"1";"0";"598";"12";"11";"1";"0";"586";"236";"282";"68"
"e39d-9f1f-1fe0-d652-c642-1b5d-6531-8a2e";"142001";"39";"14";"miasto";"stały";"Przedszkole nr 4 ""Pod Zielonym Listkiem"", ul. Zygmunta Padlewskiego 3, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"781";"867";"358";"423";"1";"1";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"9";"6";"3";"0";"414";"194";"177";"43"
"c4cb-8f1f-f874-5d75-5270-e361-b069-94a0";"142001";"39";"15";"miasto";"stały";"Zespół Szkół Nr 1 im. Stanisława Staszica, ul. Henryka Sienkiewicza 8, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"1052";"1163";"354";"697";"0";"1";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"15";"9";"6";"0";"682";"311";"266";"105"
"125d-01cc-3c14-7a45-dc66-7c2a-cdee-ca04";"142001";"39";"16";"miasto";"stały";"Towarzystwo Budownictwa Społecznego w Płońsku Sp. z o. o., ul. Łąkowa 2, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"1112";"1224";"311";"801";"0";"1";"0";"0";"0";"0";"0";"0";"0";"801";"0";"1";"800";"18";"1";"17";"0";"782";"318";"365";"99"
"9fc3-5354-9d57-0201-74b7-e742-af10-283e";"142001";"39";"17";"miasto";"stały";"Miejska Biblioteka Publiczna im. Henryka Sienkiewicza, ul. Północna 15B, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"920";"992";"249";"671";"0";"1";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"18";"2";"16";"0";"653";"273";"296";"84"
"bb78-e968-8803-4378-17fc-78fe-0e98-1144";"142001";"39";"18";"miasto";"stały";"Przedszkole nr 5 im. Jasia i Małgosi, ul. Szkolna 36a, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"730";"810";"164";"566";"0";"4";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"9";"4";"5";"0";"557";"233";"254";"70"
"1393-583f-6314-2513-7f89-0e9a-a540-0b4f";"142001";"39";"19";"miasto";"areszt śledczy";"Zakład Karny w Płocku, Oddział Zewnętrzny w Płońsku, ul. Warszawska 49, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"162";"147";"74";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"88";"5";"2";"3";"0";"83";"19";"48";"16"
"0a97-ec2d-857b-e5ca-c8e8-988d-9ad8-68c2";"142001";"39";"20";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej im. Marszałka Józefa Piłsudskiego w Płońsku, ul. Henryka Sienkiewicza 7, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"70";"44";"55";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"1";"0";"1";"0";"14";"11";"3";"0"
"4e5a-f40a-1ba6-b509-7e46-9f03-af52-c673";"142001";"39";"21";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy w Płońsku, ul. Ks. Romualda Jaworskiego 3, 09-100 Płońsk";"m. Płońsk";"płoński";"mazowieckie";"53";"52";"40";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"5";"5";"3"
"913d-1a31-f021-7d8b-e361-aa89-1c06-4fea";"142002";"39";"1";"miasto";"stały";"Miejskie Centrum Kultury Sportu i Rekreacji im. Ryszarda Kaczorowskiego w Raciążu, ul. Parkowa 14, 09-140 Raciąż";"m. Raciąż";"płoński";"mazowieckie";"1130";"1228";"423";"707";"2";"3";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"10";"1";"9";"0";"697";"382";"238";"77"
"d69c-4719-6d76-499a-f99f-3b2c-141a-8673";"142002";"39";"2";"miasto";"stały";"Ochotnicza Straż Pożarna w Raciążu, ul. Kilińskiego 23, 09-140 Raciąż";"m. Raciąż";"płoński";"mazowieckie";"1100";"1192";"499";"601";"5";"6";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"14";"2";"12";"0";"587";"354";"182";"51"
"2281-7135-5bca-a6fe-3c13-dbe0-63fd-149e";"142002";"39";"3";"miasto";"stały";"Gminna Spółdzielnia ""SCh"" w Raciążu, ul. Płocka 33, 09-140 Raciąż";"m. Raciąż";"płoński";"mazowieckie";"1020";"1106";"424";"596";"2";"3";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"8";"8";"0";"0";"588";"320";"194";"74"
"f465-477d-2df7-4739-21a0-9711-78f6-4571";"142003";"39";"1";"wieś";"stały";"Hala Sportowo-Widowiskowa w Baboszewie, ul. Jana i Antoniego Brodeckich 6A, 09-130 Baboszewo";"gm. Baboszewo";"płoński";"mazowieckie";"1290";"1421";"584";"706";"1";"4";"0";"0";"0";"0";"0";"0";"0";"706";"0";"0";"706";"22";"7";"15";"0";"684";"434";"171";"79"
"8f07-03cb-c1c2-886e-0e42-4985-182d-46b4";"142003";"39";"2";"wieś";"stały";"Urząd Gminy w Baboszewie, ul. Warszawska 9A, 09-130 Baboszewo";"gm. Baboszewo";"płoński";"mazowieckie";"1480";"1606";"529";"951";"3";"4";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"16";"3";"13";"0";"935";"488";"319";"128"
"aa54-68bd-845c-3498-80de-e59a-c8b1-50a1";"142003";"39";"3";"wieś";"stały";"Świetlica Wiejska w Rzewinie, Rzewin 34, 09-130 Baboszewo";"gm. Baboszewo";"płoński";"mazowieckie";"600";"671";"290";"310";"2";"2";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"7";"0";"7";"0";"303";"232";"43";"28"
"3a31-ab12-7c9b-88e3-70fd-5008-f9dd-ccdb";"142003";"39";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Brodeckiego w Polesiu, Polesie 9, 09-130 Baboszewo";"gm. Baboszewo";"płoński";"mazowieckie";"770";"855";"379";"391";"0";"4";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"15";"0";"15";"0";"376";"262";"77";"37"
"baf6-8cd5-f382-5b95-ac52-4f9c-0877-620f";"142003";"39";"5";"wieś";"stały";"Szkoła Podstawowa im. Ks. M. K. Sarbiewskiego w Sarbiewie, Sarbiewo 17, 09-130 Baboszewo";"gm. Baboszewo";"płoński";"mazowieckie";"870";"957";"355";"515";"0";"0";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"13";"3";"10";"0";"502";"359";"91";"52"
"902c-e333-c64f-e42f-552d-c4d8-ee18-2180";"142003";"39";"6";"wieś";"stały";"Szkoła Podstawowa w Mystkowie, Mystkowo 53, 09-130 Baboszewo";"gm. Baboszewo";"płoński";"mazowieckie";"700";"773";"358";"342";"2";"3";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"10";"0";"10";"0";"332";"248";"57";"27"
"47b8-d8ac-63dc-103c-5d11-3904-1594-1c7f";"142004";"39";"1";"wieś";"stały";"Szkoła Podstawowa w Czerwińsku nad Wisłą, ul. Warszawska 1, 09-150 Czerwińsk nad Wisłą";"gm. Czerwińsk nad Wisłą";"płoński";"mazowieckie";"1790";"1964";"817";"973";"1";"10";"0";"0";"0";"0";"0";"0";"0";"973";"0";"0";"973";"31";"5";"26";"0";"942";"617";"214";"111"
"b8b8-3715-30d2-89be-3715-cc4b-bd1c-ac08";"142004";"39";"2";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Nowym Radzikowie, Nowe Radzikowo 36, 09-151 Czerwińsk nad Wisłą";"gm. Czerwińsk nad Wisłą";"płoński";"mazowieckie";"730";"823";"378";"352";"0";"0";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"5";"0";"5";"0";"347";"246";"66";"35"
"8d89-1525-1902-c539-562e-b146-8c49-f35e";"142004";"39";"3";"wieś";"stały";"Szkoła Podstawowa w Goławinie, Goławin 49C, 09-151 Czerwińsk nad Wisłą";"gm. Czerwińsk nad Wisłą";"płoński";"mazowieckie";"1202";"1343";"640";"562";"0";"2";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"11";"2";"9";"0";"551";"362";"120";"69"
"5787-6731-8c2d-f894-ab8e-06fc-1cc3-75ec";"142004";"39";"4";"wieś";"stały";"Szkoła Podstawowa w Chociszewie, Chociszewo 47, 09-150 Czerwińsk nad Wisłą";"gm. Czerwińsk nad Wisłą";"płoński";"mazowieckie";"1132";"1254";"632";"500";"0";"1";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"16";"0";"16";"0";"484";"329";"103";"52"
"bab9-5f8a-3c9f-fb6c-a900-2e1b-17af-45fd";"142004";"39";"5";"wieś";"stały";"Świetlica OSP w Raszewie Włościańskim, Raszewo Włościańskie 20A, 09-150 Czerwińsk nad Wisłą";"gm. Czerwińsk nad Wisłą";"płoński";"mazowieckie";"636";"697";"329";"307";"0";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"10";"4";"6";"0";"297";"211";"49";"37"
"06cb-e9fc-c04e-362b-5105-dfbc-be90-9aad";"142005";"39";"1";"wieś";"stały";"Szkoła Podstawowa w Dzierzążni, Dzierzążnia 57, 09-164 Dzierzążnia";"gm. Dzierzążnia";"płoński";"mazowieckie";"1002";"1125";"410";"592";"1";"0";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"13";"1";"12";"0";"579";"354";"163";"62"
"a3e0-ffe4-9b6e-ad44-3869-60d6-8035-b008";"142005";"39";"2";"wieś";"stały";"Szkoła Podstawowa w Dzierzążni, Dzierzążnia 57, 09-164 Dzierzążnia";"gm. Dzierzążnia";"płoński";"mazowieckie";"692";"773";"288";"404";"1";"2";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"12";"1";"11";"0";"392";"263";"89";"40"
"1295-abf6-f6e7-0789-22e4-7471-0266-0e76";"142005";"39";"3";"wieś";"stały";"Szkoła Podstawowa w Nowych Kucicach, Nowe Kucice 46, 09-164 Dzierzążnia";"gm. Dzierzążnia";"płoński";"mazowieckie";"1013";"1120";"415";"598";"1";"0";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"15";"3";"12";"0";"583";"421";"104";"58"
"90be-51e2-0199-6b4c-e61b-54e8-0a39-a880";"142006";"39";"1";"wieś";"stały";"Szkoła Podstawowa w Jońcu, Joniec 69, 09-131 Joniec";"gm. Joniec";"płoński";"mazowieckie";"732";"848";"239";"493";"1";"25";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"13";"1";"12";"0";"480";"259";"165";"56"
"d4d6-c3c3-958e-28c8-f889-b3e1-47cd-26d8";"142006";"39";"2";"wieś";"stały";"Szkoła Podstawowa w Królewie, Królewo 58, 09-131 Joniec";"gm. Joniec";"płoński";"mazowieckie";"502";"578";"151";"351";"0";"6";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"10";"0";"10";"0";"341";"179";"129";"33"
"28a6-7aa3-4788-4694-6e66-a107-3b71-185e";"142006";"39";"3";"wieś";"stały";"Budynek Remizy Ochotniczej Straży Pożarnej w Starej Wronie, Stara Wrona 14, 09-131 Joniec";"gm. Joniec";"płoński";"mazowieckie";"690";"768";"299";"391";"0";"1";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"17";"1";"16";"0";"374";"230";"98";"46"
"e45b-81ac-a258-ae0b-490a-0993-6a0a-8173";"142006";"39";"4";"wieś";"zakład leczniczy";"Palium Sp. z o. o. w Nowym Mieście Zakład Opiekuńczo-Leczniczy w Jońcu, Joniec 51, 09-131 Joniec";"gm. Joniec";"płoński";"mazowieckie";"40";"38";"11";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"0";"0";"0";"0";"29";"15";"7";"7"
"3d48-3af2-5355-f76b-9502-b1d9-69c0-1421";"142007";"39";"1";"wieś";"stały";"Szkoła Podstawowa w Naruszewie im. Marii Konopnickiej, Naruszewo 17, 09-152 Naruszewo";"gm. Naruszewo";"płoński";"mazowieckie";"944";"1042";"402";"542";"0";"3";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"15";"1";"14";"0";"526";"282";"171";"73"
"e49f-2912-d5c5-43ba-b6de-84b4-d9d9-1f51";"142007";"39";"2";"wieś";"stały";"Szkoła Podstawowa im. gen. Zygmunta Padlewskiego w Radzyminku, Radzyminek 17, 09-152 Naruszewo";"gm. Naruszewo";"płoński";"mazowieckie";"950";"1040";"512";"438";"0";"2";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"6";"1";"5";"0";"432";"270";"104";"58"
"bc5b-3266-1d72-4873-2fd4-7d9c-d81d-f765";"142007";"39";"3";"wieś";"stały";"Szkoła Podstawowa w Zaborowie, Zaborowo 77, 09-162 Naruszewo";"gm. Naruszewo";"płoński";"mazowieckie";"490";"532";"228";"262";"0";"0";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"7";"0";"7";"0";"255";"197";"29";"29"
"52c6-8563-0afb-e7a2-ad90-d456-bcce-d400";"142007";"39";"4";"wieś";"stały";"Szkoła Podstawowa w Nacpolsku, Nacpolsk ul. Szkolna 18, 09-162 Naruszewo";"gm. Naruszewo";"płoński";"mazowieckie";"1360";"1488";"689";"671";"0";"2";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"13";"2";"11";"0";"658";"446";"129";"83"
"8cb3-0234-cb34-df96-b373-b0a5-333c-233c";"142007";"39";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Strzembowie, Strzembowo 20C, 09-152 Naruszewo";"gm. Naruszewo";"płoński";"mazowieckie";"860";"955";"434";"426";"1";"4";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"11";"1";"10";"0";"415";"256";"102";"57"
"f544-f490-6c9d-ffdd-b419-ebbc-c946-b96f";"142008";"39";"1";"wieś";"stały";"Budynek po Szkole w Gościminie Wielkim, Gościmin Wielki 47, 09-120 Nowe Miasto";"gm. Nowe Miasto";"płoński";"mazowieckie";"650";"690";"288";"362";"0";"5";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"18";"0";"18";"0";"344";"222";"91";"31"
"17e1-e08f-c779-a201-ebbb-be82-a49e-0ed9";"142008";"39";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Latonicach, Latonice 3, 09-120 Nowe Miasto";"gm. Nowe Miasto";"płoński";"mazowieckie";"920";"1016";"397";"523";"0";"0";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"17";"1";"16";"0";"506";"343";"114";"49"
"f593-de01-bd8a-f4ff-f527-67d8-4c65-26ec";"142008";"39";"3";"wieś";"stały";"Zespół Szkół w Nowym Mieście, ul. Ciechanowska 15, 09-120 Nowe Miasto";"gm. Nowe Miasto";"płoński";"mazowieckie";"640";"729";"245";"395";"0";"8";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"13";"0";"13";"0";"382";"250";"97";"35"
"fcc3-923e-5b1b-3d6f-6314-1f1a-8943-04fe";"142008";"39";"4";"wieś";"stały";"Hala Sportowa, ul. Ciechanowska 15, 09-120 Nowe Miasto";"gm. Nowe Miasto";"płoński";"mazowieckie";"1160";"1280";"359";"801";"0";"5";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"20";"2";"18";"0";"781";"382";"278";"121"
"13ec-04b5-13a7-9269-b9c6-b0f7-4888-eb81";"142008";"39";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Karolinowie, Karolinowo 38, 09-120 Nowe Miasto";"gm. Nowe Miasto";"płoński";"mazowieckie";"40";"40";"3";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"37";"7";"0";"7";"0";"30";"12";"13";"5"
"7b46-3be1-4e0e-b353-0fcd-b4a3-eaf4-2c7f";"142009";"39";"1";"wieś";"stały";"Sala konferencyjna Urzędu Gminy w Płońsku, ul. Pułtuska 39, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"910";"1017";"313";"597";"0";"2";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"2";"0";"2";"0";"595";"280";"227";"88"
"397e-5e72-a71e-9781-5f00-3dd9-1de8-0f82";"142009";"39";"2";"wieś";"stały";"Świetlica w Słoszewie, Słoszewo-Kolonia 14 a, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"400";"456";"179";"221";"0";"1";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"5";"2";"3";"0";"216";"153";"50";"13"
"f1ce-6522-a34c-0f11-23c0-23fa-ffef-a74c";"142009";"39";"3";"wieś";"stały";"Świetlica w Strachowie, Strachowo 6a, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"500";"557";"195";"305";"0";"2";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"5";"0";"5";"0";"300";"184";"77";"39"
"1519-ec90-bcce-cd45-a763-f8bd-37b1-d078";"142009";"39";"4";"wieś";"stały";"Szkoła Podstawowa w Lisewie, Lisewo 48, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"470";"530";"220";"250";"0";"5";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"7";"0";"7";"0";"243";"152";"70";"21"
"1d40-e9f9-79d5-266a-d10d-3169-fc84-b794";"142009";"39";"5";"wieś";"stały";"Świetlica w Arcelinie, Arcelin ul. Bitwy Arcelińskiej 4, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"340";"383";"170";"170";"0";"0";"0";"0";"0";"0";"0";"0";"0";"170";"0";"0";"170";"5";"1";"4";"0";"165";"97";"51";"17"
"b922-156c-d8a8-ebee-4225-d6dc-f035-3afb";"142009";"39";"6";"wieś";"stały";"Szkoła Podstawowa im. Księdza Prymasa Kardynała Stefana Wyszyńskiego w Siedlinie, Siedlin ul. Jana Pawła II 12, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"1280";"1436";"543";"737";"0";"4";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"10";"0";"10";"0";"727";"382";"272";"73"
"bf65-d3e2-9a85-28c0-455e-f547-d15c-fb2d";"142009";"39";"7";"wieś";"stały";"Świetlica w Skarżynie, Skarżyn ul. Aleja Lipowa 16, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"720";"805";"307";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"6";"1";"5";"0";"407";"244";"122";"41"
"7cc0-8bb2-4a85-a469-22bd-bf4a-b941-80be";"142009";"39";"8";"wieś";"stały";"Świetlica w Szerominku, Szerominek ul. Płońska 53, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"480";"540";"200";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"9";"1";"8";"0";"271";"144";"96";"31"
"0528-2918-7558-8296-3f35-9094-7a43-b8ca";"142009";"39";"9";"wieś";"stały";"Świetlica w Szerominie, Szeromin 17a, 09-100 Płońsk";"gm. Płońsk";"płoński";"mazowieckie";"500";"546";"219";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"5";"2";"3";"0";"276";"156";"88";"32"
"9517-931f-f077-b802-ff5e-5f08-8e7a-d3da";"142010";"39";"1";"wieś";"stały";"Szkoła Podstawowa w Starym Gralewie, Stare Gralewo 13, 09-166 Stare Gralewo";"gm. Raciąż";"płoński";"mazowieckie";"1549";"1718";"828";"721";"2";"1";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"18";"1";"17";"0";"703";"498";"157";"48"
"cf2f-6f89-998b-9945-98b9-8804-e949-cb92";"142010";"39";"2";"wieś";"stały";"Szkoła Podstawowa w Uniecku, Unieck 80, 09-140 Raciąż";"gm. Raciąż";"płoński";"mazowieckie";"1172";"1294";"532";"640";"0";"8";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"14";"2";"12";"0";"626";"494";"92";"40"
"12d3-4ebc-d845-1d46-2e2f-ae8a-d11e-3f45";"142010";"39";"3";"wieś";"stały";"Szkoła Podstawowa w Koziebrodach, Koziebrody 5, 09-140 Raciąż";"gm. Raciąż";"płoński";"mazowieckie";"800";"869";"416";"384";"0";"2";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"12";"0";"12";"0";"372";"252";"78";"42"
"cf7a-731d-0b07-4efe-f0fa-954a-b63a-f0f7";"142010";"39";"4";"wieś";"stały";"Zespół Szkół w Raciążu, ul. Kilińskiego 64, 09-140 Raciąż";"gm. Raciąż";"płoński";"mazowieckie";"1600";"1753";"815";"785";"2";"0";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"9";"1";"8";"0";"776";"535";"170";"71"
