"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Henryk KIEPURA - nr na liście 1";"Krzysztof SMELA - nr na liście 2";"Stanisław GMITRUK - nr na liście 3";"Bartłomiej Przemysław DOBRZYNIEWICZ - nr na liście 4";"Andrzej KUBAT - nr na liście 5";"Anna Marta SOCHA-KORENDO - nr na liście 6";"Anna Barbara GRUS - nr na liście 7";"Monika Aleksandra KUMOR - nr na liście 8";"Edyta Jolanta MŁYŃSKA - nr na liście 9";"Krystian KOTYNIA - nr na liście 10";"Jerzy Józef CYRULIK - nr na liście 11";"Iwona Izabela LISEK - nr na liście 12";"Anna NOWICKA - nr na liście 13";"Michał Olaf DZWONNIK - nr na liście 14";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Szymon Stanisław GIŻYŃSKI - nr na liście 1";"Lidia Ewa BURZYŃSKA - nr na liście 2";"Mariusz Wiesław TREPKA - nr na liście 3";"Andrzej Janusz GAWRON - nr na liście 4";"Monika FAJER - nr na liście 5";"Piotr DEREJCZYK - nr na liście 6";"Anna Janina KAPTACZ - nr na liście 7";"Tomasz MAJ - nr na liście 8";"Łukasz Artur LANGE - nr na liście 9";"Paweł Jan RUKSZA - nr na liście 10";"Magdalena Anna PIETRULEWICZ - nr na liście 11";"Danuta Elżbieta SŁUŻAŁEK-JAWORSKA - nr na liście 12";"Andrzej Piotr SOWA - nr na liście 13";"Urszula ZALESKA - nr na liście 14";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Zdzisław WOLSKI - nr na liście 1";"Zbigniew Paweł NIESMACZNY - nr na liście 2";"Rafał Tadeusz KĘPSKI - nr na liście 3";"Ewelina Tacjana KOTKOWSKA - nr na liście 4";"Małgorzata IŻYŃSKA - nr na liście 5";"Łukasz Tadeusz KOT - nr na liście 6";"Ewa Katarzyna KSIĄŻEK - nr na liście 7";"Rafał Krzysztof JURECZKO - nr na liście 8";"Ewa LEWANDOWSKA - nr na liście 9";"Paweł Piotr ŁAPETA - nr na liście 10";"Joanna Janina GÓRNA - nr na liście 11";"Emilia Maria SKRZYPCZYŃSKA - nr na liście 12";"Marlena Sonia KAREWICZ - nr na liście 13";"Marcin Antoni GOŁDA - nr na liście 14";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Włodzimierz Bogdan SKALIK - nr na liście 1";"Jacek Adam PAWLIKOWSKI - nr na liście 2";"Bogusław Józef ADAMOWICZ - nr na liście 3";"Bartłomiej Michał BIEGAS - nr na liście 4";"Paweł KLIMCZAK - nr na liście 5";"Zofia SUROWIEC - nr na liście 6";"Władysława Bożena RYNKIEWICZ - nr na liście 7";"Agata Aneta POLAK - nr na liście 8";"Barbara Ewa PIĄTEK - nr na liście 9";"Cecylia Iwona MUSIALIK - nr na liście 10";"Grażyna Teresa MATUSIAK - nr na liście 11";"Katarzyna Anna ERMER - nr na liście 12";"Rafał Adrian GAWENDA - nr na liście 13";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Izabela Dorota LESZCZYNA - nr na liście 1";"Andrzej SZEWIŃSKI - nr na liście 2";"Marta Maria SALWIERAK - nr na liście 3";"Halina Leokadia ROZPONDEK - nr na liście 4";"Gabriel Jan PODBIOŁ - nr na liście 5";"Jolanta Małgorzata URBAŃSKA - nr na liście 6";"Dominik Bogusz KABUS - nr na liście 7";"Marzena Monika MANISZEWSKA - nr na liście 8";"Tomasz Artur STEFAŃCZYK - nr na liście 9";"Marcin BIERNAT - nr na liście 10";"Renata Maria STASIAK-BETLEJEWSKA - nr na liście 11";"Marcin ŚWITAŁA - nr na liście 12";"Edyta Wiesława CIURA - nr na liście 13";"Jarosław Wacław LASECKI - nr na liście 14";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marcin MARANDA - nr na liście 1";"Mariusz Michał SPIECHOWICZ - nr na liście 2";"Grażyna Marianna KLAMEK - nr na liście 3";"Mariusz Józef POGODA - nr na liście 4";"Adam ZAMORA - nr na liście 5";"Beata BOGUS - nr na liście 6";"Wojciech Stanisław SOCHA - nr na liście 7";"Zbigniew Stanisław MIZGALSKI - nr na liście 8";"Krystyna Jadwiga KOSARGA - nr na liście 9";"Łukasz Mateusz SŁAWEK - nr na liście 10";"Piotr Mateusz PTAK - nr na liście 11";"Aleksandra Zdzisława STANIOWSKA - nr na liście 12";"Piotr Paweł STRACH - nr na liście 13";"Magdalena Mirosława CZAJA - nr na liście 14"
"1150-734d-0458-59dc-26b1-9d90-645d-1adc";"246401";"28";"41";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Polskiego Czerwonego Krzyża 18, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1990";"2115";"432";"1558";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1558";"0";"0";"1558";"9";"4";"5";"0";"1549";"58";"21";"7";"12";"2";"2";"2";"0";"0";"1";"0";"1";"1";"2";"7";"461";"259";"70";"13";"4";"49";"3";"14";"4";"2";"26";"3";"0";"4";"10";"335";"170";"36";"1";"16";"49";"28";"0";"0";"7";"2";"10";"7";"0";"9";"63";"40";"6";"4";"2";"4";"0";"0";"3";"0";"0";"0";"1";"3";"605";"382";"111";"56";"17";"0";"3";"0";"1";"6";"4";"3";"3";"1";"18";"27";"7";"3";"1";"5";"0";"2";"0";"0";"0";"2";"0";"0";"5";"2"
"6742-24ee-4a8d-e75d-3c18-2fc1-3ed5-922e";"246401";"28";"42";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Ludowa 58, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1379";"1507";"272";"1107";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1107";"0";"0";"1107";"9";"6";"3";"0";"1098";"108";"8";"17";"69";"1";"1";"2";"0";"1";"1";"1";"2";"0";"1";"4";"455";"241";"85";"8";"7";"55";"8";"15";"3";"3";"19";"1";"0";"3";"7";"166";"74";"12";"2";"5";"26";"10";"1";"0";"3";"1";"7";"9";"6";"10";"54";"44";"3";"0";"1";"1";"0";"0";"4";"0";"0";"1";"0";"0";"295";"185";"50";"26";"7";"1";"7";"0";"1";"0";"3";"0";"0";"1";"14";"20";"17";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"57bc-d530-7cfc-4bbf-74dd-2aac-55cc-58ae";"246401";"28";"43";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Ludowa 58, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"800";"850";"183";"617";"0";"2";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"2";"2";"0";"0";"615";"70";"5";"13";"45";"1";"3";"1";"0";"0";"0";"0";"0";"0";"1";"1";"219";"113";"45";"3";"4";"26";"7";"5";"1";"3";"5";"3";"0";"1";"3";"118";"61";"11";"0";"0";"19";"5";"1";"0";"5";"0";"2";"10";"1";"3";"41";"27";"3";"2";"2";"5";"0";"1";"0";"1";"0";"0";"0";"0";"161";"116";"22";"13";"1";"0";"1";"0";"0";"0";"0";"1";"4";"0";"3";"6";"4";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"09f3-ed2c-6b74-8d73-c38f-147e-4b3f-9ca1";"246401";"28";"44";"miasto";"stały";"Szkoła Podstawowa nr 38, ul. Sikorskiego 56, 42-200 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1760";"1931";"308";"1452";"1";"10";"1";"1";"0";"0";"0";"0";"1";"1450";"1";"0";"1450";"7";"5";"2";"0";"1443";"54";"15";"9";"9";"0";"1";"2";"5";"3";"1";"2";"0";"0";"3";"4";"491";"239";"76";"12";"7";"79";"3";"14";"5";"4";"25";"7";"4";"7";"9";"323";"158";"23";"6";"10";"36";"38";"1";"1";"17";"4";"8";"10";"3";"8";"81";"56";"12";"2";"3";"1";"1";"0";"3";"1";"0";"0";"0";"2";"465";"297";"86";"38";"8";"1";"8";"2";"0";"3";"6";"2";"0";"0";"14";"29";"14";"0";"1";"0";"1";"0";"1";"3";"0";"1";"0";"1";"5";"2"
"f281-a523-6484-e03d-4b90-6000-624e-2be3";"246401";"28";"45";"miasto";"stały";"Szkoła Podstawowa nr 38, ul. Sikorskiego 56, 42-200 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1726";"1909";"244";"1482";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1482";"0";"0";"1482";"3";"1";"2";"0";"1479";"52";"15";"10";"5";"5";"3";"3";"0";"2";"0";"0";"0";"2";"4";"3";"304";"140";"44";"18";"1";"62";"0";"7";"7";"2";"11";"1";"1";"5";"5";"343";"137";"58";"2";"5";"46";"38";"4";"2";"8";"1";"17";"5";"5";"15";"69";"54";"4";"2";"1";"1";"1";"2";"1";"0";"1";"0";"1";"1";"675";"452";"102";"45";"8";"0";"14";"2";"4";"7";"9";"1";"0";"0";"31";"36";"21";"0";"4";"0";"0";"1";"1";"0";"3";"1";"0";"1";"2";"2"
"ce02-d2d7-cca4-c823-05cd-83fb-b01e-6beb";"246401";"28";"46";"miasto";"stały";"Miejskie Przedszkole nr 38, ul. Okulickiego 63, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1523";"1635";"323";"1200";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1200";"0";"0";"1200";"6";"2";"4";"0";"1194";"56";"18";"7";"15";"2";"4";"1";"1";"0";"0";"0";"0";"1";"2";"5";"453";"240";"66";"29";"6";"60";"3";"8";"3";"1";"19";"1";"1";"4";"12";"233";"106";"28";"4";"1";"29";"27";"1";"0";"12";"1";"8";"6";"0";"10";"74";"53";"4";"3";"1";"1";"1";"1";"4";"0";"1";"1";"1";"3";"350";"204";"71";"23";"9";"0";"5";"0";"0";"4";"3";"5";"1";"2";"23";"28";"18";"0";"1";"0";"2";"3";"1";"0";"0";"0";"0";"0";"1";"2"
"b1a7-d411-7996-550f-b1a7-02e2-5f53-b084";"246401";"28";"47";"miasto";"stały";"Zespół Szkół Technicznych, Aleja Jana Pawła II 126/130, 42-200 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1540";"1617";"432";"1108";"3";"46";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"0";"1108";"5";"4";"1";"0";"1103";"46";"10";"5";"8";"4";"2";"0";"4";"0";"0";"2";"0";"3";"2";"6";"572";"282";"102";"26";"11";"86";"2";"9";"6";"2";"34";"1";"0";"5";"6";"182";"83";"19";"3";"5";"29";"11";"3";"1";"7";"0";"8";"4";"1";"8";"45";"32";"4";"0";"1";"1";"1";"0";"2";"2";"1";"0";"0";"1";"242";"150";"36";"7";"13";"1";"11";"4";"0";"4";"1";"2";"0";"1";"12";"16";"9";"0";"4";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"622c-cd63-f118-0605-2f27-18c8-94cf-369f";"246401";"28";"48";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Baczyńskiego 2a, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1742";"1917";"381";"1361";"5";"25";"0";"0";"0";"0";"0";"0";"0";"1361";"0";"0";"1361";"3";"3";"0";"0";"1358";"69";"11";"21";"13";"3";"2";"3";"1";"0";"1";"1";"1";"0";"3";"9";"482";"271";"71";"17";"12";"37";"5";"15";"2";"0";"38";"3";"0";"1";"10";"289";"140";"11";"5";"9";"64";"19";"3";"2";"7";"6";"7";"8";"2";"6";"70";"48";"3";"5";"0";"2";"1";"0";"5";"1";"0";"0";"1";"4";"399";"247";"62";"39";"12";"0";"13";"2";"0";"0";"4";"5";"0";"2";"13";"49";"27";"0";"3";"2";"1";"4";"1";"2";"0";"0";"1";"0";"4";"4"
"982d-5869-9a13-07ef-192a-7bff-5d18-71e4";"246401";"28";"49";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Baczyńskiego 2a, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1488";"1630";"352";"1136";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1136";"0";"0";"1136";"10";"6";"4";"0";"1126";"58";"5";"12";"10";"1";"3";"6";"2";"2";"1";"1";"0";"1";"3";"11";"393";"201";"57";"17";"5";"48";"7";"11";"7";"6";"16";"2";"1";"5";"10";"262";"100";"21";"1";"5";"59";"36";"1";"2";"13";"5";"8";"4";"0";"7";"75";"52";"7";"6";"2";"2";"0";"0";"3";"2";"1";"0";"0";"0";"302";"187";"60";"24";"8";"0";"4";"3";"0";"1";"4";"2";"0";"1";"8";"36";"20";"1";"1";"1";"0";"1";"1";"2";"1";"0";"0";"0";"4";"4"
"ff18-c653-925b-86ec-862f-45aa-8ed7-a6ba";"246401";"28";"50";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Baczyńskiego 2a, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1649";"1780";"392";"1257";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1257";"0";"0";"1257";"11";"11";"0";"0";"1246";"57";"22";"13";"8";"2";"4";"1";"0";"1";"1";"0";"0";"1";"0";"4";"385";"180";"60";"18";"13";"36";"1";"8";"4";"4";"50";"4";"0";"1";"6";"304";"119";"13";"6";"3";"91";"33";"3";"0";"13";"1";"4";"2";"7";"9";"61";"38";"4";"2";"3";"5";"1";"2";"2";"2";"1";"0";"1";"0";"400";"252";"66";"44";"7";"0";"9";"3";"0";"1";"0";"1";"2";"0";"15";"39";"27";"0";"0";"0";"2";"2";"1";"0";"0";"0";"1";"1";"3";"2"
"8f86-f4d6-9611-6609-bd1e-317d-d75b-e311";"246401";"28";"51";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1530";"1652";"364";"1166";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1165";"0";"0";"1165";"6";"1";"5";"0";"1159";"44";"10";"13";"8";"1";"1";"1";"2";"1";"0";"0";"0";"0";"0";"7";"431";"224";"92";"12";"8";"42";"3";"19";"6";"2";"6";"6";"0";"6";"5";"223";"112";"8";"1";"3";"45";"20";"3";"0";"12";"2";"6";"4";"2";"5";"47";"31";"7";"0";"2";"1";"0";"0";"3";"2";"0";"0";"0";"1";"361";"257";"58";"26";"8";"0";"2";"0";"1";"0";"1";"2";"0";"0";"6";"53";"26";"0";"7";"0";"2";"1";"1";"0";"1";"1";"2";"1";"7";"4"
"4f98-daab-6992-b5a4-e306-d4f4-c595-ffe9";"246401";"28";"52";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1479";"1578";"394";"1085";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"1";"0";"1";"0";"1084";"55";"10";"14";"9";"1";"6";"3";"1";"1";"2";"1";"0";"2";"1";"4";"429";"242";"59";"10";"4";"44";"1";"20";"2";"1";"18";"1";"2";"9";"16";"242";"104";"24";"6";"3";"44";"28";"7";"2";"0";"3";"4";"6";"6";"5";"51";"35";"9";"2";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"282";"182";"52";"22";"10";"1";"2";"0";"0";"0";"0";"0";"0";"0";"13";"25";"13";"0";"2";"0";"0";"2";"0";"1";"1";"0";"0";"2";"3";"1"
"f699-c775-bb53-9bf2-77a9-0844-f7b2-86cd";"246401";"28";"53";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"841";"915";"200";"641";"1";"6";"1";"1";"0";"0";"0";"0";"1";"642";"1";"0";"642";"1";"1";"0";"0";"641";"20";"4";"7";"1";"2";"3";"1";"2";"0";"0";"0";"0";"0";"0";"0";"219";"120";"41";"4";"5";"18";"0";"9";"1";"0";"10";"3";"0";"6";"2";"131";"59";"6";"2";"2";"26";"15";"0";"0";"4";"2";"6";"0";"5";"4";"25";"17";"1";"1";"1";"2";"0";"0";"2";"0";"0";"0";"0";"1";"228";"148";"38";"18";"8";"0";"3";"0";"1";"0";"2";"2";"0";"1";"7";"18";"7";"2";"2";"0";"3";"2";"1";"0";"1";"0";"0";"0";"0";"0"
"e984-a339-f114-f575-d8d4-d8fc-d25b-de86";"246401";"28";"54";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1471";"1613";"361";"1110";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"7";"2";"5";"0";"1103";"45";"15";"9";"5";"1";"1";"6";"0";"0";"0";"1";"1";"1";"1";"4";"444";"253";"59";"8";"5";"48";"5";"26";"6";"2";"11";"3";"2";"6";"10";"222";"98";"12";"0";"5";"48";"23";"7";"0";"11";"1";"8";"1";"1";"7";"39";"22";"7";"3";"1";"2";"0";"1";"1";"0";"0";"0";"0";"2";"314";"199";"73";"23";"7";"1";"1";"0";"1";"0";"1";"0";"1";"0";"7";"39";"23";"2";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"5";"3"
"d80b-9754-e2e4-f895-ae30-4346-355c-b45a";"246401";"28";"55";"miasto";"stały";"Miejskie Przedszkole nr 15, ul. Michałowskiego 32, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"380";"404";"75";"305";"0";"0";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"2";"1";"1";"0";"303";"15";"5";"4";"3";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"86";"53";"6";"0";"1";"11";"3";"0";"0";"0";"3";"1";"0";"5";"3";"85";"58";"5";"1";"1";"11";"6";"0";"0";"1";"0";"0";"0";"2";"0";"13";"9";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"99";"73";"9";"6";"1";"0";"1";"0";"0";"0";"0";"3";"0";"0";"6";"5";"0";"0";"0";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"c156-a83f-8c4f-5dce-1f25-7fe0-7a83-245f";"246401";"28";"56";"miasto";"stały";"Miejskie Przedszkole nr 16, ul. Starzyńskiego 9, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1561";"1700";"394";"1167";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"0";"1167";"10";"6";"4";"0";"1157";"35";"3";"8";"3";"0";"3";"4";"0";"0";"0";"0";"2";"3";"3";"6";"456";"218";"91";"13";"5";"58";"4";"14";"6";"3";"25";"5";"1";"4";"9";"238";"119";"13";"1";"3";"43";"28";"1";"1";"9";"3";"2";"5";"6";"4";"80";"56";"3";"3";"2";"1";"0";"1";"5";"2";"1";"0";"1";"5";"308";"190";"50";"29";"12";"0";"6";"0";"1";"5";"2";"0";"0";"1";"12";"40";"17";"1";"2";"0";"0";"2";"1";"0";"0";"0";"3";"2";"10";"2"
"5c6b-e021-9937-2f18-a863-0bab-1401-bed2";"246401";"28";"57";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1423";"1536";"374";"1049";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"1";"1";"0";"0";"1048";"41";"15";"7";"2";"1";"1";"3";"0";"1";"1";"0";"0";"3";"2";"5";"348";"171";"60";"16";"6";"44";"3";"20";"2";"4";"12";"1";"0";"3";"6";"241";"107";"13";"0";"6";"48";"34";"5";"0";"9";"1";"2";"4";"6";"6";"80";"61";"3";"2";"3";"2";"0";"1";"0";"6";"0";"0";"1";"1";"300";"178";"49";"40";"9";"0";"6";"1";"0";"0";"2";"1";"0";"3";"11";"38";"13";"0";"2";"2";"0";"0";"0";"1";"0";"1";"0";"0";"16";"3"
"196e-51c6-faa6-25de-4207-322a-c8b4-aab7";"246401";"28";"58";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1760";"1908";"277";"1483";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1483";"0";"0";"1483";"15";"13";"2";"0";"1468";"77";"10";"22";"24";"3";"5";"0";"0";"0";"2";"0";"1";"2";"1";"7";"402";"188";"87";"24";"4";"41";"4";"13";"5";"2";"21";"2";"0";"3";"8";"330";"126";"22";"7";"8";"90";"30";"11";"0";"0";"0";"8";"2";"17";"9";"90";"79";"2";"2";"1";"2";"0";"0";"2";"0";"2";"0";"0";"0";"544";"323";"117";"37";"10";"0";"12";"3";"0";"6";"6";"2";"0";"2";"26";"25";"16";"0";"1";"0";"1";"2";"0";"0";"0";"0";"2";"0";"3";"0"
"cfa9-68a0-5c43-9bad-a17e-95b2-82f7-5998";"246401";"28";"59";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1338";"1461";"317";"1021";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"17";"1";"16";"0";"1004";"59";"15";"9";"14";"1";"6";"0";"0";"3";"1";"0";"0";"1";"2";"7";"370";"173";"81";"10";"11";"42";"3";"10";"3";"4";"17";"0";"2";"8";"6";"213";"102";"16";"0";"4";"33";"26";"0";"0";"8";"0";"10";"2";"2";"10";"53";"38";"4";"2";"1";"0";"1";"4";"0";"1";"0";"0";"2";"0";"286";"182";"52";"29";"3";"0";"5";"0";"0";"3";"1";"4";"0";"0";"7";"23";"13";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"6";"0"
"2f59-89e9-0e67-1bd4-1d18-b3a5-7806-9962";"246401";"28";"60";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1330";"1429";"316";"1014";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"1";"1";"0";"0";"1012";"42";"12";"9";"6";"2";"3";"0";"0";"1";"1";"0";"1";"0";"2";"5";"376";"190";"68";"11";"6";"43";"2";"19";"4";"1";"10";"3";"4";"6";"9";"179";"86";"4";"0";"3";"34";"29";"5";"0";"2";"0";"2";"6";"2";"6";"84";"61";"3";"2";"1";"5";"0";"1";"3";"3";"1";"1";"0";"3";"300";"203";"48";"24";"5";"0";"7";"2";"2";"0";"3";"0";"0";"0";"6";"31";"16";"1";"2";"1";"1";"0";"1";"0";"1";"0";"0";"4";"4";"0"
"fb2c-9338-a40c-6cf9-d247-9f11-533b-ca10";"246401";"28";"61";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Kukuczki 30, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1181";"1284";"288";"893";"0";"2";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"2";"0";"2";"0";"891";"34";"7";"4";"9";"2";"4";"0";"1";"1";"1";"1";"1";"0";"1";"2";"321";"163";"47";"10";"2";"34";"2";"7";"6";"1";"27";"0";"0";"6";"16";"169";"63";"15";"0";"6";"27";"25";"7";"2";"3";"5";"4";"4";"4";"4";"49";"30";"3";"3";"1";"5";"0";"1";"4";"0";"0";"1";"0";"1";"282";"188";"30";"24";"10";"0";"5";"1";"0";"3";"8";"2";"0";"0";"11";"36";"20";"0";"2";"0";"0";"2";"1";"0";"1";"0";"1";"0";"8";"1"
"acd8-d467-89da-b80f-c6a8-596f-b074-f480";"246401";"28";"62";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Kukuczki 30, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"940";"1045";"217";"723";"0";"3";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"4";"4";"0";"0";"719";"51";"19";"11";"6";"1";"2";"0";"0";"1";"1";"0";"0";"0";"6";"4";"258";"119";"48";"11";"7";"29";"3";"8";"2";"1";"15";"3";"1";"4";"7";"167";"71";"10";"1";"5";"35";"23";"1";"0";"8";"1";"5";"4";"0";"3";"57";"43";"4";"2";"1";"1";"0";"0";"1";"0";"0";"0";"5";"0";"167";"106";"33";"12";"3";"0";"1";"1";"2";"0";"1";"2";"1";"0";"5";"19";"6";"2";"0";"0";"0";"2";"0";"2";"0";"0";"0";"1";"6";"0"
"9c92-7fc5-292b-5db3-5cc4-837d-bdae-29be";"246401";"28";"63";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4, ul. Połaniecka 50, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"900";"972";"352";"548";"0";"1";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"4";"0";"4";"0";"544";"29";"4";"11";"2";"0";"3";"1";"1";"1";"0";"1";"0";"1";"1";"3";"254";"116";"48";"10";"3";"40";"1";"11";"2";"5";"7";"1";"1";"5";"4";"99";"36";"12";"2";"1";"20";"14";"2";"0";"4";"0";"1";"1";"2";"4";"34";"28";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"117";"70";"26";"6";"5";"1";"2";"1";"0";"1";"0";"0";"0";"0";"5";"11";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
