"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Arkadiusz Stanisław CIACH";"Wiesław Józef DOBKOWSKI";"Stanisław WITASZCZYK"
"043f-5948-88a1-6c5b-e1cc-7fc1-9405-5e9a";"101009";"28";"1";"miasto";"stały";"Zespół Szkół Centrum Kształcenia Ustawicznego w Sulejowie, ul. Milejowska 21, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"1296";"1407";"385";"911";"2";"5";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"28";"11";"17";"0";"883";"234";"479";"170"
"7af4-698a-df8f-70ce-c073-7d40-cdf1-ad08";"101009";"28";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Jana Pawła II, ul. Konecka 45, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"1489";"1601";"495";"994";"0";"6";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"14";"7";"7";"0";"980";"263";"553";"164"
"1e4a-a87e-5552-fe49-55bb-d6c6-3178-f763";"101009";"28";"3";"wieś";"stały";"Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich w Klementynowie, Klementynów 1, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"787";"872";"368";"419";"0";"1";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"6";"0";"6";"0";"413";"50";"310";"53"
"0ed5-5865-c5f4-01d0-1646-b3fc-8f2f-55fb";"101009";"28";"4";"wieś";"stały";"Szkoła Podstawowa w Łęcznie, Łęczno 12, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"886";"972";"372";"514";"0";"2";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"7";"2";"5";"0";"507";"60";"356";"91"
"858a-22dd-0d9a-3359-0eaa-37ad-55a9-ad3e";"101009";"28";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Przygłowie, Przygłów Sulejowska 33, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"762";"831";"254";"508";"3";"1";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"11";"3";"8";"0";"497";"100";"298";"99"
"973a-b570-1c06-2cb9-2cf8-92ea-9e0a-d27e";"101009";"28";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Barkowicach, Barkowice ul. Widok 94, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"788";"855";"287";"501";"0";"3";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"11";"4";"7";"0";"489";"122";"259";"108"
"81cf-9038-d5d2-2abb-322c-279e-fca8-6908";"101009";"28";"7";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Witowie-Kolonii, Witów-Kolonia 47, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"1528";"1677";"467";"1061";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"15";"4";"11";"0";"1046";"199";"656";"191"
"b54f-c6fc-a048-771c-7766-7ebd-cb69-8468";"101009";"28";"8";"wieś";"stały";"Szkoła Podstawowa w Uszczynie, Uszczyn ul. Szkolna 2, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"1125";"1198";"354";"771";"0";"1";"0";"0";"0";"0";"0";"0";"0";"771";"0";"0";"771";"20";"4";"16";"0";"751";"209";"371";"171"
"76d0-413e-caaa-c631-9b92-3e93-0247-b0d0";"101009";"28";"9";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Królowej Jadwigi, ul. Rycerska 10, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"961";"1028";"287";"674";"3";"17";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"8";"5";"3";"0";"666";"206";"348";"112"
"7ce2-8897-f8d8-ce79-2b6a-692b-2a9f-b45a";"101009";"28";"10";"miasto";"stały";"Samorządowe Przedszkole w Sulejowie, ul. Konecka 29, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"872";"937";"307";"565";"0";"1";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"12";"4";"8";"0";"553";"109";"324";"120"
"9e34-3199-d81b-9b3b-9f3a-28cc-4be6-1d5f";"101009";"28";"11";"miasto";"stały";"Szkoła Podstawowa im. Przyjaciół Przyrody we Włodzimierzowie, Włodzimierzów ul. Łęczyńska 8, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"1366";"1491";"389";"977";"0";"12";"0";"0";"0";"0";"0";"0";"0";"977";"0";"0";"977";"26";"16";"10";"0";"951";"261";"507";"183"
"507f-d842-72f4-893f-fc37-1099-914e-4e73";"101009";"28";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Happy Port"", Poniatów ul. Przedszkolna 17/19, 97-330 Sulejów";"gm. Sulejów";"piotrkowski";"łódzkie";"60";"58";"34";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"7";"0";"7";"0";"19";"5";"13";"1"
"7be1-be88-ce81-879a-a87a-b8f8-a6b7-6c63";"101010";"28";"1";"wieś";"stały";"Budynek Urzędu Gminy, ul. Kościuszki 5, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"1106";"1182";"333";"773";"0";"4";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"14";"8";"6";"0";"759";"136";"505";"118"
"138f-9eac-cec7-7ac1-8121-afa9-fa6f-1437";"101010";"28";"2";"wieś";"stały";"Budynek Gminnego Ośrodka Kultury, ul. Południowa 2, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"989";"1058";"315";"674";"0";"2";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"19";"4";"15";"0";"655";"127";"432";"96"
"a02e-f322-4fa6-f484-db0c-7267-489a-14dd";"101010";"28";"3";"wieś";"stały";"Szkoła Podstawowa, Parzniewice 31, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"1098";"1205";"432";"666";"0";"0";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"14";"0";"14";"0";"652";"68";"524";"60"
"04e3-4af7-da40-8df8-b868-5a26-ba6f-a167";"101010";"28";"4";"wieś";"stały";"Szkoła Podstawowa, Krzyżanów 55, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"1251";"1349";"416";"835";"0";"0";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"17";"6";"11";"0";"818";"144";"533";"141"
"f0a2-2274-ab4c-e156-c3a3-74d7-0b50-7f33";"101010";"28";"5";"wieś";"stały";"Szkoła Podstawowa, Bogdanów ul. Ks. Kanonika Mieczysława Kozakowskiego 3, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"712";"790";"249";"463";"0";"0";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"8";"0";"8";"0";"455";"27";"381";"47"
"87d8-24ae-3bbf-e89e-08dc-f3fe-17fb-e3f1";"101010";"28";"6";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej, Woźniki 37, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"1110";"1225";"380";"730";"0";"0";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"8";"1";"7";"0";"722";"66";"540";"116"
"7857-ee3e-d59a-0301-ec25-26fe-0a96-38a1";"101010";"28";"7";"wieś";"stały";"Szkoła Podstawowa, Bujny ul. Piotrkowska 104, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"1165";"1278";"359";"806";"0";"1";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"12";"2";"10";"0";"794";"133";"523";"138"
"7755-127b-56e5-4938-169e-c596-5b30-2b79";"101010";"28";"8";"wieś";"stały";"Szkoła Podstawowa, Gomulin ul. Szkolna 2, 97-371 Wola Krzysztoporska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"1070";"1176";"301";"769";"0";"3";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"18";"4";"14";"0";"750";"78";"562";"110"
"be07-f729-0a78-57e2-9200-3ce4-faa5-b087";"101011";"28";"1";"miasto";"stały";"Szkoła Podstawowa w Wolborzu, ul. Modrzewskiego 105, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"896";"962";"206";"690";"1";"12";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"22";"8";"14";"0";"668";"152";"344";"172"
"cc50-6d24-4c98-1d98-4895-6d11-d7ad-78e7";"101011";"28";"2";"miasto";"stały";"Wolborskie Centrum Kultury w Wolborzu, ul. Modrzewskiego 15, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"857";"909";"214";"643";"2";"10";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"15";"6";"9";"0";"628";"156";"321";"151"
"e808-5fb1-1dc9-778e-ff83-4d55-fbcb-e3ab";"101011";"28";"3";"wieś";"stały";"Szkoła Podstawowa w Komornikach, Komorniki 99, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"990";"1039";"374";"616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"30";"3";"27";"0";"586";"50";"414";"122"
"3715-cede-eec5-ecf6-1dd1-86ec-b66f-abe5";"101011";"28";"4";"wieś";"stały";"Sala OSP w Kuznocinie, Kuznocin 33, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"802";"865";"280";"522";"1";"0";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"16";"2";"14";"0";"506";"52";"355";"99"
"6a65-00d0-6bcf-c50c-2f86-7232-c706-e332";"101011";"28";"5";"wieś";"stały";"Sala OSP w Polichnie, Polichno 66, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"973";"1044";"296";"677";"0";"7";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"21";"9";"12";"0";"656";"103";"414";"139"
"d058-daee-e6c1-0793-2383-8aad-454c-d27a";"101011";"28";"6";"wieś";"stały";"Szkoła Podstawowa w Goleszach Dużych, Golesze Duże 23, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"1305";"1389";"348";"957";"0";"13";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"20";"3";"17";"0";"937";"214";"507";"216"
"49b6-4752-a176-337a-db21-1bb6-42b7-1a16";"101011";"28";"7";"wieś";"oddział zewnętrzny aresztu śledczego";"Oddział Zewnętrzny w Goleszach Aresztu Śledczego w Piotrkowie Trybunalskim, Golesze-Parcela 20, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"71";"70";"30";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"2";"0";"2";"0";"39";"12";"19";"8"
"176f-3c28-f176-eee2-f6f7-9146-88b1-edb8";"101011";"28";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Anders-Dom Seniora"", Studzianki 19d, 97-320 Wolbórz";"gm. Wolbórz";"piotrkowski";"łódzkie";"50";"53";"21";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"0";"0";"0";"0";"29";"10";"18";"1"
"34fd-80c7-fdd9-913b-369c-2cc2-819b-9b63";"101201";"28";"1";"miasto";"stały";"Zespół Szkół Elektryczno-Elektronicznych, ul. Narutowicza 12, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1427";"1549";"502";"925";"1";"9";"0";"0";"0";"0";"0";"0";"0";"925";"0";"0";"925";"26";"17";"9";"0";"899";"306";"349";"244"
"7abb-d821-b37f-347c-5817-185f-46b1-e12e";"101201";"28";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4, ul. Szkolna 4, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1676";"1811";"618";"1058";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"28";"13";"15";"0";"1029";"316";"416";"297"
"b690-0e71-ae61-355a-ca8b-c1db-7682-4e2e";"101201";"28";"3";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Bugaj 3, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1490";"1613";"486";"1004";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1004";"0";"0";"1004";"40";"22";"18";"0";"964";"262";"439";"263"
"dd8d-962e-cb47-0a62-56a7-5774-004c-aa32";"101201";"28";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 9, ul. Rolna 65, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1566";"1682";"567";"999";"4";"3";"0";"0";"0";"0";"0";"0";"0";"999";"0";"0";"999";"23";"10";"13";"0";"976";"270";"417";"289"
"ee7d-51a3-3b97-45ca-ef5e-2968-f371-0d64";"101201";"28";"5";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Piastowska 12, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1553";"1674";"555";"998";"2";"7";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"30";"6";"24";"0";"968";"288";"401";"279"
"c5f0-9d88-bfda-33e8-a413-3276-3d5c-4586";"101201";"28";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Piastowska 17, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1856";"2061";"524";"1332";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"24";"5";"19";"0";"1308";"422";"492";"394"
"3fd5-0729-3dfe-41f9-ab20-0ee7-6d1c-4518";"101201";"28";"7";"miasto";"stały";"Bursa Szkolna Nr 1, ul. Piastowska 21, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1778";"1902";"552";"1226";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"25";"11";"14";"0";"1201";"357";"477";"367"
"5cdd-3718-0569-ffed-fe74-2168-96bf-2294";"101201";"28";"8";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Armii Krajowej 30, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1913";"2027";"640";"1273";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1271";"0";"0";"1271";"34";"21";"13";"0";"1237";"410";"474";"353"
"8038-1be1-1e1c-9be0-0bc4-3e8c-6d8d-82d4";"101201";"28";"9";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6, ul. Świętej Jadwigi Królowej 20, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1606";"1704";"461";"1145";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"31";"8";"23";"0";"1114";"380";"377";"357"
"13cc-835c-ef0b-9aae-753f-8a7b-83fd-c0b7";"101201";"28";"10";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6, ul. Świętej Jadwigi Królowej 20, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1207";"1279";"353";"854";"1";"4";"0";"0";"0";"0";"0";"0";"0";"854";"0";"0";"854";"10";"4";"6";"0";"844";"262";"299";"283"
"40cd-bd66-5479-ae68-11bb-3f9e-8dd1-7068";"101201";"28";"11";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3, ul. Marii Dąbrowskiej 27, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1133";"1221";"362";"771";"1";"6";"0";"0";"0";"0";"0";"0";"0";"771";"0";"0";"771";"20";"10";"10";"0";"751";"228";"308";"215"
"9ce2-bfbe-d38f-0fed-4d6c-b38b-24a9-6b80";"101201";"28";"12";"miasto";"stały";"Miejski Dom Kultury, ul. Brzeźnicka 5, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1510";"1607";"406";"1104";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1104";"0";"0";"1104";"23";"7";"16";"0";"1081";"348";"415";"318"
"355b-0006-6e73-a1d7-7911-faeb-51c8-c2e7";"101201";"28";"13";"miasto";"stały";"Muzeum Regionalne, ul. Narutowicza 1, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1608";"1742";"768";"840";"0";"4";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"28";"8";"20";"0";"812";"279";"358";"175"
"70d5-2310-558e-de70-cc9c-a9b1-f794-1ddb";"101201";"28";"14";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Piłsudskiego 22, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1888";"2044";"637";"1251";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1252";"0";"1";"1251";"49";"33";"16";"0";"1202";"369";"476";"357"
"b007-a10d-2557-8b63-325e-d14b-4220-e17d";"101201";"28";"15";"miasto";"stały";"Publiczne Przedszkole Nr 1, ul. Miła 13, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1421";"1531";"405";"1016";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"10";"6";"4";"0";"1006";"274";"396";"336"
"7ff8-dc4c-a0b3-c9b7-fc7b-4988-9c0e-bb4d";"101201";"28";"16";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 1, ul. Brzeźnicka 20, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1696";"1825";"695";"1001";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1001";"0";"0";"1001";"21";"2";"19";"0";"980";"299";"442";"239"
"dde5-be4b-b035-6894-ae35-0c9d-724e-ea06";"101201";"28";"17";"miasto";"stały";"Zespół Szkół Drzewnych i Ochrony Środowiska, ul. Brzeźnicka 22, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1667";"1828";"548";"1119";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1119";"1";"0";"1119";"25";"9";"16";"0";"1094";"340";"417";"337"
"d84b-897c-a6bf-42b9-bc80-8b7a-1007-6e9d";"101201";"28";"18";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 10, ul. Makuszyńskiego 25, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1587";"1708";"526";"1061";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"22";"5";"17";"0";"1039";"255";"495";"289"
"66a8-0d19-3f8e-90a7-1d08-dcfb-0db6-4914";"101201";"28";"19";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 7, ul. 11 Listopada 16, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1903";"2043";"686";"1217";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1217";"0";"0";"1217";"29";"8";"21";"0";"1188";"322";"526";"340"
"d804-ba56-6034-a926-6f60-dd55-67f6-ae74";"101201";"28";"20";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 8, ul. Reja 81, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1242";"1337";"526";"716";"1";"0";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"16";"7";"9";"0";"699";"178";"328";"193"
"9928-da5d-2080-3c56-e9c6-a62c-a764-2e9f";"101201";"28";"21";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, ul. Narutowicza 207, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"1592";"1718";"510";"1082";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"33";"19";"14";"0";"1049";"364";"436";"249"
"9286-de9a-fc19-fc8a-12de-5faa-d748-b141";"101201";"28";"22";"miasto";"stały";"Świetlica Środowiskowa, ul. Strażacka 13, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"459";"493";"214";"245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"10";"1";"9";"0";"235";"63";"107";"65"
"d508-0310-bef9-79f7-a69c-7748-0ae3-68e9";"101201";"28";"23";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Ignacego Krasickiego 138, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"46";"58";"31";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"2";"0";"2";"0";"13";"1";"8";"4"
"0a40-cf4c-375c-2163-f340-5898-b20d-4595";"101201";"28";"24";"miasto";"zakład leczniczy";"Szpital Powiatowy, ul. Jagiellońska 36, 97-500 Radomsko";"m. Radomsko";"radomszczański";"łódzkie";"202";"244";"129";"73";"0";"2";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"73";"3";"0";"3";"0";"70";"20";"30";"20"
"3f50-af62-1209-67c3-85c9-0cbf-d282-72f8";"101202";"28";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Dobryszycach, ul. Leśna 1, 97-505 Dobryszyce";"gm. Dobryszyce";"radomszczański";"łódzkie";"967";"1069";"353";"614";"1";"6";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"11";"1";"10";"0";"603";"91";"385";"127"
"06be-53f1-e599-fe33-225c-e938-646d-42b7";"101202";"28";"2";"wieś";"stały";"Urząd Gminy Dobryszyce, ul. Wolności 8, 97-505 Dobryszyce";"gm. Dobryszyce";"radomszczański";"łódzkie";"1093";"1185";"399";"694";"3";"2";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"33";"13";"20";"0";"661";"156";"337";"168"
"8067-5652-3faf-84a1-29d9-2e20-c7ec-caad";"101202";"28";"3";"wieś";"stały";"Szkoła Podstawowa w Bloku Dobryszyce, Blok Dobryszyce ul. Kolejowa 24, 97-505 Dobryszyce";"gm. Dobryszyce";"radomszczański";"łódzkie";"1078";"1187";"331";"747";"1";"3";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"41";"19";"22";"0";"706";"217";"287";"202"
"7798-32be-b691-b43d-d0fc-24ea-34d2-4e97";"101203";"28";"1";"wieś";"stały";"Świetlica Wiejska w Borowie, Borowa 41B, 97-540 Gidle";"gm. Gidle";"radomszczański";"łódzkie";"450";"496";"227";"223";"2";"2";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"6";"2";"4";"0";"217";"40";"140";"37"
"d5f1-4ce8-cc80-cd5b-d6b2-b22b-2995-5cf2";"101203";"28";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Ciężkowicach, Ciężkowice 36, 97-540 Gidle";"gm. Gidle";"radomszczański";"łódzkie";"626";"694";"268";"358";"1";"4";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"2";"0";"2";"0";"356";"62";"240";"54"
"054a-655f-80ed-55cd-d64a-e63a-bf5a-3480";"101203";"28";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Gidlach, ul. Szkolna 7, 97-540 Gidle";"gm. Gidle";"radomszczański";"łódzkie";"1067";"1172";"375";"692";"1";"1";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"22";"8";"14";"0";"670";"185";"309";"176"
"589d-8b7c-2cc4-10e8-e609-ecc3-2754-4dc3";"101203";"28";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Pławnie, Pławno Przedborska 4, 97-540 Gidle";"gm. Gidle";"radomszczański";"łódzkie";"760";"839";"308";"452";"2";"1";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"6";"1";"5";"0";"446";"85";"247";"114"
"762b-16f5-ef61-c362-04d1-c300-f3e9-2038";"101203";"28";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Gidlach, ul. Szkolna 7, 97-540 Gidle";"gm. Gidle";"radomszczański";"łódzkie";"986";"1087";"431";"555";"0";"0";"1";"1";"0";"0";"0";"0";"1";"556";"1";"0";"556";"10";"1";"9";"0";"546";"139";"299";"108"
"741c-dba6-e9b0-193b-55c0-3009-a6e4-95f9";"101203";"28";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Pławnie, Pławno Przedborska 4, 97-540 Gidle";"gm. Gidle";"radomszczański";"łódzkie";"711";"771";"261";"450";"2";"3";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"12";"2";"10";"0";"437";"144";"166";"127"
"99e7-f347-f79d-af62-0aae-d646-7231-8a80";"101204";"28";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Gomunicach, ul. Słowackiego 12, 97-545 Gomunice";"gm. Gomunice";"radomszczański";"łódzkie";"1114";"1238";"392";"722";"1";"2";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"19";"3";"16";"0";"703";"176";"393";"134"
"f427-8079-c68c-98b3-4026-e769-a20c-2eb0";"101204";"28";"2";"wieś";"stały";"Urząd Gminy w Gomunicach, ul. Armii Krajowej 30, 97-545 Gomunice";"gm. Gomunice";"radomszczański";"łódzkie";"907";"1009";"260";"647";"6";"4";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"7";"1";"6";"0";"640";"158";"331";"151"
"2d58-b6a0-36da-fb20-f8e8-0fa2-d492-ee92";"101204";"28";"3";"wieś";"stały";"Strażnica OSP w Kletni, Kletnia ul. Główna 33, 97-545 Gomunice";"gm. Gomunice";"radomszczański";"łódzkie";"912";"1019";"293";"619";"2";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"10";"4";"6";"0";"609";"135";"334";"140"
"6ef0-19f6-2ff7-496a-b420-3c01-1cc9-6460";"101204";"28";"4";"wieś";"stały";"Strażnica OSP w Kocierzowach, Kocierzowy 85, 97-545 Gomunice";"gm. Gomunice";"radomszczański";"łódzkie";"541";"606";"217";"324";"2";"1";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"4";"1";"3";"0";"320";"67";"184";"69"
