"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Artur Jerzy DUNIN";"Dominik Jan SANKOWSKI"
"0b68-93c7-3e52-a871-3530-03ea-a7c1-c494";"106101";"23";"185";"miasto";"stały";"Szkoła Podstawowa nr 11 im. Marii Kownackiej, ul. Hufcowa 20A, 94-107 Łódź";"m. Łódź";"Łódź";"łódzkie";"1350";"1497";"241";"1109";"4";"10";"1";"1";"0";"0";"0";"0";"1";"1110";"1";"0";"1110";"41";"10";"31";"0";"1069";"687";"382"
"ea97-b4ba-c3ed-1582-f0ba-64ec-c790-e084";"106101";"23";"186";"miasto";"stały";"Przedszkole Miejskie nr 165, ul. Hufcowa 14, 94-107 Łódź";"m. Łódź";"Łódź";"łódzkie";"1610";"1758";"333";"1276";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1277";"0";"0";"1277";"45";"9";"36";"0";"1232";"840";"392"
"de3f-79e6-28d2-a866-47bb-2483-d320-1334";"106101";"23";"187";"miasto";"stały";"Łódzkie Stowarzyszenie Oświatowe, ul. Babickiego 15, 94-056 Łódź";"m. Łódź";"Łódź";"łódzkie";"1617";"1818";"302";"1315";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1316";"1";"0";"1316";"55";"11";"44";"0";"1261";"859";"402"
"d213-7d38-73c3-5521-095b-e3e2-c9f7-46ee";"106101";"23";"188";"miasto";"stały";"Szkoła Podstawowa nr 11 im. Marii Kownackiej, ul. Hufcowa 20A, 94-107 Łódź";"m. Łódź";"Łódź";"łódzkie";"1632";"1806";"268";"1364";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1363";"0";"1";"1362";"47";"10";"37";"0";"1315";"912";"403"
"ba2a-89ba-d099-6839-5ee8-f890-e492-5eca";"106101";"23";"189";"miasto";"stały";"Szkoła Podstawowa nr 137 im. Aleksandra Kamińskiego, ul. Olimpijska 9, 94-043 Łódź";"m. Łódź";"Łódź";"łódzkie";"1130";"1257";"163";"967";"1";"5";"1";"1";"0";"0";"0";"0";"1";"967";"1";"0";"967";"25";"6";"19";"0";"942";"643";"299"
"5178-ee13-f521-327a-52f1-653a-5243-3f84";"106101";"23";"190";"miasto";"stały";"Przedszkole Miejskie z Oddziałami Integracyjnymi nr 214, ul. Batalionów Chłopskich 21, 94-058 Łódź";"m. Łódź";"Łódź";"łódzkie";"1331";"1459";"187";"1144";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1143";"0";"0";"1143";"24";"9";"15";"0";"1119";"741";"378"
"b97b-423a-7e6c-ce03-fdd0-c532-8049-ed8d";"106101";"23";"191";"miasto";"stały";"Przedszkole Miejskie z Oddziałami Integracyjnymi nr 214, ul. Batalionów Chłopskich 21, 94-058 Łódź";"m. Łódź";"Łódź";"łódzkie";"1759";"1983";"293";"1466";"0";"2";"2";"2";"0";"0";"0";"0";"2";"1468";"2";"0";"1468";"48";"13";"35";"0";"1420";"950";"470"
"0c69-468d-8b7f-f0ad-34ac-1d64-480d-840c";"106101";"23";"192";"miasto";"stały";"Szkoła Podstawowa nr 137 im. prof. Aleksandra Kamińskiego, ul. Florecistów 3B, 94-042 Łódź";"m. Łódź";"Łódź";"łódzkie";"2750";"3019";"524";"2226";"2";"10";"1";"1";"0";"0";"0";"0";"1";"2227";"1";"0";"2227";"61";"13";"48";"0";"2166";"1458";"708"
"8e25-f4cc-7a89-dbf3-9f7f-e9c2-83b9-c118";"106101";"23";"193";"miasto";"stały";"Poczta Polska SA, ul. Obywatelska 121/129, 94-104 Łódź";"m. Łódź";"Łódź";"łódzkie";"1980";"2163";"309";"1671";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1671";"0";"0";"1671";"53";"19";"34";"0";"1618";"1233";"385"
"1d24-ffa5-e18f-8c62-a68a-a862-7dda-7676";"106101";"23";"194";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Pienista"", ul. Kubusia Puchatka 9, 94-119 Łódź";"m. Łódź";"Łódź";"łódzkie";"1480";"1641";"170";"1310";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1310";"0";"0";"1310";"32";"9";"23";"0";"1278";"943";"335"
"9274-a2cf-37e0-def0-c2d3-2a6b-17f1-c8e9";"106101";"23";"195";"miasto";"stały";"Grupowa Oczyszczalnia Ścieków w Łodzi Sp. z o. o., ul. Sanitariuszek 70/72, 93-469 Łódź";"m. Łódź";"Łódź";"łódzkie";"560";"621";"147";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"22";"5";"17";"0";"391";"227";"164"
"7abd-526e-f479-6f9e-a300-c1ac-f045-c82c";"106101";"23";"196";"miasto";"stały";"Szkoła Podstawowa nr 169 im. Marii Dąbrowskiej, ul. Napoleońska 7/17, 94-231 Łódź";"m. Łódź";"Łódź";"łódzkie";"1607";"1774";"205";"1402";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1401";"0";"0";"1401";"31";"7";"24";"0";"1370";"999";"371"
"4d58-afed-01e2-5df2-7bbe-409a-e62d-7763";"106101";"23";"197";"miasto";"stały";"Szkoła Podstawowa nr 169 im. Marii Dąbrowskiej, ul. Napoleońska 7/17, 94-231 Łódź";"m. Łódź";"Łódź";"łódzkie";"2460";"2713";"402";"2058";"1";"12";"0";"0";"0";"0";"0";"0";"0";"2058";"0";"0";"2058";"37";"8";"29";"0";"2021";"1364";"657"
"eaee-9086-afa1-55ea-2fd8-9803-93e4-67a6";"106101";"23";"198";"miasto";"stały";"Fundacja Navicula Centrum, ul. Cedry 2, 91-129 Łódź";"m. Łódź";"Łódź";"łódzkie";"2050";"2294";"346";"1704";"1";"4";"1";"0";"0";"0";"0";"0";"0";"1702";"0";"0";"1702";"68";"21";"47";"0";"1634";"1139";"495"
"bf36-48bb-32d4-544d-afcf-9659-d22e-ad91";"106101";"23";"199";"miasto";"stały";"Przedszkole Miejskie nr 207, ul. Piotrkowska 272, 93-005 Łódź";"m. Łódź";"Łódź";"łódzkie";"1400";"1587";"321";"1079";"1";"33";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"32";"6";"26";"0";"1047";"731";"316"
"c0a3-204f-603d-71df-0b90-a983-00d1-ae94";"106101";"23";"200";"miasto";"stały";"Szkoła Podstawowa nr 14 im. Józefa Lompy, ul. Wigury 8/10, 90-301 Łódź";"m. Łódź";"Łódź";"łódzkie";"1230";"1357";"413";"817";"1";"15";"1";"1";"0";"0";"0";"0";"1";"818";"1";"0";"818";"31";"4";"27";"0";"787";"517";"270"
"28a7-40c2-90f1-cb9a-5d7a-94da-02b1-ff25";"106101";"23";"201";"miasto";"stały";"Biblioteka Miejska w Łodzi Filia Nr 47, ul. Brzeźna 10, 90-303 Łódź";"m. Łódź";"Łódź";"łódzkie";"1850";"2210";"172";"1678";"0";"36";"0";"0";"0";"0";"0";"0";"0";"1677";"0";"0";"1677";"53";"26";"27";"0";"1624";"1258";"366"
"7e6a-253b-3c9e-bdda-63b6-0094-78fc-5370";"106101";"23";"202";"miasto";"stały";"Szkoła Podstawowa nr 2 im. ks. Jana Twardowskiego, ul. Sienkiewicza 137/139, 90-302 Łódź";"m. Łódź";"Łódź";"łódzkie";"1091";"1202";"505";"586";"2";"0";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"27";"8";"19";"0";"559";"360";"199"
"1d4e-e645-cf35-419c-2eb2-cd3f-3fe7-e601";"106101";"23";"203";"miasto";"stały";"Szkoła Podstawowa nr 14 im. Józefa Lompy, ul. Wigury 8/10, 90-301 Łódź";"m. Łódź";"Łódź";"łódzkie";"1249";"1423";"152";"1097";"3";"27";"0";"0";"0";"0";"0";"0";"0";"1097";"0";"0";"1097";"30";"7";"23";"0";"1067";"737";"330"
"127f-52ac-efbc-6f5e-3334-0f29-9eb1-706f";"106101";"23";"204";"miasto";"stały";"Lokal Rady Osiedla ""Katedralna"", ul. Żwirki 3, 90-448 Łódź";"m. Łódź";"Łódź";"łódzkie";"880";"999";"192";"688";"1";"10";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"30";"6";"24";"0";"658";"472";"186"
"bd0b-a47a-c492-9daf-6425-b2db-55a1-c91d";"106101";"23";"205";"miasto";"stały";"Technikum nr 3 w Łodzi, ul. Sienkiewicza 117, 90-301 Łódź";"m. Łódź";"Łódź";"łódzkie";"690";"773";"226";"464";"3";"11";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"17";"4";"13";"0";"447";"283";"164"
"3fbd-d739-eb4b-2142-e4e5-a5ca-3144-48e2";"106101";"23";"206";"miasto";"stały";"Zarząd Lokali Miejskich w Łodzi, ul. Kościuszki 47, 90-514 Łódź";"m. Łódź";"Łódź";"łódzkie";"1390";"1551";"343";"1047";"3";"20";"1";"1";"0";"0";"0";"0";"1";"1048";"1";"0";"1048";"28";"5";"23";"0";"1020";"712";"308"
"d824-c89e-38a4-4474-1131-1930-eaa4-87e4";"106101";"23";"207";"miasto";"stały";"Szkoła Podstawowa nr 173, ul. Sienkiewicza 46, 90-009 Łódź";"m. Łódź";"Łódź";"łódzkie";"2238";"2478";"622";"1618";"0";"35";"0";"0";"0";"0";"0";"0";"0";"1617";"0";"1";"1616";"52";"9";"43";"0";"1564";"1083";"481"
"fae6-3869-7a04-c555-d8bf-daa6-0046-12c9";"106101";"23";"208";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Łodzi, ul. Kilińskiego 102/102a, 90-012 Łódź";"m. Łódź";"Łódź";"łódzkie";"300";"338";"130";"170";"0";"8";"0";"0";"0";"0";"0";"0";"0";"170";"0";"0";"170";"7";"4";"3";"0";"163";"106";"57"
"ca45-a858-c45e-9853-77df-87bc-3029-de53";"106101";"23";"209";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Łodzi, ul. Kilińskiego 102/102a, 90-012 Łódź";"m. Łódź";"Łódź";"łódzkie";"1029";"1150";"415";"614";"0";"0";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"20";"4";"16";"0";"594";"387";"207"
"4416-5583-4c3a-4d71-3a2a-e607-b8b8-254e";"106101";"23";"210";"miasto";"stały";"Związek Młodzieży Chrześcijańskiej Polska YMCA Ognisko w Łodzi, ul. Moniuszki 4A, 90-111 Łódź";"m. Łódź";"Łódź";"łódzkie";"679";"774";"260";"419";"1";"15";"1";"1";"0";"0";"0";"0";"1";"420";"1";"0";"420";"15";"2";"13";"0";"405";"266";"139"
"e88c-1bd1-43e8-053e-30d7-e516-c30b-fe91";"106101";"23";"211";"miasto";"stały";"Łódzki Ośrodek Geodezji, ul. Traugutta 21/23, 90-113 Łódź";"m. Łódź";"Łódź";"łódzkie";"1940";"2196";"650";"1290";"0";"33";"0";"0";"0";"0";"0";"0";"0";"1290";"0";"0";"1290";"44";"22";"22";"0";"1246";"821";"425"
"beaf-b84f-d779-c075-3144-c32d-b172-2ca6";"106101";"23";"212";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 111, ul. Jaracza 44/46, 90-252 Łódź";"m. Łódź";"Łódź";"łódzkie";"1980";"2169";"954";"1026";"0";"41";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"41";"13";"28";"0";"985";"608";"377"
"ee12-416b-3eef-e996-2581-4991-faf0-0a53";"106101";"23";"213";"miasto";"stały";"Biblioteka Otwarta, ul. Narutowicza 8/10, 90-135 Łódź";"m. Łódź";"Łódź";"łódzkie";"660";"739";"232";"428";"1";"18";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"17";"9";"8";"0";"411";"286";"125"
"557c-498e-050c-5213-9278-df61-757f-14c6";"106101";"23";"214";"miasto";"stały";"Ośrodek Szkolenia Kierowców Krzysztof Kołodziejczak, ul. Więckowskiego 13, 90-721 Łódź";"m. Łódź";"Łódź";"łódzkie";"1439";"1572";"608";"831";"1";"7";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"38";"12";"26";"0";"793";"482";"311"
"89eb-e03d-207f-ef02-a3b8-316c-0b7e-8d0c";"106101";"23";"215";"miasto";"stały";"Szkoła Podstawowa nr 23 im. Marii Bohuszewiczówny, ul. Gdańska 16, 90-707 Łódź";"m. Łódź";"Łódź";"łódzkie";"1679";"1839";"691";"988";"3";"15";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"36";"5";"31";"0";"952";"592";"360"
"7b76-98e2-21c3-6f3e-801c-54bd-03e1-d8f1";"106101";"23";"216";"miasto";"stały";"IV Liceum Ogólnokształcące im. Emilii Sczanieckiej, ul. Pomorska 16, 91-416 Łódź";"m. Łódź";"Łódź";"łódzkie";"2241";"2446";"1010";"1231";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"53";"10";"43";"0";"1178";"748";"430"
"e462-fd70-f0b4-a431-04f8-120a-ecc8-ae86";"106101";"23";"217";"miasto";"stały";"Szkoła Podstawowa nr 175 im. Henryka Ryla, ul. Pomorska 27, 90-202 Łódź";"m. Łódź";"Łódź";"łódzkie";"909";"1010";"365";"544";"1";"4";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"25";"6";"19";"0";"519";"333";"186"
"5e97-2d41-2932-8484-16c1-71b2-4430-1b91";"106101";"23";"218";"miasto";"stały";"Szkoła Podstawowa nr 70 im. Stanisława Wyspiańskiego, ul. Rewolucji 1905 r. 22, 90-207 Łódź";"m. Łódź";"Łódź";"łódzkie";"1370";"1503";"582";"788";"0";"10";"1";"1";"0";"0";"0";"0";"1";"789";"1";"0";"789";"20";"6";"14";"0";"769";"507";"262"
"f731-f5d1-c0fc-8830-e69f-3b35-b9e8-114b";"106101";"23";"219";"miasto";"stały";"Lokal Rady Osiedla ""Śródmieście-Wschód"", ul. Jaracza 42, 90-252 Łódź";"m. Łódź";"Łódź";"łódzkie";"2230";"2434";"774";"1456";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1456";"0";"0";"1456";"56";"21";"35";"0";"1400";"920";"480"
"24f7-f772-5bff-751b-7dd4-a0b4-6af5-b358";"106101";"23";"220";"miasto";"stały";"Akademia Humanistyczno-Ekonomiczna w Łodzi, ul. Pomorska 51, 90-204 Łódź";"m. Łódź";"Łódź";"łódzkie";"1218";"1356";"474";"744";"0";"6";"1";"1";"0";"0";"0";"0";"1";"745";"1";"0";"745";"20";"3";"17";"0";"725";"462";"263"
"0471-1b16-27fe-6d67-6e2a-d8ef-9d69-acab";"106101";"23";"221";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Adama Mickiewicza, ul. Sterlinga 24, 90-212 Łódź";"m. Łódź";"Łódź";"łódzkie";"650";"751";"130";"520";"2";"25";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"10";"2";"8";"0";"510";"348";"162"
"ee77-3a96-76e6-84c2-dd44-14a9-92fc-3899";"106101";"23";"222";"miasto";"stały";"Polsko-Amerykański Ośrodek Kształcenia Zawodowego, ul. Kamińskiego 17/19, 90-229 Łódź";"m. Łódź";"Łódź";"łódzkie";"1001";"1162";"238";"763";"1";"17";"0";"0";"0";"0";"0";"0";"0";"763";"0";"4";"759";"24";"7";"17";"0";"735";"491";"244"
"9f39-3cc4-aee3-5170-12c9-02d9-c9c1-88d3";"106101";"23";"223";"miasto";"stały";"Szkoła Podstawowa nr 94 w Łodzi, ul. Zacisze 7/9, 90-228 Łódź";"m. Łódź";"Łódź";"łódzkie";"1110";"1250";"251";"859";"0";"7";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"30";"6";"24";"0";"829";"577";"252"
"bf46-1300-1fb4-9aff-668a-9a6d-8db2-edb3";"106101";"23";"224";"miasto";"stały";"VIII Liceum Ogólnokształcące im. Adama Asnyka, ul. Pomorska 105, 91-402 Łódź";"m. Łódź";"Łódź";"łódzkie";"1684";"1924";"308";"1381";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"34";"4";"30";"0";"1344";"931";"413"
"aa9d-3dd4-b65a-3af7-579e-8ac2-55f7-4d01";"106101";"23";"225";"miasto";"stały";"MPK-Łódź Sp. z o. o., ul. Tramwajowa 8, 90-132 Łódź";"m. Łódź";"Łódź";"łódzkie";"1390";"1574";"278";"1112";"4";"16";"1";"1";"0";"0";"0";"0";"1";"1113";"1";"0";"1113";"32";"12";"20";"0";"1081";"751";"330"
"a372-0776-a8fd-3efe-b2ca-3b15-2ea0-6808";"106101";"23";"226";"miasto";"stały";"XXIX Liceum Ogólnokształcące im. hm. Janka Bytnara ""Rudego"", ul. Zelwerowicza 38/44, 90-148 Łódź";"m. Łódź";"Łódź";"łódzkie";"1390";"1528";"215";"1173";"7";"15";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"5";"1166";"32";"12";"20";"0";"1134";"803";"331"
"921f-1b07-0e16-2eb9-cbac-6a5a-98dc-6f5b";"106101";"23";"227";"miasto";"stały";"XXIX Liceum Ogólnokształcące im. hm. Janka Bytnara ""Rudego"", ul. Zelwerowicza 38/44, 90-148 Łódź";"m. Łódź";"Łódź";"łódzkie";"990";"1052";"172";"817";"0";"12";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"27";"12";"15";"0";"790";"569";"221"
"1b7e-3c70-9ac4-e5f9-ade6-037c-e412-d73f";"106101";"23";"228";"miasto";"stały";"Uniwersytet Łódzki Wydział Chemii, ul. Tamka 12, 92-403 Łódź";"m. Łódź";"Łódź";"łódzkie";"1710";"2080";"217";"1493";"3";"52";"1";"1";"0";"0";"0";"0";"1";"1494";"1";"0";"1494";"49";"12";"37";"0";"1445";"908";"537"
"cb0e-9c83-986c-332e-871c-8c2a-4636-92ed";"106101";"23";"284";"miasto";"zakład leczniczy";"Specjalistyczny Psychiatryczny Zespół Opieki Zdrowotnej w Łodzi im. dr. J. Babińskiego, ul. Aleksandrowska 159, 91-229 Łódź";"m. Łódź";"Łódź";"łódzkie";"500";"405";"350";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"9";"1";"8";"0";"140";"68";"72"
"a043-c996-d63e-4a95-4df9-cdd9-aefa-8065";"106101";"23";"285";"miasto";"zakład leczniczy";"Wojewódzki Zespół Zakładów Opieki Zdrowotnej Centrum Leczenia Chorób Płuc i Rehabilitacji w Łodzi, ul. Okólna 181, 91-520 Łódź";"m. Łódź";"Łódź";"łódzkie";"262";"221";"126";"136";"0";"2";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"3";"0";"3";"0";"133";"75";"58"
"7b41-acb6-3151-5144-4b37-0f6e-3e3e-e7c9";"106101";"23";"286";"miasto";"zakład leczniczy";"Wojewódzki Specjalistyczny Szpital im. dr. Wł. Biegańskiego w Łodzi, ul. Kniaziewicza 1/5, 91-347 Łódź";"m. Łódź";"Łódź";"łódzkie";"341";"209";"230";"111";"0";"8";"0";"0";"0";"0";"0";"0";"0";"111";"0";"0";"111";"0";"0";"0";"0";"111";"64";"47"
"3395-307c-4fd3-c81e-bf2a-e620-59cd-d6d8";"106101";"23";"287";"miasto";"zakład leczniczy";"Miejskie Centrum Medyczne im. dr. Karola Jonschera w Łodzi, ul. Przyrodnicza 7/9, 91-480 Łódź";"m. Łódź";"Łódź";"łódzkie";"35";"2";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"c9c2-8cfe-6b1e-465d-8589-5f31-c7c7-1a64";"106101";"23";"288";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji w Łodzi, ul. Północna 42, 91-425 Łódź";"m. Łódź";"Łódź";"łódzkie";"200";"102";"143";"57";"0";"4";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"3";"1";"2";"0";"54";"34";"20"
"9c35-a2a4-48fb-4caa-3d83-5d89-6847-70bb";"106101";"23";"289";"miasto";"dom pomocy społecznej";"6 Dom Pomocy Społecznej w Łodzi, ul. Złotnicza 10, 91-836 Łódź";"m. Łódź";"Łódź";"łódzkie";"124";"112";"81";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"1";"0";"1";"0";"42";"23";"19"
"091d-c182-d9f3-4f1a-c7c2-c5b6-de82-a0b2";"106101";"23";"290";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Pogodna Jesień” w Łodzi, ul. Dojazdowa 5/7, 91-503 Łódź";"m. Łódź";"Łódź";"łódzkie";"83";"69";"34";"49";"0";"1";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"49";"2";"0";"2";"0";"47";"14";"33"
"50c5-cadf-f0ff-7702-9df4-2e5b-7a2c-25ab";"106101";"23";"291";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Dom Kombatanta” im. majora Eugeniusza Gedymina Kaszyńskiego „Nurta” w Łodzi, ul. Przyrodnicza 24/26, 91-480 Łódź";"m. Łódź";"Łódź";"łódzkie";"44";"44";"14";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"5";"0";"5";"0";"25";"13";"12"
"03cd-9adf-3cd5-c676-ad95-e379-c90b-337e";"106101";"23";"292";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łodzi, ul. Rojna 15, 91-142 Łódź";"m. Łódź";"Łódź";"łódzkie";"91";"77";"33";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"58";"1";"0";"1";"0";"57";"19";"38"
"c265-2c1b-039d-5196-d893-a223-a92c-f365";"106101";"23";"293";"miasto";"areszt śledczy";"Areszt Śledczy w Łodzi, ul. Smutna 21, 91-729 Łódź";"m. Łódź";"Łódź";"łódzkie";"701";"676";"288";"413";"0";"1";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"26";"3";"23";"0";"387";"325";"62"
"4e47-2d25-5461-2d42-0ae2-852b-ae28-900f";"106101";"23";"303";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny im. Wojskowej Akademii Medycznej Uniwersytetu Medycznego w Łodzi Centralny Szpital Weteranów, ul. Żeromskiego 113, 90-549 Łódź";"m. Łódź";"Łódź";"łódzkie";"285";"195";"198";"87";"0";"5";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"87";"3";"1";"2";"0";"84";"46";"38"
"c355-33b7-7c3c-a1af-c6a6-18c2-78e4-5e2e";"106101";"23";"304";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny im. Wojskowej Akademii Medycznej Uniwersytetu Medycznego w Łodzi Centralny Szpital Weteranów, pl. Hallera 1, 90-647 Łódź";"m. Łódź";"Łódź";"łódzkie";"146";"122";"91";"55";"0";"4";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"2";"0";"2";"0";"53";"36";"17"
"0521-530c-b4f1-86d3-0344-d49f-3002-e39d";"106101";"23";"305";"miasto";"zakład leczniczy";"Wojewódzki Specjalistyczny Szpital im. M. Pirogowa w Łodzi, ul. Wólczańska 191/195, 90-531 Łódź";"m. Łódź";"Łódź";"łódzkie";"218";"157";"143";"75";"0";"2";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"4";"0";"4";"0";"71";"37";"34"
"d8dc-edbd-b4bf-ec5a-fc8b-c718-5551-70bf";"106101";"23";"306";"miasto";"zakład leczniczy";"Wojewódzki Specjalistyczny Szpital im. M. Pirogowa w Łodzi Ośrodek Szpitalny im. M. Madurowicza, ul. Wileńska 37, 94-029 Łódź";"m. Łódź";"Łódź";"łódzkie";"255";"151";"175";"80";"0";"1";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"80";"8";"0";"8";"0";"72";"47";"25"
"f324-a450-3f0f-6f2c-1925-1844-b85f-9937";"106101";"23";"307";"miasto";"dom pomocy społecznej";"2 Dom Pomocy Społecznej w Łodzi, ul. 28 Pułku Strzelców Kaniowskich 32, 90-640 Łódź";"m. Łódź";"Łódź";"łódzkie";"100";"81";"66";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"5";"0";"5";"0";"29";"14";"15"
"b798-34f6-e8d1-0157-3807-9bef-4ec0-041d";"106101";"23";"308";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Włókniarz” im. Jana Pawła II w Łodzi, ul. Krzemieniecka 7/9, 94-017 Łódź";"m. Łódź";"Łódź";"łódzkie";"115";"104";"44";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71";"0";"0";"71";"5";"1";"4";"0";"66";"21";"45"
"272a-57a3-46ba-ce05-e2da-7979-afe5-0029";"106101";"23";"309";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny nr 1 im. Norberta Barlickiego Uniwersytetu Medycznego w Łodzi, ul. Kopcińskiego 22, 90-153 Łódź";"m. Łódź";"Łódź";"łódzkie";"322";"201";"232";"90";"0";"2";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"3";"2";"1";"0";"87";"42";"45"
"6932-e7fa-7ced-1d2f-bc15-edc7-61af-083d";"106101";"23";"310";"miasto";"zakład leczniczy";"Centrum Medyczne im. dr. L. Rydygiera Sp. z o. o., ul. Sterlinga 13, 90-217 Łódź";"m. Łódź";"Łódź";"łódzkie";"51";"42";"35";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"11";"5"
"ebbc-0ec7-780d-8062-9623-85e6-1037-10bd";"106101";"23";"311";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łodzi, ul. Narutowicza 114, 90-145 Łódź";"m. Łódź";"Łódź";"łódzkie";"100";"91";"43";"57";"0";"6";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"7";"0";"7";"0";"50";"17";"33"
"72b2-902b-2f9c-8db6-1891-e8cf-5552-4f9a";"106101";"23";"318";"miasto";"zespół domów studenckich";"Politechnika Łódzka Obiekt C 15, al. Politechniki 3a, 93-590 Łódź";"m. Łódź";"Łódź";"łódzkie";"2800";"179";"2661";"139";"0";"25";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"8";"5";"3";"0";"131";"87";"44"
