"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Aleksander August POCIEJ";"Piotr Zbigniew RADZISZEWSKI"
"fca5-8a4f-0731-383a-e1ea-5eaf-93b3-01e3";"146517";"45";"657";"miasto";"stały";"CLIX Liceum Ogólnokształcące, Włochy ul. Solipska 17/19, 02-479 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1290";"1451";"60";"1230";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1229";"0";"0";"1229";"42";"14";"28";"0";"1187";"847";"340"
"cf29-37a2-7b00-e2cf-ecd0-b124-18ad-993d";"146517";"45";"658";"miasto";"stały";"Dom Kultury "" Włochy"", Włochy ul. Bolesława Chrobrego 27, 02-479 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1283";"1498";"99";"1184";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"1";"1183";"34";"14";"20";"0";"1149";"803";"346"
"f57b-1563-dc9b-a996-bdce-cf8f-1ea6-687b";"146517";"45";"659";"miasto";"stały";"Przedszkole Nr 71, Włochy ul. Śląska 50/52, 02-462 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1499";"1746";"154";"1345";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1345";"0";"0";"1345";"44";"13";"31";"0";"1301";"859";"442"
"2f85-3d71-89ae-f9dd-655d-b27a-1de8-5412";"146517";"45";"660";"miasto";"stały";"Ośrodek Pomocy Społecznej, Włochy ul. Czereśniowa 118, 02-456 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1408";"1618";"111";"1297";"0";"37";"1";"1";"0";"0";"0";"0";"1";"1296";"1";"0";"1296";"50";"17";"33";"0";"1246";"816";"430"
"0589-fe47-4e42-f79d-a829-5bad-3284-9453";"146517";"45";"661";"miasto";"stały";"Szkoła Podstawowa Nr 94, Włochy ul. Cietrzewia 22A, 02-492 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1801";"2033";"195";"1604";"1";"31";"0";"0";"0";"0";"0";"0";"0";"1605";"0";"0";"1605";"66";"22";"44";"0";"1539";"1059";"480"
"5b82-8bd7-4602-3b13-071d-3fc6-ee8f-d4b2";"146517";"45";"662";"miasto";"stały";"Ośrodek Pomocy Społecznej, Włochy ul. Czereśniowa 35, 02-456 Warszawa";"Włochy";"Warszawa";"mazowieckie";"550";"609";"45";"505";"0";"0";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"17";"3";"14";"0";"488";"386";"102"
"e237-2a5c-e45a-b582-7b9e-a976-d905-3d9d";"146517";"45";"663";"miasto";"stały";"Ratusz, Włochy Al. Krakowska 257, 02-133 Warszawa";"Włochy";"Warszawa";"mazowieckie";"2243";"2655";"83";"2160";"0";"96";"0";"0";"0";"0";"0";"0";"0";"2159";"0";"0";"2159";"66";"21";"45";"0";"2093";"1469";"624"
"419e-057c-fba6-b114-1917-780c-e9ff-08ee";"146517";"45";"664";"miasto";"stały";"Ośrodek Pomocy Społecznej-Filia, Włochy ul. Robotnicza 15, 02-261 Warszawa";"Włochy";"Warszawa";"mazowieckie";"669";"799";"62";"607";"2";"19";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"29";"2";"27";"0";"578";"323";"255"
"f76a-1c5b-6ef3-bdfa-96b7-e2eb-9b48-4550";"146517";"45";"665";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 87, Włochy ul. Malownicza 31, 02-272 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1250";"1394";"323";"927";"0";"35";"0";"0";"0";"0";"0";"0";"0";"927";"0";"2";"925";"34";"8";"26";"0";"891";"469";"422"
"70ad-08bf-a934-4a34-a2e8-ffdd-57d7-a938";"146517";"45";"666";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 87, Włochy ul. Malownicza 31, 02-272 Warszawa";"Włochy";"Warszawa";"mazowieckie";"738";"837";"115";"624";"1";"26";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"20";"4";"16";"0";"604";"340";"264"
"2f33-9f0c-e57f-81b6-d5cf-9a0b-9ff5-1709";"146517";"45";"667";"miasto";"stały";"Zespoł Szkół im. Bohaterów Narwiku, Włochy ul. Gładka 16, 02-172 Warszawa";"Włochy";"Warszawa";"mazowieckie";"680";"788";"173";"507";"1";"28";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"14";"4";"10";"0";"492";"295";"197"
"cf66-e8ee-2ffe-9547-d11b-9bf1-4135-7fb4";"146517";"45";"668";"miasto";"stały";"Zespól Szkolno-Przedszkolny Nr 5, Włochy ul. Astronautów 17, 02-154 Warszawa";"Włochy";"Warszawa";"mazowieckie";"901";"1033";"121";"779";"1";"28";"1";"1";"0";"0";"0";"0";"1";"780";"1";"0";"780";"31";"16";"15";"0";"749";"459";"290"
"670f-daa1-5cb9-9743-9125-2c46-9e87-17bb";"146517";"45";"669";"miasto";"stały";"Przedszkole Nr 175 w Zespole Szkolno-Przedszkolnym Nr 5, Włochy ul. Astronautów 5, 02-154 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1100";"1260";"65";"1035";"2";"99";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"35";"7";"28";"0";"1000";"659";"341"
"a749-91cf-c9cc-7849-c2d6-e56f-6521-0035";"146517";"45";"670";"miasto";"stały";"Ratusz, Włochy al. Krakowska 257, 02-133 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1285";"1448";"210";"1075";"3";"28";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"31";"11";"20";"0";"1044";"627";"417"
"e382-d797-8146-c827-e972-6ceb-3c77-3e90";"146517";"45";"671";"miasto";"stały";"Przedszkole Nr 78, Włochy ul. Lechicka 12D, 02-137 Warszawa";"Włochy";"Warszawa";"mazowieckie";"740";"841";"123";"617";"1";"12";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"10";"3";"7";"0";"607";"359";"248"
"6f09-7f39-c2a1-ee74-ef9f-5bd9-3272-786b";"146517";"45";"672";"miasto";"stały";"Szkoła Podstawowa Nr 88, Włochy ul. Radarowa 4B, 02-137 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1017";"1193";"33";"984";"0";"0";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"35";"10";"25";"0";"947";"652";"295"
"7211-c810-9a7e-a466-8480-90d8-5a6d-abb6";"146517";"45";"673";"miasto";"stały";"Szkoła Podstawowa nr 88, Włochy ul. Radarowa 4B, 02-137 Warszawa";"Włochy";"Warszawa";"mazowieckie";"857";"996";"112";"745";"0";"0";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"29";"6";"23";"0";"716";"418";"298"
"2b63-21ce-de62-12d4-5593-c43b-1a50-2217";"146517";"45";"674";"miasto";"stały";"Przedszkole Nr 313, Włochy ul. Sulmierzycka 1, 02-139 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1279";"1476";"140";"1139";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"39";"11";"28";"0";"1100";"772";"328"
"77f3-c5f9-f339-b524-945a-145e-9bbb-2828";"146517";"45";"675";"miasto";"stały";"Przedszkole Integracyjne Nr 314, Włochy ul. 1 Sierpnia 36A, 02-134 Warszawa";"Włochy";"Warszawa";"mazowieckie";"1320";"1485";"265";"1054";"2";"23";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"48";"11";"37";"0";"1007";"619";"388"
"9e9a-cd2c-f0f4-ae6a-e317-c1bb-c731-f3c0";"146518";"45";"261";"miasto";"stały";"Zespół Szkół nr 32, Wola ul. Ożarowska 71, 01-408 Warszawa";"Wola";"Warszawa";"mazowieckie";"1470";"1648";"357";"1113";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"40";"19";"21";"0";"1073";"626";"447"
"6b16-d698-775a-4a7a-2dd7-a434-dc9d-d61c";"146518";"45";"262";"miasto";"stały";"Zespół Szkół nr 32, Wola ul. Ożarowska 71, 01-408 Warszawa";"Wola";"Warszawa";"mazowieckie";"1559";"1726";"335";"1222";"5";"14";"1";"1";"1";"0";"0";"0";"0";"1224";"0";"0";"1224";"39";"6";"33";"0";"1185";"732";"453"
"56bf-1ec2-1923-f454-f86c-6c04-04d3-4503";"146518";"45";"263";"miasto";"stały";"Szkoła Podstawowa nr 225, Wola ul. J. Brożka 15, 01-451 Warszawa";"Wola";"Warszawa";"mazowieckie";"1918";"2197";"206";"1712";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1712";"0";"0";"1712";"50";"10";"40";"0";"1662";"1098";"564"
"b8b9-9fb1-9ab9-33e0-59c2-3575-2038-5c0c";"146518";"45";"264";"miasto";"stały";"Szkoła Podstawowa nr 388, Wola ul. Deotymy 25/33, 01-407 Warszawa";"Wola";"Warszawa";"mazowieckie";"1622";"1833";"244";"1377";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"38";"15";"23";"0";"1340";"850";"490"
"1b45-c226-2132-51a0-1a96-26e3-6805-c72c";"146518";"45";"265";"miasto";"stały";"Szkoła Podstawowa Integracyjna Nr 317, Wola ul. Deotymy 37, 01-409 Warszawa";"Wola";"Warszawa";"mazowieckie";"2669";"3037";"458";"2211";"2";"42";"1";"1";"0";"0";"0";"0";"1";"2212";"1";"4";"2208";"73";"16";"57";"0";"2135";"1273";"862"
"08da-78f1-c2d4-35eb-14dd-0921-7539-c522";"146518";"45";"266";"miasto";"stały";"Szkoła Podstawowa nr 225, Wola ul. Brożka 15, 01-451 Warszawa";"Wola";"Warszawa";"mazowieckie";"1671";"1856";"433";"1238";"2";"37";"0";"0";"0";"0";"0";"0";"0";"1238";"0";"0";"1238";"31";"8";"23";"0";"1207";"683";"524"
"d6d5-819f-b474-eaec-c71a-63ad-7f8b-2699";"146518";"45";"267";"miasto";"stały";"Szkoła Podstawowa nr 148, Wola ul. Ożarowska 69, 01-409 Warszawa";"Wola";"Warszawa";"mazowieckie";"984";"1105";"212";"772";"0";"14";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"25";"7";"18";"0";"747";"444";"303"
"a316-c8e9-e088-8f99-666b-07aa-37fd-7a9a";"146518";"45";"268";"miasto";"stały";"Szkoła Podstawowa nr 351, Wola ul. Jana Olbrachta 48/56, 01-111 Warszawa";"Wola";"Warszawa";"mazowieckie";"1802";"2013";"283";"1519";"4";"23";"0";"0";"0";"0";"0";"0";"0";"1519";"0";"0";"1519";"54";"12";"42";"0";"1465";"890";"575"
"1a2a-37fd-229f-3034-a05a-ab94-45ab-923f";"146518";"45";"269";"miasto";"stały";"Szkoła Podstawowa nr 351, Wola ul. Jana Olbrachta 48/56, 01-111 Warszawa";"Wola";"Warszawa";"mazowieckie";"1726";"2033";"145";"1579";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1577";"0";"0";"1577";"67";"26";"41";"0";"1510";"1068";"442"
"111e-d4ef-5019-866d-1b9a-7907-f0cd-345b";"146518";"45";"270";"miasto";"stały";"Przedszkole nr 403, Wola ul. Góralska 1, 01-112 Warszawa";"Wola";"Warszawa";"mazowieckie";"1419";"1419";"305";"1113";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"2";"1111";"28";"5";"23";"0";"1083";"617";"466"
"be4e-309c-b7e6-1a4f-4f54-7f59-8161-37f3";"146518";"45";"271";"miasto";"stały";"Przedszkole Nr 273, Wola ul. Jana Olbrachta 28, 01-111 Warszawa";"Wola";"Warszawa";"mazowieckie";"1249";"1361";"260";"989";"1";"9";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"32";"5";"27";"0";"956";"572";"384"
"630b-c92d-6c69-6d67-e296-1ab0-7b1d-1f25";"146518";"45";"272";"miasto";"stały";"LXXXVI Liceum Ogólnokształcące, Wola ul. K. Garbińskiego 1, 01-122 Warszawa";"Wola";"Warszawa";"mazowieckie";"1938";"2150";"447";"1491";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1490";"0";"0";"1490";"51";"17";"34";"0";"1439";"863";"576"
"78b4-397f-d8c4-e0ff-2fce-4fdc-49e8-b3e4";"146518";"45";"273";"miasto";"stały";"Szkoła Podstawowa nr 236, Wola ul. Elekcyjna 21/23, 01-128 Warszawa";"Wola";"Warszawa";"mazowieckie";"1440";"1589";"381";"1059";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1059";"0";"0";"1059";"26";"5";"21";"0";"1033";"600";"433"
"8faa-6359-9a30-13e0-4387-e126-dbc8-8fdf";"146518";"45";"274";"miasto";"stały";"Szkoła Podstawowa nr 238, Wola ul. Redutowa 37, 01-106 Warszawa";"Wola";"Warszawa";"mazowieckie";"1610";"1860";"200";"1410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1410";"0";"0";"1410";"53";"29";"24";"0";"1357";"897";"460"
"53e9-a8fd-c19a-4bda-afb9-7ab7-5c3d-93da";"146518";"45";"275";"miasto";"stały";"Szkoła Podstawowa nr 238, Wola ul. Redutowa 37, 01-106 Warszawa";"Wola";"Warszawa";"mazowieckie";"1610";"1852";"286";"1324";"2";"43";"1";"0";"0";"0";"0";"0";"0";"1324";"0";"0";"1324";"53";"53";"0";"0";"1271";"794";"477"
"2de0-9a21-6649-cd1f-28f1-64c0-9dea-cace";"146518";"45";"276";"miasto";"stały";"Szkoła Podstawowa nr 132, Wola ul. Grabowska 1, 01-236 Warszawa";"Wola";"Warszawa";"mazowieckie";"2730";"3087";"446";"2284";"0";"22";"0";"0";"0";"0";"0";"0";"0";"2284";"0";"0";"2284";"63";"23";"40";"0";"2221";"1334";"887"
"b7ca-d5d1-904c-0e1b-9d2d-0e46-52c5-6297";"146518";"45";"277";"miasto";"stały";"Przedszkole Nr 253, Wola Antka Rozpylacza 2, 01-107 Warszawa";"Wola";"Warszawa";"mazowieckie";"2140";"2438";"213";"1927";"1";"63";"0";"0";"0";"0";"0";"0";"0";"1923";"0";"0";"1923";"62";"16";"46";"0";"1861";"1312";"549"
"1ea7-3ced-f59b-9986-1f3f-c504-f962-40e9";"146518";"45";"278";"miasto";"stały";"LXXXVI Liceum Ogólnokształcące, Wola ul. K. Garbińskiego 1, 01-122 Warszawa";"Wola";"Warszawa";"mazowieckie";"1925";"2146";"389";"1536";"2";"16";"0";"0";"0";"0";"0";"0";"0";"1536";"0";"3";"1533";"51";"13";"38";"0";"1482";"990";"492"
"9a4e-ec6c-64b0-4b40-593c-a92c-eb2e-5935";"146518";"45";"279";"miasto";"stały";"Przedszkole Nr 426, Wola ul. Boguszewska 4, 01-250 Warszawa";"Wola";"Warszawa";"mazowieckie";"2323";"2514";"152";"2171";"0";"113";"0";"0";"0";"0";"0";"0";"0";"2156";"0";"0";"2156";"55";"24";"31";"0";"2101";"1639";"462"
"9f75-9fd1-5d76-77e5-d29c-23c2-1939-c597";"146518";"45";"280";"miasto";"stały";"Szkoła Podstawowa nr 132, Wola ul. Grabowska 1, 01-236 Warszawa";"Wola";"Warszawa";"mazowieckie";"2560";"2747";"215";"2345";"0";"119";"0";"0";"0";"0";"0";"0";"0";"2345";"0";"0";"2345";"66";"37";"29";"0";"2279";"1789";"490"
"defb-5204-fe41-7b6e-4f2f-d577-e5fb-3e9b";"146518";"45";"281";"miasto";"stały";"XXXIII Liceum Ogólnokształcące, Wola ul. J. Bema 76, 01-225 Warszawa";"Wola";"Warszawa";"mazowieckie";"1480";"1720";"208";"1272";"1";"31";"0";"0";"0";"0";"0";"0";"0";"1270";"0";"0";"1270";"30";"10";"20";"0";"1240";"821";"419"
"f2bb-3f0a-5837-0fa3-edbd-4df8-c331-5a13";"146518";"45";"282";"miasto";"stały";"XXXIII Liceum Ogólnokształcące, Wola J. Bema 76, 01-225 Warszawa";"Wola";"Warszawa";"mazowieckie";"1362";"1544";"190";"1172";"5";"16";"0";"0";"0";"0";"0";"0";"0";"1169";"0";"0";"1169";"45";"12";"33";"0";"1124";"719";"405"
"fe8e-5b1f-3f8f-0a02-b21e-4d8e-5941-c280";"146518";"45";"283";"miasto";"stały";"Zespół Poradni Psychologiczno-Pedagogicznych nr 1, Wola ul. Zawiszy 13, 01-167 Warszawa";"Wola";"Warszawa";"mazowieckie";"2350";"2654";"111";"2239";"0";"51";"0";"0";"0";"0";"0";"0";"0";"2238";"0";"0";"2238";"87";"32";"55";"0";"2151";"1662";"489"
"ec4c-632f-4d0a-7140-baa9-0ee4-303d-a8a7";"146518";"45";"284";"miasto";"stały";"Zespół Poradni Psychologiczno-Pedagogicznych nr 1, Wola ul. Zawiszy 13, 01-167 Warszawa";"Wola";"Warszawa";"mazowieckie";"1850";"2134";"208";"1642";"3";"29";"0";"0";"0";"0";"0";"0";"0";"1641";"0";"0";"1641";"47";"8";"39";"0";"1594";"1133";"461"
"ee9a-aaad-fb0f-904f-5490-2c88-52be-b0d4";"146518";"45";"285";"miasto";"stały";"Szkoła Podstawowa nr 386, Wola ul. Grenady 16, 01-154 Warszawa";"Wola";"Warszawa";"mazowieckie";"1660";"1850";"333";"1327";"2";"11";"1";"1";"1";"0";"0";"0";"0";"1327";"0";"0";"1327";"55";"13";"42";"0";"1272";"779";"493"
"4379-64f0-fc3b-2a40-f2ca-994f-e8da-3564";"146518";"45";"286";"miasto";"stały";"Szkoła Podstawowa nr 386, Wola ul. Grenady 16, 01-154 Warszawa";"Wola";"Warszawa";"mazowieckie";"1651";"1806";"430";"1221";"6";"7";"0";"0";"0";"0";"0";"0";"0";"1221";"0";"1";"1220";"30";"13";"17";"0";"1190";"699";"491"
"eea6-6244-9d20-2723-1bbe-1076-14d5-d4e2";"146518";"45";"287";"miasto";"stały";"Straż Miejska – IV Oddział Terenowy, Wola ul. K. Sołtyka 8/10, 01-163 Warszawa";"Wola";"Warszawa";"mazowieckie";"1390";"1569";"304";"1086";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"27";"7";"20";"0";"1058";"670";"388"
"82dc-1d29-b617-265c-5097-f583-bb50-a139";"146518";"45";"288";"miasto";"stały";"Oddział Przedszkola nr 237, Wola ul. Leonarda 6/8, 01-183 Warszawa";"Wola";"Warszawa";"mazowieckie";"1360";"1551";"308";"1052";"2";"16";"1";"1";"1";"0";"0";"0";"0";"1052";"0";"0";"1052";"31";"7";"24";"0";"1021";"620";"401"
"96bc-0fd8-5c0e-5ad4-6bfa-0924-17b2-ba7a";"146518";"45";"289";"miasto";"stały";"Szkoła Podstawowa nr 63, Wola ul. Płocka 30, 01-148 Warszawa";"Wola";"Warszawa";"mazowieckie";"1450";"1593";"346";"1104";"3";"27";"0";"0";"0";"0";"0";"0";"0";"1104";"0";"0";"1104";"28";"11";"17";"0";"1076";"697";"379"
"6181-3091-3264-c188-88c1-4a90-7ac3-1a43";"146518";"45";"290";"miasto";"stały";"Szkoła Podstawowa nr 139, Wola ul. Syreny 5/7, 01-132 Warszawa";"Wola";"Warszawa";"mazowieckie";"1849";"2196";"171";"1678";"2";"18";"0";"0";"0";"0";"0";"0";"0";"1677";"0";"0";"1677";"61";"30";"31";"0";"1616";"1157";"459"
"a074-62ff-537b-61bf-f801-998e-66b3-8f63";"146518";"45";"291";"miasto";"stały";"Szkoła Podstawowa nr 139, Wola ul. Syreny 5/7, 01-132 Warszawa";"Wola";"Warszawa";"mazowieckie";"1719";"1792";"464";"1255";"3";"21";"0";"0";"0";"0";"0";"0";"0";"1255";"0";"0";"1255";"33";"6";"27";"0";"1222";"700";"522"
"094a-712d-9dde-f8d8-6934-fda5-3d01-ea9d";"146518";"45";"292";"miasto";"stały";"Wolskie Centrum Kultury „Działdowska”, Wola ul. Działdowska 6, 01-184 Warszawa";"Wola";"Warszawa";"mazowieckie";"1668";"1906";"372";"1296";"0";"11";"1";"1";"0";"0";"0";"0";"1";"1297";"1";"0";"1297";"43";"6";"37";"0";"1254";"782";"472"
"276f-1eff-db07-2915-4e6e-64b2-bfc1-3a91";"146518";"45";"293";"miasto";"stały";"Zespół Szkół nr 36, Wola ul. M. Kasprzaka 19/21, 01-211 Warszawa";"Wola";"Warszawa";"mazowieckie";"1339";"1520";"208";"1131";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"31";"8";"23";"0";"1088";"690";"398"
"35c7-e6ea-ace2-042e-4ca4-0e7e-2a19-af39";"146518";"45";"294";"miasto";"stały";"III Liceum Ogólnokształcące, Wola ul. Rogalińska 2, 01-206 Warszawa";"Wola";"Warszawa";"mazowieckie";"2429";"2797";"105";"2324";"2";"94";"1";"1";"1";"0";"0";"0";"0";"2323";"0";"0";"2323";"74";"25";"49";"0";"2249";"1707";"542"
"a779-dfb7-5694-f492-73da-6bcc-10d1-7dd6";"146518";"45";"295";"miasto";"stały";"Zespół Szkół im. M. Konarskiego, Wola ul. Okopowa 55A, 01-043 Warszawa";"Wola";"Warszawa";"mazowieckie";"2208";"2520";"405";"1803";"0";"61";"1";"1";"0";"0";"0";"0";"1";"1804";"1";"0";"1804";"40";"12";"28";"0";"1764";"1224";"540"
"6367-f871-6365-441d-9183-7a3f-6e96-89cf";"146518";"45";"296";"miasto";"stały";"Szkoła Podstawowa nr 166, Wola ul. Żytnia 40, 01-014 Warszawa";"Wola";"Warszawa";"mazowieckie";"1849";"2149";"410";"1439";"3";"23";"0";"0";"0";"0";"0";"0";"0";"1438";"0";"0";"1438";"55";"18";"37";"0";"1383";"840";"543"
"de84-4b4f-9a8a-b403-fe20-b874-a7d4-3284";"146518";"45";"297";"miasto";"stały";"Szkoła Podstawowa nr 166, Wola ul. Żytnia 40, 01-014 Warszawa";"Wola";"Warszawa";"mazowieckie";"1525";"1754";"273";"1252";"3";"29";"0";"0";"0";"0";"0";"0";"0";"1252";"0";"1";"1251";"39";"15";"24";"0";"1212";"820";"392"
"4c57-bb38-c259-d756-a5cc-3c5f-5fb7-7a7e";"146518";"45";"298";"miasto";"stały";"Zespół Szkół Samochodowych i Licealnych nr 2, Wola al. Jana Pawła II 69, 01-038 Warszawa";"Wola";"Warszawa";"mazowieckie";"1571";"1853";"190";"1381";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1373";"0";"0";"1373";"48";"13";"35";"0";"1325";"858";"467"
"fcd4-5208-61da-9600-99f6-20ab-0086-cb23";"146518";"45";"299";"miasto";"stały";"Szkoła Podstawowa nr 222, Wola ul. Esperanto 7A, 00-049 Warszawa";"Wola";"Warszawa";"mazowieckie";"2760";"3130";"445";"2315";"4";"28";"0";"0";"0";"0";"0";"0";"0";"2313";"0";"0";"2313";"78";"27";"51";"0";"2235";"1470";"765"
"db8d-e7c1-d5c9-bf86-ac05-3f01-6513-1028";"146518";"45";"300";"miasto";"stały";"Szkoła Podstawowa nr 389, Wola ul. Smocza 19, 01-051 Warszawa";"Wola";"Warszawa";"mazowieckie";"1361";"1426";"264";"1097";"4";"27";"1";"1";"1";"0";"0";"0";"0";"1093";"0";"0";"1093";"34";"10";"24";"0";"1059";"710";"349"
"baac-8329-f761-68ab-9e84-4f35-83b1-ef7c";"146518";"45";"301";"miasto";"stały";"Szkoła Podstawowa nr 234, Wola ul. Esperanto 5, 01-049 Warszawa";"Wola";"Warszawa";"mazowieckie";"1781";"1910";"347";"1434";"0";"41";"0";"0";"0";"0";"0";"0";"0";"1434";"0";"1";"1433";"49";"14";"35";"0";"1384";"915";"469"
"4f87-4587-b87b-8fa5-198d-730e-9c9f-282d";"146518";"45";"302";"miasto";"stały";"Zespół Państwowych Szkół Plastycznych, Wola ul. Smocza 6, 01-009 Warszawa";"Wola";"Warszawa";"mazowieckie";"1833";"2158";"333";"1500";"1";"31";"0";"0";"0";"0";"0";"0";"0";"1492";"0";"0";"1492";"42";"9";"33";"0";"1450";"933";"517"
"80a1-2761-dd56-6d57-5434-158e-5452-8194";"146518";"45";"303";"miasto";"stały";"XXX Liceum Ogólnokształcące, Wola ul. Wolność 1/3, 01-018 Warszawa";"Wola";"Warszawa";"mazowieckie";"1800";"2060";"231";"1569";"3";"18";"0";"0";"0";"0";"0";"0";"0";"1563";"0";"0";"1563";"52";"17";"35";"0";"1511";"1018";"493"
"652d-7dcc-6da3-39ff-0cea-e27a-dd7e-2859";"146518";"45";"304";"miasto";"stały";"XXX Liceum Ogólnokształcące, Wola ul. Wolność 1/3, 01-018 Warszawa";"Wola";"Warszawa";"mazowieckie";"1920";"2200";"264";"1656";"3";"40";"1";"1";"1";"0";"0";"0";"0";"1654";"0";"0";"1654";"51";"17";"34";"0";"1603";"1078";"525"
"f05a-0133-0df8-1324-b49a-e765-7849-2eed";"146518";"45";"305";"miasto";"stały";"Zespół Szkół nr 36, Wola ul. M. Kasprzaka 19/21, 01-211 Warszawa";"Wola";"Warszawa";"mazowieckie";"1921";"2251";"225";"1696";"1";"68";"1";"1";"1";"0";"0";"0";"0";"1696";"0";"0";"1696";"63";"13";"50";"0";"1633";"1176";"457"
"2ab9-beca-17fe-a9a7-ea03-aed7-0345-d573";"146518";"45";"306";"miasto";"stały";"Szkoła Podstawowa Specjalna nr 147, Wola ul. Karolkowa 56, 01-193 Warszawa";"Wola";"Warszawa";"mazowieckie";"1238";"1409";"170";"1068";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"0";"1068";"22";"11";"11";"0";"1046";"733";"313"
"434b-7873-7877-045c-6f4b-412b-1b2a-40e2";"146518";"45";"307";"miasto";"stały";"Oddział Szkoły Podstawowej nr 221, Wola ul. Żelazna 71, 00-871 Warszawa";"Wola";"Warszawa";"mazowieckie";"1421";"1767";"48";"1373";"0";"75";"0";"0";"0";"0";"0";"0";"0";"1373";"0";"0";"1373";"38";"8";"30";"0";"1335";"1014";"321"
"7a1b-161d-516b-0a05-15d0-604e-7e88-030f";"146518";"45";"308";"miasto";"stały";"Szkoła Podstawowa nr 221, Wola ul. Ogrodowa 42/44, 00-876 Warszawa";"Wola";"Warszawa";"mazowieckie";"1580";"1780";"309";"1271";"1";"20";"1";"1";"1";"0";"0";"0";"0";"1271";"0";"0";"1271";"46";"11";"35";"0";"1225";"781";"444"
"5a94-63e0-b4ad-fd3e-84a3-7bc5-5b45-297b";"146518";"45";"309";"miasto";"stały";"Szkoła Podstawowa nr 221, Wola ul. Ogrodowa 42/44, 00-876 Warszawa";"Wola";"Warszawa";"mazowieckie";"1360";"1658";"165";"1195";"3";"22";"2";"2";"2";"0";"0";"0";"0";"1194";"0";"0";"1194";"30";"10";"20";"0";"1164";"779";"385"
