"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Łukasz Jan BANAŚ";"Tomasz Paweł KAJKOWSKI";"Krzysztof Piotr KUBAT";"Ryszard Bogdan MAJER"
"8633-d534-00fa-cf60-9122-bfb9-3123-9f06";"240409";"68";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Lelów ul. Szczekocińska 19, 42-235";"gm. Lelów";"częstochowski";"śląskie";"65";"61";"13";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"52";"6";"0";"6";"0";"46";"5";"5";"4";"32"
"beb3-aa6e-e1f1-f217-5308-0a61-4361-ce6c";"240410";"68";"1";"wieś";"stały";"Urząd Gminy Mstów, ul. Gminna 14, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"760";"817";"210";"550";"0";"11";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"6";"1";"5";"0";"544";"227";"43";"55";"219"
"0ca8-8b5e-8262-e23c-be4e-29d7-6bef-2d8e";"240410";"68";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. Jana Pawła II w Jaskrowie, Jaskrów ul. Starowiejska 2, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"1387";"1516";"374";"1013";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"12";"3";"9";"0";"1001";"423";"92";"44";"442"
"e938-4740-0bb8-55e5-342f-2aa0-14ff-4bbe";"240410";"68";"3";"wieś";"stały";"Szkoła Podstawowa w Kucharach, Kuchary ul. Główna 18, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"710";"774";"265";"445";"0";"3";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"10";"1";"9";"0";"435";"136";"50";"51";"198"
"4c3b-2ef2-4a48-5154-7ab8-5f6c-8541-2d97";"240410";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Mokrzeszy, Mokrzesz ul. Kościelna 24, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"678";"738";"280";"398";"1";"1";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"3";"2";"1";"0";"395";"95";"47";"29";"224"
"dff3-7fd5-3026-b453-3ec8-9605-4ab0-cceb";"240410";"68";"5";"wieś";"stały";"Szkoła Podstawowa im. Św. Huberta w Krasicach, Krasice ul. Strażacka 7, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"470";"524";"146";"324";"0";"1";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"3";"0";"3";"0";"321";"67";"21";"24";"209"
"0284-8c4d-31ab-9efd-3878-9304-7320-e648";"240410";"68";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Małusy Wielkie 19, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"540";"607";"178";"362";"0";"0";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"4";"2";"2";"0";"358";"83";"37";"41";"197"
"9429-6aef-ae3e-c15e-d8f1-b608-44fa-c23e";"240410";"68";"7";"wieś";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego w Brzyszowie, Brzyszów 50, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"659";"718";"171";"488";"2";"2";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"9";"0";"9";"0";"479";"109";"50";"29";"291"
"398d-9102-9cc8-66b3-9b38-8d21-92d8-3ef6";"240410";"68";"8";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Mstowie, ul. Partyzantów 2, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"1318";"1427";"413";"905";"0";"3";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"19";"7";"12";"0";"886";"318";"76";"67";"425"
"c297-4626-80c2-b7a2-7c09-8f8f-e12a-52e6";"240410";"68";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zawadzie, Zawada ul. Główna 18, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"680";"737";"245";"435";"1";"1";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"6";"1";"5";"0";"429";"124";"38";"24";"243"
"165c-04f0-ea6d-eeae-ec90-445d-a9c2-4a4a";"240410";"68";"10";"wieś";"stały";"Publiczne Przedszkole w Siedlcu, Siedlec ul. Kazimierza Wielkiego 63, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"397";"440";"92";"305";"1";"1";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"1";"0";"1";"0";"304";"88";"28";"12";"176"
"cde1-d285-e811-fb37-b693-fa4e-933d-4644";"240410";"68";"11";"wieś";"stały";"Przedszkole w Kobyłczycach, Kobyłczyce 23, 42-244 Mstów";"gm. Mstów";"częstochowski";"śląskie";"360";"401";"141";"219";"0";"0";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"2";"0";"2";"0";"217";"68";"30";"10";"109"
"21d7-0942-91a0-0765-d0de-3284-c979-1f85";"240411";"68";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Lubojnie, Lubojna ul. Strażacka 20, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"929";"1017";"230";"699";"0";"1";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"18";"2";"16";"0";"681";"147";"66";"43";"425"
"23a0-790c-2894-4d74-7ab7-aae4-7585-814b";"240411";"68";"2";"wieś";"stały";"Szkoła Podstawowa w Czarnym Lesie, Czarny Las ul. Szkolna 6, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"1388";"1527";"383";"1005";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1005";"0";"0";"1005";"15";"6";"9";"0";"990";"328";"124";"55";"483"
"b178-8b74-1d1b-7197-b66d-f64b-a30a-8c6f";"240411";"68";"3";"wieś";"stały";"Szkoła Podstawowa w Starym Cykarzewie, ul. Szkolna 12, 42-231 Stary Cykarzew";"gm. Mykanów";"częstochowski";"śląskie";"1360";"1486";"477";"883";"1";"3";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"17";"2";"15";"0";"865";"236";"88";"60";"481"
"a879-0a08-6111-119d-8bad-b82d-2fd6-5a3a";"240411";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Starym Broniszewie, Stary Broniszew ul. Kwiatowa 28, 42-231 Stary Cykarzew";"gm. Mykanów";"częstochowski";"śląskie";"790";"890";"260";"530";"0";"3";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"12";"1";"11";"0";"518";"132";"62";"43";"281"
"423e-2a96-82be-fcb8-a020-3dba-238c-9435";"240411";"68";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Borownie, Borowno ul. Klonowa 6/8, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"1345";"1494";"409";"936";"0";"2";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"21";"7";"14";"0";"915";"230";"104";"51";"530"
"570e-097f-f071-0ff7-e879-83f8-3ba6-1aa0";"240411";"68";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Mykanowie, ul. Słoneczna 114, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"790";"888";"192";"598";"2";"3";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"8";"4";"4";"0";"590";"177";"71";"46";"296"
"5e30-4b4f-4e22-5979-1adf-1dca-3cfb-930f";"240411";"68";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa SPSK w Rybnej, Rybna ul. Szkolna 5, 42-231 Stary Cykarzew";"gm. Mykanów";"częstochowski";"śląskie";"970";"1059";"300";"670";"0";"2";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"9";"0";"9";"0";"661";"155";"77";"44";"385"
"96d4-b30e-5154-0920-912c-cea3-2af9-0268";"240411";"68";"8";"wieś";"stały";"Szkoła Podstawowa w Radostkowie, Radostków-Kolonia ul. Szkolna 1, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"1079";"1187";"411";"668";"0";"3";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"10";"1";"9";"0";"658";"176";"45";"63";"374"
"a91c-a734-e1a2-774a-7adc-8547-4472-b04e";"240411";"68";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wierzchowisku, Wierzchowisko ul. Długa 110, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"989";"1070";"180";"809";"1";"2";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"18";"5";"13";"0";"791";"403";"99";"48";"241"
"0563-879f-8637-8be1-7ff3-694d-1218-91b3";"240411";"68";"10";"wieś";"stały";"Przedszkole w Kuźnicy Kiedrzyńskiej, Kuźnica Kiedrzyńska ul. Witosa 120, 42-233 Mykanów";"gm. Mykanów";"częstochowski";"śląskie";"570";"624";"121";"449";"0";"4";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"7";"0";"7";"0";"442";"108";"40";"25";"269"
"3d52-c303-628a-7cfc-a3b1-f015-5748-7a5f";"240411";"68";"11";"wieś";"stały";"Szkoła Podstawowa w Starym Kocinie, Stary Kocin ul. Kręta 91, 42-231 Stary Cykarzew";"gm. Mykanów";"częstochowski";"śląskie";"609";"665";"180";"429";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"10";"4";"6";"0";"419";"113";"26";"32";"248"
"5fab-d2f8-cf7f-63da-0ff5-441e-4376-eb44";"240412";"68";"1";"wieś";"stały";"Szkoła Podstawowa w Biskupicach, Biskupice ul. Szkolna 4, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"690";"762";"259";"431";"0";"1";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"4";"1";"3";"0";"427";"153";"58";"20";"196"
"9d98-6319-8ead-8ad4-58dd-1050-57ab-9eaa";"240412";"68";"2";"wieś";"stały";"Szkoła Podstawowa w Kusiętach, Kusięta 208, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"910";"956";"302";"608";"0";"1";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"8";"3";"5";"0";"600";"232";"64";"35";"269"
"4c29-a11c-692d-7eea-b7a6-57ce-107d-89c4";"240412";"68";"3";"wieś";"stały";"Urząd Gminy Olsztyn, Pl. Piłsudskiego 10, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"2137";"2339";"576";"1561";"1";"22";"3";"3";"0";"0";"0";"0";"3";"1564";"3";"0";"1564";"20";"6";"14";"0";"1544";"741";"181";"56";"566"
"ee9e-9f54-f2a6-7513-c1cb-074c-9d41-5643";"240412";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Turowie, Turów ul. Szkolna 12, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"630";"713";"168";"462";"0";"30";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"6";"2";"4";"0";"456";"153";"53";"33";"217"
"8e15-b1a4-42cc-8211-792e-7df3-0eb5-a2ac";"240412";"68";"5";"wieś";"stały";"Szkoła Podstawowa w Zrębicach, Zrębice ul. Główna 143, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"900";"987";"358";"542";"0";"0";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"10";"2";"8";"0";"532";"157";"67";"23";"285"
"e210-2a51-e18c-bf8d-f27b-06ec-400c-5e1f";"240412";"68";"6";"wieś";"stały";"Świetlica Środowiskowa w Przymiłowicach, Przymiłowice ul. Zamkowa 118, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"620";"685";"183";"437";"0";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"6";"2";"4";"0";"431";"157";"29";"29";"216"
"094f-0c01-f16f-2fe2-4458-f9b8-b073-a71c";"240412";"68";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Turów ul. Joachimowska 85, 42-256 Olsztyn";"gm. Olsztyn";"częstochowski";"śląskie";"51";"40";"18";"33";"0";"2";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"1";"0";"1";"0";"32";"25";"2";"1";"4"
"d79b-b19b-b608-fbef-bb87-c912-76d5-cfd6";"240413";"68";"1";"wieś";"stały";"Gminne Centrum Kultury, Informacji i Rekreacji w Poczesnej, ul. Modrzewiowa 3, 42-262 Poczesna";"gm. Poczesna";"częstochowski";"śląskie";"1339";"1467";"392";"947";"0";"1";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"22";"8";"14";"0";"925";"431";"109";"50";"335"
"ffe5-e9df-696c-d04b-3dc3-d81b-e12e-506a";"240413";"68";"2";"wieś";"stały";"Remiza OSP w Nieradzie, Nierada ul. Targowa 103, 42-262 Poczesna";"gm. Poczesna";"częstochowski";"śląskie";"1147";"1262";"399";"748";"0";"0";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"12";"6";"6";"0";"736";"199";"83";"75";"379"
"ae6e-4673-0917-dde8-0fe8-6f94-e02b-483a";"240413";"68";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Słowiku, Słowik ul. Podlaska 4, 42-263 Wrzosowa";"gm. Poczesna";"częstochowski";"śląskie";"1043";"1150";"303";"740";"1";"3";"1";"1";"0";"0";"0";"0";"1";"741";"1";"0";"741";"5";"1";"4";"0";"736";"307";"91";"53";"285"
"d8b1-462a-6f98-82fd-8b06-d02b-f2dc-5a7a";"240413";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Hucie Starej B, Huta Stara B ul. Mickiewicza 12, 42-263 Wrzosowa";"gm. Poczesna";"częstochowski";"śląskie";"1707";"1877";"597";"1110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"37";"12";"25";"0";"1073";"370";"156";"65";"482"
"186b-b0dc-a94c-f385-8d82-008d-0928-435b";"240413";"68";"5";"wieś";"stały";"Świetlica w Brzezinach Nowych, Brzeziny Nowe ul. Biała 33, 42-263 Wrzosowa";"gm. Poczesna";"częstochowski";"śląskie";"890";"994";"237";"653";"0";"0";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"11";"1";"10";"0";"642";"243";"98";"36";"265"
"6967-3af6-297c-90c1-1536-c898-845a-0771";"240413";"68";"6";"wieś";"stały";"Szkoła Podstawowa we Wrzosowej, ul. Szkolna 4, 42-263 Wrzosowa";"gm. Poczesna";"częstochowski";"śląskie";"1449";"1589";"402";"1047";"3";"5";"1";"1";"0";"0";"0";"0";"1";"1048";"1";"0";"1048";"17";"6";"11";"0";"1031";"442";"117";"60";"412"
"ad1f-459d-a4f2-1e9a-d4c2-dc2a-2264-0321";"240413";"68";"7";"wieś";"stały";"Wiejskie Centrum Kultury i Rekreacji w Bargłach, Bargły ul. Śląska 84, 42-262 Poczesna";"gm. Poczesna";"częstochowski";"śląskie";"480";"541";"130";"350";"0";"1";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"6";"3";"3";"0";"344";"99";"30";"18";"197"
"db74-9f22-4336-f933-caee-3de6-9ffb-a14f";"240413";"68";"8";"wieś";"stały";"Świetlica wiejska w Nowej Wsi, Nowa Wieś ul. Częstochowska 8, 42-262 Poczesna";"gm. Poczesna";"częstochowski";"śląskie";"440";"474";"124";"316";"1";"3";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"1";"0";"1";"0";"315";"128";"34";"21";"132"
"079a-02d5-c5d3-043f-7c4e-ec15-4e13-6d5d";"240413";"68";"9";"wieś";"stały";"Szkoła Podstawowa w Poczesnej, Kolonia Poczesna ul. Szkolna 2, 42-262 Poczesna";"gm. Poczesna";"częstochowski";"śląskie";"798";"895";"274";"524";"0";"1";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"4";"1";"3";"0";"520";"237";"66";"33";"184"
"90d3-e56c-818e-ba59-3cec-a3ab-74c0-d36c";"240414";"68";"1";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Woli Mokrzeskiej, Wola Mokrzeska ul. Główna 7, 42-248 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"310";"338";"120";"190";"0";"1";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"4";"3";"1";"0";"186";"41";"25";"13";"107"
"da1d-7e9b-51c2-8a1f-7428-a23f-d21a-788f";"240414";"68";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny-Hala sportowa w Przyrowie, ul. Szkolna 44, 42-248 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"980";"1081";"340";"640";"3";"8";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"22";"4";"18";"0";"618";"200";"72";"26";"320"
"9ed4-0c50-b4cc-3d57-fc99-84d1-e25d-7d74";"240414";"68";"3";"wieś";"stały";"Strażnica OSP w Zarębicach, Zarębice 35, 42-248 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"449";"499";"193";"256";"2";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"5";"2";"3";"0";"251";"34";"19";"18";"180"
"381d-c855-a2aa-be06-f89a-ac6c-3a3d-9703";"240414";"68";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Zalesicach, Zalesice ul. Nadrzeczna 3, 42-250 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"280";"305";"101";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"4";"1";"3";"0";"175";"52";"15";"21";"87"
"53f8-2693-b133-0044-6400-528b-3c94-deff";"240414";"68";"5";"wieś";"stały";"Wiejska Izba Obrzędowa w Sygontce, Sygontka ul. Kościelna 2, 42-250 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"460";"509";"158";"302";"0";"2";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"9";"1";"8";"0";"293";"82";"25";"22";"164"
"4ac5-96b0-23db-f09f-a4ac-fd95-6022-35ad";"240414";"68";"6";"wieś";"stały";"Strażnica OSP we Wiercicy, Wiercica 76, 42-250 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"319";"349";"120";"199";"0";"2";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"0";"0";"0";"0";"199";"42";"21";"13";"123"
"4d99-b694-14db-2f8b-b406-4f18-96a6-cdab";"240415";"68";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Rędzinach, ul. Szkolna 7, 42-242 Rędziny";"gm. Rędziny";"częstochowski";"śląskie";"1830";"2001";"527";"1303";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1303";"0";"0";"1303";"26";"5";"21";"0";"1277";"519";"136";"74";"548"
"acfc-a67b-e73f-e76e-3014-49f4-bb43-7058";"240415";"68";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Rędzinach, ul. Mickiewicza 7, 42-242 Rędziny";"gm. Rędziny";"częstochowski";"śląskie";"1700";"1856";"536";"1164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"27";"2";"25";"0";"1137";"428";"136";"96";"477"
"f0ec-7403-b7b4-31ac-77a4-807f-1545-5730";"240415";"68";"3";"wieś";"stały";"Filia GOK, Marianka Rędzińska ul. Srebrna 17, 42-242 Rędziny";"gm. Rędziny";"częstochowski";"śląskie";"428";"472";"160";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"3";"0";"3";"0";"265";"85";"31";"22";"127"
"6b4b-0c23-34ab-dccc-e02d-d709-bd47-08d6";"240415";"68";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Rudnikach, ul. Szkolna 11, 42-240 Rudniki";"gm. Rędziny";"częstochowski";"śląskie";"1142";"1238";"422";"720";"0";"2";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"6";"2";"4";"0";"714";"225";"83";"85";"321"
"e9b7-d962-43b3-4055-5bbf-9adc-ba14-cad9";"240415";"68";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kościelcu, Kościelec ul. Wolności 93, 42-240 Rudniki";"gm. Rędziny";"częstochowski";"śląskie";"1460";"1608";"504";"956";"0";"0";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"21";"3";"18";"0";"935";"200";"74";"92";"569"
"265a-3235-eb9d-d037-627c-150f-9aa2-b3cd";"240415";"68";"6";"wieś";"stały";"Szkoła Podstawowa w Koninie, Konin ul. Kielecka 37, 42-240 Rudniki";"gm. Rędziny";"częstochowski";"śląskie";"670";"729";"202";"468";"1";"0";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"14";"5";"9";"0";"454";"143";"55";"65";"191"
"304d-c41f-f0e2-0007-7933-1a51-f63d-0b6f";"240416";"68";"1";"wieś";"stały";"Gminna Placówka Wsparcia Dziennego w Starczy, ul. Szkolna 1, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"520";"567";"170";"350";"1";"2";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"12";"1";"11";"0";"338";"137";"34";"46";"121"
"a276-65cf-aa64-93f8-6fa6-cd4a-de9d-9688";"240416";"68";"2";"wieś";"stały";"Świetlica Wiejska, ul. Sportowa 7, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"532";"567";"186";"346";"0";"1";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"5";"0";"5";"0";"341";"106";"30";"47";"158"
"bcf3-e64b-329c-186b-7205-5531-e449-a5df";"240416";"68";"3";"wieś";"stały";"Świetlica Wiejska, Własna ul. Stawowa 1, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"669";"737";"204";"465";"0";"1";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"14";"6";"8";"0";"451";"177";"42";"38";"194"
"b494-b175-93b3-dba9-fc37-19a7-5899-f838";"240416";"68";"4";"wieś";"stały";"Remiza OSP, Rudnik Mały ul. Śląska 50, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"380";"421";"119";"261";"1";"2";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"8";"4";"4";"0";"253";"82";"19";"22";"130"
"1050-8738-632d-85ca-681d-3a19-2038-815d";"240601";"68";"1";"miasto";"stały";"Zespół Szkół Nr 1, ul. Zamkowa 6, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"2240";"2491";"615";"1625";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1625";"0";"0";"1625";"43";"20";"23";"0";"1582";"659";"279";"98";"546"
"ad6e-4711-c08e-fda7-374b-d5f9-3957-2ef6";"240601";"68";"2";"miasto";"stały";"Zespół Szkół Nr 2, ul. 3 Maja 33, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1230";"1355";"308";"922";"0";"5";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"21";"12";"9";"0";"901";"414";"160";"42";"285"
"f071-bcbc-5c5b-21b4-3bdf-563e-b00a-42dc";"240601";"68";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Bohaterów Bitwy pod Mokrą 4, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1560";"1720";"464";"1096";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1097";"1";"0";"1097";"22";"9";"13";"0";"1075";"433";"208";"48";"386"
"8d64-674b-d6f0-c591-2b09-845b-f498-4aee";"240601";"68";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Sebyły, ul. Baczyńskiego 2, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"930";"1014";"343";"587";"2";"4";"2";"2";"0";"0";"0";"0";"2";"590";"2";"0";"590";"11";"4";"7";"0";"579";"195";"123";"31";"230"
"e67b-baea-30ac-67c6-333b-f768-365a-f07d";"240601";"68";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. A. Mickiewicza, ul. Szkolna 1, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1668";"1854";"468";"1200";"5";"8";"0";"0";"0";"0";"0";"0";"0";"1200";"0";"0";"1200";"37";"17";"20";"0";"1163";"473";"194";"59";"437"
"e43d-970d-e10e-8d00-6470-37b9-9c22-b243";"240601";"68";"6";"miasto";"stały";"Przychodnia Rejonowa Nr 1, ul. Staszica 28, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1520";"1692";"533";"987";"0";"8";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"29";"9";"20";"0";"958";"379";"165";"35";"379"
"d819-8d68-b80d-a601-ce9b-5abd-8d5d-2c4f";"240601";"68";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich w Lgocie, Lgota ul. Południowa 138, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"659";"734";"197";"462";"0";"0";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"11";"2";"9";"0";"451";"149";"51";"17";"234"
"ab20-f875-5adc-2113-3d7c-4a51-d81a-83d6";"240601";"68";"8";"wieś";"stały";"Szkoła Podstawowa w Libidzy, Libidza ul. Olszyńskiego 2, 42-125 Kamyk";"gm. Kłobuck";"kłobucki";"śląskie";"510";"564";"185";"325";"1";"0";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"10";"0";"10";"0";"315";"100";"37";"18";"160"
"dad6-ccc0-711d-cec7-9be6-e951-1ca5-3f35";"240601";"68";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kamyku, ul. Szkolna 5, 42-125 Kamyk";"gm. Kłobuck";"kłobucki";"śląskie";"1782";"1992";"503";"1279";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1280";"1";"0";"1280";"26";"9";"17";"0";"1254";"397";"149";"60";"648"
"5456-a1ba-9e42-7f6d-3d6d-1a4f-158d-bdb1";"240601";"68";"10";"wieś";"stały";"Szkoła Podstawowa w Białej, Biała ul. Częstochowska 73, 42-125 Kamyk";"gm. Kłobuck";"kłobucki";"śląskie";"1070";"1193";"290";"780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"10";"2";"8";"0";"770";"304";"93";"40";"333"
