"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Waldemar BONKOWSKI";"Dariusz DRELICH";"Stanisław Józef LAMCZYK"
"5172-f623-3edd-f545-ac3d-15fb-0d58-bbf1";"220204";"63";"6";"wieś";"stały";"Świetlica Wiejska, Gutowiec ul. Czerska 3a, 89-642 Rytel";"gm. Czersk";"chojnicki";"pomorskie";"350";"354";"164";"186";"0";"1";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"1";"0";"1";"0";"185";"15";"114";"56"
"b0d2-1de7-7392-c782-a264-53ce-5cd8-549e";"220204";"63";"7";"wieś";"stały";"Świetlica Wiejska, Krzyż 23a, 89-642 Rytel";"gm. Czersk";"chojnicki";"pomorskie";"450";"499";"202";"248";"1";"3";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"11";"3";"8";"0";"237";"31";"147";"59"
"ad8c-1a8d-13e2-e379-6f8e-2af4-9159-57cf";"220204";"63";"8";"wieś";"stały";"Zespół Szkół, ul. Ks. Kowalkowskiego 6, 89-642 Rytel";"gm. Czersk";"chojnicki";"pomorskie";"1500";"1603";"583";"917";"0";"0";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"14";"0";"14";"0";"903";"125";"421";"357"
"c73a-70e0-a1db-1b99-4301-de52-1441-fef6";"220204";"63";"9";"wieś";"stały";"Ośrodek Kultury, ul. Ks. Kowalkowskiego 11, 89-642 Rytel";"gm. Czersk";"chojnicki";"pomorskie";"450";"468";"205";"245";"0";"4";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"3";"0";"3";"0";"242";"35";"116";"91"
"d648-f016-6bd4-cb9f-f264-dc75-9467-917c";"220204";"63";"10";"wieś";"stały";"Ośrodek Kultury, Zapędowo, 89-642 Rytel";"gm. Czersk";"chojnicki";"pomorskie";"300";"316";"167";"133";"0";"2";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"2";"0";"2";"0";"131";"14";"84";"33"
"d11b-5a2e-9d2b-e36d-6979-a7af-a2a0-c16f";"220204";"63";"11";"wieś";"stały";"Zespół Szkół Ponadgimnazjalnych, Malachin ul. Główna 11, 89-650 Czersk";"gm. Czersk";"chojnicki";"pomorskie";"633";"681";"245";"388";"0";"1";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"4";"0";"4";"0";"384";"59";"196";"129"
"b3f6-0481-a222-c7cf-e903-3516-4be4-4dee";"220204";"63";"12";"wieś";"stały";"Szkoła Podstawowa, Gotelp, 89-651 Gotelp";"gm. Czersk";"chojnicki";"pomorskie";"450";"481";"185";"265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"4";"1";"3";"0";"261";"37";"149";"75"
"1ec8-df3b-cb63-4332-00cf-5e3a-906e-fdfd";"220204";"63";"13";"wieś";"stały";"Szkoła Podstawowa, Odry ul. Długa 1, 89-651 Gotelp";"gm. Czersk";"chojnicki";"pomorskie";"550";"610";"194";"356";"2";"4";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"1";"1";"0";"0";"355";"48";"202";"105"
"e76d-71f5-73bf-31c1-2346-eb8c-8b9b-0506";"220204";"63";"14";"wieś";"stały";"Ośrodek Kultury, ul. Chojnicka 30, 89-652 Łąg";"gm. Czersk";"chojnicki";"pomorskie";"1750";"1866";"789";"961";"0";"3";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"21";"8";"13";"0";"940";"127";"476";"337"
"5035-00be-b81f-18c9-7584-7cc1-6453-b81c";"220204";"63";"15";"wieś";"stały";"Liceum Ogólnokształcące im. Wincentego Pola, Szkolna 3, 89-650 Czersk";"gm. Czersk";"chojnicki";"pomorskie";"650";"700";"264";"386";"0";"0";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"8";"2";"6";"0";"378";"55";"190";"133"
"bf77-d96b-9b41-1447-8ad0-3e98-d1de-1e2e";"220204";"63";"16";"wieś";"stały";"Szkoła Podstawowa Nr 1, Łubna 59, 89-650 Czersk";"gm. Czersk";"chojnicki";"pomorskie";"350";"355";"165";"185";"0";"1";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"1";"0";"1";"0";"184";"16";"107";"61"
"1074-27a8-32f5-58df-2b14-4c01-0845-6cec";"220204";"63";"17";"miasto";"oddział zewnętrzny aresztu śledczego";"Zakład Karny w Koronowie Oddział Zewnętrzny, ul. Dworcowa 29, 89-650 Czersk";"gm. Czersk";"chojnicki";"pomorskie";"61";"46";"15";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"6";"1";"5";"0";"40";"8";"4";"28"
"b2ec-93bf-983e-2e34-06ab-d31d-cbae-4248";"220205";"63";"1";"wieś";"stały";"Sala gimnastyczna przy Zespole Szkół Publicznych w Konarzynach, ul. Szkolna 12, 89-607 Konarzyny";"gm. Konarzyny";"chojnicki";"pomorskie";"1649";"1753";"725";"924";"3";"5";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"17";"4";"13";"0";"907";"127";"407";"373"
"6bbf-6806-f989-0bb3-be9d-b7e0-0cb1-3aaf";"220301";"63";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Szkolna 3, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1100";"1155";"380";"720";"0";"7";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"16";"2";"14";"0";"704";"94";"220";"390"
"8d96-fe72-3c89-0353-b5c6-0606-082b-e93d";"220301";"63";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Szkolna 3, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1248";"1292";"445";"803";"3";"9";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"7";"2";"5";"0";"796";"80";"238";"478"
"706a-6239-e397-7fee-3fd3-066a-8a41-a071";"220301";"63";"3";"miasto";"stały";"Urząd Miejski, al. Wojska Polskiego 1, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1058";"1105";"452";"606";"1";"5";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"7";"3";"4";"0";"599";"78";"178";"343"
"8a67-ec10-0594-80f4-d160-6575-23d2-0ec5";"220301";"63";"4";"miasto";"stały";"Cech Rzemiosł Różnych, ul. Plantowa 2, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"698";"742";"286";"412";"1";"3";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"4";"5";"0";"403";"44";"148";"211"
"9c5e-f97a-8ae0-162a-3cc8-2e88-8b6d-e3b3";"220301";"63";"5";"miasto";"stały";"Zespół Szkół Społecznych STO, ul. Sobieskiego 7A, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1496";"1604";"546";"950";"0";"3";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"28";"9";"19";"0";"922";"125";"281";"516"
"7613-419a-328f-3a48-8fd9-a3b9-0211-2bd4";"220301";"63";"6";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Średnia 4a, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1499";"1544";"549";"950";"1";"6";"0";"0";"0";"0";"0";"0";"0";"950";"0";"1";"949";"20";"12";"8";"0";"929";"125";"279";"525"
"b65a-03b1-5414-0451-c2e5-c436-2029-649a";"220301";"63";"7";"miasto";"stały";"Centrum Kształcenia Ustawicznego, ul. Szczecińska 8, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1394";"1508";"506";"888";"2";"8";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"21";"6";"15";"0";"867";"99";"246";"522"
"d971-734e-8b02-adc3-e0a5-bfc8-1d4a-337a";"220301";"63";"8";"miasto";"stały";"Wyższa Szkoła Pedagogiczna im. J. Korczaka w Warszawie Wydział Zamiejscowy w Człuchowie, osiedle Wincentego Witosa 20, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"1500";"1601";"506";"994";"0";"6";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"25";"9";"16";"0";"969";"113";"278";"578"
"532c-cec3-eed1-3675-0932-f3d6-e433-c0e1";"220301";"63";"9";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Szczecińska 16, 77-300 Człuchów";"m. Człuchów";"człuchowski";"pomorskie";"204";"155";"157";"47";"0";"2";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"0";"0";"0";"0";"47";"5";"21";"21"
"3dc5-dc7b-5520-e162-25a8-840c-433b-bb29";"220302";"63";"1";"miasto";"stały";"Czarneńskie Centrum Kultury, ul. Kolejowa 14, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"1402";"1509";"573";"829";"0";"0";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"25";"6";"19";"0";"804";"144";"247";"413"
"be33-1e8d-0dcf-9c68-f69f-b311-9449-834b";"220302";"63";"2";"miasto";"stały";"Przedszkole Gminne, ul. Parkowa 7, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"1403";"1504";"629";"774";"1";"9";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"20";"18";"2";"0";"754";"136";"252";"366"
"2ad8-5164-74fc-9ec4-1532-f1f0-3f6e-6f32";"220302";"63";"3";"miasto";"stały";"Sala remizy Ochotniczej Straży Pożarnej, ul. Ogrodowa 20, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"1203";"1309";"462";"741";"0";"3";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"14";"3";"11";"0";"727";"122";"237";"368"
"3e94-b547-735c-a54e-fe7d-d951-255f-281b";"220302";"63";"4";"wieś";"stały";"Świetlica Wiejska, Nadziejewo 21, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"250";"259";"124";"126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"1";"0";"1";"0";"125";"20";"73";"32"
"6c40-5d45-709f-2f93-b8b0-5d26-609e-3c0a";"220302";"63";"5";"wieś";"stały";"Filia Biblioteki, Wyczechy 54, 77-326 Wyczechy";"gm. Czarne";"człuchowski";"pomorskie";"600";"641";"300";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"8";"0";"8";"0";"292";"52";"128";"112"
"28e0-a1ad-7ce3-3138-e694-1a47-08fd-d80d";"220302";"63";"6";"wieś";"stały";"Międzypokoleniowe Wiejskie Centrum Aktywności, Bińcze 12, 77-324 Bińcze";"gm. Czarne";"człuchowski";"pomorskie";"500";"521";"242";"258";"0";"1";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"4";"2";"2";"0";"254";"60";"105";"89"
"0ae1-49e3-b801-4262-f6b9-5966-d786-868c";"220302";"63";"7";"wieś";"stały";"Świetlica Wiejska, Domisław 30a, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"452";"479";"275";"177";"0";"1";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"4";"0";"4";"0";"173";"50";"54";"69"
"0ed7-4bed-39b6-25f4-0276-581b-1b55-aaa5";"220302";"63";"8";"wieś";"stały";"Klub Animacji Społecznej, Krzemieniewo 34, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"550";"565";"326";"224";"0";"3";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"6";"0";"6";"0";"218";"46";"87";"85"
"7168-f159-2f27-6329-73ed-5a73-93bf-bf76";"220302";"63";"9";"miasto";"zakład karny";"Zakład Karny, ul. Pomorska 1, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"1112";"1085";"662";"450";"0";"1";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"24";"3";"21";"0";"426";"54";"118";"254"
"c242-626b-74a1-1469-816c-1bdc-998d-99c0";"220302";"63";"10";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Zamkowa 19, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"99";"98";"44";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"7";"3";"4";"0";"48";"9";"11";"28"
"63f6-4bf1-fa2c-bd68-ccee-9120-ca10-c741";"220303";"63";"1";"wieś";"stały";"Szkoła Podstawowa, Polnica 72, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1310";"1408";"639";"671";"0";"3";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"16";"7";"9";"0";"655";"128";"242";"285"
"5f32-cdf0-6e60-0c4e-3149-7375-c44b-e78b";"220303";"63";"2";"wieś";"stały";"Szkoła Podstawowa, Rychnowy 5, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1303";"1359";"578";"725";"0";"11";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"12";"2";"10";"0";"713";"88";"298";"327"
"03a8-fc1f-4519-9856-92ae-0d53-0eff-716f";"220303";"63";"3";"wieś";"stały";"Szkoła Podstawowa, Wierzchowo-Dworzec ul. Szkolna 16, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1853";"1965";"955";"898";"0";"4";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"16";"3";"13";"0";"882";"173";"382";"327"
"f3b7-6a96-a168-1b04-0d6b-9082-1c67-5ae7";"220303";"63";"4";"wieś";"stały";"Świetlica Wiejska, Mosiny 26, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"806";"841";"468";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"6";"1";"5";"0";"332";"59";"148";"125"
"db1a-ca62-079e-f44b-a71f-33ea-f585-895f";"220303";"63";"5";"wieś";"stały";"Świetlica Wiejska, Kołdowo 42, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1104";"1181";"415";"689";"0";"4";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"13";"5";"8";"0";"676";"109";"247";"320"
"d333-278f-4112-b148-d24a-9a75-0052-5d98";"220303";"63";"6";"wieś";"stały";"Szkoła Podstawowa, Stołczno 1, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"805";"819";"523";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"2";"1";"1";"0";"280";"41";"136";"103"
"9580-9c84-e54d-4edf-bd5a-1df2-1079-d729";"220303";"63";"7";"wieś";"stały";"Świetlica Wiejska, Barkowo 31a, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"649";"701";"335";"314";"0";"4";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"8";"1";"7";"0";"306";"43";"118";"145"
"2a9e-c13c-9e9b-8276-0797-dff0-6226-6fad";"220304";"63";"1";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Ogrodowa 27, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"800";"829";"349";"451";"2";"2";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"8";"5";"3";"0";"443";"82";"141";"220"
"d7e5-9172-5e95-9897-8925-7170-8641-be91";"220304";"63";"2";"miasto";"stały";"Centrum Kultury, Sportu i Turystyki, ul. Wojska Polskiego 2, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"952";"1038";"446";"506";"0";"2";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"15";"1";"14";"0";"491";"92";"159";"240"
"5a00-6ef9-c312-d903-a368-cfe0-ec8b-8ca9";"220304";"63";"3";"miasto";"stały";"Centrum Kultury, Sportu i Turystyki, ul. Wojska Polskiego 2, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"1101";"1189";"497";"604";"1";"0";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"19";"3";"16";"0";"585";"99";"154";"332"
"b41a-2ad7-afa7-6f23-3d54-7ba9-f95f-8c49";"220304";"63";"4";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Miła 8, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"855";"875";"361";"494";"0";"0";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"19";"3";"16";"0";"475";"82";"131";"262"
"4bc4-1f65-0926-7bf7-c8c6-c794-1065-dd21";"220304";"63";"5";"wieś";"stały";"Świetlica Wiejska, Stanisławka 10B, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"349";"362";"233";"116";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"6";"2";"4";"0";"110";"18";"43";"49"
"4351-3633-4ab7-f122-fb34-962d-ed7e-435c";"220304";"63";"6";"wieś";"stały";"Świetlica Wiejska, Strzeczona 4A, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"500";"513";"273";"227";"0";"2";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"4";"1";"3";"0";"223";"43";"108";"72"
"1f8a-4cd8-b8a7-3a56-dfaa-031e-e902-e455";"220304";"63";"7";"wieś";"stały";"Świetlica Wiejska, Słupia 38A, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"459";"475";"222";"237";"0";"0";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"9";"4";"5";"0";"228";"45";"102";"81"
"d82a-c2bf-b60e-6e60-bde3-a9e3-164e-2d58";"220304";"63";"8";"wieś";"stały";"Świetlica Wiejska, Uniechów 18C, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"451";"432";"260";"191";"0";"10";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"2";"1";"1";"0";"189";"24";"101";"64"
"f87c-22a0-4d51-bd10-fdf9-abd4-b4c7-eac6";"220304";"63";"9";"wieś";"stały";"Świetlica Wiejska, Cierznie 20, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"357";"357";"162";"195";"0";"2";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"8";"0";"8";"0";"187";"32";"100";"55"
"ba5a-7dd9-2e27-e6cf-151f-1d31-7eba-bf69";"220304";"63";"10";"wieś";"stały";"Świetlica Wiejska, Nowe Gronowo 27, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"350";"366";"208";"142";"0";"1";"0";"0";"0";"0";"0";"0";"0";"142";"0";"0";"142";"1";"0";"1";"0";"141";"30";"60";"51"
"ffc9-6e9a-8fc4-7f64-f0c1-2f59-d7ab-788f";"220304";"63";"11";"wieś";"stały";"Pałac, Stare Gronowo 48, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"499";"516";"302";"197";"0";"4";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"3";"1";"2";"0";"194";"39";"69";"86"
"e473-5c22-79ab-25b4-426e-0d37-4b7d-ba3b";"220305";"63";"1";"wieś";"stały";"Sala wiejska w Bielsku, Bielsko 10, 77-220 Koczała";"gm. Koczała";"człuchowski";"pomorskie";"451";"455";"251";"200";"0";"1";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"2";"3";"0";"194";"35";"95";"64"
"f839-5b00-d93b-2391-90bc-54a2-f2a9-d44a";"220305";"63";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Koczale, Klonowa 9, 77-220 Koczała";"gm. Koczała";"człuchowski";"pomorskie";"750";"758";"382";"368";"0";"3";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"6";"2";"4";"0";"362";"56";"112";"194"
"855a-5b70-819e-982c-5cc4-44a3-715b-e035";"220305";"63";"3";"wieś";"stały";"Zespół Kształcenia i Wychowania w Koczale, Szkolna 16, 77-220 Koczała";"gm. Koczała";"człuchowski";"pomorskie";"900";"955";"423";"477";"0";"2";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"12";"1";"11";"0";"465";"73";"153";"239"
"5339-02d0-5827-d8b8-83c5-f932-a8d2-b2e6";"220305";"63";"4";"wieś";"stały";"Sala wiejska w Pietrzykowie, Pietrzykowo 24, 77-220 Koczała";"gm. Koczała";"człuchowski";"pomorskie";"399";"432";"191";"208";"1";"3";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"208";"2";"1";"1";"0";"206";"28";"70";"108"
"a2ec-64d7-218a-b7a9-ef1d-f387-2b12-cf2e";"220305";"63";"5";"wieś";"zakład leczniczy";"""TEEN CHALLENGE"" Chrześcijański Ośrodek dla Osób Uzależnionych, Łękinia 17, 77-220 Koczała";"gm. Koczała";"człuchowski";"pomorskie";"40";"35";"24";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"3";"8";"5"
"edce-7456-2887-7003-c99e-493a-7f76-6003";"220306";"63";"1";"wieś";"stały";"Świetlica wiejska, Szczytno 11, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"350";"358";"225";"125";"0";"3";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"125";"1";"0";"1";"0";"124";"27";"49";"48"
"c513-aa56-edb9-55d9-715a-54e4-fc34-6e22";"220306";"63";"2";"wieś";"stały";"Świetlica Wiejska, Nowa Wieś 55a, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"602";"603";"322";"280";"0";"1";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"7";"1";"6";"0";"273";"57";"113";"103"
"87d6-fb0c-5a29-2aef-3ea2-e259-7059-e8cf";"220306";"63";"3";"wieś";"stały";"Świetlica wiejska, Sąpolno 21 a, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"552";"571";"241";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"7";"3";"4";"0";"304";"57";"122";"125"
"9698-2a39-3bf0-1edb-217e-d70b-9897-eb7b";"220306";"63";"4";"wieś";"stały";"Dom Kultury, ul. Młyńska 11, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"899";"957";"408";"491";"1";"12";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"18";"2";"16";"0";"473";"68";"179";"226"
"49ba-e3ab-bfbd-a31f-3ba8-b03c-8ee8-8ca2";"220306";"63";"5";"wieś";"stały";"Przedszkole w Przechlewie, Osiedle Juźkowa 14, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"856";"886";"356";"500";"0";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"13";"7";"6";"0";"487";"83";"148";"256"
"334b-cced-2e85-1f83-4f2a-f99f-dfe2-fd64";"220306";"63";"6";"wieś";"stały";"Szkoła Podstawowa, Szkolna 4e, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"850";"882";"330";"520";"0";"4";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"10";"1";"9";"0";"510";"77";"167";"266"
"560a-7b11-7e85-4f6b-5eb4-8a95-70b3-c3fa";"220306";"63";"7";"wieś";"stały";"Świetlica wiejska, Lisewo 3a, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"251";"265";"128";"123";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123";"0";"0";"123";"3";"2";"1";"0";"120";"21";"62";"37"
"b4ae-9903-eef4-09f2-9800-2c73-24d5-1c5d";"220306";"63";"8";"wieś";"stały";"Świetlica wiejska, Płaszczyca 12b, 77-320 Przechlewo";"gm. Przechlewo";"człuchowski";"pomorskie";"250";"258";"160";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"5";"0";"5";"0";"85";"20";"35";"30"
"7c85-e805-331e-97a5-3490-00cb-4e57-4f99";"220306";"63";"9";"wieś";"zakład leczniczy";"Ośrodek Readaptacji Stowarzyszenia Solidarni ""PLUS"" EKO ""Szkoła Życia"" w Wandzinie, Wandzin, 77-300 Człuchów";"gm. Przechlewo";"człuchowski";"pomorskie";"180";"171";"63";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"4";"4";"0";"0";"113";"18";"58";"37"
"aa0b-1d20-846c-6844-0d7a-3bee-39ba-3195";"220307";"63";"1";"wieś";"stały";"Gminne Centrum Kultury Sportu Turystyki i Rekreacji, ul. Lipowa 1, 77-304 Rzeczenica";"gm. Rzeczenica";"człuchowski";"pomorskie";"606";"635";"281";"325";"0";"1";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"9";"1";"8";"0";"316";"42";"138";"136"
"7c93-ed70-e025-a6f5-c63e-91fb-754c-44c6";"220307";"63";"2";"wieś";"stały";"Zespół Szkół, ul. Przechlewska 6, 77-304 Rzeczenica";"gm. Rzeczenica";"człuchowski";"pomorskie";"751";"778";"352";"399";"0";"12";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"7";"1";"6";"0";"392";"54";"163";"175"
"8867-6e54-fd45-4c1d-7fda-cfec-752e-5b1b";"220307";"63";"3";"wieś";"stały";"Świetlica wiejska, Brzezie ul. Koszalińska 33, 77-304 Rzeczenica";"gm. Rzeczenica";"człuchowski";"pomorskie";"350";"365";"203";"147";"0";"2";"0";"0";"0";"0";"0";"0";"0";"147";"0";"0";"147";"4";"0";"4";"0";"143";"22";"75";"46"
"b1fc-977e-d45a-fafd-3151-f9d5-07fb-508f";"220307";"63";"4";"wieś";"stały";"Świetlica wiejska, Międzybórz 22, 77-304 Rzeczenica";"gm. Rzeczenica";"człuchowski";"pomorskie";"400";"400";"223";"177";"0";"1";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"3";"1";"2";"0";"174";"38";"59";"77"
"fdff-eef5-dd69-39b3-1079-7307-150c-befa";"220307";"63";"5";"wieś";"stały";"Świetlica wiejska w Gwieździnie, Gwieździn 18a, 77-304 Rzeczenica";"gm. Rzeczenica";"człuchowski";"pomorskie";"400";"424";"203";"197";"0";"2";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"3";"1";"2";"0";"194";"31";"83";"80"
