"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Andrzej Franciszek LASAK";"Jacek Władysław WŁOSOWICZ"
"ee32-6996-a283-3224-f83e-9b85-7b17-56e2";"260101";"81";"1";"miasto";"stały";"Powiatowy Międzyszkolny Ośrodek Sportowy w Busku-Zdroju (Hala Sportowa), ul. Kusocińskiego 3, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1162";"1262";"377";"785";"0";"14";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"25";"13";"12";"0";"760";"424";"336"
"57e3-1636-46a2-5539-7891-d519-7435-e0b0";"260101";"81";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej w Busku-Zdroju, ul. Kościuszki 2a, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1045";"1112";"363";"682";"0";"3";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"24";"9";"15";"0";"657";"333";"324"
"9449-a0a9-fc4c-569d-96a1-d74b-2967-f58a";"260101";"81";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1 w Busku-Zdroju, ul. Kościuszki 1, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"905";"960";"326";"579";"2";"19";"1";"1";"0";"0";"0";"0";"1";"579";"1";"0";"579";"21";"9";"12";"0";"558";"306";"252"
"9b8c-c516-c22d-d7d3-013b-b2cc-f94f-b191";"260101";"81";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2 w Busku-Zdroju, ul. Korczaka 13, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1637";"1528";"642";"995";"0";"0";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"23";"7";"16";"0";"972";"469";"503"
"8b14-0ff8-c0ee-c95a-faea-0b09-677c-d026";"260101";"81";"5";"miasto";"stały";"Zakład Doskonalenia Zawodowego w Busku-Zdroju, ul. Wojska Polskiego 31, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1233";"1333";"433";"800";"1";"7";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"24";"10";"14";"0";"776";"410";"366"
"e4e3-ebd3-03a1-c02f-27ed-c720-bf70-b737";"260101";"81";"6";"miasto";"stały";"Buskie Samorządowe Centrum Kultury w Busku-Zdroju, Aleja Adama Mickiewicza 22, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1380";"1692";"187";"1193";"1";"416";"0";"0";"0";"0";"0";"0";"0";"1193";"0";"0";"1193";"41";"12";"29";"0";"1152";"608";"544"
"71f1-de32-52e4-1efd-c53a-331f-4ae9-d756";"260101";"81";"7";"miasto";"stały";"Przychodnia Rejonowa Nr 2 w Busku-Zdroju, os. Sikorskiego 10, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1150";"1211";"370";"780";"0";"2";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"22";"0";"22";"0";"758";"400";"358"
"db69-e104-31dd-6c09-d6f1-5b0b-929e-17fc";"260101";"81";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 w Busku-Zdroju, ul. Grotta 3, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1151";"1234";"426";"725";"1";"4";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"24";"10";"14";"0";"701";"305";"396"
"89a3-9379-d545-249d-9724-3567-2fad-90c4";"260101";"81";"9";"miasto";"stały";"Miejsko-Gminna Biblioteka Publiczna w Busku-Zdroju, os. Orła Białego 17, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1197";"1279";"446";"751";"5";"8";"0";"0";"0";"0";"0";"0";"0";"750";"0";"1";"749";"24";"2";"22";"0";"725";"377";"348"
"b389-e82b-bf4b-00ac-624d-1616-1868-7c75";"260101";"81";"10";"miasto";"stały";"Ochotnicza Straż Pożarna w Busku-Zdroju, ul. Partyzantów 4, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1265";"1351";"385";"880";"2";"2";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"36";"8";"28";"0";"844";"432";"412"
"a9f4-32b9-9732-d850-3386-009e-925e-cbd2";"260101";"81";"11";"miasto";"stały";"Zespół Placówek Oświatowych, Szaniec 240, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1356";"1475";"524";"832";"0";"8";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"25";"9";"16";"0";"807";"316";"491"
"5e93-c432-c312-eac1-5b44-97bb-8a1f-a176";"260101";"81";"12";"wieś";"stały";"Niepubliczne Przedszkole Bajkowe Wzgórze, Mikułowice 123, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1185";"1283";"517";"668";"0";"1";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"18";"3";"15";"0";"650";"279";"371"
"3949-2ecf-f612-4e4f-4010-ae2d-e1de-e697";"260101";"81";"13";"wieś";"stały";"Świetlica Wiejska, Oleszki 39a, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1077";"1171";"499";"578";"0";"6";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"14";"7";"7";"0";"564";"191";"373"
"311e-18bc-9e69-0a73-4815-c3ea-40dc-db01";"260101";"81";"14";"wieś";"stały";"Publiczna Szkoła Podstawowa, Siesławice 140, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1062";"1145";"427";"635";"0";"2";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"23";"16";"7";"0";"612";"262";"350"
"aa43-b067-efb9-95f4-0dfd-3185-b5a5-06b8";"260101";"81";"15";"wieś";"stały";"Publiczna Szkoła Podstawowa, Zbludowice ul. Świętokrzyska 9, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1165";"1267";"341";"824";"0";"17";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"31";"19";"12";"0";"793";"354";"439"
"bbd3-26b3-20a7-18ac-d343-5253-83d9-88d3";"260101";"81";"16";"wieś";"stały";"Ochotnicza Straż Pożarna w Owczarach, Owczary ul. Długa 96, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"802";"878";"341";"461";"0";"0";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"17";"6";"11";"0";"444";"177";"267"
"fa67-8d30-11b8-3ab9-7bbe-e3f8-5b73-7725";"260101";"81";"17";"wieś";"stały";"Samorządowe Gimnazjum, Podgaje 92a, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"722";"715";"327";"395";"0";"0";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"8";"3";"5";"0";"387";"124";"263"
"dabb-4327-708c-6947-2402-3226-390e-fefb";"260101";"81";"18";"wieś";"stały";"Zespół Placówek Oświatowych, Kołaczkowice 122, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"955";"1042";"432";"523";"0";"4";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"21";"6";"15";"0";"502";"209";"293"
"2435-a53b-8f9d-805d-8adc-4dc8-c177-7cc0";"260101";"81";"19";"wieś";"stały";"Świetlica Wiejska, Widuchowa 76, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"811";"876";"410";"401";"0";"1";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"16";"4";"12";"0";"385";"134";"251"
"7f5f-8423-e20c-f37b-cf8c-b7ad-babc-c9a8";"260101";"81";"20";"wieś";"stały";"Świetlica Wiejska w Broninie, Bronina 81A, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"902";"977";"325";"577";"0";"1";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"15";"4";"11";"0";"562";"252";"310"
"2071-36d8-7514-21eb-45a1-4769-adf8-5474";"260101";"81";"21";"wieś";"stały";"Klub „Wolna Strefa”, Szczaworyż 49, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"995";"1083";"458";"537";"0";"3";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"8";"4";"4";"0";"529";"205";"324"
"df3f-13de-4e63-4ab2-5ab4-fe8d-b24c-58a3";"260101";"81";"22";"wieś";"stały";"Zespół Placówek Oświatowych, Dobrowoda 26, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"1079";"1160";"432";"647";"0";"5";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"17";"5";"12";"0";"630";"161";"469"
"62a5-97c6-2b56-11bf-24c8-bbca-0c57-79e6";"260101";"81";"23";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej w Busku-Zdroju, ul. Bohaterów Warszawy 67, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"157";"95";"103";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"0";"0";"0";"0";"54";"23";"31"
"d2dc-3f5b-a3f4-d89b-3fc6-3232-18c0-f05f";"260101";"81";"24";"miasto";"zakład leczniczy";"Uzdrowiskowy Szpital Kompleksowej Rehabilitacji ""Krystyna"" w Busku-Zdroju, ul. Gen. Feliksa Rzewuskiego 3, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"750";"454";"296";"454";"0";"259";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"19";"3";"16";"0";"435";"225";"210"
"7c6f-cb85-e467-e2ec-d912-d40a-f4ae-f5d1";"260101";"81";"25";"miasto";"zakład leczniczy";"Specjalistyczny Szpital Ortopedyczno-Rehabilitacyjny ""Górka"" w Busku-Zdroju, ul. Dr. Starkiewicza 1, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"102";"70";"47";"55";"0";"18";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"2";"0";"2";"0";"53";"22";"31"
"2908-1024-9e9e-78fd-05d7-8740-0965-e6b8";"260101";"81";"26";"miasto";"zakład leczniczy";"21 Wojskowy Szpital Uzdrowiskowo-Rehabilitacyjny w Busku-Zdroju, ul. Gen. Feliksa Rzewuskiego 8, 28-100 Busko-Zdrój";"gm. Busko-Zdrój";"buski";"świętokrzyskie";"565";"405";"221";"344";"0";"245";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"4";"1";"3";"0";"340";"214";"126"
"0776-f58e-23b3-af27-f58e-95e4-a835-4527";"260102";"81";"1";"wieś";"stały";"Szkoła Podstawowa w Balicach, Balice 59, 28-114 Gnojno";"gm. Gnojno";"buski";"świętokrzyskie";"769";"833";"323";"446";"0";"1";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"9";"4";"5";"0";"437";"99";"338"
"5be7-f025-90ca-6947-9f4d-6756-30f1-e724";"260102";"81";"2";"wieś";"stały";"Szkoła Podstawowa w Gnojnie, Gnojno 148, 28-114 Gnojno";"gm. Gnojno";"buski";"świętokrzyskie";"1053";"1147";"425";"628";"3";"4";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"14";"1";"13";"0";"614";"174";"440"
"a80f-7450-8b8d-f09f-7c31-9bcb-f8fa-da16";"260102";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Jarząbkach, Jarząbki 90, 28-114 Gnojno";"gm. Gnojno";"buski";"świętokrzyskie";"659";"715";"307";"352";"0";"1";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"7";"3";"4";"0";"345";"85";"260"
"0513-bcf6-97a0-068c-264f-de96-8f26-4167";"260102";"81";"4";"wieś";"stały";"Szkoła Podstawowa w Raczycach, Raczyce 64, 28-114 Gnojno";"gm. Gnojno";"buski";"świętokrzyskie";"828";"892";"380";"448";"4";"2";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"7";"1";"6";"0";"441";"100";"341"
"7075-4b0c-49de-55a6-b8aa-1db3-88ed-2d99";"260102";"81";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Gnojnie, Gnojno 118, 28-114 Gnojno";"gm. Gnojno";"buski";"świętokrzyskie";"62";"61";"46";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"7";"9"
"2412-f480-ca04-5318-22e8-9df5-20df-1f86";"260103";"81";"1";"miasto i wieś";"stały";"Dom Strażaka w Nowym Korczynie, ul. Piłsudskiego 7, 28-136 Nowy Korczyn";"gm. Nowy Korczyn";"buski";"świętokrzyskie";"1370";"1478";"543";"827";"11";"6";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"28";"7";"21";"0";"799";"340";"459"
"821a-41cd-dc49-5a45-8f01-861c-68ab-a337";"260103";"81";"2";"wieś";"stały";"Dom Strażaka w Ostrowcach, Ostrowce 30, 28-136 Nowy Korczyn";"gm. Nowy Korczyn";"buski";"świętokrzyskie";"614";"664";"248";"366";"5";"4";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"14";"3";"11";"0";"352";"166";"186"
"6b5e-7500-1774-0ef4-bd7f-d6e1-79c3-7eb0";"260103";"81";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Starym Korczynie, Stary Korczyn 85, 28-136 Nowy Korczyn";"gm. Nowy Korczyn";"buski";"świętokrzyskie";"615";"676";"236";"379";"2";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"17";"6";"11";"0";"362";"149";"213"
"2cf6-ab51-e639-90db-7ac7-a2e5-dc89-9691";"260103";"81";"4";"wieś";"stały";"Dom Strażaka w Strożyskach, Strożyska 71, 28-136 Nowy Korczyn";"gm. Nowy Korczyn";"buski";"świętokrzyskie";"1168";"1289";"507";"661";"6";"1";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"16";"4";"12";"0";"644";"214";"430"
"7e67-a84c-1111-cca6-a33b-9637-8a93-5027";"260103";"81";"5";"wieś";"stały";"Szkoła Podstawowa w Brzostkowie, Brzostków 1, 28-136 Nowy Korczyn";"gm. Nowy Korczyn";"buski";"świętokrzyskie";"816";"884";"332";"484";"3";"10";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"18";"3";"15";"0";"466";"159";"307"
"6225-0c11-b859-2aee-a1fc-af21-16a5-4e87";"260104";"81";"1";"miasto i wieś";"stały";"Szkoła Podstawowa w Pacanowie, ul. Karska 3, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"1452";"1570";"599";"853";"7";"7";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"28";"3";"25";"0";"825";"361";"464"
"ec00-9f58-5963-a369-0ff2-7dd3-3056-93de";"260104";"81";"2";"wieś";"stały";"Remiza OSP w Zborówku, Zborówek 51, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"866";"929";"419";"447";"2";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"5";"0";"5";"0";"442";"119";"323"
"e183-69e7-983b-28f4-9066-40a5-f088-a7d4";"260104";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Ratajach Słupskich, Rataje Słupskie 39a, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"1140";"1231";"540";"600";"1";"0";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"12";"6";"6";"0";"588";"189";"399"
"ab71-38a8-47dc-ab7b-31e0-c79b-30a5-c85a";"260104";"81";"4";"wieś";"stały";"Szkoła Podstawowa w Oblekoniu, Oblekoń 73, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"670";"741";"333";"337";"0";"4";"0";"0";"0";"0";"0";"0";"0";"337";"0";"0";"337";"10";"3";"7";"0";"327";"123";"204"
"0d7f-a2e3-80f4-8a99-d250-eab7-6602-55a5";"260104";"81";"5";"wieś";"stały";"Świetlica wiejska w Biechowie, Biechów 40a, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"931";"1049";"372";"559";"1";"0";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"14";"2";"12";"0";"545";"150";"395"
"3634-67c5-80f7-6c8c-fcdb-3857-86df-a8ff";"260104";"81";"6";"wieś";"stały";"Remiza OSP w Sroczkowie, Sroczków 27, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"444";"479";"237";"207";"0";"2";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"5";"1";"4";"0";"202";"75";"127"
"1aa9-c725-f4ad-db9c-b1ce-101d-04b6-6bf4";"260104";"81";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Słupi, Słupia 91, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"76";"75";"14";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"62";"0";"0";"0";"0";"62";"3";"59"
"bd58-1f44-0706-9119-6940-5559-bb6b-0bf2";"260104";"81";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Ratajach Słupskich, Rataje Słupskie 39b, 28-133 Pacanów";"gm. Pacanów";"buski";"świętokrzyskie";"36";"37";"13";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"4";"0";"4";"0";"19";"6";"13"
"a655-e1e3-fda7-a3e3-4ee8-561e-85d5-37c9";"260105";"81";"1";"wieś";"stały";"Szkoła Podstawowa w Kikowie, Kików 67, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"538";"571";"208";"330";"1";"0";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"14";"6";"8";"0";"316";"113";"203"
"4d3f-5cac-048c-d75e-1137-6ff3-ce83-4601";"260105";"81";"2";"wieś";"stały";"Szkoła Podstawowa w Zborowie, Zborów ul. Zwierzyniec 3, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"676";"803";"316";"360";"0";"5";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"7";"2";"5";"0";"353";"146";"207"
"db13-b587-b48f-4f1e-3897-603b-4713-3297";"260105";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Solcu-Zdroju, ul. 1 Maja 18, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"1093";"1380";"141";"952";"1";"278";"0";"0";"0";"0";"0";"0";"0";"952";"0";"0";"952";"28";"10";"18";"0";"924";"535";"389"
"ba16-53c6-2b91-8c2e-2793-7d48-df79-f631";"260105";"81";"4";"wieś";"stały";"Remiza OSP w Świniarach, Świniary 44, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"564";"622";"246";"318";"0";"4";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"2";"1";"1";"0";"316";"102";"214"
"84d4-2716-4037-c16d-59c8-62b4-02eb-f12d";"260105";"81";"5";"wieś";"stały";"Remiza OSP w Piestrzcu, Piestrzec 7, 28-131 Solec-Zdroj";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"450";"492";"207";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"4";"1";"3";"0";"239";"80";"159"
"ae07-2f7c-334d-1f67-f52d-5f32-835a-d421";"260105";"81";"6";"wieś";"stały";"Świetlica wiejska w Piasku Małym, Piasek Mały 83, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"520";"569";"248";"272";"0";"3";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"9";"0";"9";"0";"263";"125";"138"
"89c8-a47d-7f15-1df5-4fa9-fab1-304e-0546";"260105";"81";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Świniarach, Świniary 25, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"81";"60";"39";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"2";"0";"2";"0";"40";"16";"24"
"e836-8ed8-7866-5df1-43c4-5790-8830-5615";"260105";"81";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Zborowie, Zborów ul. Pałacowa 4, 28-131 Solec-Zdrój";"gm. Solec-Zdrój";"buski";"świętokrzyskie";"87";"48";"56";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"1";"0";"0";"30";"20";"10"
"ef6a-1686-8211-0415-f2f2-6463-41ce-ceab";"260106";"81";"1";"miasto i wieś";"stały";"OSP w Stopnicy, ul. Adama Mickiewicza 5a, 28-130 Stopnica";"gm. Stopnica";"buski";"świętokrzyskie";"1684";"1800";"644";"1040";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"22";"12";"10";"0";"1018";"382";"636"
"1c39-539a-a333-7ac0-c83e-0763-d692-1852";"260106";"81";"2";"wieś";"stały";"Urząd Miasta i Gminy Stopnica, ul. Tadeusza Kościuszki 2, 28-130 Stopnica";"gm. Stopnica";"buski";"świętokrzyskie";"1679";"1829";"764";"915";"1";"3";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"25";"7";"18";"0";"890";"260";"630"
"ae94-96ba-9961-7b57-7364-d957-67da-0c68";"260106";"81";"3";"wieś";"stały";"Miejsko-Gminne Centrum Kultury w Stopnicy, ul. Kazimierza Wielkiego 15, 28-130 Stopnica";"gm. Stopnica";"buski";"świętokrzyskie";"1717";"1863";"719";"998";"4";"13";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"22";"7";"15";"0";"976";"315";"661"
"c883-d5b0-bcdd-ad1a-192f-5062-dff0-b91c";"260106";"81";"4";"wieś";"stały";"Świetlica wiejska, Strzałków 51, 28-130 Stopnica";"gm. Stopnica";"buski";"świętokrzyskie";"635";"683";"266";"369";"0";"4";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"10";"5";"5";"0";"359";"129";"230"
"b44e-1f1d-fa22-29e5-c3d8-5c8a-c5da-ad97";"260107";"81";"1";"wieś";"stały";"Szkoła Podstawowa w Kargowie, Kargów 65A, 28-142 Tuczępy";"gm. Tuczępy";"buski";"świętokrzyskie";"383";"423";"153";"230";"1";"2";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"9";"2";"7";"0";"221";"66";"155"
"de9b-40e6-bbf7-7656-4bd1-3cb8-43c6-1acc";"260107";"81";"2";"wieś";"stały";"Szkoła Podstawowa w Tuczępach, Tuczępy 33, 28-142 Tuczępy";"gm. Tuczępy";"buski";"świętokrzyskie";"1416";"1532";"544";"872";"0";"1";"0";"0";"0";"0";"0";"0";"0";"872";"0";"0";"872";"26";"4";"22";"0";"846";"261";"585"
"bb64-218b-d61c-e54d-5139-fe5f-fcb4-edb5";"260107";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Nizinach, Niziny 120A, 28-142 Tuczępy";"gm. Tuczępy";"buski";"świętokrzyskie";"1010";"1086";"452";"558";"0";"0";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"20";"1";"19";"0";"538";"152";"386"
"9641-307c-4546-0aaa-1462-282c-26a2-cc24";"260108";"81";"1";"miasto i wieś";"stały";"Budynek byłego Gimnazjum w Wiślicy, ul. Okopowa 27, 28-160 Wiślica";"gm. Wiślica";"buski";"świętokrzyskie";"1050";"1143";"409";"641";"5";"5";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"17";"7";"10";"0";"624";"273";"351"
"e826-2760-3b1f-5087-b2ea-f285-dac9-6d0d";"260108";"81";"2";"wieś";"stały";"Hala Sportowa w Wiślicy, ul. Podwale 1, 28-160 Wiślica";"gm. Wiślica";"buski";"świętokrzyskie";"930";"1006";"508";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"10";"5";"5";"0";"412";"185";"227"
"f85b-39cd-a223-936c-f835-7f3b-eda6-5f5c";"260108";"81";"3";"wieś";"stały";"Świetlica Wiejska w Chotlu Czerwonym, Chotel Czerwony 63a, 28-160 Wiślica";"gm. Wiślica";"buski";"świętokrzyskie";"938";"1018";"418";"520";"0";"6";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"12";"1";"11";"0";"508";"180";"328"
"766d-ceb4-49a0-fdb8-2f70-61b9-8b1f-774f";"260108";"81";"4";"wieś";"stały";"Dom Strażaka w Szczerbakowie, Szczerbaków 104, 28-160 Wiślica";"gm. Wiślica";"buski";"świętokrzyskie";"597";"650";"240";"357";"5";"2";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"17";"9";"8";"0";"340";"147";"193"
"d470-e8d8-517b-c4d7-6598-7496-4474-bd68";"260108";"81";"5";"wieś";"stały";"Szkoła Podstawowa w Skotnikach Dolnych, Skotniki Dolne 41, 28-160 Wiślica";"gm. Wiślica";"buski";"świętokrzyskie";"690";"742";"291";"399";"2";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"6";"2";"4";"0";"393";"96";"297"
"f526-b14b-1fb0-411c-7e57-b3f3-9269-3157";"260201";"81";"1";"wieś";"stały";"Urząd Gminy w Imielnie, ul. Cmentarna 7, 28-313 Imielno";"gm. Imielno";"jędrzejowski";"świętokrzyskie";"1426";"1561";"530";"896";"1";"6";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"19";"1";"18";"0";"877";"300";"577"
"6b07-58ab-bc09-2ed5-596c-a36f-3df0-60ee";"260201";"81";"2";"wieś";"stały";"Samorządowa Szkoła Podstawowa w Motkowicach, Motkowice ul. Szkolna 2, 28-313 Imielno";"gm. Imielno";"jędrzejowski";"świętokrzyskie";"951";"1028";"406";"545";"0";"2";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"14";"4";"10";"0";"531";"155";"376"
