"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Włodzimierz BERNACKI";"Mirosław Adam CHODUR";"Wojciech KOZAK";"Artur Stanisław KOZIOŁ"
"d5e6-0b9b-5e74-de27-fed1-9615-af2b-a360";"120204";"34";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jaworsku, Jaworsko 151, 32-853 Łysa Góra";"gm. Dębno";"brzeski";"małopolskie";"500";"540";"188";"312";"0";"2";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"10";"3";"7";"0";"302";"198";"16";"44";"44"
"e521-f6e9-6436-c7db-91b8-327a-cf10-30da";"120204";"34";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Niedźwiedzy, Niedźwiedza 130, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"425";"465";"141";"284";"1";"0";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"9";"0";"9";"0";"275";"212";"10";"23";"30"
"a19d-c097-052d-cf71-95bc-5de2-14e6-d32e";"120204";"34";"10";"wieś";"stały";"Urząd Gminy Dębno, Wola Dębińska 240, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"1329";"1456";"450";"879";"0";"8";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"19";"5";"14";"0";"859";"538";"51";"144";"126"
"1ade-1a6e-7116-6cf1-a47c-6511-1e2b-1ac3";"120204";"34";"11";"wieś";"stały";"Dębińskie Centrum Kultury, Jastew 13, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"365";"401";"130";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"0";"0";"0";"0";"235";"128";"10";"58";"39"
"f1a9-143e-d5a5-2b24-3800-da89-f171-34c5";"120204";"34";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Porąbce Uszewskiej, Porąbka Uszewska 272, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"31";"29";"3";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"28";"0";"0";"0"
"48d9-d0f6-55df-1644-9dee-7adc-0091-3344";"120205";"34";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Gnojnik 336, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"1758";"1931";"527";"1231";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"23";"1";"22";"0";"1208";"848";"88";"152";"120"
"755c-00d6-c69a-67b9-8a2c-b729-bd42-619e";"120205";"34";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Uszew 205, 32-865 Uszew";"gm. Gnojnik";"brzeski";"małopolskie";"1156";"1265";"413";"743";"0";"6";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"17";"6";"11";"0";"726";"557";"31";"71";"67"
"b2c5-c7d6-2108-38d0-b10a-f0ee-4262-82f9";"120205";"34";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Biesiadki 58, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"822";"892";"283";"539";"0";"1";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"7";"0";"7";"0";"532";"410";"26";"51";"45"
"48d6-8dce-100c-6808-d84d-fe7d-8126-0f35";"120205";"34";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Gosprzydowa 155, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"739";"821";"267";"472";"3";"9";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"10";"0";"10";"0";"462";"311";"31";"67";"53"
"b6d7-f987-b4c8-663e-74b3-fa05-7504-969e";"120205";"34";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Lewniowa 275, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"682";"751";"239";"443";"0";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"13";"2";"11";"0";"430";"324";"28";"46";"32"
"2297-d6ce-d15e-7584-ef28-39da-e513-5605";"120205";"34";"6";"wieś";"stały";"Dom Ludowy, Zawada Uszewska 176, 32-865 Uszew";"gm. Gnojnik";"brzeski";"małopolskie";"389";"432";"155";"234";"0";"2";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"8";"1";"7";"0";"226";"172";"4";"31";"19"
"0764-f305-fecd-35cf-abc5-d7b0-0639-1f93";"120206";"34";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Bronisława Czecha w Iwkowej, Iwkowa 525, 32-861 Iwkowa";"gm. Iwkowa";"brzeski";"małopolskie";"1152";"1280";"356";"794";"1";"12";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"21";"3";"18";"0";"775";"543";"28";"136";"68"
"2ea8-3ced-84ac-0728-073d-b234-7dbf-61dd";"120206";"34";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Iwkowej, Iwkowa 468, 32-861 Iwkowa";"gm. Iwkowa";"brzeski";"małopolskie";"856";"950";"228";"628";"1";"6";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"12";"3";"9";"0";"616";"424";"25";"106";"61"
"9910-4062-6fbd-6aa7-4b83-4a54-58cb-f271";"120206";"34";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. gen. Marcina Kątskiego w Kątach, Kąty 21, 32-862 Porąbka Iwkowska";"gm. Iwkowa";"brzeski";"małopolskie";"1271";"1407";"382";"888";"3";"6";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"19";"3";"16";"0";"868";"681";"34";"86";"67"
"aa68-1495-c7bd-abec-7375-b30c-7cac-ae12";"120206";"34";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Kazimierza Brodzińskiego w Wojakowej, Wojakowa 49, 32-862 Porąbka Iwkowska";"gm. Iwkowa";"brzeski";"małopolskie";"1210";"1334";"359";"851";"0";"4";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"27";"2";"25";"0";"824";"680";"39";"77";"28"
"bd86-b01e-e5dd-955c-ce64-4ab9-a2f0-6160";"120207";"34";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Górce, Górka 67A, 32-820 Szczurowa";"gm. Szczurowa";"brzeski";"małopolskie";"353";"388";"174";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"9";"0";"9";"0";"170";"97";"18";"30";"25"
"7759-b504-6058-8a86-ff84-0304-3557-2627";"120207";"34";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Niedzieliskach, Niedzieliska 111, 32-820 Szczurowa";"gm. Szczurowa";"brzeski";"małopolskie";"724";"791";"373";"351";"0";"1";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"20";"3";"17";"0";"331";"232";"18";"50";"31"
"c2a3-c6e4-e362-f1c0-64ec-c53b-b66a-10fb";"120207";"34";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Strzelcach Wielkich, Strzelce Wielkie 60, 32-822 Strzelce Wielkie";"gm. Szczurowa";"brzeski";"małopolskie";"599";"661";"275";"324";"0";"3";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"7";"0";"7";"0";"317";"186";"23";"74";"34"
"f9e5-7ca7-3847-fbc0-ef53-fca4-0a19-918c";"120207";"34";"4";"wieś";"stały";"Szkoła Podstawowa w Szczurowej, ul. Rynek 14, 32-820 Szczurowa";"gm. Szczurowa";"brzeski";"małopolskie";"1437";"1557";"646";"791";"2";"2";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"25";"6";"19";"0";"766";"464";"51";"144";"107"
"796f-cd9c-0206-a4e6-4fe0-bc88-297e-89c7";"120207";"34";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Woli Przemykowskiej, Wola Przemykowska 102, 32-821 Zaborów";"gm. Szczurowa";"brzeski";"małopolskie";"616";"666";"281";"334";"1";"1";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"13";"1";"12";"0";"322";"220";"10";"63";"29"
"cb30-f3bb-01f2-e9f5-4cb3-52e7-8cdb-305a";"120207";"34";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zaborowie, Zaborów 63, 32-821 Zaborów";"gm. Szczurowa";"brzeski";"małopolskie";"921";"1000";"440";"481";"1";"2";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"16";"1";"15";"0";"464";"297";"29";"89";"49"
"0069-04ba-9e52-34d6-26a7-9880-22de-ab24";"120207";"34";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Uściu Solnym, Uście Solne 80A, 32-813 Uście Solne";"gm. Szczurowa";"brzeski";"małopolskie";"706";"776";"233";"473";"1";"2";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"5";"0";"5";"0";"468";"335";"29";"58";"46"
"ecca-8d8b-f10c-6486-3e5a-d4c0-c5b2-db0a";"120207";"34";"8";"wieś";"stały";"Dom Ludowy w Dołędze, Dołęga 39A, 32-821 Zaborów";"gm. Szczurowa";"brzeski";"małopolskie";"330";"360";"144";"186";"0";"2";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"7";"1";"6";"0";"179";"114";"15";"31";"19"
"4868-fb55-4082-588d-c7f7-67dc-60bd-b647";"120207";"34";"9";"wieś";"stały";"Szkoła Podstawowa w Szczurowej Filia w Rudach-Rysiu, Rudy-Rysie 118, 32-820 Szczurowa";"gm. Szczurowa";"brzeski";"małopolskie";"526";"580";"198";"328";"0";"1";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"9";"0";"9";"0";"319";"211";"16";"47";"45"
"8854-edec-937f-6b88-d744-efe8-590b-bbe4";"120207";"34";"10";"wieś";"stały";"Szkoła Podstawowa w Szczurowej Filia w Strzelcach Małych, Strzelce Małe 90, 32-822 Strzelce Wielkie";"gm. Szczurowa";"brzeski";"małopolskie";"453";"496";"182";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"4";"1";"3";"0";"267";"188";"15";"41";"23"
"7f22-2253-3c61-5586-edce-a86c-e544-cfec";"120207";"34";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa w Strzelcach Wielkich Filia we Wrzępi, Wrzępia 129, 32-822 Strzelce Wielkie";"gm. Szczurowa";"brzeski";"małopolskie";"326";"356";"126";"200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"8";"0";"8";"0";"192";"122";"19";"32";"19"
"4e82-fa6a-0890-7d81-ca43-5632-9f32-1ed7";"121401";"34";"1";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Biórkowie Wielkim, Biórków Wielki 107, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"722";"802";"261";"461";"0";"2";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"10";"2";"8";"0";"451";"255";"21";"84";"91"
"e703-4837-7abf-a884-ffe2-ad6f-0595-6118";"121401";"34";"2";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Szymachy w Glewcu, Glewiec 2, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"711";"779";"372";"339";"0";"0";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"8";"1";"7";"0";"331";"221";"19";"60";"31"
"5f9e-fc01-fc1a-7ba7-0d32-db73-5619-1834";"121401";"34";"3";"wieś";"stały";"Remiza OSP we Wroninie, Wronin 20, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"536";"583";"235";"301";"1";"0";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"5";"0";"5";"0";"296";"192";"9";"66";"29"
"19bc-a0e0-3bc9-eb57-04ca-222d-c9fc-2c9a";"121401";"34";"4";"wieś";"stały";"Remiza OSP w Wierzbnie, Wierzbno 36, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"911";"999";"464";"447";"0";"2";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"6";"1";"5";"0";"441";"267";"25";"108";"41"
"e9b8-f042-4b54-9dce-ffde-02a4-b73b-2c48";"121401";"34";"5";"wieś";"stały";"Gminny Ośrodek Kultury w Koniuszy, Koniusza 5, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"904";"1001";"287";"617";"2";"1";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"13";"2";"11";"0";"604";"380";"25";"132";"67"
"9801-5ee9-1a7c-e8eb-9d25-fa62-dc3f-8aab";"121401";"34";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Niegardowie, Niegardów 57, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"855";"949";"318";"537";"1";"1";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"8";"0";"8";"0";"529";"391";"11";"65";"62"
"1318-695f-d6a8-f2db-5f55-af90-8857-48d2";"121401";"34";"7";"wieś";"stały";"Szkoła Podstawowa im. Bartosza Głowackiego w Rzędowicach, Rzędowice 44, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"346";"382";"150";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"3";"0";"3";"0";"193";"130";"5";"46";"12"
"19a1-d415-fd8f-33b6-9722-8248-915b-7769";"121401";"34";"8";"wieś";"stały";"Zespół Szkół w Piotrkowicach Małych, Piotrkowice Małe 89, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"541";"588";"161";"380";"0";"1";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"4";"2";"2";"0";"376";"217";"25";"83";"51"
"3851-cadc-cefa-68d5-6794-17b3-a807-1349";"121401";"34";"9";"wieś";"stały";"budynek byłego Gimnazjum w Posądzy, Posądza 94, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"787";"868";"214";"573";"0";"3";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"4";"0";"4";"0";"569";"342";"30";"113";"84"
"4584-4396-839f-20d2-f505-8d61-aaa0-795d";"121401";"34";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łyszkowicach, Łyszkowice 64, 32-104 Koniusza";"gm. Koniusza";"proszowicki";"małopolskie";"56";"55";"14";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"6";"0";"6";"0";"36";"17";"5";"12";"2"
"565c-9885-e788-0f38-96c8-4698-a2a6-fcbe";"121402";"34";"1";"miasto";"stały";"Szkoła Muzyczna I stopnia w Koszycach, ul. Marii Skłodowskiej-Curie 5, 32-130 Koszyce";"gm. Koszyce";"proszowicki";"małopolskie";"1544";"1687";"726";"818";"1";"5";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"23";"11";"12";"0";"795";"440";"40";"185";"130"
"4729-b36b-503d-a6a8-176f-0346-c51f-3655";"121402";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Książnicach Wielkich, Książnice Wielkie 37, 32-130 Koszyce";"gm. Koszyce";"proszowicki";"małopolskie";"1579";"1720";"745";"834";"0";"4";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"9";"0";"9";"0";"825";"596";"23";"114";"92"
"cb2a-b7e4-2ef1-afc0-9dc4-f5f0-1fda-1332";"121402";"34";"3";"wieś";"stały";"Centrum Komunikacji Społecznej w Przemykowie, Przemyków 78, 32-130 Koszyce";"gm. Koszyce";"proszowicki";"małopolskie";"1020";"1124";"478";"542";"0";"2";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"20";"12";"8";"0";"522";"333";"18";"124";"47"
"f409-fb00-e31b-34a0-5e14-acbc-face-04fb";"121403";"34";"1";"miasto";"stały";"Miejsko-Gminne Centrum Kultury i Promocji, ul. Marszałka Józefa Piłsudskiego 17a, 32-120 Nowe Brzesko";"gm. Nowe Brzesko";"proszowicki";"małopolskie";"1239";"1348";"371";"868";"0";"6";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"15";"4";"11";"0";"853";"517";"38";"138";"160"
"bde6-05b4-e997-56a1-2f7e-1a67-f940-b475";"121403";"34";"2";"wieś";"stały";"Centrum Społeczno-Kulturalne, Hebdów 147, 32-120 Nowe Brzesko";"gm. Nowe Brzesko";"proszowicki";"małopolskie";"543";"602";"201";"343";"0";"1";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"8";"1";"7";"0";"335";"213";"20";"64";"38"
"b04c-13b1-ea6c-5230-22bc-10c6-d774-844c";"121403";"34";"3";"miasto";"stały";"Zespół Przedszkolno-Szkolny, ul. Krakowska 29, 32-120 Nowe Brzesko";"gm. Nowe Brzesko";"proszowicki";"małopolskie";"1060";"1179";"424";"636";"0";"6";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"6";"1";"5";"0";"629";"434";"28";"116";"51"
"a19d-9cd3-94be-c6ea-5a08-2604-98c0-1e7e";"121403";"34";"4";"wieś";"stały";"Centrum Komunikacji Społecznej, Śmiłowice 16, 32-120 Nowe Brzesko";"gm. Nowe Brzesko";"proszowicki";"małopolskie";"782";"858";"326";"456";"1";"0";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"13";"0";"13";"0";"443";"304";"9";"78";"52"
"1f8c-63b6-2814-1b7a-0829-0894-f431-9260";"121403";"34";"5";"wieś";"stały";"Środowiskowy Dom Samopomocy, Gruszów 28, 32-120 Nowe Brzesko";"gm. Nowe Brzesko";"proszowicki";"małopolskie";"592";"648";"235";"357";"1";"0";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"6";"0";"6";"0";"351";"256";"4";"65";"26"
"e5c1-7edb-f51f-ed7c-019e-28ef-0c41-ebcd";"121404";"34";"1";"wieś";"stały";"Szkoła Podstawowa w Pałecznicy, ul. Św. Jakuba 43, 32-109 Pałecznica";"gm. Pałecznica";"proszowicki";"małopolskie";"901";"984";"297";"604";"0";"1";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"15";"0";"15";"0";"589";"241";"30";"291";"27"
"30c0-7445-17e1-6f7d-82d1-31f9-5088-f478";"121404";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Ibramowicach, Ibramowice 42, 32-109 Pałecznica";"gm. Pałecznica";"proszowicki";"małopolskie";"477";"519";"165";"312";"0";"2";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"11";"0";"11";"0";"301";"155";"14";"125";"7"
"80b8-b7db-af9f-8efe-db1c-3ae4-360e-b4c9";"121404";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Czuszowie, Czuszów 74, 32-112 Klimontów";"gm. Pałecznica";"proszowicki";"małopolskie";"452";"503";"172";"280";"0";"1";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"10";"3";"7";"0";"270";"153";"10";"92";"15"
"f911-a131-65af-2477-79a4-757b-4693-8c57";"121404";"34";"4";"wieś";"stały";"Szkoła Podstawowa w Nadzowie, Nadzów 101, 32-109 Pałecznica";"gm. Pałecznica";"proszowicki";"małopolskie";"436";"479";"192";"244";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"4";"0";"4";"0";"240";"132";"11";"86";"11"
"b8f2-746b-ee44-e80a-10c4-142b-4fdf-7717";"121404";"34";"5";"wieś";"stały";"Szkoła Podstawowa w Winiarach, Winiary 63, 32-109 Pałecznica";"gm. Pałecznica";"proszowicki";"małopolskie";"331";"365";"158";"173";"0";"2";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"2";"0";"2";"0";"171";"112";"2";"52";"5"
"6d2a-74f8-5cb5-5075-256b-a5b9-5c8e-03be";"121405";"34";"1";"miasto";"stały";"Zespół Placówek Caritas w Proszowicach, ul. 3 Maja 2, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"818";"888";"281";"537";"1";"0";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"11";"5";"6";"0";"526";"221";"36";"151";"118"
"46a5-0f85-2574-1bee-3dda-6595-cb5a-d393";"121405";"34";"2";"miasto";"stały";"Urząd Gminy i Miasta Proszowice, ul. 3 Maja 72, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"1396";"1512";"432";"964";"3";"5";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"18";"6";"12";"0";"946";"445";"45";"259";"197"
"2d5e-2b7e-515c-13fe-90f7-8d64-c3fe-2f6b";"121405";"34";"3";"miasto";"stały";"Centrum Kultury i Wypoczynku w Proszowicach, Rynek 18, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"1125";"1216";"439";"686";"4";"2";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"12";"4";"8";"0";"674";"327";"30";"167";"150"
"1b71-9430-b3bb-460e-7078-4684-1bf5-5751";"121405";"34";"4";"miasto";"stały";"Szkoła Podstawowa nr 2 w Proszowicach, ul. Mikołaja Kopernika 7, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"1128";"1225";"348";"780";"4";"2";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"10";"3";"7";"0";"770";"396";"51";"167";"156"
"4173-3d43-e8b5-1f27-9b6b-aa44-b13d-ded1";"121405";"34";"5";"wieś";"stały";"Szkoła Podstawowa w Klimontowie, Klimontów 180, 32-112 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"1046";"1133";"411";"635";"0";"2";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"7";"1";"6";"0";"628";"425";"27";"125";"51"
"3271-bc82-dc6e-f380-863e-e442-497a-8f63";"121405";"34";"6";"wieś";"stały";"Remiza OSP w Kościelcu, Kościelec 130, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"842";"926";"327";"515";"2";"2";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"8";"3";"5";"0";"507";"336";"25";"102";"44"
"d52a-fad7-d286-a9ad-5b56-2bd2-8f70-583b";"121405";"34";"7";"wieś";"stały";"Szkoła Podstawowa w Ostrowie, Ostrów 1, 32-112 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"961";"1054";"413";"548";"0";"3";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"9";"0";"9";"0";"539";"327";"18";"151";"43"
"b869-a873-49b3-9bf2-355a-7e4f-39f6-d1e0";"121405";"34";"8";"wieś";"stały";"Budynek Dom Ludowy, Bobin 25, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"728";"805";"284";"444";"1";"0";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"13";"1";"12";"0";"431";"300";"16";"96";"19"
"e20d-36fe-16a6-852c-5b5c-2e4a-e040-740a";"121405";"34";"9";"wieś";"stały";"Szkoła Podstawowa w Żębocinie, Żębocin 65, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"1031";"1130";"493";"538";"0";"1";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"7";"2";"5";"0";"531";"327";"13";"118";"73"
"4b35-b05b-ea79-ee7f-1c54-e02f-1197-e0ad";"121405";"34";"10";"wieś";"stały";"Szkoła Podstawowa w Stogniowicach, Stogniowice 25, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"825";"908";"287";"538";"0";"1";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"15";"6";"9";"0";"523";"299";"37";"115";"72"
"af27-4351-b785-ce49-6362-1cb4-9f61-ab99";"121405";"34";"11";"wieś";"stały";"Szkoła Podstawowa w Szczytnikach, Szczytniki 91a, 32-112 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"637";"704";"252";"385";"0";"1";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"7";"2";"5";"0";"378";"254";"12";"77";"35"
"e3b6-0c18-f264-4a05-15e9-6d81-355e-fd32";"121405";"34";"12";"wieś";"stały";"Remiza OSP w Opatkowicach, Opatkowice 37, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"667";"730";"229";"438";"0";"1";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"10";"7";"3";"0";"428";"211";"30";"126";"61"
"4f5a-40a6-9180-ed7c-1103-563b-a855-6a5e";"121405";"34";"13";"wieś";"stały";"Szkoła Podstawowa nr 1 w Proszowicach, ul. Tadeusza Kościuszki 15, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"754";"829";"331";"423";"0";"2";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"9";"2";"7";"0";"414";"234";"14";"94";"72"
"269b-f4d2-6bfe-7388-7bfb-2dad-9f0c-9a9f";"121405";"34";"14";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Proszowicach, ul. Mikołaja Kopernika 13, 32-100 Proszowice";"gm. Proszowice";"proszowicki";"małopolskie";"202";"105";"158";"44";"0";"2";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"4";"1";"3";"0";"40";"27";"3";"4";"6"
"4144-f2dd-5713-de15-c0e4-f755-c37e-2606";"121406";"34";"1";"wieś";"stały";"Szkoła Podstawowa w Radziemicach, Radziemice 2, 32-107 Radziemice";"gm. Radziemice";"proszowicki";"małopolskie";"994";"1092";"431";"563";"0";"0";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"20";"4";"16";"0";"543";"323";"24";"141";"55"
"8a78-becc-2ed0-8765-1a3d-a84b-f525-13ca";"121406";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Łętkowicach, Łętkowice 113, 32-107 Radziemice";"gm. Radziemice";"proszowicki";"małopolskie";"731";"801";"317";"414";"0";"2";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"4";"0";"4";"0";"410";"253";"14";"112";"31"
"070d-3976-1103-f38b-06de-63e0-3ac5-584b";"121406";"34";"3";"wieś";"stały";"Szkoła Filialna w Zielenicach, Zielenice 1, 32-107 Radziemice";"gm. Radziemice";"proszowicki";"małopolskie";"435";"475";"152";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"8";"2";"6";"0";"275";"179";"7";"68";"21"
