"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Tomasz Paweł GRODZKI";"Małgorzata Anna JACYNA-WITT"
"6454-180a-76f5-4a3b-2847-23a4-b408-bc24";"326201";"97";"199";"miasto";"zakład leczniczy";"S. P. Szpital Kliniczny Nr 1, ul. Unii Lubelskiej 1, 71-252 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"180";"153";"51";"129";"0";"9";"0";"0";"0";"0";"0";"0";"0";"129";"0";"0";"129";"6";"0";"6";"0";"123";"82";"41"
"315e-e275-1670-a68a-e55c-73a0-a0e5-b558";"326201";"97";"200";"miasto";"zakład leczniczy";"S. P. Szpital Kliniczny Nr 1 Klinika Psychiatrii PUM, ul. Broniewskiego 26, 71-460 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"100";"18";"82";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"1";"0";"1";"0";"17";"8";"9"
"a291-fac7-4d3e-c03c-3e77-b8bf-01aa-5a37";"326201";"97";"201";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Dom Kombatanta i Pioniera Ziemi Szczecińskiej"", ul. Romera 21 - 29, 71-246 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"209";"225";"117";"92";"0";"0";"0";"0";"0";"0";"0";"0";"0";"92";"0";"0";"92";"10";"1";"9";"0";"82";"36";"46"
"60d4-e823-fbcd-1b21-b649-76e8-927a-a5d3";"326201";"97";"202";"miasto";"zakład leczniczy";"Zachodniopomorskie Centrum Onkologii, ul. Strzałowska 22, 71-740 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"250";"122";"163";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"87";"8";"0";"8";"0";"79";"44";"35"
"f1b6-2bb5-a2d5-848f-3845-7d3e-2504-f092";"326201";"97";"203";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Dom Kombatanta"", ul. Krucza 17, 71-747 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"220";"186";"130";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"2";"0";"2";"0";"88";"44";"44"
"dd0a-ae61-7ea7-c424-7985-1299-f9c8-c93e";"326201";"97";"204";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Kaszubska 28, 70-226 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"600";"543";"213";"387";"0";"0";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"11";"0";"11";"0";"376";"297";"79"
"236c-f9be-712c-67f9-6f0b-212d-fd28-c435";"326201";"97";"205";"miasto";"zakład leczniczy";"109 Szpital Wojskowy z Przychodnią S. P. Zakład Opieki Zdrowotnej, ul. Piotra Skargi 9 - 11, 71-422 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"80";"68";"38";"42";"0";"1";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"1";"0";"1";"0";"41";"21";"20"
"2aac-1c37-8ff0-6973-9e17-9f0f-eb9f-2ab2";"326201";"97";"206";"miasto";"dom pomocy społecznej";"Instytut Jana Pawła II, w skład którego wchodzą:-Dom Pomocy Społecznej im. doktora Edmunda Wojtyły,-Szpital Rehabilitacyjny Św. Karola Boromeusza,-Dom Pomocy Społecznej., al. Wyzwolenia 52, 71-506 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"70";"152";"2";"68";"0";"1";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"4";"0";"4";"0";"64";"29";"35"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
