"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Marek Grzegorz KRZĄKAŁA - nr na liście 1";"Krzysztof Jan GADOWSKI - nr na liście 2";"Gabriela Teresa LENARTOWICZ - nr na liście 3";"Anna Małgorzata GASZKA - nr na liście 4";"Bartłomiej Józef GABRYŚ - nr na liście 5";"Marek Bogusław PROFASKA - nr na liście 6";"Halina Maria KANTOR - nr na liście 7";"Mirosław Leszek KOZIELSKI - nr na liście 8";"Grzegorz Sebastian SERWATKA - nr na liście 9";"Mirosław Piotr DUŻY - nr na liście 10";"Wojciech Piotr KILJAŃCZYK - nr na liście 11";"Joanna Ewa SKOWRON - nr na liście 12";"Beata Katarzyna RZACZEK - nr na liście 13";"Olga Maria POLOK - nr na liście 14";"Jerzy Mieczysław JELONEK - nr na liście 15";"Weronika Małgorzata PIEKOSZOWSKA - nr na liście 16";"Gabriela Agnieszka WŁASIEWICZ - nr na liście 17";"Krzysztof Michał DYBIEC - nr na liście 18";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Roman Henryk FRITZ - nr na liście 1";"Adam Jerzy KURPAS - nr na liście 2";"Konrad Karol MAKAREWICZ - nr na liście 3";"Tadeusz MARON - nr na liście 4";"Małgorzata TOMECKA - nr na liście 5";"Grzegorz GORZOCH - nr na liście 6";"Joanna BURKACKA - nr na liście 7";"Justyna Dorota PYSZNY - nr na liście 8";"Mirosław LECH - nr na liście 9";"Paweł Grzegorz PIECHOCZEK - nr na liście 10";"Aneta Halina ANTONIK-FAIKIS - nr na liście 11";"Alan Hieronim SZATYŁO - nr na liście 12";"Aneta Anna MACIAŚ - nr na liście 13";"Jarosław GRABIEC - nr na liście 14";"Justyna Natalia KUCHARCZYK - nr na liście 15";"Paulina Sandra ILNICKA - nr na liście 16";"Jacek Szymon LANUSZNY - nr na liście 17";"Hanna Dorota COFALIK - nr na liście 18";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Grzegorz Kazimierz PILISZEK - nr na liście 1";"Wiesława Joanna HULIM - nr na liście 2";"Bogdan Czesław MYŚLIWIEC - nr na liście 3";"Sylwia MACHNIK - nr na liście 4";"Adam Sebastian SMYCZEK - nr na liście 5";"Grażyna Gabriela BORTLIK - nr na liście 6";"Henryk Sławomir POSTAWKA - nr na liście 7";"Jacek Arkadiusz SZYMURA - nr na liście 8";"Piotr Sylwester RYCHŁY - nr na liście 9";"Kazimierz Stanisław ADAMCZYK - nr na liście 10";"Artur Rafał OLEKSIŃSKI - nr na liście 11";"Maria Teresa WALISZEWSKA - nr na liście 12";"Aleksander Jakub POJDA - nr na liście 13";"Stanisław Alojzy RDUCH - nr na liście 14";"Barbara Aleksandra NYCZKA - nr na liście 15";"Elżbieta Maria KULAWIK - nr na liście 16";"Janina DĄBROWSKA - nr na liście 17";"Bronisław KARASEK - nr na liście 18";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Bolesław Grzegorz PIECHA - nr na liście 1";"Michał Piotr WOŚ - nr na liście 2";"Czesław Stanisław SOBIERAJSKI - nr na liście 3";"Adam GAWĘDA - nr na liście 4";"Grzegorz MATUSIAK - nr na liście 5";"Katarzyna Maria DUTKIEWICZ - nr na liście 6";"Teresa GLENC - nr na liście 7";"Cezary Dominik RAJCA - nr na liście 8";"Mirela Elżbieta SZUTKA - nr na liście 9";"Jarosław Zbigniew SZCZĘSNY - nr na liście 10";"Aleksandra Katarzyna RATKA-BOSSARD - nr na liście 11";"Karol Bogusław SZYMURA - nr na liście 12";"Alojzy Jan SZYMICZEK - nr na liście 13";"Angelika Krystyna GARUS-KOPERTOWSKA - nr na liście 14";"Urszula Zofia KASPAREK - nr na liście 15";"Maria KODURA - nr na liście 16";"Jerzy Bolesław LAZAR - nr na liście 17";"Daniel Emilian WAWRZYCZEK - nr na liście 18";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Maciej Kamil KOPIEC - nr na liście 1";"Mirosław Krzysztof NOWAK - nr na liście 2";"Zdzisław SMOLIŃSKI - nr na liście 3";"Hanna Joanna KUSTRA - nr na liście 4";"Piotr Aleksander URBAŃCZYK - nr na liście 5";"Ilona Beata WITALA-SŁUGA - nr na liście 6";"Andrzej POŻAROWSZCZYK - nr na liście 7";"Izabela Małgorzata NOSIADEK - nr na liście 8";"Patrycja Anna SIEŃKO - nr na liście 9";"Tomasz Marek LEONARSKI - nr na liście 10";"Roman Wojciech GRANICZKA - nr na liście 11";"Agnieszka Dominika GONSIOR - nr na liście 12";"Agnieszka Lidia KORBEL - nr na liście 13";"Piotr KWAŚNY - nr na liście 14";"Zofia SOBIK - nr na liście 15";"Agnieszka Barbara RYCZKOWSKA - nr na liście 16";"Iwona Maria KALINOWSKA - nr na liście 17";"Jarosław Piotr LIGAS - nr na liście 18";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Maciej Krzysztof URBAŃCZYK - nr na liście 1";"Dariusz Mirosław PRUS - nr na liście 2";"Danuta Agata MOTYCZKA - nr na liście 3";"Adam Ferdynand PUSTELNIK - nr na liście 4";"Paweł OSUCH - nr na liście 5";"Natalia Agnieszka JAROSZ - nr na liście 6";"Damian KOSIŃSKI - nr na liście 7";"Elżbieta Maria STRACH - nr na liście 8";"Tomasz Krzysztof GIERCZYCKI - nr na liście 9";"Tomasz BIAŁOŃ - nr na liście 10";"Izabela Urszula STRACH - nr na liście 11";"Liczba obwodów"
"241107";"gmina wiejska";"gm. Pietrowice Wielkie";"raciborski";"śląskie";5081;5437;2732;2349;2;7;0;0;0;0;0;0;0;2349;0;0;2349;31;24;7;0;2318;649;71;22;522;7;1;2;4;3;1;1;1;4;0;4;0;1;1;4;142;66;18;16;2;3;4;4;3;4;2;1;1;1;3;8;2;0;4;131;34;5;20;19;13;5;9;0;1;5;1;2;2;1;0;3;3;8;1187;73;883;11;58;7;76;22;2;2;4;1;1;29;2;4;2;6;4;186;72;26;7;13;6;3;23;7;2;1;2;4;4;0;7;1;4;4;23;10;2;4;1;0;3;0;2;0;0;1;6
"241108";"gmina wiejska";"gm. Rudnik";"raciborski";"śląskie";3945;4095;2185;1760;3;3;1;1;0;0;0;0;1;1761;1;0;1761;26;22;4;0;1735;412;78;17;285;3;0;1;3;5;0;0;0;1;1;3;3;1;7;4;95;41;10;5;2;8;3;2;5;2;3;1;0;2;3;5;0;1;2;112;39;13;9;14;5;2;3;6;0;3;5;1;3;1;0;1;0;7;984;86;718;6;31;10;76;20;4;4;4;0;2;8;1;1;4;4;5;103;60;8;3;8;3;1;3;5;0;1;0;4;1;0;2;4;0;0;29;6;1;1;3;1;6;2;2;0;3;4;5
"241201";"gmina miejsko-wiejska";"gm. Czerwionka-Leszczyny";"rybnicki";"śląskie";29618;31932;10624;18994;24;50;0;0;0;0;0;0;0;18987;0;0;18987;200;127;73;0;18787;5425;1781;171;81;62;47;3043;27;21;37;25;24;14;11;32;9;21;2;17;1202;556;223;64;27;51;24;16;45;27;18;11;5;13;19;20;8;24;51;768;266;76;24;57;46;18;12;63;67;45;7;6;17;19;4;9;10;22;9893;2972;876;360;533;155;125;469;3710;111;93;30;146;62;28;45;37;78;63;1204;640;73;39;95;34;28;16;56;18;11;10;18;18;29;52;7;32;28;295;101;14;41;25;12;20;11;16;0;14;41;21
"241202";"gmina wiejska";"gm. Gaszowice";"rybnicki";"śląskie";6958;7445;2362;4596;2;2;1;1;0;0;0;0;1;4597;1;0;4597;63;31;32;0;4534;1183;768;92;48;30;10;132;4;3;6;6;32;11;8;6;2;5;1;19;338;153;36;25;10;12;6;4;16;9;13;6;1;10;12;4;1;7;13;230;75;23;9;16;9;5;24;16;3;11;4;3;7;6;0;1;7;11;2311;597;792;52;442;30;36;146;48;35;17;5;23;27;1;11;8;29;12;393;187;29;9;32;11;6;43;18;3;7;4;7;10;4;14;2;1;6;79;25;12;14;5;2;0;6;4;0;5;6;7
"241203";"gmina wiejska";"gm. Jejkowice";"rybnicki";"śląskie";2997;3171;872;2125;1;4;0;0;0;0;0;0;0;2125;0;0;2125;16;10;6;0;2109;491;367;13;17;15;4;34;2;0;7;0;8;7;3;3;0;5;4;2;150;80;16;10;4;14;3;1;3;4;3;1;0;2;4;0;1;2;2;122;42;6;12;12;7;4;4;8;0;2;1;2;4;2;0;4;1;11;1145;387;253;32;152;17;32;73;73;45;4;1;29;4;1;9;8;23;2;157;84;10;3;12;2;2;8;9;3;3;1;1;5;8;3;1;1;1;44;10;13;8;1;1;6;2;0;1;1;1;3
"241204";"gmina wiejska";"gm. Lyski";"rybnicki";"śląskie";7318;7673;2673;4645;4;13;0;0;0;0;0;0;0;4644;0;0;4644;57;36;21;0;4587;1221;704;60;145;31;21;165;9;5;13;6;17;4;3;8;4;4;2;20;282;145;28;17;7;11;7;4;10;11;5;2;1;7;7;5;5;2;8;422;108;26;33;25;18;9;117;14;2;9;3;6;2;9;4;6;3;28;2272;582;817;65;348;31;64;104;31;80;20;5;38;30;2;14;5;24;12;312;158;25;19;26;11;5;11;6;9;4;2;5;11;2;3;4;7;4;78;27;7;14;3;2;1;5;6;1;4;8;11
"241205";"gmina wiejska";"gm. Świerklany";"rybnicki";"śląskie";8578;9380;2371;6207;7;8;0;0;0;0;0;0;0;6206;0;0;6206;61;34;27;0;6145;1158;606;256;26;43;13;61;5;9;13;2;24;6;0;70;1;3;3;17;529;178;57;16;13;16;9;11;22;8;18;6;2;17;9;6;2;3;136;309;112;30;21;20;21;10;7;19;4;8;3;2;3;18;6;2;4;19;3696;1079;873;132;426;218;57;270;51;160;30;10;42;39;16;120;93;56;24;366;212;29;11;19;10;11;4;21;4;3;4;5;7;4;10;1;5;6;87;20;6;15;6;5;9;2;3;3;3;15;6
"241501";"gmina miejska";"m. Pszów";"wodzisławski";"śląskie";9978;10788;3686;6292;11;14;0;0;0;0;0;0;0;6281;0;2;6279;57;30;27;0;6222;1390;517;442;115;43;27;13;7;15;13;8;7;21;6;13;5;2;4;132;490;202;40;37;16;7;7;9;5;15;10;3;4;2;98;11;6;9;9;321;98;19;33;31;16;15;13;20;2;9;2;6;8;10;0;5;7;27;3351;380;508;46;1655;54;28;484;4;12;35;6;8;92;1;4;10;12;12;591;252;92;13;29;13;11;36;38;7;2;1;18;18;15;13;2;22;9;79;19;15;15;2;3;4;2;2;4;6;7;5
"241502";"gmina miejska";"m. Radlin";"wodzisławski";"śląskie";12667;13581;4490;8177;11;23;0;0;0;0;0;0;0;8176;0;0;8176;80;42;38;0;8096;2139;858;659;166;54;72;31;17;28;37;11;25;14;8;21;7;6;3;122;548;202;36;40;23;32;14;10;30;39;15;6;12;9;26;12;2;11;29;446;133;26;38;35;8;10;11;30;4;15;3;7;14;32;11;7;14;48;3781;901;610;73;1034;87;63;640;28;47;69;10;29;110;7;17;20;17;19;1055;408;179;21;62;21;14;48;111;14;28;11;17;7;10;54;3;29;18;127;32;19;20;8;6;14;5;3;3;5;12;10
"241503";"gmina miejska";"m. Rydułtowy";"wodzisławski";"śląskie";15170;16337;5558;9612;11;20;1;1;0;0;0;0;1;9613;1;3;9610;107;68;39;0;9503;2345;1022;550;205;75;45;40;16;30;12;11;11;183;53;9;6;8;2;67;711;271;65;34;15;31;10;15;36;16;14;7;2;15;31;10;3;111;25;509;168;27;27;64;21;10;33;24;10;13;6;5;12;21;4;4;8;52;4643;961;1075;63;1497;151;67;474;32;31;60;12;26;97;11;16;23;24;23;1129;396;97;36;37;37;12;322;50;12;7;12;10;21;8;23;8;24;17;166;51;8;47;11;7;9;6;4;1;4;18;13
"241504";"gmina miejska";"m. Wodzisław Śląski";"wodzisławski";"śląskie";34778;36608;12233;22545;32;67;0;0;0;0;0;0;0;22543;0;0;22543;196;99;97;0;22347;6050;1439;2102;383;74;96;49;44;185;63;21;23;33;33;59;20;8;11;1407;1569;668;111;102;35;72;30;23;108;47;31;27;128;18;56;25;6;25;57;1139;347;67;97;92;43;24;37;60;18;30;15;23;28;37;20;52;24;125;10697;1503;1317;95;3877;221;77;2364;19;43;306;8;37;671;21;35;22;27;54;2510;874;770;65;119;37;24;43;114;46;13;21;64;27;27;55;10;163;38;382;81;129;54;8;7;20;15;17;3;19;29;25
