"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Eryk MARTYNOWSKI";"Waldemar PAWLAK"
"4002-f7b7-fd6d-5032-aaa0-f9fa-74ae-41d1";"143803";"38";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bartnikach, Bartniki ul. Miodowa 47, 96-332 Radziwiłłów";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"690";"770";"213";"477";"0";"8";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"14";"5";"9";"0";"463";"249";"214"
"8a19-174f-9da0-2b9f-586b-c911-2899-80ac";"143803";"38";"9";"wieś";"zakład leczniczy";"Zakład Pielęgnacyjno-Opiekuńczy Wycześniak, Wycześniak 22, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"113";"109";"95";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"1";"0";"1";"0";"17";"11";"6"
"d42e-c9c5-99f5-2b6b-194e-2271-09ff-8a9c";"143804";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Radziejowicach, ul. Kubickiego 3A, 96-325 Radziejowice";"gm. Radziejowice";"żyrardowski";"mazowieckie";"1110";"1261";"274";"836";"2";"25";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"28";"9";"19";"0";"808";"339";"469"
"ec63-e8d1-a0c0-d050-9905-5e10-1b3c-ce3c";"143804";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Radziejowicach, ul. Kubickiego 3A, 96-325 Radziejowice";"gm. Radziejowice";"żyrardowski";"mazowieckie";"880";"892";"281";"599";"3";"4";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"22";"4";"18";"0";"577";"291";"286"
"253e-df01-fb6c-7174-6e3c-9157-23d6-c8ee";"143804";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Korytowie A, Korytów A ul. Szkolna 3, 96-300 Żyrardów";"gm. Radziejowice";"żyrardowski";"mazowieckie";"870";"960";"223";"647";"1";"2";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"16";"6";"10";"0";"631";"266";"365"
"c7f9-5a94-0898-b2ff-3477-8785-9a74-0243";"143804";"38";"4";"wieś";"stały";"Hala Sportowa w Korytowie A, Korytów A ul. Szkolna 3, 96-300 Żyrardów";"gm. Radziejowice";"żyrardowski";"mazowieckie";"544";"607";"148";"396";"0";"1";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"8";"2";"6";"0";"388";"217";"171"
"9f62-41f5-4f72-f3c0-5de5-d1ad-6854-9e9d";"143804";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Kuklówce Radziejowickiej, Kuklówka Radziejowicka ul. Szkolna 30, 96-325 Radziejowice";"gm. Radziejowice";"żyrardowski";"mazowieckie";"650";"751";"146";"504";"1";"17";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"11";"1";"10";"0";"493";"246";"247"
"f4d3-3335-d8ba-252e-24be-e652-59dd-9992";"143804";"38";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Tartaku Brzózkach, Tartak Brzózki ul. Mszczonowska 1, 96-325 Radziejowice";"gm. Radziejowice";"żyrardowski";"mazowieckie";"49";"57";"20";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"4";"1";"3";"0";"25";"16";"9"
"6d93-4ff6-13a2-8401-bdde-410d-1705-6dc2";"143805";"38";"1";"wieś";"stały";"Świetlica Wiejska w Starych Kozłowicach, Stare Kozłowice 145, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"350";"397";"76";"274";"0";"1";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"6";"2";"4";"0";"268";"160";"108"
"d9f6-e9f6-d917-c205-aa0e-136b-ef09-bee9";"143805";"38";"2";"wieś";"stały";"Ochotnicza Straż Pożarna w Nowych Kozłowicach, Nowe Kozłowice 17, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"450";"489";"143";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"5";"0";"5";"0";"302";"159";"143"
"cafd-64a9-9941-7a69-65a8-f7e9-59a1-27fc";"143805";"38";"3";"wieś";"stały";"Ochotnicza Straż Pożarna w Jesionce, Jesionka Aleje Partyzantów 22, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"920";"1029";"310";"610";"0";"6";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"17";"2";"15";"0";"593";"334";"259"
"9f96-896a-c888-0cd5-b741-b18b-2b54-cfe5";"143805";"38";"4";"wieś";"stały";"Szkoła Podstawowa we Franciszkowie, Franciszków ul. Dębowa 49, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"810";"917";"285";"525";"1";"4";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"17";"1";"16";"0";"507";"317";"190"
"864b-8e15-0450-3a1e-3bfa-9e92-4e05-e230";"143805";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Guzowie, Guzów-Osada ul. Rodu Łubieńskich 2, 96-317 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"1265";"1379";"475";"790";"0";"0";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"24";"6";"18";"0";"765";"528";"237"
"a0c5-c3f7-5eee-c3b2-4999-5eea-057b-d383";"143805";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Miedniewicach, Miedniewice 86, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"1052";"1148";"420";"632";"5";"3";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"12";"3";"9";"0";"620";"436";"184"
"2cb0-75d1-d60d-1d9f-c54a-c49d-e0f8-4b2c";"143805";"38";"7";"wieś";"stały";"WITA-MED Oryszew Sp. z. o. o., Oryszew-Osada 15, 96-317 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"450";"541";"210";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"11";"2";"9";"0";"229";"140";"89"
"e164-c055-1762-67c7-dd2f-10ce-4f46-83ce";"143805";"38";"8";"wieś";"stały";"Szkoła Podstawowa w Wiskitkach, Plac Wolności 34, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"801";"887";"243";"558";"0";"0";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"14";"3";"11";"0";"544";"270";"274"
"c0af-a797-364d-aaa3-70d2-f626-da6e-0ca9";"143805";"38";"9";"wieś";"stały";"Urząd Gminy w Wiskitkach, ul. Kościuszki 1, 96-315 Wiskitki";"gm. Wiskitki";"żyrardowski";"mazowieckie";"1010";"1103";"360";"650";"1";"2";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"20";"12";"8";"0";"630";"367";"263"
"67f7-0302-fdfb-5335-17f0-bb42-07b0-a139";"146201";"38";"1";"miasto";"stały";"Roka Oddział Płock, ul. Medyczna 8, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1213";"1327";"265";"948";"1";"8";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"23";"5";"18";"0";"925";"361";"564"
"89bc-87b5-d33c-151b-af1d-a7d7-a4ff-ebc6";"146201";"38";"2";"miasto";"stały";"Miejskie Przedszkole Nr 19, ul. Słowackiego 27, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"720";"796";"315";"405";"2";"5";"1";"1";"0";"0";"0";"0";"1";"406";"1";"0";"406";"11";"2";"9";"0";"395";"219";"176"
"c116-e7ee-f3e1-d078-83dd-d085-7071-0786";"146201";"38";"3";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. J. Z. Jakubowskiego, ul. Jasna 8, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1118";"1222";"426";"692";"0";"2";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"12";"3";"9";"0";"680";"338";"342"
"8c18-cd43-2771-98ee-0b2d-80d4-e237-a371";"146201";"38";"4";"miasto";"stały";"Miejskie Przedszkole z Oddziałami Integracyjnymi Nr 3, ul. Gałczyńskiego 7, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1812";"1997";"646";"1166";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"23";"5";"18";"0";"1143";"568";"575"
"f9b9-d10e-ede9-04a4-4b9d-f429-0a93-a761";"146201";"38";"5";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. J. Z. Jakubowskiego, ul. Jasna 8, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1030";"1113";"340";"690";"1";"1";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"14";"5";"9";"0";"667";"309";"358"
"7431-f67c-a6c0-96b0-2206-1b41-614e-b7ec";"146201";"38";"6";"miasto";"stały";"Siedziba Rady Mieszkańców Osiedla ""Miodowa"", ul. Miodowa 8/7, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1160";"1261";"509";"651";"0";"0";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"19";"4";"15";"0";"632";"314";"318"
"db89-bcbc-86a8-636a-40a4-a40e-e255-a3b3";"146201";"38";"7";"miasto";"stały";"Zespół Szkół Budowlanych Nr 1, ul. Prezydenta Ignacego Mościckiego 4, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1250";"1363";"535";"715";"1";"5";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"18";"4";"14";"0";"697";"356";"341"
"0648-be74-31f7-c2c7-2a5c-619c-6126-83e5";"146201";"38";"8";"miasto";"stały";"Szkoła Podstawowa Nr 17 im. Tadeusza Kościuszki, ul. Miodowa 18, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1452";"1584";"563";"889";"2";"1";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"21";"14";"7";"0";"868";"395";"473"
"add4-f252-97e0-89b6-470a-2a47-2a79-7b22";"146201";"38";"9";"miasto";"stały";"Miejskie Przedszkole Nr 10, ul. M. C. Skłodowskiej 2a, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"948";"1055";"416";"532";"1";"1";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"16";"4";"12";"0";"516";"247";"269"
"bf67-8c50-7518-38e2-032a-5532-8990-9cd5";"146201";"38";"10";"miasto";"stały";"Szkoła Podstawowa Nr 17 im. Tadeusza Kościuszki, ul. Miodowa 18, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"590";"651";"217";"373";"0";"0";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"11";"2";"9";"0";"362";"147";"215"
"70f5-51b6-1ea4-8022-733c-0508-8f8d-986e";"146201";"38";"11";"miasto";"stały";"Miejskie Przedszkole Nr 14, ul. Miodowa 8/1, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1010";"1113";"426";"584";"0";"2";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"21";"9";"12";"0";"563";"307";"256"
"50e0-fed1-a7cf-7445-a149-8d3e-4fb6-251f";"146201";"38";"12";"miasto";"stały";"Zespół Szkół Ekonomiczno-Kupieckich im. L. Krzywickiego, ul. Abp. Nowowiejskiego 4, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"922";"989";"325";"597";"0";"5";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"23";"6";"17";"0";"574";"299";"275"
"c837-828b-0e90-41a6-9a3d-d2db-65ac-0e5a";"146201";"38";"13";"miasto";"stały";"Zespół Szkół Nr 3, ul. Łukasiewicza 11, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1350";"1521";"309";"1041";"0";"32";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"24";"7";"17";"0";"1017";"474";"543"
"f88d-90e2-02ad-163c-3a9b-0f5c-99a9-caad";"146201";"38";"14";"miasto";"stały";"Klub Osiedla Łukasiewicza Płockiej Spółdzielni Mieszkaniowej, ul. Łukasiewicza 28, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1450";"1574";"423";"1027";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"27";"17";"10";"0";"998";"474";"524"
"3c87-0062-0b6d-0917-6cc0-35fe-9d15-7203";"146201";"38";"15";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Kornela Makuszyńskiego, ul. Królowej Jadwigi 4, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1330";"1453";"383";"947";"1";"6";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"30";"7";"23";"0";"917";"390";"527"
"8b95-bdc1-79f2-33a7-5b8b-4505-eea7-e6d2";"146201";"38";"16";"miasto";"stały";"Miejskie Przedszkole Nr 17 im. Małego Księcia, ul. Kossobudzkiego 10, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1260";"1366";"322";"938";"1";"4";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"25";"19";"6";"0";"913";"433";"480"
"afef-f83c-c592-7a25-7fcc-52a8-ff0b-03ec";"146201";"38";"17";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Kornela Makuszyńskiego, ul. Kossobudzkiego 7, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1380";"1509";"381";"999";"1";"9";"0";"0";"0";"0";"0";"0";"0";"999";"0";"0";"999";"14";"4";"10";"0";"985";"403";"582"
"fdd2-a603-89e5-c48d-6678-c341-57ec-3015";"146201";"38";"18";"miasto";"stały";"Spółdzielczy Dom Kultury, ul. Bolesława Krzywoustego 3, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1060";"1153";"323";"737";"0";"0";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"22";"8";"14";"0";"715";"353";"362"
"8e5a-e4a3-e6be-6690-7a3a-6a55-8b92-a951";"146201";"38";"19";"miasto";"stały";"Zespół Szkół Centrum Edukacji im. Ignacego Łukasiewicza, Al. Kobylińskiego 25, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"450";"495";"143";"307";"0";"5";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"13";"8";"5";"0";"293";"156";"137"
"e376-7119-b6a9-f07e-a559-4a61-afc3-f4f1";"146201";"38";"20";"miasto";"stały";"Szkoła Podstawowa Nr 16 im. Mikołaja Kopernika, ul. Piasta Kołodzieja 7, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"990";"1064";"320";"670";"3";"1";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"29";"10";"19";"0";"641";"296";"345"
"cdaf-a037-ffa3-6569-5ef2-b284-97c1-90af";"146201";"38";"21";"miasto";"stały";"Miejskie Przedszkole z Oddziałami Integracyjnymi Nr 15, ul. Piasta Kołodzieja 4, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1020";"1109";"304";"716";"2";"1";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"22";"4";"18";"0";"694";"327";"367"
"3664-dd9f-cb5c-b156-9762-89aa-4835-6171";"146201";"38";"22";"miasto";"stały";"Zespół Szkół Zawodowych im. Marii Skłodowskiej-Curie, ul. Narodowych Sił Zbrojnych 7, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1400";"1538";"380";"1019";"4";"13";"0";"0";"0";"0";"0";"0";"0";"1020";"0";"0";"1020";"25";"6";"19";"0";"995";"436";"559"
"0482-7324-5598-4e13-3f89-c15d-2b95-cc2c";"146201";"38";"23";"miasto";"stały";"Szkoła Podstawowa Nr 13 im. Jana Brzechwy, ul. Sierpecka 15, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"220";"249";"69";"151";"0";"1";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"5";"0";"5";"0";"146";"89";"57"
"e71c-800d-8d8b-801e-6612-c80f-627f-d07f";"146201";"38";"24";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Braci Jeziorowskich, Pasaż Vuka Karadzica 1, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"881";"959";"360";"521";"2";"4";"1";"1";"0";"0";"0";"0";"1";"522";"1";"0";"522";"13";"3";"10";"0";"509";"215";"294"
"4378-68c0-c69e-bea0-8f95-b127-06d4-769b";"146201";"38";"25";"miasto";"stały";"Liceum Ogólnokształcące im. Marsz. St. Małachowskiego, ul. Marsz. St. Małachowskiego 1, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"950";"1031";"423";"527";"0";"35";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"17";"9";"8";"0";"510";"211";"299"
"3f50-be4c-29fe-8497-be6f-e9f1-25d8-93ab";"146201";"38";"26";"miasto";"stały";"Młodzieżowy Dom Kultury im. Króla Maciusia Pierwszego, ul. Tumska 9a, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"460";"515";"248";"212";"0";"4";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"2";"2";"0";"0";"210";"98";"112"
"4bbd-18e1-000d-73d9-1be1-4b97-5785-d3cc";"146201";"38";"27";"miasto";"stały";"Zespół Szkół Nr 6, ul. 3 Maja 4, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"980";"1075";"241";"739";"0";"8";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"22";"10";"12";"0";"717";"307";"410"
"2071-258a-7a1e-b8fc-a2e1-92b7-b653-76ea";"146201";"38";"28";"miasto";"stały";"Miejskie Przedszkole Nr 9, ul. Krótka 1, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1240";"1240";"464";"776";"3";"9";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"29";"15";"14";"0";"747";"315";"432"
"24f3-52e7-a024-4949-a8cb-fc4e-d6f7-69dc";"146201";"38";"29";"miasto";"stały";"Państwowa Szkoła Muzyczna I i II st. im. Karola Szymanowskiego, ul. Kolegialna 23, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1080";"1172";"442";"638";"2";"7";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"12";"3";"9";"0";"626";"288";"338"
"c729-ecad-db7f-3ef8-ddb2-6460-6e44-d12c";"146201";"38";"30";"miasto";"stały";"Zespół Szkół Usług i Przedsiębiorczości im. Abpa. A. J. Nowowiejskiego, ul. Padlewskiego 2, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1660";"1804";"544";"1116";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"0";"1116";"23";"4";"19";"0";"1093";"505";"588"
"cfe6-abd2-124d-8b28-761e-8f32-5a6b-b1be";"146201";"38";"31";"miasto";"stały";"Miejskie Przedszkole Nr 11, ul. Bielska 26/1, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"710";"770";"244";"466";"0";"1";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"10";"0";"10";"0";"456";"202";"254"
"d927-dbad-4bd5-ca02-6222-b24a-b843-c343";"146201";"38";"32";"miasto";"stały";"Płocka Spółdzielnia Mieszkaniowa L-W Klub Osiedla Kochanowskiego, ul. Obrońców Westerplatte 6a, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1070";"1148";"369";"701";"1";"2";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"24";"2";"22";"0";"677";"283";"394"
"8246-8e09-97dc-fe99-9f61-b59b-87a6-5a96";"146201";"38";"33";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 11 im. Bolesława Chrobrego, ul. Kochanowskiego 11, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1650";"1819";"468";"1182";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1182";"0";"0";"1182";"42";"9";"33";"0";"1140";"554";"586"
"b260-4b3a-e16c-8894-731e-affb-35e4-3696";"146201";"38";"34";"miasto";"stały";"Miejskie Przedszkole Nr 29, ul. Kochanowskiego 7, 09-400 Płock";"m. Płock";"Płock";"mazowieckie";"1120";"1208";"323";"797";"2";"1";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"28";"7";"21";"0";"769";"365";"404"
"acfb-c06b-bbed-7126-21bd-7879-9dfa-8a0c";"146201";"38";"35";"miasto";"stały";"Szkoła Podstawowa Nr 14 im. prof. Władysława Szafera, Al. Jachowicza 20, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1620";"1768";"442";"1178";"5";"8";"2";"0";"0";"0";"0";"0";"0";"1178";"0";"0";"1178";"28";"18";"10";"0";"1150";"480";"670"
"8c23-bf40-0312-fecc-f451-304b-f093-9d7c";"146201";"38";"36";"miasto";"stały";"Miejskie Przedszkole Nr 27, ul. Mikołaja Reja 28, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"939";"1035";"257";"682";"0";"4";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"17";"8";"9";"0";"665";"324";"341"
"2885-a214-7141-351b-09f7-7b7f-2fbc-bdbd";"146201";"38";"37";"miasto";"stały";"Miejskie Przedszkole Nr 21, ul. Mikołaja Reja 4, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"970";"1046";"304";"666";"1";"5";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"20";"20";"0";"0";"645";"315";"330"
"b243-3c6f-eb2a-ac20-2730-c070-4c69-c757";"146201";"38";"38";"miasto";"stały";"Szkoła Podstawowa Nr 21 im. Fryderyka Chopina, ul. Chopina 62, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1396";"1525";"331";"1065";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1065";"0";"0";"1065";"33";"19";"14";"0";"1032";"521";"511"
"220b-fe6f-290c-7ec0-0511-7e86-ba93-a53a";"146201";"38";"39";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy Nr 2, ul. Lasockiego 14, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1240";"1355";"352";"888";"0";"7";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"22";"5";"17";"0";"865";"421";"444"
"843d-b463-d2f7-60a2-e9fb-85c8-56be-6f5b";"146201";"38";"40";"miasto";"stały";"Zespół Szkół Technicznych-budynek warsztatów szkolnych, Al. Kilińskiego 4, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1878";"2034";"530";"1348";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"36";"17";"19";"0";"1312";"538";"774"
"fbd0-2fa1-670e-f634-cf95-7823-cc4f-f5e9";"146201";"38";"41";"miasto";"stały";"Szkoła Podstawowa Nr 12 im. Miry Zimińskiej-Sygietyńskiej, ul. Brzozowa 3, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1260";"1361";"351";"909";"1";"1";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"18";"7";"11";"0";"890";"407";"483"
"d45e-7f83-fe66-b767-c6a2-71d7-ed7b-a622";"146201";"38";"42";"miasto";"stały";"Urząd Miasta Płocka, al. marsz. J. Piłsudskiego 6, 09-407 Płock";"m. Płock";"Płock";"mazowieckie";"1513";"1654";"403";"1110";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"0";"1108";"33";"13";"20";"0";"1075";"502";"573"
"4ba8-18f8-f352-b2d9-a756-4d56-c038-304d";"146201";"38";"43";"miasto";"stały";"Stacja Uzdatniania Wody, ul. Górna 56, 09-402 Płock";"m. Płock";"Płock";"mazowieckie";"1901";"2050";"462";"1439";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1439";"0";"0";"1439";"54";"21";"33";"0";"1385";"641";"744"
"a005-85e5-936a-83f4-bdeb-3cbc-1a40-8d0d";"146201";"38";"44";"miasto";"stały";"Zespół Szkół Nr 1, ul. Piaska 5, 09-407 Płock";"m. Płock";"Płock";"mazowieckie";"1560";"1692";"348";"1212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1212";"0";"0";"1212";"40";"40";"0";"0";"1172";"480";"692"
"eea0-1d7f-aa8f-b495-6dc4-24c1-21a1-1f37";"146201";"38";"45";"miasto";"stały";"Miejskie Przedszkole Nr 5, ul. Lachmana 28, 09-407 Płock";"m. Płock";"Płock";"mazowieckie";"1108";"1205";"261";"847";"2";"1";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"13";"3";"10";"0";"834";"355";"479"
"198a-29f1-32d8-58f1-ae9a-e23a-4d95-51c4";"146201";"38";"46";"miasto";"stały";"Płockie Towarzystwo Oświatowe, Al. marsz. J. Piłsudskiego 31, 09-407 Płock";"m. Płock";"Płock";"mazowieckie";"1060";"1147";"288";"772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"18";"7";"11";"0";"754";"329";"425"
"a2eb-b7d6-c133-846d-2703-8d54-c742-8ba5";"146201";"38";"47";"miasto";"stały";"ENERGA Informatyka i Technologie Sp. z o. o., Al. marsz. J. Piłsudskiego 41, 09-407 Płock";"m. Płock";"Płock";"mazowieckie";"882";"970";"224";"658";"1";"0";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"18";"4";"14";"0";"640";"309";"331"
"3a2b-baa5-d57c-837d-5568-2083-4757-9fa8";"146201";"38";"48";"miasto";"stały";"Biurowiec WEKTRA HOLDING Sp. z o. o., ul. Otolińska 21, 09-407 Płock";"m. Płock";"Płock";"mazowieckie";"960";"1055";"299";"661";"0";"0";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"32";"13";"19";"0";"628";"269";"359"
"4b9e-399c-66cf-3b05-29e7-bb9c-8f40-691f";"146201";"38";"49";"miasto";"stały";"Miejskie Przedszkole z Oddziałami Integracyjnymi Nr 31, ul. Szarych Szeregów 32, 09-410 Płock";"m. Płock";"Płock";"mazowieckie";"1284";"1389";"416";"868";"0";"5";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"23";"8";"15";"0";"845";"383";"462"
