"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Eryk MARTYNOWSKI";"Waldemar PAWLAK"
"0e87-8f34-1f6d-9179-6f68-827a-656d-6a7b";"141910";"38";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Rogozinie, Rogozino ul. Mazowiecka 25, 09-410 Płock";"gm. Radzanowo";"płocki";"mazowieckie";"1304";"1420";"485";"819";"1";"7";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"21";"5";"16";"0";"798";"393";"405"
"27da-c052-500f-3aa8-1d00-9a3e-3604-b8f7";"141911";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Świniarach, Wiączemin Polski 4, 09-533 Słubice";"gm. Słubice";"płocki";"mazowieckie";"424";"475";"200";"224";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"4";"0";"4";"0";"220";"162";"58"
"f6f4-b3f3-7cce-cded-264c-f11e-ed92-916e";"141911";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Piotrkówku, Piotrkówek 75, 09-533 Słubice";"gm. Słubice";"płocki";"mazowieckie";"461";"508";"194";"267";"0";"2";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"6";"0";"6";"0";"261";"186";"75"
"c5d6-fc78-df56-801e-09ad-41b6-c701-c2fc";"141911";"38";"3";"wieś";"stały";"Remiza OSP w Juliszewie, Juliszew 17, 09-533 Słubice";"gm. Słubice";"płocki";"mazowieckie";"604";"667";"198";"406";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"22";"0";"22";"0";"384";"301";"83"
"c07c-5785-d47a-2f81-98f8-c0c4-20af-837e";"141911";"38";"4";"wieś";"stały";"Remiza OSP w Łaziskach, Bończa 28, 09-533 Słubice";"gm. Słubice";"płocki";"mazowieckie";"400";"446";"153";"247";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"6";"1";"5";"0";"241";"137";"104"
"1597-612e-a0bf-8ef6-34b9-8eda-423e-006f";"141911";"38";"5";"wieś";"stały";"Gminna Biblioteka Publiczna w Słubicach, ul. Krakowska 2, 09-533 Słubice";"gm. Słubice";"płocki";"mazowieckie";"700";"771";"237";"463";"2";"2";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"8";"2";"6";"0";"455";"320";"135"
"62ac-7cb0-4f42-ead5-3f1d-e845-5707-bcb0";"141911";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Słubicach, ul. Płocka 28, 09-533 Słubice";"gm. Słubice";"płocki";"mazowieckie";"650";"714";"230";"420";"1";"2";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"17";"8";"9";"0";"403";"238";"165"
"0272-2760-6d62-8976-2baf-86e1-d713-498f";"141912";"38";"1";"wieś";"stały";"Świetlica Wiejska w Bielinie, Bielino 23, 09-410 Płock";"gm. Słupno";"płocki";"mazowieckie";"760";"838";"239";"521";"1";"1";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"20";"2";"18";"0";"501";"230";"271"
"c2a5-7e47-4451-c383-2697-0c45-42a9-64ca";"141912";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Liszynie, Liszyno ul. Wawrzyńca Sikory 19, 09-410 Płock";"gm. Słupno";"płocki";"mazowieckie";"560";"618";"216";"344";"0";"1";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"20";"6";"14";"0";"324";"167";"157"
"2cc6-4f27-9506-6aca-e1e1-ac8d-7b1b-3d78";"141912";"38";"3";"wieś";"stały";"Szkoła Podstawowa im. Małego Powstańca w Święcieńcu, Święcieniec 10A, 09-472 Słupno";"gm. Słupno";"płocki";"mazowieckie";"411";"451";"176";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"6";"1";"5";"0";"229";"112";"117"
"09e4-7a26-8e23-1a27-5f30-718e-5299-a837";"141912";"38";"4";"wieś";"stały";"Świetlica Wiejska w Mirosławiu, Mirosław 23, 09-472 Słupno";"gm. Słupno";"płocki";"mazowieckie";"327";"369";"135";"192";"4";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"3";"3";"0";"0";"189";"123";"66"
"1d36-2c04-d07d-8ca0-9bb9-2cfd-da77-b21f";"141912";"38";"5";"wieś";"stały";"PTHT Izobud Nowe Gulczewo, Nowe Gulczewo ul. Ketlinga 19, 09-410 Płock";"gm. Słupno";"płocki";"mazowieckie";"470";"518";"46";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"3";"0";"3";"0";"421";"116";"305"
"1d30-af01-40b0-a7ec-bd13-a065-b6ec-fac1";"141912";"38";"6";"wieś";"stały";"Autoserwis Mazowsze Nowe Gulczewo, Nowe Gulczewo ul. Skrzetuskiego 11, 09-410 Płock";"gm. Słupno";"płocki";"mazowieckie";"470";"526";"57";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"14";"0";"14";"0";"399";"125";"274"
"ae57-e288-8a1a-dbe5-7e0d-53d9-40df-3202";"141912";"38";"7";"wieś";"stały";"Gminny Ośrodek Kultury Słupno z/s w Cekanowie, Cekanowo ul. Królewska 28a, 09-472 Słupno";"gm. Słupno";"płocki";"mazowieckie";"690";"764";"79";"611";"0";"6";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"21";"3";"18";"0";"590";"204";"386"
"f725-fec8-51dd-c8d2-ca93-8a49-71e3-8295";"141912";"38";"8";"wieś";"stały";"Gminny Ośrodek Pomocy Społecznej w Słupnie, ul. Warszawska 26a, 09-472 Słupno";"gm. Słupno";"płocki";"mazowieckie";"780";"871";"167";"613";"1";"4";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"21";"13";"8";"0";"592";"231";"361"
"c6f8-3485-042f-be33-a5d0-b695-16de-3e12";"141912";"38";"9";"wieś";"stały";"Urząd Gminy w Słupnie, ul. Miszewska 8a, 09-472 Słupno";"gm. Słupno";"płocki";"mazowieckie";"710";"781";"138";"572";"2";"9";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"16";"6";"10";"0";"556";"252";"304"
"ab6f-21f9-6a78-5024-67f8-197d-89bc-93ec";"141912";"38";"10";"wieś";"stały";"Świetlica Wiejska w Miszewku Starzałkowskim, Miszewko Strzałkowskie 1, 09-472 Słupno";"gm. Słupno";"płocki";"mazowieckie";"440";"479";"166";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"10";"5";"5";"0";"264";"155";"109"
"87bf-2243-87c6-6613-b384-d606-f98f-432a";"141913";"38";"1";"wieś";"stały";"Szkoła Podstawowa im. Władysława Stanisława Reymonta (Maszewo Duże), Maszewo Duże ul. Szkolna 14, 09-400 Płock";"gm. Stara Biała";"płocki";"mazowieckie";"2049";"2278";"618";"1431";"3";"14";"0";"0";"0";"0";"0";"0";"0";"1431";"0";"0";"1431";"54";"16";"38";"0";"1377";"739";"638"
"859e-db55-2af4-5137-9dd5-d3f4-ce4e-a1cf";"141913";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Starych Proboszczewicach, Stare Proboszczewice ul. Floriańska 4, 09-412 Biała";"gm. Stara Biała";"płocki";"mazowieckie";"1890";"2079";"702";"1188";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"43";"18";"25";"0";"1145";"687";"458"
"833d-0710-5bdb-00be-5350-3459-a42e-ed70";"141913";"38";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Starej Białej, Stara Biała 53, 09-411 Biała";"gm. Stara Biała";"płocki";"mazowieckie";"1510";"1657";"478";"1032";"6";"5";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"26";"5";"21";"0";"1006";"697";"309"
"d4fa-edb1-e7e1-a524-2253-90ed-8c4b-5a2c";"141913";"38";"4";"wieś";"stały";"Świetlica Wiejska, Bronowo-Zalesie 66A, 09-411 Biała";"gm. Stara Biała";"płocki";"mazowieckie";"760";"840";"321";"439";"0";"0";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"11";"4";"7";"0";"428";"254";"174"
"2deb-2ed7-0562-c0a8-8adc-1213-bb60-42f3";"141913";"38";"5";"wieś";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego w Wyszynie, Wyszyna 2, 09-411 Biała";"gm. Stara Biała";"płocki";"mazowieckie";"992";"1107";"305";"687";"1";"2";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"24";"9";"15";"0";"663";"364";"299"
"c986-294c-76e4-bf20-e8fb-2f2f-7762-f935";"141913";"38";"6";"wieś";"stały";"Remiza OSP Maszewo, Maszewo 20a, 09-400 Płock";"gm. Stara Biała";"płocki";"mazowieckie";"970";"1075";"186";"784";"1";"5";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"27";"8";"19";"0";"757";"333";"424"
"dc21-8f28-e3ed-f742-69c4-b06c-f52f-394d";"141913";"38";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Bł. Abp. A. J. Nowowiejskiego w Brwilnie, Brwilno ul. Płocka 90, 09-400 Płock";"gm. Stara Biała";"płocki";"mazowieckie";"72";"78";"11";"61";"0";"0";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"61";"5";"1";"4";"0";"56";"11";"45"
"9ac3-2cdc-3be6-b6f2-be4c-139f-14bc-e86d";"141914";"38";"1";"wieś";"stały";"Szkoła Podstawowa im. Ks. Jana Twardowskiego w Smardzewie, Smardzewo 4, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"320";"360";"122";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"4";"1";"3";"0";"194";"125";"69"
"fc48-437e-4fac-09ab-9647-ef2b-9784-c141";"141914";"38";"2";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza w Przeciszewie, Przeciszewo 26, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"590";"657";"310";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"4";"1";"3";"0";"276";"201";"75"
"e294-082d-2a47-18c5-6ed1-2903-5bbb-1860";"141914";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Staroźrebach (sala gimnastyczna), ul. Szkolna 7, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"620";"688";"326";"294";"1";"0";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"11";"2";"9";"0";"283";"197";"86"
"4e91-c3b7-fe9c-c0f5-e8dd-18e9-efcb-3bdf";"141914";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Staroźrebach (hala sportowa), ul. Szkolna 7, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"1630";"1799";"593";"1037";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1036";"0";"0";"1036";"39";"12";"27";"0";"997";"626";"371"
"a285-82a6-367f-0cd0-f193-8ca7-0d2c-41ff";"141914";"38";"5";"wieś";"stały";"Szkoła Podstawowa im. Zbigniewa Dłużniewskiego w Nowej Górze (hala Sportowa), Nowa Góra ul. Szkolna 6, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"1200";"1312";"581";"619";"0";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"17";"3";"14";"0";"602";"450";"152"
"4cd9-31ee-ad7a-6e41-2a72-f602-67dd-2dd4";"141914";"38";"6";"wieś";"stały";"Remiza OSP w Nowej Górze, Nowa Góra ul. Płocka 22, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"450";"506";"191";"259";"0";"2";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"6";"1";"5";"0";"253";"174";"79"
"55f1-30cf-192c-b6e0-8dda-b79c-ed3b-1263";"141914";"38";"7";"wieś";"stały";"Świetlica wiejska w Nowej Wsi, Nowa Wieś 7B, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"420";"466";"181";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"9";"1";"8";"0";"230";"173";"57"
"c15e-7a30-140e-456d-975e-0ae0-dc15-e5fd";"141914";"38";"8";"wieś";"dom pomocy społecznej";"Dom Seniora ""Nad Płonką"", Zdziar Wielki 46A, 09-440 Staroźreby";"gm. Staroźreby";"płocki";"mazowieckie";"42";"24";"28";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"1";"0";"1";"0";"13";"2";"11"
"0e50-9494-6632-7a05-5e55-118e-f3f7-d6ec";"141915";"38";"1";"miasto";"stały";"Sala Posiedzeń przy Hali Sportowej, ul. Niepodległości 11, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"620";"673";"204";"416";"2";"3";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"15";"6";"9";"0";"401";"191";"210"
"7de8-32d6-15e6-cabe-39f6-6bb2-3c4a-88e2";"141915";"38";"2";"miasto";"stały";"Szkoła Podstawowa w Wyszogrodzie, ul. Niepodległości 11, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"620";"674";"285";"335";"2";"2";"1";"1";"0";"0";"0";"0";"1";"336";"1";"0";"336";"14";"10";"4";"0";"322";"153";"169"
"583b-e63e-fe3f-7c77-3105-f694-b08f-f50e";"141915";"38";"3";"miasto";"stały";"Hala Sportowa, ul. Niepodległości 11, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"661";"728";"231";"430";"2";"0";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"25";"10";"15";"0";"405";"221";"184"
"28d2-3c5d-71d5-9d7d-721f-3828-ded0-7ac0";"141915";"38";"4";"wieś";"stały";"Remiza OSP Drwały, Drwały 20, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"712";"789";"303";"409";"3";"1";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"13";"1";"12";"0";"396";"247";"149"
"5639-9201-8519-e388-c901-d9de-0b2a-d4dd";"141915";"38";"5";"wieś";"stały";"Rębowski Dom Kultury, Rębowo 187, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"612";"680";"253";"359";"0";"1";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"17";"1";"16";"0";"342";"208";"134"
"89c5-ba34-9d83-1eaf-e1c4-283c-475c-fde4";"141915";"38";"6";"wieś";"stały";"Remiza OSP Kobylniki, Kobylniki 48, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"840";"931";"418";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"13";"0";"13";"0";"409";"306";"103"
"c96a-4831-6d96-eef6-76c3-2b4a-d6b7-2516";"141915";"38";"7";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Niepodległości 5A, 09-450 Wyszogród";"gm. Wyszogród";"płocki";"mazowieckie";"34";"34";"4";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"3";"0";"3";"0";"27";"6";"21"
"993a-5cee-92c4-abda-0207-04cd-475f-87b2";"142701";"38";"1";"miasto";"stały";"Zakład Energetyczny, ul. Reymonta 57, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"850";"923";"353";"497";"0";"5";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"16";"3";"13";"0";"481";"269";"212"
"8cc9-3e4b-b35b-34ba-2576-3183-3556-a502";"142701";"38";"2";"miasto";"stały";"Ratusz, pl. Kardynała Wyszyńskiego 1, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"770";"830";"292";"478";"1";"4";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"21";"4";"17";"0";"457";"244";"213"
"3676-647e-d6bf-c150-699c-282f-6602-df62";"142701";"38";"3";"miasto";"stały";"Spółdzielnia Usług Rolniczych, ul. Kościuszki 8, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"949";"1020";"350";"599";"0";"3";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"9";"8";"1";"0";"590";"312";"278"
"3d1e-23f9-a18f-6b6c-2433-408e-7038-2817";"142701";"38";"4";"miasto";"stały";"Miejskie Przedszkole Nr 2, ul. Narutowicza 9, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"879";"956";"293";"586";"1";"4";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"11";"0";"11";"0";"575";"267";"308"
"affc-3637-e82f-d032-e3ac-df18-1bab-f1a0";"142701";"38";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Konstytucji 3 Maja 8, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"870";"949";"264";"606";"1";"2";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"24";"13";"11";"0";"582";"271";"311"
"7508-9962-3087-be05-50ae-3fec-64b9-76c7";"142701";"38";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2 (budynek byłego Gimnazjum Miejskiego), ul. Braci Tułodzieckich 2, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"1000";"1126";"400";"600";"0";"4";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"20";"5";"15";"0";"580";"299";"281"
"5cc4-07a9-fca1-4709-9da5-74f7-f134-d9a2";"142701";"38";"7";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Płocka 38, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"940";"1028";"368";"572";"5";"2";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"9";"5";"4";"0";"563";"262";"301"
"469f-87d9-d44a-3b9b-ce53-3482-eb06-e67f";"142701";"38";"8";"miasto";"stały";"Miejskie Przedszkole Nr 4, ul. Kwiatowa 4, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"740";"798";"271";"469";"0";"0";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"10";"8";"2";"0";"459";"209";"250"
"8d9d-616c-6ef3-d80a-6d59-2c9b-e42a-cef5";"142701";"38";"9";"miasto";"stały";"Miejskie Przedszkole Nr 3, ul. Piastowska 33, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"780";"850";"307";"473";"1";"4";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"6";"2";"4";"0";"467";"222";"245"
"b243-3130-4e4d-e17f-edc0-47b4-4c28-f3f2";"142701";"38";"10";"miasto";"stały";"MOPS, ul. Świętokrzyska 12, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"830";"898";"309";"521";"1";"2";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"11";"5";"6";"0";"510";"274";"236"
"6764-40e5-0921-74ae-6b59-06c4-e029-4270";"142701";"38";"11";"miasto";"stały";"Zespół Szkół Nr 1, ul. Armii Krajowej 10, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"780";"844";"334";"446";"0";"2";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"15";"0";"15";"0";"431";"232";"199"
"c7b1-f815-90a9-1b3a-9608-f472-2c72-b5a6";"142701";"38";"12";"miasto";"stały";"Dom Kultury, ul. Piastowska 39, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"830";"898";"354";"476";"4";"1";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"15";"1";"14";"0";"461";"210";"251"
"cc6b-90e7-15bd-0ec4-7917-d2a1-2626-2fd6";"142701";"38";"13";"miasto";"stały";"Świetlica Osiedlowa, ul. Targowa 2, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"940";"1021";"305";"635";"1";"1";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"24";"10";"14";"0";"611";"333";"278"
"4a5d-7222-5879-cc6b-97ed-dbd1-2b13-adec";"142701";"38";"14";"miasto";"stały";"L. O. w Sierpcu, ul. Sucharskiego 2, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"869";"949";"299";"570";"0";"3";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"13";"2";"11";"0";"557";"270";"287"
"27c7-7ad6-59b4-ad3c-edd9-4dd1-19a9-01fb";"142701";"38";"15";"miasto";"stały";"L. O. w Sierpcu, ul. Sucharskiego 2, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"900";"971";"285";"615";"2";"0";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"21";"6";"15";"0";"593";"286";"307"
"2c9a-c9d5-2fe4-a287-209a-5281-e092-7598";"142701";"38";"16";"miasto";"zakład leczniczy";"Szpital Powiatowy, ul. Słowackiego 32, 09-200 Sierpc";"m. Sierpc";"sierpecki";"mazowieckie";"100";"62";"69";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"0";"0";"0";"0";"31";"19";"12"
"d376-f646-69b3-f7d5-b153-e09d-4a11-14a7";"142702";"38";"1";"wieś";"stały";"Była Szkoła Podstawowa w Ostrowach, Ostrowy 2, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"230";"258";"113";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"6";"1";"5";"0";"111";"79";"32"
"7ba6-5927-1067-be79-9326-243a-dbf2-320e";"142702";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Gozdowie (sala gimnastyczna-wejście od parku), ul. Krystyna Gozdawy 21, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"600";"662";"302";"298";"1";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"7";"5";"2";"0";"291";"203";"88"
"a63e-b775-72b9-0d5b-d67c-3293-65c8-6ff6";"142702";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Gozdowie (sala nr 1), ul. Krystyna Gozdawy 21, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"530";"585";"235";"295";"2";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"6";"1";"5";"0";"289";"184";"105"
"d027-7426-a3f7-c414-6610-7e82-15f7-5b1c";"142702";"38";"4";"wieś";"stały";"Urząd Gminy w Gozdowie, ul. K. Gozdawy 19, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"800";"878";"305";"495";"0";"0";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"8";"1";"7";"0";"487";"241";"246"
"4b51-59c3-0d7d-42b5-3869-54b4-5e4d-6824";"142702";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Lelicach, Lelice ul. Szkolna 1, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"780";"867";"341";"439";"0";"0";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"12";"3";"9";"0";"427";"269";"158"
"f67f-ab45-260c-bd1b-6fb1-2fda-e431-a6b3";"142702";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Lelicach, Lelice ul. Szkolna 1, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"680";"744";"393";"287";"1";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"8";"0";"8";"0";"279";"202";"77"
"74ad-f9ca-dded-6ca7-20e3-230c-481b-a2f3";"142702";"38";"7";"wieś";"stały";"Remiza OSP w Rempinie, Rempin ul. Szlachecka 18, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"620";"687";"280";"340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"10";"2";"8";"0";"330";"220";"110"
"93de-87f8-5d2b-79c4-d777-f814-4f10-5b7a";"142702";"38";"8";"wieś";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy w Kolczynie (Palium sp. z o. o.), Kolczyn 44, 09-213 Gozdowo";"gm. Gozdowo";"sierpecki";"mazowieckie";"46";"41";"33";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"3";"10"
"ddf7-87a1-d11f-c1ce-f56e-21ce-dd54-3e47";"142703";"38";"1";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza w Bożewie, Bożewo Nowe ul. Szkolna 2, 09-215 Bożewo";"gm. Mochowo";"sierpecki";"mazowieckie";"660";"730";"242";"418";"1";"4";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"12";"6";"6";"0";"405";"253";"152"
"fad0-0180-5308-352a-de2b-c799-d6fd-9114";"142703";"38";"2";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza w Bożewie, Bożewo Nowe ul. Szkolna 2, 09-215 Bożewo";"gm. Mochowo";"sierpecki";"mazowieckie";"600";"667";"266";"334";"1";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"14";"1";"13";"0";"320";"224";"96"
"5bd4-cd62-3611-2fb1-e8f5-c7f2-a5ea-169e";"142703";"38";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Mochowie, Mochowo-Parcele ul. Szkolna 1, 09-214 Mochowo";"gm. Mochowo";"sierpecki";"mazowieckie";"760";"834";"300";"460";"2";"0";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"16";"5";"11";"0";"444";"254";"190"
"7e60-60fd-df80-ec24-3866-5b13-6612-a792";"142703";"38";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Mochowie, Mochowo-Parcele ul. Szkolna 1, 09-214 Mochowo";"gm. Mochowo";"sierpecki";"mazowieckie";"650";"726";"317";"333";"1";"1";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"14";"1";"13";"0";"319";"165";"154"
"243f-bfb0-18be-21b4-0bcf-3f84-9e24-81b4";"142703";"38";"5";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Styczniowych w Ligowie, ul. Parkowa 2, 09-228 Ligowo";"gm. Mochowo";"sierpecki";"mazowieckie";"850";"932";"393";"457";"2";"3";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"20";"2";"18";"0";"437";"278";"159"
