"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Grzegorz CZELEJ";"Paweł Adam GÓRNIK";"Krzysztof Zbigniew KAMIŃSKI"
"69d5-deb3-dd49-536d-9c75-aced-abd1-540c";"060907";"15";"8";"wieś";"stały";"Szkoła Podstawowa, Panieńszczyzna Aleja Warszawska 43, 21-002 Jastków";"gm. Jastków";"lubelski";"lubelskie";"1225";"1346";"313";"912";"1";"5";"0";"0";"0";"0";"0";"0";"0";"912";"0";"0";"912";"26";"11";"15";"0";"886";"487";"69";"330"
"78ab-04e9-23fa-d998-5bf4-b6b5-80a6-3255";"060908";"15";"1";"wieś";"stały";"Budynek Urzędu Gminy Konopnica, Kozubszczyzna 127A, 21-030 Motycz";"gm. Konopnica";"lubelski";"lubelskie";"1289";"1303";"334";"955";"0";"10";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"16";"7";"9";"0";"939";"419";"84";"436"
"3619-523a-6013-1ed5-9c8c-8dbc-904b-a156";"060908";"15";"2";"wieś";"stały";"Budynek Szkoły Podstawowej w Konopnicy, Kozubszczyzna 40, 21-030 Motycz";"gm. Konopnica";"lubelski";"lubelskie";"1421";"1583";"306";"1115";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1115";"0";"0";"1115";"22";"6";"16";"0";"1093";"448";"100";"545"
"0aea-ad0c-ac90-1dda-8590-3469-bf74-0138";"060908";"15";"3";"wieś";"stały";"Budynek Szkoły Podstawowej w Motyczu, Motycz 33, 21-030 Motycz";"gm. Konopnica";"lubelski";"lubelskie";"2015";"2225";"526";"1489";"2";"9";"1";"1";"0";"0";"0";"0";"1";"1488";"1";"0";"1488";"50";"16";"34";"0";"1438";"649";"145";"644"
"aa93-60a2-1d5c-b182-3d91-2fac-d1d5-2c88";"060908";"15";"4";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej w Radawcu Dużym, Radawiec Duży 154, 21-030 Motycz";"gm. Konopnica";"lubelski";"lubelskie";"1749";"1892";"555";"1194";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"0";"1194";"44";"12";"32";"0";"1150";"575";"112";"463"
"ab4d-cace-24fd-33d9-0f59-eeab-dadf-c5a7";"060908";"15";"5";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej w Szerokiem, Szerokie 85, 20-050 Lublin";"gm. Konopnica";"lubelski";"lubelskie";"1521";"1655";"280";"1241";"5";"6";"1";"1";"0";"0";"0";"0";"1";"1242";"1";"0";"1242";"25";"8";"17";"0";"1217";"548";"63";"606"
"a94b-1392-a62c-9126-2598-dbdb-4424-3064";"060908";"15";"6";"wieś";"stały";"Budynek Szkoły Podstawowej w Zemborzycach Tereszyńskich, Zemborzyce Tereszyńskie 2, 20-515 Lublin";"gm. Konopnica";"lubelski";"lubelskie";"1898";"2100";"591";"1307";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1307";"0";"0";"1307";"26";"8";"18";"0";"1281";"628";"162";"491"
"6476-a635-ce52-b1bc-3b8e-ddb3-a6ee-c2bd";"060909";"15";"1";"wieś";"stały";"lokal Szkoły Podstawowej, ul. Leśna 1, 23-110 Krzczonów";"gm. Krzczonów";"lubelski";"lubelskie";"748";"820";"304";"444";"1";"5";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"4";"0";"4";"0";"440";"241";"34";"165"
"4ff4-69f0-ba0b-72e7-34ea-b87c-aac9-7e6e";"060909";"15";"2";"wieś";"stały";"lokal Domu Kultury, Żuków Drugi 5, 23-110 Krzczonów";"gm. Krzczonów";"lubelski";"lubelskie";"464";"487";"209";"255";"1";"1";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"6";"1";"5";"0";"249";"171";"26";"52"
"8dff-49e9-55f8-e05a-8172-100b-4992-bed2";"060909";"15";"3";"wieś";"stały";"lokal Remizy OSP, Krzczonów Trzeci 88, 23-110 Krzczonów";"gm. Krzczonów";"lubelski";"lubelskie";"469";"516";"173";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"7";"1";"6";"0";"289";"223";"31";"35"
"0db3-2da5-7c05-e573-38f1-5196-b8c3-5738";"060909";"15";"4";"wieś";"stały";"Remiza OSP, Kosarzew Dolny, Kosarzew Dolny 96, 23-110 Krzczonów";"gm. Krzczonów";"lubelski";"lubelskie";"517";"560";"237";"280";"0";"1";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"7";"2";"5";"0";"273";"174";"44";"55"
"f7e0-0445-b107-697c-33c9-7900-c437-3b6f";"060909";"15";"5";"wieś";"stały";"lokal Remizy OSP, Sobieska Wola Druga 120, 23-110 Krzczonów";"gm. Krzczonów";"lubelski";"lubelskie";"381";"413";"159";"222";"0";"1";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"4";"0";"4";"0";"218";"147";"29";"42"
"fd07-4092-ac4f-6d18-d4a6-4d8e-4919-8151";"060909";"15";"6";"wieś";"stały";"lokal Szkoły Podstawowej, ul. Leśna 1, 23-110 Krzczonów";"gm. Krzczonów";"lubelski";"lubelskie";"918";"985";"389";"529";"4";"2";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"14";"3";"11";"0";"515";"331";"48";"136"
"9885-bde5-d26a-d2ce-a0a3-27d8-04a3-4736";"060910";"15";"1";"wieś";"stały";"Szkoła Podstawowa, Lubelska 21A, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"1490";"1606";"514";"976";"1";"2";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"11";"3";"8";"0";"965";"526";"107";"332"
"c9d0-35ff-5384-f388-b758-9bfc-c914-f76c";"060910";"15";"2";"wieś";"stały";"Szkoła Podstawowa, Lubelska 21A, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"1844";"1957";"653";"1191";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1191";"0";"0";"1191";"26";"11";"15";"0";"1165";"681";"126";"358"
"a588-ab5f-b3e2-3e41-b62e-d176-d803-d830";"060910";"15";"3";"wieś";"stały";"Szkoła Podstawowa, Niedrzwica Kościelna ul. Lipowa 26, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"1460";"1579";"489";"971";"3";"5";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"17";"5";"12";"0";"954";"644";"90";"220"
"7eaa-b004-50a7-9c5d-861c-5fd6-73e7-04a6";"060910";"15";"4";"wieś";"stały";"Szkoła Podstawowa, Sobieszczany 35, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"672";"751";"251";"421";"0";"1";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"7";"1";"6";"0";"414";"269";"55";"90"
"4a96-4fc6-7396-ee22-4b7f-ad5c-bb27-2a45";"060910";"15";"5";"wieś";"stały";"Szkoła Podstawowa, Strzeszkowice Duże 255A, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"771";"832";"254";"517";"0";"1";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"11";"3";"8";"0";"506";"269";"52";"185"
"8d94-5dc5-40d1-6248-0592-48fd-6ac0-236f";"060910";"15";"6";"wieś";"stały";"Szkoła Podstawowa, Radawczyk 79, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"335";"368";"79";"256";"0";"2";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"2";"0";"2";"0";"254";"163";"27";"64"
"9b26-d44f-85af-14a6-04f7-028c-e274-7de3";"060910";"15";"7";"wieś";"stały";"Szkoła Podstawowa, Krężnica Jara 321, 20-515 Lublin";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"1083";"1189";"289";"794";"0";"5";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"17";"9";"8";"0";"777";"469";"60";"248"
"6b35-b09c-e5fe-d2e8-7324-7eb4-a8ef-1a7f";"060910";"15";"8";"wieś";"stały";"Szkoła Podstawowa, Marianka 97, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"443";"480";"215";"228";"0";"2";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"4";"1";"3";"0";"224";"140";"25";"59"
"2108-1c79-8cb9-2b09-038e-75de-6800-aa50";"060910";"15";"9";"wieś";"stały";"Szkoła Podstawowa, Czółna 103, 24-220 Niedrzwica Duża";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"335";"376";"122";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"3";"1";"2";"0";"210";"157";"11";"42"
"efc3-e059-de56-e762-179f-1f1f-c659-17e6";"060911";"15";"1";"wieś";"stały";"Lokal Szkoły Podstawowej w Ciecierzynie, Ciecierzyn 121, 21-003 Ciecierzyn";"gm. Niemce";"lubelski";"lubelskie";"1663";"1815";"539";"1124";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"1124";"23";"10";"13";"0";"1101";"539";"138";"424"
"b4df-c931-a7c4-87bf-667a-efd1-d3b5-7f9d";"060911";"15";"2";"wieś";"stały";"Lokal Szkoły Podstawowej w Dysie, Dys ul. Lotników Polskich 4, 21-003 Ciecierzyn";"gm. Niemce";"lubelski";"lubelskie";"1762";"1937";"460";"1302";"4";"10";"0";"0";"0";"0";"0";"0";"0";"1302";"0";"0";"1302";"39";"12";"27";"0";"1263";"708";"113";"442"
"d7f1-973d-1bac-265a-d2a6-752b-6799-cc06";"060911";"15";"3";"wieś";"stały";"Lokal Szkoły Podstawowej w Jakubowicach Konińskich, Jakubowice Konińskie ul. Szkolna 69, 21-003 Ciecierzyn";"gm. Niemce";"lubelski";"lubelskie";"1686";"1840";"307";"1379";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1379";"0";"0";"1379";"38";"10";"28";"0";"1341";"614";"86";"641"
"83e5-c821-5a18-828f-7ee4-6ef9-edf4-cbf6";"060911";"15";"4";"wieś";"stały";"Lokal GOK w Niemcach, ul. Różana 10, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"1991";"2150";"616";"1375";"7";"11";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"46";"11";"35";"0";"1329";"716";"142";"471"
"424f-b05f-a2c1-1eed-62e7-9107-79be-71e8";"060911";"15";"5";"wieś";"stały";"Lokal Świetlicy w Elizówce, Elizówka 21A, 21-003 Ciecierzyn";"gm. Niemce";"lubelski";"lubelskie";"738";"799";"213";"525";"0";"3";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"17";"9";"8";"0";"508";"226";"51";"231"
"680e-de16-f377-8bb9-edf8-508f-0911-95de";"060911";"15";"6";"wieś";"stały";"Lokal Remizy OSP w Nasutowie, Nasutów 99D, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"1181";"1286";"367";"814";"4";"6";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"14";"6";"8";"0";"800";"537";"74";"189"
"ec73-56e2-5943-b5f7-1601-0ed4-1461-3e24";"060911";"15";"7";"wieś";"stały";"Lokal Szkoły Podstawowej w Rudce Kozłowieckiej, Rudka Kozłowiecka 30B, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"855";"939";"306";"549";"2";"1";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"18";"1";"17";"0";"531";"250";"71";"210"
"ae57-4dc9-07a9-7f50-3b9c-bf56-f1ce-bde2";"060911";"15";"8";"wieś";"stały";"Lokal Szkoły Podstawowej w Krasieninie-Kolonii, Krasienin-Kolonia 39, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"1828";"2009";"545";"1283";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1282";"0";"0";"1282";"44";"20";"24";"0";"1238";"731";"131";"376"
"71f1-c7d5-b3ed-864f-2db4-ec1c-e49e-9b3e";"060911";"15";"9";"wieś";"stały";"Lokal Urzędu Gminy Niemce, ul. Lubelska 121, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"1047";"1129";"405";"642";"2";"8";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"13";"1";"12";"0";"628";"325";"74";"229"
"06d3-622f-0039-69e7-e090-6d70-841f-23a7";"060911";"15";"10";"wieś";"stały";"Lokal Szkoły Podstawowej w Niemcach, ul. Szkolna 23, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"984";"1048";"306";"678";"1";"8";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"19";"9";"10";"0";"658";"392";"70";"196"
"11b3-dcb6-cffd-01bf-f0dd-82e6-90c6-c41c";"060911";"15";"11";"wieś";"stały";"Budynek Zielonej Szkoły w Dziuchowie, Dziuchów 6A, 21-025 Niemce";"gm. Niemce";"lubelski";"lubelskie";"271";"293";"81";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"4";"1";"3";"0";"186";"108";"22";"56"
"c4ed-ad40-a4b2-885c-794e-d0fa-94fa-d70c";"060912";"15";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Żabia Wola 77, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"1145";"1233";"364";"781";"2";"2";"0";"0";"0";"0";"0";"0";"0";"781";"0";"0";"781";"14";"2";"12";"0";"767";"477";"70";"220"
"776e-a4a0-c713-8852-cfc8-c1df-2ca3-4bd4";"060912";"15";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Osmolice Pierwsze 160, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"873";"938";"355";"518";"0";"1";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"21";"8";"13";"0";"497";"290";"50";"157"
"0885-b255-ad2d-3ea5-c055-3409-3ed3-129f";"060912";"15";"3";"wieś";"stały";"Centrum Kultury i Promocji Gminy Strzyżewice-Dworek, Piotrowice 94, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"943";"1011";"401";"542";"0";"1";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"13";"3";"10";"0";"529";"291";"61";"177"
"16a9-3d84-d55f-3b0c-ed0d-2012-f476-bf4e";"060912";"15";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Bystrzyca Stara 89, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"772";"841";"304";"468";"1";"0";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"7";"3";"4";"0";"461";"263";"48";"150"
"c2f3-f42b-4b93-bc4b-de36-b92d-7c37-ce28";"060912";"15";"5";"wieś";"stały";"Urząd Gminy, Strzyżewice 109, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"1015";"1098";"435";"580";"4";"3";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"15";"1";"14";"0";"565";"294";"63";"208"
"b777-62df-eba5-2ae6-79b9-8b90-0063-9be4";"060912";"15";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Strzyżewicach-Rechcie, Strzyżewice 13, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"335";"367";"117";"218";"0";"2";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"6";"4";"2";"0";"212";"139";"22";"51"
"0672-f0bc-67d1-1abb-7272-b212-8f4a-fd88";"060912";"15";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kiełczewice Górne 41, 23-107 Strzyżewice";"gm. Strzyżewice";"lubelski";"lubelskie";"657";"688";"261";"396";"1";"0";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"5";"0";"5";"0";"391";"308";"26";"57"
"fa0a-a2a1-80fe-a6e4-daa4-94a3-9edf-075a";"060913";"15";"1";"wieś";"stały";"Urząd Gminy Wojciechów, Wojciechów 5, 24-204 Wojciechów";"gm. Wojciechów";"lubelski";"lubelskie";"505";"550";"193";"312";"0";"3";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"12";"2";"10";"0";"300";"186";"30";"84"
"599e-18b5-ad0e-5d6b-a0f4-1cb2-9ac7-04f9";"060913";"15";"2";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Marusarza w Wojciechowie, Wojciechów 8, 24-204 Wojciechów";"gm. Wojciechów";"lubelski";"lubelskie";"866";"954";"345";"521";"2";"5";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"12";"7";"5";"0";"509";"291";"69";"149"
"edea-b9f2-1fff-e83a-5428-095e-2ec4-15dd";"060913";"15";"3";"wieś";"stały";"Szkoła Podstawowa w Palikijach, Palikije Pierwsze 85B, 24-204 Wojciechów";"gm. Wojciechów";"lubelski";"lubelskie";"1093";"1203";"390";"703";"0";"2";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"11";"2";"9";"0";"692";"442";"69";"181"
"14d0-bbc7-52fc-669e-18c7-f676-7f44-dcb6";"060913";"15";"4";"wieś";"stały";"Szkoła Podstawowa im. Polskich Olimpijczyków w Miłocinie, Miłocin 7, 24-150 Nałęczów";"gm. Wojciechów";"lubelski";"lubelskie";"359";"393";"110";"249";"1";"1";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"4";"2";"2";"0";"245";"148";"19";"78"
"361b-506a-7f39-cf5d-824c-77e4-49f9-1ec0";"060913";"15";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Szarych Szeregów w Maszkach, Maszki 75, 24-204 Wojciechów";"gm. Wojciechów";"lubelski";"lubelskie";"566";"613";"200";"366";"0";"0";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"9";"2";"7";"0";"357";"206";"102";"49"
"f6f7-ff6b-e296-5796-8129-720f-7928-03d4";"060913";"15";"6";"wieś";"stały";"Szkoła Podstawowa w Łubkach, Łubki 58, 24-204 Wojciechów";"gm. Wojciechów";"lubelski";"lubelskie";"939";"1025";"415";"524";"0";"2";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"9";"5";"4";"0";"515";"354";"56";"105"
"7fd1-0932-dc4a-18b1-9e8b-fc05-930f-f3db";"060914";"15";"1";"wieś";"stały";"Szkoła Podstawowa, Łuszczów Drugi 102, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"1138";"1280";"342";"796";"1";"9";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"15";"2";"13";"0";"781";"443";"94";"244"
"13fa-3ee8-2db9-9e93-4f9b-a20b-04cc-590c";"060914";"15";"2";"wieś";"stały";"Szkoła Podstawowa, Kolonia Pliszczyn 100, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"897";"985";"318";"579";"0";"3";"0";"0";"0";"0";"0";"0";"0";"579";"0";"0";"579";"13";"5";"8";"0";"566";"359";"59";"148"
"5bb6-a50e-3cff-aa21-a949-8a32-9f59-de29";"060914";"15";"3";"wieś";"stały";"Szkoła Podstawowa, Sobianowice 32, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"338";"378";"111";"227";"0";"2";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"9";"5";"4";"0";"218";"144";"26";"48"
"ae70-b1f0-dde6-a4e5-0bec-30be-8407-92e2";"060914";"15";"4";"wieś";"stały";"Szkoła Podstawowa, Świdnik Mały 39, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"1152";"1297";"335";"817";"0";"8";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"12";"4";"8";"0";"805";"412";"102";"291"
"b6e8-737a-eab5-0869-264c-abcc-e23d-a0e2";"060914";"15";"5";"wieś";"stały";"Urząd Gminy Wólka, Jakubowice Murowane 8, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"992";"1098";"287";"705";"0";"5";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"16";"2";"14";"0";"689";"404";"78";"207"
"a4a8-03e4-2abb-0604-bbb2-98c7-3316-214d";"060914";"15";"6";"wieś";"stały";"Budynek po Szkole Podstawowej, Rudnik 27, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"371";"423";"81";"290";"0";"8";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"5";"0";"5";"0";"285";"142";"29";"114"
"5d26-64b4-7493-5ab7-7f4c-7164-201a-1a37";"060914";"15";"7";"wieś";"stały";"Szkoła Podstawowa, Turka 294, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"1087";"1196";"349";"738";"0";"1";"0";"0";"0";"0";"0";"0";"0";"738";"0";"1";"737";"14";"6";"8";"0";"723";"406";"89";"228"
"557f-07ca-ee48-1662-d64d-1358-cc01-e871";"060914";"15";"8";"wieś";"stały";"Remiza Strażnica OSP, Bystrzyca 93, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"344";"383";"128";"216";"0";"0";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"4";"3";"1";"0";"212";"113";"25";"74"
"09cc-3fd4-d201-503e-9464-67c3-f31b-b4b7";"060914";"15";"9";"wieś";"stały";"Gminna Biblioteka Publiczna-Filia Turka, Turka ul. Konwaliowa 3, 20-258 Lublin";"gm. Wólka";"lubelski";"lubelskie";"2041";"2288";"453";"1588";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1588";"0";"0";"1588";"27";"16";"11";"0";"1561";"623";"170";"768"
"c41d-99e0-333d-a899-ab79-20e0-d854-5298";"060915";"15";"1";"wieś";"stały";"Remiza OSP, Antoniówka 125, 23-145 Wysokie";"gm. Wysokie";"lubelski";"lubelskie";"223";"244";"88";"135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"135";"4";"2";"2";"0";"131";"86";"22";"23"
"dd45-8ef7-68aa-dc50-809e-0c2a-c793-0cab";"060915";"15";"2";"wieś";"stały";"Remiza OSP, Giełczew Pierwsza 1, 23-145 Wysokie";"gm. Wysokie";"lubelski";"lubelskie";"845";"892";"346";"499";"1";"3";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"8";"2";"6";"0";"491";"387";"41";"63"
"b8e9-cca9-b8ca-7565-be7c-b4a1-9f14-765c";"060915";"15";"3";"wieś";"stały";"Szkoła Podstawowa, Maciejów Stary 54A, 23-145 Wysokie";"gm. Wysokie";"lubelski";"lubelskie";"522";"569";"231";"291";"4";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"4";"1";"3";"0";"287";"210";"18";"59"
"47af-c90c-899d-9fd6-7549-057d-9811-6dec";"060915";"15";"4";"wieś";"stały";"Remiza OSP, Biskupie 58, 23-145 Wysokie";"gm. Wysokie";"lubelski";"lubelskie";"240";"260";"100";"140";"0";"2";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"1";"0";"1";"0";"139";"117";"8";"14"
"c356-4dad-3579-7abc-7b1b-4d20-c603-231c";"060915";"15";"5";"wieś";"stały";"Remizo-Świetlica, Nowy Dwór 23A, 23-145 Wysokie";"gm. Wysokie";"lubelski";"lubelskie";"371";"410";"118";"253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"4";"2";"2";"0";"249";"161";"37";"51"
"4bd6-3042-ebf4-18cd-3aef-08eb-271a-ba29";"060915";"15";"6";"wieś";"stały";"Gminna Biblioteka Publiczna w Wysokiem, ul. Rynek Jabłonowskich 3, 23-145 Wysokie";"gm. Wysokie";"lubelski";"lubelskie";"1281";"1438";"544";"737";"1";"7";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"17";"1";"16";"0";"720";"462";"58";"200"
"84be-4f1e-6517-decf-f961-9a08-0938-4a51";"060916";"15";"1";"wieś";"stały";"Szkoła Podstawowa, Dębina 20, 23-155  Zakrzew";"gm. Zakrzew";"lubelski";"lubelskie";"663";"727";"269";"394";"0";"1";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"5";"0";"5";"0";"389";"291";"37";"61"
"6f77-0e35-998b-2c06-7460-10c5-7a06-f522";"060916";"15";"2";"wieś";"stały";"Budynek komunalny, Ponikwy 51, 23-155 Zakrzew";"gm. Zakrzew";"lubelski";"lubelskie";"281";"302";"135";"146";"0";"0";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"146";"4";"0";"4";"0";"142";"120";"11";"11"
"a204-a954-1d19-15ab-95bc-117e-79b3-0826";"060916";"15";"3";"wieś";"stały";"Budynek komunalny, Tarnawka Pierwsza 175, 23-155 Zakrzew";"gm. Zakrzew";"lubelski";"lubelskie";"386";"423";"190";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"8";"1";"7";"0";"188";"129";"22";"37"
"26b9-e809-05e2-f35d-48ca-ffd8-e759-7f2e";"060916";"15";"4";"wieś";"stały";"Urząd Gminy, Zakrzew 26, 23-155  Zakrzew";"gm. Zakrzew";"lubelski";"lubelskie";"895";"981";"391";"504";"3";"5";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"13";"1";"12";"0";"491";"368";"46";"77"
"8df3-d06a-e4a8-9629-be95-0d87-6a14-29ea";"061001";"15";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Janowica 17A, 21-070  Cyców";"gm. Cyców";"łęczyński";"lubelskie";"295";"320";"112";"183";"0";"1";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"7";"1";"6";"0";"176";"122";"19";"35"
"3c30-9e8c-aeee-904b-7a8d-38a6-eb2d-68e4";"061001";"15";"2";"wieś";"stały";"Zespół Szkół w Cycowie, ul. Chełmska 44, 21-070  Cyców";"gm. Cyców";"łęczyński";"lubelskie";"722";"807";"293";"429";"1";"1";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"12";"5";"7";"0";"417";"244";"50";"123"
"145c-feb5-a0c4-8cc4-00e6-e7b1-ae43-a6c4";"061001";"15";"3";"wieś";"stały";"Świetlica Wiejska, Barki 18, 21-070 Cyców";"gm. Cyców";"łęczyński";"lubelskie";"307";"339";"141";"166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"2";"1";"1";"0";"164";"108";"19";"37"
