"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Krzysztof Michał PASZYK - nr na liście 1";"Błażej Łukasz PARDA - nr na liście 2";"Tadeusz Krzysztof TETERUS - nr na liście 3";"Jarosław Zygmunt MACIEJEWSKI - nr na liście 4";"Tomasz Bronisław KRANC - nr na liście 5";"Marcin PISZCZEK - nr na liście 6";"Agnieszka LINKIEWICZ-MENDEL - nr na liście 7";"Józef Kazimierz KWAŚNIEWICZ - nr na liście 8";"Anna KORPIK - nr na liście 9";"Julian Marian HERMASZCZUK - nr na liście 10";"Jolanta Jadwiga LUBIŃSKA - nr na liście 11";"Małgorzata Anna BEJMA - nr na liście 12";"Lucyna Hanna NAWROT - nr na liście 13";"Sławomira Jadwiga KRÓL - nr na liście 14";"Daniel SZTYCH - nr na liście 15";"Maria Teresa GALAS - nr na liście 16";"Radosław Paweł ŁANOSZKA - nr na liście 17";"Bartłomiej Wojciech GÓRNY - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof Władysław CZARNECKI - nr na liście 1";"Marta Ryszarda KUBIAK - nr na liście 2";"Grzegorz PIECHOWIAK - nr na liście 3";"Marcin Bartosz PORZUCEK - nr na liście 4";"Michał Witold ZIELIŃSKI - nr na liście 5";"Dorota BANAŚ - nr na liście 6";"Bogdan Włodzimierz FLEMING - nr na liście 7";"Danuta Maria NIJAKA - nr na liście 8";"Maja Małgorzata JANKOWSKA - nr na liście 9";"Józef FELCYN - nr na liście 10";"Maria Lidia MILER - nr na liście 11";"Robert Piotr KASPRZAK - nr na liście 12";"Andrzej Janusz OKPISZ - nr na liście 13";"Rafał PRĘTKOWSKI - nr na liście 14";"Wiesław PIETRUCZUK - nr na liście 15";"Emilia MUZYKA - nr na liście 16";"Maria Joanna KARDASZ - nr na liście 17";"Krzysztof Jakub BŁASZCZYK - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Marian STANDERSKI - nr na liście 1";"Romuald Kazimierz AJCHLER - nr na liście 2";"Kamil Bartosz BOCIAN - nr na liście 3";"Agnieszka Magdalena GRZECHOWIAK - nr na liście 4";"Katarzyna JÓZEFOWSKA - nr na liście 5";"Anna Elżbieta WILK-BARAN - nr na liście 6";"Jacek Tadeusz FLIEGER - nr na liście 7";"Karolina SMYKOWSKA - nr na liście 8";"Stanisław Tomasz ŚLIWAK - nr na liście 9";"Paulina BIRULA - nr na liście 10";"Andrzej MELIŃSKI - nr na liście 11";"Natalia Ewa MINGE - nr na liście 12";"Maksym KAPLANSKYY - nr na liście 13";"Patrycja Monika BUŚKO - nr na liście 14";"Marta Grażyna BILON - nr na liście 15";"Jakub Paweł MIĘSIKOWSKI - nr na liście 16";"Hanna MAŃKOWSKA - nr na liście 17";"Adam Roman CUKIER - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Adam URBAŃSKI - nr na liście 1";"Jerzy Józef MOEGLICH - nr na liście 2";"Patrycja Martyna STEMPNIAK - nr na liście 3";"Małgorzata JĘDRYCH - nr na liście 4";"Agata Jadwiga OSTASZEWSKA - nr na liście 5";"Radosław MUSIAŁ - nr na liście 6";"Justyna Tamara WIATR - nr na liście 7";"Marcin Marian MAHSEL - nr na liście 8";"Radosław KOS - nr na liście 9";"Weronika DOMAGAŁA - nr na liście 10";"Daniel WŁUDARCZAK - nr na liście 11";"Adam FELDMANN - nr na liście 12";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Maria Małgorzata JANYSKA - nr na liście 1";"Jakub Adam RUTNICKI - nr na liście 2";"Iwona Maria KAMIŃSKA-LECH - nr na liście 3";"Zbigniew Czesław AJCHLER - nr na liście 4";"Killion Munzele MUNYAMA - nr na liście 5";"Henryk Marian SZOPIŃSKI - nr na liście 6";"Dorota Ewa TUŁODZIECKA-ADAMS - nr na liście 7";"Janusz MROZKOWIAK - nr na liście 8";"Karolina URYZAJ - nr na liście 9";"Krzysztof POSZWA - nr na liście 10";"Artur Łukasz WRÓBLEWSKI - nr na liście 11";"Tomasz Marek WOJCIECHOWSKI - nr na liście 12";"Lidia NOWAKOWSKA - nr na liście 13";"Arkadiusz Jerzy DOLECKI - nr na liście 14";"Magdalena SROKA - nr na liście 15";"Agnieszka Małgorzata KOWALSKA - nr na liście 16";"Maria Małgorzata JEWSZEL-CHABERSKA - nr na liście 17";"Rafał Maciej LIPSKI - nr na liście 18"
"1b2a-b1c8-26ea-9fa0-74b4-f353-99fc-c571";"300505";"38";"4";"wieś";"stały";"Szkoła Podstawowa im. Polskich Noblistów w Wielichowie, ul. Kościelna 7a, 64-050 Wielichowo";"gm. Wielichowo";"grodziski";"wielkopolskie";"1283";"1379";"510";"773";"1";"2";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"11";"7";"4";"0";"761";"127";"40";"9";"2";"8";"0";"8";"23";"2";"3";"1";"0";"1";"2";"2";"3";"2";"5";"16";"392";"80";"27";"16";"38";"62";"12";"4";"100";"6";"2";"8";"8";"2";"1";"0";"4";"18";"4";"38";"11";"4";"3";"2";"3";"1";"1";"0";"0";"0";"1";"3";"1";"2";"0";"0";"4";"2";"40";"16";"3";"5";"2";"0";"5";"1";"0";"2";"4";"1";"1";"164";"8";"32";"1";"0";"104";"0";"0";"8";"1";"1";"0";"3";"1";"3";"0";"0";"0";"2"
"d8a7-0486-b0c2-f90b-03f9-48c8-4321-126e";"300505";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Gradowicach, Gradowice ul. Szkolna 20, 64-050 Wielichowo";"gm. Wielichowo";"grodziski";"wielkopolskie";"505";"526";"206";"299";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"4";"2";"2";"0";"295";"44";"17";"1";"0";"3";"0";"0";"2";"0";"3";"0";"1";"1";"2";"1";"1";"3";"1";"8";"130";"29";"15";"2";"13";"9";"6";"0";"38";"3";"0";"0";"2";"0";"0";"0";"3";"10";"0";"17";"5";"2";"0";"3";"2";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"31";"11";"6";"2";"2";"2";"3";"0";"0";"1";"4";"0";"0";"73";"1";"10";"0";"1";"57";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"b297-4949-d42c-1471-30b2-fc2d-7f81-11b1";"301401";"38";"1";"wieś";"stały";"Sala widowiskowa przy Gminnym Ośrodku Kultury i Bibliotece Publicznej w Chrzypsku Wielkim ul. Główna 22, ul. Główna 22, 64-412 Chrzypsko Wielkie";"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";"1200";"1350";"430";"770";"0";"0";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"15";"13";"2";"0";"755";"74";"39";"0";"0";"0";"0";"1";"1";"21";"6";"0";"0";"0";"3";"1";"1";"0";"0";"1";"287";"74";"54";"9";"65";"21";"4";"2";"4";"9";"1";"3";"1";"0";"19";"1";"11";"0";"9";"129";"8";"105";"3";"1";"3";"3";"0";"1";"0";"0";"0";"0";"0";"0";"4";"0";"1";"0";"32";"16";"4";"0";"1";"1";"2";"1";"0";"2";"1";"0";"4";"233";"9";"172";"1";"45";"1";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"1"
"db20-33e8-4638-d94c-d19e-d28f-e239-3836";"301401";"38";"2";"wieś";"stały";"Środowiskowy Dom Samopomocy w Chrzypsku Wielkim ul. Główna 16, ul. Główna 16, 64-412 Chrzypsko Wielkie";"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";"1097";"1231";"563";"534";"0";"18";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"9";"6";"3";"0";"525";"43";"16";"1";"2";"2";"1";"4";"0";"11";"2";"0";"0";"2";"1";"1";"0";"0";"0";"0";"221";"53";"58";"15";"33";"16";"9";"6";"2";"2";"0";"4";"2";"0";"16";"0";"2";"1";"2";"79";"6";"61";"0";"0";"0";"1";"0";"3";"0";"2";"0";"1";"0";"2";"2";"0";"0";"1";"24";"12";"0";"2";"2";"1";"3";"0";"0";"0";"2";"0";"2";"158";"5";"84";"1";"60";"2";"0";"0";"0";"0";"0";"0";"0";"4";"0";"1";"0";"0";"1"
"ed89-f870-7359-e340-6f06-8ff8-5c67-90a5";"301401";"38";"3";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łężeczkach, Łężeczki 40, 64-412 Chrzypsko Wielkie";"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";"90";"104";"16";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"13";"5";"8";"0";"61";"6";"0";"1";"0";"1";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"37";"29";"3";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"11";"2";"6";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"6";"4";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7fc4-516a-e4fb-0899-11ad-2deb-b8e5-6cbb";"301402";"38";"1";"wieś";"stały";"Sala sportowa przy Szkole Podstawowej w Kwilczu, wejście A, ul. Kardynała Stefana Wyszyńskiego 20, 64-420 Kwilcz";"gm. Kwilcz";"międzychodzki";"wielkopolskie";"1860";"2033";"667";"1193";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1193";"0";"0";"1193";"27";"22";"5";"0";"1166";"213";"30";"14";"0";"3";"1";"5";"1";"4";"141";"1";"2";"2";"1";"2";"1";"0";"1";"4";"350";"101";"25";"13";"33";"78";"8";"0";"6";"7";"2";"4";"2";"1";"57";"0";"7";"1";"5";"161";"15";"93";"3";"4";"5";"2";"1";"3";"0";"1";"0";"4";"14";"1";"5";"0";"8";"2";"58";"32";"1";"3";"5";"3";"3";"4";"2";"1";"1";"1";"2";"384";"24";"275";"2";"58";"5";"1";"1";"0";"0";"0";"1";"4";"4";"0";"5";"2";"0";"2"
"de19-ffe7-3746-2054-9b27-00eb-8038-e7a2";"301402";"38";"2";"wieś";"stały";"Sala sportowa przy Szkole Podstawowej w Kwilczu, wejście B, ul. Kardynała Stefana Wyszyńskiego 20, 64-420 Kwilcz";"gm. Kwilcz";"międzychodzki";"wielkopolskie";"1156";"1275";"476";"680";"2";"1";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"20";"18";"2";"0";"660";"104";"28";"2";"2";"3";"1";"3";"1";"1";"52";"0";"0";"1";"2";"1";"0";"1";"2";"4";"292";"72";"9";"11";"25";"52";"9";"1";"0";"0";"0";"3";"0";"0";"97";"0";"6";"1";"6";"80";"14";"41";"0";"1";"0";"2";"0";"1";"0";"1";"2";"3";"0";"1";"11";"0";"1";"2";"34";"18";"0";"0";"1";"1";"6";"4";"1";"2";"0";"0";"1";"150";"11";"96";"0";"21";"9";"1";"0";"0";"1";"2";"1";"0";"3";"1";"1";"0";"0";"3"
"ff57-f1b7-19f9-0f58-d1b5-2383-cbdb-ff61";"301402";"38";"3";"wieś";"stały";"Sala sportowa przy Szkole Podstawowej w Luboszu, ul. Powstańców Wielkopolskich 1, 64-423 Lubosz";"gm. Kwilcz";"międzychodzki";"wielkopolskie";"1487";"1643";"634";"853";"1";"2";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"22";"19";"3";"0";"831";"125";"37";"4";"1";"3";"1";"4";"3";"3";"54";"2";"0";"1";"2";"1";"1";"5";"0";"3";"350";"78";"32";"20";"22";"108";"12";"2";"1";"5";"2";"1";"3";"1";"42";"2";"5";"3";"11";"85";"12";"41";"3";"6";"1";"0";"3";"2";"0";"1";"1";"5";"0";"1";"7";"1";"1";"0";"32";"16";"3";"2";"3";"1";"1";"1";"0";"1";"4";"0";"0";"239";"11";"207";"2";"11";"1";"2";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"55cf-18e8-9d41-d3aa-2d5f-8fa6-f3cc-25d4";"301403";"38";"1";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Dworcowa 22, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1749";"1902";"612";"1137";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"0";"1135";"13";"7";"6";"0";"1122";"100";"45";"6";"3";"2";"1";"3";"4";"0";"9";"1";"2";"1";"9";"2";"1";"8";"1";"2";"306";"122";"34";"22";"23";"16";"23";"0";"0";"4";"1";"3";"2";"0";"20";"0";"27";"1";"8";"263";"34";"188";"5";"3";"4";"1";"1";"0";"0";"1";"0";"4";"1";"3";"12";"0";"0";"6";"74";"33";"6";"3";"4";"3";"14";"2";"2";"2";"3";"0";"2";"379";"23";"215";"5";"109";"3";"1";"1";"0";"1";"0";"0";"2";"17";"0";"0";"1";"0";"1"
"3164-7ac7-86bc-7f0b-e9eb-f107-feb1-7804";"301403";"38";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Gorzycka 1, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1598";"1726";"493";"1105";"5";"3";"0";"0";"0";"0";"0";"0";"0";"1105";"0";"0";"1105";"19";"15";"4";"0";"1086";"73";"23";"4";"2";"4";"1";"3";"5";"0";"12";"0";"2";"0";"2";"3";"1";"6";"2";"3";"325";"116";"58";"15";"23";"24";"14";"1";"2";"5";"2";"2";"3";"1";"27";"1";"26";"2";"3";"298";"26";"225";"2";"9";"5";"2";"0";"2";"0";"0";"0";"5";"0";"7";"11";"0";"0";"4";"59";"19";"4";"4";"4";"3";"12";"2";"2";"0";"2";"0";"7";"331";"15";"183";"1";"118";"2";"0";"0";"1";"0";"1";"2";"0";"4";"0";"2";"0";"0";"2"
"da89-8f8f-1105-aa7b-24dc-7b4f-80b5-ee41";"301403";"38";"3";"miasto";"stały";"Urząd Miasta i Gminy, ul. Marszałka Piłsudskiego 2, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1791";"1934";"583";"1208";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1208";"0";"0";"1208";"9";"8";"1";"0";"1199";"79";"33";"7";"5";"3";"1";"5";"2";"0";"10";"0";"1";"0";"3";"2";"1";"3";"0";"3";"310";"135";"31";"7";"23";"18";"14";"1";"0";"2";"0";"3";"0";"1";"36";"1";"31";"1";"6";"287";"19";"219";"4";"6";"4";"2";"3";"0";"2";"0";"0";"2";"5";"8";"8";"0";"3";"2";"83";"28";"6";"4";"3";"10";"14";"5";"2";"1";"4";"0";"6";"440";"32";"251";"3";"125";"1";"1";"0";"1";"1";"0";"0";"0";"21";"0";"3";"1";"0";"0"
"0462-db6c-b865-31ce-c453-8612-4443-ff6a";"301403";"38";"4";"miasto";"stały";"Sala sportowa przy Szkole Podstawowej nr 1, ul. 17 Stycznia 92, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1486";"1623";"603";"883";"0";"3";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"10";"9";"1";"0";"873";"52";"14";"4";"2";"5";"1";"1";"3";"0";"9";"0";"0";"1";"4";"0";"0";"7";"0";"1";"204";"87";"16";"3";"16";"18";"5";"0";"1";"5";"1";"2";"1";"0";"19";"0";"29";"0";"1";"199";"14";"115";"10";"7";"3";"2";"2";"1";"3";"2";"0";"7";"2";"11";"16";"0";"1";"3";"74";"38";"5";"2";"5";"3";"7";"1";"2";"2";"5";"2";"2";"344";"20";"178";"1";"124";"0";"1";"0";"0";"0";"1";"0";"3";"12";"0";"0";"1";"0";"3"
"3ad9-9483-f1f6-3b7d-2c4d-f36c-dd15-01e3";"301403";"38";"5";"miasto";"stały";"Zespół Szkół Nr 2, ul. Bolesława Chrobrego 13, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"707";"759";"222";"485";"1";"5";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"10";"7";"3";"0";"475";"45";"13";"4";"0";"5";"2";"5";"1";"0";"4";"0";"0";"0";"2";"1";"0";"4";"0";"4";"117";"30";"22";"1";"5";"15";"1";"2";"0";"3";"0";"1";"0";"0";"21";"0";"15";"0";"1";"112";"10";"81";"1";"3";"2";"2";"1";"0";"0";"3";"0";"0";"0";"3";"4";"0";"0";"2";"36";"15";"4";"2";"0";"3";"3";"2";"0";"1";"4";"0";"2";"165";"14";"89";"1";"48";"3";"1";"0";"0";"0";"0";"1";"0";"6";"0";"1";"0";"1";"0"
"79f6-0053-38cc-3a4a-3b82-a3ea-4060-2637";"301403";"38";"6";"miasto";"stały";"Zespół Przedszkoli Nr 1, ul. św. Jana Pawła II 27, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"945";"1019";"315";"630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"6";"5";"1";"0";"624";"29";"12";"2";"0";"2";"0";"0";"0";"2";"4";"0";"0";"1";"1";"1";"0";"2";"0";"2";"168";"62";"13";"6";"12";"19";"5";"0";"1";"2";"0";"1";"2";"0";"17";"0";"24";"0";"4";"148";"6";"103";"5";"5";"1";"0";"1";"0";"2";"0";"0";"5";"0";"5";"12";"0";"1";"2";"38";"23";"1";"3";"2";"2";"2";"2";"0";"1";"0";"0";"2";"241";"15";"131";"0";"80";"1";"0";"0";"1";"0";"0";"1";"0";"9";"0";"2";"0";"0";"1"
"34ee-0294-e1e6-37fb-2e6e-5f0c-07b4-d6e3";"301403";"38";"7";"wieś";"stały";"Filia Biblioteczna, Bielsko ul. Armii Poznań 22A, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1813";"1979";"592";"1221";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1221";"0";"0";"1221";"23";"18";"5";"0";"1198";"106";"31";"4";"2";"5";"1";"2";"13";"1";"19";"5";"1";"1";"5";"4";"0";"5";"3";"4";"371";"120";"49";"6";"34";"23";"16";"3";"6";"9";"1";"3";"1";"2";"42";"0";"52";"1";"3";"218";"23";"127";"11";"11";"4";"3";"1";"2";"2";"2";"0";"9";"0";"7";"9";"1";"1";"5";"95";"43";"5";"2";"2";"6";"13";"5";"0";"2";"11";"3";"3";"408";"28";"220";"6";"120";"6";"0";"0";"0";"0";"1";"1";"2";"18";"1";"2";"1";"0";"2"
"6351-ef7f-6f0c-3981-2855-f0ce-e931-fe77";"301403";"38";"8";"wieś";"stały";"Dom Kultury Kamionna, ul. Poznańska 15, 64-421 Kamionna";"gm. Międzychód";"międzychodzki";"wielkopolskie";"919";"959";"379";"540";"0";"3";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"13";"8";"5";"0";"527";"68";"30";"5";"2";"3";"2";"1";"5";"1";"8";"1";"0";"0";"3";"0";"0";"1";"2";"4";"199";"57";"18";"8";"27";"20";"8";"0";"5";"2";"0";"1";"2";"0";"39";"0";"11";"0";"1";"106";"8";"83";"0";"3";"0";"1";"0";"1";"0";"0";"0";"2";"2";"0";"6";"0";"0";"0";"33";"14";"4";"3";"0";"0";"7";"1";"0";"1";"0";"0";"3";"121";"5";"59";"1";"48";"0";"0";"1";"0";"0";"0";"1";"0";"4";"0";"1";"0";"0";"1"
"7218-36e8-9fe7-ef37-7f3c-d24c-f8dc-50fb";"301403";"38";"9";"wieś";"stały";"Zespół Szkół, ul. Szkolna 1, 64-426 Łowyń";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1019";"1121";"404";"615";"0";"5";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"14";"9";"5";"0";"601";"66";"20";"5";"4";"5";"0";"3";"1";"4";"12";"1";"0";"0";"4";"1";"1";"1";"1";"3";"238";"91";"30";"12";"9";"19";"13";"0";"2";"4";"0";"1";"1";"1";"28";"2";"16";"1";"8";"129";"7";"91";"4";"2";"0";"1";"0";"1";"0";"0";"0";"1";"0";"5";"15";"2";"0";"0";"48";"26";"1";"3";"1";"4";"2";"2";"1";"1";"5";"0";"2";"120";"6";"66";"2";"39";"0";"0";"0";"0";"0";"1";"0";"1";"5";"0";"0";"0";"0";"0"
"cd9b-2271-c378-2988-3089-f747-a7a3-0967";"301403";"38";"10";"wieś";"stały";"Świetlica wiejska, Radgoszcz 90, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"1056";"1094";"445";"611";"0";"5";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"11";"5";"6";"0";"600";"61";"25";"2";"4";"1";"2";"3";"5";"0";"6";"0";"0";"0";"4";"1";"1";"6";"0";"1";"193";"76";"29";"5";"18";"13";"4";"0";"0";"2";"1";"3";"3";"0";"26";"0";"12";"0";"1";"138";"14";"87";"2";"5";"0";"2";"0";"1";"2";"1";"2";"2";"3";"7";"8";"0";"1";"1";"54";"28";"2";"1";"0";"4";"8";"3";"1";"0";"3";"1";"3";"154";"17";"70";"0";"54";"3";"0";"0";"0";"0";"0";"1";"1";"4";"0";"1";"2";"0";"1"
"0907-4bbe-3520-b3be-12d4-c055-c82d-756b";"301403";"38";"11";"wieś";"dom pomocy społecznej";"Świetlica DPS Piłka-Zamyślin, Zamyślin 2A, 64-400";"gm. Międzychód";"międzychodzki";"wielkopolskie";"72";"55";"55";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"1";"1";"0";"0";"16";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"9";"4";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"f7b5-40e9-d319-b508-6199-9290-d465-bf82";"301403";"38";"12";"miasto";"zakład leczniczy";"Świetlica SP ZOZ w Międzychodzie, Szpitalna 10, 64-400 Międzychód";"gm. Międzychód";"międzychodzki";"wielkopolskie";"100";"23";"85";"15";"0";"3";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"3";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7e61-02a5-d2c1-1037-d4c2-99fa-e535-c029";"301404";"38";"1";"miasto";"stały";"Sierakowski Ośrodek Kultury, ul. Poznańska 25, 64-410 Sieraków";"gm. Sieraków";"międzychodzki";"wielkopolskie";"1663";"1838";"638";"1025";"1";"21";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"31";"24";"7";"0";"994";"67";"19";"11";"0";"2";"2";"2";"2";"6";"13";"0";"0";"0";"4";"0";"0";"0";"1";"5";"307";"169";"24";"9";"20";"32";"8";"0";"3";"6";"1";"5";"4";"0";"15";"0";"6";"0";"5";"262";"4";"173";"2";"5";"1";"0";"0";"0";"0";"1";"0";"9";"0";"0";"65";"0";"1";"1";"54";"13";"6";"2";"10";"4";"3";"5";"0";"1";"6";"0";"4";"304";"19";"185";"4";"85";"5";"1";"0";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0"
"73eb-ba6d-11bb-bb81-3f5e-a3d1-744e-800d";"301404";"38";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Poznańska 25, 64-410 Sieraków";"gm. Sieraków";"międzychodzki";"wielkopolskie";"1728";"1927";"647";"1081";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1081";"0";"0";"1081";"28";"13";"15";"0";"1053";"52";"19";"7";"1";"2";"0";"0";"4";"2";"8";"0";"2";"0";"1";"1";"1";"2";"0";"2";"327";"164";"20";"8";"26";"36";"10";"2";"3";"8";"1";"4";"6";"0";"22";"2";"4";"2";"9";"283";"11";"202";"3";"1";"0";"0";"0";"0";"0";"1";"1";"2";"1";"4";"54";"0";"0";"3";"47";"16";"5";"2";"5";"1";"8";"0";"1";"2";"5";"0";"2";"344";"8";"243";"1";"82";"5";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1"
"b088-61a9-071f-4e93-6567-b07f-ae2f-30fe";"301404";"38";"3";"miasto";"stały";"Kompleks sportowy ""Orlik""-sala gimnastyczna, ul. Wroniecka 25, 64-410 Sieraków";"gm. Sieraków";"międzychodzki";"wielkopolskie";"1949";"2143";"801";"1148";"5";"4";"0";"0";"0";"0";"0";"0";"0";"1148";"0";"0";"1148";"19";"16";"3";"0";"1129";"100";"48";"6";"3";"1";"2";"4";"1";"6";"20";"1";"1";"0";"0";"2";"0";"2";"1";"2";"358";"150";"27";"11";"31";"41";"13";"2";"3";"3";"0";"1";"5";"0";"54";"2";"4";"2";"9";"259";"7";"191";"0";"2";"0";"3";"0";"1";"0";"0";"0";"1";"2";"2";"47";"0";"0";"3";"48";"20";"4";"5";"3";"5";"2";"1";"0";"1";"5";"0";"2";"364";"20";"231";"1";"99";"4";"0";"0";"0";"3";"1";"1";"0";"2";"0";"0";"2";"0";"0"
