"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Radosław LUBCZYK - nr na liście 1";"Stefan Józef ROMECKI - nr na liście 2";"Elżbieta Henryka GUMIŃSKA-WASIAK - nr na liście 3";"Lech BANY - nr na liście 4";"Jerzy HARŁACZ - nr na liście 5";"Agnieszka Alicja BRODOWSKA - nr na liście 6";"Stanisław KUCZYŃSKI - nr na liście 7";"Aldona Teresa PIASKOWSKA - nr na liście 8";"Adam DRAPAŁA - nr na liście 9";"Roman WIŚNIEWSKI - nr na liście 10";"Sylwia HALAMA - nr na liście 11";"Agata Anna SŁODKOWSKA - nr na liście 12";"Piotr IWAT - nr na liście 13";"Halina SAMEK - nr na liście 14";"Marcin MAJCZYNA - nr na liście 15";"Ryszard Józef MIĆKO - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Czesław HOC - nr na liście 1";"Paweł Maciej SZEFERNAKER - nr na liście 2";"Małgorzata Joanna GOLIŃSKA - nr na liście 3";"Stefan Zdzisław STRZAŁKOWSKI - nr na liście 4";"Marek Andrzej SUBOCZ - nr na liście 5";"Artur WIŚNIEWSKI - nr na liście 6";"Jan Andrzej OWSIAK - nr na liście 7";"Izabella Marzena SOZAŃSKA-MAJCHRZAK - nr na liście 8";"Jakub Mikołaj PYŻANOWSKI - nr na liście 9";"Ryszard Ambroży CHRUŚCIEL - nr na liście 10";"Barbara NAGÓRSKA - nr na liście 11";"Grzegorz BŁASZCZYK - nr na liście 12";"Barbara KĘDZIOR - nr na liście 13";"Halina Zofia SZTREJA - nr na liście 14";"Jacek Piotr SZADZEWICZ - nr na liście 15";"Emilia Kazimiera NIEMYT - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Barbara PROKOP-PACZKOWSKA - nr na liście 1";"Jerzy Waldemar KOTLĘGA - nr na liście 2";"Jacek Artur WEZGRAJ - nr na liście 3";"Andrzej LEWANDOWSKI - nr na liście 4";"Agnieszka SZUBA - nr na liście 5";"Lech Antoni FABIAŃCZYK - nr na liście 6";"Agnieszka Katarzyna MASTALERZ - nr na liście 7";"Józef Romuald SZKANDERA - nr na liście 8";"Ewa Bożena KOKOT - nr na liście 9";"Katarzyna Petronela PAPROCKA - nr na liście 10";"Magdalena Teresa KUSIAKIEWICZ - nr na liście 11";"Hanna KUJATH - nr na liście 12";"Marcin Dominik ADAMCZYK - nr na liście 13";"Łukasz Patryk OLSZEWSKI - nr na liście 14";"Maciej Walenty BOCK - nr na liście 15";"Małgorzata Genowefa CHYŁA - nr na liście 16";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krzysztof Robert CHMIELEWSKI - nr na liście 1";"Aleksandra Urszula ZADENCKA - nr na liście 2";"Monika TKACZYK - nr na liście 3";"Edyta BELKA - nr na liście 4";"Piotr KARPIŃSKI - nr na liście 5";"Mieczysław Eugeniusz ARCIUSZKIEWICZ - nr na liście 6";"Małgorzata Dorota KOTWICKA - nr na liście 7";"Mateusz Jacek WOJTASZEWSKI - nr na liście 8";"Agata Anna RADEK - nr na liście 9";"Kamil WĄWOŹNY - nr na liście 10";"Kamilla Maria CZERWIŃSKA - nr na liście 11";"Łukasz KUREK - nr na liście 12";"Artur Jan SZULGANIUK - nr na liście 13";"Michał RAWDANOWICZ - nr na liście 14";"Artur GŁOWACKI - nr na liście 15";"Dariusz Tadeusz KOT - nr na liście 16";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr Benedykt ZIENTARSKI - nr na liście 1";"Tomasz CZUCZAK - nr na liście 2";"Marek Tomasz HOK - nr na liście 3";"Barbara Anna GRYGORCEWICZ - nr na liście 4";"Paweł SUSKI - nr na liście 5";"Adam OSTASZEWSKI - nr na liście 6";"Elżbieta Wiesława KARLIŃSKA - nr na liście 7";"Tomasz STRZĄBAŁA - nr na liście 8";"Wioletta KASZAK - nr na liście 9";"Jacek Jerzy KOZŁOWSKI - nr na liście 10";"Marek Tomasz FIRKOWSKI - nr na liście 11";"Marcin Sylwester URBANIAK - nr na liście 12";"Danuta Zofia BUTRYM - nr na liście 13";"Małgorzata LEŚNIEWSKA - nr na liście 14";"Anna BAŃKOWSKA - nr na liście 15";"Jerzy HARDIE-DOUGLAS - nr na liście 16"
"2f50-b4ca-a991-ed61-4f6e-8f37-7d69-ff3b";"320206";"40";"1";"miasto";"stały";"Szkoła Podstawowa w Reczu, ul. Ratuszowa 29, 73-210 Recz";"gm. Recz";"choszczeński";"zachodniopomorskie";"1301";"1406";"617";"684";"1";"6";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"13";"9";"4";"0";"671";"65";"29";"3";"2";"2";"1";"2";"1";"1";"2";"3";"1";"4";"0";"0";"0";"14";"268";"99";"75";"12";"6";"16";"2";"2";"3";"2";"9";"2";"4";"8";"1";"0";"27";"88";"25";"19";"1";"6";"23";"0";"3";"1";"3";"0";"0";"0";"4";"0";"0";"3";"68";"36";"4";"4";"0";"3";"2";"1";"2";"2";"1";"1";"3";"1";"4";"1";"3";"182";"28";"2";"2";"7";"4";"1";"6";"4";"120";"1";"0";"1";"1";"3";"0";"2"
"11db-1e69-ad19-dc5e-4bd7-922a-dd2f-1be2";"320206";"40";"2";"miasto";"stały";"Szkoła Podstawowa w Reczu, ul. Ratuszowa 29, 73-210 Recz";"gm. Recz";"choszczeński";"zachodniopomorskie";"1030";"1123";"477";"553";"2";"1";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"14";"13";"1";"0";"539";"40";"7";"3";"1";"3";"1";"1";"1";"1";"1";"1";"3";"2";"0";"0";"1";"14";"262";"92";"69";"13";"8";"17";"7";"6";"0";"1";"6";"5";"5";"1";"1";"0";"31";"58";"19";"12";"1";"3";"19";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"38";"22";"0";"5";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"5";"141";"23";"1";"4";"7";"10";"0";"2";"3";"89";"0";"0";"0";"0";"1";"1";"0"
"69b4-95d0-9ee8-98b4-3c64-739a-e9e4-533d";"320206";"40";"3";"wieś";"stały";"Świetlica wiejska w Lubieniewie, Lubieniów 27a/8, 73-210 Recz";"gm. Recz";"choszczeński";"zachodniopomorskie";"810";"882";"529";"281";"0";"1";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"21";"14";"7";"0";"260";"28";"11";"1";"1";"1";"0";"0";"1";"2";"0";"1";"0";"2";"0";"1";"0";"7";"136";"50";"43";"10";"3";"3";"4";"3";"1";"0";"3";"4";"3";"2";"0";"0";"7";"26";"9";"4";"0";"2";"6";"0";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"15";"10";"0";"0";"0";"3";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"55";"10";"1";"0";"0";"6";"0";"1";"0";"34";"0";"0";"0";"0";"0";"2";"1"
"0ca0-1193-e127-9cb4-cba1-921d-50c2-2eba";"320206";"40";"4";"wieś";"stały";"Świetlica wiejska w Sokolińcu, Sokoliniec 32, 73-210 Recz";"gm. Recz";"choszczeński";"zachodniopomorskie";"745";"808";"431";"314";"1";"1";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"13";"12";"1";"0";"301";"34";"9";"0";"1";"0";"2";"1";"0";"0";"0";"0";"3";"1";"0";"5";"1";"11";"176";"76";"26";"5";"2";"17";"3";"2";"3";"1";"6";"5";"2";"1";"0";"1";"26";"24";"7";"3";"0";"1";"7";"0";"0";"1";"0";"1";"0";"1";"2";"0";"1";"0";"16";"5";"1";"0";"2";"2";"2";"1";"0";"1";"0";"2";"0";"0";"0";"0";"0";"51";"7";"3";"1";"4";"3";"4";"2";"1";"22";"0";"0";"0";"1";"0";"3";"0"
"8127-7d1f-1b10-d585-7f88-23d4-bcc7-6a3e";"320301";"40";"1";"miasto";"stały";"Budynek Szkoły Podstawowej, ul. Słoneczna 27, 78-550 Czaplinek";"gm. Czaplinek";"drawski";"zachodniopomorskie";"1778";"2003";"767";"1011";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"20";"14";"6";"0";"991";"102";"20";"1";"1";"6";"1";"2";"63";"0";"0";"1";"2";"1";"0";"3";"0";"1";"328";"53";"124";"50";"5";"40";"4";"7";"1";"0";"0";"24";"8";"2";"0";"1";"9";"103";"26";"53";"5";"2";"0";"2";"3";"0";"4";"0";"3";"0";"3";"0";"0";"2";"81";"31";"8";"12";"5";"10";"2";"1";"3";"3";"1";"0";"2";"1";"1";"0";"1";"377";"64";"5";"11";"9";"26";"5";"2";"46";"1";"13";"0";"2";"0";"5";"8";"180"
"34e3-d66b-dd35-96dc-2d97-c1be-d9c6-9192";"320301";"40";"2";"miasto";"stały";"Czaplinecki Ośrodek Kultury, ul. Pławieńska 1a, 78-550 Czaplinek";"gm. Czaplinek";"drawski";"zachodniopomorskie";"1170";"1272";"457";"713";"0";"4";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"14";"12";"2";"0";"699";"88";"20";"1";"7";"5";"0";"2";"45";"0";"1";"3";"0";"0";"0";"0";"0";"4";"211";"43";"69";"29";"6";"26";"5";"3";"1";"1";"0";"15";"0";"0";"2";"3";"8";"96";"33";"42";"3";"2";"3";"3";"1";"2";"2";"1";"1";"0";"1";"0";"0";"2";"56";"26";"3";"6";"2";"2";"5";"0";"2";"3";"0";"1";"2";"0";"1";"0";"3";"248";"44";"4";"10";"2";"15";"1";"0";"24";"1";"7";"0";"0";"1";"0";"0";"139"
"43ef-4fed-4543-cd90-f2da-5406-d406-834e";"320301";"40";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Wałecka 49, 78-550 Czaplinek";"gm. Czaplinek";"drawski";"zachodniopomorskie";"1010";"1077";"389";"621";"3";"3";"0";"0";"0";"0";"0";"0";"0";"621";"0";"0";"621";"3";"1";"2";"0";"618";"63";"13";"2";"5";"3";"1";"0";"28";"0";"3";"2";"2";"2";"0";"0";"0";"2";"179";"30";"80";"25";"5";"12";"6";"0";"0";"1";"1";"10";"0";"2";"0";"0";"7";"132";"33";"62";"7";"6";"4";"0";"9";"2";"4";"2";"0";"0";"1";"0";"1";"1";"39";"17";"2";"3";"0";"5";"3";"1";"0";"3";"0";"0";"0";"0";"0";"5";"0";"205";"40";"3";"9";"8";"17";"0";"0";"20";"0";"3";"2";"0";"2";"5";"0";"96"
"5514-73c9-2300-6874-dee8-e2aa-7384-b9c0";"320301";"40";"4";"miasto";"stały";"Przedszkole Publiczne, ul. Grunwaldzka 5b, 78-550 Czaplinek";"gm. Czaplinek";"drawski";"zachodniopomorskie";"1180";"1323";"501";"679";"0";"4";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"13";"7";"6";"0";"666";"60";"15";"0";"3";"5";"1";"1";"29";"1";"0";"1";"0";"3";"0";"0";"0";"1";"265";"57";"91";"44";"5";"28";"5";"6";"2";"0";"0";"17";"1";"0";"1";"1";"7";"72";"19";"31";"2";"1";"3";"0";"2";"1";"2";"3";"0";"0";"3";"1";"3";"1";"39";"16";"3";"5";"2";"1";"2";"2";"0";"1";"0";"1";"5";"1";"0";"0";"0";"230";"27";"2";"4";"2";"13";"2";"3";"42";"1";"3";"0";"0";"0";"1";"1";"129"
"6222-9ee2-9783-e5ab-0ec1-2d13-92ca-b73d";"320301";"40";"5";"wieś";"stały";"SKR Czaplinek Spółka z o. o., ul. Pławieńska 18, 78-550 Czaplinek";"gm. Czaplinek";"drawski";"zachodniopomorskie";"1143";"1259";"575";"568";"0";"3";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"10";"6";"4";"0";"558";"79";"13";"0";"1";"1";"1";"3";"54";"1";"1";"0";"2";"0";"1";"1";"0";"0";"250";"55";"74";"45";"5";"24";"10";"7";"0";"1";"1";"11";"5";"2";"3";"3";"4";"73";"31";"20";"3";"2";"2";"1";"2";"1";"2";"2";"1";"2";"4";"0";"0";"0";"30";"11";"3";"6";"1";"4";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"126";"28";"3";"8";"6";"15";"2";"1";"8";"1";"3";"0";"0";"0";"0";"2";"49"
"a25a-df04-28d1-c805-014b-352f-5f20-a272";"320301";"40";"6";"wieś";"stały";"Sala wiejska, Siemczyno 63, 78-551 Siemczyno";"gm. Czaplinek";"drawski";"zachodniopomorskie";"540";"595";"266";"274";"0";"7";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"8";"2";"6";"0";"266";"34";"2";"2";"2";"6";"1";"2";"12";"1";"0";"2";"0";"1";"0";"0";"2";"1";"142";"13";"98";"6";"0";"4";"3";"1";"2";"0";"1";"3";"1";"3";"0";"5";"2";"30";"6";"10";"3";"1";"1";"0";"4";"0";"0";"0";"0";"0";"4";"1";"0";"0";"15";"8";"0";"2";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"45";"6";"0";"9";"1";"5";"1";"1";"3";"2";"7";"0";"1";"0";"0";"0";"9"
"44ca-e737-1b7c-4f5f-2983-bf90-51c0-dfca";"320301";"40";"7";"wieś";"stały";"Sala wiejska, ul. Białego Orła 25, 78-552 Kluczewo";"gm. Czaplinek";"drawski";"zachodniopomorskie";"780";"851";"414";"366";"0";"2";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"4";"4";"0";"0";"362";"90";"7";"1";"2";"0";"0";"4";"73";"1";"0";"0";"0";"1";"0";"0";"1";"0";"150";"47";"34";"30";"8";"11";"4";"2";"0";"2";"0";"2";"3";"2";"1";"0";"4";"42";"13";"7";"1";"5";"4";"1";"2";"3";"1";"0";"0";"1";"2";"0";"1";"1";"13";"4";"1";"2";"0";"1";"3";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"67";"13";"1";"7";"1";"7";"3";"1";"7";"0";"5";"0";"1";"0";"0";"1";"20"
"892d-28d9-73f6-41c4-b8df-e9e5-7958-b2f8";"320301";"40";"8";"wieś";"stały";"Świetlica wiejska, Broczyno 33, 78-553 Broczyno";"gm. Czaplinek";"drawski";"zachodniopomorskie";"860";"945";"483";"377";"0";"2";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"15";"12";"3";"0";"360";"75";"11";"3";"1";"4";"0";"0";"49";"1";"0";"2";"0";"3";"0";"1";"0";"0";"157";"26";"50";"12";"3";"31";"6";"1";"1";"1";"1";"7";"2";"2";"1";"1";"12";"44";"14";"11";"0";"3";"1";"0";"8";"0";"1";"2";"1";"1";"0";"0";"0";"2";"10";"6";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"74";"11";"2";"3";"1";"17";"2";"0";"5";"2";"3";"0";"0";"0";"0";"2";"26"
"1af3-425a-e413-b982-a2fc-51f5-85b0-48c1";"320302";"40";"1";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Drawsku Pomorskim Technikum i Zasadnicza Szkoła Zawodowa, ul. Połczyńska 7, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"730";"784";"278";"452";"0";"1";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"3";"3";"0";"0";"449";"38";"8";"1";"3";"1";"1";"5";"5";"0";"1";"0";"0";"1";"1";"7";"0";"4";"121";"31";"23";"34";"0";"3";"0";"0";"1";"0";"1";"13";"1";"0";"1";"6";"7";"108";"46";"19";"3";"6";"3";"0";"8";"3";"1";"6";"0";"0";"3";"0";"1";"9";"25";"11";"1";"1";"1";"1";"2";"0";"0";"2";"0";"1";"1";"0";"0";"2";"2";"157";"35";"6";"13";"3";"16";"1";"1";"25";"4";"29";"0";"1";"1";"3";"0";"19"
"f01f-e3b6-fd36-9b78-4a27-8ea0-959f-b3df";"320302";"40";"2";"miasto";"stały";"Świetlica Samorządu Mieszkańców Nr 2 w Drawsku Pomorskim, ul. Gierymskiego 3, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"800";"867";"280";"520";"0";"2";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"8";"5";"3";"0";"512";"39";"13";"2";"1";"2";"0";"2";"9";"1";"0";"2";"2";"2";"0";"3";"0";"0";"164";"45";"31";"40";"2";"4";"3";"3";"0";"1";"0";"26";"2";"0";"2";"2";"3";"104";"37";"22";"4";"7";"11";"0";"9";"4";"0";"0";"0";"3";"3";"2";"0";"2";"36";"16";"2";"2";"0";"1";"0";"1";"0";"3";"4";"4";"2";"0";"0";"1";"0";"169";"51";"1";"9";"5";"18";"5";"0";"51";"1";"10";"0";"0";"4";"3";"1";"10"
"7021-6194-4153-6d7c-29c7-838d-ece1-9543";"320302";"40";"3";"miasto";"stały";"Przedszkole w Drawsku Pomorskim, ul. Obr. Westerplatte 47 - 49, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"920";"1010";"319";"601";"3";"12";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"7";"6";"1";"0";"594";"64";"12";"5";"6";"3";"1";"2";"15";"2";"2";"1";"1";"5";"0";"8";"0";"1";"171";"45";"39";"38";"2";"1";"0";"3";"0";"0";"0";"26";"1";"1";"1";"6";"8";"144";"47";"25";"5";"15";"17";"3";"11";"1";"1";"4";"0";"0";"6";"4";"2";"3";"29";"7";"3";"3";"4";"2";"0";"0";"0";"1";"1";"3";"0";"1";"2";"0";"2";"186";"55";"10";"8";"4";"23";"5";"2";"40";"1";"21";"1";"1";"0";"1";"3";"11"
"2a6f-4560-3730-a58d-8cf7-de94-635c-8705";"320302";"40";"4";"miasto";"stały";"Szkoła Podstawowa nr 1 w Drawsku Pomorskim, ul. Obr. Westerplatte 13, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"810";"877";"368";"442";"0";"5";"1";"1";"0";"0";"0";"0";"1";"443";"1";"0";"443";"17";"15";"2";"0";"426";"39";"8";"2";"3";"2";"4";"1";"8";"1";"1";"1";"3";"1";"0";"1";"0";"3";"155";"30";"13";"46";"4";"5";"2";"3";"1";"2";"1";"35";"3";"1";"0";"6";"3";"67";"14";"21";"5";"6";"4";"1";"8";"1";"1";"2";"0";"0";"1";"1";"1";"1";"21";"9";"1";"3";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"3";"1";"0";"144";"27";"4";"8";"5";"19";"5";"2";"28";"1";"18";"0";"0";"3";"2";"4";"18"
"76a2-964c-d4d1-bd58-9a14-c906-7ec6-4e44";"320302";"40";"5";"miasto";"stały";"Przedszkole w Drawsku Pomorskim, ul. Obr. Westerplatte 47 - 49, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"868";"941";"371";"497";"1";"1";"2";"2";"0";"0";"0";"0";"2";"499";"2";"0";"499";"2";"2";"0";"0";"497";"33";"11";"4";"1";"4";"1";"0";"7";"0";"1";"0";"0";"0";"1";"2";"0";"1";"134";"45";"19";"31";"2";"3";"2";"1";"0";"0";"0";"13";"2";"0";"1";"11";"4";"123";"37";"29";"0";"9";"7";"2";"12";"6";"9";"2";"3";"3";"2";"1";"0";"1";"22";"10";"2";"3";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"0";"1";"1";"185";"48";"12";"18";"5";"16";"4";"0";"43";"1";"17";"0";"0";"1";"3";"2";"15"
"db9f-7bdc-bec2-514a-656d-8173-eb57-58a9";"320302";"40";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Drawsku Pomorskim, ul. Obr. Westerplatte 13, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"840";"906";"364";"476";"0";"0";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"6";"1";"5";"0";"470";"51";"17";"3";"1";"4";"6";"2";"9";"0";"1";"0";"2";"1";"0";"3";"0";"2";"147";"42";"22";"30";"2";"6";"2";"4";"1";"1";"0";"24";"2";"0";"1";"3";"7";"89";"39";"11";"0";"8";"7";"0";"7";"2";"2";"2";"0";"0";"7";"1";"0";"3";"24";"14";"1";"1";"0";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"3";"159";"36";"4";"6";"7";"15";"7";"3";"31";"2";"14";"1";"1";"2";"4";"2";"24"
"11ec-49c4-4307-40cd-91e4-9599-554c-41b7";"320302";"40";"7";"miasto";"stały";"Nadleśnictwo Drawsko w Drawsku Pomorskim, ul. Starogrodzka 30, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"850";"922";"264";"586";"0";"2";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"8";"8";"0";"0";"578";"43";"8";"1";"1";"4";"0";"1";"15";"0";"0";"1";"1";"0";"0";"7";"1";"3";"172";"51";"31";"43";"3";"6";"3";"0";"1";"1";"0";"18";"4";"1";"0";"6";"4";"93";"34";"12";"4";"3";"7";"2";"12";"0";"2";"1";"3";"1";"4";"1";"1";"6";"44";"23";"2";"1";"2";"4";"0";"1";"1";"1";"1";"2";"0";"1";"1";"1";"3";"226";"57";"7";"14";"13";"13";"2";"3";"54";"1";"39";"1";"0";"0";"1";"0";"21"
"a726-6d03-3293-9c4e-70ec-b91f-8648-e65c";"320302";"40";"8";"miasto";"stały";"Przedszkole w Drawsku Pomorskim, ul. B. Chrobrego 4a, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"899";"979";"326";"573";"1";"1";"1";"1";"0";"0";"0";"0";"1";"574";"1";"0";"574";"9";"5";"4";"0";"565";"60";"19";"3";"8";"5";"1";"1";"11";"0";"0";"0";"2";"0";"1";"4";"0";"5";"171";"58";"30";"31";"4";"11";"2";"0";"1";"0";"1";"24";"1";"3";"0";"3";"2";"109";"43";"18";"6";"6";"10";"1";"11";"2";"0";"4";"0";"0";"0";"1";"3";"4";"32";"11";"1";"3";"1";"2";"1";"2";"1";"0";"0";"2";"2";"0";"2";"1";"3";"193";"34";"2";"24";"8";"26";"3";"1";"40";"2";"27";"1";"0";"1";"12";"0";"12"
"a256-8414-895d-e942-751b-e218-cfe4-a487";"320302";"40";"9";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Drawsku Pomorskim, ul. Dworcowa 2A, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"770";"853";"319";"451";"2";"9";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"6";"4";"2";"0";"445";"54";"16";"2";"5";"6";"0";"1";"13";"0";"2";"2";"3";"0";"2";"1";"1";"0";"137";"48";"16";"26";"0";"6";"4";"4";"0";"0";"0";"16";"3";"1";"1";"9";"3";"89";"36";"18";"8";"4";"3";"0";"9";"1";"0";"2";"0";"0";"2";"4";"0";"2";"31";"18";"1";"4";"1";"2";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"134";"33";"3";"16";"5";"11";"7";"2";"22";"3";"12";"0";"2";"1";"2";"1";"14"
"c6c3-50d8-cd70-3973-577b-dfe0-63a9-6a0a";"320302";"40";"10";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Drawsku Pomorskim Liceum Ogólnokształcące, ul. Złocieniecka 25, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"830";"896";"371";"459";"1";"2";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"14";"12";"2";"0";"445";"37";"10";"1";"1";"5";"0";"1";"12";"1";"1";"1";"0";"3";"1";"0";"0";"0";"180";"47";"30";"35";"5";"7";"4";"5";"2";"0";"0";"22";"2";"2";"1";"8";"10";"71";"16";"21";"0";"5";"6";"3";"6";"1";"3";"2";"0";"1";"2";"2";"0";"3";"21";"11";"2";"3";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"2";"136";"27";"5";"5";"8";"4";"2";"0";"48";"4";"15";"0";"0";"1";"1";"5";"11"
"5e80-54e7-b11e-05db-70f1-1c23-bf90-7725";"320302";"40";"11";"wieś";"stały";"Szkoła Podstawowa w Mielenku Drawskim, Mielenko Drawskie 47, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"970";"1074";"520";"450";"0";"20";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"10";"9";"1";"0";"440";"34";"12";"2";"5";"6";"1";"1";"4";"0";"0";"1";"1";"1";"0";"0";"0";"0";"158";"31";"14";"30";"7";"11";"4";"4";"0";"0";"2";"50";"1";"0";"1";"3";"0";"122";"46";"34";"5";"8";"6";"0";"8";"1";"1";"2";"0";"1";"1";"2";"1";"6";"31";"9";"1";"7";"0";"3";"0";"1";"1";"0";"0";"1";"3";"1";"2";"1";"1";"95";"23";"2";"6";"9";"7";"1";"1";"27";"1";"6";"1";"0";"0";"3";"1";"7"
"a066-7320-da1a-24ea-527c-e6c4-9c05-ec18";"320302";"40";"12";"wieś";"stały";"Świetlica Wiejska w Zarańsku, Zarańsko 1, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"721";"789";"388";"333";"0";"3";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"9";"9";"0";"0";"324";"44";"12";"2";"2";"2";"1";"7";"11";"1";"0";"1";"0";"1";"0";"4";"0";"0";"151";"32";"27";"42";"5";"3";"3";"1";"0";"0";"0";"27";"1";"3";"1";"2";"4";"32";"9";"6";"3";"1";"1";"1";"5";"0";"0";"1";"1";"0";"0";"2";"1";"1";"19";"9";"2";"0";"0";"1";"0";"1";"0";"2";"1";"2";"0";"0";"1";"0";"0";"78";"20";"3";"3";"2";"8";"2";"0";"13";"0";"16";"0";"0";"2";"2";"2";"5"
