"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Henryk Władysław CAREWICZ";"Janusz GROMEK";"Grażyna Anna SZTARK"
"480b-a61d-f4c9-75aa-0b6d-c095-cb9d-82a7";"320801";"99";"2";"miasto";"stały";"Zespół Szkół Nr 2, ul. Piastowska 5, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1419";"1965";"52";"1367";"2";"604";"0";"0";"0";"0";"0";"0";"0";"1366";"0";"0";"1366";"17";"2";"15";"0";"1349";"502";"679";"168"
"5d50-97e6-3214-8175-ca2b-dca2-6809-0a42";"320801";"99";"3";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Kupiecka 1, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1510";"1690";"348";"1162";"1";"43";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"1";"1161";"19";"4";"15";"0";"1142";"386";"591";"165"
"3c96-ac49-387e-0ceb-064c-1027-41db-e887";"320801";"99";"4";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Kupiecka 1, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1820";"1996";"595";"1225";"4";"62";"0";"0";"0";"0";"0";"0";"0";"1225";"0";"0";"1225";"31";"6";"25";"0";"1194";"388";"626";"180"
"c598-ccbe-0f9b-e48c-dba1-62ba-d58f-5d11";"320801";"99";"5";"miasto";"stały";"Sala Sportowa MOSiR, ul. Wąska 1, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1888";"2054";"577";"1311";"2";"39";"0";"0";"0";"0";"0";"0";"0";"1311";"0";"0";"1311";"17";"5";"12";"0";"1294";"384";"704";"206"
"8caf-ee81-651b-64b3-aa54-5096-0cbf-6013";"320801";"99";"6";"miasto";"stały";"Zespół Szkół Ekonomiczno-Hotelarskich, ul. Łopuskiego 13, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1310";"1567";"249";"1061";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1060";"0";"0";"1060";"15";"14";"1";"0";"1045";"342";"566";"137"
"2090-0f41-2b52-f14b-a558-7929-9903-a7a3";"320801";"99";"7";"miasto";"stały";"Ratusz Miejski, ul. Armii Krajowej 12, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1305";"1537";"167";"1138";"2";"474";"0";"0";"0";"0";"0";"0";"0";"1137";"0";"0";"1137";"10";"4";"6";"0";"1127";"439";"564";"124"
"a896-78e8-ae54-d741-fe3d-0d06-fd2c-b093";"320801";"99";"8";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Bogusława X 22, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1440";"1557";"510";"930";"1";"13";"0";"0";"0";"0";"0";"0";"0";"930";"0";"1";"929";"24";"5";"19";"0";"905";"361";"431";"113"
"db39-7efd-4533-eba8-29c6-723a-360e-5457";"320801";"99";"9";"miasto";"stały";"Przedszkole Miejskie nr 7, ul. Bogusława X 17, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1360";"1475";"514";"846";"0";"7";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"18";"4";"14";"0";"828";"295";"416";"117"
"f7aa-834f-80fe-e6cc-75a6-57c9-d0a5-eb68";"320801";"99";"10";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Kołobrzegu, ul. Czarnieckiego 5F, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1859";"2071";"565";"1294";"1";"46";"1";"1";"1";"0";"0";"0";"0";"1294";"0";"0";"1294";"23";"4";"19";"0";"1271";"387";"676";"208"
"4b45-a91e-d3fd-0d8c-b9b8-6c5b-3949-683b";"320801";"99";"11";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Kołobrzegu, ul. Czarnieckiego 5F, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1450";"1617";"376";"1074";"1";"68";"0";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1074";"13";"3";"10";"0";"1061";"266";"596";"199"
"fd5c-b2b3-4a85-1a7e-1935-699a-86d6-53b8";"320801";"99";"12";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, ul. Ppor. E. Łopuskiego 38, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1550";"1703";"432";"1118";"4";"40";"0";"0";"0";"0";"0";"0";"0";"1118";"0";"0";"1118";"19";"10";"9";"0";"1099";"370";"598";"131"
"c316-1e41-fb1f-071c-02ca-5ae9-91ca-09f4";"320801";"99";"13";"miasto";"stały";"Internat w Zespole Szkół im. H. Sienkiewicza, ul. 1 - go Maja 47, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"2739";"3088";"867";"1872";"1";"21";"0";"0";"0";"0";"0";"0";"0";"1872";"0";"0";"1872";"27";"4";"23";"0";"1845";"503";"1064";"278"
"cf23-4bf1-e97e-e84d-a9ce-e797-52cc-b5cd";"320801";"99";"14";"miasto";"stały";"Zespół Szkół Społecznych nr 1 im. Z. Herberta, ul. Jedności Narodowej 58A, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1710";"1966";"632";"1078";"0";"86";"0";"0";"0";"0";"0";"0";"0";"1076";"0";"0";"1076";"21";"5";"16";"0";"1055";"373";"555";"127"
"6072-b193-0db4-f2dc-2d1c-a8e4-94e7-65ec";"320801";"99";"15";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Poznańska 9, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1750";"1904";"477";"1273";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1273";"0";"0";"1273";"16";"3";"13";"0";"1257";"391";"677";"189"
"8fdc-1e38-b115-6ee8-74dc-db44-5d18-d26f";"320801";"99";"16";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Lwowska 7, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1230";"1421";"377";"853";"0";"98";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"19";"0";"19";"0";"834";"285";"416";"133"
"28f5-f9d3-6c03-3010-66f2-9ae6-f78c-9a67";"320801";"99";"17";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Kołobrzegu, ul. Czarnieckiego 5F, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"980";"1072";"303";"677";"0";"31";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"13";"1";"12";"0";"664";"166";"375";"123"
"e04a-b373-83f7-9965-11c6-df3b-d984-9c79";"320801";"99";"18";"miasto";"stały";"Zespół Szkół Nr 2, ul. Piastowska 5, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1035";"1202";"150";"885";"0";"355";"0";"0";"0";"0";"0";"0";"0";"885";"0";"0";"885";"20";"0";"20";"0";"865";"317";"463";"85"
"ba81-c3f8-2af3-b003-4ee5-ea03-39b0-3148";"320801";"99";"19";"miasto";"stały";"Przedszkole Miejskie nr 8, ul. Bociania 4A, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1740";"1964";"498";"1242";"4";"46";"0";"0";"0";"0";"0";"0";"0";"1238";"0";"0";"1238";"16";"4";"12";"0";"1222";"394";"623";"205"
"110b-c65c-0909-a14f-590a-d070-e8a3-efc4";"320801";"99";"20";"miasto";"stały";"Przedszkole Miejskie nr 3, ul. Unii Lubelskiej 23, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1020";"1258";"214";"806";"1";"142";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"23";"6";"17";"0";"783";"237";"444";"102"
"e265-326a-b861-0822-ad19-bd0c-36c5-6b17";"320801";"99";"21";"miasto";"stały";"Szkoła Podstawowa nr 5 z Oddziałami Integracyjnymi, ul. Arciszewskiego 20, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1130";"1331";"271";"859";"1";"78";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"16";"6";"10";"0";"843";"244";"487";"112"
"97ed-322f-7f7e-fc2c-5369-b7cc-3a3f-7dc8";"320801";"99";"22";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Poznańska 9, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1530";"1666";"418";"1112";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1112";"0";"0";"1112";"13";"3";"10";"0";"1099";"298";"669";"132"
"cd4e-74c9-a201-b830-4c5d-9bbb-0a7a-f239";"320801";"99";"23";"miasto";"zakład leczniczy";"Regionalny Szpital w Kołobrzegu, Łopuskiego 31 - 33, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"200";"127";"73";"127";"0";"1";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"7";"1";"6";"0";"120";"43";"56";"21"
"d2af-1136-c6da-0733-5f42-f449-e38a-4995";"320801";"99";"24";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Włościbórz Filia w Kołobrzegu, Ogrodowa 3, 78-100 Kołobrzeg";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"17";"18";"8";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"9";"1";"0";"1";"0";"8";"1";"6";"1"
"60e2-5d73-1345-5587-08bf-e723-0ccf-c935";"320802";"99";"1";"wieś";"stały";"Świetlica Wiejska w Dygowie, ul. Ogrodowa 14, 78-113 Dygowo";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"1680";"1836";"712";"968";"0";"8";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"25";"8";"17";"0";"943";"409";"321";"213"
"7979-bf30-1f9a-38af-d846-f5eb-c2a8-8df3";"320802";"99";"2";"wieś";"stały";"Świetlica Wiejska, Wrzosowo 39 A, 78-114 Wrzosowo";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"990";"1086";"465";"525";"2";"1";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"18";"2";"16";"0";"507";"195";"212";"100"
"4d90-98b8-f9b5-5c7c-d736-5df1-5855-bc52";"320802";"99";"3";"wieś";"stały";"Świetlica Wiejska, Piotrowice 23, 78-114 Wrzosowo";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"390";"428";"198";"192";"0";"2";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"2";"0";"2";"0";"190";"64";"88";"38"
"13ca-2f34-045b-d144-6787-1b89-02df-3453";"320802";"99";"4";"wieś";"stały";"Świetlica Wiejska, Czernin 33 A, 78-113 Dygowo";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"780";"843";"389";"391";"0";"1";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"14";"11";"3";"0";"377";"146";"165";"66"
"e9cd-cda7-b8e4-c009-1da8-bd20-01e9-1eba";"320802";"99";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej we Włościborzu, Włościbórz 1, 78-114 Wrzosowo";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"77";"80";"60";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"6";"0";"6";"0";"11";"3";"5";"3"
"7955-fe2e-3a35-8452-9a44-78c0-b270-7cb0";"320802";"99";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Piotrowicach, Piotrowice 1, 78-114 Wrzosowo";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"28";"29";"3";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"2";"1";"1";"0";"23";"7";"10";"6"
"cf9d-64b2-644c-3db3-7d48-ba4a-b9b6-655e";"320803";"99";"1";"miasto";"stały";"Urząd Miejski, ul. IV Dywizji Wojska Polskiego 58, 78-120 Gościno";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"600";"657";"269";"331";"0";"2";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"5";"0";"5";"0";"326";"124";"152";"50"
"1523-6d0e-d1ed-b3b1-38a4-c210-3ae0-284b";"320803";"99";"2";"miasto";"stały";"Urząd Miejski, ul. IV Dywizji Wojska Polskiego 58, 78-120 Gościno";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"1060";"1135";"472";"588";"0";"0";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"5";"1";"4";"0";"583";"219";"283";"81"
"fb84-ce79-5558-0749-3980-ee86-4c11-c714";"320803";"99";"3";"miasto";"stały";"Dom Kultury, ul. Matejki 2, 78-120 Gościno";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"880";"946";"347";"533";"0";"1";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"20";"2";"18";"0";"513";"178";"269";"66"
"b01a-5eed-2e96-54e2-65d5-8b67-3722-ed07";"320803";"99";"4";"wieś";"stały";"Świetlica Wiejska, Robuń 30, 78-120 Gościno";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"730";"788";"406";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"9";"4";"5";"0";"315";"152";"108";"55"
"3580-4ecb-efc8-594c-8bb4-e0f2-e5ae-d5c9";"320803";"99";"5";"wieś";"stały";"Świetlica Wiejska, Wartkowo 27, 78-120 Gościno";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"430";"465";"212";"218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"3";"0";"3";"0";"215";"99";"76";"40"
"7126-adbe-9693-693d-8d82-5add-162f-23fc";"320803";"99";"6";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Karlińska 1, 78-120 Gościno";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"54";"52";"36";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"3";"0";"3";"0";"15";"9";"4";"2"
"03b6-3fc8-6984-9b0a-c8e9-3442-010a-c049";"320804";"99";"1";"wieś";"stały";"Świetlica Wiejska w Budzistowie, Budzistowo ul. Kołobrzeska 1, 78-100 Kołobrzeg";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"990";"1053";"387";"603";"1";"4";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"20";"8";"12";"0";"583";"168";"312";"103"
"a849-d20e-f810-c0ab-7c65-108e-941e-5904";"320804";"99";"2";"wieś";"stały";"Świetlica Wiejska w Obrotach, Obroty 19, 78-100 Kołobrzeg";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"570";"617";"181";"389";"0";"2";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"11";"6";"5";"0";"378";"99";"199";"80"
"d36f-1d7b-e1ec-d3ab-3345-9ffa-5ca0-20bc";"320804";"99";"3";"wieś";"stały";"Biblioteka Gminna, Zieleniewo ul. Szczecińska 12, 78-100 Kołobrzeg";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1830";"1977";"571";"1258";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"20";"4";"16";"0";"1239";"390";"666";"183"
"6380-8e71-478e-78b1-3873-2268-58dd-f59c";"320804";"99";"4";"wieś";"stały";"Świetlica Wiejska w Starym Borku, Stary Borek 15, 78-132 Grzybowo";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"600";"645";"215";"385";"0";"2";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"6";"0";"6";"0";"379";"148";"182";"49"
"270f-4677-146f-ec17-d481-6abb-72c3-9aad";"320804";"99";"5";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, ul. Sportowa 27, 78-131 Dźwirzyno";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"745";"830";"153";"592";"1";"226";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"6";"2";"4";"0";"586";"210";"299";"77"
"39fc-765b-a3a4-c700-998a-dcff-5523-ac85";"320804";"99";"6";"wieś";"stały";"Szkoła Podstawowa im. Mieszka I w Drzonowie, Drzonowo 12, 78-133 Drzonowo";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1030";"1118";"439";"591";"0";"0";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"10";"2";"8";"0";"581";"224";"265";"92"
"e6dc-463c-6407-7c4e-8270-f7b4-f04f-dc21";"320804";"99";"7";"wieś";"stały";"Budynek zaplecza socjalnego boiska piłkarskiego w Karcinie, Karcino 43B, 78-133 Drzonowo";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"389";"426";"170";"219";"0";"1";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"0";"0";"0";"0";"219";"103";"81";"35"
"1948-6c8b-4dc1-fb07-ad00-a79f-e0d6-7fa4";"320804";"99";"8";"wieś";"stały";"Świetlica Wiejska w Grzybowie, ul. Szkolna 1, 78-132 Grzybowo";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"1308";"1503";"345";"963";"0";"77";"1";"1";"0";"0";"0";"0";"1";"964";"1";"0";"964";"8";"2";"6";"0";"956";"284";"536";"136"
"b215-6ef6-4fc3-321e-4f57-7bc8-ae78-c90a";"320804";"99";"9";"wieś";"stały";"Świetlica Wiejska w Błotnicy, Błotnica 3A, 78-122 Kołobrzeg";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"540";"598";"232";"308";"0";"4";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"4";"0";"4";"0";"304";"150";"103";"51"
"a260-cf59-8546-8f18-4a97-bb6f-c725-c4e7";"320805";"99";"1";"wieś";"stały";"Urząd Gminy, ul. Szkolna 7, 78-125 Rymań";"gm. Rymań";"kołobrzeski";"zachodniopomorskie";"870";"932";"379";"491";"2";"1";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"16";"2";"14";"0";"475";"171";"201";"103"
"1c88-282f-e6e3-de30-24cb-fdf1-085d-d653";"320805";"99";"2";"wieś";"stały";"Sala Wiejska Rymań, Koszalińska 18, 78-125 Rymań";"gm. Rymań";"kołobrzeski";"zachodniopomorskie";"680";"766";"327";"353";"0";"16";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"10";"3";"7";"0";"343";"102";"178";"63"
"e2a3-f04d-9025-2173-3b95-dc52-6a00-010a";"320805";"99";"3";"wieś";"stały";"Sala Wiejska, Kinowo 18, 78-124 Gorawino";"gm. Rymań";"kołobrzeski";"zachodniopomorskie";"510";"556";"221";"289";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"15";"1";"14";"0";"274";"136";"103";"35"
"3803-6b88-c014-7beb-78bd-b721-f354-aa83";"320805";"99";"4";"wieś";"stały";"Sala Wiejska, Gorawino 58, 78-124 Gorawino";"gm. Rymań";"kołobrzeski";"zachodniopomorskie";"820";"885";"425";"395";"0";"1";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"9";"4";"5";"0";"386";"181";"137";"68"
"4b0e-8c2b-fa91-3c87-2983-8dae-e016-ace8";"320806";"99";"1";"wieś";"stały";"Sala Wiejska w Charzynie, ul. Polna 1, 78-122 Charzyno";"gm. Siemyśl";"kołobrzeski";"zachodniopomorskie";"1090";"1172";"458";"632";"0";"3";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"13";"1";"12";"0";"619";"180";"286";"153"
"e9b8-bc45-0887-2aea-fce1-2129-1dcf-09c0";"320806";"99";"2";"wieś";"stały";"Dom Kultury w Siemyślu, ul. Szkolna 21, 78-123 Siemyśl";"gm. Siemyśl";"kołobrzeski";"zachodniopomorskie";"1590";"1720";"725";"865";"0";"3";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"21";"5";"16";"0";"844";"362";"305";"177"
"307b-9719-68d1-b94b-fca6-5ad6-94d8-f152";"320807";"99";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Ustroniu Morskim, ul. Nadbrzeżna 20, 78-111 Ustronie Morskie";"gm. Ustronie Morskie";"kołobrzeski";"zachodniopomorskie";"2260";"2984";"399";"1861";"2";"465";"0";"0";"0";"0";"0";"0";"0";"1861";"0";"0";"1861";"31";"11";"20";"0";"1830";"684";"878";"268"
"9eec-d916-e578-e829-b486-d3d6-7d9d-5a74";"320807";"99";"2";"wieś";"stały";"Świetlica Wiejska, Rusowo 27, 78-111 Ustronie Morskie";"gm. Ustronie Morskie";"kołobrzeski";"zachodniopomorskie";"490";"542";"240";"250";"0";"1";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"8";"0";"8";"0";"242";"75";"125";"42"
"de81-6601-b915-e78d-e55e-1898-45aa-042c";"321601";"99";"1";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych (nowy budynek), ul. Kościuszki 28, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1620";"1748";"787";"833";"0";"7";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"22";"3";"19";"0";"811";"258";"372";"181"
"9e40-4303-d612-7c41-187a-efcf-46ea-f531";"321601";"99";"2";"miasto";"stały";"Hala Sportowa przy Publicznej Szkole Podstawowej nr 1, Plac Jana Pawła II 5, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1440";"1552";"606";"834";"1";"5";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"26";"7";"19";"0";"808";"245";"366";"197"
"e454-08c0-da09-a57c-c4d5-cf08-85e4-a57e";"321601";"99";"3";"miasto";"stały";"Publiczne Przedszkole nr 1, ul. Drawska 30, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1168";"1265";"510";"658";"3";"5";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"12";"1";"11";"0";"646";"230";"275";"141"
"b18c-3f13-10ba-d8e8-32b6-d8b8-d956-2180";"321601";"99";"4";"miasto";"stały";"Świdwiński Ośrodek Kultury, ul. Niedziałkowskiego 17, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1350";"1461";"500";"850";"0";"7";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"23";"12";"11";"0";"827";"308";"372";"147"
"239b-d828-338a-ec39-838b-3ad1-545c-4fa4";"321601";"99";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 4, ul. Kombatantów Polskich 6, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1700";"1826";"662";"1038";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"26";"13";"13";"0";"1012";"312";"472";"228"
"6600-853e-87a5-6bd1-dedb-2aff-7eaf-4640";"321601";"99";"6";"miasto";"stały";"ul. Wojska Polskiego 14 (budynek dawnej Szkoły Zawodowej), ul. Wojska Polskiego 14, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1559";"1667";"548";"1011";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"27";"10";"17";"0";"984";"336";"441";"207"
"711f-5b3f-ed95-686a-1db6-8c62-201a-71a7";"321601";"99";"7";"miasto";"stały";"Zespół Szkół Rolniczych Centrum Kształcenia Praktycznego, ul. Szczecińska 88, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"1290";"1412";"541";"749";"0";"7";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"12";"5";"7";"0";"737";"261";"313";"163"
"edcd-0892-44af-2bf9-de7c-e585-58d3-ef76";"321601";"99";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3, ul. Szturmowców 1, 78-300 Świdwin";"m. Świdwin";"świdwiński";"zachodniopomorskie";"720";"795";"282";"438";"0";"4";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"5";"2";"3";"0";"433";"158";"175";"100"
"7716-89c9-e8d1-d36d-6038-821c-0f40-7eed";"321602";"99";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Brzeżno 7, 78-316 Brzeżno";"gm. Brzeżno";"świdwiński";"zachodniopomorskie";"1600";"1755";"784";"816";"1";"12";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"24";"6";"18";"0";"792";"324";"283";"185"
"b1dc-14db-8da2-7bc9-35dd-6c9b-65da-6b84";"321602";"99";"2";"wieś";"stały";"Świetlica, Słonowice 35/1, 78-316 Brzeżno";"gm. Brzeżno";"świdwiński";"zachodniopomorskie";"350";"381";"181";"169";"0";"2";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"3";"1";"2";"0";"166";"55";"63";"48"
"6832-441b-71fb-d474-8515-2e11-c328-f9ac";"321603";"99";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Połczynie-Zdroju, ul. Mieszka I 19, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"900";"988";"292";"608";"0";"22";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"16";"4";"12";"0";"590";"225";"257";"108"
"90b3-9daf-7403-87b1-8831-7b51-e7e8-669b";"321603";"99";"2";"miasto";"stały";"Hala Widowiskowo-Sportowa w Połczynie-Zdroju, ul. Mieszka I 19, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"1755";"1825";"859";"896";"2";"45";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"18";"3";"15";"0";"878";"370";"357";"151"
