"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Helena Adela CZAKOWSKA";"Andrzej KOBIAK";"Leszek Józef POSŁUSZNY"
"3066-73f3-6f5e-cb96-bfc6-a519-0d35-49f5";"041603";"9";"6";"wieś";"stały";"ŚWIETLICA WIEJSKA, Piastoszyn ul. Główna 10, 89-506 KĘSOWO";"gm. Kęsowo";"tucholski";"kujawsko-pomorskie";"420";"459";"185";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"5";"0";"5";"0";"230";"115";"76";"39"
"68d6-023b-584c-399c-c394-b210-b40c-a267";"041604";"9";"1";"wieś";"stały";"Szkoła Podstawowa im. Wojska Polskiego, ul. Wojska Polskiego 16, 89-526 Lubiewo";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"570";"634";"217";"353";"0";"1";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"7";"0";"7";"0";"346";"203";"98";"45"
"333a-2be2-4b13-04e0-99c8-ddc5-d5dc-cf95";"041604";"9";"2";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka, ul. Kwiatowa 9, 89-510 Bysław";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"572";"628";"219";"353";"0";"3";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"9";"0";"9";"0";"344";"176";"133";"35"
"c416-5e9a-09c1-8fa4-a954-117f-a51b-0549";"041604";"9";"3";"wieś";"stały";"Świetlica Wiejska, Bysławek 51A, 89-510 Bysław";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"754";"844";"248";"506";"2";"5";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"13";"0";"13";"0";"492";"235";"177";"80"
"c69d-01c5-cf44-714a-82fa-42ff-3be4-4867";"041604";"9";"4";"wieś";"stały";"Świetlica Wiejska, ul. Główna 19, 89-525 Sucha";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"510";"582";"197";"313";"0";"1";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"10";"0";"10";"0";"303";"156";"119";"28"
"e530-4ce2-14fd-eeef-4676-3ac0-6253-67fa";"041604";"9";"5";"wieś";"stały";"Świetlica Wiejska, Klonowo 21, 89-526 Lubiewo";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"430";"477";"178";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"10";"1";"9";"0";"242";"102";"86";"54"
"e324-4dde-e10b-faa6-1e30-262c-b9c5-745d";"041604";"9";"6";"wieś";"stały";"Szkoła Podstawowa im. Wojska Polskiego, ul. Wojska Polskiego 16, 89-526 Lubiewo";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"550";"611";"201";"349";"1";"4";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"10";"1";"9";"0";"339";"170";"126";"43"
"ebb8-bf8e-a75f-f455-d1a6-c98c-4b41-571a";"041604";"9";"7";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka, ul. Kwiatowa 9, 89-510 Bysław";"gm. Lubiewo";"tucholski";"kujawsko-pomorskie";"810";"894";"319";"491";"0";"0";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"12";"0";"12";"0";"479";"214";"186";"79"
"579c-3023-0caa-7d20-aa5b-21bf-43ce-ce15";"041605";"9";"1";"wieś";"stały";"ŚWIETLICA WIEJSKA, Lubocień 40, 89-530 ŚLIWICE";"gm. Śliwice";"tucholski";"kujawsko-pomorskie";"570";"641";"250";"320";"0";"5";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"8";"1";"7";"0";"312";"191";"92";"29"
"ff42-6cce-bbe5-6b6f-ae97-1c20-3e85-ce3b";"041605";"9";"2";"wieś";"stały";"SZKOŁA PODSTAWOWA, Lińsk 37, 89-530 ŚLIWICE";"gm. Śliwice";"tucholski";"kujawsko-pomorskie";"790";"897";"302";"488";"0";"13";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"14";"1";"13";"0";"474";"275";"151";"48"
"85b3-13a6-5190-fc68-6582-6225-66f5-9853";"041605";"9";"3";"wieś";"stały";"SZKOŁA PODSTAWOWA, Śliwiczki 97, 89-530 ŚLIWICE";"gm. Śliwice";"tucholski";"kujawsko-pomorskie";"510";"575";"219";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"5";"0";"5";"0";"286";"167";"87";"32"
"6733-eaef-a2ff-f8fe-4d4a-c64d-43f4-3ee1";"041605";"9";"4";"wieś";"stały";"GMINNY OŚRODEK KULTURY, Śliwice ul. DWORCOWA 39, 89-530 ŚLIWICE";"gm. Śliwice";"tucholski";"kujawsko-pomorskie";"770";"859";"257";"513";"1";"14";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"7";"2";"5";"0";"506";"241";"194";"71"
"0319-f14b-bf93-e712-9b30-aa62-94c5-be1a";"041605";"9";"5";"wieś";"stały";"SZKOŁA PODSTAWOWA IM. KS. PRAŁATA ERHARDA STANISZEWSKIEGO, Śliwice ul. SZKOLNA 9, 89-530 ŚLIWICE";"gm. Śliwice";"tucholski";"kujawsko-pomorskie";"720";"801";"233";"487";"2";"5";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"2";"0";"2";"0";"485";"216";"192";"77"
"1c56-8314-bdf6-03ca-7742-4a03-cf5f-db31";"041605";"9";"6";"wieś";"stały";"GMINNY OŚRODEK KULTURY, Śliwice ul. DWORCOWA 39, 89-530 ŚLIWICE";"gm. Śliwice";"tucholski";"kujawsko-pomorskie";"544";"588";"174";"370";"0";"4";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"15";"8";"7";"0";"355";"155";"157";"43"
"c162-ceec-f99f-d32d-75ba-7746-febf-eaef";"041606";"9";"1";"miasto";"stały";"TUCHOLSKI OŚRODEK KULTURY, Tuchola PLAC ZAMKOWY 8, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"1040";"1147";"356";"684";"1";"1";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"10";"2";"8";"0";"674";"274";"309";"91"
"f694-c8a6-75ed-c025-3174-9542-bff4-eca2";"041606";"9";"2";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 1, Tuchola ul. SZKOLNA 4, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"1070";"1167";"316";"754";"1";"5";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"14";"5";"9";"0";"740";"275";"381";"84"
"d5ab-6c32-a908-639f-f60a-81ad-99a8-ce61";"041606";"9";"3";"miasto";"stały";"PRZEDSZKOLE NR1, Tuchola ul. BYDGOSKA 13B, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"800";"876";"294";"506";"1";"2";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"6";"0";"6";"0";"500";"188";"254";"58"
"7d66-1ba4-0958-2251-141a-e15e-e7d2-88ab";"041606";"9";"4";"miasto";"stały";"ZESPÓŁ SZKÓŁ LICEALNYCH I TECHNICZNYCH, Tuchola ul. ŚWIECKA 89A, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"812";"886";"338";"474";"3";"9";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"10";"3";"7";"0";"464";"190";"233";"41"
"21aa-502a-2d9f-a111-b894-6c51-17c6-a994";"041606";"9";"5";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 2, Tuchola ul. PIASTOWSKA 23, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"868";"954";"224";"644";"2";"4";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"7";"2";"5";"0";"637";"222";"344";"71"
"a602-2422-bc91-71b0-59a6-f3a3-a1a1-5432";"041606";"9";"6";"miasto";"stały";"HALA WIDOWISKOWO-SPORTOWA, Tuchola ul. WARSZAWSKA 17, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"1030";"1130";"347";"683";"0";"2";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"13";"6";"7";"0";"670";"236";"328";"106"
"9d84-0c44-c4ef-3d75-d73e-d5e6-41fc-4dfd";"041606";"9";"7";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 3, Tuchola ul. POCZTOWA 10, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"982";"1089";"328";"654";"1";"5";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"13";"2";"11";"0";"641";"226";"327";"88"
"3b97-adac-900c-402b-ff5e-70c1-11a2-9ae1";"041606";"9";"8";"miasto";"stały";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH, Tuchola ul. POCZTOWA 8A, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"932";"1002";"355";"577";"1";"2";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"10";"1";"9";"0";"567";"204";"295";"68"
"d23b-36b7-f9b7-b885-df27-bbb7-134d-2caa";"041606";"9";"9";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 5, Tuchola ul. ŚWIECKA 105, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"1040";"1135";"317";"723";"0";"10";"2";"2";"0";"0";"0";"0";"2";"725";"2";"0";"725";"11";"3";"8";"0";"714";"225";"384";"105"
"6c25-7887-c831-9491-b787-01af-7977-7993";"041606";"9";"10";"miasto";"stały";"ŚWIETLICA WIEJSKA, Bladowo 5, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"430";"474";"143";"287";"1";"2";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"8";"0";"8";"0";"279";"130";"125";"24"
"e32c-efcf-3c27-5b51-bc3b-9eb7-675e-2fb7";"041606";"9";"11";"miasto";"stały";"ŚWIETLICA WIEJSKA, Mały Mędromierz 29, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"420";"465";"174";"246";"0";"1";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"7";"1";"6";"0";"239";"120";"92";"27"
"778e-767f-6462-0c17-8e09-6680-7b29-4fe4";"041606";"9";"12";"miasto";"stały";"SZKOŁA PODSTAWOWA, Stobno 33, 89-502 RACIĄŻ";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"680";"753";"329";"351";"0";"3";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"7";"2";"5";"0";"344";"144";"160";"40"
"d9ed-d8aa-dd1e-a5c1-6e1c-0984-f9ba-6161";"041606";"9";"13";"miasto";"stały";"DOM STRAŻAKA, Kiełpin 57, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"630";"688";"307";"323";"0";"0";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"13";"3";"10";"0";"310";"180";"104";"26"
"5cf4-db85-468c-64db-0d03-828d-5c85-1add";"041606";"9";"14";"miasto";"stały";"ŚWIETLICA WIEJSKA, Wielka Komorza 15, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"260";"285";"142";"118";"0";"1";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"3";"0";"3";"0";"115";"59";"44";"12"
"8ecc-05a3-1c7d-8028-365a-5ed2-10bd-a4e1";"041606";"9";"15";"miasto";"stały";"ŚWIETLICA WIEJSKA, Legbąd SZKOLNA 6, 89-504 LEGBĄD";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"900";"1014";"310";"590";"0";"9";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"4";"1";"3";"0";"586";"350";"180";"56"
"f05d-ba60-eabd-b175-73e2-5227-e038-901f";"041606";"9";"16";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 2, Tuchola ul. PIASTOWSKA 23, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"870";"950";"296";"574";"1";"4";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"8";"2";"6";"0";"566";"231";"290";"45"
"c9ad-4a63-9be9-506f-74ad-ac31-3011-153f";"041606";"9";"17";"miasto";"stały";"WIEJSKI DOM KULTURY, Raciąż ul. WCZASOWA 1, 89-502 RACIĄŻ";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"960";"1031";"439";"521";"0";"11";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"3";"2";"1";"0";"518";"225";"244";"49"
"642e-8bc0-675e-451d-f418-95b6-47fe-ad17";"041606";"9";"18";"miasto";"stały";"TUCHOLSKI OŚRODEK KULTURY, Tuchola PLAC ZAMKOWY 8, 89-500 TUCHOLA";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"270";"310";"98";"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"0";"0";"0";"0";"172";"71";"74";"27"
"e3c1-e6f6-694a-2441-2ca4-600b-0e80-d04f";"041606";"9";"19";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Leona i Marii Janta-Połczyńskich, Wysoka 16, 89-502 Raciąż";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"46";"39";"21";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"0";"0";"0";"0";"25";"14";"10";"1"
"d353-d98e-8b14-e9e2-f2da-a319-e3db-0aef";"041606";"9";"20";"miasto";"zakład leczniczy";"Szpital Tucholski Sp. z o. o., ul. Nowodworskiego 14 - 18, 89-500 Tuchola";"gm. Tuchola";"tucholski";"kujawsko-pomorskie";"137";"71";"97";"40";"0";"2";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"0";"0";"0";"0";"40";"16";"18";"6"
"c2c9-1407-32cd-3fe8-de00-a148-b7f6-c358";"046101";"9";"1";"miasto";"stały";"Siedziba Rady Osiedla ""Piaski"", ul. Drzycimska 7, 85-555 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1755";"1921";"337";"1418";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1418";"0";"0";"1418";"29";"3";"26";"0";"1389";"462";"742";"185"
"ad93-16ab-e6e5-4288-3592-0d20-082d-f547";"046101";"9";"2";"miasto";"stały";"Szkoła Podstawowa nr 36, ul. Żeglarska 67, 85-529 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"857";"946";"209";"648";"0";"6";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"8";"2";"6";"0";"640";"231";"328";"81"
"f3e7-e21b-aa03-2ef0-3531-0722-7b19-844d";"046101";"9";"3";"miasto";"stały";"Szkoła Podstawowa nr 36, ul. Średnia 98, 85-554 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1733";"1931";"450";"1283";"2";"9";"1";"1";"0";"0";"0";"0";"1";"1284";"1";"0";"1284";"13";"5";"8";"0";"1271";"469";"638";"164"
"e9bf-b666-098a-347f-0c05-8358-2511-f0fc";"046101";"9";"4";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy nr 3 im. Marii Grzegorzewskiej, ul. Graniczna 12, 85-201 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"894";"980";"294";"600";"0";"11";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"15";"2";"13";"0";"584";"181";"323";"80"
"9b68-0395-34f4-6c90-9825-5014-57ca-6476";"046101";"9";"5";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Śląska 7, 85-235 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"792";"864";"337";"455";"0";"2";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"8";"0";"8";"0";"447";"132";"252";"63"
"2827-7aa9-46b2-22c3-e2f1-1e46-ea25-f6f9";"046101";"9";"6";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Śląska 7, 85-235 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1330";"1481";"415";"915";"0";"14";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"8";"4";"4";"0";"907";"330";"457";"120"
"1b1d-c820-6dba-7c4c-4bd6-bd16-ea4f-0d35";"046101";"9";"7";"miasto";"stały";"Zespół Szkół nr 6, ul. Staroszkolna 12, 85-209 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1425";"1599";"661";"764";"0";"2";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"12";"2";"10";"0";"752";"248";"392";"112"
"5f39-f7d1-6f27-b10e-64e1-330a-f5dd-d186";"046101";"9";"8";"miasto";"stały";"Zespół Szkół nr 6, ul. Staroszkolna 12, 85-209 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1598";"1503";"512";"1086";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1086";"0";"0";"1086";"15";"8";"7";"0";"1071";"371";"566";"134"
"f9b5-f076-da0e-c236-a0eb-eadd-ea42-c4cc";"046101";"9";"9";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Nowogrodzka 3, 85-208 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"811";"887";"355";"456";"1";"4";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"7";"6";"1";"0";"449";"166";"218";"65"
"5f35-5172-f3fd-d9e9-8e8e-6824-5999-3797";"046101";"9";"10";"miasto";"stały";"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"2062";"2285";"496";"1566";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1566";"0";"0";"1566";"22";"6";"16";"0";"1544";"504";"868";"172"
"296a-6297-f784-017f-e208-ad1b-0ca1-38c4";"046101";"9";"11";"miasto";"stały";"K. S. ""Gwiazda"", ul. Józefa Bronikowskiego 45, 85-350 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"910";"938";"301";"609";"2";"4";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"10";"3";"7";"0";"599";"194";"306";"99"
"a8ea-3ea9-1780-0ab0-dca1-5bca-bcf7-e94d";"046101";"9";"12";"miasto";"stały";"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1595";"1766";"413";"1182";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1182";"0";"0";"1182";"24";"2";"22";"0";"1158";"411";"579";"168"
"bd5d-3901-d474-c049-4cd2-08cf-f455-bc27";"046101";"9";"13";"miasto";"stały";"Zespół Szkół nr 16, ul. Koronowska 74, 85-405 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"2006";"2245";"326";"1680";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1680";"0";"0";"1680";"23";"4";"19";"0";"1657";"473";"943";"241"
"d594-8bc9-3b57-a0dd-60c8-5dee-136d-7e48";"046101";"9";"14";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Opławiec 157, 85-469 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1365";"1500";"317";"1048";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"14";"1";"13";"0";"1034";"374";"529";"131"
"f5f1-7d55-5b45-d585-d0ca-0d90-c066-5e85";"046101";"9";"15";"miasto";"stały";"Zespół Szkół nr 24, ul. Puszczykowa 11, 85-446 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1930";"2155";"386";"1544";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1544";"0";"0";"1544";"23";"5";"18";"0";"1521";"464";"828";"229"
"d86d-7b05-8942-ca27-0436-e145-48d0-1c2c";"046101";"9";"16";"miasto";"stały";"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1706";"1858";"269";"1437";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1437";"0";"0";"1437";"21";"3";"18";"0";"1416";"376";"875";"165"
"5541-5f93-d175-ed4c-d923-c9b8-d48c-9c06";"046101";"9";"17";"miasto";"stały";"Zespół Szkół nr 24, ul. Puszczykowa 11, 85-446 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1490";"1624";"401";"1089";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1089";"0";"0";"1089";"16";"2";"14";"0";"1073";"420";"488";"165"
"b9e4-5fa4-b6c3-6caa-1428-c3df-4386-26d1";"046101";"9";"18";"miasto";"stały";"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1616";"1765";"292";"1324";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1324";"0";"0";"1324";"13";"5";"8";"0";"1311";"375";"731";"205"
"4666-8dd0-b290-7469-94eb-bf49-440c-714c";"046101";"9";"19";"miasto";"stały";"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1191";"1276";"274";"917";"0";"4";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"10";"1";"9";"0";"907";"263";"528";"116"
"368a-c01e-bf6e-a301-bd0e-105e-1ee5-a958";"046101";"9";"20";"miasto";"stały";"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1480";"1622";"359";"1121";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"20";"4";"16";"0";"1101";"395";"546";"160"
"67af-5899-82c6-2863-5af2-6e75-e5eb-729c";"046101";"9";"21";"miasto";"stały";"Szkoła Podstawowa nr 15, ul. Czerkaska 8, 85-641 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"650";"734";"121";"529";"2";"16";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"12";"1";"11";"0";"517";"139";"319";"59"
"00e8-7d75-ea4d-fa3a-2123-c49a-a274-2c86";"046101";"9";"22";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. 11 Listopada 4, 85-643 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1280";"1446";"251";"1029";"3";"23";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"16";"2";"14";"0";"1013";"237";"648";"128"
"7fc4-ca0d-9bbd-8272-9bd0-335b-bc3c-eae1";"046101";"9";"23";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. 11 Listopada 4, 85-643 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1150";"1278";"322";"828";"3";"12";"0";"0";"0";"0";"0";"0";"0";"828";"0";"0";"828";"14";"4";"10";"0";"814";"226";"491";"97"
"9c2d-18e9-9ddc-95f0-7a10-c9c3-1388-4e29";"046101";"9";"24";"miasto";"stały";"Szkoła Podstawowa nr 15, ul. Czerkaska 8, 85-641 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1570";"1754";"411";"1159";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1159";"0";"0";"1159";"21";"5";"16";"0";"1138";"288";"711";"139"
"1301-3f3a-20c7-a6f8-a5cd-9601-931c-69e4";"046101";"9";"25";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Kaliska 10, 85-602 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"836";"928";"198";"638";"0";"0";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"10";"5";"5";"0";"628";"162";"389";"77"
"07ef-5e79-fb68-0091-8e24-3ad0-e3cd-e9cf";"046101";"9";"26";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Kaliska 10, 85-602 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1180";"1286";"231";"949";"0";"1";"0";"0";"0";"0";"0";"0";"0";"949";"0";"0";"949";"22";"7";"15";"0";"927";"266";"558";"103"
"3b1e-dd8a-3783-8e6d-9abf-1e7e-3dee-8e28";"046101";"9";"27";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Grabowa 4, 85-601 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"750";"820";"193";"557";"3";"8";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"11";"2";"9";"0";"546";"182";"311";"53"
"2c1b-fbf4-5990-28e1-ef9a-41e1-0319-04ff";"046101";"9";"28";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. 11 Listopada 4, 85-643 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1970";"2270";"378";"1592";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1590";"0";"0";"1590";"16";"4";"12";"0";"1574";"387";"1003";"184"
"f927-f82d-f107-f3b0-19df-e16b-6d66-0202";"046101";"9";"29";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Mieczysława Karłowicza 2, 85-092 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1110";"1237";"265";"845";"0";"13";"1";"1";"0";"0";"0";"0";"1";"846";"1";"0";"846";"12";"2";"10";"0";"834";"254";"494";"86"
