"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Henryk KIERZKOWSKI";"Józef Marian LEWANDOWSKI";"Józef Mikołaj ŁYCZAK";"Jerzy Jan WENDERLICH";"Łukasz ZBONIKOWSKI"
"07ff-4440-296f-e525-2f3c-90c4-3dc4-40cc";"046401";"13";"34";"miasto";"stały";"Szkoła Podstawowa Nr 12, Wiejska 29, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"991";"1066";"364";"627";"0";"2";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"8";"4";"4";"0";"619";"62";"47";"193";"258";"59"
"bd33-5060-8e6d-2bb1-7f69-67b9-8e24-c551";"046401";"13";"35";"miasto";"stały";"Miejska Biblioteka Publiczna Filia Nr 2, Dziewińska 17, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1560";"1700";"631";"929";"2";"7";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"18";"9";"9";"0";"911";"83";"56";"287";"409";"76"
"3db7-f06a-3803-59ad-71ad-4cbc-bc29-1217";"046401";"13";"36";"miasto";"stały";"Przedszkole Publiczne Nr 30, Kaliska 85, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1030";"1128";"339";"691";"2";"5";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"11";"4";"7";"0";"680";"38";"38";"217";"327";"60"
"f195-d2e2-648e-fcdc-82d7-c383-71f2-ddf5";"046401";"13";"37";"miasto";"stały";"Przedszkole Publiczne Nr 32, Kaliska 108, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"920";"1007";"355";"565";"0";"3";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"10";"8";"2";"0";"555";"35";"32";"166";"286";"36"
"2f9a-738d-1d00-6225-1cb7-4c15-d535-7642";"046401";"13";"38";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, Gałczyńskiego 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1169";"1252";"345";"824";"0";"5";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"13";"5";"8";"0";"811";"51";"58";"263";"390";"49"
"314b-485a-dddb-3e32-a29b-cc3b-7e1e-b8f5";"046401";"13";"39";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, Gałczyńskiego 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1385";"1496";"388";"997";"2";"0";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"24";"20";"4";"0";"973";"80";"54";"284";"481";"74"
"bfa8-8560-1414-5d7c-983c-af2a-830b-2eb8";"046401";"13";"40";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, Gałczyńskiego 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1309";"1425";"350";"959";"1";"3";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"17";"6";"11";"0";"942";"67";"64";"256";"490";"65"
"d536-a013-682a-ea0d-168e-bd65-cc01-feda";"046401";"13";"41";"miasto";"stały";"Szkoła Podstawowa Nr 23, Wyspiańskiego 3, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1190";"1290";"339";"851";"0";"6";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"14";"7";"7";"0";"837";"47";"57";"248";"439";"46"
"5570-4969-09c3-c282-f56d-50e0-e378-74f8";"046401";"13";"42";"miasto";"stały";"Szkoła Podstawowa Nr 23, Wyspiańskiego 3, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1319";"1399";"442";"877";"0";"1";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"20";"4";"16";"0";"857";"74";"55";"228";"431";"69"
"8747-92f5-2ad1-887b-04c5-d8bf-872e-07a0";"046401";"13";"43";"miasto";"stały";"Przedszkole Publiczne Nr 36, Wyspiańskiego 3, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1278";"1387";"351";"927";"3";"3";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"15";"5";"10";"0";"912";"66";"71";"240";"467";"68"
"6893-e002-a9a3-be4f-9a83-99b2-0c9e-b90f";"046401";"13";"44";"miasto";"stały";"Zespół Szkół Nr 4, Kaliska 108, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"929";"1031";"246";"683";"0";"1";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"9";"3";"6";"0";"674";"56";"52";"220";"307";"39"
"071e-6111-9af4-5491-0dfc-1761-75fa-25d1";"046401";"13";"45";"miasto";"stały";"Zespół Szkół Nr 4, Kaliska 108, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1259";"1366";"398";"861";"2";"3";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"15";"4";"11";"0";"846";"39";"54";"265";"417";"71"
"a191-869d-ab74-d43e-6c67-a3d1-4e9b-52d1";"046401";"13";"46";"miasto";"stały";"Zespół Szkół Nr 4, Kaliska 108, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1120";"1202";"299";"821";"0";"3";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"14";"6";"8";"0";"807";"48";"49";"238";"409";"63"
"6bdc-d486-1379-0e58-c44f-7f5d-23d4-8667";"046401";"13";"47";"miasto";"stały";"Szkoła Podstawowa Nr 19, Szkolna 13, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1428";"1562";"483";"945";"5";"10";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"15";"4";"11";"0";"930";"55";"101";"276";"436";"62"
"b55b-8a9f-df53-6cd5-7158-2634-8a90-ad2e";"046401";"13";"48";"miasto";"stały";"Szkoła Podstawowa Nr 19, Szkolna 13, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1500";"1634";"418";"1082";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"24";"4";"20";"0";"1058";"94";"70";"276";"549";"69"
"554b-f31f-7663-c125-2d08-55db-c81e-1cf5";"046401";"13";"49";"miasto";"stały";"Szkoła Podstawowa Nr 19, Szkolna 13, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1450";"1569";"402";"1048";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"1";"1047";"14";"6";"8";"0";"1033";"75";"73";"277";"537";"71"
"262e-22a3-f88c-dc97-5289-0e90-0631-1ad3";"046401";"13";"50";"miasto";"stały";"Szkoła Podstawowa Nr 19, Szkolna 13, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1479";"1593";"457";"1022";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"7";"4";"3";"0";"1015";"89";"74";"290";"484";"78"
"59ac-b502-eefa-7f62-c4a5-0ef2-bd00-5336";"046401";"13";"51";"miasto";"stały";"Collegium Maius Kujawskiej Szkoły Wyższej, Okrzei 94, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"970";"1035";"471";"499";"0";"2";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"11";"4";"7";"0";"488";"29";"27";"158";"235";"39"
"803c-8390-2315-764d-db8b-f97c-d9a6-c2f3";"046401";"13";"52";"miasto";"stały";"Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi, Wieniecka 46, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1370";"1480";"522";"848";"1";"0";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"22";"8";"14";"0";"826";"67";"75";"215";"399";"70"
"c96a-ad1a-edc2-3de8-1f9a-085e-fa73-738f";"046401";"13";"53";"miasto";"stały";"Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi, Wieniecka 46, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1447";"1600";"452";"995";"2";"35";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"11";"3";"8";"0";"984";"71";"66";"301";"465";"81"
"93ac-fbe6-4d05-7fe3-2021-a9d2-953b-fc2e";"046401";"13";"54";"miasto";"stały";"Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi, Wieniecka 46, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1076";"1171";"321";"755";"1";"2";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"16";"9";"7";"0";"739";"46";"66";"217";"362";"48"
"e4b9-4436-8d70-1957-de96-2b83-d8f7-202f";"046401";"13";"55";"miasto";"stały";"Przedszkole Publiczne Nr 25, Rajska 1, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1701";"1932";"527";"1174";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"13";"4";"9";"0";"1161";"72";"80";"317";"610";"82"
"2a5b-5e72-f2b9-4e28-b0f2-c7ae-949e-1a4e";"046401";"13";"56";"miasto";"stały";"Szkoła Podstawowa Nr 22, Promienna 15, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1109";"1209";"328";"781";"0";"8";"1";"1";"0";"0";"0";"0";"1";"782";"1";"0";"782";"15";"5";"10";"0";"767";"57";"52";"255";"353";"50"
"8f5c-0dcc-10de-34c8-f7c5-434e-84c4-cc31";"046401";"13";"57";"miasto";"stały";"Szkoła Podstawowa Nr 22, Promienna 15, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1169";"1258";"356";"813";"1";"5";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"10";"0";"10";"0";"803";"59";"55";"228";"407";"54"
"26ad-baee-9cc4-4050-bdbc-d35f-fd1d-a5ef";"046401";"13";"58";"miasto";"stały";"Szkoła Podstawowa Nr 22, Promienna 15, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1190";"1272";"380";"810";"2";"2";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"8";"4";"4";"0";"802";"79";"56";"212";"401";"54"
"4325-3177-ee90-11ec-3841-f080-e12d-b54d";"046401";"13";"59";"miasto";"stały";"Szkoła Podstawowa Nr 18, Hutnicza 5/7, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1420";"1549";"437";"983";"1";"5";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"23";"13";"10";"0";"960";"75";"85";"293";"428";"79"
"7d7c-4e47-ff86-c7a8-808b-f69d-c26b-9877";"046401";"13";"60";"miasto";"stały";"Szkoła Podstawowa Nr 18, Hutnicza 5/7, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1069";"1161";"391";"678";"1";"4";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"10";"2";"8";"0";"667";"39";"43";"194";"320";"71"
"5a90-c8f6-aa06-7644-1eb3-ebd0-86d5-834e";"046401";"13";"61";"miasto";"stały";"Centrum Kultury Browar B Klub „Zazamcze”, Toruńska 87, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1109";"1202";"339";"770";"0";"5";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"13";"3";"10";"0";"757";"66";"63";"236";"346";"46"
"dcd4-6679-dd30-c70c-07b9-6a30-5765-f262";"046401";"13";"62";"miasto";"stały";"Zespół Placówek Nr 1 (Bursa Szkolna Nr 2), Mechaników 1, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1191";"1293";"389";"802";"0";"0";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"16";"4";"12";"0";"786";"44";"63";"272";"346";"61"
"aef3-abbe-d5d9-97c6-e98b-9fc9-00bf-976b";"046401";"13";"63";"miasto";"stały";"Włocławski Inkubator Innowacji i Przedsiębiorczości, Toruńska 148, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"809";"860";"538";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"4";"1";"3";"0";"267";"19";"30";"103";"80";"35"
"186b-9a46-4e94-2069-5f7f-11a5-0813-7fce";"046401";"13";"64";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Dobrzyńska 102, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"60";"56";"25";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"1";"0";"1";"0";"34";"3";"2";"15";"10";"4"
"2787-37ec-d553-c2ef-7834-87e3-86e1-ab77";"046401";"13";"65";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Nowomiejska 19, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"65";"60";"36";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"3";"1";"2";"0";"26";"2";"2";"7";"13";"2"
"2c13-3324-bd2e-0418-8557-dc89-795d-9487";"046401";"13";"66";"miasto";"dom pomocy społecznej";"Miejski Zespół Opieki Zdrowotnej Sp. z o. o. – Dom Pomocy Społecznej, Żeromskiego 28a, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"40";"36";"20";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"2";"3";"7";"6";"2"
"1589-c8fc-b55e-f641-02e1-e574-a295-6dd2";"046401";"13";"67";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny, Wieniecka 49, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"302";"225";"230";"72";"0";"2";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"72";"2";"1";"1";"0";"70";"6";"8";"30";"16";"10"
"1238-e91b-4d5f-401c-40c9-f0a6-be1d-32d9";"046401";"13";"68";"miasto";"zakład karny";"Zakład Karny, Bartnicka 10, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1206";"1061";"701";"505";"0";"0";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"12";"1";"11";"0";"493";"93";"84";"107";"141";"68"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
