"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Henryk KIERZKOWSKI";"Józef Marian LEWANDOWSKI";"Józef Mikołaj ŁYCZAK";"Jerzy Jan WENDERLICH";"Łukasz ZBONIKOWSKI"
"f5f2-3ea5-7ffb-13b8-5e54-58d1-b810-4d8b";"041809";"13";"2";"wieś";"stały";"Świetlica Wiejska w Grabkowie, Grabkowo 61, 87-820 Kowal";"gm. Kowal";"włocławski";"kujawsko-pomorskie";"619";"700";"290";"329";"0";"3";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"4";"2";"2";"0";"325";"59";"21";"131";"63";"51"
"5778-cf6d-36e3-5585-359c-a164-017f-9614";"041809";"13";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa Galileo Nr 1 w Nakonowie, Nakonowo 31, 87-853 Kruszyn";"gm. Kowal";"włocławski";"kujawsko-pomorskie";"391";"431";"164";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"5";"1";"4";"0";"222";"30";"16";"78";"68";"30"
"e6fb-c54b-f9c0-5871-5629-26f8-8b8f-6555";"041809";"13";"4";"wieś";"stały";"Zespół Szkół w Grabkowie Szkoła Podstawowa im. Stanisława Staszica w Grabkowie Szkoła Filialna w Więsławicach, Więsławice 17, 87-820 Kowal";"gm. Kowal";"włocławski";"kujawsko-pomorskie";"721";"784";"375";"346";"1";"0";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"6";"0";"6";"0";"340";"51";"17";"166";"59";"47"
"ad81-d1d3-4076-568d-5189-d40a-5122-61a6";"041810";"13";"1";"wieś";"stały";"Świetlica Wiejska w Gąbinku, Gąbinek 31/6, 87-732 Lubanie";"gm. Lubanie";"włocławski";"kujawsko-pomorskie";"571";"637";"264";"307";"3";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"3";"2";"1";"0";"304";"8";"16";"149";"91";"40"
"93a6-3387-2b60-834c-bfd5-f0a1-4d5c-9269";"041810";"13";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Lubaniu, Lubanie 17, 87-732 Lubanie";"gm. Lubanie";"włocławski";"kujawsko-pomorskie";"871";"955";"279";"592";"3";"1";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"8";"4";"4";"0";"584";"31";"29";"299";"169";"56"
"3fab-ac7c-bc91-a8a6-db35-06c2-ae52-8d22";"041810";"13";"3";"wieś";"stały";"Szkoła Podstawowa w Lubaniu, Lubanie 13, 87-732 Lubanie";"gm. Lubanie";"włocławski";"kujawsko-pomorskie";"740";"814";"277";"463";"2";"1";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"6";"3";"3";"0";"457";"33";"23";"237";"130";"34"
"4ae6-ebd1-6824-043c-40a9-3721-e811-7d4e";"041810";"13";"4";"wieś";"stały";"Szkoła Podstawowa w Przywieczerzynie, Przywieczerzyn 24, 87-732 Lubanie";"gm. Lubanie";"włocławski";"kujawsko-pomorskie";"680";"745";"293";"387";"2";"0";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"5";"2";"3";"0";"380";"14";"14";"259";"62";"31"
"aa92-726b-a44f-caca-b5ea-37d4-5eaa-fde3";"041810";"13";"5";"wieś";"stały";"Świetlica Wiejska w Ustroniu, Ustronie 8, 87-732 Lubanie";"gm. Lubanie";"włocławski";"kujawsko-pomorskie";"440";"519";"153";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"7";"3";"4";"0";"280";"14";"20";"165";"56";"25"
"5e5c-f927-2b96-7cc7-3265-8f6e-2c12-1ddc";"041811";"13";"1";"miasto";"stały";"Centrum Kultury w Lubieniu Kujawskim, Wojska Polskiego 22, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"1020";"1127";"403";"617";"2";"7";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"14";"6";"8";"0";"603";"57";"42";"276";"171";"57"
"4fc9-3ec6-7211-c664-4b00-d8c6-de6f-2e18";"041811";"13";"2";"wieś";"stały";"Szkoła Podstawowa w Kaliskach, Gole 7A, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"679";"761";"357";"322";"0";"0";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"5";"2";"3";"0";"317";"37";"25";"150";"66";"39"
"1b7c-de01-210f-b4bd-f04e-3938-8b4b-d697";"041811";"13";"3";"wieś";"stały";"Centrum Kultury w Lubieniu Kujawskim, Wojska Polskiego 22, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"800";"886";"408";"392";"0";"4";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"16";"2";"14";"0";"376";"49";"23";"211";"54";"39"
"b28f-96b6-346e-c6d6-b0c0-77b1-e1ff-520a";"041811";"13";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Bilnie, Bilno 9A, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"398";"451";"195";"203";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"9";"3";"6";"0";"194";"28";"3";"104";"34";"25"
"3565-4f4a-ed0d-2e4e-34cb-9a2f-0eb9-99bc";"041811";"13";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Morzycach, Morzyce 24, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"384";"427";"220";"164";"1";"0";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"5";"1";"4";"0";"159";"13";"9";"95";"27";"15"
"08f6-2f17-f873-f01e-3141-44ab-0116-8505";"041811";"13";"6";"wieś";"stały";"Szkoła Podstawowa w Kanibrodzie, Kanibród 27, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"580";"646";"339";"241";"1";"4";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"12";"4";"8";"0";"229";"39";"11";"109";"37";"33"
"bbd5-4314-e9f2-b446-b0e7-0697-e932-d36e";"041811";"13";"7";"wieś";"stały";"Zespół Szkół w Kłóbce, Kłóbka 9, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"430";"480";"179";"251";"0";"1";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"8";"2";"6";"0";"243";"29";"14";"128";"58";"14"
"77dd-2085-eb3a-ccb9-c8af-cc41-0ee4-fc86";"041811";"13";"8";"wieś";"stały";"Świetlica wiejska w Rzeżewie, Rzeżewo Małe 65, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"422";"465";"245";"177";"0";"0";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"4";"1";"3";"0";"173";"29";"7";"84";"27";"26"
"9bce-2e3d-dc98-c1d0-9218-8316-a29d-7c0b";"041811";"13";"9";"wieś";"stały";"Świetlica w Kamiennej, Kamienna 8A, 87-840 Lubień Kujawski";"gm. Lubień Kujawski";"włocławski";"kujawsko-pomorskie";"692";"771";"384";"308";"0";"1";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"7";"2";"5";"0";"301";"24";"14";"170";"51";"42"
"b771-92d6-4b72-e33a-4ab4-810d-e2c1-fadc";"041812";"13";"1";"miasto";"stały";"Lubranieckie Centrum Dziedzictwa Kulturowego, Brzeska 10, 87-890 Lubraniec";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"1327";"1451";"533";"794";"1";"2";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"12";"9";"3";"0";"782";"67";"48";"324";"275";"68"
"a7b1-1b90-0337-bbe4-8c3a-6d54-528a-a6db";"041812";"13";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa, Nowa 6, 87-890 Lubraniec";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"1359";"1480";"554";"805";"2";"1";"1";"1";"0";"0";"0";"0";"1";"806";"1";"0";"806";"11";"1";"10";"0";"795";"48";"52";"352";"280";"63"
"5747-6b0d-829b-105b-32fe-5ff6-a938-3115";"041812";"13";"3";"wieś";"stały";"Zespół Szkół, Brzeska 51, 87-890 Lubraniec";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"1505";"1646";"707";"798";"1";"2";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"20";"7";"13";"0";"778";"63";"38";"381";"222";"74"
"423f-3c45-d940-a5f2-de28-27eb-395a-a4ed";"041812";"13";"4";"wieś";"stały";"Świetlica Wiejska w Dąbiu Kujawskim, Dąbie Kujawskie 41, 87-890 Lubraniec";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"509";"561";"254";"255";"0";"2";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"6";"2";"4";"0";"249";"21";"14";"141";"49";"24"
"2091-9216-df72-2505-bb07-d2bc-14e0-8fe8";"041812";"13";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zgłowiączce, Zgłowiączka 30, 87-890 Lubraniec";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"1290";"1427";"599";"691";"1";"1";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"17";"1";"16";"0";"674";"46";"43";"348";"149";"88"
"a922-ea8d-07a0-0fdb-cc67-b815-e97d-1572";"041812";"13";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sarnowie, Józefowo 2, 87-865 Izbica Kujawska";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"509";"558";"221";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"5";"1";"4";"0";"283";"36";"18";"147";"62";"20"
"5092-6636-a265-b2a7-74f0-21d8-b803-e256";"041812";"13";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kłobi, Kłobia 29, 87-890 Lubraniec";"gm. Lubraniec";"włocławski";"kujawsko-pomorskie";"541";"581";"190";"351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"14";"2";"12";"0";"337";"40";"19";"173";"65";"40"
"3bc5-606f-cb97-5f3d-68aa-23a9-15b2-e3e5";"041813";"13";"1";"wieś";"stały";"Świetlica Wiejska w Dębie Polskim, Dąb Polski Sasankowa 8, 87-815 Smólnik";"gm. Włocławek";"włocławski";"kujawsko-pomorskie";"259";"302";"81";"178";"0";"16";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"2";"0";"2";"0";"176";"13";"5";"87";"46";"25"
"fe4a-8542-9cbe-ff8a-9a21-f765-0afd-9f69";"041813";"13";"2";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi im. Janusza Korczaka w Smólniku, Smólnik 17, 87-815 Smólnik";"gm. Włocławek";"włocławski";"kujawsko-pomorskie";"850";"958";"379";"471";"0";"4";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"12";"1";"11";"0";"459";"64";"27";"157";"143";"68"
"fd09-8047-83f7-d3ff-2549-3db6-be6a-0c9e";"041813";"13";"3";"wieś";"stały";"Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich im. Jana Pawła II w Modzerowie, Modzerowo 53A, 87-800 Włocławek";"gm. Włocławek";"włocławski";"kujawsko-pomorskie";"780";"862";"339";"441";"0";"3";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"12";"6";"6";"0";"429";"43";"35";"154";"135";"62"
"27bb-bb46-4912-a830-67c2-0cc4-b60d-8b22";"041813";"13";"4";"wieś";"stały";"Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich im. bł. Ks. Franciszka Drzewieckiego w Warząchewce Polskiej, Warząchewka Polska 37, 87-809 Włocławek";"gm. Włocławek";"włocławski";"kujawsko-pomorskie";"561";"620";"186";"375";"0";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"10";"4";"6";"0";"365";"43";"22";"162";"105";"33"
"05d6-24ad-368e-9a18-fa9d-9315-8ced-cacc";"041813";"13";"5";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi im. Polskich Noblistów w Kruszynie, Szkolna 15, 87-853 Kruszyn";"gm. Włocławek";"włocławski";"kujawsko-pomorskie";"1180";"1305";"424";"756";"1";"2";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"18";"3";"15";"0";"738";"68";"71";"252";"284";"63"
"5d2f-d7b5-9d55-63e8-46aa-19e0-4f73-8839";"041813";"13";"6";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi im. Polskich Noblistów w Kruszynie, Szkolna 15, 87-853 Kruszyn";"gm. Włocławek";"włocławski";"kujawsko-pomorskie";"1616";"1745";"642";"974";"1";"3";"0";"0";"0";"0";"0";"0";"0";"974";"0";"0";"974";"13";"6";"7";"0";"961";"96";"61";"347";"389";"68"
"9911-12eb-6b9a-16e8-ade6-cc29-4ea8-3918";"046401";"13";"1";"miasto";"stały";"I Liceum Ogólnokształcące, Mickiewicza 6, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1120";"1230";"473";"647";"7";"10";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"11";"4";"7";"0";"636";"25";"39";"246";"275";"51"
"b610-7f25-c0ad-e279-3f75-2cbe-4f43-1ba1";"046401";"13";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, Cyganka 6/10, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"810";"887";"445";"365";"0";"6";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"7";"2";"5";"0";"358";"27";"21";"171";"114";"25"
"d4d1-9174-850c-bae7-0919-128f-8d4d-9562";"046401";"13";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, Cyganka 6/10, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1101";"1190";"584";"517";"0";"4";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"7";"1";"6";"0";"510";"34";"36";"173";"208";"59"
"e775-c7e3-69c2-01f2-961d-9421-ffbd-8b38";"046401";"13";"4";"miasto";"stały";"Włocławskie Centrum Organizacji Pozarządowych i Wolontariatu, Żabia 12a, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1130";"1257";"694";"436";"0";"2";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"8";"3";"5";"0";"428";"40";"25";"156";"158";"49"
"bf21-fd95-5e98-18e6-108d-6246-83b6-e9a7";"046401";"13";"5";"miasto";"stały";"Galeria Sztuki Współczesnej, Miedziana 2/4, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"870";"944";"391";"479";"0";"5";"1";"1";"0";"0";"0";"0";"1";"480";"1";"0";"480";"4";"3";"1";"0";"476";"35";"31";"160";"212";"38"
"a923-9fbd-d7d0-ce41-b9a0-3aab-8e59-f599";"046401";"13";"6";"miasto";"stały";"Galeria Sztuki Współczesnej, Miedziana 2/4, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"840";"931";"379";"461";"3";"4";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"5";"2";"3";"0";"456";"36";"35";"139";"200";"46"
"fd2e-779f-1dc5-c8dc-b7a0-726d-f2e3-120c";"046401";"13";"7";"miasto";"stały";"Miejska Biblioteka Publiczna, Warszawska 11/13, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1300";"1405";"588";"712";"2";"6";"0";"0";"0";"0";"0";"0";"0";"712";"0";"0";"712";"9";"3";"6";"0";"703";"39";"50";"193";"382";"39"
"d111-2185-f57f-7729-bd93-39c4-75fc-fefb";"046401";"13";"8";"miasto";"stały";"Centrum Kultury Browar B, Łęgska 28, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1298";"1423";"597";"701";"2";"0";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"14";"11";"3";"0";"687";"52";"52";"207";"313";"63"
"b92b-54ee-7608-4c95-8d22-edba-b7cc-d911";"046401";"13";"9";"miasto";"stały";"Zakład Aktywności Zawodowej, Łęgska 20, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1379";"1492";"651";"728";"0";"4";"2";"2";"0";"0";"0";"0";"2";"730";"2";"0";"730";"11";"5";"6";"0";"719";"46";"55";"195";"359";"64"
"7664-389e-4dcc-94d4-f902-08a3-520f-eec8";"046401";"13";"10";"miasto";"stały";"Szkoła Podstawowa Nr 14, Bukowa 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1560";"1694";"645";"915";"7";"1";"1";"1";"0";"0";"0";"0";"1";"916";"1";"0";"916";"19";"4";"15";"0";"897";"58";"49";"259";"453";"78"
"0387-628d-3cc7-3461-6203-c262-183d-7164";"046401";"13";"11";"miasto";"stały";"Szkoła Podstawowa Nr 14, Bukowa 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1490";"1611";"507";"983";"3";"6";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"15";"4";"11";"0";"968";"56";"75";"272";"499";"66"
"3b04-e35e-90d0-9587-e736-14cd-f3d7-4672";"046401";"13";"12";"miasto";"stały";"Szkoła Podstawowa Nr 14, Bukowa 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1200";"1304";"409";"791";"4";"4";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"16";"8";"8";"0";"775";"47";"54";"257";"376";"41"
"c8f2-0998-a2c2-216c-afec-8075-8071-31da";"046401";"13";"13";"miasto";"stały";"Szkoła Podstawowa Nr 14, Bukowa 9, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"991";"1070";"321";"670";"2";"16";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"16";"8";"8";"0";"654";"48";"51";"213";"312";"30"
"abcc-c57b-baa5-70fe-d81c-dd77-59ea-7a1b";"046401";"13";"14";"miasto";"stały";"Zespół Szkół Nr 11, Papieżka 89, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1401";"1527";"520";"881";"2";"5";"2";"2";"0";"0";"0";"0";"2";"883";"2";"0";"883";"12";"4";"8";"0";"871";"69";"61";"297";"362";"82"
"05d9-4b36-74cc-068a-3579-c429-a299-3f5f";"046401";"13";"15";"miasto";"stały";"Zespół Szkół Nr 11, Papieżka 89, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1258";"1365";"513";"745";"0";"3";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"13";"1";"12";"0";"732";"74";"64";"239";"293";"62"
"abbe-da6d-58c1-509f-d619-0ef3-4c57-7854";"046401";"13";"16";"miasto";"stały";"Stadion Miejski OSiR, Leśna 53a, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1529";"1661";"731";"798";"0";"11";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"24";"9";"15";"0";"774";"72";"71";"240";"339";"52"
"9362-2ceb-7fcd-32c3-2bdb-2142-cdc5-9457";"046401";"13";"17";"miasto";"stały";"Szkoła Podstawowa Nr 2, Żytnia 47, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1870";"2041";"626";"1244";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1244";"0";"0";"1244";"19";"9";"10";"0";"1225";"90";"91";"332";"614";"98"
"9c87-8d86-f4d3-de64-ed88-119b-74f8-d1e3";"046401";"13";"18";"miasto";"stały";"Szkoła Podstawowa Nr 2, Żytnia 47, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1460";"1579";"496";"964";"2";"1";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"11";"0";"11";"0";"953";"60";"68";"251";"477";"97"
"9f8c-e760-1136-0c38-7b63-9f60-01d1-4b8f";"046401";"13";"19";"miasto";"stały";"Szkoła Podstawowa Nr 2, Żytnia 47, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1312";"1407";"522";"790";"0";"1";"1";"1";"0";"0";"0";"0";"1";"791";"1";"0";"791";"15";"6";"9";"0";"776";"56";"56";"219";"355";"90"
"95ea-245c-7676-a1b2-2406-10c8-0a6b-6c2d";"046401";"13";"20";"miasto";"stały";"Przychodnia Nr 5 Miejskiego Zespołu Opieki Zdrowotnej, Żytnia 55, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1238";"1345";"459";"779";"0";"4";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"12";"8";"4";"0";"767";"49";"51";"259";"339";"69"
"8dbf-5f7c-34d8-0a2e-c482-3d28-7123-4ed8";"046401";"13";"21";"miasto";"stały";"Zespół Szkół Samochodowych, Leśna 1A, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"949";"1007";"328";"621";"3";"1";"0";"0";"0";"0";"0";"0";"0";"621";"0";"0";"621";"13";"4";"9";"0";"608";"52";"26";"183";"290";"57"
"286d-47b4-fb2e-7c45-8234-48f7-1757-6c79";"046401";"13";"22";"miasto";"stały";"Zespół Szkół Samochodowych, Leśna 1A, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1222";"1316";"417";"805";"0";"3";"1";"1";"0";"0";"0";"0";"1";"806";"1";"0";"806";"10";"2";"8";"0";"796";"62";"67";"242";"348";"77"
"89bb-07a9-2e95-740b-a846-c3b9-cab7-79c2";"046401";"13";"23";"miasto";"stały";"Zespół Szkół Samochodowych, Leśna 1A, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1071";"1163";"389";"682";"0";"2";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"11";"2";"9";"0";"671";"47";"57";"185";"347";"35"
"25ba-2ad3-cd0b-8b5c-f1de-3dfa-765b-4c91";"046401";"13";"24";"miasto";"stały";"Zespół Szkół Nr 8, Willowa 8, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1269";"1361";"345";"924";"0";"4";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"14";"4";"10";"0";"910";"59";"57";"266";"450";"78"
"56d6-c3b2-8a8b-df3c-e0fe-8ef0-177d-70ae";"046401";"13";"25";"miasto";"stały";"Zespół Szkół Nr 8, Willowa 8, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1280";"1342";"453";"827";"2";"0";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"5";"2";"3";"0";"822";"67";"71";"212";"407";"65"
"3d70-bf8d-4848-b4a9-8244-ec4e-41b3-e62b";"046401";"13";"26";"miasto";"stały";"Szkoła Podstawowa Nr 10, Starodębska 21, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"901";"974";"421";"480";"0";"1";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"11";"1";"10";"0";"469";"29";"33";"155";"213";"39"
"d60b-5080-a09c-0d8a-f130-3299-e736-b66e";"046401";"13";"27";"miasto";"stały";"Zespół Szkół Nr 3, Nowomiejska 21, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"519";"527";"252";"267";"1";"2";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"7";"4";"3";"0";"260";"16";"29";"64";"127";"24"
"4ff6-d720-b3ad-1731-5455-186d-be59-04b4";"046401";"13";"28";"miasto";"stały";"Zespół Szkół Muzycznych, Wiejska 29, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1489";"1602";"566";"923";"2";"2";"1";"1";"0";"0";"0";"0";"1";"924";"1";"0";"924";"16";"7";"9";"0";"908";"56";"77";"245";"470";"60"
"a93c-67ef-9026-9287-925c-e1de-cbf5-a47a";"046401";"13";"29";"miasto";"stały";"Zespół Szkół Muzycznych, Wiejska 29, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1450";"1571";"475";"975";"1";"6";"1";"1";"0";"0";"0";"0";"1";"976";"1";"0";"976";"18";"7";"11";"0";"958";"78";"84";"287";"423";"86"
"fc87-3e03-e337-48cb-9922-1a07-5849-697a";"046401";"13";"30";"miasto";"stały";"Szkoła Podstawowa Nr 7, Gniazdowskiego 7, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1478";"1592";"538";"940";"0";"7";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"21";"6";"15";"0";"919";"73";"59";"332";"385";"70"
"4bd8-33b5-3aad-acea-2d1a-d160-2b89-3efa";"046401";"13";"31";"miasto";"stały";"Szkoła Podstawowa Nr 7, Gniazdowskiego 7, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1629";"1763";"556";"1073";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1073";"0";"0";"1073";"36";"13";"23";"0";"1037";"86";"79";"315";"484";"73"
"9c01-c328-a229-ab58-455f-b6b8-de89-5c0f";"046401";"13";"32";"miasto";"stały";"Zespół Szkół Muzycznych, Wiejska 29, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"969";"1070";"272";"697";"1";"6";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"20";"8";"12";"0";"677";"42";"58";"245";"284";"48"
"c434-2573-65e5-ae58-08fd-1b91-0fe4-142c";"046401";"13";"33";"miasto";"stały";"Szkoła Podstawowa Nr 12, Wiejska 29, 87-800 Włocławek";"m. Włocławek";"Włocławek";"kujawsko-pomorskie";"1229";"1321";"461";"768";"0";"0";"1";"1";"0";"0";"0";"0";"1";"769";"1";"0";"769";"10";"1";"9";"0";"759";"58";"59";"227";"343";"72"
