"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zbigniew KARCIŃSKI";"Dariusz Zbigniew KLICH";"Kazimierz Adam WIATR"
"50cd-63bb-270d-ae35-ed31-c4f9-d7dd-30ef";"121613";"35";"10";"wieś";"stały";"Szkoła Podstawowa, Łopoń 105, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"617";"665";"220";"397";"0";"2";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"8";"1";"7";"0";"389";"60";"45";"284"
"3c62-9edf-71fc-a205-f48d-047a-2eb7-4f0c";"121613";"35";"11";"wieś";"stały";"Szkoła Podstawowa, Milówka 1, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"427";"463";"167";"260";"0";"1";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"7";"0";"7";"0";"253";"38";"25";"190"
"44a6-9214-4840-a9aa-be31-d40b-5a83-153a";"121614";"35";"1";"miasto";"stały";"Ratusz w Zakliczynie, Rynek 1, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"1690";"1778";"615";"1075";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"20";"11";"9";"0";"1055";"281";"128";"646"
"ec69-a96e-87aa-0285-b76e-a7e9-34fb-f754";"121614";"35";"2";"miasto";"stały";"Szkoła Podstawowa w Zakliczynie, ul. Jacka Malczewskiego 56, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"1180";"1304";"385";"795";"0";"13";"1";"1";"0";"0";"0";"0";"1";"796";"1";"0";"796";"11";"4";"7";"0";"785";"167";"51";"567"
"2624-fbbf-568b-2441-6a71-50e7-2809-755c";"121614";"35";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Paleśnicy, Paleśnica 115, 32-842 Paleśnica";"gm. Zakliczyn";"tarnowski";"małopolskie";"1160";"1262";"436";"724";"0";"4";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"23";"1";"22";"0";"701";"150";"68";"483"
"b8cd-6315-9822-fccf-e04a-b9e4-06e5-4ade";"121614";"35";"4";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola w Filipowicach, Filipowice 125, 32-841 Filipowice";"gm. Zakliczyn";"tarnowski";"małopolskie";"649";"712";"269";"380";"2";"5";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"9";"1";"8";"0";"371";"92";"79";"200"
"2929-6946-4b04-af0a-d933-6760-ae53-f0f9";"121614";"35";"5";"wieś";"stały";"Szkoła Podstawowa w Stróżach, Stróże 88, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"1085";"1130";"440";"645";"0";"3";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"7";"2";"5";"0";"638";"139";"69";"430"
"d6db-7fd5-4dba-c3a6-f798-f846-bbbc-0819";"121614";"35";"6";"wieś";"stały";"Szkoła Filialna w Charzewicach, Charzewice 95, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"526";"572";"177";"349";"1";"2";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"6";"0";"6";"0";"343";"43";"35";"265"
"bcaa-fb55-3942-c715-bcb2-a7c2-ce29-6017";"121614";"35";"7";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola w Gwoźdźcu, Gwoździec 199, 32-855 Gwoździec";"gm. Zakliczyn";"tarnowski";"małopolskie";"685";"752";"250";"435";"0";"3";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"11";"0";"11";"0";"424";"105";"39";"280"
"6e1f-be44-041b-b329-c059-0a2f-8a8b-ff65";"121614";"35";"8";"wieś";"stały";"Niepubliczna Szkoła Podstawowa we Wróblowicach, Wróblowice 142, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"511";"562";"210";"301";"0";"0";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"7";"1";"6";"0";"294";"29";"22";"243"
"4851-4aa5-77d5-3988-4a35-0135-59af-8b58";"121614";"35";"9";"wieś";"stały";"Świetlica wiejska w Wesołowie, Wesołów 39, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"656";"721";"237";"419";"0";"2";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"13";"1";"12";"0";"406";"91";"42";"273"
"e8a2-e0b4-a02c-ac88-8e8c-c139-f68f-9ab1";"121614";"35";"10";"wieś";"stały";"Świetlica wiejska w Lusławicach, Lusławice 192, 32-840 Lusławice";"gm. Zakliczyn";"tarnowski";"małopolskie";"693";"769";"228";"465";"0";"7";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"9";"1";"8";"0";"456";"110";"54";"292"
"a6a8-d777-0f86-990c-1078-9dce-128a-ddd9";"121614";"35";"11";"miasto";"dom pomocy społecznej";"Dom Pogodnej Jesieni w Zakliczynie, ul. Grabina 11, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"56";"55";"25";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"6";"0";"6";"0";"25";"5";"5";"15"
"3b5e-2fa5-eeba-6f11-ec33-454d-4a1e-d791";"121614";"35";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Stróżach, Stróże 1, 32-840 Zakliczyn";"gm. Zakliczyn";"tarnowski";"małopolskie";"58";"57";"11";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"2";"1";"1";"0";"45";"4";"2";"39"
"4ed9-9e3d-5de9-c644-31f8-9e2d-0406-537e";"121615";"35";"1";"miasto";"stały";"Urząd Miejski (sala ślubów), ul. Władysława Jagiełły 1, 33-240 Żabno";"gm. Żabno";"tarnowski";"małopolskie";"1652";"1798";"628";"1024";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"30";"4";"26";"0";"994";"322";"106";"566"
"3f01-f2d2-1e19-a9b8-7b17-e340-5043-0e40";"121615";"35";"2";"miasto";"stały";"Urząd Miejski (sala USC), ul. Władysława Jagiełły 1, 33-240 Żabno";"gm. Żabno";"tarnowski";"małopolskie";"1700";"1811";"685";"1015";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1015";"0";"0";"1015";"16";"3";"13";"0";"999";"324";"102";"573"
"e465-bcf8-63fc-2331-903f-3cb2-d863-70bd";"121615";"35";"3";"wieś";"stały";"Publiczne Przedszkole Nr 2, ul. Zborowskiego 37, 33-131 Łęg Tarnowski";"gm. Żabno";"tarnowski";"małopolskie";"966";"1054";"310";"656";"2";"2";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"10";"5";"5";"0";"646";"145";"89";"412"
"7e01-8ed9-40c7-2dd1-938a-58fc-5dff-670b";"121615";"35";"4";"wieś";"stały";"Budynek KOS Łęg Tarnowski, ul. Witosa 187A, 33-131 Łęg Tarnowski";"gm. Żabno";"tarnowski";"małopolskie";"2007";"2209";"744";"1264";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1262";"0";"0";"1262";"21";"4";"17";"0";"1241";"315";"129";"797"
"160b-4514-a973-1b7e-ca6b-82da-58c8-cf88";"121615";"35";"5";"wieś";"stały";"Szkoła Podstawowa, Otfinów 58, 33-250 Otfinów";"gm. Żabno";"tarnowski";"małopolskie";"1889";"2034";"976";"913";"1";"5";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"22";"4";"18";"0";"891";"213";"88";"590"
"2f09-3ad6-90a8-d8b7-4773-1c4d-8814-cbd4";"121615";"35";"6";"wieś";"stały";"Szkoła Podstawowa, Ilkowice ul. Rudno 195, 33-131 Łęg Tarnowski";"gm. Żabno";"tarnowski";"małopolskie";"993";"1085";"324";"669";"2";"6";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"13";"2";"11";"0";"656";"166";"77";"413"
"f5c4-6596-6110-f8bc-0eb1-5df9-129d-af13";"121615";"35";"7";"wieś";"stały";"Szkoła Podstawowa, Odporyszów ul. Źwiernik 41, 33-240 Żabno";"gm. Żabno";"tarnowski";"małopolskie";"1557";"1703";"614";"943";"0";"0";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"20";"10";"10";"0";"923";"116";"78";"729"
"8c50-8485-a253-f196-0b3b-6c03-2ab8-0f7d";"121615";"35";"8";"wieś";"stały";"Dom Ludowy, Czyżów 28, 33-250 Otfinów";"gm. Żabno";"tarnowski";"małopolskie";"1162";"1258";"530";"632";"1";"2";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"14";"4";"10";"0";"617";"163";"49";"405"
"aec3-477c-d915-f381-09f2-a0a5-d911-3877";"121615";"35";"9";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 2, 33-132 Niedomice";"gm. Żabno";"tarnowski";"małopolskie";"1361";"1483";"524";"837";"0";"2";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"24";"2";"22";"0";"812";"256";"93";"463"
"e736-55a2-7a28-aad2-5712-1584-4c86-7e06";"121615";"35";"10";"miasto";"stały";"Szkoła Podstawowa, Bobrowniki Wielkie ul. Długa 63, 33-131 Łęg Tarnowski";"gm. Żabno";"tarnowski";"małopolskie";"566";"619";"226";"340";"0";"1";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"4";"0";"4";"0";"336";"71";"36";"229"
"090a-667b-fc21-f0d4-9701-21b7-dd26-20e9";"121615";"35";"11";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Sieradzy, Sieradza 208, 33-240 Żabno";"gm. Żabno";"tarnowski";"małopolskie";"32";"31";"1";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"0";"1";"0";"30";"10";"4";"16"
"eaa7-70f3-379d-19b8-e865-2fe5-5fd5-076c";"121616";"35";"1";"wieś";"stały";"Urząd Gminy Szerzyny, Szerzyny 521, 38-246 Szerzyny";"gm. Szerzyny";"tarnowski";"małopolskie";"1644";"1788";"554";"1090";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"20";"2";"18";"0";"1070";"195";"93";"782"
"3832-fc6e-79c2-c0ad-9bf9-19fe-0313-0bc1";"121616";"35";"2";"wieś";"stały";"Wiejski Dom Kultury, Ołpiny 86, 38-247 Ołpiny";"gm. Szerzyny";"tarnowski";"małopolskie";"1694";"1847";"537";"1157";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"24";"7";"17";"0";"1133";"195";"125";"813"
"b71d-ed71-16de-cc28-afe1-8e88-3708-8d5f";"121616";"35";"3";"wieś";"stały";"Wiejski Dom Kultury, Czermna 119, 38-245 Czermna";"gm. Szerzyny";"tarnowski";"małopolskie";"1238";"1368";"535";"703";"0";"2";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"12";"1";"11";"0";"691";"90";"45";"556"
"ff61-f360-c8b0-80b8-bcd7-7c56-21c6-5fcc";"121616";"35";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Żurowa 247, 38-247 Ołpiny";"gm. Szerzyny";"tarnowski";"małopolskie";"740";"813";"234";"506";"1";"2";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"10";"3";"7";"0";"496";"80";"37";"379"
"0d3e-4635-c9e7-b77d-5337-a725-6bfc-5c65";"121616";"35";"5";"wieś";"stały";"Dom Strażaka, Swoszowa 150, 38-246 Szerzyny";"gm. Szerzyny";"tarnowski";"małopolskie";"430";"471";"211";"219";"1";"0";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"10";"0";"10";"0";"209";"26";"22";"161"
"e15d-0334-fa04-d048-84b0-a0c6-8cfb-a1f2";"126301";"35";"1";"miasto";"stały";"Tarnowskie Centrum Kultury, Rynek Nr 5, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"711";"778";"355";"356";"1";"6";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"13";"3";"10";"0";"343";"118";"59";"166"
"96e0-3685-3756-2f12-1764-354a-5480-22be";"126301";"35";"2";"miasto";"stały";"III Liceum Ogólnokształcące im. A. Mickiewicza, ul. Brodzińskiego Nr 6, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1291";"1395";"560";"731";"1";"11";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"20";"6";"14";"0";"711";"315";"115";"281"
"8891-ac20-84a3-f80f-d68f-49a0-fc15-e0c1";"126301";"35";"3";"miasto";"stały";"I Liceum Ogólnokształcące im. K. Brodzińskiego, ul. Piłsudskiego Nr 4, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"736";"812";"301";"435";"3";"14";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"12";"5";"7";"0";"423";"185";"77";"161"
"0812-d4aa-b737-9ac2-35c8-c5a9-ff74-c58a";"126301";"35";"4";"miasto";"stały";"XVI Liceum Ogólnokształcące im. Armii Krajowej, Aleja Solidarności Nr 18, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"499";"548";"168";"331";"3";"3";"1";"1";"0";"0";"0";"0";"1";"332";"1";"0";"332";"6";"3";"3";"0";"326";"127";"50";"149"
"a25b-4d3f-df96-ffe8-5cf8-a3b9-3f7d-1061";"126301";"35";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. M. Konopnickiej, ul. Kopernika Nr 10, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1102";"1198";"436";"666";"7";"7";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"13";"3";"10";"0";"653";"241";"99";"313"
"df4b-0fc6-a495-3bb9-84d7-c2a8-d593-5426";"126301";"35";"6";"miasto";"stały";"Zespół Szkół Ekonomiczno-Gastronomicznych im. J. Piłsudskiego, ul. Bema Nr 9/11, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"726";"784";"315";"411";"1";"3";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"9";"2";"7";"0";"402";"129";"59";"214"
"01b3-8e15-3095-dd67-ed70-f7af-76f3-e15a";"126301";"35";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 6 z Oddziałami Integracyjnymi, ul. Bandrowskiego Nr 4, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1028";"1111";"339";"689";"3";"10";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"23";"2";"21";"0";"666";"289";"101";"276"
"0549-cb54-f5e2-6a02-b3e7-9556-0e8c-81b3";"126301";"35";"8";"miasto";"stały";"Przedszkole Publiczne Nr 17, ul. Kościuszki Nr 9, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1511";"1620";"477";"1034";"14";"7";"4";"4";"0";"0";"0";"0";"4";"1038";"4";"0";"1038";"24";"5";"19";"0";"1014";"391";"150";"473"
"6cf8-32eb-74b6-0cc8-70ba-74b8-ddcd-b66a";"126301";"35";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Klementyny Hoffmanowej, ul. Reymonta Nr 30, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1578";"1703";"568";"1010";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"20";"5";"15";"0";"990";"410";"186";"394"
"0969-1a0c-9cae-e790-cbc5-23cf-b52a-07c8";"126301";"35";"10";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Klementyny Hoffmanowej, ul. Reymonta Nr 30, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1004";"1092";"296";"708";"2";"2";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"14";"5";"9";"0";"693";"294";"89";"310"
"3b9b-25c7-7c59-4c5d-a02e-d49d-a453-26cc";"126301";"35";"11";"miasto";"stały";"Przedszkole Publiczne Nr 34, ul. Wiejska Nr 29, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1032";"1117";"337";"695";"0";"6";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"14";"5";"9";"0";"681";"265";"94";"322"
"57f2-0928-241c-0246-c5b2-a605-08f4-8185";"126301";"35";"12";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. Staszica Nr 8, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"530";"566";"225";"305";"1";"0";"1";"1";"0";"0";"0";"0";"1";"306";"1";"0";"306";"5";"2";"3";"0";"301";"134";"61";"106"
"bb30-fb85-32e6-3872-f5bf-4647-2dd5-36c1";"126301";"35";"13";"miasto";"stały";"Zespół Szkół Mechaniczno-Elektrycznych, ul. Szujskiego Nr 13, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"837";"902";"261";"576";"0";"4";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"13";"5";"8";"0";"563";"244";"64";"255"
"a41f-1f7a-5394-8b14-38e4-2ef4-d86b-d030";"126301";"35";"14";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. J. Kochanowskiego, ul. 3 Maja Nr 10, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"898";"967";"315";"583";"2";"2";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"14";"2";"12";"0";"569";"232";"83";"254"
"d476-5e46-a4dd-4269-a807-6486-4cb5-e6ad";"126301";"35";"15";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. J. Kochanowskiego, ul. 3 Maja Nr 10, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1024";"1106";"315";"709";"0";"3";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"17";"0";"17";"0";"692";"272";"138";"282"
"d4f4-b673-83ff-bd5a-ccc4-183e-03ac-10e3";"126301";"35";"16";"miasto";"stały";"XXI Liceum Ogólnokształcące Sportowe, ul. Szujskiego Nr 15, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1653";"1784";"518";"1135";"2";"5";"1";"1";"0";"0";"0";"0";"1";"1136";"1";"0";"1136";"29";"5";"24";"0";"1107";"424";"191";"492"
"bcc8-d231-46bc-29cb-52ad-5e8c-677e-21c9";"126301";"35";"17";"miasto";"stały";"Przedszkole Publiczne Nr 14 z Oddziałem Integracyjnym, ul. Pułaskiego Nr 93A, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1255";"1350";"546";"708";"2";"2";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"13";"4";"9";"0";"696";"235";"128";"333"
"70aa-24fe-7c80-e866-d009-0027-ff7c-eece";"126301";"35";"18";"miasto";"stały";"Dom Studenta Państwowej Wyższej Szkoły Zawodowej, ul. Słowackiego Nr 7, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1710";"1850";"546";"1164";"2";"7";"1";"1";"0";"0";"0";"0";"1";"1165";"1";"0";"1165";"15";"2";"13";"0";"1150";"508";"170";"472"
"dff2-336e-409e-734c-1146-26bd-fca5-c352";"126301";"35";"19";"miasto";"stały";"Przedszkole Publiczne Nr 19, ul. Paderewskiego Nr 24, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1170";"1260";"359";"811";"1";"4";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"13";"1";"12";"0";"798";"316";"116";"366"
"f9ad-663c-b9ab-977d-3cec-5c59-6eb3-8dc7";"126301";"35";"20";"miasto";"stały";"V Liceum Ogólnokształcące im. Janusza Korczaka, ul. Rejtana Nr 20, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1192";"1274";"379";"813";"4";"0";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"19";"2";"17";"0";"794";"356";"93";"345"
"ce15-1601-6c57-b78d-6f83-104e-3956-d3d7";"126301";"35";"21";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy im. E. Gierat, ul. Romanowicza Nr 9, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1060";"1130";"350";"710";"0";"11";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"13";"2";"11";"0";"697";"306";"111";"280"
"c39f-032a-49ef-10bf-d96b-fd8e-3da3-ef28";"126301";"35";"22";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy im. E. Gierat, ul. Romanowicza Nr 9, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1512";"1618";"354";"1158";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"22";"4";"18";"0";"1136";"519";"192";"425"
"e8ac-3255-d990-6a77-dad7-e02d-6377-d456";"126301";"35";"23";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa w Tarnowie budynek C, ul. Mickiewicza Nr 8, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"729";"777";"260";"469";"0";"5";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"4";"1";"3";"0";"465";"224";"69";"172"
"81d8-3102-e8e1-d0e9-8d36-5df5-5759-6017";"126301";"35";"24";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa w Tarnowie budynek G, ul. Mickiewicza Nr 8, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"904";"984";"376";"529";"2";"3";"1";"1";"0";"0";"0";"0";"1";"530";"1";"0";"530";"5";"2";"3";"0";"525";"224";"82";"219"
"e573-e4f0-4f3e-5b1b-8b79-8525-9796-67ee";"126301";"35";"25";"miasto";"stały";"Przedszkole Publiczne nr 26, ul. Bitwy o Wał Pomorski Nr 11, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"844";"887";"260";"584";"1";"1";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"11";"6";"5";"0";"573";"217";"113";"243"
"aa1a-6751-1dc4-6bc6-c5ca-b6bb-13f3-a2d0";"126301";"35";"26";"miasto";"stały";"Dom Pomocy Społecznej im. Świętego Brata Alberta, ul. Szpitalna Nr 53, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1308";"1267";"523";"785";"0";"3";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"19";"4";"15";"0";"766";"274";"116";"376"
"8889-601c-19ac-6f2e-8012-3827-5953-8052";"126301";"35";"27";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 4, ul. Osiedle Legionów Dąbrowskiego Nr 16, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"838";"914";"226";"612";"0";"8";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"8";"0";"8";"0";"604";"231";"86";"287"
"280e-f310-5e2a-49f3-218d-0c3e-4229-295b";"126301";"35";"28";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 4, ul. Osiedle Legionów Dąbrowskiego Nr 16, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"878";"933";"305";"573";"0";"0";"2";"2";"0";"0";"0";"0";"2";"575";"2";"0";"575";"10";"2";"8";"0";"565";"215";"83";"267"
"5c69-77dc-999e-6fc0-5aa2-e078-339d-bcd2";"126301";"35";"29";"miasto";"stały";"Przedszkole Publiczne Nr 24, ul. Westerplatte Nr 11, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1360";"1496";"354";"1006";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"24";"9";"15";"0";"982";"463";"165";"354"
"9bc1-14a5-d4f1-0f3f-8285-36ac-bda7-2b09";"126301";"35";"30";"miasto";"stały";"Przedszkole Publiczne Nr 24, ul. Westerplatte Nr 11, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"926";"998";"287";"639";"0";"1";"0";"0";"0";"0";"0";"0";"0";"639";"0";"0";"639";"13";"4";"9";"0";"626";"222";"91";"313"
"97e4-1cab-4d11-4698-d10b-64c9-9f5f-fde9";"126301";"35";"31";"miasto";"stały";"Przedszkole Publiczne Nr 18 z Oddziałami Integracyjnymi, ul. Westerplatte Nr 10, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1265";"1359";"374";"891";"0";"5";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"10";"6";"4";"0";"881";"344";"134";"403"
"2694-c325-e41a-98f6-98b9-32f5-be46-7387";"126301";"35";"32";"miasto";"stały";"Przedszkole Publiczne Nr 18 z Oddziałami Integracyjnymi, ul. Westerplatte Nr 10, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"755";"814";"260";"495";"0";"1";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"7";"0";"7";"0";"488";"224";"79";"185"
"7fed-1cf1-8478-ade6-2797-472a-386e-00bd";"126301";"35";"33";"miasto";"stały";"Żłobek Nr 5, ul. Do Prochowni Nr 20, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1060";"1147";"281";"779";"1";"4";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"10";"2";"8";"0";"769";"326";"120";"323"
"2fe6-4b98-4f43-ae13-ef52-5bf9-75b0-bddd";"126301";"35";"34";"miasto";"stały";"Przedszkole Publiczne Nr 31, ul. Promienna Nr 13, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"944";"1014";"300";"644";"0";"4";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"7";"3";"4";"0";"637";"238";"95";"304"
"8db8-5a63-971f-1efd-f763-84b0-0252-0fcd";"126301";"35";"35";"miasto";"stały";"Przedszkole Publiczne Nr 32, ul. Długa Nr 23A, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"1467";"1611";"372";"1093";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"22";"4";"18";"0";"1072";"432";"178";"462"
"f644-c6ce-83b1-334e-b263-5615-0ea6-ff46";"126301";"35";"36";"miasto";"stały";"Szkoła Podstawowa Nr 8 im. K. K. Baczyńskiego, ul. Bitwy pod Studziankami Nr 5, 33-100 Tarnów";"m. Tarnów";"Tarnów";"małopolskie";"876";"935";"280";"596";"1";"4";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"6";"0";"6";"0";"590";"261";"72";"257"
