"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jarosław Wojciech OBREMSKI";"Dariusz Paweł STASIAK";"Bogdan Andrzej ZDROJEWSKI"
"5658-5fcc-2a2a-b7fa-a93e-89f6-5ce5-ed7a";"021703";"6";"3";"wieś";"stały";"Świetlica wiejska w Samborowiczkach, Samborowiczki 32, 57-130 Przeworno";"gm. Przeworno";"strzeliński";"dolnośląskie";"401";"477";"156";"245";"1";"2";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"6";"0";"6";"0";"239";"105";"32";"102"
"85dd-0cbe-dd63-4e48-140a-f661-03e8-7867";"021703";"6";"4";"wieś";"stały";"Świetlica wiejska w Romanowie, Romanów 25, 57-130 Przeworno";"gm. Przeworno";"strzeliński";"dolnośląskie";"199";"213";"72";"127";"0";"2";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"3";"1";"2";"0";"124";"68";"11";"45"
"c4b3-4d73-46e8-cb0e-3f3b-4550-0388-51ad";"021703";"6";"5";"wieś";"stały";"Świetlica wiejska w Sarbach, Sarby 55a, 57-130 Przeworno";"gm. Przeworno";"strzeliński";"dolnośląskie";"700";"737";"379";"321";"2";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"12";"3";"9";"0";"309";"212";"28";"69"
"7e0b-37b4-4ace-4327-909e-d740-be1a-6331";"021703";"6";"6";"wieś";"stały";"Świetlica wiejska w Karnkowie, Karnków 13a, 57-130 Przeworno";"gm. Przeworno";"strzeliński";"dolnośląskie";"400";"478";"149";"251";"0";"2";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"3";"0";"3";"0";"248";"156";"27";"65"
"2ab1-53ff-9df4-0710-db01-2010-cbcf-c94a";"021704";"6";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3, Plac 1 Maja 10, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1400";"1502";"489";"911";"0";"11";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"14";"1";"13";"0";"897";"368";"89";"440"
"28bb-16c3-f8e9-1dd7-d940-183c-99ba-6ab7";"021704";"6";"2";"miasto";"stały";"Przedszkole Miejskie ""Kolorowa Kraina"", ul. Przedszkolna 1A, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1400";"1567";"461";"939";"0";"3";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"16";"2";"14";"0";"923";"320";"96";"507"
"202a-48f6-0d7d-471c-732c-9720-f899-c558";"021704";"6";"3";"miasto";"stały";"Szkoła Podstawowa i Liceum Ogólnokształcące ""Slavia"", ul. Gen. Grota Roweckiego 1, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1400";"1488";"431";"969";"1";"8";"0";"0";"0";"0";"0";"0";"0";"969";"0";"0";"969";"17";"4";"13";"0";"952";"360";"80";"512"
"2e7b-ef5d-6bcb-5621-7d25-0072-bee8-d5c7";"021704";"6";"4";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Stanisława Staszica 5, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1200";"1308";"440";"760";"2";"6";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"10";"3";"7";"0";"750";"279";"80";"391"
"f29f-c586-c1b9-41c7-9ba1-fad6-5b4f-8fd5";"021704";"6";"5";"miasto";"stały";"Hala Sportowa Ośrodka Sportu i Rekreacji, ul. Staromiejska 64, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"900";"988";"201";"699";"1";"9";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"6";"2";"4";"0";"693";"231";"62";"400"
"8f52-efa2-f626-b75f-067e-93a7-d6a0-3f48";"021704";"6";"6";"miasto";"stały";"Strzeliński Ośrodek Kultury, ul. Adama Mickiewicza 2, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1403";"1442";"595";"808";"0";"3";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"7";"3";"4";"0";"801";"314";"70";"417"
"6566-fe8c-2ce7-5d27-97b4-9e82-5d0b-946e";"021704";"6";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Jana Pawła II 23, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1303";"1372";"433";"870";"1";"6";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"10";"2";"8";"0";"860";"366";"98";"396"
"f46e-f262-c090-a4f1-b2d9-e1b4-e28f-fa0b";"021704";"6";"8";"wieś";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, Ludów Polski 16, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"500";"567";"181";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"9";"1";"8";"0";"310";"119";"38";"153"
"3029-97c7-a6ba-98fd-53ea-7168-2a4b-fb10";"021704";"6";"9";"wieś";"stały";"Świetlica Wiejska, Szczawin Aleja Lipowa 59, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"800";"862";"294";"506";"0";"4";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"10";"2";"8";"0";"496";"212";"62";"222"
"e9a6-d38c-c1fe-e52d-72e8-6661-fc82-18f1";"021704";"6";"10";"wieś";"stały";"Świetlica Wiejska, Karszów 54A, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"700";"803";"264";"436";"0";"1";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"4";"1";"3";"0";"432";"214";"33";"185"
"fd64-9ae7-9137-7c59-0cb6-d88b-6000-ebbe";"021704";"6";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa, Biały Kościół ul. Kamienna 18, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1003";"1037";"391";"612";"1";"3";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"6";"0";"6";"0";"606";"289";"92";"225"
"76b0-ab88-5abf-52d1-ccae-5fa6-c399-3010";"021704";"6";"12";"wieś";"stały";"Świetlica Wiejska, Kazanów 19, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"600";"641";"275";"325";"1";"2";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"6";"2";"4";"0";"319";"185";"33";"101"
"0ce9-6cb7-1b8e-1133-3078-2e2b-49de-35c0";"021704";"6";"13";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Brożec 73B, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1103";"1193";"502";"601";"0";"1";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"5";"0";"5";"0";"596";"300";"53";"243"
"567a-6aaf-1824-14aa-4c7b-d1cc-14e8-3e53";"021704";"6";"14";"wieś";"stały";"Świetlica Wiejska, Karszówek 37, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"600";"709";"252";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"3";"1";"2";"0";"345";"208";"36";"101"
"0d01-be09-7f80-a44c-849f-cc8c-d50d-6543";"021704";"6";"15";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kuropatnik ul. Szkolna 1, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"1000";"1120";"285";"715";"0";"4";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"12";"3";"9";"0";"703";"359";"87";"257"
"26e4-ba22-9a23-4d02-9d73-2357-f0ac-72c3";"021704";"6";"16";"wieś";"stały";"Świetlica Wiejska, Gęsiniec ul. Świerkowa 5A, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"600";"646";"162";"438";"1";"3";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"5";"0";"5";"0";"433";"146";"48";"239"
"5e79-8149-8304-caaf-0016-36de-5d19-cf91";"021704";"6";"17";"miasto";"zakład leczniczy";"NZOZ Strzelińskie Centrum Medyczne Sp. z o. o. w Strzelinie, ul. Wrocławska 46, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"100";"65";"84";"16";"0";"2";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"5";"4";"7"
"5bcd-12b3-acb3-f6ce-2466-899f-f9f1-9c19";"021704";"6";"18";"miasto";"zakład karny";"Zakład Karny w Strzelinie, ul. Ząbkowicka 68, 57-100 Strzelin";"gm. Strzelin";"strzeliński";"dolnośląskie";"800";"735";"460";"340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"3";"0";"3";"0";"337";"83";"69";"185"
"af1d-f33f-ad8d-0b23-d521-33a2-0528-3624";"021705";"6";"1";"miasto";"stały";"Sala Obrad w Urzędzie Miasta i Gminy Wiązów, Plac Wolności 37, 57-120 Wiązów";"gm. Wiązów";"strzeliński";"dolnośląskie";"1601";"1790";"582";"1019";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"19";"0";"19";"0";"999";"547";"118";"334"
"cfb0-58fe-d9de-51ad-a9de-8dbb-f100-aa76";"021705";"6";"2";"wieś";"stały";"Świetlica wiejska w Starym Wiązowie, Stary Wiązów, 57-120 Wiązów";"gm. Wiązów";"strzeliński";"dolnośląskie";"1000";"1147";"368";"632";"3";"2";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"10";"2";"8";"0";"622";"393";"58";"171"
"9d9c-74f7-b8b4-2f25-ab7d-fd60-8729-332e";"021705";"6";"3";"wieś";"stały";"Świetlica wiejska w Częstocicach, Częstocice, 57-120 Wiązów";"gm. Wiązów";"strzeliński";"dolnośląskie";"699";"781";"297";"402";"0";"3";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"8";"0";"8";"0";"394";"273";"35";"86"
"21fa-0163-c441-81b4-df42-8f2d-b4f7-f55e";"021705";"6";"4";"wieś";"stały";"Świetlica wiejska w Jutrzynie, Jutrzyna, 57-120 Wiązów";"gm. Wiązów";"strzeliński";"dolnośląskie";"1000";"1059";"473";"527";"0";"3";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"16";"1";"15";"0";"511";"274";"57";"180"
"a91d-bb2e-7f4d-7acd-13cc-061c-d8b5-d805";"021705";"6";"5";"wieś";"stały";"Świetlica wiejska w Jędrzychowicach, Jędrzychowice 12b, 57-120 Wiązów";"gm. Wiązów";"strzeliński";"dolnośląskie";"899";"971";"366";"533";"0";"0";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"9";"3";"6";"0";"524";"319";"61";"144"
"938d-cbc5-bf70-e484-eb73-dd96-0c6e-4bf8";"021801";"6";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Kostomłotach, ul. Rynek 25, 55-311 Kostomłoty";"gm. Kostomłoty";"średzki";"dolnośląskie";"2300";"2582";"872";"1428";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1428";"0";"0";"1428";"17";"2";"15";"0";"1411";"741";"180";"490"
"1344-370e-de1d-a3c1-e73a-8f26-7202-1327";"021801";"6";"2";"wieś";"stały";"Szkoła Podstawowa w Mieczkowie, Mieczków 14, 55-311 Kostomłoty";"gm. Kostomłoty";"średzki";"dolnośląskie";"701";"794";"261";"440";"0";"0";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"4";"1";"3";"0";"436";"277";"56";"103"
"29ef-5804-52c1-5569-507d-16cc-93f9-f3a8";"021801";"6";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny ""Nasza Szkoła"" w Piotrowicach, Piotrowice 31, 55-311 Kostomłoty";"gm. Kostomłoty";"średzki";"dolnośląskie";"900";"1022";"333";"567";"1";"4";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"24";"3";"21";"0";"542";"275";"76";"191"
"42c5-5295-225a-1351-2209-4025-d0a3-9672";"021801";"6";"4";"wieś";"stały";"Szkoła Podstawowa w Karczycach, Karczyce 12, 55-311 Kostomłoty";"gm. Kostomłoty";"średzki";"dolnośląskie";"1100";"1249";"463";"637";"0";"0";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"11";"2";"9";"0";"625";"323";"80";"222"
"18b5-a196-9b4c-05b0-8200-866f-8667-152e";"021802";"6";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 6, 55-320 Malczyce";"gm. Malczyce";"średzki";"dolnośląskie";"1399";"1563";"584";"815";"2";"1";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"23";"3";"20";"0";"792";"389";"96";"307"
"93c9-6d87-3a58-f91b-6e29-3e55-4a3e-714d";"021802";"6";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Dworcowa 4, 55-320 Malczyce";"gm. Malczyce";"średzki";"dolnośląskie";"1399";"1565";"540";"859";"0";"0";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"12";"3";"9";"0";"847";"415";"69";"363"
"9428-a9cc-ab1e-dbec-e8b2-d507-cb8e-86c0";"021802";"6";"3";"wieś";"stały";"Świetlica wiejska, Wilczków ul. Strzegomska 19, 55-320 Malczyce";"gm. Malczyce";"średzki";"dolnośląskie";"700";"761";"258";"442";"0";"1";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"5";"3";"2";"0";"437";"220";"52";"165"
"1b75-df9d-b253-78f2-ec81-a1d4-0d34-3747";"021802";"6";"4";"wieś";"stały";"Świetlica wiejska, Dębice ul. Szkolna 8B, 55-320 Malczyce";"gm. Malczyce";"średzki";"dolnośląskie";"700";"742";"346";"354";"0";"2";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"4";"0";"4";"0";"350";"191";"33";"126"
"a5de-82de-f313-305f-4d7b-df40-cc05-1431";"021803";"6";"1";"wieś";"stały";"Urząd Gminy, ul. Kościuszki 41, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1500";"1611";"475";"1024";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"19";"6";"13";"0";"1006";"340";"147";"519"
"3e04-86ba-1a3b-a681-9927-aa67-9895-fcd7";"021803";"6";"2";"wieś";"stały";"Świetlica Wiejska, Mrozów ul. Wyzwolenia 24, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1600";"1834";"377";"1223";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1223";"0";"0";"1223";"17";"5";"12";"0";"1206";"439";"170";"597"
"409b-ecc8-7694-1cea-511a-b31c-cb34-d831";"021803";"6";"3";"wieś";"stały";"Szkoła Podstawowa, Pisarzowice ul. Szkolna 3A, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1498";"1649";"407";"1091";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1091";"0";"0";"1091";"11";"3";"8";"0";"1080";"403";"124";"553"
"1144-4f5c-7860-8692-5ce3-bd1a-4e52-dbb0";"021803";"6";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny Sala Sportowa, Lutynia ul. Polna 1B, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1300";"1422";"252";"1048";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"19";"3";"16";"0";"1028";"357";"137";"534"
"9689-a0a4-4433-949f-94eb-aae1-a970-9594";"021803";"6";"5";"wieś";"stały";"Świetlica Wiejska, Białków 19, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1901";"2060";"782";"1119";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"14";"1";"13";"0";"1105";"480";"134";"491"
"9cc0-09bf-7b07-3429-d109-98c3-fbc7-c4b1";"021803";"6";"6";"wieś";"stały";"Sala Sportowa, Pisarzowice ul. Szkolna 3A, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1300";"1464";"186";"1114";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"8";"1";"7";"0";"1106";"310";"138";"658"
"da89-36b7-89f6-20f1-68a0-a1f8-5fb2-bfc3";"021803";"6";"7";"wieś";"stały";"Samorządowy Ośrodek Kultury, ul. Kościuszki 43, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"700";"768";"381";"319";"0";"1";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"5";"2";"3";"0";"314";"117";"42";"155"
"8ef5-495a-b09e-4940-88da-1265-50b1-bfdb";"021803";"6";"8";"wieś";"stały";"Świetlica Wiejska, Lutynia ul. Kościuszki 38A, 55-330 Miękinia";"gm. Miękinia";"średzki";"dolnośląskie";"1601";"1756";"511";"1090";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"13";"7";"6";"0";"1077";"453";"149";"475"
"e101-c5c6-488d-ee95-77f0-e12a-b959-e5fd";"021804";"6";"1";"miasto";"stały";"Ośrodek Rewalidacyjno-Wychowawczy-Ostoja, ul. Malczycka 4, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1000";"1045";"317";"683";"1";"0";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"2";"1";"1";"0";"681";"251";"82";"348"
"bf12-ed95-0520-5be9-0fb5-5af3-9dcf-ccc4";"021804";"6";"2";"miasto";"stały";"Dworzec Średzki, ul. Legnicka 29, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1000";"1096";"310";"690";"3";"2";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"14";"5";"9";"0";"676";"291";"65";"320"
"9a33-3f00-de1c-dd15-dbd2-99ab-2eef-8ae3";"021804";"6";"3";"miasto";"stały";"Hala Sportowa OSiR, ul. 1 Maja 4, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"802";"936";"264";"538";"0";"3";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"7";"1";"6";"0";"531";"224";"81";"226"
"3740-4d3f-bf25-ab0b-e23b-aadb-1970-5619";"021804";"6";"4";"miasto";"stały";"Szkoła Podstawowa nr 3 (budynek dawnego Gimnazjum) w Środzie Śląskiej, ul. Kościuszki 62, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1000";"1095";"371";"629";"0";"1";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"8";"0";"8";"0";"621";"242";"78";"301"
"0d1f-9141-3bf5-0f82-115b-625d-6725-e9b8";"021804";"6";"5";"miasto";"stały";"Urząd Stanu Cywilnego w Środzie Śląskiej, Plac Wolności 3, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"899";"940";"405";"494";"0";"3";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"8";"1";"7";"0";"486";"193";"55";"238"
"75e4-e1fe-52f3-0c3e-e1cc-7a01-f3f1-668c";"021804";"6";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Środzie Śląskiej, ul. Górna 2, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"900";"986";"283";"617";"0";"2";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"9";"1";"8";"0";"608";"207";"62";"339"
"50e9-0b2f-b97a-c8ca-3741-03e9-4c61-48bf";"021804";"6";"7";"miasto";"stały";"Żłobek Publiczny w Środzie Śląskiej, ul. Wierzbowa 1, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1000";"1108";"222";"778";"0";"1";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"9";"2";"7";"0";"769";"219";"71";"479"
"07b9-3308-98e9-6b3c-05e8-9b19-0735-2f5d";"021804";"6";"8";"wieś";"stały";"Biblioteka Publiczna W Środzie Śląskiej, Plac Wolności 58, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1100";"1170";"575";"525";"0";"0";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"6";"1";"5";"0";"519";"246";"56";"217"
"e180-f566-be91-17f9-3096-ddaf-6f2a-f54f";"021804";"6";"9";"wieś";"stały";"Świetlica wiejska w Komornikach, Komorniki ul. Okrężna 6, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"999";"1152";"380";"619";"0";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"16";"4";"12";"0";"603";"280";"81";"242"
"82d5-0dfc-4d3f-b968-a8a4-425c-ed5b-0b94";"021804";"6";"10";"wieś";"stały";"Lokalne Centrum Aktywności Wiejskiej w Szczepanowie, Szczepanów ul. Średzka 19a, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1368";"1673";"346";"1022";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"17";"8";"9";"0";"1005";"486";"134";"385"
"2694-a1d8-1563-732a-d4d6-dda8-0746-b132";"021804";"6";"11";"wieś";"stały";"Świetlica wiejska w Brodnie (przy OSP), Brodno 44, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"500";"514";"211";"289";"0";"2";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"3";"0";"3";"0";"286";"183";"34";"69"
"e9dd-de96-29d3-e462-955f-26e6-fc7e-881b";"021804";"6";"12";"wieś";"stały";"Szkoła Podstawowa w Ciechowie, Ciechów ul. Średzka 1, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"1100";"1254";"412";"688";"0";"1";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"7";"3";"4";"0";"680";"289";"81";"310"
"a1a2-9641-ce1a-3fbf-b7e0-46a9-9d41-4884";"021804";"6";"13";"wieś";"stały";"Filia Biblioteki Publicznej w Cesarzowicach, Cesarzowice 60, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"599";"678";"239";"360";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"11";"1";"10";"0";"349";"220";"38";"91"
"6745-0b62-486e-c176-535f-794f-807f-0ef9";"021804";"6";"14";"wieś";"stały";"Świetlica wiejska w Bukówku, Bukówek 19, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"499";"534";"195";"304";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"6";"3";"3";"0";"298";"148";"38";"112"
"8e2e-5cdf-3a9f-5bca-54b3-c02c-289e-f0e6";"021804";"6";"15";"wieś";"stały";"Świetlica wiejska w Krynicznie, Kryniczno 34, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"599";"629";"299";"300";"0";"1";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"1";"0";"1";"0";"299";"168";"46";"85"
"6eed-c39e-e641-36a8-5451-d6c1-03da-e65d";"021804";"6";"16";"wieś";"stały";"Szkoła Podstawowa w Rakoszycach, Rakoszyce ul. Wrocławska 44, 55-300 Środa Śląska";"gm. Środa Śląska";"średzki";"dolnośląskie";"600";"624";"259";"341";"0";"0";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"7";"1";"6";"0";"334";"165";"38";"131"
"d15d-0f09-5424-a06f-f343-0e99-4850-3a9c";"021805";"6";"1";"wieś";"stały";"Szkoła Podstawowa w Udaninie, Udanin 48, 55-340 Udanin";"gm. Udanin";"średzki";"dolnośląskie";"1200";"1301";"488";"712";"0";"0";"0";"0";"0";"0";"0";"0";"0";"712";"0";"0";"712";"11";"3";"8";"0";"701";"391";"93";"217"
"d1a5-10eb-0c9d-7ffb-1f5c-d47e-886b-c7f3";"021805";"6";"2";"wieś";"stały";"Świetlica wiejska w Ujeździe Górnym, Ujazd Górny 15A, 55-340 Udanin";"gm. Udanin";"średzki";"dolnośląskie";"1000";"1097";"403";"597";"1";"0";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"4";"1";"3";"0";"593";"332";"58";"203"
"de5b-3ce3-364c-6477-a8dd-f9b0-0cdf-bc12";"021805";"6";"3";"wieś";"stały";"Świetlica wiejska w Konarach, Konary 3, 55-340 Udanin";"gm. Udanin";"średzki";"dolnośląskie";"801";"898";"321";"480";"1";"1";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"6";"1";"5";"0";"474";"333";"56";"85"
"88c9-1465-54e1-20be-7b12-4975-c19d-67ff";"021805";"6";"4";"wieś";"stały";"Świetlica wiejska w Pichorowicach, Pichorowice 31, 55-340 Udanin";"gm. Udanin";"średzki";"dolnośląskie";"800";"904";"319";"481";"0";"3";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"8";"4";"4";"0";"472";"279";"79";"114"
"c18a-65f9-d904-9395-e204-07f6-0ce1-5311";"022001";"6";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Kazmierza Kownackiego 3, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"1300";"1356";"422";"876";"1";"6";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"11";"3";"8";"0";"867";"367";"81";"419"
"ea07-af61-dd06-04a8-50ad-7328-d695-c36c";"022001";"6";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Obornikach Śląskich, ul. kard. Stefana Wyszyńskiego 24, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"1200";"1299";"280";"920";"4";"4";"0";"0";"0";"0";"0";"0";"0";"920";"0";"0";"920";"8";"1";"7";"0";"912";"307";"66";"539"
"2421-d32b-b807-d4f6-29cc-e44b-f7aa-4277";"022001";"6";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Trzebnicka 33, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"999";"1152";"142";"857";"4";"9";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"13";"3";"10";"0";"844";"268";"68";"508"
