"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jarosław Wojciech OBREMSKI";"Dariusz Paweł STASIAK";"Bogdan Andrzej ZDROJEWSKI"
"df61-407b-2fb8-934c-9fd3-ec66-eca0-e4ea";"021401";"6";"1";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych im. Marii Skłodowskiej-Curie w Oleśnicy, ul. Wojska Polskiego 67/69, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1199";"1312";"353";"846";"0";"0";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"9";"4";"5";"0";"837";"289";"102";"446"
"fd95-946b-a147-a5fb-7369-0992-82a0-02ae";"021401";"6";"2";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Kilińskiego w Oleśnicy, ul. Św. Jadwigi 1a, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1099";"1167";"421";"678";"2";"0";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"18";"3";"15";"0";"660";"288";"82";"290"
"9989-23d9-043c-f0fa-f058-d702-7e14-6c06";"021401";"6";"3";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Kilińskiego w Oleśnicy, ul. Św. Jadwigi 1a, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1199";"1313";"423";"776";"3";"4";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"21";"3";"18";"0";"755";"297";"85";"373"
"55fe-4587-4ea7-2b8a-3d5a-81a9-2ca8-354d";"021401";"6";"4";"miasto";"stały";"Urząd Miasta Oleśnicy, Rynek-Ratusz, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1400";"1505";"524";"876";"2";"6";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"19";"5";"14";"0";"857";"334";"109";"414"
"9e37-f0d3-f5af-c36d-e6bf-b7a5-43b5-9ea5";"021401";"6";"5";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Jana Pawła II w Oleśnicy, ul. 11 Listopada 10, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1300";"1394";"473";"826";"2";"3";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"14";"1";"13";"0";"813";"346";"115";"352"
"eb9b-53e6-839d-a90f-5cd7-eeb1-0365-1ef2";"021401";"6";"6";"miasto";"stały";"Miejski Ośrodek Kultury i Sztuki, ul. Jana Kochanowskiego 4, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1200";"1341";"439";"761";"2";"3";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"7";"3";"4";"0";"750";"318";"91";"341"
"1072-d5bd-40cd-9421-15d9-7900-bed6-b2a2";"021401";"6";"7";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Romana Podoskiego w Oleśnicy, ul. Ignacego Paderewskiego 2, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1100";"1176";"365";"735";"0";"1";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"14";"7";"7";"0";"721";"286";"114";"321"
"5e8c-3da7-f745-1eda-c4e0-421b-7394-fb1e";"021401";"6";"8";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Książąt Oleśnickich w Oleśnicy, ul. Armii Krajowej 47, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1200";"1341";"402";"798";"0";"7";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"15";"6";"9";"0";"783";"259";"118";"406"
"af08-f703-65b9-51eb-9e32-7c16-a5e4-ab04";"021401";"6";"9";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Romana Podoskiego w Oleśnicy, ul. Ignacego Paderewskiego 2, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1100";"1168";"393";"707";"2";"6";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"10";"0";"10";"0";"697";"279";"91";"327"
"42eb-746a-48ca-1de2-de47-f1c0-9864-c655";"021401";"6";"10";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Podróżników i Odkrywców Polskich w Oleśnicy, ul. Jana Kochanowskiego 8, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1299";"1377";"492";"807";"2";"4";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"8";"2";"6";"0";"799";"349";"99";"351"
"57d7-44f8-b8ea-9d36-ce33-5a10-58a7-5d8d";"021401";"6";"11";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 6 im. Janusza Korczaka w Oleśnicy, ul. gen. Franciszka Kleeberga 4, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1299";"1435";"386";"913";"0";"7";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"17";"4";"13";"0";"896";"393";"102";"401"
"cef4-71ae-ee33-14ac-49be-a291-39e6-555e";"021401";"6";"12";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 6 im. Janusza Korczaka w Oleśnicy, ul. gen. Franciszka Kleeberga 4, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1100";"1255";"271";"829";"0";"9";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"10";"2";"8";"0";"819";"236";"121";"462"
"c220-abcd-6d37-24ed-3de1-ee86-c29a-5b73";"021401";"6";"13";"miasto";"stały";"Spółdzielczy Dom Kultury KORELAT II w Oleśnicy, ul. Jana Kochanowskiego 5, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1400";"1488";"405";"995";"1";"3";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"17";"3";"14";"0";"978";"357";"116";"505"
"ffae-0231-1f6a-ca15-6b12-fd06-febd-9070";"021401";"6";"14";"miasto";"stały";"Zakład Budynków Komunalnych w Oleśnicy, ul. Wojska Polskiego 13, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1400";"1542";"417";"983";"0";"5";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"17";"5";"12";"0";"966";"345";"132";"489"
"c513-06c9-bfaf-8daf-2653-db44-2729-ee46";"021401";"6";"15";"miasto";"stały";"Cech Rzemiosł Różnych oraz Małej i Średniej Przedsiębiorczości w Oleśnicy, ul. Wrocławska 41 - 43, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1300";"1431";"313";"987";"0";"6";"0";"0";"0";"0";"0";"0";"0";"986";"0";"0";"986";"17";"1";"16";"0";"969";"321";"105";"543"
"0234-a474-8402-8151-7bd7-ea21-e89f-d888";"021401";"6";"16";"miasto";"stały";"Oleśnicka Biblioteka Publiczna, ul. Mikołaja Reja 10, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1299";"1419";"401";"898";"1";"2";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"7";"3";"4";"0";"891";"314";"98";"479"
"299a-7fe9-55d4-fb3c-1271-b213-7c30-fa20";"021401";"6";"17";"miasto";"stały";"Szkoła Podstawowa nr 8 im. Noblistów Polskich w Oleśnicy, ul. Wiejska 35, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1000";"1129";"219";"781";"3";"2";"0";"0";"0";"0";"0";"0";"0";"781";"0";"0";"781";"12";"4";"8";"0";"769";"254";"75";"440"
"4196-9019-14f1-ead2-a204-44ff-89a7-2ecb";"021401";"6";"18";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Jana Pawła II w Oleśnicy (wejście od ul. Chopina), ul. Juliusza Słowackiego 4, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1200";"1348";"414";"786";"4";"2";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"18";"4";"14";"0";"768";"325";"78";"365"
"41e3-fbd8-e5f2-8a2a-440e-23a3-c601-7162";"021401";"6";"19";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych im. Marii Skłodowskiej-Curie w Oleśnicy, ul. Wojska Polskiego 67/69, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1200";"1287";"388";"812";"3";"2";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"5";"1";"4";"0";"807";"279";"97";"431"
"c927-1941-e336-b31c-f381-c5ae-410a-054a";"021401";"6";"20";"miasto";"stały";"Przedszkole nr 6 w Oleśnicy, ul. Kazimierza Wielkiego 7, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1399";"1466";"393";"1006";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"15";"3";"12";"0";"991";"314";"156";"521"
"cdb4-9def-a1bf-27bd-d6d1-0799-d5f4-40e8";"021401";"6";"21";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Podróżników i Odkrywców Polskich w Oleśnicy, ul. Jana Kochanowskiego 8, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"1502";"1640";"340";"1162";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"9";"2";"7";"0";"1152";"345";"169";"638"
"0ce7-90e9-dad7-7603-2f50-84d6-ed37-6b45";"021401";"6";"22";"miasto";"zakład leczniczy";"Powiatowy Zespół Szpitali w Oleśnicy, ul. Armii Krajowej 1, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"95";"79";"71";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"0";"0";"0";"0";"24";"15";"2";"7"
"e420-329b-1397-aeab-6a87-4ed2-4590-9631";"021401";"6";"23";"miasto";"zakład karny";"Zakład Karny nr 1 we Wrocławiu Oddział Zewnętrzny w Oleśnicy, ul. Wały Jagiellońskie 1, 56-400 Oleśnica";"m. Oleśnica";"oleśnicki";"dolnośląskie";"176";"157";"85";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"91";"4";"0";"4";"0";"87";"32";"11";"44"
"8208-c405-e05f-4885-0b0a-e2f1-ad01-8a90";"021402";"6";"1";"miasto";"stały";"Przedszkole Miejskie w Bierutowie, ul. Kolejowa 7, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"2000";"2187";"727";"1273";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1271";"0";"0";"1271";"23";"3";"20";"0";"1248";"524";"135";"589"
"ed45-5b68-2f7a-d888-f4d3-3319-dfa6-432b";"021402";"6";"2";"miasto i wieś";"stały";"Zespół Szkół Ponadgimnazjalnych w Bierutowie, pl. Kościelny 2, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"1900";"2002";"862";"1038";"2";"9";"1";"1";"0";"0";"0";"0";"1";"1039";"1";"0";"1039";"16";"3";"13";"0";"1023";"465";"125";"433"
"71c4-ab21-5e0c-55c1-f8b8-30c9-e1b4-4b23";"021402";"6";"3";"wieś";"stały";"Szkoła Podstawowa w Wabienicach, Wabienice 92, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"1100";"1207";"516";"584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"9";"2";"7";"0";"575";"294";"96";"185"
"8d67-4a50-df3f-5138-7e2c-7032-4227-33d7";"021402";"6";"4";"wieś";"stały";"Szkoła Podstawowa w Zbytowej, Zbytowa 59a, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"600";"645";"266";"334";"0";"1";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"7";"0";"7";"0";"327";"184";"64";"79"
"d601-6661-3f10-4b93-2eff-73a6-44f4-46ba";"021402";"6";"5";"wieś";"stały";"Budynek po szkole w Posadowicach, Posadowice 7, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"400";"387";"231";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"2";"0";"2";"0";"167";"86";"21";"60"
"6770-9a12-de53-a151-5358-c6bf-3bde-122a";"021402";"6";"6";"wieś";"stały";"Budynek po szkole w Solnikach Wielkich, Solniki Wielkie 22, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"1000";"1064";"480";"520";"0";"0";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"12";"1";"11";"0";"508";"287";"67";"154"
"1176-fc06-be61-6616-6f56-cef7-e30c-177d";"021402";"6";"7";"wieś";"stały";"Budynek po szkole w Paczkowie, Paczków 24, 56-420 Bierutów";"gm. Bierutów";"oleśnicki";"dolnośląskie";"300";"349";"131";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"5";"0";"5";"0";"164";"86";"19";"59"
"94d5-9c85-11d6-eac9-a76b-ef8c-79cd-cc42";"021403";"6";"1";"wieś";"stały";"Szkoła Podstawowa im. Ireny Sendlerowej, ul. Parkowa 5, 56-410 Dobroszyce";"gm. Dobroszyce";"oleśnicki";"dolnośląskie";"1899";"2148";"541";"1358";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1358";"0";"0";"1358";"7";"0";"7";"0";"1351";"585";"174";"592"
"7903-01c3-d4ae-25b0-edda-7f75-2ae9-455b";"021403";"6";"2";"wieś";"stały";"Szkoła Podstawowa im. Ireny Sendlerowej, ul. Parkowa 5, 56-410 Dobroszyce";"gm. Dobroszyce";"oleśnicki";"dolnośląskie";"1697";"1904";"659";"1038";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"19";"6";"13";"0";"1019";"476";"104";"439"
"1a9f-f2dc-1037-8fb8-0e7e-47d5-204c-373e";"021403";"6";"3";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego, Dobrzeń 9A, 56-410 Dobroszyce";"gm. Dobroszyce";"oleśnicki";"dolnośląskie";"1099";"1201";"451";"648";"0";"6";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"9";"2";"7";"0";"639";"322";"105";"212"
"5ca1-13a9-69db-a626-ed3f-2706-cd70-6c25";"021404";"6";"1";"wieś";"stały";"Gimnazjum w Dziadowej Kłodzie, ul. Słoneczna 5, 56-504 Dziadowa Kłoda";"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";"1300";"1382";"564";"736";"0";"5";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"17";"14";"3";"0";"719";"263";"105";"351"
"5f88-fa99-e24e-7ad3-c210-e13b-906a-a689";"021404";"6";"2";"wieś";"stały";"Szkoła Podstawowa w Miłowicach, Miłowice 27, 56-504 Dziadowa Kłoda";"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";"1202";"1276";"578";"624";"0";"2";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"10";"6";"4";"0";"614";"313";"105";"196"
"749c-4c83-0222-e379-380f-5341-430b-e660";"021404";"6";"3";"wieś";"stały";"Świetlica wiejska w Dalborowicach, Dalborowice ul. Namysłowska 19, 56-504 Dziadowa Kłoda";"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";"800";"893";"364";"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"13";"5";"8";"0";"423";"207";"69";"147"
"5173-c764-c203-1257-ff7c-8566-0544-48a9";"021405";"6";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury w Międzyborzu, ul. Wrocławska 8, 56-513 Międzybórz";"gm. Międzybórz";"oleśnicki";"dolnośląskie";"900";"964";"381";"519";"2";"5";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"3";"1";"2";"0";"516";"206";"101";"209"
"05fd-849a-878e-d595-b0c7-3660-e3b9-06da";"021405";"6";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury w Międzyborzu, ul. Wrocławska 8, 56-513 Międzybórz";"gm. Międzybórz";"oleśnicki";"dolnośląskie";"800";"880";"285";"514";"0";"2";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"7";"3";"4";"0";"508";"192";"75";"241"
"5984-9962-2d83-52a4-b3ab-f4c5-4fa8-a767";"021405";"6";"3";"miasto i wieś";"stały";"Szkoła Podstawowa im. Jerzego Badury w Międzyborzu, ul. Wrocławska 6 - 6a, 56-513 Międzybórz";"gm. Międzybórz";"oleśnicki";"dolnośląskie";"1099";"1256";"565";"534";"0";"3";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"5";"1";"4";"0";"529";"232";"93";"204"
"1977-ab78-55ef-5ac0-bbbd-9204-7fa1-5423";"021405";"6";"4";"wieś";"stały";"Szkoła Podstawowa w Bukowinie Sycowskiej, Bukowina Sycowska 20, 56-513 Międzybórz";"gm. Międzybórz";"oleśnicki";"dolnośląskie";"800";"899";"338";"462";"0";"4";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"14";"2";"12";"0";"448";"174";"81";"193"
"18a8-4b6d-7135-376a-e5f1-3b28-05dd-8b47";"021406";"6";"1";"wieś";"stały";"Hala Sportowa przy Szkole Podstawowej Gminy Oleśnica, ul. Wileńska 32A, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1100";"1197";"356";"743";"0";"2";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"7";"2";"5";"0";"737";"290";"92";"355"
"fb3a-0e05-d7b2-5255-3e49-5bf7-6030-d16f";"021406";"6";"2";"wieś";"stały";"Szkoła Podstawowa w Ligocie Małej im. UNICEF, Ligota Mała 15, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1100";"1179";"428";"672";"1";"5";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"11";"1";"10";"0";"661";"357";"79";"225"
"5560-c2a2-c6c8-02c7-fe97-88be-341e-afa8";"021406";"6";"3";"wieś";"stały";"Szkoła Podstawowa w Ligocie Polskiej, Ligota Polska 3, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1398";"1587";"558";"840";"0";"1";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"17";"17";"0";"0";"823";"396";"111";"316"
"16b3-951f-2bae-dc82-b294-7a6a-0851-aa62";"021406";"6";"4";"wieś";"stały";"Klub ""Na Dole"" Gminnego Ośrodka Kultury, Boguszyce 118a, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1000";"1116";"450";"550";"0";"2";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"11";"2";"9";"0";"539";"247";"62";"230"
"5fba-f547-9aad-0d55-1f52-a4a0-9c9b-a707";"021406";"6";"5";"wieś";"stały";"Szkoła Podstawowa we Wszechświętem, Wszechświęte 16b, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"799";"927";"326";"473";"0";"0";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"5";"1";"4";"0";"468";"213";"67";"188"
"3162-9ade-929c-034a-2058-ecd6-03c3-cd9a";"021406";"6";"6";"wieś";"stały";"Szkoła Podstawowa w Smolnej im. Kawalerów Orderu Uśmiechu, Smolna 70, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1301";"1481";"451";"850";"1";"2";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"25";"7";"18";"0";"825";"364";"129";"332"
"d64d-6404-59e6-4cc4-96a3-8c02-2ace-3dd7";"021406";"6";"7";"wieś";"stały";"Szkoła Podstawowa w Sokołowicach im. Orła Białego, Sokołowice 24, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1701";"1868";"662";"1039";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1039";"0";"0";"1039";"18";"0";"18";"0";"1021";"379";"115";"527"
"1e1d-3188-077a-9c5e-1021-f010-8c3c-c9c0";"021406";"6";"8";"wieś";"stały";"Świetlica wiejska w Smardzowie, Smardzów 43B, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"1000";"1080";"353";"647";"1";"0";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"9";"3";"6";"0";"638";"304";"97";"237"
"f97a-df9f-47cf-f6b5-4cef-f762-4cc7-5de2";"021406";"6";"9";"wieś";"dom pomocy społecznej";"Powiatowy Dom Pomocy Społecznej w Ostrowinie, Ostrowina 21, 56-400 Oleśnica";"gm. Oleśnica";"oleśnicki";"dolnośląskie";"71";"69";"30";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"0";"0";"0";"0";"41";"24";"10";"7"
"e3ff-bcd8-93e5-4873-4636-2e58-0892-37c3";"021407";"6";"1";"miasto";"stały";"Publiczne Przedszkole nr 1, ul. Kaliska 8, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"1799";"1972";"603";"1196";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1196";"0";"0";"1196";"21";"3";"18";"0";"1175";"412";"199";"564"
"50b7-137f-64bc-cb92-3fc7-9113-5abf-05ab";"021407";"6";"2";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Mickiewicza 5, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"1700";"1810";"661";"1039";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1039";"0";"0";"1039";"23";"4";"19";"0";"1016";"410";"178";"428"
"a07c-50dc-8351-b844-3576-5083-9ad1-4012";"021407";"6";"3";"miasto";"stały";"Biblioteka Publiczna w Sycowie, ul. Kościelna 3A, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"1599";"1688";"564";"1035";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"16";"5";"11";"0";"1019";"307";"166";"546"
"45a5-90f2-8fc2-82a8-3a67-27ab-cbaf-c6e1";"021407";"6";"4";"miasto";"stały";"Sala Ślubów Urzędu Stanu Cywilnego w Sycowie, pl. Wolności 7/3, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"1596";"1765";"560";"1036";"3";"16";"1";"1";"0";"0";"0";"0";"1";"1037";"1";"0";"1037";"22";"7";"15";"0";"1015";"357";"150";"508"
"61ae-8081-6b95-6d00-89a0-3bfd-2818-e0e6";"021407";"6";"5";"wieś";"stały";"Szkoła Podstawowa w Stradomi Wierzchniej, Stradomia Wierzchnia 64, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"800";"863";"365";"435";"0";"6";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"7";"1";"6";"0";"428";"170";"80";"178"
"0877-33f2-45eb-083c-6469-9b86-c0fd-40de";"021407";"6";"6";"wieś";"stały";"Szkoła Podstawowa w Drołtowicach, Drołtowice 12, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"600";"617";"260";"340";"1";"1";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"5";"1";"4";"0";"335";"137";"61";"137"
"fb0f-c712-72a5-9f32-82bf-f9a9-806f-dc6e";"021407";"6";"7";"wieś";"stały";"Szkoła Podstawowa w Działoszy, Działosza 62, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"898";"951";"406";"492";"0";"3";"1";"1";"0";"0";"0";"0";"1";"493";"1";"0";"493";"13";"1";"12";"0";"480";"221";"91";"168"
"8268-19a0-a7c0-892e-1b00-19f6-cb46-26de";"021407";"6";"8";"wieś";"stały";"Publiczne Przedszkole nr 2 w Sycowie, ul. Komorowska 2, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"1100";"1225";"385";"715";"0";"2";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"16";"1";"15";"0";"699";"236";"109";"354"
"b7f6-8b4c-d385-e3c5-f511-8271-9428-050c";"021407";"6";"9";"wieś";"stały";"Świetlica wiejska, Ślizów 80d, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"400";"451";"151";"249";"0";"1";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"11";"6";"5";"0";"238";"106";"43";"89"
"5f01-f379-30d9-ad98-a23e-978e-2aaa-8313";"021407";"6";"10";"wieś";"stały";"Świetlica wiejska w Wiosce, Wioska 19a, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"700";"732";"212";"488";"0";"1";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"12";"2";"10";"0";"476";"141";"77";"258"
"acc0-8e0a-1456-2d9e-60af-5d16-4279-58fa";"021407";"6";"11";"wieś";"stały";"Świetlica wiejska w Szczodrowie, Szczodrów 38, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"800";"910";"354";"446";"0";"0";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"10";"1";"9";"0";"436";"209";"93";"134"
"280e-7274-7c4b-4742-3ba7-8be9-e481-efd3";"021407";"6";"12";"miasto";"zakład leczniczy";"Powiatowy Zespół Szpitali-Szpital w Sycowie, Oleśnicka 25, 56-500 Syców";"gm. Syców";"oleśnicki";"dolnośląskie";"100";"31";"76";"24";"0";"3";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"1";"0";"1";"0";"23";"9";"6";"8"
"d80a-dca4-76f4-26b8-4889-a930-f5cd-f381";"021408";"6";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Stefana Batorego 5, 56-416 Twardogóra";"gm. Twardogóra";"oleśnicki";"dolnośląskie";"1900";"2034";"616";"1284";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1280";"0";"0";"1280";"34";"4";"30";"0";"1246";"571";"152";"523"
"b916-a92e-7646-73aa-e85d-2528-cff8-e0b7";"021408";"6";"2";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Świętej Jadwigi 7, 56-416 Twardogóra";"gm. Twardogóra";"oleśnicki";"dolnośląskie";"1899";"2049";"757";"1142";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"0";"1142";"13";"4";"9";"0";"1129";"440";"164";"525"
