"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marzena Magdalena DĘBNIAK";"Dariusz Adam LORANTY";"Jarosław RUSIECKI"
"0647-e6f3-eacf-56c0-2aaa-f711-ffc9-2ac4";"260903";"82";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jerzego Ossolińskiego w Klimontowie, ul. Szkolna 1, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"990";"1075";"511";"479";"4";"0";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"12";"5";"7";"0";"467";"65";"91";"311"
"2794-e6c1-9f5a-25ec-c027-d974-1fe1-6e73";"260903";"82";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jerzego Ossolińskiego w Klimontowie, ul. Szkolna 1, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"971";"1045";"455";"516";"2";"4";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"18";"11";"7";"0";"498";"84";"56";"358"
"cefd-2b93-80e3-16fb-ca0d-de5e-f754-c468";"260903";"82";"4";"wieś";"stały";"Świetlica w Olbierzowicach, Olbierzowice, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"422";"456";"178";"244";"0";"2";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"5";"2";"3";"0";"239";"46";"40";"153"
"6629-2bee-b2ff-9e29-12bd-6c26-5077-f7e7";"260903";"82";"5";"wieś";"stały";"Świetlica w Nawodzicach, Nawodzice, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"529";"565";"277";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"4";"1";"3";"0";"248";"56";"44";"148"
"fbc9-5ab5-d7d5-3f41-459d-c58e-57a4-bfaa";"260903";"82";"6";"wieś";"stały";"Szkoła Podstawowa w Konarach, Konary 88, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"571";"614";"274";"297";"3";"0";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"16";"4";"12";"0";"281";"34";"26";"221"
"7915-911c-378d-3b2c-c6a8-b7cb-c886-5ad1";"260903";"82";"7";"wieś";"stały";"Remiza w Nasławicach, Nasławice, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"362";"388";"179";"183";"0";"1";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"8";"4";"4";"0";"175";"34";"20";"121"
"a3c6-8165-316f-1e84-0bb1-fa5a-38d4-6573";"260903";"82";"8";"wieś";"stały";"Szkoła Podstawowa w Goźlicach, Goźlice 28, 27-640 Klimontów";"gm. Klimontów";"sandomierski";"świętokrzyskie";"804";"874";"401";"403";"0";"0";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"13";"9";"4";"0";"390";"70";"70";"250"
"bdf0-8ca6-71b3-ce0e-4f9e-6e10-eedf-bea2";"260904";"82";"1";"miasto";"stały";"Urząd Miasta i Gminy w Koprzywnicy (I piętro), ul. 11 listopada 88, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"1880";"2024";"698";"1182";"11";"3";"0";"0";"0";"0";"0";"0";"0";"1182";"0";"0";"1182";"17";"17";"0";"0";"1165";"246";"217";"702"
"59ec-537a-f325-73ca-dd45-5cb5-a234-2689";"260904";"82";"2";"wieś";"stały";"Urząd Miasta i Gminy w Koprzywnicy (parter), ul. 11 Listopada 88, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"654";"704";"245";"409";"1";"5";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"5";"1";"4";"0";"403";"106";"63";"234"
"2cf9-08c6-4bca-7c2d-83df-7392-fc6a-3b8d";"260904";"82";"3";"wieś";"stały";"Remiza OSP w Gnieszowicach, Gnieszowice, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"390";"397";"165";"225";"1";"1";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"6";"0";"6";"0";"219";"40";"39";"140"
"edd5-f344-d5ae-0707-da18-088f-1869-31d9";"260904";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Niedźwicach, Niedźwice 63, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"703";"676";"347";"356";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"9";"3";"6";"0";"347";"61";"43";"243"
"3c06-5e46-33d0-ce2c-c739-9f48-f629-35da";"260904";"82";"5";"wieś";"stały";"Remiza OSP w Zbigniewicach, Zbigniewice, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"641";"689";"305";"336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"6";"1";"5";"0";"330";"71";"38";"221"
"ffd2-a283-37ad-4dc0-0bad-d3ab-83e6-f24a";"260904";"82";"6";"wieś";"stały";"Remiza OSP w Krzcinie, Krzcin, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"381";"409";"136";"245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"4";"1";"3";"0";"241";"56";"34";"151"
"8b55-e238-712c-813e-9013-fb68-86cc-de87";"260904";"82";"7";"wieś";"stały";"Remiza OSP w Ciszycy, Ciszyca 112, 27-660 Koprzywnica";"gm. Koprzywnica";"sandomierski";"świętokrzyskie";"550";"589";"205";"345";"0";"0";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"8";"4";"4";"0";"337";"51";"57";"229"
"dd48-1b2d-9ff6-54c8-3dc1-6e83-68f2-ffed";"260905";"82";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Łoniowie, Łoniów 56, 27-670 Łoniów";"gm. Łoniów";"sandomierski";"świętokrzyskie";"2106";"2277";"829";"1277";"7";"9";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"17";"6";"11";"0";"1259";"256";"192";"811"
"c1a9-9aa2-1601-8d72-0ae4-3cf7-bf1b-bd0c";"260905";"82";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Filia w Chodkowie Starym, Chodków Stary 44, 27-670 Łoniów";"gm. Łoniów";"sandomierski";"świętokrzyskie";"759";"830";"305";"454";"2";"2";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"15";"1";"14";"0";"439";"89";"58";"292"
"f5e3-ef72-2fee-4678-500f-d90e-6d0a-ec8d";"260905";"82";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Świniarach Starych, Świniary Stare 131, 27-670 Łoniów";"gm. Łoniów";"sandomierski";"świętokrzyskie";"1237";"1311";"457";"780";"4";"0";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"14";"3";"11";"0";"766";"146";"109";"511"
"2799-65f7-d9f8-9e1f-ad7b-6f22-220f-a453";"260905";"82";"4";"wieś";"stały";"Centrum Spotkań Wiejskich w Sulisławicach, Sulisławice 11, 27-670 Łoniów";"gm. Łoniów";"sandomierski";"świętokrzyskie";"1503";"1641";"646";"857";"5";"2";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"32";"3";"29";"0";"825";"172";"109";"544"
"14a2-844f-164e-dda0-e5a5-c24d-5f70-86f8";"260906";"82";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Obrazowie, Obrazów 120, 27-641 Obrazów";"gm. Obrazów";"sandomierski";"świętokrzyskie";"1483";"1615";"695";"788";"1";"1";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"19";"6";"13";"0";"769";"211";"141";"417"
"d37d-fa22-744b-d7e5-31ab-d568-c9bf-8ca2";"260906";"82";"2";"wieś";"stały";"Szkoła Podstawowa w Głazowie, Głazów 80, 27-641 Obrazów";"gm. Obrazów";"sandomierski";"świętokrzyskie";"760";"841";"300";"460";"0";"1";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"10";"1";"9";"0";"450";"82";"77";"291"
"c709-e1a6-429f-714a-2d24-a063-cf99-51e3";"260906";"82";"3";"wieś";"stały";"Szkoła Podstawowa w Kleczanowie, Kleczanów 145, 27-641 Obrazów";"gm. Obrazów";"sandomierski";"świętokrzyskie";"942";"1029";"471";"471";"0";"0";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"19";"18";"1";"0";"452";"96";"75";"281"
"baf6-5f8b-fdfd-1c8c-0c96-f000-e443-6f20";"260906";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Bilczy, Bilcza 75, 27-641 Obrazów";"gm. Obrazów";"sandomierski";"świętokrzyskie";"962";"1040";"486";"476";"0";"0";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"7";"1";"6";"0";"469";"74";"70";"325"
"bbe2-9bb0-0a96-af1f-18d5-3308-94a8-9816";"260906";"82";"5";"wieś";"stały";"Świetlica wiejska w Chwałkach, Chwałki 149A, 27-600 Sandomierz";"gm. Obrazów";"sandomierski";"świętokrzyskie";"702";"757";"287";"415";"0";"1";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"8";"5";"3";"0";"407";"117";"100";"190"
"fcf2-20ae-fb4c-7eae-8deb-a145-89b4-69de";"260907";"82";"1";"wieś";"stały";"Zespół Publicznych Placówek Oświatowych w Samborcu, Samborzec 79, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"1385";"1517";"568";"817";"2";"0";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"12";"4";"8";"0";"805";"173";"121";"511"
"42f5-9831-6566-c39f-3949-574a-1f4e-002a";"260907";"82";"2";"wieś";"stały";"Szkoła Podstawowa w Skotnikach, Skotniki 64, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"810";"873";"301";"509";"0";"1";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"13";"7";"6";"0";"496";"121";"82";"293"
"aaca-17f5-4b8b-5eec-67ed-734f-2326-2960";"260907";"82";"3";"wieś";"stały";"Liceum Ogólnokształcące w Chobrzanach, Chobrzany 111A, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"780";"854";"334";"446";"1";"1";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"12";"7";"5";"0";"434";"119";"82";"233"
"b3ef-0698-5d8c-688b-b6bb-7609-ea07-646b";"260907";"82";"4";"wieś";"stały";"Liceum Ogólnokształcące w Chobrzanach, Chobrzany 111A, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"916";"1000";"408";"508";"3";"3";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"10";"1";"9";"0";"498";"126";"73";"299"
"3344-84cd-3c2a-07b3-aaac-2e76-9b8a-cc23";"260907";"82";"5";"wieś";"stały";"Szkoła Podstawowa w Zawierzbiu, Zawierzbie 67, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"840";"908";"380";"460";"3";"2";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"7";"4";"3";"0";"453";"73";"117";"263"
"42e6-33b8-8103-b211-0ac0-9c1f-4e86-5c8c";"260907";"82";"6";"wieś";"stały";"Szkoła Podstawowa w Złotej, Złota 121, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"874";"936";"378";"496";"2";"3";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"4";"2";"2";"0";"492";"130";"92";"270"
"1b1f-e8ec-918b-f9d3-b666-3173-61f7-fee6";"260907";"82";"7";"wieś";"stały";"Szkoła Podstawowa w Złotej, Złota 121, 27-650 Samborzec";"gm. Samborzec";"sandomierski";"świętokrzyskie";"840";"911";"346";"494";"0";"2";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"6";"3";"3";"0";"488";"133";"121";"234"
"43ba-7431-c70d-96ae-cb54-7804-a051-e094";"260908";"82";"1";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Młodożeńca w Wilczycach, Wilczyce 177, 27-612 Wilczyce";"gm. Wilczyce";"sandomierski";"świętokrzyskie";"830";"906";"452";"378";"0";"1";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"6";"1";"5";"0";"372";"94";"71";"207"
"ba15-1262-91e1-4042-4fe4-1c44-f50f-209d";"260908";"82";"2";"wieś";"stały";"Szkoła Podstawowa w Darominie, Daromin 128, 27-612 Wilczyce";"gm. Wilczyce";"sandomierski";"świętokrzyskie";"600";"643";"298";"302";"1";"2";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"5";"0";"5";"0";"297";"78";"58";"161"
"14ec-c969-56da-eea0-ecea-58c4-b3ce-cfb6";"260908";"82";"3";"wieś";"stały";"Szkoła Podstawowa w Radoszkach, Radoszki 16, 27-612 Wilczyce";"gm. Wilczyce";"sandomierski";"świętokrzyskie";"480";"529";"172";"308";"0";"4";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"7";"2";"5";"0";"301";"66";"62";"173"
"adac-ff1b-624e-4bc2-e4b7-d4d2-0729-e6d2";"260908";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Łukawie, Łukawa 83, 27-612 Wilczyce";"gm. Wilczyce";"sandomierski";"świętokrzyskie";"590";"640";"285";"305";"0";"1";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"11";"6";"5";"0";"294";"71";"69";"154"
"1b9d-b047-e975-4c12-7491-eb03-0a73-df92";"260908";"82";"5";"wieś";"stały";"Remiza OSP w Pielaszowie, Pielaszów 69, 27-612 Wilczyce";"gm. Wilczyce";"sandomierski";"świętokrzyskie";"350";"379";"167";"183";"1";"2";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"4";"1";"3";"0";"179";"60";"28";"91"
"21b1-c2e4-dc83-dbc1-60e8-131a-9a26-4da9";"260909";"82";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Żeromskiego 33, 27-630 Zawichost";"gm. Zawichost";"sandomierski";"świętokrzyskie";"1342";"1466";"492";"850";"3";"11";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"17";"1";"16";"0";"831";"210";"166";"455"
"1d65-0bbf-a821-ea41-a2ce-8455-5370-78b2";"260909";"82";"2";"wieś";"stały";"Zespół Szkoły i Przedszkola w Czyżowie Szlacheckim, Czyżów Szlachecki, 27-630 Zawichost";"gm. Zawichost";"sandomierski";"świętokrzyskie";"1290";"1431";"638";"652";"1";"7";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"12";"4";"8";"0";"640";"168";"125";"347"
"8406-b361-2f34-0f8b-c454-2156-c3a8-1ba5";"260909";"82";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Linowie, Linów 217, 27-630 Zawichost";"gm. Zawichost";"sandomierski";"świętokrzyskie";"678";"736";"366";"312";"0";"5";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"0";"5";"0";"307";"61";"43";"203"
"5618-e9d0-e9d4-654e-8311-acde-6692-2d4a";"261001";"82";"1";"miasto";"stały";"Powiatowy Urząd Pracy, ul. 1 - go Maja 105, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1114";"1153";"466";"648";"5";"0";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"12";"3";"9";"0";"636";"174";"138";"324"
"525d-a96f-cc70-f85d-17be-9cc3-0331-e2c5";"261001";"82";"2";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy Nr 2, ul. Spacerowa 31, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1142";"1218";"326";"816";"0";"5";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"23";"17";"6";"0";"793";"262";"202";"329"
"c7fa-11f2-ae41-b684-12b5-45c4-dc35-7a19";"261001";"82";"3";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Podjazdowa 21, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1187";"1282";"459";"728";"4";"4";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"13";"5";"8";"0";"715";"239";"175";"301"
"c1fd-d28b-9e07-7f68-169d-26d9-c255-9aed";"261001";"82";"4";"miasto";"stały";"Centrum Rzemieślnicza, ul. Rzemieślnicza 5/7A, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"670";"723";"292";"378";"1";"2";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"9";"1";"8";"0";"369";"110";"90";"169"
"d332-2c5f-907c-a4d0-3bfa-5821-0625-120a";"261001";"82";"5";"miasto";"stały";"Zespół Placówek Oświatowych Nr 3 Przedszkole Publiczne z Oddziałami Integracyjnymi Nr 12, ul. Sportowa 34, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1125";"1195";"521";"604";"3";"3";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"11";"4";"7";"0";"591";"186";"138";"267"
"334b-43be-3e10-6041-105a-168f-ffe6-9857";"261001";"82";"6";"miasto";"stały";"Zespół Placówek Edukacyjno-Wychowawczych, ul. Szkolna 15, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"700";"752";"294";"406";"1";"1";"1";"1";"0";"0";"0";"0";"1";"407";"1";"0";"407";"11";"5";"6";"0";"396";"124";"106";"166"
"0f67-a4d9-b1d4-f0e9-a03f-8c90-7927-3082";"261001";"82";"7";"miasto";"stały";"Zespół Placówek Oświatowych Nr 3 Szkoła Podstawowa Nr 3, ul. Sportowa 30, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"713";"743";"414";"299";"1";"0";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"4";"0";"4";"0";"295";"72";"64";"159"
"3d23-bcf8-965f-8a02-99d1-0bab-4916-7749";"261001";"82";"8";"miasto";"stały";"Muzeum im. Orła Białego, ul. Słoneczna 90, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"642";"728";"228";"414";"0";"4";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"12";"3";"9";"0";"402";"150";"99";"153"
"6388-9921-1abe-df90-8e9e-b29a-fc28-6ba4";"261001";"82";"9";"miasto";"stały";"Zespół Placówek Oświatowych, ul. Zwycięzców 13, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1088";"1136";"330";"758";"2";"5";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"13";"1";"12";"0";"745";"235";"219";"291"
"3244-b102-c111-115c-bbd3-fc2c-487a-728f";"261001";"82";"10";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Warszawska 54, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"790";"839";"315";"475";"2";"4";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"11";"4";"7";"0";"464";"129";"98";"237"
"47a9-4a28-336a-2571-b645-b9d0-3a85-f4fb";"261001";"82";"11";"miasto";"stały";"Zespół Szkół Samochodowo-Usługowych, ul. Oseta Wasilewskiego 5, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1288";"1373";"422";"866";"3";"0";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"12";"4";"8";"0";"854";"269";"208";"377"
"ce7c-adf8-5657-86ec-adad-8fc3-aab5-cf2b";"261001";"82";"12";"miasto";"stały";"Zespół Placówek Oświatowych Nr 5 Przedszkole Publiczne nr 7, ul. Zielna 27, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1597";"1722";"591";"1006";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1003";"0";"0";"1003";"31";"13";"18";"0";"972";"300";"224";"448"
"589c-73bd-c598-2e04-3b85-2ed2-2798-4377";"261001";"82";"13";"miasto";"stały";"Zespół Placówek Oświatowych Nr 5 Szkoła Podstawowa Nr 7, ul. Zielna 29, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1859";"2002";"699";"1160";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"0";"1160";"22";"6";"16";"0";"1138";"363";"256";"519"
"9817-4236-ee72-b125-9adb-7b32-9d02-7b47";"261001";"82";"14";"miasto";"stały";"Zespół Szkół Publicznych Nr 4, ul. Książęca 149, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1393";"1483";"590";"803";"0";"0";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"23";"13";"10";"0";"780";"220";"170";"390"
"7f2e-3d15-b27d-e7b7-ba85-1413-ba42-1b7f";"261001";"82";"15";"miasto";"stały";"Zakład Remontowo-Budowlany Józef Duda, ul. Niepodległości 78b, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"824";"874";"348";"476";"0";"3";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"5";"2";"3";"0";"471";"147";"116";"208"
"887a-1872-7968-5031-256c-f409-4d12-e9f7";"261001";"82";"16";"miasto";"stały";"Miejskie Centrum Sportu i Rekreacji, ul. Sienkiewicza 34, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"901";"978";"224";"677";"0";"0";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"12";"6";"6";"0";"665";"234";"189";"242"
"261c-740b-33f3-1cfb-6017-4f19-ee34-7508";"261001";"82";"17";"miasto";"stały";"Zespół Szkół Technicznych, al. Tysiąclecia 22, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1710";"1834";"600";"1110";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"23";"9";"14";"0";"1087";"379";"265";"443"
"ead9-663c-dd37-a4aa-501d-ae2c-3cfb-4c73";"261001";"82";"18";"miasto";"stały";"II Liceum Ogólnokształcące, al. Marszałka Józefa Piłsudskiego 50, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1220";"1286";"422";"798";"0";"1";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"11";"7";"4";"0";"787";"283";"189";"315"
"083e-9509-45ba-a2d9-8770-55b7-43b1-bad0";"261001";"82";"19";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Powstańców Warszawy 11, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1574";"1691";"484";"1090";"3";"15";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"15";"7";"8";"0";"1075";"321";"322";"432"
"4505-29a7-5d5b-c747-2838-bef3-7837-957f";"261001";"82";"20";"miasto";"stały";"Starostwo Powiatowe, ul. Konarskiego 20, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1233";"1295";"447";"786";"1";"5";"0";"0";"0";"0";"0";"0";"0";"786";"0";"1";"785";"15";"5";"10";"0";"770";"269";"145";"356"
"9e7e-02a7-905d-a854-e5be-f786-b492-7594";"261001";"82";"21";"miasto";"stały";"Zespół Szkół Publicznych Nr 1, ul. Sezamkowa 23, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1577";"1673";"494";"1083";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1083";"0";"0";"1083";"14";"4";"10";"0";"1069";"335";"277";"457"
"0860-32eb-4b8b-7664-03b4-5314-b055-be0b";"261001";"82";"22";"miasto";"stały";"Zakład Doskonalenia Zawodowego w Skarżysku-Kamiennej, ul. Metalowców 54, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1050";"1109";"405";"645";"2";"5";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"10";"3";"7";"0";"635";"222";"148";"265"
"87db-6b19-a435-4113-96f2-8da0-6de1-a90f";"261001";"82";"23";"miasto";"stały";"Gminazjum Nr 2, ul. Akacjowa 1, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1013";"1088";"281";"732";"1";"5";"0";"0";"0";"0";"0";"0";"0";"732";"0";"0";"732";"14";"7";"7";"0";"718";"212";"205";"301"
"a011-06da-a2d0-a6e7-b2a8-4539-ab5b-161a";"261001";"82";"24";"miasto";"stały";"Zespół Placówek Oświatowych Nr 4 Szkoła Podstawowa Nr 5, ul. Norwida 3, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1603";"1708";"658";"945";"1";"3";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"15";"1";"14";"0";"930";"312";"207";"411"
"6887-1a42-7a52-1c34-f474-a256-69ce-f0e1";"261001";"82";"25";"miasto";"stały";"Urząd Miasta, ul. Sikorskiego 18, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1753";"1883";"648";"1105";"5";"9";"0";"0";"0";"0";"0";"0";"0";"1105";"0";"0";"1105";"20";"3";"17";"0";"1085";"377";"255";"453"
"0ded-b15f-cf7f-49cf-c85e-c949-4b2f-c159";"261001";"82";"26";"miasto";"stały";"Zespół Placówek Oświatowych Nr 4 Przedszkole Publiczne nr 4, ul. Sikorskiego 17, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1878";"1989";"791";"1087";"8";"6";"0";"0";"0";"0";"0";"0";"0";"1087";"0";"0";"1087";"21";"7";"14";"0";"1066";"358";"260";"448"
