"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jacek Piotr DUDEK";"Joanna SEKUŁA"
"a9f4-8454-a649-c238-a6d7-8eb5-1708-9113";"247501";"77";"48";"miasto";"stały";"Szkoła Podstawowa Nr 20, ul. gen. Władysława Andersa 66, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1250";"1348";"262";"988";"2";"4";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"31";"9";"22";"0";"957";"273";"684"
"ecb3-17e5-1c5a-63d3-87e2-9b19-f3d4-cf93";"247501";"77";"49";"miasto";"stały";"Przedszkole Miejskie Nr 50, ul. Franciszkańska 19, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"350";"395";"193";"157";"0";"2";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"4";"1";"3";"0";"153";"62";"91"
"6660-f6c1-7837-52d1-bf31-a502-6b27-00cb";"247501";"77";"50";"miasto";"stały";"Przedszkole Miejskie Nr 14, ul. Mariana Maliny 25, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"800";"855";"286";"514";"0";"2";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"21";"3";"18";"0";"493";"231";"262"
"ec3a-4fc2-eac0-1b5c-caa2-7307-b985-80d3";"247501";"77";"51";"miasto";"stały";"Szkoła Podstawowa Nr 13 (dawny Zespół Szkół Ogólnokształcących Nr 9), ul. Jedności 7, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"950";"1050";"293";"657";"1";"4";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"33";"6";"27";"0";"624";"210";"414"
"b880-612b-4bfc-10b5-c7b1-2022-6810-89fa";"247501";"77";"52";"miasto";"stały";"Warsztaty Terapii Zajęciowej przy TPD, ul. Jodłowa 1, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1748";"1912";"592";"1156";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1156";"0";"0";"1156";"35";"4";"31";"0";"1121";"479";"642"
"df28-c07b-43d7-ebc7-61b2-6f16-6ddf-92b8";"247501";"77";"53";"miasto";"stały";"Przedszkole Miejskie Nr 54, ul. Kalinowa 115a, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1700";"1874";"467";"1233";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"28";"9";"19";"0";"1205";"534";"671"
"8995-948d-00fc-72e3-d66d-b7ea-1020-dbfd";"247501";"77";"54";"miasto";"stały";"Szkoła Podstawowa Nr 29, ul. Zagłębiowska 25, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1700";"1836";"604";"1096";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1096";"0";"0";"1096";"50";"8";"42";"0";"1046";"433";"613"
"cc5b-3166-ff98-461d-3f43-634b-4a72-f9e1";"247501";"77";"55";"miasto";"stały";"Zespół Szkolno-Przedszkolny ""Modrzejów"" (dawna Szkoła Podstawowa Nr 11 ""Modrzejów""), ul. Orląt Lwowskich 2, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"600";"665";"188";"412";"2";"2";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"21";"10";"11";"0";"391";"165";"226"
"fb35-cfd0-4aee-c755-3b3a-e4a0-2bf7-9a8b";"247501";"77";"56";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Wojska Polskiego 84, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1850";"2040";"626";"1224";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1223";"0";"0";"1223";"31";"11";"20";"0";"1192";"524";"668"
"a4e4-cb17-b971-4c1d-9b83-b159-8d2b-2491";"247501";"77";"57";"miasto";"stały";"Szkoła Podstawowa Nr 15 (dawne Gimnazjum Nr 1), ul. Wojska Polskiego 86, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1700";"1867";"555";"1145";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1146";"1";"0";"1146";"48";"13";"35";"0";"1098";"478";"620"
"3371-bfe7-afaa-92cb-0dea-9762-00ed-4045";"247501";"77";"58";"miasto";"stały";"Przedszkole Miejskie Nr 20, ul. Śliwki 38, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1649";"1800";"604";"1045";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"27";"6";"21";"0";"1017";"430";"587"
"7e56-ea3a-e340-1780-5446-4651-a4a9-0d24";"247501";"77";"59";"miasto";"stały";"Punkt Kancelarii Ogólnej Urzędu Miejskiego w Sosnowcu, ul. Wojska Polskiego 25 - 27, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1550";"1676";"586";"964";"0";"0";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"24";"6";"18";"0";"940";"435";"505"
"01a3-94a6-e9fd-ca94-6deb-c0ac-2c62-d2fb";"247501";"77";"60";"miasto";"stały";"Szkoła Podstawowa Nr 21, ul. Zawodzie 34, 41-208 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"900";"995";"260";"640";"0";"2";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"22";"7";"15";"0";"618";"216";"402"
"8793-92d7-14a3-2ea8-9240-3a16-b215-ee22";"247501";"77";"61";"miasto";"stały";"Szkoła Podstawowa Nr 20, ul. gen. Władysława Andersa 66, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1349";"1504";"465";"884";"2";"5";"0";"0";"0";"0";"0";"0";"0";"884";"0";"0";"884";"25";"1";"24";"0";"859";"334";"525"
"8d04-01b5-e429-cb97-0c93-9b53-37a6-1adb";"247501";"77";"62";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Braci Mieroszewskich 91, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"900";"964";"307";"593";"0";"0";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"23";"4";"19";"0";"570";"242";"328"
"62ac-9b96-ac77-e1d7-3b15-6146-7f07-ac42";"247501";"77";"63";"miasto";"stały";"Przedszkole Miejskie Nr 38, ul. Bolesława Krzywoustego 6, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1247";"1370";"328";"919";"0";"5";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"27";"3";"24";"0";"892";"343";"549"
"841f-27bb-c9d9-4f62-1be7-ccb0-d32f-bd6b";"247501";"77";"64";"miasto";"stały";"Szkoła Podstawowa Nr 23, ul. Władysława Jagiełły 3, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1450";"1575";"494";"956";"0";"2";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"33";"13";"20";"0";"922";"383";"539"
"ab38-943c-ed01-e793-6486-f01e-5ebf-43c1";"247501";"77";"65";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Braci Mieroszewskich 54, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1150";"1275";"341";"809";"0";"3";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"35";"7";"28";"0";"774";"339";"435"
"bc34-ee79-243f-7631-ed46-3a92-86cc-ce16";"247501";"77";"66";"miasto";"stały";"Przedszkole Miejskie Nr 59, ul. Jana Długosza 11a, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2100";"2264";"543";"1557";"2";"4";"1";"1";"0";"0";"0";"0";"1";"1558";"1";"0";"1558";"52";"16";"36";"0";"1506";"619";"887"
"69b4-636a-0e53-27f5-95d9-8d1f-c03d-2d2b";"247501";"77";"67";"miasto";"stały";"Przedszkole Miejskie Nr 39, ul. Romana Dmowskiego 18a, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1650";"1811";"518";"1132";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"45";"7";"38";"0";"1086";"478";"608"
"5056-d9f4-9fd6-2d80-a663-5f18-c3e5-d0ae";"247501";"77";"68";"miasto";"stały";"IX Liceum Ogólnokształcące (dawne Gimnazjum Nr 9), ul. Jana Dormana 9a, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1950";"2159";"587";"1363";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1363";"0";"0";"1363";"46";"11";"35";"0";"1317";"500";"817"
"b5b1-9328-3cb4-0324-4527-1012-1a9a-3940";"247501";"77";"69";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, Sosnowiec, Zagórze ul. Bohaterów Monte Cassino 46, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1750";"1938";"717";"1033";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"0";"1033";"37";"7";"30";"0";"996";"441";"555"
"f2de-c18b-2e30-8cd2-53d5-0142-b39f-de22";"247501";"77";"70";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, Sosnowiec, Zagórze ul. Bohaterów Monte Cassino 46, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1401";"1513";"434";"967";"0";"4";"1";"1";"0";"0";"0";"0";"1";"968";"1";"0";"968";"27";"14";"13";"0";"941";"421";"520"
"8845-7665-ee7c-a64f-bc1c-8146-6dbe-fb41";"247501";"77";"71";"miasto";"stały";"Przedszkole Miejskie Nr 43, Sosnowiec, Zagórze ul. Bohaterów Monte Cassino 46, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1000";"1097";"303";"697";"0";"1";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"30";"21";"9";"0";"667";"294";"373"
"7a9f-7ce5-a34e-c4f9-f633-e9b3-1c18-8fdc";"247501";"77";"72";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 14, Sosnowiec, Zagórze ul. Stefana Kisielewskiego 4b, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1448";"1595";"363";"1085";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"31";"3";"28";"0";"1054";"462";"592"
"0451-e91c-1ac7-51ed-d41c-f383-3dee-aee9";"247501";"77";"73";"miasto";"stały";"Zespół Szkól Ogólnokształcących Nr 14 w Sosnowcu (dawna Szkoła Podstawowa Nr 40, byłe wejście Przedszkola Nr 45), Sosnowiec, Zagórze ul. Stefana Kisielewskiego 4b, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1000";"1119";"233";"767";"0";"5";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"18";"8";"10";"0";"749";"327";"422"
"fedb-5c27-d28c-4792-b336-c7dd-b009-c337";"247501";"77";"74";"miasto";"stały";"Szkoła Podstawowa Nr 39, Sosnowiec, Zagórze ul. Lubelska 51, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1550";"1666";"341";"1209";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1209";"0";"0";"1209";"41";"12";"29";"0";"1168";"444";"724"
"9d7b-9279-6491-e91e-e9db-293b-1d90-4fa6";"247501";"77";"75";"miasto";"stały";"Przedszkole Miejskie Nr 46, Sosnowiec, Zagórze ul. Koszalińska 55, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1202";"1298";"340";"862";"0";"7";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"34";"10";"24";"0";"828";"335";"493"
"16da-83d4-848a-6f2f-a594-a89d-4a1d-6bc1";"247501";"77";"76";"miasto";"stały";"Przedszkole Miejskie Nr 44, Sosnowiec, Zagórze ul. Lubelska 49, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1550";"1706";"374";"1176";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"32";"2";"30";"0";"1144";"426";"718"
"5ee7-f2df-30ce-e088-ffa2-4c9f-204f-67fc";"247501";"77";"77";"miasto";"stały";"Klub ""Bakcyl' Spółdzielni Mieszkaniowej ""Hutnik"", Sosnowiec, Zagórze ul. Koszalińska 25, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"900";"970";"249";"651";"0";"4";"1";"1";"0";"0";"0";"0";"1";"652";"1";"0";"652";"19";"7";"12";"0";"633";"252";"381"
"49ad-8459-d120-759f-7428-934c-0050-093f";"247501";"77";"78";"miasto";"stały";"Szkoła Podstawowa Nr 39, Sosnowiec, Zagórze ul. Lubelska 51, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1148";"1231";"321";"827";"2";"5";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"17";"5";"12";"0";"810";"289";"521"
"07e7-b12d-d4b0-1999-364e-600f-0514-3641";"247501";"77";"79";"miasto";"stały";"Poradnia Psychologiczno-Pedagogiczna Nr 2, Sosnowiec, Zagórze ul. Białostocka 17, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1351";"1463";"311";"1040";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"27";"10";"17";"0";"1013";"407";"606"
"bed7-b7ef-bcce-0fc5-f20e-eab5-4909-a7f6";"247501";"77";"80";"miasto";"stały";"Klub ""Bios"" Spółdzielni Mieszkaniowej ""Zagórze"", Sosnowiec, Zagórze ul. Teofila Lenartowicza 106, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1650";"1831";"427";"1223";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1223";"0";"0";"1223";"43";"14";"29";"0";"1180";"464";"716"
"0838-86ae-7de9-56c4-1747-3812-95a1-e87b";"247501";"77";"81";"miasto";"stały";"Szkoła Podstawowa Nr 46 (dawny Zespół Szkół Ogólnokształcących Nr 7), Sosnowiec, Zagórze ul. Gwiezdna 2, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1800";"1951";"478";"1322";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1323";"1";"0";"1323";"34";"6";"28";"0";"1289";"502";"787"
"9866-97ca-a15f-dba0-6dcb-ce57-7006-b0d6";"247501";"77";"82";"miasto";"stały";"Szkoła Podstawowa Nr 25, ul. Ignacego Krasickiego 1, 41-218 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2050";"2231";"498";"1552";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1552";"0";"0";"1552";"46";"16";"30";"0";"1506";"536";"970"
"fc1e-47d0-912b-eece-43b9-caa5-4853-ae6d";"247501";"77";"83";"miasto";"stały";"Przedszkole Miejskie Nr 40, Sosnowiec, Zagórze ul. Gwiezdna 16d, 41-218 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1800";"1962";"477";"1323";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1323";"0";"0";"1323";"26";"3";"23";"0";"1297";"561";"736"
"1c48-bb48-a396-a0d4-7a54-3ce5-481f-63e6";"247501";"77";"84";"miasto";"stały";"Prywatna Szkoła Języka Angielskiego Eurolingua s. c., ul. mjr. Henryka Hubala-Dobrzańskiego 124, 41-218 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"800";"881";"221";"579";"0";"1";"0";"0";"0";"0";"0";"0";"0";"579";"0";"0";"579";"13";"2";"11";"0";"566";"248";"318"
"b78f-7f0e-f212-9389-4456-9e7c-11e3-5e43";"247501";"77";"85";"miasto";"stały";"Przedszkole Miejskie Nr 53, ul. Kornela Makuszyńskiego 4b, 41-218 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1500";"1644";"518";"982";"0";"6";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"31";"6";"25";"0";"951";"343";"608"
"03ab-4a4f-7f4e-5ce0-3467-ee71-0d46-e8f9";"247501";"77";"86";"miasto";"stały";"Prywatna Szkoła Języka Angielskiego Eurolingua s. c., ul. mjr. Henryka Hubala-Dobrzańskiego 124, 41-218 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1450";"1619";"475";"975";"0";"0";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"35";"9";"26";"0";"940";"439";"501"
"be8f-e79b-a035-b9ea-614e-fd1b-4d2b-7ddd";"247501";"77";"87";"miasto";"stały";"Szkoła Podstawowa Nr 32 (dawny Zespół Szkół Ogólnokształcących Nr 12), ul. Armii Krajowej 93, 41-215 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2050";"2261";"736";"1314";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1311";"0";"0";"1311";"39";"10";"29";"0";"1272";"541";"731"
"8903-1300-2737-d83e-fe6f-8975-0510-edde";"247501";"77";"88";"miasto";"stały";"Przedszkole Miejskie Nr 35, ul. Zagórska 3, 41-216 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"700";"764";"213";"487";"1";"2";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"14";"3";"11";"0";"472";"201";"271"
"fd87-7c6b-b279-bce8-483f-9ab8-cdb2-70f2";"247501";"77";"89";"miasto";"stały";"Szkoła Podstawowa Nr 35, ul. Stanisława Ligonia 3a, 41-216 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"700";"746";"252";"448";"1";"1";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"11";"3";"8";"0";"437";"197";"240"
"54b6-c74e-93c9-6307-d5c6-f7d1-03dd-1f07";"247501";"77";"90";"miasto";"stały";"Szkoła Podstawowa Nr 36 (dawny Zespół Szkół Ogólnokształcących Nr 10), ul. Czołgistów 12, 41-216 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1800";"1967";"697";"1103";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"40";"9";"31";"0";"1063";"515";"548"
"0a47-5a16-137c-29cb-962f-9551-6327-b034";"247501";"77";"91";"miasto";"stały";"Przedszkole Miejskie Nr 34, ul. Kryptologów 1, 41-216 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1600";"1756";"636";"964";"0";"1";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"32";"12";"20";"0";"932";"417";"515"
"c339-ee4b-49df-f22a-18f2-8327-37f0-ba54";"247501";"77";"92";"miasto";"stały";"Szkoła Podstawowa Nr 32 (dawny Zespół Szkół Ogólnokształcących Nr 12), ul. Armii Krajowej 93, 41-215 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1601";"1766";"464";"1137";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1137";"0";"0";"1137";"35";"12";"23";"0";"1102";"449";"653"
"df47-e34c-ca79-78dd-a437-5ee0-0634-81e1";"247501";"77";"93";"miasto";"stały";"Przedszkole Miejskie Nr 33, ul. Ogrodowa 6, 41-215 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1500";"1664";"506";"994";"0";"6";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"22";"4";"18";"0";"972";"468";"504"
"7ddb-9dc3-909f-a6d5-2f61-7e1d-a9d3-3ea1";"247501";"77";"94";"miasto";"stały";"Szkoła Podstawowa Nr 33 (dawny Zespół Szkół Ogólnokształcących Nr 6), ul. Stefana Starzyńskiego 41, 41-215 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2250";"2505";"686";"1564";"2";"5";"1";"1";"0";"1";"0";"0";"0";"1564";"0";"0";"1564";"32";"11";"21";"0";"1532";"603";"929"
