"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Adam Andrzej KOŚMIDER";"Mariusz Kazimierz TRAWKA";"Wojciech Stanisław ZIEMNIAK"
"18a0-a06a-ac33-911b-5f96-425a-f33e-f6f2";"301302";"94";"1";"wieś";"stały";"Przedszkole w Górce Duchownej, Górka Duchowna 68, 64-111 Lipno";"gm. Lipno";"leszczyński";"wielkopolskie";"990";"1086";"456";"534";"1";"1";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"10";"2";"8";"0";"524";"343";"47";"134"
"fad7-bcab-673d-8749-cb18-be3b-fdd9-0a3b";"301302";"94";"2";"wieś";"stały";"Zespół Szkół w Lipnie, ul. Powstańców Wielkopolskich 68, 64-111 Lipno";"gm. Lipno";"leszczyński";"wielkopolskie";"1590";"1742";"444";"1146";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1147";"1";"0";"1147";"20";"1";"19";"0";"1127";"416";"90";"621"
"b102-124f-7ab1-30f4-be95-e11a-1c05-52ad";"301302";"94";"3";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Wielkopolskich w Wilkowicach, Wilkowice ul. Szkolna 28, 64-115 Święciechowa";"gm. Lipno";"leszczyński";"wielkopolskie";"2100";"2311";"497";"1603";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1603";"0";"0";"1603";"29";"7";"22";"0";"1574";"492";"130";"952"
"7a58-f0a5-888b-03a7-d734-7774-485d-826d";"301302";"94";"4";"wieś";"stały";"Szkoła Podstawowa im. 17 Pułku Ułanów w Goniembicach, Goniembice 29, 64-111 Lipno";"gm. Lipno";"leszczyński";"wielkopolskie";"996";"1109";"409";"587";"0";"1";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"17";"7";"10";"0";"570";"217";"43";"310"
"5bb4-4810-da09-1207-d434-820f-c528-13fc";"301303";"94";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Kopernika 1, 64-113 Osieczna";"gm. Osieczna";"leszczyński";"wielkopolskie";"1653";"1807";"463";"1190";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"0";"1190";"24";"6";"18";"0";"1166";"400";"67";"699"
"79f3-9eef-0e04-8c8e-8eac-10de-38ca-2ab6";"301303";"94";"2";"wieś";"stały";"Zespół Szkół, Kąkolewo ul. Krzywińska 14, 64-113 Osieczna";"gm. Osieczna";"leszczyński";"wielkopolskie";"1890";"2062";"638";"1252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1252";"0";"0";"1252";"19";"2";"17";"0";"1233";"499";"119";"615"
"99f0-1721-660a-964a-b171-8ce9-2d93-db63";"301303";"94";"3";"wieś";"stały";"Świetlica wiejska, Grodzisko 1E, 64-113 Osieczna";"gm. Osieczna";"leszczyński";"wielkopolskie";"840";"919";"323";"517";"0";"1";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"20";"3";"17";"0";"497";"267";"28";"202"
"da16-8d32-2e91-5cb7-3106-06a9-89b7-d5e4";"301303";"94";"4";"wieś";"stały";"Schronisko Młodzieżowe, ul. Kopernika 4, 64-113 Osieczna";"gm. Osieczna";"leszczyński";"wielkopolskie";"1090";"1198";"479";"611";"1";"4";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"18";"7";"11";"0";"593";"277";"52";"264"
"44e0-2868-3c38-e243-576f-7c19-7fe8-77ad";"301303";"94";"5";"wieś";"stały";"Zespół Szkół, Świerczyna 43A, 64-113 Osieczna";"gm. Osieczna";"leszczyński";"wielkopolskie";"1050";"1146";"434";"616";"1";"2";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"13";"4";"9";"0";"603";"343";"44";"216"
"8868-c99e-77c8-8fe2-5ed1-bdaf-c0f7-38a0";"301303";"94";"6";"miasto";"zakład leczniczy";"Centrum Rehabilitacji im. Prof. Mieczysława Walczaka, ul. Zamkowa 2, 64-113 Osieczna";"gm. Osieczna";"leszczyński";"wielkopolskie";"80";"77";"19";"61";"0";"4";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"61";"3";"2";"1";"0";"58";"29";"3";"26"
"7d2c-a95c-3d45-21aa-94f1-7ca8-79b3-4f87";"301304";"94";"1";"miasto i wieś";"stały";"Hala sportowa Rydzyna, Jana Kazimierza 1, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"1140";"1225";"246";"894";"2";"3";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"19";"4";"15";"0";"875";"279";"81";"515"
"0cc3-2240-8b9c-5be4-9512-65bd-5da5-769e";"301304";"94";"2";"miasto";"stały";"Rydzyński Ośrodek Kultury, Rynek 7, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"1030";"1120";"297";"733";"0";"3";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"13";"1";"12";"0";"720";"309";"57";"354"
"749a-8e5a-5895-194d-90ab-7617-7368-cc64";"301304";"94";"3";"wieś";"stały";"Środowiskowa Sala Sportowa, Dąbcze Sportowa 3, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"1160";"1265";"352";"808";"0";"5";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"13";"0";"13";"0";"795";"238";"70";"487"
"dc95-9e18-3ac7-7d6b-7465-c80a-87d1-5b69";"301304";"94";"4";"wieś";"stały";"Świetlica wiejska, Nowa Wieś 28a, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"380";"410";"142";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"10";"1";"9";"0";"228";"107";"16";"105"
"90ea-7c2b-4443-951d-0d35-e6b0-12c9-0931";"301304";"94";"5";"wieś";"stały";"Świetlica wiejska, Kaczkowo 29, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"660";"718";"258";"402";"1";"0";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"7";"3";"4";"0";"395";"213";"35";"147"
"ba0d-87d0-1655-0e94-b63e-c12c-79f3-0816";"301304";"94";"6";"wieś";"stały";"Przedszkole, Jabłonna 36a, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"260";"275";"136";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"4";"1";"3";"0";"120";"76";"13";"31"
"029c-3ac4-8d4c-74ba-a9be-3f08-0330-2af0";"301304";"94";"7";"wieś";"stały";"Świetlica wiejska, Tarnowa Łąka 75, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"250";"267";"118";"132";"0";"1";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"7";"0";"7";"0";"125";"38";"17";"70"
"d061-8e28-86c9-c603-94d7-7ac4-e804-8c16";"301304";"94";"8";"wieś";"stały";"Świetlica wiejska, Moraczewo 59, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"410";"449";"123";"287";"0";"1";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"6";"3";"3";"0";"281";"106";"29";"146"
"f1d4-e0a1-cd16-df73-7a2b-b985-c3b7-26a2";"301304";"94";"9";"wieś";"stały";"Świetlica wiejska, Kłoda 52a, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"910";"983";"347";"563";"0";"2";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"8";"1";"7";"0";"555";"214";"45";"296"
"3a5a-3210-13c6-3ddd-302c-2c23-a30f-3c84";"301304";"94";"10";"wieś";"stały";"Świetlica wiejska, Tworzanice 22, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"500";"543";"232";"268";"0";"2";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"5";"1";"4";"0";"263";"136";"36";"91"
"022c-03e6-8465-c7d1-d7d5-d3ce-78cd-d0d1";"301304";"94";"11";"wieś";"dom pomocy społecznej";"NZOZ Zakład Pielęgnacyjno-Opiekuńczy ""Niezapominajka"", Dąbcze 25, 64-130 Rydzyna";"gm. Rydzyna";"leszczyński";"wielkopolskie";"50";"40";"31";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"2";"0";"2";"0";"17";"3";"5";"9"
"8095-8669-688a-1e23-1095-b8db-a9d3-0a8c";"301305";"94";"1";"wieś";"stały";"Szkoła Podstawowa w Święciechowie, ul. Szkolna 15, 64-115 Święciechowa";"gm. Święciechowa";"leszczyński";"wielkopolskie";"2110";"2307";"588";"1522";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1522";"0";"0";"1522";"29";"9";"20";"0";"1493";"599";"109";"785"
"65a4-ca0b-4af0-a1de-b21a-5e60-fc15-a717";"301305";"94";"2";"wieś";"stały";"Samorządowy Ośrodek Kultury w Święciechowie, ul. Śmigielska 1a, 64-115 Święciechowa";"gm. Święciechowa";"leszczyński";"wielkopolskie";"1580";"1719";"679";"901";"0";"1";"0";"0";"0";"0";"0";"0";"0";"901";"0";"0";"901";"21";"5";"16";"0";"880";"304";"64";"512"
"4b53-a93e-0131-36a6-013e-64de-66b7-36df";"301305";"94";"3";"wieś";"stały";"Szkoła Podstawowa w Lasocicach, Lasocice ul. Szkolna 13, 64-100 Leszno";"gm. Święciechowa";"leszczyński";"wielkopolskie";"1010";"1090";"332";"678";"0";"1";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"16";"2";"14";"0";"662";"255";"71";"336"
"2610-2600-e3f5-b2d3-aa4f-f5a8-8ebd-82db";"301305";"94";"4";"wieś";"stały";"Szkoła Podstawowa w Długiem Starem, Długie Stare ul. Leszczyńska 1, 64-100 Leszno";"gm. Święciechowa";"leszczyński";"wielkopolskie";"900";"990";"345";"555";"0";"3";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"7";"0";"7";"0";"548";"223";"46";"279"
"f5f0-066f-0ae4-feb9-3785-2757-003b-4df3";"301306";"94";"1";"wieś";"stały";"Branżowa Szkoła I stopnia w Brennie, Brenno ul. Kościelna 1, 64-150 WIJEWO";"gm. Wijewo";"leszczyński";"wielkopolskie";"1220";"1385";"413";"807";"0";"48";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"17";"2";"15";"0";"790";"378";"75";"337"
"9c66-6236-7b64-5ed5-6bea-3255-25ac-f724";"301306";"94";"2";"wieś";"stały";"Szkoła Podstawowa w Wijewie, Wijewo ul. Powstańców Wielkopolskich 12, 64-150 WIJEWO";"gm. Wijewo";"leszczyński";"wielkopolskie";"1430";"1569";"520";"910";"0";"6";"0";"0";"0";"0";"0";"0";"0";"910";"0";"0";"910";"42";"13";"29";"0";"868";"395";"104";"369"
"af26-efc5-83b9-67c0-df70-8e68-ad7f-9bdd";"301307";"94";"1";"wieś";"stały";"Sala masońska, ul. Kurpińskiego 29, 64-140 Włoszakowice";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"1430";"1597";"414";"1016";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1015";"0";"0";"1015";"23";"5";"18";"0";"992";"290";"102";"600"
"f6bb-9741-7d9e-3c2c-f853-83e7-5850-2d71";"301307";"94";"2";"wieś";"stały";"Szkoła Podstawowa, Dłużyna ul. Szkolna 1, 64-140 Włoszakowice";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"1290";"1423";"482";"808";"0";"0";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"16";"3";"13";"0";"792";"408";"76";"308"
"2ce5-2438-93e5-1f1d-0b47-59d7-997a-93d7";"301307";"94";"3";"wieś";"stały";"Szkoła Podstawowa, Jezierzyce Kościelne Szkolna 25, 64-117 Krzycko Małe";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"620";"673";"254";"366";"0";"4";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"8";"2";"6";"0";"358";"196";"28";"134"
"c8a9-5436-71a9-e986-4b8f-f504-1f6f-c187";"301307";"94";"4";"wieś";"stały";"Szkoła Podstawowa, Bukówiec Górny ul. Powstańców Wlkp. 114, 64-140 Włoszakowice";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"1160";"1278";"409";"751";"1";"1";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"12";"0";"12";"0";"739";"362";"65";"312"
"f719-6f53-d231-15dd-ca41-ebf2-1abe-5642";"301307";"94";"5";"wieś";"stały";"Szkoła Podstawowa, Krzycko Wielkie ul. Szkolna 6, 64-117 Krzycko Małe";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"1090";"1195";"455";"635";"0";"0";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"10";"1";"9";"0";"625";"288";"65";"272"
"b484-49ef-e14e-c293-f3dc-ef5f-471b-2c4d";"301307";"94";"6";"wieś";"stały";"Sala widowiskowa, ul. Kurpińskiego 29, 64-140 Włoszakowice";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"1070";"1181";"315";"755";"0";"22";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"16";"6";"10";"0";"739";"281";"86";"372"
"cbf7-f86c-f1ca-2a99-cc45-61f6-716b-07c9";"302201";"94";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Lipowa 2 Budynek C, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"880";"940";"284";"596";"0";"0";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"17";"2";"15";"0";"579";"221";"63";"295"
"1364-c1c2-deb8-53fd-32f2-bdc0-dbcd-9855";"302201";"94";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Lipowa 2 Budynek C, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"1262";"1354";"474";"788";"0";"2";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"28";"7";"21";"0";"760";"268";"96";"396"
"07a6-2b63-f4f3-57b2-7807-28c8-efb9-5843";"302201";"94";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Lipowa 2 Budynek B, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"1470";"1614";"593";"877";"0";"10";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"26";"2";"24";"0";"851";"298";"100";"453"
"8496-4fbc-61da-928e-d18f-0f5e-c8da-c6f8";"302201";"94";"4";"wieś";"stały";"Szkoła Podstawowa, Golina Wielka 65A, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"1131";"1238";"500";"631";"0";"2";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"31";"30";"1";"0";"600";"274";"72";"254"
"25ba-7afe-dc7c-dc86-96ef-3c54-2f34-be1b";"302201";"94";"5";"wieś";"stały";"Świetlica wiejska, Zaborowice 5A, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"782";"853";"401";"381";"0";"2";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"7";"1";"6";"0";"374";"200";"45";"129"
"ecff-eef3-8d93-3668-6a48-83db-e626-fc9e";"302201";"94";"6";"wieś";"stały";"Szkoła Podstawowa, Gościejewice 31, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"630";"691";"326";"304";"0";"2";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"7";"1";"6";"0";"297";"161";"33";"103"
"0118-5326-0562-f4e9-8196-44c7-e905-26a8";"302201";"94";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Pakówka 42, 63-940 Bojanowo";"gm. Bojanowo";"rawicki";"wielkopolskie";"70";"61";"45";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"2";"1";"1";"0";"23";"10";"4";"9"
"aaae-be0f-bc1f-07fe-25ac-398b-0e4f-9f92";"302202";"94";"1";"miasto";"stały";"Gminne Centrum Kultury i Rekreacji w Jutrosinie, ul. A. Mickiewicza 2, 63-930 Jutrosin";"gm. Jutrosin";"rawicki";"wielkopolskie";"1390";"1542";"476";"914";"0";"3";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"14";"0";"14";"0";"900";"381";"116";"403"
"8885-3121-c342-eac8-71ed-c5b4-f938-4a5d";"302202";"94";"2";"miasto";"stały";"Gminne Centrum Kultury i Rekreacji w Jutrosinie, ul. A. Mickiewicza 2, 63-930 Jutrosin";"gm. Jutrosin";"rawicki";"wielkopolskie";"1390";"1528";"747";"643";"0";"6";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"16";"2";"14";"0";"627";"348";"79";"200"
"9eab-580b-649d-8645-31d2-d83f-5eaa-2f12";"302202";"94";"3";"wieś";"stały";"Szkoła Podstawowa, Dubin 150, 63-930 Jutrosin";"gm. Jutrosin";"rawicki";"wielkopolskie";"1049";"1150";"473";"576";"0";"0";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"18";"10";"8";"0";"558";"328";"77";"153"
"47d9-fa81-298b-acbd-93b1-f27b-e8b1-c344";"302202";"94";"4";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Ratajczaka, Szkaradowo 1, 63-930 Jutrosin";"gm. Jutrosin";"rawicki";"wielkopolskie";"1140";"1240";"467";"673";"0";"2";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"12";"4";"8";"0";"661";"368";"72";"221"
"6033-8633-6a36-5f2c-37d8-f00a-71e9-19c6";"302203";"94";"1";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. I. Buszy 22, 63-910 Miejska Górka";"gm. Miejska Górka";"rawicki";"wielkopolskie";"1130";"1249";"376";"754";"0";"7";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"20";"5";"15";"0";"734";"284";"127";"323"
"4310-cb32-9caa-389e-14cc-7cc3-131f-5edb";"302203";"94";"2";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. I. Buszy 22, 63-910 Miejska Górka";"gm. Miejska Górka";"rawicki";"wielkopolskie";"1190";"1303";"386";"804";"1";"7";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"21";"5";"16";"0";"783";"304";"177";"302"
"4eb9-bb9c-adb6-7822-71ff-ebda-2913-08d1";"302203";"94";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Konarach, Konary 56, 63-910 Miejska Górka";"gm. Miejska Górka";"rawicki";"wielkopolskie";"950";"1043";"413";"537";"0";"1";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"24";"0";"24";"0";"513";"269";"85";"159"
"5d38-4771-1675-117c-8862-1789-eb81-45d0";"302203";"94";"4";"wieś";"stały";"Szkoła Podstawowa, Sobiałkowo 95, 63-910 Miejska Górka";"gm. Miejska Górka";"rawicki";"wielkopolskie";"770";"844";"328";"442";"0";"3";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"11";"4";"7";"0";"431";"249";"71";"111"
"e0fc-48a8-e6fa-203a-4241-351a-571f-98ed";"302203";"94";"5";"wieś";"stały";"Zespół Szkół, Dłoń 53, 63-910 Miejska Górka";"gm. Miejska Górka";"rawicki";"wielkopolskie";"910";"993";"422";"488";"0";"2";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"10";"1";"9";"0";"478";"232";"68";"178"
"23a3-dda6-f1a3-fc5c-fb6a-2bb5-6bba-7c3d";"302203";"94";"6";"wieś";"stały";"Hala Widowiskowo-Sportowa, ul. I. Buszy 22, 63-910 Miejska Górka";"gm. Miejska Górka";"rawicki";"wielkopolskie";"1700";"1869";"792";"908";"2";"2";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"24";"4";"20";"0";"884";"469";"154";"261"
"e915-89f2-5839-806f-2af5-b38c-76f2-e469";"302204";"94";"1";"wieś";"stały";"Szkoła Podstawowa w Chojnie, Chojno 6a, 63-921 Chojno";"gm. Pakosław";"rawicki";"wielkopolskie";"1100";"1204";"414";"686";"1";"2";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"16";"4";"12";"0";"670";"350";"90";"230"
"7070-a3b5-4293-5945-4d4f-13fb-0379-1124";"302204";"94";"2";"wieś";"stały";"Dom Pomocy Społecznej w Osieku, Osiek 54, 63-920 Pakosław";"gm. Pakosław";"rawicki";"wielkopolskie";"560";"610";"248";"312";"0";"2";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"3";"0";"3";"0";"309";"186";"32";"91"
"8424-bbf6-9c29-90d7-57fe-c1fb-90a6-26f0";"302204";"94";"3";"wieś";"stały";"Szkoła Podstawowa im. Marii Skłodowskiej Curie w Pakosławiu, ul. Parkowa 15, 63-920 Pakosław";"gm. Pakosław";"rawicki";"wielkopolskie";"1090";"1195";"383";"707";"1";"4";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"16";"0";"16";"0";"691";"350";"86";"255"
"cfbf-2369-34e2-6a77-8296-be11-2e1c-f86c";"302204";"94";"4";"wieś";"stały";"Szkoła Filialna w Sowach, Sowy 75, 63-920 Pakosław";"gm. Pakosław";"rawicki";"wielkopolskie";"620";"673";"285";"335";"0";"1";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"9";"1";"8";"0";"325";"182";"32";"111"
"b917-6b38-9756-1544-1fa7-f588-357d-aef2";"302205";"94";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 w Rawiczu, ul. Szkolna 3, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1260";"1375";"452";"808";"0";"2";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"17";"7";"10";"0";"791";"331";"108";"352"
"f727-f90e-af1a-3c32-015e-8b3e-9527-0e2f";"302205";"94";"2";"miasto";"stały";"Szkoła Podstawowa Nr 6 w Sierakowie, Sierakowo ul. Przyjmy Przyjemskiego 35, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1000";"1082";"313";"687";"2";"3";"1";"1";"0";"0";"0";"0";"1";"688";"1";"0";"688";"7";"2";"5";"0";"681";"249";"75";"357"
"1dcf-baea-eca9-8ac9-ef26-61f7-826c-0b6f";"302205";"94";"3";"miasto";"stały";"I Liceum Ogólnokształcące w Rawiczu, Wały Jarosława Dąbrowskiego 29, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"870";"940";"303";"567";"1";"8";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"15";"3";"12";"0";"552";"203";"60";"289"
"4999-90ef-7154-5b60-48d9-e6b2-5e36-8e1f";"302205";"94";"4";"miasto";"stały";"Przedszkole Nr 5 ""Pod Grzybkiem"" w Rawiczu, ul. Sarnowska 9a, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1610";"1751";"513";"1097";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1097";"0";"0";"1097";"28";"11";"17";"0";"1069";"368";"110";"591"
"f52d-e06c-4e51-ab06-b8ce-b928-ce8f-5722";"302205";"94";"5";"miasto";"stały";"Zespół Szkół Zawodowych w Rawiczu, ul. Hallera 12, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1370";"1466";"498";"872";"0";"5";"1";"1";"0";"0";"0";"0";"1";"873";"1";"0";"873";"21";"3";"18";"0";"852";"286";"87";"479"
"0880-8fe2-62c4-3bb8-2d98-f1a4-eea5-03de";"302205";"94";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Rawiczu, Wały Jarosława Dąbrowskiego 1, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"810";"889";"283";"526";"1";"0";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"11";"1";"10";"0";"515";"179";"34";"302"
"97d6-e92e-787d-6df1-170e-83ba-d39b-1e4a";"302205";"94";"7";"miasto";"stały";"Przedszkole Nr 6 w Rawiczu, ul. Mikołajewicza 23, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1583";"1739";"523";"1060";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1060";"0";"0";"1060";"19";"6";"13";"0";"1041";"297";"103";"641"
"1a84-3fc7-0478-b468-c07d-7d44-a919-7194";"302205";"94";"8";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Rawiczu, ul. Broniewskiego 5, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1700";"1838";"649";"1051";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"16";"0";"16";"0";"1034";"372";"100";"562"
"8040-6b84-bed4-1806-c0a1-b49f-1b02-9758";"302205";"94";"9";"miasto";"stały";"Dom Kultury w Rawiczu, ul. Targowa 1, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1160";"1247";"405";"755";"0";"2";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"16";"2";"14";"0";"739";"230";"75";"434"
"a65e-34b5-1ba4-05ad-ea5b-e5d6-5a63-fb77";"302205";"94";"10";"miasto";"stały";"Filia Rawickiej Biblioteki Publicznej w Rawiczu, ul. Staszica 4, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"629";"681";"267";"362";"0";"2";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"7";"0";"7";"0";"355";"134";"36";"185"
"4883-ec5e-e554-3476-ba24-7879-9aaa-746d";"302205";"94";"11";"miasto";"stały";"Budynek Oświatowy w Rawiczu, ul. Szarych Szeregów 3, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1100";"1188";"463";"637";"0";"2";"0";"0";"0";"0";"0";"0";"0";"637";"0";"0";"637";"8";"3";"5";"0";"629";"252";"74";"303"
"3dbe-45d1-1f7d-b03f-a646-8b6d-5e4f-af35";"302205";"94";"12";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Rawiczu, ul. Mickiewicza 16, 63-900 Rawicz";"gm. Rawicz";"rawicki";"wielkopolskie";"1349";"1464";"551";"798";"1";"1";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"13";"3";"10";"0";"785";"270";"80";"435"
