"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jacek BURY";"Wojciech Jan GÓRSKI";"Krzysztof Stefan MICHAŁKIEWICZ"
"90f4-d41a-ccb3-f3bf-3661-b4af-cf78-04ab";"066301";"16";"110";"miasto";"stały";"Szkoła Podstawowa nr 34 im. Kornela Makuszyńskiego, ul. Ireny Kosmowskiej 3, 20-815 Lublin";"m. Lublin";"Lublin";"lubelskie";"1827";"2005";"404";"1423";"4";"13";"0";"0";"0";"0";"0";"0";"0";"1422";"0";"0";"1422";"23";"12";"11";"0";"1399";"721";"107";"571"
"a4ae-7f1b-6807-e18d-8f22-f2d8-91f0-0023";"066301";"16";"111";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Króla Władysława Łokietka, ul. Smyczkowa 3, 20-844 Lublin";"m. Lublin";"Lublin";"lubelskie";"1762";"1912";"424";"1338";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1338";"0";"0";"1338";"24";"4";"20";"0";"1314";"610";"102";"602"
"9507-b346-1311-d604-389d-283b-dff7-53e8";"066301";"16";"112";"miasto";"stały";"Przedszkole z Oddziałem Integracyjnym nr 70 w Lublinie, ul. Smyczkowa 2, 20-844 Lublin";"m. Lublin";"Lublin";"lubelskie";"1530";"1659";"409";"1121";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"22";"4";"18";"0";"1099";"497";"81";"521"
"b8eb-1877-2c6a-dc5c-cdb3-8d2b-ea66-4194";"066301";"16";"113";"miasto";"stały";"Przedszkole nr 2, ul. Lawinowa 7, 20-864 Lublin";"m. Lublin";"Lublin";"lubelskie";"1327";"1486";"289";"1038";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"10";"5";"5";"0";"1028";"499";"79";"450"
"a832-a44b-f40e-feb5-9b9c-b113-a9f0-ae25";"066301";"16";"114";"miasto";"stały";"Przedszkole Specjalne nr 11, ul. Młodej Polski 30, 20-863 Lublin";"m. Lublin";"Lublin";"lubelskie";"1682";"1868";"346";"1336";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1336";"0";"0";"1336";"30";"13";"17";"0";"1306";"695";"78";"533"
"8ebf-2d39-f0a9-4275-3e30-e993-5b67-1970";"066301";"16";"115";"miasto";"stały";"Dzielnicowy Dom Kultury SM „CZECHÓW”, ul. Jana Kiepury 5a, 20-838 Lublin";"m. Lublin";"Lublin";"lubelskie";"1301";"1423";"349";"952";"1";"7";"0";"0";"0";"0";"0";"0";"0";"952";"0";"0";"952";"18";"7";"11";"0";"934";"466";"70";"398"
"3cdf-2165-5e7f-7d28-2b69-6824-3bc2-c710";"066301";"16";"116";"miasto";"stały";"Przedszkole nr 56, ul. Kurantowa 3, 20-836 Lublin";"m. Lublin";"Lublin";"lubelskie";"1245";"1339";"328";"917";"0";"5";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"19";"4";"15";"0";"898";"416";"63";"419"
"4587-1b99-cf81-f360-b570-8c25-fe9b-e526";"066301";"16";"117";"miasto";"stały";"Przedszkole nr 58, ul. Radzyńska 16, 20-850 Lublin";"m. Lublin";"Lublin";"lubelskie";"1422";"1523";"434";"988";"2";"7";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"19";"3";"16";"0";"969";"519";"99";"351"
"7cd1-a6de-016e-c667-3654-bffa-d82c-0ae7";"066301";"16";"118";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 1 im. Zbigniewa Herberta, ul. Radzyńska 5, 20-850 Lublin";"m. Lublin";"Lublin";"lubelskie";"1301";"1437";"308";"993";"1";"10";"0";"0";"0";"0";"0";"0";"0";"991";"0";"0";"991";"12";"3";"9";"0";"979";"478";"65";"436"
"7cdb-4ab8-ff5e-1a4a-434a-326a-d3d3-f031";"066301";"16";"119";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 1 im. Zbigniewa Herberta, ul. Radzyńska 5, 20-850 Lublin";"m. Lublin";"Lublin";"lubelskie";"1435";"1563";"358";"1077";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"17";"4";"13";"0";"1060";"501";"78";"481"
"b5d0-55dd-de60-a35f-015b-a41f-e924-e603";"066301";"16";"120";"miasto";"stały";"Specjalistyka Czechów Sp. z o. o., al. Kompozytorów Polskich 8a, 20-848 Lublin";"m. Lublin";"Lublin";"lubelskie";"1119";"1227";"235";"884";"0";"11";"0";"0";"0";"0";"0";"0";"0";"884";"0";"0";"884";"18";"4";"14";"0";"866";"480";"73";"313"
"45ce-279d-7bfc-16e2-ee8f-c22f-e0e6-fff5";"066301";"16";"121";"miasto";"stały";"Spółdzielnia Mieszkaniowa „RUDNIK”, ul. Nowowiejskiego 6, 20-880 Lublin";"m. Lublin";"Lublin";"lubelskie";"1196";"1360";"199";"997";"1";"27";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"9";"2";"7";"0";"987";"574";"81";"332"
"2784-c8df-2f76-ae6a-2f2b-a4d2-2347-83f9";"066301";"16";"122";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy nr 1, al. Spółdzielczości Pracy 65, 20-147 Lublin";"m. Lublin";"Lublin";"lubelskie";"1371";"1545";"255";"1116";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"0";"1116";"20";"7";"13";"0";"1096";"649";"90";"357"
"a8e4-958e-b482-9867-183d-5976-959b-5932";"066301";"16";"123";"miasto";"stały";"Gminna Spółdzielnia „Samopomoc Chłopska” w Wólce, ul. Turystyczna 132, 20-230 Lublin";"m. Lublin";"Lublin";"lubelskie";"440";"486";"159";"281";"1";"1";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"5";"3";"2";"0";"276";"92";"22";"162"
"5378-ccfa-2e1a-50b9-2dbc-d2d3-c744-a151";"066301";"16";"124";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy nr 1, al. Spółdzielczości Pracy 65, 20-147 Lublin";"m. Lublin";"Lublin";"lubelskie";"2016";"2251";"393";"1623";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1619";"0";"0";"1619";"28";"7";"21";"0";"1591";"980";"103";"508"
"1b72-af14-6f84-cf55-0856-3d25-682f-1a92";"066301";"16";"125";"miasto";"stały";"Budynek parafii rzymsko-katolickiej pw. św. Antoniego Padewskiego, ul. Kasztanowa 1, 20-138 Lublin";"m. Lublin";"Lublin";"lubelskie";"1095";"1178";"308";"787";"1";"5";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"12";"4";"8";"0";"775";"362";"43";"370"
"743c-c4e7-fca4-a2a2-786c-7a3d-999f-b104";"066301";"16";"126";"miasto";"stały";"Urząd Miasta Lublin Miejski Zespół do Spraw Orzekania o Niepełnosprawności w Lublinie, ul. Magnoliowa 2, 20-143 Lublin";"m. Lublin";"Lublin";"lubelskie";"1200";"1291";"312";"888";"0";"5";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"21";"9";"12";"0";"867";"393";"60";"414"
"145d-c9b5-e819-2ecd-769f-21d2-b636-5584";"066301";"16";"127";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Adama Mickiewicza, ul. Hiacyntowa 69, 20-143 Lublin";"m. Lublin";"Lublin";"lubelskie";"1606";"1820";"421";"1185";"5";"10";"0";"0";"0";"0";"0";"0";"0";"1185";"0";"0";"1185";"18";"7";"11";"0";"1167";"579";"64";"524"
"8d80-7b3d-95e9-fcfc-8f60-3871-7fab-0c22";"066301";"16";"128";"miasto";"stały";"Niepubliczne Przedszkole „Krasnal 2”, ul. Owocowa 6, 20-140 Lublin";"m. Lublin";"Lublin";"lubelskie";"1710";"1829";"418";"1292";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1292";"0";"0";"1292";"24";"8";"16";"0";"1268";"597";"113";"558"
"b9df-f37e-d5b8-15eb-8c60-5129-abc8-28f2";"066301";"16";"129";"miasto";"stały";"Zakład Obsługi Nieruchomości „ADMINA” Sp. z o. o., ul. Marii Koryznowej 2c, 20-137 Lublin";"m. Lublin";"Lublin";"lubelskie";"967";"1051";"300";"667";"0";"6";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"14";"1";"13";"0";"653";"317";"52";"284"
"ab77-91ab-551c-58d4-7fdd-2843-8671-b90e";"066301";"16";"130";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 4 im. Orląt Lwowskich, ul. Kazimierza Tumidajskiego 6a, 20-247 Lublin";"m. Lublin";"Lublin";"lubelskie";"1249";"1343";"332";"917";"0";"4";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"16";"2";"14";"0";"901";"384";"73";"444"
"fd6a-42aa-d4cd-cf58-220d-35fc-8766-f219";"066301";"16";"131";"miasto";"stały";"Przedszkole nr 59, ul. Niepodległości 12a, 20-246 Lublin";"m. Lublin";"Lublin";"lubelskie";"1330";"1427";"388";"942";"1";"7";"0";"0";"0";"0";"0";"0";"0";"942";"0";"0";"942";"22";"6";"16";"0";"920";"431";"74";"415"
"69a3-cec2-fe3b-3f53-3715-825b-9d47-c24a";"066301";"16";"132";"miasto";"stały";"Administracja Osiedla „NIEPODLEGŁOŚCI”, ul. Kazimierza Tumidajskiego 24, 20-247 Lublin";"m. Lublin";"Lublin";"lubelskie";"1148";"1236";"303";"845";"3";"5";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"16";"9";"7";"0";"828";"391";"65";"372"
"471c-289a-4faa-6bdc-c1b1-9f34-44aa-9eba";"066301";"16";"133";"miasto";"stały";"NZOZ „MELISA”, ul. Niepodległości 9, 20-246 Lublin";"m. Lublin";"Lublin";"lubelskie";"1933";"2091";"467";"1466";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1464";"0";"0";"1464";"34";"3";"31";"0";"1430";"624";"112";"694"
"fa5a-bdfd-f570-e890-84cb-4775-332c-725a";"066301";"16";"134";"miasto";"stały";"RSM MOTOR, ul. Ignacego Daszyńskiego 4, 20-250 Lublin";"m. Lublin";"Lublin";"lubelskie";"1596";"1701";"412";"1184";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"25";"6";"19";"0";"1159";"498";"82";"579"
"980b-bc38-ec83-1c6d-f83f-37bd-5037-4dd4";"066301";"16";"135";"miasto";"stały";"Zespół Ośrodków Wsparcia w Lublinie, ul. Lwowska 28, 20-128 Lublin";"m. Lublin";"Lublin";"lubelskie";"1610";"1729";"560";"1050";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"11";"5";"6";"0";"1039";"520";"78";"441"
"0660-5159-560e-f03c-b407-fbf8-5458-a647";"066301";"16";"136";"miasto";"stały";"Przedszkole nr 13, ul. Stefana Okrzei 9, 20-138 Lublin";"m. Lublin";"Lublin";"lubelskie";"1282";"1402";"423";"859";"1";"5";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"9";"0";"9";"0";"850";"391";"75";"384"
"8359-08e5-6797-7d80-9e1e-1b77-aa2b-6326";"066301";"16";"137";"miasto";"stały";"Siedziba Rady i Zarządu Dzielnicy KALINOWSZCZYZNA, ul. Franciszka Kleeberga 12a, 20-243 Lublin";"m. Lublin";"Lublin";"lubelskie";"1498";"1633";"400";"1098";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1096";"0";"0";"1096";"24";"6";"18";"0";"1072";"482";"77";"513"
"1a14-3bcf-7fd8-c093-893c-595b-4b62-8261";"066301";"16";"138";"miasto";"stały";"Przedszkole nr 50, ul. Podzamcze 7a, 20-126 Lublin";"m. Lublin";"Lublin";"lubelskie";"1342";"1448";"534";"808";"2";"3";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"20";"17";"3";"0";"788";"374";"52";"362"
"3de1-a78c-9119-0ea5-92f8-d716-49f8-9283";"066301";"16";"139";"miasto";"stały";"Zespół Szkół Odzieżowo-Włókienniczych im. Władysława Stanisława Reymonta, ul. Lwowska 11, 20-128 Lublin";"m. Lublin";"Lublin";"lubelskie";"1223";"1335";"352";"871";"1";"10";"0";"0";"0";"0";"0";"0";"0";"871";"0";"0";"871";"10";"5";"5";"0";"861";"390";"48";"423"
"c023-1b75-0ada-9119-abe8-1576-b4be-b753";"066301";"16";"140";"miasto";"stały";"Przedszkole nr 52, ul. Józefa Kustronia 10, 20-241 Lublin";"m. Lublin";"Lublin";"lubelskie";"974";"1054";"291";"683";"1";"4";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"7";"0";"7";"0";"676";"324";"44";"308"
"59fd-6617-f4d0-3b61-b058-7c83-3975-79d4";"066301";"16";"141";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Henryka Sienkiewicza, ul. Kalinowszczyzna 70, 20-201 Lublin";"m. Lublin";"Lublin";"lubelskie";"816";"827";"270";"546";"0";"4";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"8";"1";"7";"0";"538";"256";"39";"243"
"3bab-bbcc-4986-0da4-f8ab-c7c5-114d-6e2f";"066301";"16";"142";"miasto";"stały";"Szkoła Podstawowa nr 27 im. Marii Montessori, ul. Kresowa 1, 20-215 Lublin";"m. Lublin";"Lublin";"lubelskie";"986";"1073";"477";"509";"0";"4";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"14";"8";"6";"0";"495";"196";"38";"261"
"6646-4354-67e1-616d-87f4-a79e-43ba-ad99";"066301";"16";"143";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 2, ul. Przyjaźni 12, 20-314 Lublin";"m. Lublin";"Lublin";"lubelskie";"907";"1001";"294";"613";"0";"7";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"12";"2";"10";"0";"601";"247";"44";"310"
"9d50-e48f-e7bd-7af0-2f74-f113-67b4-6ea4";"066301";"16";"144";"miasto";"stały";"Klub Osiedlowy „PRZYJAŹNI”, ul. Przyjaźni 13, 20-314 Lublin";"m. Lublin";"Lublin";"lubelskie";"941";"1029";"273";"668";"0";"6";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"10";"2";"8";"0";"658";"246";"46";"366"
"d89d-06a7-2989-d0f3-0d45-a987-bb55-6b47";"066301";"16";"145";"miasto";"stały";"Szkoła Podstawowa nr 27 im. Marii Montessori, ul. Kresowa 1, 20-215 Lublin";"m. Lublin";"Lublin";"lubelskie";"1056";"1140";"444";"612";"0";"2";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"21";"5";"16";"0";"591";"243";"41";"307"
"9172-f136-2f99-4c6b-6d50-b69d-d068-a38b";"066301";"16";"146";"miasto";"stały";"Siedziba Rady i Zarządu Dzielnicy TATARY, ul. Gospodarcza 32, 20-213 Lublin";"m. Lublin";"Lublin";"lubelskie";"915";"997";"348";"567";"1";"1";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"18";"6";"12";"0";"549";"258";"44";"247"
"d9b5-19b6-7136-b9c4-062d-3ff7-2f13-80ce";"066301";"16";"147";"miasto";"stały";"Publiczne Przedszkole Integracyjne nr 40 w Lublinie, ul. Gospodarcza 18, 20-213 Lublin";"m. Lublin";"Lublin";"lubelskie";"789";"856";"320";"469";"0";"0";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"9";"2";"7";"0";"460";"175";"43";"242"
"e671-07e5-6836-230d-13d1-9dc8-abac-8506";"066301";"16";"148";"miasto";"stały";"Przedszkole nr 44, ul. Maszynowa 6, 20-218 Lublin";"m. Lublin";"Lublin";"lubelskie";"1057";"1153";"485";"572";"0";"5";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"25";"7";"18";"0";"547";"255";"40";"252"
"1a34-4948-f32b-cecd-f633-b282-476b-59de";"066301";"16";"149";"miasto";"stały";"Szkoła Podstawowa nr 27 im. Marii Montessori, ul. Maszynowa 2, 20-218 Lublin";"m. Lublin";"Lublin";"lubelskie";"854";"903";"367";"487";"1";"1";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"14";"1";"13";"0";"473";"208";"33";"232"
"52e2-0cad-15e3-e461-4a51-22c9-6f29-d580";"066301";"16";"150";"miasto";"stały";"Filia DDK „Bronowice” Pracownia Kultury Tatary, ul. Hutnicza 28a, 20-218 Lublin";"m. Lublin";"Lublin";"lubelskie";"719";"775";"342";"377";"1";"3";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"6";"2";"4";"0";"371";"166";"31";"174"
"e0ad-b18f-c16e-7762-24c3-4740-064f-840c";"066301";"16";"151";"miasto";"stały";"Ośrodek Medyczny DMP Sp. z o. o., ul. Projektowa 5, 20-209 Lublin";"m. Lublin";"Lublin";"lubelskie";"486";"517";"186";"300";"0";"2";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"2";"0";"2";"0";"298";"134";"19";"145"
"aecf-7a93-fe2b-feec-6fbb-34f3-2535-fe32";"066301";"16";"152";"miasto";"stały";"Szkoła Podstawowa nr 48 im. Józefa Piłsudskiego, ul. Jana Kasprowicza 112, 20-232 Lublin";"m. Lublin";"Lublin";"lubelskie";"1640";"1764";"856";"784";"0";"0";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"19";"6";"13";"0";"765";"274";"78";"413"
"eb9b-ae32-e513-f8c9-9cd7-80c5-473b-585c";"066301";"16";"153";"miasto";"stały";"Przedszkole nr 84, ul. Zygmunta Augusta 28, 20-283 Lublin";"m. Lublin";"Lublin";"lubelskie";"292";"373";"84";"208";"0";"11";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"208";"4";"0";"4";"0";"204";"103";"15";"86"
"d1b1-0195-f640-4828-4218-758b-b588-4b7b";"066301";"16";"154";"miasto";"stały";"Szkoła Podstawowa nr 52 im. Marii Konopnickiej, ul. Władysława Jagiełły 11, 20-281 Lublin";"m. Lublin";"Lublin";"lubelskie";"1713";"1849";"494";"1219";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"27";"5";"22";"0";"1192";"594";"115";"483"
"c3e4-a4d7-2af8-eb49-4418-076a-1104-00af";"066301";"16";"155";"miasto";"stały";"Szkoła Podstawowa nr 52 im. Marii Konopnickiej, ul. Władysława Jagiełły 11, 20-281 Lublin";"m. Lublin";"Lublin";"lubelskie";"829";"905";"228";"601";"0";"5";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"10";"2";"8";"0";"591";"254";"55";"282"
"3e9d-1fd8-5ad9-2d64-0a1c-6e55-9766-5953";"066301";"16";"156";"miasto";"stały";"Miejska Biblioteka Publiczna im. Hieronima Łopacińskiego Filia nr 36, ul. Zygmunta Augusta 15, 20-283 Lublin";"m. Lublin";"Lublin";"lubelskie";"2252";"2541";"737";"1515";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1515";"0";"0";"1515";"23";"14";"9";"0";"1492";"652";"177";"663"
"ee54-8627-c398-8d15-2758-d5f3-398e-585b";"066301";"16";"157";"miasto";"stały";"Rodzinny Ogród Działkowy „Słonecznik”, ul. Rąblowska 13, 20-509 Lublin";"m. Lublin";"Lublin";"lubelskie";"698";"762";"253";"445";"1";"8";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"7";"3";"4";"0";"436";"185";"32";"219"
"70f1-3d93-8899-45de-aa3b-1844-2344-acb1";"066301";"16";"158";"miasto";"stały";"Szkoła Podstawowa nr 39 im. Szarych Szeregów, ul. Krężnicka 156, 20-518 Lublin";"m. Lublin";"Lublin";"lubelskie";"1514";"1638";"491";"1023";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"13";"4";"9";"0";"1010";"436";"87";"487"
"e0f6-0a0c-cc71-8982-ece5-3d83-3bb7-52fc";"066301";"16";"159";"miasto";"stały";"Żłobek nr 8, ul. Nałkowskich 102, 20-470 Lublin";"m. Lublin";"Lublin";"lubelskie";"2044";"2214";"565";"1479";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1478";"0";"0";"1478";"25";"6";"19";"0";"1453";"572";"117";"764"
"b41a-a76d-c895-9fff-89f0-a005-6ae1-b5d1";"066301";"16";"160";"miasto";"stały";"Szkoła Podstawowa nr 30 im. Króla Kazimierza Wielkiego, ul. Nałkowskich 110, 20-470 Lublin";"m. Lublin";"Lublin";"lubelskie";"1654";"1780";"499";"1155";"6";"2";"0";"0";"0";"0";"0";"0";"0";"1154";"0";"0";"1154";"10";"3";"7";"0";"1144";"452";"65";"627"
"3976-030e-0c13-1591-519f-243d-40f3-2950";"066301";"16";"161";"miasto";"stały";"Przedszkole nr 78, ul. Jana Samsonowicza 9, 20-485 Lublin";"m. Lublin";"Lublin";"lubelskie";"1750";"1909";"456";"1294";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1294";"0";"0";"1294";"13";"5";"8";"0";"1281";"530";"90";"661"
"e96f-40d0-da35-1373-40ac-6ccc-1bbd-64e2";"066301";"16";"162";"miasto";"stały";"Szkoła Podstawowa nr 30 im. Króla Kazimierza Wielkiego, ul. Nałkowskich 110, 20-470 Lublin";"m. Lublin";"Lublin";"lubelskie";"1676";"1884";"508";"1168";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1168";"0";"0";"1168";"25";"7";"18";"0";"1143";"454";"83";"606"
"6054-7625-287d-67d6-b011-a33c-3cf2-4925";"066301";"16";"163";"miasto";"stały";"Przedszkole nr 66, ul. Jana Samsonowicza 33a, 20-485 Lublin";"m. Lublin";"Lublin";"lubelskie";"1348";"1462";"466";"882";"1";"4";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"20";"5";"15";"0";"862";"358";"67";"437"
"899b-2445-10d5-685a-260d-5124-e931-ad6e";"066301";"16";"164";"miasto";"stały";"Szkoła Podstawowa nr 30 im. Króla Kazimierza Wielkiego, ul. Nałkowskich 110, 20-470 Lublin";"m. Lublin";"Lublin";"lubelskie";"831";"922";"182";"649";"0";"1";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"6";"0";"6";"0";"643";"364";"55";"224"
"924d-4769-c62e-8281-1202-836f-a62b-0550";"066301";"16";"165";"miasto";"stały";"Przedszkole nr 87, ul. Jacka Woronieckiego 11, 20-492 Lublin";"m. Lublin";"Lublin";"lubelskie";"1581";"1728";"276";"1305";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1305";"0";"0";"1305";"25";"8";"17";"0";"1280";"758";"123";"399"
"1439-db85-92bc-2a0b-0e66-c25c-e8e8-8019";"066301";"16";"166";"miasto";"stały";"PKP Zakład Linii Kolejowych w Lublinie Sekcja Eksploatacji, ul. Nowy Świat 31a, 20-418 Lublin";"m. Lublin";"Lublin";"lubelskie";"1307";"1442";"336";"971";"1";"4";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"19";"8";"11";"0";"952";"453";"82";"417"
"45c4-4de1-c4e6-b905-8ed5-3979-0ee5-710c";"066301";"16";"167";"miasto";"stały";"Budynek dotychczasowego Domu Kultury Kolejarza, ul. Władysława Kunickiego 35, 20-417 Lublin";"m. Lublin";"Lublin";"lubelskie";"1600";"1774";"644";"956";"2";"9";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"23";"9";"14";"0";"933";"380";"91";"462"
"22c3-6cb2-099c-2bcb-ef7c-d52d-e349-8812";"066301";"16";"168";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci i Młodzieży Niepełnosprawnych im. Prof. Zofii Sękowskiej w Lublinie, ul. Wyścigowa 31, 20-425 Lublin";"m. Lublin";"Lublin";"lubelskie";"764";"836";"254";"510";"0";"3";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"9";"1";"8";"0";"501";"210";"37";"254"
"8275-6761-ecdf-d7c9-4c79-b1bf-e009-abca";"066301";"16";"169";"miasto";"stały";"Szkoła Podstawowa nr 1 im. ks. Stanisława Konarskiego, ul. Władysława Kunickiego 116, 20-436 Lublin";"m. Lublin";"Lublin";"lubelskie";"1957";"2121";"545";"1412";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1412";"0";"0";"1412";"30";"9";"21";"0";"1382";"638";"106";"638"
"ce80-30c8-ade0-0eba-0bd2-37e7-2ffb-f27e";"066301";"16";"170";"miasto";"stały";"VI Liceum Ogólnokształcące im. Hugona Kołłątaja, ul. Adama Mickiewicza 36, 20-466 Lublin";"m. Lublin";"Lublin";"lubelskie";"2122";"2330";"523";"1599";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1599";"0";"0";"1599";"26";"7";"19";"0";"1573";"790";"129";"654"
"729d-9ae7-790b-dfd6-451f-9730-8b48-ca6d";"066301";"16";"171";"miasto";"stały";"Szkoła Podstawowa nr 40 im. Lubelskiego Lipca 1980, ul. Róży Wiatrów 9, 20-468 Lublin";"m. Lublin";"Lublin";"lubelskie";"1453";"1582";"416";"1037";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1037";"0";"0";"1037";"24";"12";"12";"0";"1013";"456";"81";"476"
"dfa3-7ce4-d873-c953-1f0a-f4ca-6c44-5dba";"066301";"16";"172";"miasto";"stały";"Żłobek nr 6, ul. Zbigniewa Herberta 12, 20-468 Lublin";"m. Lublin";"Lublin";"lubelskie";"1185";"1285";"334";"851";"4";"9";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"8";"2";"6";"0";"843";"375";"65";"403"
"6388-cf4d-19a3-e2f3-0500-7bbf-b9a8-2eb2";"066301";"16";"173";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Kochanowskiego, ul. Adama Mickiewicza 24, 20-433 Lublin";"m. Lublin";"Lublin";"lubelskie";"1347";"1443";"374";"973";"2";"10";"0";"0";"0";"0";"0";"0";"0";"973";"0";"0";"973";"12";"4";"8";"0";"961";"453";"62";"446"
"cbb2-e11f-8109-5027-f757-2632-e251-d0e6";"066301";"16";"174";"miasto";"stały";"VI Liceum Ogólnokształcące im. Hugona Kołłątaja, ul. Adama Mickiewicza 36, 20-466 Lublin";"m. Lublin";"Lublin";"lubelskie";"1007";"1064";"294";"713";"0";"12";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"4";"4";"0";"0";"709";"323";"48";"338"
