"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Cezary Paweł KASPRZAK";"Marek RUDNICKI";"Kazimierz Michał UJAZDOWSKI"
"de4f-b048-2b83-a04a-2df7-7aaa-ba38-fc66";"146510";"44";"10";"miasto";"stały";"Szkoła Podstawowa nr 210, Śródmieście ul. Karmelicka 13, 00-163 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2470";"2953";"449";"2021";"1";"44";"1";"1";"0";"0";"0";"0";"1";"2022";"1";"0";"2022";"41";"8";"33";"0";"1981";"351";"582";"1048"
"2266-a593-79ef-6de4-75c2-048f-208a-6265";"146510";"44";"11";"miasto";"stały";"V Liceum Ogólnokształcące, Śródmieście ul. Nowolipie 8, 00-150 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2100";"2461";"366";"1732";"0";"39";"1";"0";"0";"0";"0";"0";"0";"1734";"0";"2";"1732";"37";"16";"21";"0";"1695";"246";"597";"852"
"4840-96dc-0511-dbcb-bf80-e5bb-f99b-744c";"146510";"44";"12";"miasto";"stały";"Zespół Szkół Specjalnych nr 85, Śródmieście ul. Elektoralna 12/14, 00-139 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2438";"2979";"371";"2065";"2";"67";"2";"1";"0";"0";"0";"0";"1";"2068";"1";"0";"2068";"51";"16";"35";"0";"2017";"335";"618";"1064"
"41bc-7d7b-35bd-a2cf-07b3-937e-3888-42c4";"146510";"44";"13";"miasto";"stały";"Szkoła Podstawowa nr 220, Śródmieście Al. Jana Pawła II 26A, 00-133 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2385";"2751";"324";"2060";"5";"65";"3";"3";"0";"0";"0";"0";"3";"2062";"3";"0";"2062";"45";"8";"37";"0";"2017";"274";"595";"1148"
"1839-fa05-1985-7fa7-afb5-a674-1f4f-8794";"146510";"44";"14";"miasto";"stały";"Szkoła Podstawowa nr 75, Śródmieście ul. Niecała 14, 00-098 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1571";"1597";"342";"1229";"3";"66";"2";"2";"2";"0";"0";"0";"0";"1227";"0";"0";"1227";"29";"10";"19";"0";"1198";"178";"350";"670"
"8354-ab02-94f2-18ae-05f2-de01-2262-70bf";"146510";"44";"15";"miasto";"stały";"Przedszkole nr 7, Śródmieście ul. Sowia 4, 00-318 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1653";"1716";"435";"1218";"2";"71";"0";"0";"0";"0";"0";"0";"0";"1218";"0";"0";"1218";"29";"8";"21";"0";"1189";"194";"376";"619"
"4d75-4add-a3e2-6154-f54c-b258-00b0-68ad";"146510";"44";"16";"miasto";"stały";"LXXXIII Liceum Ogólnokształcące, Śródmieście ul. E. Konopczyńskiego 4, 00-335 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1560";"1791";"211";"1349";"3";"80";"1";"1";"0";"0";"0";"0";"1";"1350";"1";"0";"1350";"22";"4";"18";"0";"1328";"225";"462";"641"
"1572-a68d-87bd-cc43-7cb1-8c66-3256-d0f5";"146510";"44";"17";"miasto";"stały";"Szkoła Podstawowa nr 41, Śródmieście ul. Drewniana 8, 00-345 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1710";"2010";"129";"1581";"0";"70";"2";"1";"0";"0";"0";"0";"1";"1582";"1";"0";"1582";"45";"16";"29";"0";"1537";"202";"418";"917"
"dfb8-29e9-279d-9ce4-1860-8910-9461-bbcf";"146510";"44";"18";"miasto";"stały";"Centrum Pomocy Społecznej Dział Wsparcia Społecznego, Śródmieście ul. Twarda 1, 00-114 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2952";"3521";"394";"2558";"6";"146";"1";"1";"0";"0";"0";"0";"1";"2559";"1";"0";"2559";"73";"19";"54";"0";"2486";"353";"735";"1398"
"2881-c097-7387-9c6d-b17d-f6f0-e6ca-9131";"146510";"44";"19";"miasto";"stały";"CLVII Liceum Ogólnokształcące, Śródmieście ul. Świętokrzyska 18A, 00-052 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1426";"1719";"199";"1227";"2";"124";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"26";"13";"13";"0";"1200";"194";"375";"631"
"cdb9-a66d-4a6b-245d-719e-5a74-3455-58c8";"146510";"44";"20";"miasto";"stały";"Pałac Kultury i Nauki, wejście od pływalni Pałacu Młodzieży, Śródmieście Pl. Defilad 1, 00-110 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2804";"2935";"225";"2579";"6";"570";"1";"1";"0";"0";"0";"0";"1";"2585";"1";"0";"2585";"56";"20";"36";"0";"2529";"377";"761";"1391"
"c938-40f0-24ec-e428-0a40-fee8-b2e1-265f";"146510";"44";"21";"miasto";"stały";"Ministerstwo Rolnictwa i Rozwoju Wsi, Śródmieście ul. Wspólna 30, 00-519 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1790";"2181";"210";"1580";"4";"120";"0";"0";"0";"0";"0";"0";"0";"1580";"0";"0";"1580";"37";"7";"30";"0";"1543";"276";"500";"767"
"c854-1d2c-d957-7f78-ab1a-321b-0743-33ca";"146510";"44";"22";"miasto";"stały";"IX Liceum Ogólnokształcące, Śródmieście ul. Hoża 88, 00-682 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1699";"2011";"246";"1453";"3";"91";"0";"0";"0";"0";"0";"0";"0";"1453";"0";"0";"1453";"46";"12";"34";"0";"1407";"213";"493";"701"
"f8dd-d583-d614-79f5-2546-dad2-6b92-55f9";"146510";"44";"23";"miasto";"stały";"Szkoła Podstawowa nr 1, Śródmieście ul. Wilcza 53, 00-679 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1429";"1683";"135";"1293";"0";"68";"1";"1";"0";"0";"0";"0";"1";"1249";"1";"1";"1248";"30";"17";"13";"0";"1218";"259";"386";"573"
"03e8-8909-2c9e-556f-1caa-f3f7-d3bf-8e47";"146510";"44";"24";"miasto";"stały";"Szkoła Podstawowa nr 203, Śródmieście ul. ks. I. Skorupki 8, 00-546 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2797";"3164";"487";"2310";"2";"77";"0";"0";"0";"0";"0";"0";"0";"2310";"0";"0";"2310";"65";"28";"37";"0";"2245";"366";"724";"1155"
"1c58-fcbb-e866-d8ad-9b2c-8c8e-28e7-0ab5";"146510";"44";"25";"miasto";"stały";"Szkoła Podstawowa nr 211, Śródmieście ul. Nowy Świat 21A, 00-029 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1489";"1809";"155";"1334";"4";"117";"1";"1";"0";"0";"1";"0";"0";"1329";"0";"0";"1329";"30";"7";"23";"0";"1299";"230";"390";"679"
"1bea-1455-7133-bec6-7c2b-9ae6-6d6c-0d5d";"146510";"44";"26";"miasto";"stały";"XVIII Liceum Ogólnokształcące, Śródmieście ul. Smolna 30, 00-375 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1849";"2008";"390";"1459";"18";"97";"1";"1";"0";"0";"0";"0";"1";"1460";"1";"3";"1457";"25";"6";"19";"0";"1432";"244";"486";"702"
"8453-ea9e-83fd-aede-c8a2-5b30-f566-b41e";"146510";"44";"27";"miasto";"stały";"Szkoła Podstawowa nr 34, Śródmieście ul. L. Kruczkowskiego 12B, 00-380 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2050";"2330";"196";"1851";"3";"43";"0";"0";"0";"0";"0";"0";"0";"1852";"0";"12";"1840";"41";"13";"28";"0";"1799";"320";"470";"1009"
"9e8a-75d3-2a9d-b6c5-efa8-3fd1-5888-5b03";"146510";"44";"28";"miasto";"stały";"Szkoła Podstawowa nr 12, Śródmieście ul. Górnośląska 45, 00-458 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2070";"2527";"305";"1765";"5";"104";"0";"0";"0";"0";"0";"0";"0";"1765";"0";"0";"1765";"28";"10";"18";"0";"1737";"273";"514";"950"
"b944-8852-c1c6-b9c5-8904-19f1-87c4-08b6";"146510";"44";"29";"miasto";"stały";"Stołeczne Centrum Sportu Aktywna Warszawa, Śródmieście ul. Solec 71, 00-402 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1840";"2069";"208";"1632";"1";"39";"0";"0";"0";"0";"0";"0";"0";"1628";"0";"0";"1628";"40";"8";"32";"0";"1588";"256";"453";"879"
"3453-1f92-75c4-3f30-7467-22f4-1a25-5eaa";"146510";"44";"30";"miasto";"stały";"Przedszkole nr 44, Śródmieście ul. Ludna 8, 00-406 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2580";"2882";"300";"2280";"2";"78";"0";"0";"0";"0";"0";"0";"0";"2280";"0";"2";"2278";"51";"11";"40";"0";"2227";"296";"650";"1281"
"58c3-6843-cc20-02d2-382a-53ab-81c6-9e62";"146510";"44";"31";"miasto";"stały";"II Liceum Ogólnokształcące, Śródmieście ul. Myśliwiecka 6, 00-459 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1689";"1917";"179";"1510";"4";"57";"1";"1";"0";"0";"0";"0";"1";"1510";"1";"0";"1510";"30";"8";"22";"0";"1480";"256";"392";"832"
"a904-2be6-7657-1046-e2ce-8b8a-7b06-4ad1";"146510";"44";"32";"miasto";"stały";"Szkoła Podstawowa nr 29, Śródmieście ul. Fabryczna 19, 00-446 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2780";"3182";"246";"2533";"7";"65";"1";"0";"0";"0";"0";"0";"0";"2533";"0";"0";"2533";"46";"12";"34";"0";"2487";"388";"735";"1364"
"04ae-ca9b-e7e6-1b3a-6a24-854b-333a-b188";"146510";"44";"33";"miasto";"stały";"LXVII Liceum Ogólnokształcące, Śródmieście ul. Hoża 11/15, 00-528 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2430";"2698";"458";"1972";"7";"62";"0";"0";"0";"0";"0";"0";"0";"1972";"0";"0";"1972";"43";"11";"32";"0";"1929";"326";"601";"1002"
"a75d-628e-c9d6-f0db-618e-40b7-4988-4163";"146510";"44";"34";"miasto";"stały";"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Śródmieście ul. Nowowiejska 15/19, 00-665 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2636";"3189";"431";"2205";"2";"104";"1";"1";"0";"1";"0";"0";"0";"2194";"0";"1";"2193";"40";"7";"33";"0";"2153";"361";"663";"1129"
"8330-15f5-0bd9-f2a7-b704-a8c1-a4f3-0e8b";"146510";"44";"35";"miasto";"stały";"Szkoła Podstwowa nr 48, Śródmieście ul. S. Sempołowskiej 4, 00-574 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1960";"2279";"303";"1657";"2";"51";"0";"0";"0";"0";"0";"0";"0";"1657";"0";"0";"1657";"32";"8";"24";"0";"1625";"268";"455";"902"
"1903-f558-8fd1-e02a-f4b2-69f4-3da5-48c1";"146510";"44";"36";"miasto";"stały";"Biblioteka Publiczna m. st. Warszawy-Biblioteka Główna Województwa Mazowieckiego, Śródmieście ul. Koszykowa 26/28, 00-553 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2570";"2902";"429";"2141";"0";"78";"3";"3";"0";"0";"0";"0";"3";"2144";"3";"0";"2144";"50";"13";"37";"0";"2094";"384";"562";"1148"
"1b95-45da-3a35-f6d8-d49e-412f-7b65-0f99";"146510";"44";"37";"miasto";"stały";"Technikum Kinematograficzno-Komputerowe, Śródmieście ul. Polna 7, 00-625 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1570";"1920";"81";"1488";"4";"69";"0";"0";"0";"0";"0";"0";"0";"1489";"0";"0";"1489";"40";"16";"24";"0";"1449";"275";"402";"772"
"47a4-9144-1a70-c4a8-9f32-e5b6-afa4-5dff";"146510";"44";"38";"miasto";"stały";"XV Liceum Ogólnokształcące, Śródmieście ul. Klonowa 16, 00-591 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1675";"1869";"270";"1405";"0";"55";"1";"1";"0";"0";"0";"0";"1";"1405";"1";"1";"1404";"34";"13";"21";"0";"1370";"230";"411";"729"
"2c59-8d14-01ee-79ee-1c26-d281-9ac0-3259";"146510";"44";"39";"miasto";"stały";"Zakład Gospodarowania Nieruchomościami w Dzielnicy Śródmieście m. st. Warszawy, Śródmieście ul. Szwoleżerów 5, 00-464 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2681";"3011";"457";"2224";"5";"70";"1";"1";"0";"0";"0";"0";"1";"2225";"1";"0";"2225";"53";"8";"45";"0";"2172";"355";"581";"1236"
"45a4-f800-3095-4059-4425-bd1b-3928-5b09";"146510";"44";"1100";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Wójtowska, Wójtowska 13, 00-224 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"96";"97";"28";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"0";"0";"67";"8";"2";"6";"0";"59";"11";"33";"15"
"ee28-8b62-5526-a8eb-77f2-e62c-e4b5-2b0f";"146510";"44";"1101";"miasto";"dom pomocy społecznej";"Ośrodek Działalności Leczniczej Caritas Archidiecezji Warszawskiej, Śródmiescie ul. Krakowskie Przedmieście 62, 00-322 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"125";"125";"106";"19";"0";"4";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"0";"0";"0";"0";"19";"1";"14";"4"
"6cbb-5761-26ee-e46c-b5d5-d828-b129-3831";"146510";"44";"1102";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. św. F. Salezego, ul. Solec 36A, 00-394 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"96";"92";"51";"45";"0";"1";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"0";"0";"0";"0";"45";"6";"30";"9"
"76fd-71c6-0220-6c3e-880a-f11b-5e83-b7fb";"146510";"44";"1103";"miasto";"zakład leczniczy";"Szpital Kliniczny im. Księżnej Anny Mazowieckiej, ul. Karowa 2, 00-315 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"60";"57";"3";"57";"0";"6";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"1";"0";"1";"0";"56";"2";"26";"28"
"56f2-3477-8dc4-38e0-f71c-c726-2839-8576";"146510";"44";"1104";"miasto";"zakład leczniczy";"Szpital Specjalistyczny ""Inflancka"" im. Krysi Niżyńskiej ""Zakurzonej""-SPZOZ, ul. Inflancka 6, 00-189 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"20";"27";"1";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"0";"0";"0";"0";"19";"6";"4";"9"
"4ace-3d37-695d-9011-b18e-2672-645c-b908";"146510";"44";"1105";"miasto";"zakład leczniczy";"Samodzielny Wojewódzki Zespół Publicznych Zakładów Psychiatrycznej Opieki Zdrowotnej, ul. Nowowiejska 27, 00-665 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"134";"145";"56";"78";"0";"2";"0";"0";"0";"0";"0";"0";"0";"78";"0";"0";"78";"2";"1";"1";"0";"76";"13";"39";"24"
"f893-fb06-a9f9-1a5e-92f4-6e76-b382-8afc";"146510";"44";"1106";"miasto";"zakład leczniczy";"Szpital ""Solec"" Sp. z. o. o., ul. Solec 93, 00-382 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"55";"51";"25";"30";"0";"1";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"0";"0";"0";"0";"30";"6";"8";"16"
"f57b-1fd5-39c5-da22-45d9-c8eb-0d70-e100";"146510";"44";"1107";"miasto";"zakład leczniczy";"Samodzielny Publiczny Szpital Kliniczny im. prof. Witolda Orłowskiego CMKP, ul. Czerniakowska 231, 00-416 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"148";"188";"53";"95";"0";"12";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"0";"0";"0";"0";"95";"15";"40";"40"
"8b5f-6f14-2194-5cc0-a666-0395-06d4-9f01";"146510";"44";"1108";"miasto";"dom pomocy społecznej";"Dom Geriatryczno-Rehabilitacyjny Bonifratrów p. w. NMP Królowej Pokoju, ul. Sapieżyńska 3, 00-152 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"87";"83";"28";"59";"0";"2";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"4";"2";"2";"0";"55";"4";"37";"14"
"a67c-d6b3-e867-1df4-e6f3-2d2c-f895-b0cd";"146519";"44";"331";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy nr 9, Żoliborz ul. J. Ch. Paska 10, 01-640 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1700";"1863";"250";"1450";"2";"15";"1";"1";"0";"0";"0";"0";"1";"1451";"1";"0";"1451";"33";"10";"23";"0";"1418";"222";"410";"786"
"261e-4bf3-36b3-d583-fd1c-f448-1274-762d";"146519";"44";"332";"miasto";"stały";"Szkoła Podstawowa nr 65, korytarz-wysoki parter, Żoliborz ul. Mścisławska 1, 01-647 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2205";"2339";"237";"1968";"5";"21";"2";"2";"0";"0";"0";"0";"2";"1969";"2";"0";"1969";"38";"10";"28";"0";"1931";"312";"540";"1079"
"52d7-eb51-5252-cf16-983c-bfb1-9fb2-2cea";"146519";"44";"333";"miasto";"stały";"Szkoła Główna Służby Pożarniczej, Żoliborz ul. H. Siemiradzkiego 2, 01-630 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1612";"1849";"70";"1540";"6";"99";"0";"0";"0";"0";"0";"0";"0";"1540";"0";"0";"1540";"42";"11";"31";"0";"1498";"307";"413";"778"
"985c-0e53-e783-63df-a01d-28ac-2c2a-bacf";"146519";"44";"334";"miasto";"stały";"Szkoła Podstawowa nr 65, świetlica-wysoki parter, Żoliborz ul. Mścisławska 1, 01-647 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1869";"1937";"251";"1618";"4";"25";"0";"0";"0";"0";"0";"0";"0";"1618";"0";"0";"1618";"31";"9";"22";"0";"1587";"284";"299";"1004"
"e747-79dd-4e45-98f2-3e5f-9d47-2eb5-c395";"146519";"44";"335";"miasto";"stały";"Przedszkole nr 212, Żoliborz ul. Cz. L. Rybińskiego 2, 01-611 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1904";"2166";"254";"1650";"4";"27";"0";"0";"0";"0";"0";"0";"0";"1650";"0";"0";"1650";"30";"9";"21";"0";"1620";"322";"458";"840"
"17e6-5286-350a-fbcf-f5b4-5331-d2ca-ae19";"146519";"44";"336";"miasto";"stały";"Zespół Szkół Samochodowych i Licealnych nr 3, Żoliborz ul. Włościańska 35, 01-710 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1487";"1669";"147";"1340";"4";"21";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"22";"13";"9";"0";"1310";"204";"423";"683"
"0f8f-ef11-93cb-c46c-7f9e-26e2-e179-c394";"146519";"44";"337";"miasto";"stały";"Szkoła Podstawowa nr 267, Żoliborz ul. Braci Załuskich 1, 01-773 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2530";"2870";"269";"2261";"5";"33";"0";"0";"0";"0";"0";"0";"0";"2262";"0";"1";"2261";"53";"18";"35";"0";"2208";"361";"704";"1143"
"b861-e001-6d54-9728-62dd-188f-609d-cda2";"146519";"44";"338";"miasto";"stały";"Szkoła Podstawowa nr 391, Żoliborz ul. Filarecka 2, 01-582 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2279";"2644";"138";"2141";"11";"77";"0";"0";"0";"0";"0";"0";"0";"2141";"0";"0";"2141";"43";"7";"36";"0";"2098";"410";"562";"1126"
"3536-ba2f-cf42-7dc3-f0e1-51c1-d377-2bc2";"146519";"44";"339";"miasto";"stały";"XVI Liceum Ogólnokształcące, Żoliborz ul. ks. J. Popiełuszki 5, 01-786 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2479";"2885";"291";"2183";"3";"38";"1";"1";"0";"0";"0";"0";"1";"2182";"1";"0";"2182";"50";"17";"33";"0";"2132";"347";"686";"1099"
"fac7-6e7c-a385-9d7d-4ba5-0bcf-4abc-e18f";"146519";"44";"340";"miasto";"stały";"Szkoła Podstawowa Nr 92, sala gimnastyczna, Żoliborz ul. Przasnyska 18A, 01-756 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2430";"2764";"290";"2140";"10";"27";"1";"1";"0";"0";"0";"0";"1";"2140";"1";"2";"2138";"59";"25";"34";"0";"2079";"311";"644";"1124"
"29f9-1890-fbd7-d649-5a1c-3ec3-3f4a-c770";"146519";"44";"341";"miasto";"stały";"Szkoła Podstawowa Nr 92, korytarz, Żoliborz ul. Przasnyska 18A, 01-756 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1701";"1905";"258";"1440";"4";"17";"0";"0";"0";"0";"0";"0";"0";"1442";"0";"0";"1442";"23";"6";"17";"0";"1419";"210";"462";"747"
"6124-e832-1819-2883-9f96-b437-f806-e662";"146519";"44";"342";"miasto";"stały";"LXIV Liceum Ogólnokształcące, aula, Żoliborz ul. Elbląska 51, 01-737 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2280";"2573";"253";"2049";"2";"47";"1";"1";"0";"0";"0";"0";"1";"2050";"1";"0";"2050";"58";"37";"21";"0";"1992";"269";"622";"1101"
"1a59-2ed0-f57f-17c1-71a5-cd6d-5456-c922";"146519";"44";"343";"miasto";"stały";"LXIV Liceum Ogólnokształcące, sala gimnastyczna, Żoliborz ul. Elbląska 51, 01-737 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2557";"2823";"49";"2508";"1";"63";"0";"0";"0";"0";"0";"0";"0";"2508";"0";"0";"2508";"35";"14";"21";"0";"2473";"410";"353";"1710"
"acc4-5dea-c37c-c4d8-dc57-2d74-2576-26b4";"146519";"44";"344";"miasto";"stały";"Przedszkole nr 433, Żoliborz ul. Rydygiera 8A, 01-793 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2550";"2624";"80";"2458";"1";"79";"2";"2";"0";"0";"0";"0";"2";"2461";"2";"0";"2461";"26";"11";"15";"0";"2435";"420";"327";"1688"
"7bc5-2733-1972-1183-18cd-454c-b46a-e0e4";"146519";"44";"345";"miasto";"stały";"Żoliborskie Centrum Integracji i Aktywizacji Seniorów, Żoliborz ul. S. Wyspiańskiego 6/8, 01-577 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"960";"1096";"154";"806";"1";"5";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"13";"2";"11";"0";"793";"157";"263";"373"
"6137-6a76-8b70-17dc-2a98-328b-8c4d-f2c2";"146519";"44";"346";"miasto";"stały";"Zespół Państwowych Szkół Muzycznych nr 4, Żoliborz ul. Z. Krasińskiego 1, 01-530 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"1040";"1102";"165";"875";"3";"16";"0";"0";"0";"0";"0";"0";"0";"875";"0";"0";"875";"14";"6";"8";"0";"861";"142";"239";"480"
"b7d1-8a2f-8273-8733-ff43-855a-ba59-3876";"146519";"44";"347";"miasto";"stały";"Szkoła Podstawowa Nr 68, Żoliborz ul. Or-Ota 5, 01-507 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2237";"2571";"200";"2037";"6";"38";"2";"2";"0";"0";"0";"0";"2";"2039";"2";"0";"2039";"42";"8";"34";"0";"1997";"312";"641";"1044"
"7e53-8f69-b439-c8dc-852e-770c-9a94-b2d2";"146519";"44";"348";"miasto";"stały";"I Liceum Ogólnokształcące, Żoliborz ul. A. Felińskiego 15, 01-513 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2248";"2545";"252";"1996";"8";"64";"2";"2";"0";"0";"0";"0";"2";"1994";"2";"0";"1994";"29";"10";"19";"0";"1965";"361";"521";"1083"
"87e9-3a21-03fc-6c0d-ee94-d305-81a9-76bd";"146519";"44";"349";"miasto";"stały";"Szkoła Podstawowa nr 392, Żoliborz al. Wojska Polskiego 1A, 01-524 Warszawa";"Żoliborz";"Warszawa";"mazowieckie";"2008";"2315";"286";"1722";"6";"35";"0";"0";"0";"0";"0";"0";"0";"1721";"0";"0";"1721";"30";"10";"20";"0";"1691";"276";"556";"859"
"e70a-cd3e-1665-370c-008b-2c42-6f34-74d1";"149801";"44";"1000";"statek";"statek";"BALTIC BETA";"statki";"statki";"mazowieckie";"80";"60";"21";"59";"0";"12";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"2";"1";"1";"0";"57";"10";"11";"36"
"54f7-ab0a-e166-d164-fc4a-bc2c-5922-7cb6";"149801";"44";"1001";"statek";"statek";"LOTOS PETROBALTIC";"statki";"statki";"mazowieckie";"70";"47";"23";"47";"0";"7";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"0";"0";"0";"0";"47";"5";"17";"25"
"64bd-b3a6-32d4-41da-0d2a-3beb-42c9-589f";"149801";"44";"1002";"statek";"statek";"PETROBALTIC";"statki";"statki";"mazowieckie";"35";"34";"1";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"1";"1";"0";"0";"33";"4";"11";"18"
"9f81-97b8-231e-d4c0-29a8-7fd7-7c40-5c7e";"149801";"44";"1003";"statek";"statek";"BALTICA";"statki";"statki";"mazowieckie";"17";"17";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"0";"0";"0";"0";"17";"3";"3";"11"
"bb40-1dc7-32ef-5a4f-d03b-debd-d2d0-f7e5";"149801";"44";"1004";"statek";"statek";"FRYDERYK CHOPIN";"statki";"statki";"mazowieckie";"20";"16";"4";"16";"0";"2";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"1";"1";"14"
"aca6-376b-e4ad-c770-7f14-6814-6569-7445";"149901";"44";"2";"zagranica";"zagranica";"Ambasada RP Rruga e Durresit 123 Tiranë 1001, Tirane, Republika Albanii";"zagranica";"zagranica";"mazowieckie";"200";"111";"93";"107";"0";"24";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"0";"0";"0";"0";"107";"24";"17";"66"
