"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maciej Józef KOŹBIAŁ";"Andrzej Michał PAJĄK"
"86d4-61e9-edaa-d9f0-a733-9f1f-f1c7-91fd";"121508";"30";"7";"wieś";"stały";"Zespół Szkolno Przedszkolny Zawoja Mosorne, Zawoja 900, 34-222 Zawoja";"gm. Zawoja";"suski";"małopolskie";"638";"727";"248";"390";"0";"3";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"17";"4";"13";"0";"373";"133";"240"
"8f6b-3219-fb29-18eb-b6e7-607b-168e-a7be";"121508";"30";"8";"wieś";"stały";"Zespół Szkół w Zawoi Wilczna Szkoła Podstawowa Nr 2, Zawoja 1570, 34-222 Zawoja";"gm. Zawoja";"suski";"małopolskie";"1020";"1228";"266";"754";"1";"84";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"19";"7";"12";"0";"735";"282";"453"
"f507-5a64-70d3-4fe1-fa90-99f7-9d10-78f6";"121509";"30";"1";"wieś";"stały";"Szkoła Podstawowa, Marcówka 120, 34-210 Zembrzyce";"gm. Zembrzyce";"suski";"małopolskie";"510";"566";"144";"366";"0";"2";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"23";"6";"17";"0";"343";"123";"220"
"6bb9-decc-fa2c-5904-6cb3-9b33-1a72-eea5";"121509";"30";"2";"wieś";"stały";"Zespół Szkół, Zembrzyce 490, 34-210 Zembrzyce";"gm. Zembrzyce";"suski";"małopolskie";"1619";"1770";"506";"1113";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"38";"7";"31";"0";"1075";"436";"639"
"95bb-196e-5ee3-d5d4-187b-2ab7-5048-f72f";"121509";"30";"3";"wieś";"stały";"Budynek OSP, Tarnawa Dolna 190, 34-210 Zembrzyce";"gm. Zembrzyce";"suski";"małopolskie";"1088";"1177";"406";"682";"0";"5";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"27";"5";"22";"0";"655";"223";"432"
"3b52-8d2e-424a-bbeb-cf58-0329-4068-1faf";"121509";"30";"4";"wieś";"stały";"Szkoła Podstawowa, Śleszowice 166A, 34-210 Zembrzyce";"gm. Zembrzyce";"suski";"małopolskie";"610";"672";"178";"432";"2";"3";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"11";"3";"8";"0";"421";"127";"294"
"c0d4-09de-0843-b764-2e3d-471b-ac90-a724";"121509";"30";"5";"wieś";"stały";"Świetlica, Tarnawa Górna 50, 34-210 Zembrzyce";"gm. Zembrzyce";"suski";"małopolskie";"270";"297";"106";"164";"0";"1";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"6";"0";"6";"0";"158";"45";"113"
"8ca5-c88e-e4cd-a33c-8951-57bb-030b-24c6";"121801";"30";"1";"miasto";"stały";"Andrychów, Urząd Miejski, ul. Rynek 16, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1600";"1716";"506";"1094";"5";"5";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"39";"10";"29";"0";"1055";"495";"560"
"9db1-d34c-ab80-91cc-135c-b0f6-3397-a0ec";"121801";"30";"2";"miasto";"stały";"Andrychów, Szkoła Podstawowa Nr 3, ul. Ignacego Daszyńskiego 14, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1560";"1706";"478";"1082";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"31";"6";"25";"0";"1051";"552";"499"
"c296-c0b3-7459-3fcf-0eb8-add7-0aa7-26b1";"121801";"30";"3";"miasto";"stały";"Andrychów, Szkoła Podstawowa Nr 2, ul. Jarosława Dąbrowskiego 2, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1580";"1728";"404";"1176";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"43";"9";"34";"0";"1133";"548";"585"
"de48-6bdb-d633-107a-9e69-dfa5-42c1-ec21";"121801";"30";"4";"miasto";"stały";"Andrychów, Hala sportowa, ul. 1 Maja 4, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1560";"1666";"486";"1074";"5";"1";"2";"2";"0";"0";"0";"0";"2";"1076";"2";"0";"1076";"32";"9";"23";"0";"1044";"526";"518"
"51c4-a299-d3f9-85e1-3739-7f6c-40c7-4f6b";"121801";"30";"5";"miasto";"stały";"Andrychów, Miejski Dom Kultury, ul. Szewska 7, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1480";"1582";"456";"1024";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"31";"12";"19";"0";"993";"509";"484"
"c91b-d842-3160-04ef-7a95-d939-4d76-faea";"121801";"30";"6";"miasto";"stały";"Andrychów, Małopolski Inkubator Przedsiębiorczości, ul. Starowiejska 22b, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1550";"1696";"604";"946";"0";"6";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"34";"7";"27";"0";"912";"424";"488"
"dbd6-6268-ec08-210f-24b7-cc63-c191-ed7b";"121801";"30";"7";"miasto";"stały";"Andrychów, Szkoła Podstawowa Nr 4, ul. Włókniarzy 10a, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1390";"1504";"418";"972";"2";"3";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"31";"7";"24";"0";"941";"439";"502"
"b3ce-627c-c3d6-aaa1-9ee2-38e8-3469-a50e";"121801";"30";"8";"miasto";"stały";"Andrychów, Klub Osiedlowy ASM, ul. Stanisława Lenartowicza 7, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1310";"1425";"379";"931";"0";"0";"0";"0";"0";"0";"0";"0";"0";"931";"0";"0";"931";"26";"7";"19";"0";"905";"470";"435"
"a0c0-4958-7013-2a18-ee52-e967-d094-6da8";"121801";"30";"9";"miasto";"stały";"Andrychów, Szkoła Podstawowa Nr 5, Sala lekcyjna, ul. Stanisława Lenartowicza 26, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1250";"1353";"366";"884";"0";"0";"1";"1";"0";"0";"0";"0";"1";"885";"1";"0";"885";"26";"5";"21";"0";"859";"396";"463"
"aa7e-61b8-a4a1-6736-6b5e-111d-8b0c-f15d";"121801";"30";"10";"miasto";"stały";"Andrychów, Szkoła Podstawowa Nr 5, Świetlica, ul. Stanisława Lenartowicza 26, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1269";"1371";"389";"880";"0";"0";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"36";"6";"30";"0";"844";"423";"421"
"37a8-2d89-5e5d-838c-bd82-8d20-5a30-d7a7";"121801";"30";"11";"wieś";"stały";"Roczyny, Zespół Szkół Samorządowych, Sala lekcyjna /wejście boczne, Roczyny ul. Szkolna 10, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1510";"1663";"390";"1120";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"38";"7";"31";"0";"1082";"431";"651"
"d22e-cebd-9e23-2de0-6096-b485-111b-837b";"121801";"30";"12";"wieś";"stały";"Roczyny, Zespół Szkół Samorządowych, Sala lekcyjna /wejście główne, Roczyny ul. Szkolna 10, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1430";"1570";"445";"985";"3";"5";"0";"0";"0";"0";"0";"0";"0";"985";"0";"0";"985";"32";"8";"24";"0";"953";"406";"547"
"a87e-14eb-ca49-e30f-679d-cc04-3fdf-3726";"121801";"30";"13";"wieś";"stały";"Sułkowice-Łęg, Zespół Szkół Samorządowych, Sułkowice ul. Centralna 2, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1440";"1562";"430";"1010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"22";"3";"19";"0";"988";"428";"560"
"e7e2-0665-9c58-607c-bebd-9cc6-fd5c-3b98";"121801";"30";"14";"wieś";"stały";"Sułkowice-Łęg, Remiza OSP, Sułkowice ul. Beskidzka 124a, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1179";"1285";"303";"876";"1";"4";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"32";"3";"29";"0";"844";"324";"520"
"5dcf-c579-cbaf-a6bb-7078-183e-6ef2-3d3f";"121801";"30";"15";"wieś";"stały";"Brzezinka, Publiczna Szkoła Podstawowa, Brzezinka ul. Słoneczna 5, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"720";"793";"157";"563";"1";"1";"1";"1";"0";"0";"0";"0";"1";"564";"1";"0";"564";"19";"5";"14";"0";"545";"206";"339"
"6842-f705-7db1-5b65-d5fa-894f-d467-23a7";"121801";"30";"16";"wieś";"stały";"Targanice, Zespół Szkół Samorządowych, Mała sala gimnastyczna, Targanice ul. Beskidzka 46, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1189";"1298";"359";"830";"0";"5";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"33";"6";"27";"0";"797";"294";"503"
"7ddc-0097-a14c-2459-b321-2d81-6298-8a9d";"121801";"30";"17";"wieś";"stały";"Targanice, Zespół Szkół Samorządowych, Pokój nauczycielski, Targanice ul. Beskidzka 46, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1020";"1127";"300";"720";"0";"6";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"27";"4";"23";"0";"693";"281";"412"
"7559-bf6f-4efe-26f9-8786-dd88-46fd-c73a";"121801";"30";"18";"wieś";"stały";"Sułkowice-Bolęcina, Zespół Szkół Samorządowych, ul. Racławicka 188, 34-125 Sułkowice";"gm. Andrychów";"wadowicki";"małopolskie";"1589";"1744";"474";"1115";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"40";"3";"37";"0";"1074";"359";"715"
"5f33-4d2d-4dbc-897f-3049-6296-b3b4-c42e";"121801";"30";"19";"wieś";"stały";"Rzyki, Świetlica CKiW, Rzyki os. Młocki Dolne 72, 34-125 Sułkowice";"gm. Andrychów";"wadowicki";"małopolskie";"1100";"1210";"363";"737";"0";"7";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"33";"4";"29";"0";"703";"204";"499"
"90a1-b0fc-1afd-90ea-95f9-8484-1d1b-30c7";"121801";"30";"20";"wieś";"stały";"Rzyki, Zespół Szkół Samorządowych, Rzyki os. Szczęśniaki 1, 34-125 Sułkowice";"gm. Andrychów";"wadowicki";"małopolskie";"1130";"1249";"375";"755";"0";"0";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"30";"7";"23";"0";"725";"171";"554"
"e81d-aa1a-4b38-4dbf-0c2a-6c93-9c50-adda";"121801";"30";"21";"wieś";"stały";"Zagórnik, Zespół Szkół Samorządowych, Zagórnik ul. Szkolna 12, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1680";"1845";"518";"1162";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"43";"4";"39";"0";"1119";"340";"779"
"80e7-1549-4a39-2358-92b7-62cf-fece-b266";"121801";"30";"22";"wieś";"stały";"Inwałd, Zespół Szkół Samorządowych, Stary Budynek, Inwałd ul. Wadowicka 79, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1180";"1279";"334";"846";"0";"2";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"26";"5";"21";"0";"820";"353";"467"
"1746-da86-9a1b-3ea0-b082-58e4-2f9e-cc32";"121801";"30";"23";"wieś";"stały";"Inwałd, Zespół Szkół Samorządowych, Nowy Budynek, Inwałd ul. Wadowicka 79, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"1199";"1318";"382";"816";"2";"6";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"27";"4";"23";"0";"790";"270";"520"
"0531-cb0e-d9a9-3db6-1c9f-c61c-55c1-1fed";"121801";"30";"24";"miasto";"zakład leczniczy";"Wojewódzki Szpital Psychiatryczny w Andrychowie, ul. Dąbrowskiego 19, 34-120 Andrychów";"gm. Andrychów";"wadowicki";"małopolskie";"234";"215";"167";"67";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"0";"0";"67";"1";"0";"1";"0";"66";"18";"48"
"1cf6-2725-9600-ceea-beb2-028d-2889-c6ca";"121802";"30";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. Adama Gorczyńskiego w Brzeźnicy, ul. Adama Gorczyńskiego 1, 34-114 Brzeźnica";"gm. Brzeźnica";"wadowicki";"małopolskie";"1237";"1385";"340";"897";"0";"7";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"27";"6";"21";"0";"870";"406";"464"
"791d-1bb1-76a1-25e5-80a3-fc18-b615-ac60";"121802";"30";"2";"wieś";"stały";"Szkoła Podstawowa im. Św. Jana Pawła II w Marcyporębie, Marcyporęba ul. Św. Floriana 19, 34-114 Brzeźnica";"gm. Brzeźnica";"wadowicki";"małopolskie";"1300";"1443";"429";"871";"0";"9";"0";"0";"0";"0";"0";"0";"0";"871";"0";"0";"871";"19";"2";"17";"0";"852";"353";"499"
"9487-b5d0-538e-5abe-7c1a-3df2-913e-4ac1";"121802";"30";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Tłuczani, Tłuczań ul. Szkolna 9, 34-114 Brzeźnica";"gm. Brzeźnica";"wadowicki";"małopolskie";"1030";"1136";"335";"695";"1";"5";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"18";"2";"16";"0";"677";"283";"394"
"e8ac-6167-05fb-5d94-9cf6-96d9-51d2-eba7";"121802";"30";"4";"wieś";"stały";"Szkoła Podstawowa im. Antoniego Kucharczyka w Paszkówce, ul. Wadowicka 38, 34-113 Paszkówka";"gm. Brzeźnica";"wadowicki";"małopolskie";"1118";"1244";"360";"758";"1";"9";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"22";"7";"15";"0";"736";"276";"460"
"4a70-fb38-26d5-e6b5-8d25-5bb9-3d2b-0f8f";"121802";"30";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łączanach, Łączany ul. Krakowska 87, 34-115 Ryczów";"gm. Brzeźnica";"wadowicki";"małopolskie";"1151";"1255";"416";"735";"0";"0";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"19";"9";"10";"0";"716";"299";"417"
"fb45-5063-f029-f0b5-1028-5e56-57f3-8198";"121802";"30";"6";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Sosnowicach, Sosnowice ul. Szkolna 1, 34-113 Paszkówka";"gm. Brzeźnica";"wadowicki";"małopolskie";"850";"948";"304";"546";"1";"3";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"4";"1";"3";"0";"542";"221";"321"
"6878-4cbc-8e8f-1f17-f1c0-46aa-26ae-6357";"121802";"30";"7";"wieś";"stały";"Szkoła Filialna w Chrząstowicach, Chrząstowice 34, 34-114 Brzeźnica";"gm. Brzeźnica";"wadowicki";"małopolskie";"700";"760";"249";"451";"1";"1";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"10";"2";"8";"0";"440";"152";"288"
"cfcc-21a4-8af7-a8c2-99d9-224c-9ec7-4bed";"121803";"30";"1";"miasto";"stały";"""Stare Kino"" w Kalwarii Zebrzydowskiej, ul. Adama Mickiewicza 4, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1602";"1788";"393";"1209";"2";"47";"0";"0";"0";"0";"0";"0";"0";"1209";"0";"0";"1209";"27";"4";"23";"0";"1182";"562";"620"
"30ee-3901-3263-0526-ee45-5d8d-a2b8-50d2";"121803";"30";"2";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych im. Mikołaja Kopernika w Kalwarii Zebrzydowskiej, ul. Adama Mickiewicza 9, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1606";"1799";"492";"1114";"2";"40";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"30";"8";"22";"0";"1084";"500";"584"
"a7e0-d0f2-0310-49fc-c493-677f-6930-a779";"121803";"30";"3";"wieś";"stały";"Szkoła Podstawowa im. Karola Wojtyły w Barwałdzie Górnym, Barwałd Górny 213, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1010";"1106";"371";"639";"0";"1";"0";"0";"0";"0";"0";"0";"0";"639";"0";"0";"639";"14";"5";"9";"0";"625";"318";"307"
"0051-5e22-0e47-db71-d7fd-32ae-64bf-e096";"121803";"30";"4";"wieś";"stały";"Zespół Szkół nr 7 w Barwałdzie Średnim, Barwałd Średni 70, 34-124 Klecza Górna";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1000";"1098";"455";"545";"0";"2";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"14";"2";"12";"0";"531";"252";"279"
"3449-14f3-7541-55f3-1c6b-99c3-df4f-d290";"121803";"30";"5";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka w Brodach, Brody 479, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"899";"989";"272";"627";"2";"3";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"21";"3";"18";"0";"606";"302";"304"
"273b-64ec-e448-1da7-6722-a35a-b2da-5da1";"121803";"30";"6";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka w Brodach, Brody 479, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1019";"1125";"391";"627";"0";"1";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"15";"3";"12";"0";"613";"269";"344"
"dafc-56d0-6cbd-6566-ef72-294e-7506-72bd";"121803";"30";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Bugaju, Bugaj ., 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"363";"397";"125";"238";"4";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"11";"2";"9";"0";"227";"94";"133"
"204e-300a-c8d5-9072-690f-e21f-740f-0c81";"121803";"30";"8";"wieś";"stały";"Zespół Szkół nr 6 im. Bohaterów Westerplatte w Leńczach, Leńcze 276, 34-142 Leńcze";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1090";"1190";"359";"731";"0";"5";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"19";"0";"19";"0";"712";"284";"428"
"af96-9bc6-4e8d-2576-10cf-c460-0f0d-83ac";"121803";"30";"9";"wieś";"stały";"Zespół Szkół nr 3 w Przytkowicach, Przytkowice 542, 34-141 Przytkowice";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1969";"2186";"746";"1223";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1223";"0";"0";"1223";"32";"5";"27";"0";"1191";"436";"755"
"7375-9558-6a88-4cd9-6a36-0ce0-479f-7eeb";"121803";"30";"10";"wieś";"stały";"Szkoła Podstawowa nr 1 im. Jana Pawła II w Stanisławiu Dolnym, Stanisław Dolny 256, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1191";"1316";"429";"762";"0";"3";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"16";"2";"14";"0";"746";"338";"408"
"7a4c-e533-7077-2d03-ce32-89e5-27d8-0847";"121803";"30";"11";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Stanisławiu Dolnym-Dolany, Stanisław Dolny 73, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"710";"787";"207";"503";"0";"1";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"8";"1";"7";"0";"495";"230";"265"
"aa95-24d2-1208-229b-a444-2b61-4c79-d32a";"121803";"30";"12";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Zebrzydowicach, Zebrzydowice 193, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"1087";"1219";"357";"731";"1";"4";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"21";"5";"16";"0";"710";"272";"438"
"a20b-0836-fe67-a8b8-f46b-08b3-016b-ebd7";"121803";"30";"13";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zarzycach Wielkich, Zarzyce Wielkie 56, 34-142 Leńcze";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"427";"465";"128";"299";"1";"0";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"6";"2";"4";"0";"293";"104";"189"
"c7bd-f8f8-37f6-b7a5-a873-63ba-27e2-cbd1";"121803";"30";"14";"wieś";"stały";"Świetlica Wiejska w Zarzycach Małych, Zarzyce Małe ., 34-142 Leńcze";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"98";"108";"30";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"1";"0";"1";"0";"67";"24";"43"
"ed67-ffaf-59c3-2ab2-978f-fd53-3477-fde7";"121803";"30";"15";"wieś";"stały";"Zespół Szkół nr 6 im. Bohaterów Westerplatte w Leńczach-Przedszkole Publiczne w Podolanach, Podolany 21, 34-142 Leńcze";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"292";"313";"110";"182";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"4";"0";"4";"0";"178";"67";"111"
"08aa-55c1-c6b5-eb02-fb1d-93b9-0673-6488";"121803";"30";"16";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej Zakonu Bonifratrów w Zebrzydowicach, Zebrzydowice 1, 34-130 Kalwaria Zebrzydowska";"gm. Kalwaria Zebrzydowska";"wadowicki";"małopolskie";"32";"31";"12";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"9";"11"
"2210-019f-bda3-d3ac-fe7d-6093-f6ca-e362";"121804";"30";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Lanckoronie, ul. Krakowska 8, 34-143 Lanckorona";"gm. Lanckorona";"wadowicki";"małopolskie";"1499";"1671";"500";"999";"0";"15";"1";"1";"0";"0";"0";"0";"1";"998";"1";"0";"998";"30";"8";"22";"0";"968";"369";"599"
"23ff-0160-c127-4149-b4f5-7560-fe54-5186";"121804";"30";"2";"wieś";"stały";"Szkoła Podstawowa w Izdebniku, Izdebnik 219, 34-144 Izdebnik";"gm. Lanckorona";"wadowicki";"małopolskie";"1630";"1809";"636";"994";"0";"6";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"41";"8";"33";"0";"953";"401";"552"
"95a1-8dc3-0311-dc78-9997-6c02-b0b0-f848";"121804";"30";"3";"wieś";"stały";"Szkoła Podstawowa w Skawinkach, Skawinki 220, 34-143 Lanckorona";"gm. Lanckorona";"wadowicki";"małopolskie";"761";"835";"308";"452";"0";"1";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"14";"5";"9";"0";"439";"114";"325"
"d763-0e52-0ff3-b624-3bba-669b-e903-7e99";"121804";"30";"4";"wieś";"stały";"Dom Kultury w Jastrzębi, Jastrzębia 53, 34-143 Lanckorona";"gm. Lanckorona";"wadowicki";"małopolskie";"501";"558";"137";"364";"1";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"12";"3";"9";"0";"352";"121";"231"
"45e1-89ea-311f-87a1-66b4-c139-10ff-dbdb";"121805";"30";"1";"wieś";"stały";"Szkoła Podstawowa w Mucharzu, Mucharz 238, 34-106 Mucharz";"gm. Mucharz";"wadowicki";"małopolskie";"760";"846";"224";"536";"0";"10";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"8";"1";"7";"0";"528";"244";"284"
"d3b0-cb59-cf43-113c-b5bf-6485-108d-4281";"121805";"30";"2";"wieś";"stały";"Dom Kultury w Świnnej Porębie, Świnna Poręba 111, 34-106 Mucharz";"gm. Mucharz";"wadowicki";"małopolskie";"688";"759";"221";"467";"0";"1";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"12";"3";"9";"0";"455";"204";"251"
"9109-9c11-d242-d4e3-64de-ba3c-bbf6-bb60";"121805";"30";"3";"wieś";"stały";"Świetlica w budynku komunalnym w Skawcach, Skawce 191, 34-106 Mucharz";"gm. Mucharz";"wadowicki";"małopolskie";"310";"333";"88";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"3";"0";"3";"0";"219";"89";"130"
"5e0d-50cd-75a9-3c63-da24-a52f-8010-50d4";"121805";"30";"4";"wieś";"stały";"Wiejski Dom Kultury w Kozińcu, Koziniec 218, 34-106 Mucharz";"gm. Mucharz";"wadowicki";"małopolskie";"509";"568";"157";"352";"0";"3";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"12";"2";"10";"0";"340";"117";"223"
"8a9a-cba4-ede7-b109-723e-26dc-cdb4-12fa";"121805";"30";"5";"wieś";"stały";"Dom Strażaka w Jaszczurowej, Jaszczurowa 351, 34-106 Mucharz";"gm. Mucharz";"wadowicki";"małopolskie";"660";"737";"208";"452";"0";"13";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"17";"3";"14";"0";"435";"158";"277"
"b30e-acff-facd-2737-6f26-9db2-6a9f-5dbd";"121806";"30";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bachowicach, Bachowice ul. Księdza Gołby 1, 34-116 Spytkowice";"gm. Spytkowice";"wadowicki";"małopolskie";"1640";"1794";"495";"1145";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"31";"8";"23";"0";"1114";"347";"767"
