"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jakub Jan FILIPOWICZ";"Krzysztof Stefan HABURA";"Maciej Adam ŁUCZAK"
"6a69-7fa9-0f61-41b2-3494-dfbd-0366-578b";"100802";"26";"13";"miasto";"stały";"Szkoła Podstawowa nr 16 im. Tadeusza Kościuszki, ul. 20 Stycznia 9/13, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2011";"2002";"466";"1545";"4";"2";"0";"0";"0";"0";"0";"0";"0";"1545";"0";"0";"1545";"16";"4";"12";"0";"1529";"162";"795";"572"
"fa03-7f34-7c71-3209-13e7-5997-6af3-56e3";"100802";"26";"14";"miasto";"stały";"Szkoła Podstawowa nr 16 im. Tadeusza Kościuszki, ul. 20 Stycznia 9/13, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1977";"2178";"426";"1551";"6";"7";"0";"0";"0";"0";"0";"0";"0";"1533";"0";"2";"1531";"27";"3";"24";"0";"1504";"158";"806";"540"
"2557-de42-54e8-d5d7-8c07-1902-75a5-d0e4";"100802";"26";"15";"miasto";"stały";"Dom Kultury „BARAK” PSM, ul. Bracka 27a, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2053";"2261";"478";"1575";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1575";"0";"0";"1575";"18";"1";"17";"0";"1557";"235";"758";"564"
"74f5-b093-a82b-3096-5663-a3fc-9063-8117";"100802";"26";"16";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Mikołaja Kopernika, ul. Mokra 28/34, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2626";"2873";"617";"2009";"4";"2";"0";"0";"0";"0";"0";"0";"0";"2008";"0";"0";"2008";"31";"9";"22";"0";"1977";"264";"1001";"712"
"61aa-fc8e-7338-a543-8a8c-fda9-226a-614f";"100802";"26";"17";"miasto";"stały";"Przedszkole Miejskie nr 16, ul. Bugaj 58, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1695";"1868";"357";"1338";"6";"3";"0";"0";"0";"0";"0";"0";"0";"1338";"0";"0";"1338";"29";"4";"25";"0";"1309";"176";"589";"544"
"2151-45a0-54f3-3ecc-c8c9-a5bc-3064-1da5";"100802";"26";"18";"miasto";"stały";"Zespół Szkół nr 2 im. prof. Janusza Groszkowskiego, ul. św. Jana 27, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"873";"972";"331";"542";"2";"3";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"17";"2";"15";"0";"525";"77";"255";"193"
"ed26-5b9f-b08f-e284-63ae-2b83-c311-7373";"100802";"26";"19";"miasto";"stały";"Zespół Szkół nr 3 im. Legionistów Miasta Pabianic, ul. Gdańska 5, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1115";"1226";"425";"690";"2";"3";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"7";"3";"4";"0";"683";"87";"324";"272"
"529e-b786-ef81-4e43-3b08-acd5-1c09-d256";"100802";"26";"20";"miasto";"stały";"Przedszkole Miejskie nr 6, ul. Warszawska 53, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1939";"2141";"563";"1376";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1376";"0";"0";"1376";"23";"6";"17";"0";"1353";"190";"676";"487"
"fbb3-067d-f63c-2a4e-076b-8d9b-d275-ffd4";"100802";"26";"21";"miasto";"stały";"Szkoła Podstawowa nr 17 im. Małgorzaty Kozery-Gliszczyńskiej, ul. Warszawska 65, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1865";"2054";"447";"1418";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1418";"0";"0";"1418";"42";"8";"34";"0";"1376";"176";"678";"522"
"9cb4-a45f-1c7b-0f01-b4bb-66cb-e0c2-8837";"100802";"26";"22";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Mikołaja Kopernika, ul. Mokra 28/34, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1715";"1909";"372";"1343";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1330";"0";"1";"1329";"30";"2";"28";"0";"1299";"214";"601";"484"
"75bc-e693-a87e-3d0b-e7b6-73f5-218a-d0fe";"100802";"26";"23";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Mikołaja Kopernika, ul. Mokra 28/34, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2607";"2868";"624";"1983";"6";"7";"0";"0";"0";"0";"0";"0";"0";"1983";"0";"0";"1983";"32";"6";"26";"0";"1951";"268";"936";"747"
"dd27-b690-a373-ebd2-8039-1200-fa58-860e";"100802";"26";"24";"miasto";"stały";"Przedszkole Miejskie nr 13, ul. Mokra 19/23, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1806";"2082";"320";"1486";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1486";"0";"0";"1486";"23";"8";"15";"0";"1463";"197";"789";"477"
"1b6a-e948-7590-0bb0-164c-4fdf-a4d2-fe6e";"100802";"26";"25";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Jutrzkowicka 85/87, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"717";"793";"132";"585";"1";"0";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"6";"2";"4";"0";"579";"56";"262";"261"
"a306-c89f-9773-fe82-c0e8-0d75-9345-4bf2";"100802";"26";"26";"miasto";"stały";"Szkoła Podstawowa nr 13 im. Stefanii Sempołowskiej, ul. Jana Pawła II 16, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1210";"1347";"390";"820";"0";"5";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"23";"4";"19";"0";"797";"95";"417";"285"
"c881-1423-06ac-dbd3-de70-ef06-a036-5465";"100802";"26";"27";"miasto";"zakład leczniczy";"Pabianickie Centrum Medyczne, ul. Jana Pawła II 68, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"500";"354";"393";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"3";"0";"3";"0";"104";"13";"39";"52"
"1be6-6142-acfd-bb34-89a9-98a1-fd73-516d";"100802";"26";"28";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Wiejska 55/61, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"111";"125";"51";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"0";"0";"60";"3";"0";"3";"0";"57";"8";"33";"16"
"1143-ed00-d111-2755-68b6-68c4-7e18-ccc8";"100802";"26";"29";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Łaska 86, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"63";"65";"37";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"3";"1";"2";"0";"23";"4";"8";"11"
"4062-e01d-9db2-2acd-3277-53e8-7fad-f9b4";"100803";"26";"1";"wieś";"stały";"Szkoła Podstawowa w Dłutowie, ul. Główna nr 9, 95-081 Dłutów";"gm. Dłutów";"pabianicki";"łódzkie";"799";"875";"221";"578";"0";"5";"1";"1";"0";"0";"0";"0";"1";"579";"1";"0";"579";"3";"1";"2";"0";"576";"72";"213";"291"
"5da6-96f6-6181-b16b-2da1-add2-64dd-cd56";"100803";"26";"2";"wieś";"stały";"Szkoła Podstawowa w Dłutowie, ul. Główna nr 9, 95-081 Dłutów";"gm. Dłutów";"pabianicki";"łódzkie";"785";"880";"262";"523";"0";"2";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"7";"5";"2";"0";"516";"54";"143";"319"
"261b-3b27-64f2-8f25-0c0f-360c-ed68-f1e6";"100803";"26";"3";"wieś";"stały";"Szkoła Podstawowa w Dłutowie, ul. Główna nr 9, 95-081 Dłutów";"gm. Dłutów";"pabianicki";"łódzkie";"1040";"1140";"250";"790";"1";"3";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"15";"2";"13";"0";"775";"86";"332";"357"
"f099-2f18-cff5-6c17-b254-23b9-e19f-8b4b";"100803";"26";"4";"wieś";"stały";"Szkoła Podstawowa w Dłutowie, ul. Główna 9, 95-081 Dłutów";"gm. Dłutów";"pabianicki";"łódzkie";"751";"816";"276";"475";"1";"6";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"9";"2";"7";"0";"466";"42";"136";"288"
"7b0f-d356-4dcf-4a71-7eb3-c91b-07ff-113a";"100804";"26";"1";"wieś";"stały";"Szkoła Podstawowa, Chechło Drugie ul. Lipowa 1, 95-082 Dobroń";"gm. Dobroń";"pabianicki";"łódzkie";"1480";"1625";"349";"1131";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"18";"5";"13";"0";"1113";"174";"539";"400"
"ca92-bb35-bfb3-4f62-3b9f-55f8-aa0d-0d78";"100804";"26";"2";"wieś";"stały";"Szkoła Podstawowa w Dobroniu, ul. Sienkiewicza 39, 95-082 Dobroń";"gm. Dobroń";"pabianicki";"łódzkie";"794";"879";"212";"582";"2";"2";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"9";"4";"5";"0";"573";"77";"207";"289"
"06cb-a283-a507-dbf1-7965-37f3-137b-d0ae";"100804";"26";"3";"wieś";"stały";"Szkoła Podstawowa w Dobroniu, ul. Sienkiewicza 39, 95-082 Dobroń";"gm. Dobroń";"pabianicki";"łódzkie";"748";"812";"200";"548";"0";"5";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"10";"1";"9";"0";"538";"86";"260";"192"
"64da-84a9-019d-b16b-898d-88e5-3455-366f";"100804";"26";"4";"wieś";"stały";"Szkoła Podstawowa w Dobroniu, ul. Sienkiewicza 39, 95-082 Dobroń";"gm. Dobroń";"pabianicki";"łódzkie";"982";"1085";"300";"682";"1";"2";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"21";"6";"15";"0";"661";"86";"254";"321"
"1b61-39c5-fc41-2cf5-c456-4505-1911-f0c4";"100804";"26";"5";"wieś";"stały";"Strażnica OSP w Orpelowie, Orpelów 20, 95-082 Dobroń";"gm. Dobroń";"pabianicki";"łódzkie";"460";"507";"147";"313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"3";"1";"2";"0";"310";"44";"95";"171"
"7f3a-99e6-e313-ca12-632d-c5e9-926a-42e2";"100804";"26";"6";"wieś";"stały";"Szkoła Podstawowa w Mogilnie Dużym, Mogilno Duże 21, 95-082 Dobroń";"gm. Dobroń";"pabianicki";"łódzkie";"1054";"1172";"302";"752";"5";"4";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"9";"2";"7";"0";"743";"91";"272";"380"
"ab8c-5e34-849e-be65-f50f-a57d-a2dc-d86f";"100805";"26";"1";"wieś";"stały";"Zespół Szkół Centrum Kształcenia Rolniczego w Widzewie, ul. Szkolna 12, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"854";"954";"252";"602";"1";"4";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"6";"1";"5";"0";"596";"95";"284";"217"
"5b8c-f6f2-1ba7-7b90-9212-d2fb-c249-bcb2";"100805";"26";"2";"wieś";"stały";"Gminny Dom Kultury z Biblioteką w Ksawerowie, ul. Jana Pawła II 1, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"1142";"1245";"258";"883";"1";"7";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"25";"7";"18";"0";"858";"126";"422";"310"
"0a3f-d642-7ea9-80dc-3371-eeee-b1cf-f35d";"100805";"26";"3";"wieś";"stały";"Szkola Podstawowa w Ksawerowie, ul. Zachodnia 33, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"1266";"1385";"327";"937";"0";"0";"0";"0";"0";"0";"0";"0";"0";"939";"0";"2";"937";"12";"3";"9";"0";"925";"153";"414";"358"
"8f90-d188-658c-c108-1f23-c278-3f7e-9d48";"100805";"26";"4";"wieś";"stały";"Urząd Gminy Ksawerów, ul. Kościuszki 3h, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"894";"1001";"160";"734";"1";"8";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"11";"5";"6";"0";"723";"113";"361";"249"
"f430-0f23-a423-76ba-d986-bea8-6299-3e34";"100805";"26";"5";"wieś";"stały";"Szkoła Podstawowa w Woli Zaradzyńskiej, Wola Zaradzyńska ul. majora Hubala 55, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"766";"840";"163";"603";"0";"3";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"11";"4";"7";"0";"592";"111";"256";"225"
"2b04-c985-285f-28e0-d417-d278-bbb0-498e";"100805";"26";"6";"wieś";"stały";"Szkoła Podstawowa w Woli Zaradzyńskiej, Wola Zaradzyńska ul. majora Hubala 55, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"541";"589";"131";"410";"0";"2";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"9";"4";"5";"0";"401";"66";"153";"182"
"6e3a-879f-cbf0-2324-9c0a-35b7-96a8-0985";"100805";"26";"7";"wieś";"dom pomocy społecznej";"JOVIMED Ośrodek Opiekuńczo-Rehabilitacyjny Sp. z o. o. w Ksawerowie, ul. Zachodnia 37, 95-054 Ksawerów";"gm. Ksawerów";"pabianicki";"łódzkie";"45";"49";"35";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"2";"0";"2";"0";"8";"0";"5";"3"
"ddb0-3bf6-bd4c-23ef-8a2f-5e2f-fd03-ba88";"100806";"26";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Lutomiersku, pl. Jana Pawła II 13, 95-083 Lutomiersk";"gm. Lutomiersk";"pabianicki";"łódzkie";"1650";"1822";"463";"1187";"5";"3";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"17";"5";"12";"0";"1169";"156";"435";"578"
"94f9-a7e1-7136-6232-38e3-eea3-774e-610d";"100806";"26";"2";"wieś";"stały";"Szkoła Podstawowa w Lutomiersku, ul. Piłsudskiego 1, 95-083 Lutomiersk";"gm. Lutomiersk";"pabianicki";"łódzkie";"1731";"1936";"398";"1333";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1333";"0";"0";"1333";"18";"6";"12";"0";"1315";"205";"617";"493"
"5c25-9f67-6c55-1021-371d-35fe-05f4-21e9";"100806";"26";"3";"wieś";"stały";"Szkoła Podstawowa w Kazimierzu, Kazimierz ul. Sienkiewicza 25, 95-083 Lutomiersk";"gm. Lutomiersk";"pabianicki";"łódzkie";"1439";"1616";"388";"1051";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"21";"5";"16";"0";"1030";"145";"432";"453"
"864e-504e-0912-9cb6-8b58-b3a8-41bd-d43b";"100806";"26";"4";"wieś";"stały";"Szkoła Podstawowa w Szydłowie, Szydłów 1, 95-083 Lutomiersk";"gm. Lutomiersk";"pabianicki";"łódzkie";"631";"698";"230";"401";"0";"2";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"4";"1";"3";"0";"397";"47";"168";"182"
"6002-351b-a1d2-7168-03af-6bbf-4a32-3289";"100806";"26";"5";"wieś";"stały";"Ochotnicza Straż Pożarna w Puczniewie, Puczniew 20, 95-083 Lutomiersk";"gm. Lutomiersk";"pabianicki";"łódzkie";"564";"615";"244";"320";"0";"5";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"10";"1";"9";"0";"310";"48";"107";"155"
"5f68-f2f8-1866-a959-5a8c-4c97-480f-8fbb";"100806";"26";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Nad Strumykiem"" w Legendzinie, Legendzin nr 2, 95-083 Lutomiersk";"gm. Lutomiersk";"pabianicki";"łódzkie";"40";"37";"29";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"1";"0";"1";"0";"10";"5";"2";"3"
"9222-a8ba-fb59-9ee2-2453-e0ac-eba2-a598";"100807";"26";"1";"wieś";"stały";"Szkoła Podstawowa w Bychlewie, Bychlew 13, 95-200 Pabianice";"gm. Pabianice";"pabianicki";"łódzkie";"1280";"1410";"254";"1026";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"10";"7";"3";"0";"1015";"108";"367";"540"
"2e1b-2761-531d-0c1d-2f53-2e36-4cb3-be52";"100807";"26";"2";"wieś";"stały";"Szkoła Podstawowa w Pawlikowicach, Pawlikowice 103, 95-200 Pabianice";"gm. Pabianice";"pabianicki";"łódzkie";"892";"981";"190";"702";"1";"7";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"11";"3";"8";"0";"691";"85";"303";"303"
"b764-836f-2b9a-6f80-420c-809f-671f-b046";"100807";"26";"3";"wieś";"stały";"Szkoła Podstawowa w Petrykozach, Petrykozy 52, 95-200 Pabianice";"gm. Pabianice";"pabianicki";"łódzkie";"1256";"1387";"315";"941";"1";"0";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"16";"6";"10";"0";"925";"132";"369";"424"
"da79-d1d2-626f-3479-4ed5-2b77-4572-8a15";"100807";"26";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Piątkowisko 107, 95-200 Pabianice";"gm. Pabianice";"pabianicki";"łódzkie";"1102";"1231";"197";"904";"0";"2";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"8";"1";"7";"0";"896";"151";"395";"350"
"5e6c-a681-da03-c071-f87e-a664-bd3b-47f4";"100807";"26";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny Oddział w Żytowicach, Żytowice 34, 95-200 Pabianice";"gm. Pabianice";"pabianicki";"łódzkie";"604";"673";"130";"472";"0";"3";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"9";"2";"7";"0";"465";"58";"168";"239"
"c5f2-4091-a1f3-31de-287a-7032-562a-67f3";"102001";"26";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Głownie, plac Władysława Reymonta 2, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"1512";"1612";"493";"1019";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"22";"5";"17";"0";"997";"201";"379";"417"
"1f1c-6572-3a02-d693-53f5-878b-fbb9-28b5";"102001";"26";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Głownie, ul. gen. Władysława Andersa 37, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"1300";"1413";"495";"805";"0";"3";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"16";"8";"8";"0";"789";"152";"339";"298"
"eb46-3574-494f-a1fd-8c07-cf64-aadc-6f29";"102001";"26";"3";"miasto";"stały";"Żłobek Miejski w Głownie, ul. Tadeusza Kościuszki 11/13, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"1400";"1491";"514";"886";"0";"2";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"20";"12";"8";"0";"866";"146";"351";"369"
"c7e3-4592-3b40-1555-8724-b553-cc96-c54c";"102001";"26";"4";"miasto";"stały";"Urząd Miejski w Głownie, ul. Dworska 4, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"1415";"1590";"552";"863";"1";"10";"0";"0";"0";"0";"0";"0";"0";"863";"0";"0";"863";"21";"3";"18";"0";"842";"130";"336";"376"
"aea7-bfdf-84a3-5104-5665-51f3-e283-e77c";"102001";"26";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Głownie, ul. Karasicka 35, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"1407";"1551";"457";"950";"1";"4";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"22";"3";"19";"0";"928";"152";"386";"390"
"7913-c3cf-937f-f305-a1bc-576a-22d7-fa70";"102001";"26";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Głownie, ul. gen. Władysława Andersa 37, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"768";"843";"281";"487";"1";"1";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"9";"5";"4";"0";"478";"77";"204";"197"
"da02-cf8d-f559-d5c8-bc34-f381-046e-b77e";"102001";"26";"7";"miasto";"stały";"Zespół Szkół nr 1 w Głownie, ul. Mikołaja Kopernika 24/26, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"1231";"1350";"389";"842";"0";"0";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"23";"6";"17";"0";"817";"156";"332";"329"
"385d-1496-7014-109a-ffd6-4092-8c15-956a";"102001";"26";"8";"miasto";"stały";"Miejski Ośrodek Kultury w Głownie, ul. Mikołaja Kopernika 45, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"728";"813";"270";"458";"4";"4";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"12";"2";"10";"0";"446";"97";"177";"172"
"a577-9b91-7689-d882-8fa9-79b8-3b94-1976";"102001";"26";"9";"miasto";"stały";"Miejskie Przedszkole Nr 3 w Głownie, ul. gen. Juliana Skokowskiego 8/10, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"711";"742";"239";"472";"0";"1";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"2";"1";"1";"0";"470";"89";"222";"159"
"cd60-513b-71e8-9089-1bf2-3ab9-81dc-68ba";"102001";"26";"10";"miasto";"zakład leczniczy";"Szpital Głowno Grupa Zdrowie Sp. z o. o., ul. Wojska Polskiego 32/34, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"70";"52";"48";"22";"0";"1";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"2";"0";"2";"0";"20";"0";"8";"12"
"0f2a-c179-3dab-e9a4-90a8-8182-a9fa-f7b4";"102001";"26";"11";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Głownie, ul. Karasicka 51, 95-015 Głowno";"m. Głowno";"zgierski";"łódzkie";"70";"58";"39";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"2";"0";"2";"0";"29";"7";"1";"21"
"5737-20c7-b31c-43a0-a035-7a9b-9eaa-eed3";"102002";"26";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Cegielniana 25, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"941";"1031";"326";"615";"0";"2";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"13";"2";"11";"0";"602";"105";"184";"313"
"1a20-d554-fef2-9a56-524c-c723-1ce3-3a53";"102002";"26";"2";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Cegielniana 25, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"1008";"1111";"289";"719";"2";"3";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"13";"2";"11";"0";"706";"133";"274";"299"
"beb7-6044-1824-60e5-839b-691e-4064-5256";"102002";"26";"3";"miasto";"stały";"Przedszkole Miejskie Nr 1, ul. Stanisława Wigury 7a, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"871";"947";"371";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"7";"0";"7";"0";"493";"98";"175";"220"
"7ed8-6ebe-20bb-1e72-7d2a-45e9-abc1-5add";"102002";"26";"4";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Stanisława Konarskiego 2, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"925";"1019";"252";"673";"1";"1";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"9";"3";"6";"0";"664";"118";"277";"269"
"2dd6-876a-94a8-6a8a-061e-2a30-e0df-4456";"102002";"26";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Lotnicza 1, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"913";"1002";"232";"681";"0";"2";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"6";"2";"4";"0";"675";"133";"248";"294"
"e808-6afe-8a8c-16f1-7b80-f7d2-cda0-e3ef";"102002";"26";"6";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Konarskiego 2, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"925";"1014";"299";"626";"1";"2";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"11";"3";"8";"0";"615";"121";"228";"266"
"3945-8f25-6ab2-029d-79d3-eaaa-e515-6b02";"102002";"26";"7";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Lotnicza 1, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"941";"1031";"307";"634";"0";"0";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"19";"5";"14";"0";"615";"107";"264";"244"
"89cf-ba90-e633-1c53-7934-58d5-4c13-96e6";"102002";"26";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Lotnicza 1, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"905";"992";"397";"508";"2";"1";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"11";"2";"9";"0";"497";"98";"179";"220"
"40d4-4837-bbd8-54ff-b655-3012-a604-1f5b";"102002";"26";"9";"miasto";"stały";"Przedszkole Miejskie Nr 5, ul. Obrońców Westerplatte 1a, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"898";"978";"326";"572";"2";"0";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"20";"3";"17";"0";"552";"118";"195";"239"
"ab03-e1c1-38a4-0ef5-10d8-933a-d528-9fc6";"102002";"26";"10";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Lotnicza 1, 95-035 Ozorków";"m. Ozorków";"zgierski";"łódzkie";"908";"994";"245";"663";"0";"7";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"14";"5";"9";"0";"649";"110";"230";"309"
