"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Elżbieta Agnieszka KOMOSA";"Marta Ewelina MICHALSKA-WILK";"Wojciech SKURKIEWICZ"
"a746-eb37-6f1a-1e1e-fc00-74ba-ce85-5f94";"146301";"50";"58";"miasto";"stały";"XII Liceum Ogólnokształcące z oddziałami sportowymi, Radom, Ustronie ul. Osiedlowa 36, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1533";"1671";"464";"1069";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1069";"0";"0";"1069";"4";"1";"3";"0";"1065";"92";"470";"503"
"7f55-2cf8-9b69-e860-2e17-ef06-a20e-3140";"146301";"50";"59";"miasto";"stały";"Przedszkole Publiczne Nr 14, Radom, Ustronie ul. Jana Pawła II 3, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"928";"995";"256";"672";"0";"0";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"16";"2";"14";"0";"656";"58";"325";"273"
"e64f-1755-e159-53d8-2a09-bf24-f288-98e5";"146301";"50";"60";"miasto";"stały";"Dom Pomocy Społecznej Weterana Walki i Pracy, Radom, Prędocinek ul. Wyścigowa 16, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1558";"1695";"435";"1123";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1123";"0";"0";"1123";"24";"5";"19";"0";"1099";"104";"476";"519"
"17c2-7663-d8d9-f3dc-142b-2798-e80d-739a";"146301";"50";"61";"miasto";"stały";"Zespół Szkół Spożywczych i Hotelarskich, Radom, Prędocinek ul. Św. Brata Alberta 1, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1860";"2015";"558";"1302";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1302";"0";"0";"1302";"15";"4";"11";"0";"1287";"131";"343";"813"
"f714-2d2e-9990-beb2-7f40-4044-6df5-b24f";"146301";"50";"62";"miasto";"stały";"Zespół Szkół Specjalnych i Placówek Oświatowych, Radom, Prędocinek ul. Lipska 2, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1630";"1742";"447";"1183";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1183";"0";"0";"1183";"19";"8";"11";"0";"1164";"106";"468";"590"
"8b85-f7b2-613e-e502-fe47-84ae-a319-c4ac";"146301";"50";"63";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego, Radom, Prędocinek ul. Gajowa 60, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1960";"2128";"628";"1332";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"16";"1";"15";"0";"1316";"136";"506";"674"
"dfef-05f1-0471-821d-d22c-f922-93d8-b752";"146301";"50";"64";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego, Radom, Prędocinek ul. Gajowa 60, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"2020";"2168";"583";"1437";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1437";"0";"0";"1437";"17";"6";"11";"0";"1420";"167";"530";"723"
"370c-5b92-c1b4-8617-4521-3dff-dccf-77fd";"146301";"50";"65";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 14 Integracyjna, Radom, Żakowice ul. Wierzbicka 89/93, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1426";"1539";"435";"991";"1";"2";"0";"0";"0";"0";"0";"0";"0";"991";"0";"0";"991";"18";"7";"11";"0";"973";"97";"370";"506"
"14a7-76da-821c-4302-7913-039c-912e-271e";"146301";"50";"66";"miasto";"stały";"Przedszkole Publiczne Nr 5 im. Tadeusza Kościuszki, Radom, Żakowice ul. Czarnoleska 15, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1572";"1661";"443";"1129";"1";"6";"1";"1";"1";"0";"0";"0";"0";"1127";"0";"0";"1127";"16";"8";"8";"0";"1111";"105";"458";"548"
"8d06-c48a-4ebe-22e8-3fd3-4759-45e5-18c8";"146301";"50";"67";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 17 im. Przyjaciół Dzieci, Radom, Żakowice ul. Czarnoleska 10, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1513";"1941";"232";"1281";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1281";"0";"0";"1281";"23";"9";"14";"0";"1258";"133";"504";"621"
"d855-67bb-a8a1-40ac-acb5-5a4e-af76-c250";"146301";"50";"68";"miasto";"stały";"Stowarzyszenie na rzecz osób niepełnosprawnych ""RAZEM"", Radom, Młodzianów ul. Sobótki 5, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1706";"1807";"527";"1179";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1178";"1";"0";"1178";"26";"4";"22";"0";"1152";"139";"420";"593"
"0255-3f06-edd0-ec30-f633-4410-ca38-1772";"146301";"50";"69";"miasto";"stały";"Stowarzyszenie na rzecz osób niepełnosprawnych ""RAZEM"", Radom, Młodzianów ul. Sobótki 5, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1839";"1981";"542";"1297";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1297";"0";"0";"1297";"18";"4";"14";"0";"1279";"131";"556";"592"
"f7b1-ed24-66b6-cfb0-89f1-d31d-c2eb-4f97";"146301";"50";"70";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 21 im. Ks. Jana Twardowskiego, Radom, Żakowice ul. Trojańska 5, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1667";"1780";"448";"1219";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"8";"3";"5";"0";"1211";"132";"446";"633"
"c9be-6caa-8d7d-6621-9818-bff5-ae67-caf1";"146301";"50";"71";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 21 im. Ks. Jana Twardowskiego, Radom, Żakowice ul. Trojańska 5, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1486";"1578";"476";"1010";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"6";"4";"2";"0";"1004";"119";"356";"529"
"ebe3-c167-8a6f-5c24-341e-97c1-c7f4-2695";"146301";"50";"72";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 25, Radom, Jeżowa Wola ul. Starokrakowska 124/128, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"985";"1094";"288";"697";"0";"8";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"9";"2";"7";"0";"688";"81";"201";"406"
"38e5-e5c8-c205-3075-44fc-5aba-c1d1-37d7";"146301";"50";"73";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, Radom, Planty ul. Prospera Jarzyńskiego 3, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1344";"1430";"391";"953";"0";"9";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"15";"4";"11";"0";"938";"102";"421";"415"
"1db5-6ffd-f080-6c67-5fff-688a-9ec3-10b2";"146301";"50";"74";"miasto";"stały";"Zespół Szkół Technicznych im. Tadeusza Kościuszki, Radom, Śródmieście ul. Limanowskiego 26/30, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1119";"1178";"337";"782";"3";"2";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"15";"6";"9";"0";"767";"86";"358";"323"
"4803-01e6-8579-b779-f240-df60-0a8a-523c";"146301";"50";"75";"miasto";"stały";"IV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. dra Tytusa Chałubińskiego, Radom, Śródmieście ul. Mariacka 25, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1061";"1135";"370";"691";"0";"0";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"15";"1";"14";"0";"676";"60";"304";"312"
"8462-2ebf-1045-6b62-0299-1141-6b2f-5ce8";"146301";"50";"76";"miasto";"stały";"Powiatowy Urząd Pracy, Radom, Śródmieście ul. Księdza Łukasika 3, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1064";"1148";"416";"648";"2";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"10";"0";"10";"0";"638";"63";"265";"310"
"cc7c-b016-2fed-23e8-1dc8-2476-1064-4fcb";"146301";"50";"77";"miasto";"stały";"Wydział Mechaniczny Uniwersytetu Technologiczno-Humanistycznego im. Kazimierza Pułaskiego, Radom, Borki ul. hm kpt Stasieckiego 54, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1244";"1346";"507";"737";"0";"1";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"3";"1";"2";"0";"734";"85";"275";"374"
"09a5-7e80-ce62-817f-32f4-1ba1-9783-3199";"146301";"50";"78";"miasto";"stały";"Wydział Mechaniczny Uniwersytetu Technologiczno-Humanistycznego im. Kazimierza Pułaskiego, Radom, Borki ul. hm kpt Stasieckiego 54, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1497";"1609";"578";"919";"0";"9";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"20";"4";"16";"0";"898";"93";"308";"497"
"8854-4cff-604c-e9f4-785e-4a5b-0ca4-432a";"146301";"50";"79";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2 im. Hansa Christiana Andersena, Radom, Borki ul. Batalionów Chłopskich 16, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1660";"1792";"500";"1163";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1163";"0";"0";"1163";"7";"0";"7";"0";"1156";"118";"427";"611"
"150a-79a8-9a51-b800-5563-c08c-2b93-c8ba";"146301";"50";"80";"miasto";"stały";"Przedszkole Publiczne Nr 19 z Oddziałami Integracyjnymi, Radom, Borki ul. Batalionów Chłopskich 18, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1374";"1458";"385";"989";"0";"1";"1";"1";"0";"0";"0";"0";"1";"990";"1";"0";"990";"12";"4";"8";"0";"978";"128";"442";"408"
"a320-376b-ddcb-c650-b57e-72d2-19ed-fa24";"146301";"50";"81";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 26, Radom, Wośniki ul. Wośnicka 125, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1134";"1237";"275";"859";"2";"1";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"19";"10";"9";"0";"840";"77";"404";"359"
"45fe-400c-60d8-825f-af80-60b2-013c-adb0";"146301";"50";"82";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 26, Radom, Wośniki ul. Wośnicka 125, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"763";"825";"217";"546";"0";"1";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"7";"1";"6";"0";"538";"46";"269";"223"
"d7f9-f59f-5cad-4288-50bf-ce58-0bf3-f340";"146301";"50";"83";"miasto";"stały";"Filia Nr 12 Miejskiej Biblioteki Publicznej im. Józefa A. i Andrzeja S. Załuskich w Radomiu, Radom, Wośniki ul. Pośrednia 29, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1934";"2066";"539";"1395";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1395";"0";"0";"1395";"14";"3";"11";"0";"1381";"164";"594";"623"
"d410-90d1-0315-6736-256f-b77b-83fc-8fcf";"146301";"50";"84";"miasto";"stały";"Poradnia Psychologiczno-Pedagogiczna Nr 3, Radom, Zamłynie ul. Główna 3, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1798";"1922";"514";"1284";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"17";"5";"12";"0";"1267";"133";"553";"581"
"f728-1539-0b6a-3144-fe63-5065-a7be-72d3";"146301";"50";"85";"miasto";"stały";"Mazowiecki Zarząd Dróg Wojewódzkich w Warszawie Rejon Drogowy w Radomiu, Radom, Wacyn ul. Wolanowska 61, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1343";"1433";"425";"918";"0";"6";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"7";"0";"7";"0";"911";"105";"300";"506"
"805c-b71f-99da-f074-348e-591c-4b72-878d";"146301";"50";"86";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, Radom, Zamłynie ul. Kielecka 2/6, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1117";"1197";"379";"738";"2";"7";"0";"0";"0";"0";"0";"0";"0";"738";"0";"0";"738";"2";"0";"2";"0";"736";"70";"234";"432"
"fda6-f6a6-b703-05e1-5a89-5ad8-9b7f-0408";"146301";"50";"87";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, Radom, Kierzków ul. Kierzkowska 118, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1133";"1240";"333";"800";"0";"3";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"6";"1";"5";"0";"794";"86";"282";"426"
"9111-88b6-4bf1-c858-528e-443e-59a8-73d0";"146301";"50";"88";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 22 z Oddziałami Integracyjnymi im. Mikołaja Reja, Radom, Zamłynie ul. Krucza 2/10, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1190";"1299";"382";"808";"0";"3";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"9";"5";"4";"0";"799";"95";"284";"420"
"7767-fca5-176d-83e4-8d20-818f-0748-966e";"146301";"50";"89";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 2 im. Hansa Christiana Andersena, Radom, Borki ul. Batalionów Chłopskich 16, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1177";"1251";"315";"862";"1";"6";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"12";"4";"8";"0";"850";"73";"382";"395"
"a3ee-674a-93ef-5015-2007-0fdf-e6c1-6cae";"146301";"50";"90";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, Radom, Zamłynie ul. Kielecka 2/6, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1735";"1861";"435";"1300";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1300";"0";"0";"1300";"18";"7";"11";"0";"1282";"120";"543";"619"
"556f-e89d-c3f6-d39f-324d-eecd-b729-52b7";"146301";"50";"91";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 29 z Oddziałami Integracyjnymi im. Władysława Broniewskiego, Radom, Wacyn ul. Ceglana 14, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1750";"1882";"534";"1216";"1";"3";"2";"2";"0";"0";"0";"0";"2";"1218";"2";"0";"1218";"11";"5";"6";"0";"1207";"146";"449";"612"
"8f18-4992-c3ae-13a2-9cf9-0681-e019-61ee";"146301";"50";"92";"miasto";"stały";"Zespół Szkół Ekonomicznych, Radom, Śródmieście ul. Wernera 22, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1171";"1256";"395";"776";"1";"1";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"10";"4";"6";"0";"765";"71";"253";"441"
"7bca-22f9-b024-41f2-b2a7-ae4a-3f16-828a";"146301";"50";"93";"miasto";"stały";"Miejski Ośrodek Kultury ""Amfiteatr"" Scena Obozisko, Radom, Obozisko ul. Śniadeckich 2, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1093";"1175";"357";"736";"1";"4";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"12";"8";"4";"0";"724";"77";"320";"327"
"bc8b-b190-f3d8-cc96-eadc-a81e-b1fb-9fb8";"146301";"50";"94";"miasto";"stały";"Miejski Ośrodek Kultury ""Amfiteatr"", Radom, Obozisko ul. Parkowa 1, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1162";"1258";"304";"858";"1";"4";"1";"1";"0";"0";"0";"0";"1";"859";"1";"0";"859";"8";"5";"3";"0";"851";"78";"357";"416"
"e655-7192-ce23-bdef-9eeb-7056-ee85-774f";"146301";"50";"95";"miasto";"stały";"Dom Studenta Nr 2 ""Walet"", Radom, Gołębiów ul. Akademicka 3, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1684";"1839";"387";"1297";"0";"18";"2";"2";"0";"0";"0";"0";"2";"1299";"2";"0";"1299";"12";"4";"8";"0";"1287";"138";"575";"574"
"9e47-27fe-cec5-4aa0-e022-00dd-8056-8f50";"146301";"50";"96";"miasto";"stały";"Przedszkole Publiczne Nr 6, Radom, Gołębiów ul. Paderewskiego 36, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1430";"1513";"323";"1107";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"1";"1107";"14";"5";"9";"0";"1093";"138";"539";"416"
"ba5f-60c1-5313-250b-d846-315c-a129-1324";"146301";"50";"97";"miasto";"stały";"Przedszkole Publiczne Nr 6, Radom, Gołębiów ul. Rapackiego 4, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1419";"1485";"383";"1036";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1036";"0";"0";"1036";"19";"2";"17";"0";"1017";"132";"447";"438"
"e454-255e-eb10-895c-be45-d77b-4ca7-6ef3";"146301";"50";"98";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, Radom, Michałów ul. Sobieskiego 12, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1794";"1902";"462";"1332";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"17";"5";"12";"0";"1315";"127";"508";"680"
"eab0-5a6e-01d6-b549-9a33-ec44-b981-4b51";"146301";"50";"99";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Jagiellońskiej, Radom, Michałów ul. Sobieskiego 12, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1833";"1947";"480";"1353";"0";"2";"1";"1";"1";"0";"0";"0";"0";"1353";"0";"0";"1353";"9";"2";"7";"0";"1344";"133";"564";"647"
"f94a-fc3e-86f2-7b07-e936-7e60-bc19-61ff";"146301";"50";"100";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, Radom, Michałów ul. Sobieskiego 12, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1554";"1685";"405";"1149";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1149";"0";"0";"1149";"21";"9";"12";"0";"1128";"108";"464";"556"
"3633-a87e-e889-510c-59c0-615e-93d4-52cd";"146301";"50";"101";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, Radom, Michałów ul. Piastowska 17, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1820";"1974";"428";"1392";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1392";"0";"0";"1392";"13";"7";"6";"0";"1379";"132";"597";"650"
"8035-cd6f-2e05-6cc5-7220-d458-2950-7ded";"146301";"50";"102";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, Radom, Michałów ul. Piastowska 17, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"2019";"2158";"523";"1496";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1496";"0";"0";"1496";"31";"8";"23";"0";"1465";"161";"576";"728"
"a565-4131-69e3-a3f4-61fd-ec25-4e9f-635c";"146301";"50";"103";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, Radom, Wólka Klwatecka ul. Ofiar Firleja 14, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1903";"2080";"618";"1285";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1285";"0";"0";"1285";"17";"6";"11";"0";"1268";"147";"468";"653"
"6880-1890-a9db-014c-e752-76b3-1286-ce87";"146301";"50";"104";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 25, Radom, Jeżowa Wola ul. Starokrakowska 124/128, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1217";"1319";"459";"758";"0";"11";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"13";"2";"11";"0";"745";"110";"228";"407"
"13de-92d2-dee8-ed0e-9eae-7741-4cd5-2021";"146301";"50";"105";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, Radom, Wólka Klwatecka ul. Ofiar Firleja 14, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1119";"1205";"389";"730";"0";"1";"1";"1";"0";"0";"0";"0";"1";"731";"1";"0";"731";"11";"1";"10";"0";"720";"74";"213";"433"
"94a0-4495-9eb4-d262-aa12-e754-2470-a363";"146301";"50";"106";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6 z Oddziałami Integracyjnymi im. Orła Białego, Radom, Gołębiów ul. Adama Rapackiego 24, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"2057";"2235";"463";"1594";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1595";"1";"0";"1595";"18";"5";"13";"0";"1577";"202";"850";"525"
"c05d-79d4-23b3-da1a-56c5-981c-f86f-7589";"146301";"50";"107";"miasto";"stały";"Przedszkole Publiczne Nr 13, Radom, Zamłynie ul. Garbarska 59/67, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"824";"891";"284";"540";"0";"0";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"8";"0";"8";"0";"532";"63";"211";"258"
"a073-62e0-f7e8-f540-967a-cec1-4dc1-c533";"146301";"50";"108";"miasto";"stały";"Dom Kultury ""Idalin"", Radom, Idalin ul. Bluszczowa 4/8, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"716";"779";"254";"462";"0";"7";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"3";"3";"0";"0";"459";"39";"151";"269"
"f665-7e2d-55a7-23cf-ebbb-7340-54e4-fb7e";"146301";"50";"109";"miasto";"stały";"Zespół Szkół Ekonomicznych, Radom, Kaptur ul. Wernera 22, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"1310";"1416";"414";"896";"0";"2";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"7";"6";"1";"0";"889";"103";"330";"456"
"b5f3-b6b1-6e70-4157-0124-2a8e-efd9-2cab";"146301";"50";"110";"miasto";"zakład leczniczy";"Radomski Szpital Specjalistyczny im. Dr T. Chałubińskiego, ul. Tochtermana 1, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"138";"132";"64";"74";"0";"5";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"0";"0";"0";"0";"74";"6";"17";"51"
"4e14-e57b-73a9-5b10-2680-190d-a64a-a697";"146301";"50";"111";"miasto";"zakład leczniczy";"Samodzielny Wojewódzki Publiczny Zespół Zakładów Psychiatrycznej Opieki Zdrowotnej im. dr. Barbary Borzym, ul. Krychnowicka 1, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"69";"69";"5";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"1";"0";"1";"0";"63";"10";"6";"47"
"08ce-bb3c-4470-6d8a-4210-f074-7735-2904";"146301";"50";"112";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Wolanowska 120, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"842";"839";"513";"329";"0";"6";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"12";"1";"11";"0";"317";"57";"198";"62"
"d7ec-2eef-8be9-49fa-f42a-0681-37f3-ceb9";"146301";"50";"113";"miasto";"zakład leczniczy";"Mazowiecki Szpital Specjalistyczny Sp. z o. o., ul. Aleksandrowicza 5, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"193";"161";"32";"161";"0";"12";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"4";"1";"3";"0";"157";"11";"40";"106"
"d643-8c1c-ea49-f031-cee5-eb17-1a6f-7e0c";"146301";"50";"114";"miasto";"oddział zewnętrzny aresztu śledczego";"Oddział Zewnętrzny Aresztu Śledczego, ul. Witosa 62, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"60";"60";"0";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"0";"0";"60";"8";"1";"7";"0";"52";"16";"7";"29"
"302c-814c-46ca-7e57-a3e8-a337-fbd5-f1f3";"146301";"50";"115";"miasto";"zakład leczniczy";"Radomskie Centrum Onkologii im. Bohaterów Radomskiego Czerwca '76, ul. Uniwersytecka 6, 26-600 Radom";"m. Radom";"Radom";"mazowieckie";"51";"49";"15";"36";"0";"1";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"1";"0";"1";"0";"35";"0";"14";"21"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
