"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Margareta BUDNER";"Maciej Dariusz SYTEK"
"732e-fe10-7d79-bc78-b394-c2f0-9413-7ff8";"302705";"93";"1";"wieś";"stały";"Szkoła Podstawowa, Dziadowice 22, 62-709 Malanów";"gm. Malanów";"turecki";"wielkopolskie";"1325";"1461";"630";"695";"0";"0";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"28";"9";"19";"0";"667";"465";"202"
"53c9-fe8c-3a38-c912-145b-ddfc-e2a0-d69b";"302705";"93";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 14, 62-709 Malanów";"gm. Malanów";"turecki";"wielkopolskie";"1271";"1409";"567";"704";"0";"7";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"22";"2";"20";"0";"682";"553";"129"
"9413-4598-f82e-91ea-da69-67f7-f779-9236";"302705";"93";"3";"wieś";"stały";"Szkoła Podstawowa, Miłaczew 34, 62-709 Malanów";"gm. Malanów";"turecki";"wielkopolskie";"829";"907";"353";"476";"0";"0";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"25";"7";"18";"0";"450";"333";"117"
"686f-12c2-30c1-8e34-51da-d436-1ea4-05f8";"302705";"93";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Parkowa 29, 62-709 Malanów";"gm. Malanów";"turecki";"wielkopolskie";"1300";"1411";"527";"773";"1";"1";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"25";"12";"13";"0";"748";"411";"337"
"b505-84a8-56a8-672b-a667-cc3a-3f17-8051";"302706";"93";"1";"wieś";"stały";"Zespół Szkół w Przykonie Szkoła Podstawowa w Przykonie, ul. Szkolna 4a, 62-731 Przykona";"gm. Przykona";"turecki";"wielkopolskie";"1937";"2138";"693";"1244";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1244";"0";"1";"1243";"26";"10";"16";"0";"1217";"854";"363"
"a1fa-aa36-db17-391f-29eb-e987-1a54-21d0";"302706";"93";"2";"wieś";"stały";"Szkoła Podstawowa w Boleszczynie, Boleszczyn 67, 62-731 Przykona";"gm. Przykona";"turecki";"wielkopolskie";"958";"1065";"343";"615";"0";"2";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"19";"6";"13";"0";"596";"454";"142"
"a28e-ddc4-16c2-b3a3-4ab5-4601-642d-d06e";"302706";"93";"3";"wieś";"stały";"Szkoła Podstawowa w Sarbicach, Sarbice 4, 62-731 Przykona";"gm. Przykona";"turecki";"wielkopolskie";"370";"411";"165";"205";"0";"7";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"12";"1";"11";"0";"193";"143";"50"
"cb76-7a14-f193-4652-152b-6511-d923-be9b";"302707";"93";"1";"miasto";"stały";"Szkła Podstawowa, ul. Nortowska 1, 62-740 Tuliszków";"gm. Tuliszków";"turecki";"wielkopolskie";"1309";"1427";"546";"763";"2";"1";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"28";"5";"23";"0";"735";"417";"318"
"8273-ed7f-54fb-8ca1-422f-857e-fc6e-f1d4";"302707";"93";"2";"miasto";"stały";"Szkła Podstawowa, ul. Nortowska 1, 62-740 Tuliszków";"gm. Tuliszków";"turecki";"wielkopolskie";"1050";"1123";"406";"644";"1";"1";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"14";"5";"9";"0";"630";"386";"244"
"0d91-c369-b118-33d4-a0b2-35bd-98d6-ff6c";"302707";"93";"3";"wieś";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Haliny Oleksiak 2, 62-740 Tuliszków";"gm. Tuliszków";"turecki";"wielkopolskie";"2048";"2257";"796";"1252";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1249";"0";"0";"1249";"35";"19";"16";"0";"1214";"842";"372"
"0e0e-b8f9-a17a-e25f-58fc-daf9-5ccf-5057";"302707";"93";"4";"wieś";"stały";"Szkoła Podstawowa, Ogorzelczyn 3, 62-740 Tuliszków";"gm. Tuliszków";"turecki";"wielkopolskie";"823";"899";"301";"522";"0";"0";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"17";"6";"11";"0";"505";"410";"95"
"5ede-4a98-6329-8d4d-7ada-63f4-ecc2-b07f";"302707";"93";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Grzymiszew ul. Nowa 2, 62-740 Tuliszków";"gm. Tuliszków";"turecki";"wielkopolskie";"1709";"1876";"717";"992";"1";"2";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"35";"9";"26";"0";"957";"656";"301"
"ffc7-21ae-e8a0-c4a6-95d9-e98d-b883-fe4a";"302707";"93";"6";"wieś";"stały";"Sala OSP, Smaszew 47, 62-740 Tuliszków";"gm. Tuliszków";"turecki";"wielkopolskie";"589";"651";"207";"382";"0";"1";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"16";"4";"12";"0";"366";"270";"96"
"4231-ab1b-cb66-2189-8ba9-060e-e525-10ae";"302708";"93";"1";"wieś";"stały";"Szkoła Podstawowa im. Józefa Mehoffera w Chlebowie, Chlebów 15, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"922";"1020";"349";"573";"0";"1";"0";"0";"0";"0";"0";"0";"0";"573";"0";"1";"572";"13";"3";"10";"0";"559";"424";"135"
"c26f-2a0a-b510-b3a0-a1a5-a6ae-afe7-5889";"302708";"93";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Kaczkach Średnich, Kaczki Średnie 63, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"490";"528";"170";"320";"0";"2";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"16";"0";"16";"0";"304";"201";"103"
"c59b-a067-15f0-779b-98a9-6abe-1741-f963";"302708";"93";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Słodkowie, Słodków 21, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"1507";"1658";"561";"946";"0";"2";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"29";"5";"24";"0";"917";"519";"398"
"1fdf-bf22-c072-c0b6-1e30-e83d-48cb-f63d";"302708";"93";"4";"wieś";"stały";"Zespół Placówek Edukacyjno-Wychowawczych w Turku, Aleja J. Piłsudskiego 5, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"1647";"1809";"514";"1133";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1133";"0";"0";"1133";"20";"9";"11";"0";"1113";"608";"505"
"30e2-89ba-ca3c-2870-e8dc-2a4e-3ea6-0990";"302708";"93";"5";"wieś";"stały";"Szkoła Podstawowa im. Marii Skłodowskiej-Curie w Żukach, Żuki 92, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"448";"484";"162";"286";"0";"1";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"5";"1";"4";"0";"281";"166";"115"
"316e-b8a6-5a3b-8be6-1031-17b7-4f77-fa70";"302708";"93";"6";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Turkowicach, Turkowice ul. Jaśminowa 3, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"709";"765";"272";"437";"0";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"14";"7";"7";"0";"423";"264";"159"
"4ad1-7b27-f1fd-3f55-f049-317d-b58e-00d2";"302708";"93";"7";"wieś";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego w Cisewie, Cisew 55, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"857";"943";"290";"567";"0";"1";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"19";"3";"16";"0";"548";"336";"212"
"1893-f82e-540c-1b8f-dab9-899c-1a32-ed42";"302708";"93";"8";"wieś";"stały";"Wiejskie Centrum Lokalnej Aktywności w Kowalach Księżych, Kowale Księże 38a, 62-700 Turek";"gm. Turek";"turecki";"wielkopolskie";"290";"317";"79";"211";"2";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"7";"1";"6";"0";"204";"154";"50"
"32e9-81ef-117d-3704-897b-ced4-0401-7a09";"302709";"93";"1";"wieś";"stały";"Budynek po byłej SP w Małoszynie, Małoszyna 46, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"494";"540";"168";"326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"18";"3";"15";"0";"308";"199";"109"
"4336-81c1-f832-dea0-e0f5-6177-f8f1-cd71";"302709";"93";"2";"wieś";"stały";"SP we Władysławowie bud. A, ul. Jagiellońska 1B, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"1050";"1137";"258";"792";"1";"2";"0";"0";"0";"0";"0";"0";"0";"792";"0";"0";"792";"22";"4";"18";"0";"770";"509";"261"
"7846-7fdd-0cf3-c764-6efc-c475-717b-f21d";"302709";"93";"3";"wieś";"stały";"SP w Natalii, Natalia 22, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"410";"444";"173";"237";"1";"0";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"5";"1";"4";"0";"232";"196";"36"
"40ac-19a2-5833-52b7-6e93-31b0-4e02-c458";"302709";"93";"4";"wieś";"stały";"SP w Wyszynie, Wyszyna ul. Turkowska 1, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"1198";"1314";"440";"758";"0";"2";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"19";"4";"15";"0";"738";"597";"141"
"38f8-5108-e69b-dd37-08dc-6e45-5ca2-c628";"302709";"93";"5";"wieś";"stały";"SP w Kunach, Kuny 137, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"719";"793";"231";"488";"1";"0";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"11";"0";"11";"0";"477";"378";"99"
"cd40-2c9d-9264-a96a-feaa-41da-40c4-2dff";"302709";"93";"6";"wieś";"stały";"SP w Chylinie, Chylin 87A, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"702";"774";"251";"451";"0";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"12";"8";"4";"0";"439";"329";"110"
"feee-890e-b8d6-b159-0e36-6738-c5e8-e082";"302709";"93";"7";"wieś";"stały";"Dom Parafialny w Russocicach, Russocice 19A, 62-710 Władysławów";"gm. Władysławów";"turecki";"wielkopolskie";"1209";"1329";"374";"835";"2";"0";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"29";"9";"20";"0";"806";"602";"204"
"aaba-c5ab-432f-44be-0826-be0d-dc3f-9fee";"306201";"93";"1";"miasto";"stały";"I Liceum Ogólnokształcące, A. Mickiewicza 14, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"1746";"1965";"635";"1111";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1111";"0";"0";"1111";"37";"14";"23";"0";"1074";"567";"507"
"8751-d5c5-5548-a071-7fdb-a648-21b1-84d5";"306201";"93";"2";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, Kaliska 19, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"1656";"1785";"538";"1118";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1118";"0";"0";"1118";"38";"11";"27";"0";"1080";"490";"590"
"61b4-f45c-5d7a-68b5-e527-1d57-0559-b147";"306201";"93";"3";"miasto";"stały";"Szkoła Podstawowa nr 15, Turkusowa 1a, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"1797";"1958";"566";"1231";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"38";"16";"22";"0";"1193";"496";"697"
"0778-ac15-159e-1a06-e548-5382-9f91-43de";"306201";"93";"4";"miasto";"stały";"Przedszkole nr 4, Kryształowa 5, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"869";"930";"213";"656";"0";"6";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"12";"2";"10";"0";"644";"248";"396"
"d007-17c7-d089-6d5e-c7bd-67e7-e07f-5190";"306201";"93";"5";"miasto";"stały";"Szkoła Podstawowa Nr 15, Kryształowa 3, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"950";"1066";"297";"653";"1";"2";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"25";"7";"18";"0";"628";"243";"385"
"f62e-b620-a6c8-c6ed-8742-f617-4a62-af90";"306201";"93";"6";"miasto";"stały";"Szkoła Podstawowa nr 1, Kolska 2, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"1488";"1616";"533";"955";"0";"5";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"34";"10";"24";"0";"921";"443";"478"
"be9a-20c1-7058-25b2-e69f-d8fc-6ec3-e3db";"306201";"93";"7";"miasto";"stały";"Przedszkole Nr 1 Oddział Zamiejscowy w Wilkowie, Kamienna 57a, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"1929";"2079";"578";"1350";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1350";"0";"0";"1350";"53";"28";"25";"0";"1297";"662";"635"
"5c42-01eb-6c3f-bef6-5940-0ea1-fb98-1b85";"306201";"93";"8";"miasto";"stały";"Przedszkole nr 1, M. Kopernika 14, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"920";"993";"358";"562";"2";"4";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"18";"4";"14";"0";"544";"253";"291"
"e6fd-9a9c-79fb-db6b-40b9-561f-c00d-4fe7";"306201";"93";"9";"miasto";"stały";"Zespół Szkół Centrum Kształcenia Ustawicznego im. S. Batorego, Wodna 1, 62-500 Konin";"m. Konin";"Konin";"wielkopolskie";"781";"842";"309";"472";"0";"3";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"23";"2";"21";"0";"449";"220";"229"
"4b40-e280-6724-b003-fbb6-913c-76ae-ce35";"306201";"93";"10";"miasto";"stały";"Szkoła Podstawowa nr 4, K. Błaszaka 4, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1366";"1477";"407";"959";"0";"6";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"35";"6";"29";"0";"924";"485";"439"
"eaef-ab3b-0f55-c4a6-18c6-40f5-9fdf-3b9b";"306201";"93";"11";"miasto";"stały";"Przedszkole nr 7, Kolejowa 30, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1190";"1280";"440";"750";"1";"3";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"30";"7";"23";"0";"720";"338";"382"
"f0ee-71d4-bbb4-0bb8-2701-5280-3fc2-d86c";"306201";"93";"12";"miasto";"stały";"Budynek Urzędu Miejskiego w Koninie, Powstańców Wlkp. 14, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"657";"713";"246";"411";"0";"3";"1";"1";"0";"0";"0";"0";"1";"412";"1";"0";"412";"17";"4";"13";"0";"395";"178";"217"
"6fc0-8a32-50ec-762d-11f2-f3b4-1ba2-1ed7";"306201";"93";"13";"miasto";"stały";"Przedszkole nr 25, Kosmonautów 4a, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"970";"1043";"312";"658";"0";"1";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"26";"4";"22";"0";"632";"315";"317"
"1226-1738-ce20-eea1-e760-e6a8-a4a4-6b6c";"306201";"93";"14";"miasto";"stały";"Zespół Szkół Górniczo-Energetycznych im. S. Staszica, Bydgoska 2a, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1038";"1147";"309";"729";"4";"13";"0";"0";"0";"0";"0";"0";"0";"729";"0";"0";"729";"30";"11";"19";"0";"699";"319";"380"
"5c9f-bbee-fae5-6df0-66ff-039a-343f-a928";"306201";"93";"15";"miasto";"stały";"Przedszkole nr 6, L. Solskiego 4, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1452";"1580";"530";"922";"0";"1";"1";"1";"0";"0";"0";"0";"1";"923";"1";"0";"923";"31";"7";"24";"0";"892";"414";"478"
"8647-cd39-0ee2-f182-9923-dfde-1563-2a15";"306201";"93";"16";"miasto";"stały";"Szkoła Podstawowa nr 6, Kolejowa 2, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"780";"832";"286";"494";"0";"2";"1";"1";"0";"0";"0";"0";"1";"495";"1";"0";"495";"13";"0";"13";"0";"482";"243";"239"
"4b2e-0ff0-145a-a3d9-6499-64c3-733c-35e5";"306201";"93";"17";"miasto";"stały";"Zespół Szkół im. M. Kopernika, Aleje 1 Maja 22, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"662";"712";"230";"432";"0";"2";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"16";"4";"12";"0";"416";"209";"207"
"dc33-67b4-eb59-3bb3-01a7-c439-5052-f1d9";"306201";"93";"18";"miasto";"stały";"Szkoła Podstawowa nr 9, Fikusowa 8, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1813";"1974";"432";"1381";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1381";"0";"0";"1381";"44";"17";"27";"0";"1337";"567";"770"
"8e32-c790-f8cc-99e3-8c8c-c50b-8bfd-3feb";"306201";"93";"19";"miasto";"stały";"Szkoła Podstawowa Nr 9, Fikusowa 8, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1880";"1997";"345";"1535";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1535";"0";"0";"1535";"36";"13";"23";"0";"1499";"510";"989"
"4bee-ef40-b86e-1d42-dc99-130d-1635-59b0";"306201";"93";"20";"miasto";"stały";"Przedszkole nr 16, Szarotki 1, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1656";"1769";"468";"1188";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"42";"10";"32";"0";"1146";"532";"614"
"12bf-5bdf-9cdd-9786-7618-b4c8-8947-9cdc";"306201";"93";"21";"miasto";"stały";"Zespół Szkół im. M. Kopernika, Żeglarska 9, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"591";"623";"116";"475";"0";"3";"1";"1";"0";"0";"0";"0";"1";"475";"1";"0";"475";"12";"3";"9";"0";"463";"214";"249"
"1b4a-3e00-f063-d8fd-38d6-cb1b-a035-a881";"306201";"93";"22";"miasto";"stały";"Przedszkole nr 8, Przemysłowa 12, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1100";"1195";"342";"758";"0";"5";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"24";"9";"15";"0";"734";"359";"375"
"b5c4-0977-1548-0140-296d-6aae-4610-e38b";"306201";"93";"23";"miasto";"stały";"Szkoła Podstawowa nr 8, Kardynała Stefana Wyszyńskiego 24, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"710";"762";"230";"480";"0";"3";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"15";"1";"14";"0";"465";"191";"274"
"e840-67fd-60fa-5549-4b03-8f48-9ac3-4590";"306201";"93";"24";"miasto";"stały";"Zespół Szkół Górniczo-Energetycznych im. S. Staszica, Kardynała Stefana Wyszyńskiego 3, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1078";"1166";"359";"719";"1";"4";"1";"1";"0";"0";"0";"0";"1";"720";"1";"0";"720";"22";"5";"17";"0";"698";"338";"360"
"db90-fd78-cc45-c25b-20e6-e6f5-fc30-8756";"306201";"93";"25";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa w Koninie, Ks. Jerzego Popiełuszki 4, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1169";"1268";"323";"846";"0";"3";"1";"1";"0";"0";"0";"0";"1";"847";"1";"0";"847";"18";"9";"9";"0";"829";"389";"440"
"d4be-f613-bb9e-c69e-5887-9a39-4f6e-ac2a";"306201";"93";"26";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa w Koninie, Ks. Jerzego Popiełuszki 4, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1220";"1320";"338";"882";"1";"8";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"22";"6";"16";"0";"860";"426";"434"
"b273-81a2-6a05-4527-03f0-bb97-1944-b6b6";"306201";"93";"27";"miasto";"stały";"Zespół Szkół Budownictwa i Kształcenia Zawodowego, Budowlanych 6, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1450";"1563";"422";"1028";"1";"7";"1";"1";"0";"0";"0";"0";"1";"1029";"1";"0";"1029";"28";"10";"18";"0";"1001";"414";"587"
"3e19-4c83-00c8-924a-29c3-78b1-4a37-4366";"306201";"93";"28";"miasto";"stały";"Przedszkole nr 12, Kardynała Stefana Wyszyńskiego 42, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1049";"1149";"333";"716";"0";"1";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"23";"4";"19";"0";"693";"322";"371"
"dedf-a09a-b2d0-0337-411c-7b72-eabf-3085";"306201";"93";"29";"miasto";"stały";"Szkoła Podstawowa Nr 7, Kardynała Stefana Wyszyńskiego 44, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"770";"831";"250";"520";"0";"2";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"10";"3";"7";"0";"510";"247";"263"
"eb62-8b0e-45ca-1378-c1cd-dab3-a1f0-0c58";"306201";"93";"30";"miasto";"stały";"Dom Pomocy Społecznej, Południowa 1, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"91";"91";"63";"28";"0";"1";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"3";"0";"3";"0";"25";"17";"8"
"2a0e-607e-876a-98bb-76cc-5a07-b1a0-d208";"306201";"93";"31";"miasto";"stały";"Przedszkole nr 15, 11 Listopada 32, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1230";"1324";"417";"813";"0";"7";"2";"2";"0";"0";"0";"0";"2";"814";"2";"0";"814";"20";"4";"16";"0";"794";"449";"345"
"c2b8-fc6a-4c1d-147c-c163-7eb2-860a-535e";"306201";"93";"32";"miasto";"stały";"Szkoła Podstawowa Nr 3, Sosnowa 16, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1288";"1416";"377";"911";"0";"4";"2";"2";"1";"0";"0";"0";"1";"912";"1";"0";"912";"31";"13";"18";"0";"881";"362";"519"
"efef-5c0a-5412-b69f-1564-836b-950b-e82b";"306201";"93";"33";"miasto";"stały";"Przedszkole nr 11, Sosnowa 8, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"911";"990";"285";"626";"0";"1";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"30";"6";"24";"0";"596";"237";"359"
"6b9f-7cdd-932d-45a2-3dfa-fe8e-bcfe-8ef5";"306201";"93";"34";"miasto";"stały";"Klub Mieszkańców Konińskiej Spółdzielni Mieszkaniowej, Wyzwolenia 13, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1279";"1364";"417";"862";"1";"1";"1";"1";"0";"0";"0";"0";"1";"863";"1";"0";"863";"37";"7";"30";"0";"826";"299";"527"
"097e-699d-3d09-7418-f108-225f-15b5-b890";"306201";"93";"35";"miasto";"stały";"Przedszkole Nr 17, Okólna 57, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1220";"1320";"354";"866";"0";"4";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"39";"11";"28";"0";"827";"351";"476"
"bd91-1835-dedc-01c3-1089-553d-a9bc-28a2";"306201";"93";"36";"miasto";"stały";"Osiedlowy Dom Kultury Spółdzielni Mieszkaniowej ""Zatorze"", T. Szeligowskiego 1, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"803";"867";"213";"590";"0";"2";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"25";"7";"18";"0";"565";"237";"328"
"05c3-d433-fea6-0c3f-5734-d5bd-8fab-61ba";"306201";"93";"37";"miasto";"stały";"Przedszkole nr 2, Z. Noskowskiego 4, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"800";"894";"191";"609";"1";"3";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"17";"3";"14";"0";"592";"284";"308"
"c2c8-cd14-0c56-081b-7298-7284-47e6-b120";"306201";"93";"38";"miasto";"stały";"Szkoła Podstawowa nr 12, T. Szeligowskiego 5, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1419";"1538";"392";"1027";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"37";"15";"22";"0";"988";"419";"569"
"a5ff-cf9f-8ad3-88e0-fb53-8118-a486-b4f4";"306201";"93";"39";"miasto";"stały";"III Liceum Ogólnokształcące, K. Szymanowskiego 5, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1454";"1578";"381";"1073";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1073";"0";"0";"1073";"49";"20";"29";"0";"1024";"388";"636"
"4094-6dbb-709d-9d40-be73-6cc4-ef35-3648";"306201";"93";"40";"miasto";"stały";"Przedszkole nr 2, Z. Noskowskiego 4, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"590";"626";"202";"388";"0";"1";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"11";"5";"6";"0";"377";"149";"228"
"e242-4bce-6a1d-d581-d5da-6089-52db-8639";"306201";"93";"41";"miasto";"stały";"Przedszkole nr 31, L. Różyckiego 3, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1031";"1104";"259";"772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"25";"2";"23";"0";"747";"316";"431"
"6da9-69f9-475f-c3b9-d607-ebcc-c67e-1036";"306201";"93";"42";"miasto";"stały";"Przedszkole nr 10, F. Chopina 11, 62-510 Konin";"m. Konin";"Konin";"wielkopolskie";"1719";"1841";"584";"1135";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"0";"1135";"45";"9";"36";"0";"1090";"475";"615"
