"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Sergiusz KMIECIK";"Barbara Grażyna ZDROJEWSKA"
"db74-154d-79e8-2b7b-3879-c43c-79dc-3035";"026401";"8";"197";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Kolista 17, 54-152 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1498";"1702";"233";"1265";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1265";"0";"0";"1265";"47";"15";"32";"0";"1218";"366";"852"
"95ce-dda9-034e-443e-4d5b-c288-68d1-406d";"026401";"8";"198";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Kolista 17, 54-152 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1702";"1905";"252";"1450";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1449";"0";"0";"1449";"35";"15";"20";"0";"1414";"462";"952"
"e274-332e-0015-af83-5889-07db-1007-77fc";"026401";"8";"199";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Kolista 17, 54-152 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1500";"1644";"258";"1242";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1242";"0";"0";"1242";"41";"18";"23";"0";"1201";"387";"814"
"1ca5-bc30-99c3-fb45-d1e5-e02d-7105-fe41";"026401";"8";"200";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Bobrza 27, 54-220 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1399";"1608";"177";"1222";"2";"16";"0";"0";"0";"0";"0";"0";"0";"1222";"0";"0";"1222";"34";"12";"22";"0";"1188";"379";"809"
"8928-2ddc-e673-a51c-9191-9db9-c02d-817f";"026401";"8";"201";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Bobrza 27, 54-220 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1300";"1525";"133";"1167";"3";"20";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"0";"1167";"30";"7";"23";"0";"1137";"387";"750"
"e7da-a53f-3805-9939-f895-46a1-df51-d491";"026401";"8";"202";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Jelenia 7, 54-242 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1351";"1348";"321";"1030";"1";"26";"1";"1";"0";"0";"0";"0";"1";"1031";"1";"0";"1031";"37";"12";"25";"0";"994";"323";"671"
"5156-df02-703d-622c-cc7c-71e8-5061-905d";"026401";"8";"203";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Jelenia 7, 54-242 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1700";"1939";"264";"1436";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1433";"0";"1";"1432";"34";"10";"24";"0";"1398";"513";"885"
"53c9-9b91-6c15-9bc6-92c8-e0e3-ccb2-6a17";"026401";"8";"204";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Jelenia 7, 54-242 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1198";"1388";"171";"1027";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"19";"6";"13";"0";"1008";"328";"680"
"d926-b871-b9ed-882d-bf35-7b78-e18f-4a0e";"026401";"8";"205";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Bobrza 27, 54-220 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1500";"1708";"277";"1223";"2";"13";"1";"1";"0";"0";"0";"0";"1";"1224";"1";"0";"1224";"47";"14";"33";"0";"1177";"411";"766"
"4601-a879-7f2a-03a1-75af-28ba-8fb6-aee5";"026401";"8";"206";"miasto";"stały";"Zespół Szkół nr 3, ul. Szkocka 64, 54-402 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1802";"2012";"355";"1447";"0";"12";"1";"1";"0";"0";"0";"0";"1";"1448";"1";"1";"1447";"47";"12";"35";"0";"1400";"566";"834"
"29e3-9142-7c41-ab14-cdca-dd0a-b580-2ddd";"026401";"8";"207";"miasto";"stały";"Zespół Szkół nr 3, ul. Szkocka 64, 54-402 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1400";"1473";"338";"1062";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1062";"0";"0";"1062";"41";"14";"27";"0";"1021";"446";"575"
"f1f8-4897-b09a-eaa7-2c93-379d-628d-fa8a";"026401";"8";"208";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Grecka 59, 54-406 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1398";"1528";"294";"1104";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"25";"5";"20";"0";"1078";"350";"728"
"6d70-6e3c-9b1f-2e04-a562-9186-ed44-9493";"026401";"8";"209";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Grecka 59, 54-406 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1403";"1644";"166";"1237";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"2";"1229";"40";"17";"23";"0";"1189";"450";"739"
"7024-a10c-3d47-4f8b-e11e-62e8-5868-613f";"026401";"8";"210";"miasto";"stały";"Wrocławski Klub Formaty, ul. Samborska 3 - 5, 54-615 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2300";"2764";"162";"2138";"0";"40";"1";"0";"0";"0";"0";"0";"0";"2138";"0";"0";"2138";"75";"29";"46";"0";"2063";"535";"1528"
"690a-9052-5c9a-1028-28d3-28a6-3564-8908";"026401";"8";"211";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38 - 44, 54-611 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1899";"1953";"359";"1540";"0";"17";"1";"1";"0";"0";"0";"0";"1";"1541";"1";"0";"1541";"51";"21";"30";"0";"1490";"441";"1049"
"702e-89ee-4d18-b7f2-b771-6485-d56d-9725";"026401";"8";"212";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38 - 44, 54-611 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2005";"2315";"282";"1723";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1711";"0";"0";"1711";"59";"25";"34";"0";"1652";"473";"1179"
"071d-1a2b-5352-a08d-7b7d-0feb-b9cf-f988";"026401";"8";"213";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 15, ul. Stanisławowska 38 - 44, 54-611 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1898";"2247";"71";"1827";"1";"43";"0";"0";"0";"0";"0";"0";"0";"1827";"0";"0";"1827";"48";"17";"31";"0";"1779";"391";"1388"
"843a-aa8d-d686-09d5-0867-f27d-410c-78a6";"026401";"8";"214";"miasto";"stały";"Zespół Szkół nr 6, ul. Nowodworska 70 - 82, 54-438 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1806";"1939";"405";"1401";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1401";"0";"0";"1401";"36";"9";"27";"0";"1365";"532";"833"
"f3e7-e7f9-1867-37a7-3a30-a2a6-267b-4fb5";"026401";"8";"215";"miasto";"stały";"Zespół Szkół nr 6, ul. Nowodworska 70 - 82, 54-438 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1503";"1646";"307";"1196";"0";"12";"1";"1";"0";"0";"0";"0";"1";"1197";"1";"0";"1197";"28";"12";"16";"0";"1169";"459";"710"
"2702-5504-de31-f314-b01b-3368-c9b2-929f";"026401";"8";"216";"miasto";"stały";"Zespół Szkół nr 6, ul. Nowodworska 70 - 82, 54-438 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1105";"1267";"144";"961";"0";"8";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"25";"11";"14";"0";"936";"343";"593"
"f43d-681c-986d-defa-b77b-2c14-ae4e-6662";"026401";"8";"217";"miasto";"stały";"Zespół Szkół nr 6, ul. Nowodworska 70 - 82, 54-438 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1717";"1903";"457";"1260";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1252";"0";"0";"1252";"35";"17";"18";"0";"1217";"504";"713"
"d7a8-f5e7-eef1-d1cf-3ed2-2a86-ba08-f390";"026401";"8";"218";"miasto";"stały";"Liceum Ogólnokształcące nr XV, ul. Wojrowicka 58, 54-436 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1800";"2049";"371";"1429";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1429";"0";"0";"1429";"37";"12";"25";"0";"1392";"462";"930"
"f6d1-be87-1f9f-aba7-4cd3-0844-9b3c-d499";"026401";"8";"219";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. Zemska 16c, 54-438 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1503";"1595";"324";"1179";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1179";"0";"0";"1179";"41";"15";"26";"0";"1138";"451";"687"
"29a4-7d02-3cfd-f9b3-3017-ca8c-ac79-e065";"026401";"8";"220";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. Zemska 16c, 54-438 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1221";"1323";"294";"927";"0";"4";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"27";"11";"16";"0";"900";"375";"525"
"42c2-dec4-bc55-e181-4382-7498-be06-1ada";"026401";"8";"221";"miasto";"stały";"Liceum Ogólnokształcące nr XV, ul. Wojrowicka 58, 54-436 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1200";"1351";"206";"994";"1";"8";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"27";"3";"24";"0";"965";"338";"627"
"7e2c-fe3d-b71f-f39d-6ab0-6259-80c2-de4b";"026401";"8";"222";"miasto";"stały";"Rada Osiedla Kuźniki, ul. Sarbinowska 19 - 21, 54-320 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1404";"1547";"297";"1107";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1108";"1";"0";"1108";"32";"7";"25";"0";"1076";"413";"663"
"bfd1-9ff3-e7d2-5075-f067-2500-87de-bda6";"026401";"8";"223";"miasto";"stały";"Rada Osiedla Kuźniki, ul. Sarbinowska 19 - 21, 54-320 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1501";"1664";"295";"1206";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1206";"0";"0";"1206";"49";"11";"38";"0";"1157";"401";"756"
"900a-5d2e-e09e-5420-79bc-a93f-c9ef-fbba";"026401";"8";"224";"miasto";"stały";"Rada Osiedla Kuźniki, ul. Sarbinowska 19 - 21, 54-320 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1400";"1564";"274";"1126";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"1126";"49";"22";"27";"0";"1077";"408";"669"
"58eb-cc76-1c03-8c8c-b5c9-7c5c-f0c8-0f06";"026401";"8";"225";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, ul. Rumiankowa 34, 54-512 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1400";"1608";"182";"1218";"0";"23";"0";"0";"0";"0";"0";"0";"0";"1218";"0";"0";"1218";"24";"5";"19";"0";"1194";"397";"797"
"166a-951b-356f-186e-e677-d8d1-0ca6-7095";"026401";"8";"226";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, ul. Rumiankowa 34, 54-512 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1201";"1359";"175";"1026";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"28";"6";"22";"0";"998";"332";"666"
"5c4b-c32c-882d-184f-50a1-66c8-f6f4-0bf3";"026401";"8";"227";"miasto";"stały";"Rada Osiedla Jerzmanowo-Jarnołtów-Strachowice-Osiniec, ul. Jerzmanowska 102, 54-530 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1500";"1680";"317";"1183";"1";"29";"0";"0";"0";"0";"0";"0";"0";"1183";"0";"0";"1183";"42";"17";"25";"0";"1141";"559";"582"
"e8ef-c4d3-66b8-4f1b-722c-12d4-bfd5-c3e0";"026401";"8";"228";"miasto";"stały";"Centrum Kultury ""ZAMEK"", pl. Świętojański 1, 54-076 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1895";"2098";"584";"1311";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1311";"0";"0";"1311";"36";"19";"17";"0";"1275";"464";"811"
"6e63-942f-5746-56eb-0fd2-d0be-3540-137d";"026401";"8";"229";"miasto";"stały";"Szkoła Podstawowa nr 95, ul. Starogajowa 66 - 68, 54-047 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1800";"2023";"366";"1434";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1434";"0";"0";"1434";"50";"15";"35";"0";"1384";"456";"928"
"523b-ae25-8a19-ab4a-ed2e-003e-d58c-1c57";"026401";"8";"230";"miasto";"stały";"Szkoła Podstawowa nr 51, ul. Krępicka 50, 54-018 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1699";"1886";"382";"1317";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1316";"0";"0";"1316";"30";"9";"21";"0";"1286";"457";"829"
"f430-fa7f-9031-b7a9-7098-ad4a-5f4c-b4de";"026401";"8";"231";"miasto";"stały";"Szkoła Podstawowa nr 51, ul. Krępicka 50, 54-018 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2200";"2480";"453";"1747";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1747";"0";"1";"1746";"51";"20";"31";"0";"1695";"562";"1133"
"373f-230a-7a57-84e3-17a6-746b-83ce-4ced";"026401";"8";"232";"miasto";"stały";"Przedszkole nr 66 ""Bajkolandia"", ul. Łączna 1 - 5, 54-004 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1696";"1911";"543";"1153";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1153";"0";"0";"1153";"36";"13";"23";"0";"1117";"443";"674"
"4f22-ef7f-546e-fca5-92a6-f3c9-c1b1-7a25";"026401";"8";"233";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 14, ul. Częstochowska 42, 54-031 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1602";"1919";"144";"1458";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1458";"0";"0";"1458";"38";"14";"24";"0";"1420";"440";"980"
"2cb0-fe5b-e71c-24fa-9f17-4919-aadb-a5bc";"026401";"8";"234";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 14, ul. Częstochowska 42, 54-031 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2200";"2448";"384";"1816";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1814";"0";"0";"1814";"50";"15";"35";"0";"1764";"627";"1137"
"612e-84a5-7fa2-02eb-a96e-54b6-4679-9b62";"026401";"8";"235";"miasto";"stały";"Szkoła Podstawowa nr 95, ul. Starogajowa 66 - 68, 54-047 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2100";"2358";"456";"1644";"0";"21";"2";"2";"2";"0";"0";"0";"0";"1643";"0";"0";"1643";"37";"11";"26";"0";"1606";"573";"1033"
"3973-a831-72ce-08f7-1ffc-74fd-e64c-c8bc";"026401";"8";"236";"miasto";"stały";"Szkoła Podstawowa nr 95, ul. Starogajowa 66 - 68, 54-047 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1996";"2303";"243";"1753";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1753";"0";"9";"1744";"57";"23";"34";"0";"1687";"484";"1203"
"1b32-2313-e27b-0695-dffb-b7d9-cf22-d215";"026401";"8";"237";"miasto";"stały";"Szkoła Podstawowa nr 95, ul. Starogajowa 66 - 68, 54-047 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2101";"2363";"451";"1650";"0";"37";"0";"0";"0";"0";"0";"0";"0";"1650";"0";"0";"1650";"50";"28";"22";"0";"1600";"555";"1045"
"4e37-8766-d1a3-8367-6d50-62d4-74f1-d66d";"026401";"8";"238";"miasto";"stały";"Dolnośląski Specjalny Ośrodek Szkolno-Wychowawczy nr 13 dla Niewidomych i Słabowidzących, ul. Kamiennogórska 16, 54-034 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"999";"1160";"104";"895";"0";"8";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"34";"12";"22";"0";"861";"281";"580"
"f461-c6aa-262c-71af-3c53-f857-88b9-974d";"026401";"8";"239";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 12, ul. Lubelska 95a, 54-101 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1803";"2044";"216";"1586";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1586";"0";"0";"1586";"33";"15";"18";"0";"1553";"420";"1133"
"8d55-828c-5eec-0390-9ba4-cd7c-e64d-46b1";"026401";"8";"240";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 12, ul. Suwalska 5, 54-104 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"2100";"2471";"163";"1937";"0";"55";"0";"0";"0";"0";"0";"0";"0";"1936";"0";"0";"1936";"51";"18";"33";"0";"1885";"507";"1378"
