"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maciej Przemysław MASŁOWSKI";"Stanisław OŻÓG"
"5a4d-23ce-1712-1b9f-9810-22ef-0607-2bd1";"186301";"56";"8";"miasto";"stały";"Zespół Szkół Plastycznych, ul. Staszica 16a, 35-051 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1419";"1601";"410";"1009";"1";"16";"1";"1";"0";"0";"0";"0";"1";"1010";"1";"0";"1010";"30";"12";"18";"0";"980";"582";"398"
"dea6-f03e-08b3-be21-8f04-1320-97c0-947d";"186301";"56";"9";"miasto";"stały";"Miejskie Przedsiębiorstwo Energetyki Cieplnej-Rzeszów Sp. z o. o., ul. Staszica 24, 35-051 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1149";"1317";"334";"815";"1";"11";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"26";"5";"21";"0";"789";"527";"262"
"3d99-34ba-66a5-26cc-3140-49a8-1348-8c5d";"186301";"56";"10";"miasto";"stały";"Zespół Szkół Sportowych, ul. Hetmańska 38, 35-045 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1648";"1911";"490";"1158";"4";"27";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"25";"6";"19";"0";"1133";"753";"380"
"a8dd-72d2-df34-81ec-366c-56b3-da12-7625";"186301";"56";"11";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Dominikańska 4, 35-077 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1545";"1745";"491";"1054";"3";"32";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"17";"3";"14";"0";"1037";"572";"465"
"f270-7fa2-264b-89c7-32ef-d8bc-5997-c1d5";"186301";"56";"12";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Dominikańska 4, 35-077 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1711";"1928";"531";"1180";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1180";"0";"0";"1180";"32";"11";"21";"0";"1148";"661";"487"
"7e44-f292-f877-4524-50d3-39b3-737c-a8c1";"186301";"56";"13";"miasto";"stały";"Zespół Szkół Energetycznych, ul. W. Pola 1, 35-021 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1535";"1749";"512";"1023";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"18";"2";"16";"0";"1005";"640";"365"
"bef2-63eb-2d9e-ab88-8b19-1e0f-3eb1-79cc";"186301";"56";"14";"miasto";"stały";"IV Liceum Ogólnokształcące, ul. Dąbrowskiego 82, 35-040 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1070";"1220";"397";"673";"6";"20";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"13";"6";"7";"0";"660";"373";"287"
"63d8-1988-c0fc-1a36-e27c-061d-8bfc-4db5";"186301";"56";"15";"miasto";"stały";"Zespół Szkół Technicznych, ul. Matuszczaka 7, 35-083 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"2156";"2433";"427";"1729";"0";"39";"0";"0";"0";"0";"0";"0";"0";"1729";"0";"0";"1729";"37";"8";"29";"0";"1692";"1107";"585"
"8296-cb45-91c5-6f62-d831-fc2b-bd69-93a7";"186301";"56";"16";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4, ul. Staroniwska 55, 35-101 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"2286";"2560";"550";"1736";"3";"11";"0";"0";"0";"0";"0";"0";"0";"1736";"0";"0";"1736";"39";"16";"23";"0";"1697";"1030";"667"
"ca36-9373-c42f-2d03-d8ce-339f-4479-8514";"186301";"56";"17";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Bohaterów 1, 35-112 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1637";"1834";"390";"1247";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1246";"0";"0";"1246";"19";"7";"12";"0";"1227";"693";"534"
"75cf-a5a3-e515-d909-651a-01ec-fbcb-2023";"186301";"56";"18";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Bohaterów 1, 35-112 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1519";"1687";"388";"1131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"26";"8";"18";"0";"1103";"659";"444"
"4474-12c2-2712-b108-ef3c-9545-d324-45be";"186301";"56";"19";"miasto";"stały";"Przedszkole Publiczne nr 17, ul. Witkacego 5, 35-111 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1719";"1928";"375";"1344";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1344";"0";"0";"1344";"25";"7";"18";"0";"1319";"659";"660"
"5db8-26be-a47b-d135-e101-b6e5-302f-c24b";"186301";"56";"20";"miasto";"stały";"Szkoła Podstawowa nr 22 z Oddziałami Integracyjnymi, ul. Ptasia 2, 35-207 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1281";"1425";"440";"841";"3";"3";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"19";"7";"12";"0";"822";"417";"405"
"f4d9-ddb3-6e60-67c9-3049-e604-9a18-f03f";"186301";"56";"21";"miasto";"stały";"Przedszkole Publiczne nr 12, ul. Kopaczewskiego 1, 35-225 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1277";"1437";"375";"902";"1";"6";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"29";"8";"21";"0";"873";"506";"367"
"9429-c73c-9584-0793-644a-c049-a096-aca8";"186301";"56";"22";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Kopaczewskiego 2, 35-225 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1182";"1100";"614";"568";"0";"5";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"14";"1";"13";"0";"554";"245";"309"
"4058-5d79-b658-97f1-dbea-3dc9-f9fa-f75f";"186301";"56";"23";"miasto";"stały";"Zespół Szkół Specjalnych im. UNICEF, ul. Ofiar Katynia 1, 35-209 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1539";"1704";"575";"964";"0";"5";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"26";"5";"21";"0";"938";"539";"399"
"a2ae-2877-22e9-33d6-ab79-3cd7-21d5-ba3c";"186301";"56";"24";"miasto";"stały";"Zespół Szkół Specjalnych im. UNICEF, ul. Ofiar Katynia 1, 35-209 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1333";"1507";"377";"956";"1";"6";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"16";"2";"14";"0";"940";"578";"362"
"55b7-56c5-d43e-f65b-5fe5-6117-1fe1-da2d";"186301";"56";"25";"miasto";"stały";"Przedszkole Publiczne nr 22, ul. Ofiar Katynia 11, 35-209 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1292";"1444";"351";"941";"1";"8";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"16";"9";"7";"0";"925";"502";"423"
"0dc1-aa56-e416-3e37-548f-5362-0c54-27d4";"186301";"56";"26";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Skrajna 1, 35-231 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1586";"1788";"297";"1289";"5";"8";"1";"1";"0";"0";"0";"0";"1";"1290";"1";"0";"1290";"27";"12";"15";"0";"1263";"813";"450"
"4f0f-2ccf-092d-26df-d325-a606-2b59-e858";"186301";"56";"27";"miasto";"stały";"Rzeszowski Dom Kultury, ul. Staromiejska 43a, 35-231 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1776";"1982";"372";"1404";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1402";"0";"0";"1402";"30";"11";"19";"0";"1372";"830";"542"
"5c4e-5baf-6859-5fa3-32e5-e97f-ba3b-db3a";"186301";"56";"28";"miasto";"stały";"Przedszkole Publiczne nr 16, ul. Kochanowskiego 24, 35-201 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1377";"1533";"422";"955";"0";"0";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"21";"11";"10";"0";"935";"536";"399"
"b921-f31b-a3ec-11dd-9642-8d10-5e1b-7fde";"186301";"56";"29";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 9, ul. Piotra Skargi 3, 35-202 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1518";"1690";"490";"1028";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"18";"13";"5";"0";"1010";"547";"463"
"1c8d-b3ad-accb-b303-f979-0acb-f418-5a05";"186301";"56";"30";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 9, ul. Piotra Skargi 3, 35-202 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1526";"1723";"398";"1128";"3";"11";"0";"0";"0";"0";"0";"0";"0";"1128";"0";"0";"1128";"14";"1";"13";"0";"1114";"560";"554"
"3397-6f97-6c42-c2b9-7540-e34d-8287-7e62";"186301";"56";"31";"miasto";"stały";"Szkoła Podstawowa nr 29, ul. Partyzantów 10a, 35-234 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1650";"1893";"453";"1197";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1197";"0";"0";"1197";"29";"7";"22";"0";"1168";"627";"541"
"f494-c24f-3290-d5f2-091a-a7a7-2dda-e43e";"186301";"56";"32";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Lwowska 17, 35-301 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1297";"1466";"395";"902";"2";"17";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"23";"6";"17";"0";"879";"505";"374"
"0c20-4d12-b3a6-1bfd-87cf-4c54-6e58-bd19";"186301";"56";"33";"miasto";"stały";"Rzeszowski Dom Kultury, ul. Konfederatów Barskich 43a, 35-321 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1418";"1590";"446";"972";"0";"2";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"21";"5";"16";"0";"951";"521";"430"
"d5e5-6460-d525-5392-78e2-5f7c-e30c-c224";"186301";"56";"34";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Miodowa 6, 35-303 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1456";"1625";"282";"1174";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"32";"12";"20";"0";"1142";"658";"484"
"af00-f5fa-59d9-7f38-fa78-cdad-c3ea-4722";"186301";"56";"35";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Miodowa 6, 35-303 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1430";"1627";"322";"1107";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1107";"1";"0";"1107";"26";"14";"12";"0";"1081";"675";"406"
"1f9d-233c-9135-1e03-8b0b-4a4a-2b5a-7902";"186301";"56";"36";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Miodowa 6, 35-303 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1305";"1450";"308";"997";"1";"10";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"11";"4";"7";"0";"984";"542";"442"
"b766-f7c6-ab5a-9e2f-fe33-20fd-cad1-62da";"186301";"56";"37";"miasto";"stały";"Zespół Szkół nr 2, al. Rejtana 3, 35-310 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1617";"1841";"407";"1210";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1209";"0";"0";"1209";"34";"14";"20";"0";"1175";"707";"468"
"7466-b5b0-0e49-2416-d08d-a738-8ddd-7369";"186301";"56";"38";"miasto";"stały";"Uniwersytet Rzeszowski, al. Rejtana 16c, 35-310 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1067";"1249";"216";"851";"1";"20";"1";"1";"0";"0";"0";"0";"1";"852";"1";"0";"852";"22";"10";"12";"0";"830";"512";"318"
"c0d5-b3b5-0fcb-20bb-6b87-48d6-c8b0-27b1";"186301";"56";"39";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 4, al. Rejtana 30, 35-310 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1270";"1451";"358";"912";"0";"10";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"18";"4";"14";"0";"893";"466";"427"
"02e1-44e3-a185-94e9-f410-7528-1a5c-3e87";"186301";"56";"40";"miasto";"stały";"Przedszkole Publiczne nr 38, al. Rejtana 28, 35-310 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1420";"1583";"381";"1039";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1038";"0";"0";"1038";"33";"10";"23";"0";"1005";"520";"485"
"af54-0673-b07e-8b47-9ac1-67ae-7de9-2004";"186301";"56";"41";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 5, ul. bpa Pelczara 3, 35-312 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1148";"1290";"358";"790";"0";"12";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"19";"6";"13";"0";"771";"357";"414"
"ee6b-51df-0afa-cc5b-4331-048f-2197-b812";"186301";"56";"42";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 5, ul. bpa Pelczara 3, 35-312 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1327";"1483";"333";"994";"0";"3";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"19";"8";"11";"0";"975";"485";"490"
"a977-7fb4-1c3f-fad1-6757-d66d-505b-6141";"186301";"56";"43";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Podwisłocze 14, 35-309 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1587";"1661";"502";"1085";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"22";"12";"10";"0";"1063";"608";"455"
"a8d9-f644-9b9d-35a4-2de4-3de6-ac62-938b";"186301";"56";"44";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Podwisłocze 14, 35-309 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1667";"1876";"486";"1181";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1181";"0";"0";"1181";"34";"13";"21";"0";"1147";"647";"500"
"b778-ffa3-510e-6cdc-abe2-35c5-99f6-ecf9";"186301";"56";"45";"miasto";"stały";"Przedszkole Publiczne Nr 9, ul. Podwisłocze 20, 35-309 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1508";"1701";"400";"1108";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1107";"0";"0";"1107";"21";"6";"15";"0";"1086";"609";"477"
"b7fe-801d-01e8-6416-076c-b324-d7cc-24be";"186301";"56";"46";"miasto";"stały";"Rzeszowski Dom Kultury, ul. Jana Olbrachta 120, 35-614 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"2329";"2633";"519";"1810";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1810";"0";"0";"1810";"37";"15";"22";"0";"1773";"991";"782"
"dda1-5849-67b6-2227-9441-0582-fbe9-0449";"186301";"56";"47";"miasto";"stały";"Przedszkole Publiczne nr 11, ul. Mazurska 19, 35-620 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1900";"2141";"399";"1501";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1501";"0";"0";"1501";"22";"6";"16";"0";"1479";"859";"620"
"36c8-4821-fac7-1714-ab4c-5263-5d75-c872";"186301";"56";"48";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Słocińska 4, 35-330 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1850";"2075";"365";"1485";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1485";"0";"0";"1485";"27";"5";"22";"0";"1458";"730";"728"
"ffc2-c42b-a8e7-880c-ebd3-2fb9-c918-4f44";"186301";"56";"49";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Słocińska 4, 35-330 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1308";"1479";"276";"1032";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"23";"7";"16";"0";"1009";"458";"551"
"6e18-192d-1936-fd18-f35f-f655-36db-cc2d";"186301";"56";"50";"miasto";"stały";"Dom Pomocy Społecznej dla Kombatantów, ul. Powstańców Śląskich 4, 35-610 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1828";"2083";"441";"1387";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1386";"0";"0";"1386";"32";"14";"18";"0";"1354";"765";"589"
"5075-46bb-dcee-a87a-7be8-1f46-dd6c-88fd";"186301";"56";"51";"miasto";"stały";"Szkoła Podstawowa Nr 24, ul. Czajkowskiego 11, 35-602 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"2260";"2550";"455";"1805";"1";"18";"0";"0";"0";"0";"0";"0";"0";"1801";"0";"0";"1801";"54";"15";"39";"0";"1747";"1074";"673"
"13fe-782d-e725-1201-7f6c-6b26-f456-9d44";"186301";"56";"52";"miasto";"stały";"Szkoła Podstawowa nr 24, ul. Czajkowskiego 11, 35-602 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1656";"1860";"264";"1392";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1392";"0";"0";"1392";"14";"3";"11";"0";"1378";"813";"565"
"7dc7-44f9-b574-3fa9-63d4-55ec-a393-33b2";"186301";"56";"53";"miasto";"stały";"Rzeszowski Dom Kultury, ul. Wieniawskiego 84, 35-601 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1677";"1873";"336";"1341";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1341";"0";"0";"1341";"27";"7";"20";"0";"1314";"794";"520"
"75dc-56f8-bc2e-6f61-fae2-941f-eba2-c736";"186301";"56";"54";"miasto";"stały";"Szkoła Podstawowa nr 18, ul. Bł. Karoliny 21, 35-119 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1902";"2135";"265";"1637";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1636";"0";"0";"1636";"28";"11";"17";"0";"1608";"1032";"576"
"b420-561d-ac40-9f05-7d12-8361-a38d-3090";"186301";"56";"55";"miasto";"stały";"Rzeszowski Dom Kultury, ul. Dębicka 170, 35-213 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"2545";"2854";"641";"1904";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1904";"0";"0";"1904";"39";"14";"25";"0";"1865";"1012";"853"
"830d-5042-d343-3148-8dba-113d-b9d6-8a20";"186301";"56";"56";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, ul. Dębicka 288, 35-213 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1497";"1665";"447";"1050";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"17";"3";"14";"0";"1031";"447";"584"
"8bdc-4951-8aab-541e-2c3e-fc5e-0158-7da3";"186301";"56";"57";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, ul. Dębicka 288, 35-213 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1241";"1383";"405";"836";"0";"2";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"18";"4";"14";"0";"807";"280";"527"
"333b-277a-ca41-e4eb-eed8-4dff-2919-d337";"186301";"56";"58";"miasto";"stały";"Przedszkole Publiczne nr 28, ul. Obrońców Poczty Gdańskiej 5, 35-509 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1688";"1901";"374";"1314";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1314";"0";"0";"1314";"19";"7";"12";"0";"1295";"758";"537"
"dc22-415a-df5b-f531-a297-01d1-b22c-4c1e";"186301";"56";"59";"miasto";"stały";"Szkoła Podstawowa nr 25, ul. Starzyńskiego 17, 35-508 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1349";"1530";"331";"1018";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"8";"3";"5";"0";"1010";"615";"395"
"ce3b-c55b-f3ae-6971-c698-2d3f-d07c-5509";"186301";"56";"60";"miasto";"stały";"Szkoła Podstawowa Nr 25, ul. Starzyńskiego 17, 35-508 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1567";"1744";"484";"1083";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1083";"0";"0";"1083";"22";"13";"9";"0";"1061";"588";"473"
"9b07-219f-208b-4412-3f55-5c57-a277-08e5";"186301";"56";"61";"miasto";"stały";"Szkoła Podstawowa nr 25, ul. Starzyńskiego 17, 35-508 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1409";"1565";"328";"1081";"1";"4";"1";"1";"0";"0";"0";"0";"1";"1082";"1";"0";"1082";"13";"5";"8";"0";"1069";"550";"519"
"0acc-d098-a246-395e-0d39-60ef-e4b5-dd38";"186301";"56";"62";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Osmeckiego 51, 35-506 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1190";"1344";"304";"886";"1";"10";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"18";"4";"14";"0";"868";"468";"400"
"3ff0-2dd6-a7e8-9bae-2ad6-baa3-448b-1392";"186301";"56";"63";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Kamińskiego 12, 35-211 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1340";"1489";"353";"987";"3";"12";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"29";"15";"14";"0";"958";"583";"375"
"8c2e-0531-d595-e7bb-acfb-8426-969b-d4b1";"186301";"56";"64";"miasto";"stały";"Generalna Dyrekcja Dróg Krajowych i Autostrad, Oddział w Rzeszowie, ul. Legionów 20, 35-111 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1110";"1255";"304";"806";"1";"4";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"21";"21";"0";"0";"785";"491";"294"
"c8f9-7720-7a6b-d16e-e471-ba04-b62c-5703";"186301";"56";"65";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 3, ul. Wyspiańskiego 16a, 35-111 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1248";"1413";"304";"944";"0";"12";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"26";"12";"14";"0";"918";"511";"407"
"d1e8-f2ee-819e-6731-0704-4f2e-6501-74e3";"186301";"56";"66";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 6, al. Krzyżanowskiego 24, 35-329 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1482";"1670";"325";"1157";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"26";"7";"19";"0";"1131";"635";"496"
"82f9-2b07-2b9c-733e-6086-e2f6-4e1b-c05e";"186301";"56";"67";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 6, al. Krzyżanowskiego 24, 35-329 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1400";"1567";"374";"1026";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"20";"18";"2";"0";"1006";"566";"440"
"4394-7202-c9a5-107b-f71a-6568-c15e-310e";"186301";"56";"68";"miasto";"stały";"Dom Studencki ""FILON"", ul. Cicha 4, 35-326 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1420";"1654";"327";"1093";"0";"22";"0";"0";"0";"0";"0";"0";"0";"1093";"0";"0";"1093";"13";"4";"9";"0";"1080";"622";"458"
"e174-6ac0-7b61-caa6-ab09-506c-143d-4854";"186301";"56";"69";"miasto";"stały";"Przedszkole Publiczne nr 43, ul. Cicha 5, 35-326 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1568";"1753";"349";"1219";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"25";"5";"20";"0";"1194";"750";"444"
"6c7f-d68b-3d9c-ebad-9583-b21b-8681-6fbb";"186301";"56";"70";"miasto";"stały";"Żłobek nr 7, ul. Zielona 7, 35-312 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"2822";"3152";"611";"2211";"0";"20";"0";"0";"0";"0";"0";"0";"0";"2211";"0";"0";"2211";"44";"14";"30";"0";"2167";"1432";"735"
"6e5e-3dd0-b757-0b79-e64b-cfad-7793-2129";"186301";"56";"71";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Miła 58, 35-312 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1322";"1535";"207";"1115";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"20";"5";"15";"0";"1093";"617";"476"
"d361-c762-fc0b-2494-4284-95ab-03a6-924d";"186301";"56";"72";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Solarza 12, 35-118 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1660";"1856";"433";"1227";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"21";"5";"16";"0";"1205";"662";"543"
"cd6d-372b-4ea1-2bce-657b-ca1b-a2c2-8b3d";"186301";"56";"73";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Solarza 12, 35-118 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1440";"1617";"331";"1109";"1";"9";"4";"3";"1";"0";"0";"0";"2";"1112";"2";"1";"1111";"16";"2";"14";"0";"1095";"629";"466"
"c0b4-dcaa-709a-454d-6520-b3bd-5773-2d08";"186301";"56";"74";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Solarza 12, 35-118 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1151";"1276";"285";"866";"1";"7";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"16";"2";"14";"0";"850";"471";"379"
