"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zbigniew ADAMCZYK";"Ryszard Jakub BOBER";"Andrzej Tadeusz MIODUSZEWSKI";"Marek NOWAK";"Robert ZADURA"
"f491-ed83-c748-b9a5-7a58-4d58-04dd-ddb3";"040602";"12";"7";"wieś";"stały";"Szkoła Podstawowa, Gruta 70, 86-330 Mełno";"gm. Gruta";"grudziądzki";"kujawsko-pomorskie";"758";"837";"378";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"2";"1";"1";"0";"378";"11";"119";"179";"54";"15"
"f6e6-e741-f746-4b25-6336-2e18-1d91-474e";"040603";"12";"1";"miasto";"stały";"Przedszkole Miejskie, Al. Młodości 1, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"750";"804";"303";"447";"1";"1";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"10";"5";"5";"0";"437";"31";"140";"182";"57";"27"
"f3ee-9c83-397e-f064-6eda-5ca8-48b7-ce51";"040603";"12";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Curie-Skłodowskiej 1, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"700";"782";"294";"406";"0";"1";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"9";"2";"7";"0";"397";"35";"126";"151";"72";"13"
"bb59-d732-f968-fc21-1d76-f906-c565-801f";"040603";"12";"3";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Odrodzenia Polski 2, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"776";"848";"291";"485";"0";"1";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"19";"4";"15";"0";"466";"34";"153";"182";"66";"31"
"49b0-53c4-20ea-e8d8-2fa0-5829-9723-4b03";"040603";"12";"4";"miasto";"stały";"Szkoła Podstawowa, ul. Curie-Skłodowskiej 14, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"719";"791";"372";"347";"1";"0";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"4";"0";"4";"0";"343";"21";"116";"141";"55";"10"
"2da7-9781-1a1b-a656-5330-c362-5d7a-cc00";"040603";"12";"5";"wieś";"stały";"Szkoła Podstawowa, Szonowo 81, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"680";"751";"337";"343";"2";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"11";"2";"9";"0";"332";"20";"91";"154";"40";"27"
"605f-dfa8-d1c7-ee55-f524-fdc3-8418-242b";"040603";"12";"6";"wieś";"stały";"Szkoła Podstawowa, Wydrzno 9, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"707";"791";"349";"358";"0";"0";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"4";"1";"3";"0";"354";"20";"134";"147";"48";"5"
"0582-7a25-3230-9e02-274e-5417-279c-3839";"040603";"12";"7";"wieś";"stały";"Gimnazjum Nr 2, Jankowice 18, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"745";"811";"426";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"3";"2";"1";"0";"316";"21";"101";"146";"33";"15"
"0182-1df3-37e8-d8fd-a9f9-b055-4f15-eee9";"040603";"12";"8";"wieś";"stały";"Remiza Strażacka, Szczepanki 22a, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"460";"507";"224";"236";"0";"1";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"4";"2";"2";"0";"232";"15";"42";"127";"36";"12"
"1333-0f3d-0947-f835-0f05-ab1a-d7eb-b22c";"040603";"12";"9";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej im. Macieja z Miechowa, ul. Grudziądzka 2, 86-320 Łasin";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"69";"47";"65";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"0";"2";"2";"0";"0"
"a57a-8700-4ec7-ccc3-01ce-1910-3d75-fd2b";"040604";"12";"1";"miasto";"stały";"Zespół Szkół, ul. Sady 18, 87-220 Radzyń Chełmiński";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"710";"778";"301";"409";"1";"2";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"13";"2";"11";"0";"396";"40";"140";"136";"69";"11"
"c77b-b1e6-4421-40bc-25a5-ac23-50a9-1d92";"040604";"12";"2";"miasto";"stały";"Zespół Szkół, ul. Sady 18, 87-220 Radzyń Chełmiński";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"619";"680";"322";"297";"1";"2";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"12";"4";"8";"0";"285";"29";"92";"121";"29";"14"
"683c-b1e0-1af2-d2d8-a6cb-c749-26c7-356a";"040604";"12";"3";"wieś";"stały";"Budynek poszkolny, Zielnowo 32, 87-220 Radzyń Chełmiński";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"601";"657";"351";"250";"2";"0";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"6";"3";"3";"0";"244";"12";"63";"120";"33";"16"
"5ab6-7097-a7ed-9331-b126-41cf-0dc3-c53e";"040604";"12";"4";"wieś";"stały";"Budynek poszkolny, Szumiłowo 13, 87-220 Radzyń Chełmiński";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"459";"507";"236";"223";"0";"1";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"5";"0";"5";"0";"218";"18";"71";"96";"28";"5"
"8b81-e5d3-c4ca-ae48-06c1-5593-dde5-7bef";"040604";"12";"5";"wieś";"stały";"Przedszkole Samorządowe, ul. Sady 18, 87-220 Radzyń Chełmiński";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"471";"531";"228";"243";"0";"5";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"3";"1";"2";"0";"240";"12";"69";"119";"34";"6"
"96dc-b025-2eeb-a2b8-9f3f-e50d-6db9-c73d";"040604";"12";"6";"wieś";"stały";"Budynek poszkolny, Rywałd 46, 87-220 Radzyń Chełmiński";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"470";"514";"239";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"3";"1";"2";"0";"228";"14";"95";"91";"22";"6"
"b8d8-064e-4463-b793-bafe-7ac3-b131-c736";"040605";"12";"1";"wieś";"stały";"Stowarzyszenie Kulturalno-Oświatowe ""PROMIEŃ"", Szembruk 1, 86-318 Rogóźno";"gm. Rogóźno";"grudziądzki";"kujawsko-pomorskie";"871";"974";"444";"427";"0";"1";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"8";"0";"8";"0";"419";"27";"139";"176";"58";"19"
"494c-d336-4458-1dc8-c115-d34e-c489-278e";"040605";"12";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Rogóźno 91C, 86-318 Rogóźno";"gm. Rogóźno";"grudziądzki";"kujawsko-pomorskie";"1100";"1222";"437";"663";"0";"0";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"10";"1";"9";"0";"652";"42";"194";"278";"105";"33"
"998f-93ab-aedd-a853-b610-8a93-e1a7-65ff";"040605";"12";"3";"wieś";"stały";"Szkoła Podstawowa, Białochowo 74, 86-318 Rogóźno";"gm. Rogóźno";"grudziądzki";"kujawsko-pomorskie";"561";"617";"285";"276";"0";"3";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"6";"0";"6";"0";"270";"26";"68";"127";"38";"11"
"84aa-0f12-1dfd-0422-888d-f5ad-07dd-2671";"040605";"12";"4";"wieś";"stały";"Świetlica wiejska, Rogóźno-Zamek 38, 86-318 Rogóźno";"gm. Rogóźno";"grudziądzki";"kujawsko-pomorskie";"350";"390";"157";"193";"0";"2";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"2";"0";"2";"0";"191";"10";"34";"80";"67";"0"
"403f-a8af-61b9-687b-5689-7fb4-313b-cc8d";"040606";"12";"1";"wieś";"stały";"Szkoła Podstawowa im. Józefa Wybickiego, Linowo 37, 86-341 Świecie nad Osą";"gm. Świecie nad Osą";"grudziądzki";"kujawsko-pomorskie";"569";"626";"373";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"4";"1";"3";"0";"192";"14";"53";"91";"33";"1"
"c0e4-e8b0-91c4-70e1-d7a2-f71e-9b67-0e3e";"040606";"12";"2";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego, Lisnowo 1, 86-342 Lisnowo";"gm. Świecie nad Osą";"grudziądzki";"kujawsko-pomorskie";"867";"951";"455";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"3";"6";"0";"403";"19";"146";"200";"29";"9"
"6ccd-f5a8-a901-2784-afdd-fb9d-a885-3fe5";"040606";"12";"3";"wieś";"stały";"Środowiskowy Dom Samopomocy, Świecie nad Osą 2, 86-341 Świecie nad Osą";"gm. Świecie nad Osą";"grudziądzki";"kujawsko-pomorskie";"638";"700";"269";"369";"0";"0";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"7";"1";"6";"0";"362";"19";"137";"166";"23";"17"
"89a6-50fe-14a0-4017-dcdf-d54b-54f1-9eb7";"040606";"12";"4";"wieś";"stały";"Szkoła Podstawowa, Bursztynowo 44, 86-341 Świecie nad Osą";"gm. Świecie nad Osą";"grudziądzki";"kujawsko-pomorskie";"549";"609";"291";"258";"0";"2";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"3";"2";"1";"0";"255";"17";"110";"102";"10";"16"
"d45a-6b3a-2298-9c70-0319-3bc0-8b53-de89";"040606";"12";"5";"wieś";"stały";"Świetlica Wiejska, Mędrzyce 10, 86-320 Łasin";"gm. Świecie nad Osą";"grudziądzki";"kujawsko-pomorskie";"362";"407";"222";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"2";"0";"2";"0";"138";"7";"83";"41";"6";"1"
"112e-920b-c20a-4174-710b-4fd8-521d-dd53";"041201";"12";"1";"miasto";"stały";"Zespół Szkół Nr 1, Kościuszki 51, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"739";"815";"304";"435";"0";"0";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"7";"1";"6";"0";"428";"39";"158";"182";"24";"25"
"0e43-ca79-d9dd-64c0-95d6-dd41-7734-55cd";"041201";"12";"2";"miasto";"stały";"Zespół Szkół Nr 1, Kościuszki 51, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"590";"646";"324";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"8";"6";"2";"0";"258";"22";"95";"111";"18";"12"
"66f9-139e-26c2-489b-e4ee-6581-416b-b4c1";"041201";"12";"3";"miasto";"stały";"Rypiński Dom Kultury, Warszawska 8, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"701";"783";"304";"397";"0";"6";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"14";"6";"8";"0";"383";"31";"163";"158";"17";"14"
"775e-40d7-49fa-5341-ad67-7a03-8f75-df02";"041201";"12";"4";"miasto";"stały";"Muzeum Ziemi Dobrzyńskiej, Warszawska 20, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"890";"973";"357";"533";"1";"3";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"16";"3";"13";"0";"517";"44";"215";"176";"44";"38"
"4af7-a101-ae30-2dd6-d04f-950d-8e3a-d995";"041201";"12";"5";"miasto";"stały";"Starostwo Powiatowe w Rypinie, Warszawska 38, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"950";"1031";"368";"582";"4";"2";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"14";"5";"9";"0";"568";"43";"208";"238";"42";"37"
"3618-9ae1-9e0e-a92e-c82f-ff84-ff6f-f415";"041201";"12";"6";"miasto";"stały";"Urząd Miasta Rypin, Warszawska 40, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"731";"807";"228";"503";"0";"5";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"6";"2";"4";"0";"497";"46";"232";"164";"30";"25"
"7582-4728-e78a-09b3-9d06-fe49-ac0a-410e";"041201";"12";"7";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 w Rypinie, Młyńska 12, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"689";"740";"232";"457";"0";"2";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"8";"1";"7";"0";"449";"31";"175";"181";"36";"26"
"c80e-8755-0ecd-b40e-8a20-59d3-1739-d34c";"041201";"12";"8";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 w Rypinie, Młyńska 12, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"810";"872";"281";"529";"1";"0";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"20";"7";"13";"0";"509";"46";"220";"177";"38";"28"
"3bda-31cf-8270-0d2d-30e5-4ae9-0312-962b";"041201";"12";"9";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Rypinie, 3 Maja 3, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"860";"932";"372";"488";"4";"2";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"14";"5";"9";"0";"474";"29";"205";"181";"24";"35"
"1b92-a3cd-d5ae-9dd3-7d5e-df10-ba52-f0b9";"041201";"12";"10";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Rypinie, 3 Maja 3, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"679";"729";"206";"473";"1";"0";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"5";"1";"4";"0";"468";"27";"229";"144";"30";"38"
"5b8b-fadb-f796-21a6-c88c-2c6e-4006-0f3b";"041201";"12";"11";"miasto";"stały";"Zespół Szkół Nr 2, Dworcowa 9, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"849";"934";"320";"529";"0";"1";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"11";"0";"11";"0";"518";"23";"170";"226";"48";"51"
"aa94-81e4-593e-4a43-b1b5-6ecd-d001-e05d";"041201";"12";"12";"miasto";"stały";"Zespół Szkół Nr 2, Dworcowa 9, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"703";"779";"271";"432";"0";"1";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"14";"11";"3";"0";"418";"28";"194";"136";"31";"29"
"f644-2b4d-434d-b15a-d407-eda2-9ded-0a28";"041201";"12";"13";"miasto";"stały";"Rypińskie Centrum Sportu, Dworcowa 11, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"729";"797";"208";"521";"1";"0";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"8";"2";"6";"0";"513";"34";"209";"197";"36";"37"
"aede-6989-3d85-0a9e-f75d-55e3-4cde-4587";"041201";"12";"14";"miasto";"stały";"Rypińskie Centrum Sportu, Dworcowa 11, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"771";"842";"478";"293";"0";"0";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"9";"1";"8";"0";"284";"24";"99";"117";"27";"17"
"07c1-db8c-567a-1d11-a369-e311-d3d9-1d2d";"041201";"12";"15";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej Lokatorsko-Własnościowej, Wojska Polskiego 9, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"748";"799";"250";"498";"0";"1";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"7";"2";"5";"0";"491";"23";"211";"161";"38";"58"
"26a0-ebce-1fc9-951e-bec8-bdd9-536f-d611";"041201";"12";"16";"miasto";"zakład leczniczy";"Szpital Powiatowy w Rypinie, 3 Maja 2, 87-500 Rypin";"m. Rypin";"rypiński";"kujawsko-pomorskie";"190";"69";"154";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"0";"0";"0";"0";"36";"0";"8";"21";"7";"0"
"e976-fab0-1ff0-8004-8d4b-2089-8eb5-08b0";"041202";"12";"1";"wieś";"stały";"Szkoła Podstawowa w Ostrowitem, Ostrowite 63, 87-522 Ostrowite";"gm. Brzuze";"rypiński";"kujawsko-pomorskie";"900";"995";"398";"502";"0";"6";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"16";"3";"13";"0";"486";"36";"188";"190";"36";"36"
"b987-f93c-7cb3-fc5e-9ec8-9742-0fb9-b926";"041202";"12";"2";"wieś";"stały";"Szkoła Podstawowa w Trąbinie, Trąbin 6, 87-522 Ostrowite";"gm. Brzuze";"rypiński";"kujawsko-pomorskie";"947";"1047";"473";"474";"0";"3";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"8";"0";"8";"0";"466";"27";"133";"255";"33";"18"
"5295-9ac6-6b21-4afa-4aab-3101-e166-369f";"041202";"12";"3";"wieś";"stały";"Szkoła Podstawowa w Ugoszczu, Ugoszcz 22, 87-517 Brzuze";"gm. Brzuze";"rypiński";"kujawsko-pomorskie";"971";"1036";"435";"536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"27";"13";"14";"0";"509";"24";"181";"242";"35";"27"
"9156-1ddb-b7fb-7ffd-d747-4775-329c-1d82";"041202";"12";"4";"wieś";"stały";"Świetlica wiejska w Żałem, Żałe 17, 87-517 Brzuze";"gm. Brzuze";"rypiński";"kujawsko-pomorskie";"990";"1101";"434";"556";"0";"5";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"8";"0";"8";"0";"548";"50";"195";"224";"39";"40"
"1bae-1743-1a21-d5cd-ad69-a048-2942-50a5";"041202";"12";"5";"wieś";"dom pomocy społecznej";"Świetlica Domu Pomocy Społecznej „KOMBATANT” w Ugoszczu, Ugoszcz 30, 87-517 Brzuze";"gm. Brzuze";"rypiński";"kujawsko-pomorskie";"50";"47";"22";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"8";"5";"13";"0";"2"
"b57f-6604-0dfb-d1ac-88ee-576f-9ebb-35d6";"041203";"12";"1";"wieś";"stały";"Urząd Gminy w Rogowie, Rogowo 51, 87-515 Rogowo";"gm. Rogowo";"rypiński";"kujawsko-pomorskie";"780";"863";"304";"476";"0";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"16";"1";"15";"0";"460";"38";"127";"252";"22";"21"
"990e-feaf-1414-fbbb-ea17-ef32-f7e5-0bd4";"041203";"12";"2";"wieś";"stały";"Szkoła Podstawowa w Rogowie im. Henryka Napiórkowskiego, Rogowo 31, 87-515 Rogowo";"gm. Rogowo";"rypiński";"kujawsko-pomorskie";"449";"510";"216";"233";"3";"0";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"12";"0";"12";"0";"221";"11";"55";"138";"7";"10"
"0780-55e2-829a-fc88-3641-7e29-efe3-edf8";"041203";"12";"3";"wieś";"stały";"Szkoła Podstawowa w Nowym Kobrzyńcu, Nowy Kobrzyniec 1, 87-515 Rogowo";"gm. Rogowo";"rypiński";"kujawsko-pomorskie";"519";"585";"282";"237";"2";"2";"1";"1";"0";"0";"0";"0";"1";"238";"1";"0";"238";"8";"1";"7";"0";"230";"12";"111";"81";"17";"9"
"af14-7a62-4e9f-be40-2342-ebc4-2c78-ccbe";"041203";"12";"4";"wieś";"stały";"Świetlica Wiejska w Pręczkach, Pręczki 8, 87-515 Rogowo";"gm. Rogowo";"rypiński";"kujawsko-pomorskie";"360";"399";"178";"182";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"5";"1";"4";"0";"177";"17";"64";"77";"8";"11"
"7660-6e3e-6d18-11ab-8bba-e9b9-ade2-a2d0";"041203";"12";"5";"wieś";"stały";"Szkoła Podstawowa w Sosnowie, Sosnowo 33, 87-515 Rogowo";"gm. Rogowo";"rypiński";"kujawsko-pomorskie";"830";"914";"416";"414";"0";"1";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"9";"2";"7";"0";"405";"21";"104";"239";"26";"15"
"4e4a-5cca-b47e-565b-ec55-d9b0-e25c-b6d9";"041203";"12";"6";"wieś";"stały";"Szkoła Podstawowa w Nadrożu im. Zygmunta Padlewskiego, Nadróż 56, 87-515 Rogowo";"gm. Rogowo";"rypiński";"kujawsko-pomorskie";"452";"504";"190";"262";"0";"2";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"3";"1";"2";"0";"259";"19";"97";"106";"25";"12"
"6b53-edba-2272-2029-af86-3e9e-b53e-eb83";"041204";"12";"1";"wieś";"stały";"Szkoła Podstawowa w Starorypinie Rządowym, Starorypin Rządowy 13, 87-500 Rypin";"gm. Rypin";"rypiński";"kujawsko-pomorskie";"871";"972";"447";"424";"1";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"8";"1";"7";"0";"416";"23";"152";"206";"23";"12"
"aa32-a244-1e97-fca6-5586-bdc6-c973-a66d";"041204";"12";"2";"wieś";"stały";"Urząd Gminy Rypin, Lipnowska 4, 87-500 Rypin";"gm. Rypin";"rypiński";"kujawsko-pomorskie";"1389";"1546";"614";"775";"2";"20";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"11";"2";"9";"0";"764";"47";"299";"327";"50";"41"
"330e-cbdb-e35f-8971-6e5c-d093-2d61-fbe9";"041204";"12";"3";"wieś";"stały";"Szkoła Podstawowa w Zakroczu, Zakrocz 45, 87-500 Rypin";"gm. Rypin";"rypiński";"kujawsko-pomorskie";"699";"767";"380";"319";"0";"1";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"6";"1";"5";"0";"313";"23";"125";"140";"16";"9"
"9762-6cb5-9bd2-b188-3e64-1f03-46d6-b3d6";"041204";"12";"4";"wieś";"stały";"Szkoła Podstawowa w Sadłowie, Sadłowo 23, 87-500 Rypin";"gm. Rypin";"rypiński";"kujawsko-pomorskie";"760";"843";"382";"378";"0";"4";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"18";"1";"17";"0";"360";"33";"135";"167";"12";"13"
"d26a-29c6-b851-75b7-5341-42ea-57c9-370f";"041204";"12";"5";"wieś";"stały";"Szkoła Podstawowa w Stępowie, Stępowo 86, 87-500 Rypin";"gm. Rypin";"rypiński";"kujawsko-pomorskie";"710";"779";"384";"326";"1";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"3";"3";"0";"0";"323";"23";"124";"155";"11";"10"
"c47c-5ac9-5385-26d2-7b7a-d462-145f-225c";"041204";"12";"6";"wieś";"stały";"Szkoła Podstawowa w Borzyminie, Borzymin 5, 87-500 Rypin";"gm. Rypin";"rypiński";"kujawsko-pomorskie";"873";"973";"429";"444";"0";"1";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"8";"2";"6";"0";"436";"29";"162";"206";"27";"12"
"37b5-0433-83f5-e9e2-f1e6-54d7-b385-6823";"041205";"12";"1";"wieś";"stały";"Zespół Szkół w Skrwilnie, Bieżuńska 16, 87-510 Skrwilno";"gm. Skrwilno";"rypiński";"kujawsko-pomorskie";"897";"975";"437";"460";"0";"1";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"6";"0";"6";"0";"454";"21";"135";"263";"20";"15"
"7962-48a8-8911-52a8-fe04-c246-07be-9417";"041205";"12";"2";"wieś";"stały";"Urząd Gminy w Skrwilnie, Rypińska 7, 87-510 Skrwilno";"gm. Skrwilno";"rypiński";"kujawsko-pomorskie";"829";"903";"329";"500";"1";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"14";"2";"12";"0";"486";"31";"169";"219";"39";"28"
"aa29-9997-0c8e-5653-5377-93ce-a24f-a2d1";"041205";"12";"3";"wieś";"stały";"Szkoła Podstawowa w Skudzawach, Skudzawy 27, 87-510 Skrwilno";"gm. Skrwilno";"rypiński";"kujawsko-pomorskie";"488";"535";"236";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"8";"0";"8";"0";"242";"18";"50";"155";"8";"11"
"fbf1-cb12-bf76-64e3-7678-71e5-1328-53ba";"041205";"12";"4";"wieś";"stały";"Szkoła Podstawowa w Okalewie, Okalewo 62, 87-510 Skrwilno";"gm. Skrwilno";"rypiński";"kujawsko-pomorskie";"680";"749";"284";"396";"0";"1";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"11";"0";"11";"0";"385";"27";"102";"224";"21";"11"
"7b15-cdd4-128d-a9dd-0da6-7683-f70c-0c42";"041205";"12";"5";"wieś";"stały";"Szkoła Podstawowa w Okalewie, Okalewo 62, 87-510 Skrwilno";"gm. Skrwilno";"rypiński";"kujawsko-pomorskie";"521";"590";"276";"245";"0";"10";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"2";"1";"1";"0";"243";"16";"65";"139";"10";"13"
"211f-6cfb-7b11-b930-0a64-0ff2-072a-f167";"041205";"12";"6";"wieś";"stały";"Zespół Szkół w Skrwilnie, Bieżuńska 16, 87-510 Skrwilno";"gm. Skrwilno";"rypiński";"kujawsko-pomorskie";"818";"917";"375";"443";"0";"1";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"12";"2";"10";"0";"431";"24";"88";"281";"27";"11"
