"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Zbigniew ZIEJEWSKI - nr na liście 1";"Piotr ŻUCHOWSKI - nr na liście 2";"Dariusz FREJNIK - nr na liście 3";"Edward Mieczysław PIETRULEWICZ - nr na liście 4";"Paweł SZAKIEWICZ - nr na liście 5";"Małgorzata Dorota SOWICKA - nr na liście 6";"Monika Barbara MARCHALEWSKA - nr na liście 7";"Robert Jan HUSZCZA - nr na liście 8";"Katarzyna GRANACKA - nr na liście 9";"Andrzej Janusz WIŚNIEWSKI - nr na liście 10";"Anetta Krystyna SŁOMCZYŃSKA-KĄDZIOŁKA - nr na liście 11";"Wioletta JASKÓLSKA - nr na liście 12";"Adam Jacek ŻYLIŃSKI - nr na liście 13";"Ewa NISIEWICZ - nr na liście 14";"Krzysztof GROBLEWSKI - nr na liście 15";"Stanisław ŻELICHOWSKI - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Leonard Seweryn KRASULSKI - nr na liście 1";"Jerzy Zbigniew WILK - nr na liście 2";"Zbigniew BABALSKI - nr na liście 3";"Marcin KAZIMIERCZUK - nr na liście 4";"Monika Anna MODZELEWSKA-KOZIOŁ - nr na liście 5";"Damian Jan GODZIŃSKI - nr na liście 6";"Paweł Andrzej KOWSZYŃSKI - nr na liście 7";"Adam OŁDAKOWSKI - nr na liście 8";"Anna WĘGŁOWSKA - nr na liście 9";"Karolina Ewa GOIK - nr na liście 10";"Anna PIĄTEK - nr na liście 11";"Grażyna KAMIŃSKA - nr na liście 12";"Jolanta Wiesława ANDRUSZKIEWICZ - nr na liście 13";"Robert GONTARZ - nr na liście 14";"Grzegorz KIEROZALSKI - nr na liście 15";"Jacek Roman PAWLIK - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Monika Walentyna FALEJ - nr na liście 1";"Andrzej Jan ZIELONKA - nr na liście 2";"Emilia BARTKOWSKA - nr na liście 3";"Ryszard KLIM - nr na liście 4";"Daniel Adrian ZDANOWSKI - nr na liście 5";"Sylwia PIEKART - nr na liście 6";"Janusz PASJAK - nr na liście 7";"Jakub Przemysław GIEREJ - nr na liście 8";"Robert KOLIŃSKI - nr na liście 9";"Milena FALKOWSKA-HOJAN - nr na liście 10";"Piotr PACYNO - nr na liście 11";"Urszula Klara PĄGOWSKA - nr na liście 12";"Wincenty Marian PRZYBOROWSKI - nr na liście 13";"Mirosław Józef SZULC - nr na liście 14";"Paweł WÓJCIK - nr na liście 15";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Andrzej Piotr WYRĘBEK - nr na liście 1";"Kaja Ewelina SZYNKIELEWSKA - nr na liście 2";"Krystian Maciej ŁOŻYŃSKI - nr na liście 3";"Tomasz Jacek KACZKOWSKI - nr na liście 4";"Marek HUL - nr na liście 5";"Agnieszka Maria POŁEĆ - nr na liście 6";"Teresa Genowefa RUKSZTEŁŁO - nr na liście 7";"Marika ZENOWICZ - nr na liście 8";"Genowefa Grażyna SZCZEPAŃSKA - nr na liście 9";"Marek CHRAPAN - nr na liście 10";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Jacek PROTAS - nr na liście 1";"Bernadeta Justyna HORDEJUK - nr na liście 2";"Elżbieta Kazimiera GELERT - nr na liście 3";"Piotr CIEŚLIŃSKI - nr na liście 4";"Ewa Barbara DEMBEK - nr na liście 5";"Katarzyna KRÓLAK - nr na liście 6";"Marian JANICKI - nr na liście 7";"Leszek Jan DZIĄG - nr na liście 8";"Elżbieta ZABŁOCKA - nr na liście 9";"Antoni CZYŻYK - nr na liście 10";"Ryszard KOWALSKI - nr na liście 11";"Krystyna JANCZEWSKA - nr na liście 12";"Marek BORKOWSKI - nr na liście 13";"Angelika Jolanta DOMAŃSKA - nr na liście 14";"Łukasz PIŚKIEWICZ - nr na liście 15";"Miron SYCZ - nr na liście 16";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Wojciech Adam PENKALSKI - nr na liście 1";"Agnieszka FALKOWSKA - nr na liście 2";"Stanisław Czesław JASINA - nr na liście 3";"Agnieszka Anna KUCIŃSKA - nr na liście 4";"Krzysztof KĘPIŃSKI - nr na liście 5";"Anita KOWALSKA - nr na liście 6";"Tomasz ORŁOWSKI - nr na liście 7";"Monika Marcjanna LEWANDOWSKA - nr na liście 8";"Jarosław DREWA - nr na liście 9";"Jolanta KWAŚNIEWSKA - nr na liście 10";"Piotr Roman BANACH - nr na liście 11";"Ryszard NAŁĘCZ - nr na liście 12";"Anna ŁOŻYŃSKA - nr na liście 13";"Mariusz Wojciech ZAORSKI - nr na liście 14";"Anna SYCZ - nr na liście 15"
"bbc9-21b3-0da2-9465-3e3e-7d08-58cb-7eba";"280706";"34";"3";"miasto";"stały";"Szkoła Podstawowa im. Gen. Józefa Bema, ul. Piastowska 5, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"1398";"1502";"533";"865";"5";"7";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"7";"5";"2";"0";"858";"76";"23";"27";"0";"0";"1";"2";"1";"3";"1";"0";"0";"2";"11";"2";"0";"3";"359";"79";"34";"58";"6";"10";"2";"24";"3";"7";"54";"16";"7";"4";"44";"2";"9";"103";"37";"24";"15";"3";"5";"6";"0";"0";"0";"2";"1";"3";"3";"0";"4";"62";"34";"6";"1";"4";"7";"6";"0";"2";"0";"2";"230";"70";"114";"9";"5";"8";"6";"0";"0";"4";"0";"2";"0";"4";"5";"0";"3";"28";"0";"3";"0";"1";"19";"2";"0";"1";"0";"0";"0";"0";"2";"0";"0"
"0c35-4e1d-48a1-b695-e106-39da-7892-1a44";"280706";"34";"4";"miasto";"stały";"Świetlica, ul. Koszarowa 15A, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"912";"982";"511";"401";"1";"1";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"8";"7";"1";"0";"393";"38";"18";"7";"0";"0";"3";"2";"1";"1";"0";"0";"1";"0";"1";"1";"0";"3";"204";"62";"11";"37";"1";"8";"1";"2";"1";"3";"41";"8";"4";"1";"21";"1";"2";"27";"13";"7";"2";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"27";"14";"3";"3";"0";"1";"2";"0";"1";"1";"2";"70";"12";"38";"5";"3";"3";"1";"2";"0";"1";"0";"1";"1";"2";"0";"0";"1";"27";"0";"2";"0";"1";"23";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"0aea-c5fb-fb1e-fde4-8b08-b33c-6f56-3dc4";"280706";"34";"5";"wieś";"stały";"Szkoła Podstawowa, Lubnowy Małe 28, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"496";"538";"329";"167";"0";"2";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"9";"8";"1";"0";"158";"24";"7";"11";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"1";"1";"0";"81";"19";"6";"13";"3";"4";"1";"5";"0";"3";"22";"2";"0";"2";"0";"0";"1";"13";"7";"2";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"8";"5";"2";"0";"0";"0";"1";"0";"0";"0";"0";"31";"4";"13";"3";"2";"2";"0";"0";"0";"1";"1";"0";"2";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"cf2c-5e7e-b6cf-5981-a181-f8bd-3b11-53c7";"280706";"34";"6";"wieś";"stały";"Świetlica w Bałoszycach, Jawty Wielkie 63, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"728";"785";"432";"296";"1";"4";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"16";"12";"4";"0";"280";"29";"13";"6";"0";"0";"3";"1";"0";"0";"0";"0";"0";"1";"3";"0";"1";"1";"157";"34";"14";"36";"11";"9";"4";"2";"0";"7";"22";"10";"2";"0";"0";"1";"5";"24";"5";"10";"4";"0";"2";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"19";"8";"2";"2";"2";"0";"2";"0";"1";"1";"1";"45";"9";"28";"1";"2";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"6";"0";"0";"0";"0";"3";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0"
"7e02-502a-634c-cc70-e005-6f03-3e63-d8fd";"280706";"34";"7";"wieś";"stały";"Świetlica, Różnowo 42, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"484";"532";"263";"221";"0";"0";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"17";"17";"0";"0";"204";"31";"10";"8";"0";"0";"0";"0";"2";"0";"2";"1";"1";"0";"2";"0";"0";"5";"89";"14";"0";"8";"6";"2";"1";"3";"0";"1";"37";"2";"1";"2";"5";"1";"6";"16";"10";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"26";"14";"0";"1";"2";"1";"3";"0";"2";"3";"0";"30";"5";"20";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"12";"1";"0";"0";"0";"8";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"0452-9f5a-c828-ccb0-9bc3-1e34-033d-6e17";"280706";"34";"8";"wieś";"stały";"Szkoła Podstawowa, Kamieniec 20, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"681";"746";"370";"311";"0";"0";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"5";"3";"2";"0";"306";"22";"3";"7";"0";"0";"0";"4";"1";"0";"0";"0";"1";"1";"1";"0";"0";"4";"174";"17";"8";"19";"3";"1";"2";"2";"1";"2";"109";"3";"4";"1";"2";"0";"0";"17";"5";"6";"2";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"16";"5";"2";"3";"2";"1";"1";"1";"1";"0";"0";"63";"6";"45";"3";"4";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"14";"1";"0";"0";"0";"11";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0"
"6790-344f-517a-4be7-b6db-7bfc-0c58-f8b6";"280706";"34";"9";"wieś";"stały";"Szkoła Podstawowa, Piotrkowo 45, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"539";"593";"294";"245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"10";"10";"0";"0";"235";"26";"11";"12";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"153";"23";"22";"38";"8";"6";"2";"1";"2";"7";"24";"7";"4";"2";"3";"2";"2";"13";"6";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"12";"3";"0";"0";"2";"3";"1";"0";"1";"2";"0";"30";"9";"15";"0";"1";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3b4e-ba27-69bf-0c46-a244-4b30-0130-6b68";"280706";"34";"10";"wieś";"stały";"Szkoła Podstawowa, Babięty Wielkie 31, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"797";"872";"468";"329";"0";"0";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"7";"6";"1";"0";"322";"34";"7";"13";"5";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"4";"166";"43";"18";"27";"5";"6";"3";"7";"5";"3";"29";"7";"3";"0";"7";"0";"3";"14";"7";"5";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"25";"17";"2";"1";"1";"1";"0";"1";"1";"1";"0";"73";"9";"58";"0";"1";"2";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"2";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"6e5b-f7e0-cf9c-2dea-c7c7-50be-9153-211f";"280706";"34";"11";"wieś";"stały";"Świetlica, Ulnowo 1, 14-240 Susz";"gm. Susz";"iławski";"warmińsko-mazurskie";"724";"786";"371";"353";"0";"0";"0";"0";"0";"0";"0";"0";"0";"353";"0";"1";"352";"8";"7";"1";"0";"344";"33";"5";"13";"1";"1";"2";"3";"0";"0";"0";"0";"0";"2";"1";"0";"0";"5";"188";"20";"15";"68";"4";"2";"1";"1";"8";"2";"50";"7";"3";"1";"4";"0";"2";"19";"7";"4";"2";"0";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"16";"9";"0";"0";"1";"1";"2";"1";"1";"0";"1";"77";"9";"59";"1";"0";"0";"0";"1";"1";"0";"1";"1";"0";"2";"1";"0";"1";"11";"1";"1";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3cef-f7c3-8e1d-fc8d-15a2-b4e2-a94d-8999";"280707";"34";"1";"miasto";"stały";"Urząd Miejski w Zalewie, Częstochowska 8, 14-230 Zalewo";"gm. Zalewo";"iławski";"warmińsko-mazurskie";"1624";"1772";"678";"946";"0";"16";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"22";"12";"10";"0";"924";"127";"13";"20";"2";"4";"2";"4";"4";"3";"1";"2";"0";"1";"61";"1";"0";"9";"380";"114";"62";"47";"17";"25";"8";"12";"7";"8";"5";"15";"9";"3";"46";"0";"2";"86";"30";"17";"16";"0";"3";"4";"0";"2";"0";"7";"1";"0";"0";"1";"5";"72";"33";"10";"10";"11";"2";"1";"0";"3";"1";"1";"240";"62";"71";"32";"17";"5";"28";"0";"0";"2";"1";"2";"0";"6";"1";"0";"13";"19";"5";"6";"0";"1";"0";"1";"0";"2";"0";"1";"0";"1";"0";"0";"2"
"948d-c973-c2d9-4da0-eee7-75b9-a7f6-3750";"280707";"34";"2";"wieś";"stały";"Urząd Miejski w Zalewie, Częstochowska 8, 14-230 Zalewo";"gm. Zalewo";"iławski";"warmińsko-mazurskie";"1388";"1517";"851";"537";"0";"7";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"13";"7";"6";"0";"524";"95";"19";"23";"1";"2";"0";"3";"2";"0";"0";"3";"0";"3";"28";"0";"0";"11";"232";"46";"58";"42";"10";"18";"3";"4";"4";"12";"1";"12";"5";"4";"3";"0";"10";"41";"10";"7";"7";"4";"2";"0";"0";"0";"0";"0";"1";"4";"0";"4";"2";"31";"15";"3";"1";"3";"2";"4";"1";"1";"0";"1";"112";"40";"26";"8";"9";"5";"12";"2";"1";"4";"0";"1";"2";"1";"1";"0";"0";"13";"1";"1";"1";"5";"0";"0";"0";"2";"0";"1";"1";"0";"0";"0";"1"
"603a-be22-cdf7-9f1a-396b-d5e0-a74e-fed2";"280707";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Borecznie, Boreczno 22, 14-230 Zalewo";"gm. Zalewo";"iławski";"warmińsko-mazurskie";"1183";"1331";"652";"531";"0";"8";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"17";"14";"3";"0";"514";"90";"22";"8";"1";"2";"2";"1";"1";"1";"0";"2";"0";"2";"38";"1";"0";"9";"237";"57";"24";"75";"9";"11";"5";"5";"3";"14";"4";"7";"2";"2";"16";"3";"0";"41";"12";"12";"6";"2";"3";"0";"0";"0";"0";"0";"2";"0";"0";"1";"3";"31";"12";"2";"6";"3";"1";"1";"0";"3";"3";"0";"108";"35";"24";"11";"7";"0";"13";"1";"1";"0";"4";"2";"2";"1";"3";"0";"4";"7";"4";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"73d8-dd39-8315-3c36-ce5f-08f8-39ca-02ea";"280707";"34";"4";"wieś";"stały";"Szkoła Podstawowa w Dobrzykach, Dobrzyki 25, 14-230 Zalewo";"gm. Zalewo";"iławski";"warmińsko-mazurskie";"810";"887";"465";"345";"0";"7";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"13";"5";"8";"0";"332";"50";"5";"17";"0";"3";"1";"0";"1";"0";"0";"1";"1";"1";"17";"1";"0";"2";"170";"50";"27";"29";"9";"9";"2";"1";"1";"11";"4";"7";"2";"0";"10";"1";"7";"27";"10";"1";"4";"0";"1";"2";"0";"0";"1";"3";"0";"0";"0";"2";"3";"28";"17";"5";"1";"2";"1";"1";"0";"0";"0";"1";"50";"16";"22";"3";"1";"0";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"7";"1";"0";"0";"1";"1";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0"
"34ea-6947-0a24-840c-2b6a-7598-64ff-0bf6";"280901";"34";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Polna 36, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1444";"1550";"451";"993";"0";"7";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"18";"13";"5";"0";"974";"60";"12";"6";"2";"3";"1";"0";"0";"0";"1";"1";"0";"28";"1";"1";"0";"4";"311";"63";"20";"14";"11";"6";"3";"0";"28";"1";"1";"8";"4";"14";"2";"3";"133";"90";"48";"6";"8";"0";"5";"8";"0";"0";"1";"0";"2";"1";"0";"2";"9";"64";"47";"3";"2";"2";"1";"1";"1";"2";"4";"1";"427";"318";"1";"6";"82";"1";"1";"0";"0";"0";"0";"1";"1";"0";"2";"0";"14";"22";"2";"2";"1";"0";"2";"2";"3";"2";"0";"3";"1";"3";"0";"0";"1"
"e1a9-5915-a7a7-262d-d761-aa25-187e-24cd";"280901";"34";"2";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Polna 36, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"748";"820";"248";"500";"0";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"6";"5";"1";"0";"494";"23";"2";"3";"0";"0";"0";"2";"1";"0";"0";"1";"0";"13";"1";"0";"0";"0";"172";"39";"13";"9";"5";"6";"2";"1";"8";"2";"2";"4";"0";"5";"0";"0";"76";"28";"8";"8";"1";"1";"2";"3";"0";"0";"0";"0";"0";"0";"2";"1";"2";"27";"23";"1";"0";"0";"1";"0";"1";"1";"0";"0";"237";"185";"0";"7";"42";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"7";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"2";"1";"0";"0"
"cb79-a354-daf7-fb5f-9e80-b488-4708-f33c";"280901";"34";"3";"miasto";"stały";"Przedszkole Niepubliczne ""Kubuś"", ul. Ogrodowa 1, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"774";"840";"320";"454";"2";"1";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"15";"13";"2";"0";"439";"25";"7";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0";"5";"0";"1";"0";"8";"140";"39";"14";"9";"4";"3";"1";"0";"6";"1";"0";"3";"1";"4";"0";"0";"55";"41";"19";"8";"3";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"2";"5";"22";"19";"1";"0";"0";"2";"0";"0";"0";"0";"0";"201";"156";"0";"0";"39";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"1";"10";"3";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"2"
"02e0-b021-bb92-7cc2-817c-1e2e-7e04-c814";"280901";"34";"4";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Warmia"", ul. Poniatowskiego 18, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1421";"1536";"493";"928";"2";"13";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"7";"4";"3";"0";"921";"36";"7";"4";"1";"1";"2";"3";"0";"2";"0";"0";"1";"13";"0";"0";"0";"2";"293";"65";"34";"18";"9";"3";"1";"5";"28";"3";"1";"3";"2";"27";"2";"0";"92";"78";"37";"9";"2";"2";"7";"4";"0";"0";"0";"1";"0";"1";"0";"2";"13";"60";"51";"2";"1";"1";"0";"2";"0";"2";"0";"1";"438";"346";"1";"1";"80";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"7";"16";"2";"0";"0";"0";"0";"1";"2";"1";"1";"4";"0";"5";"0";"0";"0"
"e3ec-a3e8-c7dd-f8d2-8855-69d3-1585-6e22";"280901";"34";"5";"miasto";"stały";"Lokal po byłej Filiii Miejskiej Biblioteki Publicznej, ul. Ornecka 6A, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"639";"699";"272";"367";"0";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"3";"3";"0";"0";"364";"17";"6";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"6";"0";"0";"0";"1";"132";"40";"14";"4";"0";"2";"0";"0";"12";"3";"0";"2";"0";"10";"0";"1";"44";"34";"15";"6";"2";"1";"2";"3";"0";"0";"1";"1";"0";"0";"0";"1";"2";"25";"17";"1";"1";"4";"1";"0";"0";"1";"0";"0";"145";"121";"0";"0";"21";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"11";"2";"2";"0";"1";"0";"0";"0";"1";"0";"2";"0";"3";"0";"0";"0"
"6b12-a132-6ec7-71f5-2b9f-d3a1-d9a3-4fe8";"280901";"34";"6";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Poniatowskiego 3, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"753";"814";"259";"494";"0";"7";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"9";"6";"3";"0";"485";"23";"5";"0";"0";"1";"0";"0";"1";"2";"0";"2";"0";"8";"0";"1";"0";"3";"155";"31";"10";"9";"3";"5";"1";"2";"23";"1";"0";"5";"0";"14";"1";"0";"50";"54";"22";"12";"2";"2";"3";"1";"0";"1";"0";"1";"0";"0";"1";"4";"5";"23";"20";"0";"0";"1";"1";"0";"0";"0";"0";"1";"218";"178";"0";"4";"31";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"12";"3";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"6";"0";"0";"0"
"2582-b8d6-816b-23a5-63c2-7c00-c46d-3503";"280901";"34";"7";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych, ul. Wierzbickiego 3A, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1631";"1762";"602";"1029";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"7";"7";"0";"0";"1022";"53";"16";"7";"0";"3";"2";"3";"0";"0";"1";"3";"0";"12";"0";"3";"0";"3";"305";"70";"20";"9";"9";"3";"0";"1";"35";"0";"3";"6";"3";"25";"1";"1";"119";"107";"68";"16";"4";"3";"2";"3";"1";"1";"0";"1";"1";"1";"0";"3";"3";"58";"41";"5";"1";"3";"2";"2";"0";"2";"1";"1";"484";"397";"3";"9";"63";"0";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"7";"15";"2";"0";"0";"0";"0";"1";"1";"1";"0";"3";"0";"5";"0";"0";"2"
"2829-2058-86e8-c6e5-5cca-f971-62a5-1724";"280901";"34";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Szkolna 2, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"782";"838";"239";"543";"0";"5";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"5";"3";"2";"0";"538";"31";"13";"5";"2";"0";"0";"2";"1";"0";"0";"1";"0";"4";"1";"0";"0";"2";"134";"39";"17";"3";"1";"6";"3";"1";"6";"0";"1";"2";"2";"1";"0";"1";"51";"68";"38";"4";"7";"1";"1";"4";"0";"0";"1";"0";"0";"0";"0";"2";"10";"24";"18";"0";"2";"2";"2";"0";"0";"0";"0";"0";"269";"221";"1";"3";"36";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"6";"12";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"8";"0";"0";"0"
"d5da-e2d4-ec67-e924-9b6d-1bba-98f7-29e0";"280901";"34";"9";"miasto";"stały";"Lidzbarski Dom Kultury, ul. Słowackiego 4, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1538";"1660";"602";"936";"1";"11";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"8";"6";"2";"0";"928";"45";"10";"4";"3";"0";"0";"3";"1";"1";"1";"0";"0";"18";"0";"1";"0";"3";"271";"61";"16";"24";"4";"2";"1";"0";"38";"0";"0";"9";"0";"28";"3";"1";"84";"90";"58";"15";"4";"0";"3";"0";"1";"0";"2";"0";"0";"1";"0";"2";"4";"52";"38";"5";"2";"1";"2";"2";"0";"1";"0";"1";"452";"362";"4";"5";"69";"2";"1";"0";"0";"0";"1";"2";"0";"1";"1";"0";"4";"18";"2";"3";"0";"1";"0";"1";"0";"2";"0";"4";"0";"0";"0";"1";"4"
