"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maria Zofia KOC";"Mirosław KRUSIEWICZ";"Krzysztof Paweł PROKOPCZYK";"Leszek Bogdan SZYMAŃSKI"
"f2dc-a3c0-d5f2-d241-9f36-466e-b222-879e";"140309";"47";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Parysowie, ul. Borowska 1, 08-441 Parysów";"gm. Parysów";"garwoliński";"mazowieckie";"1130";"1241";"436";"694";"2";"4";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"8";"0";"8";"0";"686";"570";"67";"22";"27"
"0855-d6ac-0fd2-94da-d8c1-5dda-9dc5-de08";"140309";"47";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Woli Starogrodzkiej, Wola Starogrodzka 102a, 08-441 Parysów";"gm. Parysów";"garwoliński";"mazowieckie";"450";"506";"172";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"6";"0";"6";"0";"272";"246";"12";"7";"7"
"f410-d4a2-1597-fe39-a8c7-bed1-4745-adb3";"140309";"47";"4";"wieś";"stały";"Dom Strażaka w Choinach, Choiny 44, 08-441 Parysów";"gm. Parysów";"garwoliński";"mazowieckie";"570";"615";"216";"354";"2";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"7";"0";"7";"0";"347";"289";"31";"20";"7"
"19e8-1bab-8cba-a3a3-3991-a0aa-5ad1-df75";"140310";"47";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Gocławiu, Gocław ul. Szkolna 2, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"1149";"1272";"428";"721";"0";"7";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"16";"2";"14";"0";"705";"578";"85";"20";"22"
"697c-414b-09a5-e431-a88e-2693-2579-c488";"140310";"47";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Puznówce, Puznówka 136, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"562";"611";"160";"402";"0";"1";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"6";"1";"5";"0";"396";"311";"52";"23";"10"
"dfc0-2c6f-512b-7e66-d24b-1b32-69e4-462e";"140310";"47";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Trąbkach, Trąbki ul. Osadnicza 4, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"910";"985";"371";"539";"0";"1";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"11";"2";"9";"0";"528";"326";"154";"27";"21"
"e27f-3a55-c04c-3865-0ac1-c726-8fa1-f90d";"140310";"47";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Trąbkach, Trąbki Osadnicza 4, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"500";"544";"154";"346";"0";"2";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"6";"1";"5";"0";"340";"211";"96";"19";"14"
"8e31-d6b8-ec42-9d30-7fc7-1a0b-75fa-b04e";"140310";"47";"5";"wieś";"stały";"Dom Strażaka Wygoda, Wygoda 79, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"334";"366";"109";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"6";"2";"4";"0";"219";"165";"32";"12";"10"
"541b-3927-f615-5936-8e22-068d-370d-263f";"140310";"47";"6";"wieś";"stały";"Dom Strażaka Lipówki, Lipówki Główna 71, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"602";"653";"198";"404";"1";"2";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"1";"1";"0";"0";"403";"313";"59";"18";"13"
"d35b-c2f4-eb6c-23ce-4ab5-9ff3-1ddb-301c";"140310";"47";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa w Pilawie, Leśna 6, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"1147";"1282";"290";"857";"2";"5";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"24";"6";"18";"0";"833";"519";"221";"48";"45"
"9056-e271-3ecb-1333-7c97-f2a6-c60f-e98d";"140310";"47";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa w Pilawie, Leśna 6, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"951";"1019";"296";"655";"0";"2";"0";"0";"0";"0";"0";"0";"0";"655";"0";"1";"654";"8";"1";"7";"0";"646";"436";"144";"24";"42"
"3ad8-7d7e-0f10-bc2d-f050-8d7f-a7d6-9f66";"140310";"47";"9";"miasto";"stały";"Samorządowe Przedszkole w Pilawie, Wojska Polskiego 4, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"1043";"1146";"235";"808";"2";"4";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"11";"3";"8";"0";"797";"508";"202";"35";"52"
"cbeb-ce15-b397-b26f-0ff5-8173-53cd-d60c";"140310";"47";"10";"wieś";"stały";"Świetlica Wiejska Jaźwiny, Jaźwiny 27a, 08-440 Pilawa";"gm. Pilawa";"garwoliński";"mazowieckie";"481";"532";"142";"339";"0";"3";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"4";"0";"4";"0";"335";"235";"72";"14";"14"
"eb43-c012-fecd-1d1a-8d80-0747-b653-d0cb";"140311";"47";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Gończyce, Gończyce 106, 08-460 Sobolew";"gm. Sobolew";"garwoliński";"mazowieckie";"1545";"1701";"414";"1131";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"12";"2";"10";"0";"1119";"980";"76";"26";"37"
"8018-e183-c776-0b02-1369-36d2-c2a1-fec9";"140311";"47";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Sokół 48, 08-460 Sobolew";"gm. Sobolew";"garwoliński";"mazowieckie";"709";"787";"202";"507";"0";"2";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"9";"2";"7";"0";"498";"431";"44";"12";"11"
"fcba-497c-6da0-bd66-5a0f-f623-f231-45dc";"140311";"47";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Kościuszki 17, 08-460 Sobolew";"gm. Sobolew";"garwoliński";"mazowieckie";"1472";"1607";"550";"922";"3";"12";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"13";"2";"11";"0";"909";"645";"181";"34";"49"
"de23-4ac0-e52e-1cf6-1575-a481-8e7b-16f4";"140311";"47";"4";"wieś";"stały";"Urząd Gminy w Sobolewie, ul. Rynek 1 (sala widowiskowa), Sobolew, ul. Rynek 1, 08-460 Sobolew";"gm. Sobolew";"garwoliński";"mazowieckie";"1192";"1297";"398";"794";"1";"2";"0";"0";"0";"0";"0";"0";"0";"793";"0";"0";"793";"16";"4";"12";"0";"777";"515";"195";"37";"30"
"a9f9-946f-5f55-9f63-623e-1ed3-27a3-53cb";"140311";"47";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kaleń Drugi, Kaleń Drugi 65, 08-460 Sobolew";"gm. Sobolew";"garwoliński";"mazowieckie";"430";"472";"141";"289";"2";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"6";"2";"4";"0";"283";"235";"27";"9";"12"
"d2aa-52aa-5171-e8f6-300c-ff22-a580-beed";"140311";"47";"6";"wieś";"stały";"Budynek byłej Publicznej Szkoły Podstawowej, Godzisz, Godzisz 4, 08-460 Sobolew";"gm. Sobolew";"garwoliński";"mazowieckie";"451";"485";"194";"257";"1";"3";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"9";"0";"9";"0";"248";"207";"21";"9";"11"
"c522-58c5-7cef-41ef-046d-9f30-bed3-1e54";"140312";"47";"1";"wieś";"stały";"Szkoła Podstawowa w Podebłociu, Podebłocie 109, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"760";"836";"240";"520";"2";"2";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"11";"4";"7";"0";"509";"389";"80";"19";"21"
"dc04-363b-6be7-1212-510a-1146-fbfc-19bb";"140312";"47";"2";"wieś";"stały";"Szkoła Podstawowa w Więckowie, Więcków 43, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"601";"655";"198";"403";"1";"2";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"6";"1";"5";"0";"397";"306";"70";"15";"6"
"4cf6-3aba-d014-122f-3ea4-66d1-9ea5-2bad";"140312";"47";"3";"wieś";"stały";"Szkoła Podstawowa w Trojanowie, Trojanów 161, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"1080";"1185";"341";"739";"0";"3";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"13";"2";"11";"0";"726";"554";"111";"39";"22"
"74f8-62ea-abea-2e75-013b-eb85-1719-d1fc";"140312";"47";"4";"wieś";"stały";"Remiza OSP w Dudkach, Dudki 43, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"359";"392";"102";"257";"0";"1";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"4";"0";"4";"0";"253";"212";"27";"10";"4"
"15f6-45fa-10ba-a892-093e-fd78-3d4a-a46a";"140312";"47";"5";"wieś";"stały";"Szkoła Podstawowa w Budziskach, Budziska 47A, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"430";"478";"100";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"6";"2";"4";"0";"324";"284";"13";"9";"18"
"a1d2-5799-8f69-4830-3d3f-f844-8557-da0d";"140312";"47";"6";"wieś";"stały";"Szkoła Podstawowa w Korytnicy, Korytnica 106, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"1070";"1180";"336";"734";"0";"0";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"6";"3";"3";"0";"728";"627";"55";"15";"31"
"a040-2b23-e9d3-71f0-080f-9b80-0c9a-a850";"140312";"47";"7";"wieś";"stały";"Szkoła Podstawowa w Życzynie, Życzyn 55A, 08-455 Trojanów";"gm. Trojanów";"garwoliński";"mazowieckie";"1010";"1114";"341";"669";"1";"6";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"12";"2";"10";"0";"657";"549";"71";"22";"15"
"cfdd-77f5-d270-d474-70dd-c606-5fc0-631b";"140313";"47";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Warszawska 34, 08-470 Wilga";"gm. Wilga";"garwoliński";"mazowieckie";"1006";"1130";"269";"737";"0";"0";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"21";"7";"14";"0";"716";"394";"235";"46";"41"
"b8a6-d6e0-615f-5709-1c01-61e2-1cc9-9dce";"140313";"47";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Mariańskim Porzeczu, Mariańskie Porzecze 36, 08-470 Wilga";"gm. Wilga";"garwoliński";"mazowieckie";"839";"931";"297";"542";"0";"3";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"7";"2";"5";"0";"535";"352";"137";"21";"25"
"97f8-0208-f041-e94e-da8f-002e-5f0f-99ed";"140313";"47";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kępie Celejowskiej, Zakrzew 37, 08-470 Wilga";"gm. Wilga";"garwoliński";"mazowieckie";"708";"780";"296";"412";"0";"1";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"13";"4";"9";"0";"399";"261";"104";"16";"18"
"8f81-14ab-7830-c31c-079b-35ab-af7b-9640";"140313";"47";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Żabieńcu, Nowy Żabieniec 2, 08-470 Wilga";"gm. Wilga";"garwoliński";"mazowieckie";"390";"435";"133";"257";"0";"7";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"2";"0";"2";"0";"255";"199";"39";"10";"7"
"280b-6b38-c8ae-cb19-aaca-ed3d-8dff-947a";"140313";"47";"5";"wieś";"stały";"Urząd Gminy w Wildze, ul. Warszawska 38, 08-470 Wilga";"gm. Wilga";"garwoliński";"mazowieckie";"900";"1006";"303";"597";"0";"0";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"10";"2";"8";"0";"587";"375";"148";"27";"37"
"5486-b260-eb5d-dc94-8a20-1987-9213-bb96";"140314";"47";"1";"miasto";"stały";"Szkoła Podstawowa w Żelechowie, ul. Ogrodowa 3, 08-430 Żelechów";"gm. Żelechów";"garwoliński";"mazowieckie";"1313";"1370";"449";"864";"1";"3";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"16";"8";"8";"0";"848";"583";"205";"38";"22"
"359d-6505-a900-3fc1-b4d6-b2e7-be36-363b";"140314";"47";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury w Żelechowie, ul. Traugutta 5, 08-430 Żelechów";"gm. Żelechów";"garwoliński";"mazowieckie";"1611";"1771";"516";"1095";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"19";"9";"10";"0";"1076";"783";"212";"33";"48"
"9ed6-d3aa-9b5d-ff12-9206-8272-2a92-afca";"140314";"47";"3";"wieś";"stały";"Urząd Miejski w Żelechowie, ul. Rynek 1, 08-430 Żelechów";"gm. Żelechów";"garwoliński";"mazowieckie";"1060";"1154";"371";"689";"3";"4";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"6";"0";"6";"0";"683";"559";"74";"27";"23"
"f8e2-389b-487f-7f2b-801e-b709-4bed-01b3";"140314";"47";"4";"wieś";"stały";"Szkoła Podstawowa w Starym Goniwilku, Stary Goniwilk 41, 08-430 Żelechów";"gm. Żelechów";"garwoliński";"mazowieckie";"650";"708";"212";"438";"0";"2";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"8";"2";"6";"0";"430";"373";"38";"12";"7"
"10e2-fe54-f4dd-c5cc-e2fa-5810-90f0-2ee2";"140314";"47";"5";"wieś";"stały";"Szkoła Podstawowa w Stefanowie, Stefanów 108, 08-430 Żelechów";"gm. Żelechów";"garwoliński";"mazowieckie";"950";"1059";"309";"641";"1";"2";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"19";"1";"18";"0";"622";"536";"55";"19";"12"
"b5ad-16bf-266b-6074-94dc-9842-eaa9-b785";"140314";"47";"6";"wieś";"stały";"Szkoła Podstawowa w Starym Kębłowie, Stary Kębłów 23, 08-430 Żelechów";"gm. Żelechów";"garwoliński";"mazowieckie";"431";"469";"148";"283";"0";"2";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"2";"2";"0";"0";"281";"232";"29";"13";"7"
"f74f-25a2-e4ed-1153-d55a-52a7-3b3c-3cec";"141201";"47";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Józefa Wybickiego w Mińsku Mazowieckim, ul. Małopolska 11, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1390";"1507";"261";"1129";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"13";"2";"11";"0";"1116";"533";"504";"33";"46"
"6089-5037-532f-9b62-b818-7a8f-0dbe-3647";"141201";"47";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Jana Pawła II w Mińsku Mazowieckim, ul. Budowlana 2, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1338";"1475";"298";"1040";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"17";"6";"11";"0";"1023";"449";"495";"43";"36"
"0f30-9770-df66-68c0-256f-3840-486d-7a47";"141201";"47";"3";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Józefa Wybickiego w Mińsku Mazowieckim, ul. Małopolska 11, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1369";"1489";"260";"1109";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"10";"6";"4";"0";"1093";"487";"533";"35";"38"
"bfb4-0b27-485a-2cb0-eb96-435c-ee68-7a5b";"141201";"47";"4";"miasto";"stały";"Przedszkole Miejskie z Oddziałem Specjalnym i Oddziałem Integracyjnym Nr 4 im. Urszuli Smoczyńskiej w Mińsku Mazowieckim, ul. Juliana Tuwima 2, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1461";"1607";"342";"1119";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"22";"11";"11";"0";"1097";"417";"580";"55";"45"
"e465-f03b-050c-3e38-cfa4-3139-e9fd-0c34";"141201";"47";"5";"miasto";"stały";"Miejski Dom Kultury w Mińsku Mazowieckim, ul. Warszawska 173, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1601";"1782";"325";"1276";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"14";"2";"12";"0";"1262";"503";"658";"50";"51"
"e536-b9b9-4341-921b-5992-582b-8c6a-d7a7";"141201";"47";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Jana Pawła II w Mińsku Mazowieckim, ul. Budowlana 2, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1287";"1395";"324";"963";"1";"3";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"6";"3";"3";"0";"957";"407";"467";"43";"40"
"2f86-78aa-741a-4608-4bcc-ecaf-6fa3-55a8";"141201";"47";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Mikołaja Kopernika w Mińsku Mazowieckim, ul. Mikołaja Kopernika 9, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1536";"1671";"323";"1213";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1213";"0";"0";"1213";"16";"3";"13";"0";"1197";"542";"555";"51";"49"
"9d45-846b-c431-3b87-f0c7-067c-a298-2f5f";"141201";"47";"8";"miasto";"stały";"Liceum Ogólnokształcące im. Polskiej Macierzy Szkolnej w Mińsku Mazowieckim, ul. Piękna 7A, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1475";"1636";"252";"1223";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1223";"0";"0";"1223";"24";"14";"10";"0";"1199";"541";"557";"54";"47"
"ea1b-1d75-9ec2-90c0-c2d8-31ea-3078-b830";"141201";"47";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Mikołaja Kopernika w Mińsku Mazowieckim, ul. Mikołaja Kopernika 9, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1585";"1729";"415";"1170";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"0";"1170";"20";"3";"17";"0";"1150";"544";"527";"38";"41"
"c380-acff-9ba5-5040-81d3-975d-0556-1d6f";"141201";"47";"10";"miasto";"stały";"Zespół Szkół Ekonomicznych w Mińsku Mazowieckim, ul. Zygmunta Kazikowskiego 18, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1308";"1450";"288";"1019";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1020";"0";"0";"1020";"17";"4";"13";"0";"1003";"357";"553";"44";"49"
"a094-5e35-275e-435f-ec5a-704d-41fd-2614";"141201";"47";"11";"miasto";"stały";"Miejska Biblioteka Publiczna w Mińsku Mazowieckim, ul. Józefa Piłsudskiego 1a, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1456";"1617";"329";"1127";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1127";"0";"0";"1127";"17";"6";"11";"0";"1110";"453";"585";"36";"36"
"e397-f576-7243-5390-d102-f7b7-8b69-f949";"141201";"47";"12";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Mińsku Mazowieckim, ul. Dąbrówki 10, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1195";"1309";"262";"933";"0";"1";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"20";"6";"14";"0";"913";"380";"441";"57";"35"
"c480-b241-afa2-d51b-344a-a166-0dce-c806";"141201";"47";"13";"miasto";"stały";"Przedszkole Miejskie Nr 6 w Mińsku Mazowieckim, ul. Warszawska 250/81, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1280";"1415";"310";"970";"1";"7";"0";"0";"0";"0";"0";"0";"0";"970";"0";"0";"970";"11";"4";"7";"0";"959";"246";"593";"65";"55"
"38d5-5f59-af0d-78d2-f723-fe8f-1c1d-de84";"141201";"47";"14";"miasto";"stały";"Przedszkole Miejskie Nr 6 w Mińsku Mazowieckim, ul. Warszawska 250/81, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1199";"1327";"321";"878";"0";"7";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"8";"7";"1";"0";"870";"396";"400";"37";"37"
"97ef-9389-1afe-aec5-402a-1f74-5acd-bb77";"141201";"47";"15";"miasto";"stały";"Zespół Szkół im. Marii Skłodowskiej-Curie w Mińsku Mazowieckim, ul. 1 PLM Warszawa 1, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1156";"1258";"381";"775";"1";"8";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"12";"0";"12";"0";"763";"342";"367";"36";"18"
"4fbe-d9a8-d9c6-3aca-11f6-4be9-2d31-59da";"141201";"47";"16";"miasto";"stały";"Zespół Szkół im. Marii Skłodowskiej-Curie w Mińsku Mazowieckim, ul. 1 PLM Warszawa 1, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"761";"843";"130";"631";"1";"7";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"7";"0";"7";"0";"624";"230";"347";"29";"18"
"0da4-6ecb-0b00-d54b-4746-8826-a556-5fef";"141201";"47";"17";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Powstańców Styczniowych w Mińsku Mazowieckim, ul. Siennicka 17, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1276";"1404";"279";"997";"1";"6";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"9";"3";"6";"0";"988";"363";"550";"34";"41"
"1390-ca23-1704-2e67-b62f-a2e5-8370-c9ee";"141201";"47";"18";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Mińsku Mazowieckim, ul. Dąbrówki 10, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"981";"1072";"189";"792";"0";"5";"0";"0";"0";"0";"0";"0";"0";"792";"0";"22";"770";"10";"2";"8";"0";"760";"318";"371";"33";"38"
"2648-f9e1-44a0-44b7-a21d-9a73-789e-a38d";"141201";"47";"19";"miasto";"stały";"Zespół Szkół Zawodowych Nr 2 im. Powstańców Warszawy w Mińsku Mazowieckim, ul. gen. Kazimierza Sosnkowskiego 43, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1347";"1537";"272";"1075";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1074";"10";"4";"6";"0";"1064";"443";"517";"61";"43"
"e708-ca63-79cb-95c6-70cb-01cb-cde8-dc8c";"141201";"47";"20";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. Henryka Sienkiewicza w Mińsku Mazowieckim, ul. gen. Kazimierza Sosnkowskiego 1, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"996";"1085";"255";"741";"0";"5";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"11";"2";"9";"0";"729";"334";"316";"40";"39"
"e264-01e6-b6e1-44f8-1b9e-2c0b-183e-3291";"141201";"47";"21";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Powstańców Styczniowych w Mińsku Mazowieckim, ul. Siennicka 17, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"1611";"1812";"300";"1311";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1311";"0";"0";"1311";"21";"7";"14";"0";"1290";"576";"582";"74";"58"
"759b-dc19-c38b-b44f-355a-a540-2d49-f21f";"141201";"47";"22";"miasto";"zakład leczniczy";"SP ZOZ w Mińsku Mazowieckim, Szpitalna 37, 05-300 Mińsk Mazowiecki";"m. Mińsk Mazowiecki";"miński";"mazowieckie";"150";"144";"118";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"32";"0";"0";"0";"0";"32";"19";"9";"0";"4"
"7dc7-ff7d-756d-4a63-3722-5548-92de-dde3";"141204";"47";"1";"wieś";"stały";"Urząd Gminy Cegłów, ul. Tadeusza Kościuszki 4, 05-319 Cegłów";"gm. Cegłów";"miński";"mazowieckie";"989";"1090";"238";"752";"0";"7";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"17";"6";"11";"0";"735";"369";"298";"33";"35"
"78fb-f4b3-eff2-ecd4-5289-9622-12ff-9527";"141204";"47";"2";"wieś";"stały";"Gminna Biblioteka Publiczna-Kulturoteka w Cegłowie, ul. Józefa Piłsudskiego 22, 05-319 Cegłów";"gm. Cegłów";"miński";"mazowieckie";"1073";"1151";"297";"776";"0";"1";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"23";"6";"17";"0";"752";"340";"333";"37";"42"
"cfc8-87cd-9beb-db84-6cf0-9964-53ab-fbf3";"141204";"47";"3";"wieś";"stały";"Dom Ludowy w Kiczkach, Kiczki Pierwsze 72, 05-319 Cegłów";"gm. Cegłów";"miński";"mazowieckie";"383";"426";"105";"278";"0";"4";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"14";"1";"13";"0";"264";"186";"53";"16";"9"
