"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jarosław PUCEK";"Jadwiga Kazimiera ROTNICKA"
"4437-930d-5b62-f10a-5929-78e6-6f9b-4713";"302101";"90";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Józefa Poniatowskiego 16, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1793";"1992";"262";"1531";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1529";"0";"0";"1529";"46";"5";"41";"0";"1483";"430";"1053"
"5351-1be4-719a-1084-01de-939d-607b-2b89";"302101";"90";"2";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Józefa Poniatowskiego 16, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1649";"1828";"236";"1413";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1409";"0";"0";"1409";"37";"9";"28";"0";"1372";"357";"1015"
"8709-aec8-298a-7c1c-38ac-42dc-db62-3921";"302101";"90";"3";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Hugona Kołłątaja 1, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1770";"1961";"245";"1525";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1525";"0";"0";"1525";"39";"8";"31";"0";"1486";"406";"1080"
"f6e9-f15b-d2d2-37ce-a9c3-1d4f-0cd6-29bf";"302101";"90";"4";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Żabikowska 40, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1490";"1619";"307";"1183";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1181";"0";"0";"1181";"50";"32";"18";"0";"1131";"364";"767"
"a45c-6d68-d8e8-5659-020c-0586-1397-29c3";"302101";"90";"5";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Żabikowska 40, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1490";"1641";"282";"1208";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1208";"0";"0";"1208";"30";"6";"24";"0";"1178";"321";"857"
"ec6c-eb21-f022-1668-4988-45c6-0584-0ef7";"302101";"90";"6";"miasto";"stały";"Świetlica SM, ul. Żabikowska 62, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1983";"2187";"444";"1539";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1532";"0";"0";"1532";"53";"13";"40";"0";"1479";"462";"1017"
"1a27-0a83-2b9f-0f79-192d-21a6-583a-e8ed";"302101";"90";"7";"miasto";"stały";"Zespół Szkół w Luboniu, ul. Armii Poznań 27, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1490";"1633";"335";"1155";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"40";"6";"34";"0";"1115";"415";"700"
"4f54-d00b-bcee-1564-9f21-9f01-1162-fdba";"302101";"90";"8";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Żabikowska 40, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1352";"1485";"206";"1146";"0";"6";"1";"1";"0";"0";"0";"0";"1";"1147";"1";"0";"1147";"27";"5";"22";"0";"1120";"358";"762"
"bba6-66e3-6421-7c64-1efd-80f5-23ac-1409";"302101";"90";"9";"miasto";"stały";"Biblioteka Miejska, ul. Żabikowska 42, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1380";"1581";"94";"1286";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1286";"0";"0";"1286";"48";"9";"39";"0";"1238";"237";"1001"
"cf84-799a-2350-7e40-d8ac-171b-7e1a-dda8";"302101";"90";"10";"miasto";"stały";"Zespół Szkół w Luboniu, ul. Armii Poznań 27, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1550";"1752";"310";"1240";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1238";"0";"0";"1238";"43";"13";"30";"0";"1195";"373";"822"
"c741-f5f3-1333-e053-96f1-a12f-28b1-c7cc";"302101";"90";"11";"miasto";"stały";"Dzienny Dom ""Senior-Wigor"", ul. Romana Maya 1b, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"890";"983";"276";"614";"0";"0";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"14";"7";"7";"0";"600";"232";"368"
"68b6-bd8b-7e3a-23ce-8424-0011-2f7a-032b";"302101";"90";"12";"miasto";"stały";"Ośrodek Kultury, ul. Jana III Sobieskiego 97, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1700";"1877";"342";"1358";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1355";"0";"0";"1355";"42";"19";"23";"0";"1313";"392";"921"
"00aa-048c-1cef-e032-94a0-a360-7cf9-387b";"302101";"90";"13";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. 1 Maja 10, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1730";"1911";"367";"1363";"2";"7";"1";"1";"0";"0";"0";"0";"1";"1364";"1";"0";"1364";"45";"9";"36";"0";"1319";"428";"891"
"247d-123c-6304-15e5-c0f3-bf6c-5771-9a14";"302101";"90";"14";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Hugona Kołłątaja 1, 62-030 Luboń";"m. Luboń";"poznański";"wielkopolskie";"1205";"1331";"196";"1009";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"39";"11";"28";"0";"968";"259";"709"
"2684-9c97-b517-edb8-ec4c-4a28-460e-7cc9";"302102";"90";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Wysoka 1, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"1500";"1639";"255";"1246";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"1";"1244";"43";"9";"34";"0";"1201";"369";"832"
"832c-7fc8-5295-2222-ca7f-bf3e-e2cd-dec9";"302102";"90";"2";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Wysoka 1, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"890";"981";"135";"755";"4";"10";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"24";"4";"20";"0";"731";"204";"527"
"a0c1-df00-5cf4-3642-2fe6-8f9e-6723-a95c";"302102";"90";"3";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Wysoka 1, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"929";"1015";"155";"774";"2";"3";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"29";"11";"18";"0";"745";"213";"532"
"b6e6-a4f6-1ef6-e116-943f-c4f2-6f00-375a";"302102";"90";"4";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Kasprowicza 1, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"1340";"1462";"181";"1158";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"2";"1156";"23";"3";"20";"0";"1133";"281";"852"
"1430-0476-44db-6f5c-d4ed-5c7f-043d-ddd5";"302102";"90";"5";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Kasprowicza 1, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"1028";"1094";"199";"829";"4";"2";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"25";"4";"21";"0";"804";"196";"608"
"8c60-5e8f-239b-353d-ceb6-b6bd-2782-3abc";"302102";"90";"6";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Kasprowicza 1, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"1381";"1515";"227";"1154";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1154";"0";"0";"1154";"41";"6";"35";"0";"1113";"352";"761"
"d9e2-197a-7644-7544-6303-1ecd-476e-2e90";"302102";"90";"7";"miasto";"zakład leczniczy";"Szpital w Puszczykowie im. prof. Stefana Tytusa Dąbrowskiego S. A., Kraszewskiego 11, 62-040 Puszczykowo";"m. Puszczykowo";"poznański";"wielkopolskie";"180";"259";"94";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86";"0";"0";"86";"2";"0";"2";"0";"84";"41";"43"
"072a-4202-1dd0-964e-e899-3396-04c2-f611";"302103";"90";"1";"miasto";"stały";"Kino ""Wielkopolanin"", Pl. Stanisława Reszki 29, 64-320 Buk";"gm. Buk";"poznański";"wielkopolskie";"1790";"1979";"467";"1323";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1323";"0";"0";"1323";"48";"2";"46";"0";"1275";"480";"795"
"5244-86c8-48ab-9a09-8bb0-7dac-9bea-e9d8";"302103";"90";"2";"miasto";"stały";"Hala Sportowa, ul. Szarych Szeregów 10, 64-320 Buk";"gm. Buk";"poznański";"wielkopolskie";"1900";"2066";"434";"1466";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1465";"0";"0";"1465";"56";"5";"51";"0";"1409";"499";"910"
"0bf6-4d19-1770-b20e-c4f4-5042-691c-df8f";"302103";"90";"3";"miasto";"stały";"Szkoła Podstawowa im. Bohaterów Bukowskich, ul. Szkolna 12, 64-320 Buk";"gm. Buk";"poznański";"wielkopolskie";"2004";"2193";"594";"1410";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1410";"0";"0";"1410";"55";"11";"44";"0";"1355";"500";"855"
"97ee-6f27-1727-bad5-d1d2-c4c7-0ede-015b";"302103";"90";"4";"wieś";"stały";"Szkoła Podstawowa im. dr Wandy Błeńskiej, Niepruszewo ul. Starowiejska 26, 64-320 Buk";"gm. Buk";"poznański";"wielkopolskie";"1204";"1339";"321";"883";"1";"18";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"32";"8";"24";"0";"851";"300";"551"
"0884-d284-327b-7c92-7c77-d4c0-79f8-cec7";"302103";"90";"5";"wieś";"stały";"Strażnica OSP, Szewce ul. Bukowska 143, 64-320 Buk";"gm. Buk";"poznański";"wielkopolskie";"990";"1088";"375";"615";"0";"1";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"20";"6";"14";"0";"595";"317";"278"
"7aeb-9431-b634-a824-905d-f604-5f55-95a3";"302103";"90";"6";"wieś";"stały";"Szkoła Podstawowa im. o. Ignacego Cieślaka, Dobieżyn ul. Powstańców Wielkopolskich 3, 64-320 Buk";"gm. Buk";"poznański";"wielkopolskie";"924";"1001";"263";"661";"0";"8";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"26";"6";"20";"0";"635";"334";"301"
"719c-26c6-af64-493c-d699-7baf-0ed3-5587";"302104";"90";"1";"wieś";"stały";"Szkoła Podstawowa im. H. Ch. Andersena, Bolechowo-Osiedle ul. Wojska Polskiego 6, 62-005 Owińska";"gm. Czerwonak";"poznański";"wielkopolskie";"1841";"2034";"459";"1382";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1382";"0";"0";"1382";"50";"4";"46";"0";"1332";"423";"909"
"c546-8ca4-e72d-4b7c-284c-ac43-808f-2521";"302104";"90";"2";"wieś";"stały";"Szkoła Podstawowa im. Józefa Wybickiego, ul. Poprzeczna 10, 62-005 Owińska";"gm. Czerwonak";"poznański";"wielkopolskie";"1311";"1454";"248";"1063";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"29";"7";"22";"0";"1034";"277";"757"
"2f14-33b5-060b-ee9b-29d1-3508-7124-78c6";"302104";"90";"3";"wieś";"stały";"Szkoła Podstawowa im Józefa Wybickiego, ul. Poprzeczna 10, 62-005 Owińska";"gm. Czerwonak";"poznański";"wielkopolskie";"1548";"1723";"520";"1028";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1029";"1";"0";"1029";"48";"7";"41";"0";"981";"348";"633"
"13bb-7273-f013-d1a4-b69a-8808-ffba-f4b6";"302104";"90";"4";"wieś";"stały";"Gminne Przedszkole im. Dzieci z Leszczynowej Górki, Plac Zielony 4, 62-004 Czerwonak";"gm. Czerwonak";"poznański";"wielkopolskie";"1570";"1725";"424";"1146";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1146";"0";"0";"1146";"36";"4";"32";"0";"1110";"362";"748"
"1321-28af-f81a-4923-e8be-cc26-2dfd-a358";"302104";"90";"5";"wieś";"stały";"Szkoła Podstawowa im. Józefa Wybickiego, ul. Rolna 8, 62-004 Czerwonak";"gm. Czerwonak";"poznański";"wielkopolskie";"932";"1046";"136";"796";"0";"3";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"27";"7";"20";"0";"769";"205";"564"
"004b-50f4-c266-c608-5ff1-acc2-ab79-be95";"302104";"90";"6";"wieś";"stały";"Gminny Ośrodek Kultury ""SOKÓŁ"", ul. Gdyńska 47, 62-004 Czerwonak";"gm. Czerwonak";"poznański";"wielkopolskie";"1552";"1738";"223";"1329";"0";"29";"0";"0";"0";"0";"0";"0";"0";"1328";"0";"0";"1328";"29";"10";"19";"0";"1299";"367";"932"
"8543-bd68-f448-05e2-8414-06b5-8deb-852a";"302104";"90";"7";"wieś";"stały";"Klub ""Jutrzenka"", Kicin ul. Nowe Osiedle 2, 62-004 Czerwonak";"gm. Czerwonak";"poznański";"wielkopolskie";"1700";"1881";"271";"1429";"2";"21";"0";"0";"0";"0";"0";"0";"0";"1429";"0";"0";"1429";"42";"8";"34";"0";"1387";"405";"982"
"c768-097d-d115-d241-9303-9d8d-90b2-5f66";"302104";"90";"8";"wieś";"stały";"Centrum Kultury i Rekreacji w Koziegłowach, ul. Piłsudskiego 3, 62-028 Koziegłowy";"gm. Czerwonak";"poznański";"wielkopolskie";"720";"808";"160";"560";"0";"5";"2";"2";"0";"0";"0";"0";"2";"562";"2";"0";"562";"18";"3";"15";"0";"544";"205";"339"
"41c8-b139-c7ae-b37f-fd87-9f67-7f46-e582";"302104";"90";"9";"wieś";"stały";"Centrum Kultury i Rekreacji w Koziegłowach, ul. Piłsudskiego 3, 62-028 Koziegłowy";"gm. Czerwonak";"poznański";"wielkopolskie";"1260";"1364";"270";"990";"0";"4";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"36";"11";"25";"0";"954";"311";"643"
"75fd-033f-cec0-0a43-483d-23ea-3e96-2a73";"302104";"90";"10";"wieś";"stały";"Centrum Kultury i Rekreacji w Koziegłowach, ul. Piłsudskiego 3, 62-028 Koziegłowy";"gm. Czerwonak";"poznański";"wielkopolskie";"2050";"2271";"308";"1742";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1742";"0";"0";"1742";"52";"27";"25";"0";"1690";"479";"1211"
"6a39-fa1d-4acd-b752-3ba1-0d07-2567-67f3";"302104";"90";"11";"wieś";"stały";"Centrum Kultury i Rekreacji w Koziegłowach, ul. Piłsudskiego 3, 62-028 Koziegłowy";"gm. Czerwonak";"poznański";"wielkopolskie";"2010";"2215";"455";"1555";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1555";"0";"0";"1555";"44";"30";"14";"0";"1511";"521";"990"
"4972-c71b-d45c-9e71-57e2-0658-7d4a-866c";"302104";"90";"12";"wieś";"stały";"Centrum Kultury i Rekreacji w Koziegłowach, ul. Piłsudskiego 3, 62-028 Koziegłowy";"gm. Czerwonak";"poznański";"wielkopolskie";"2141";"2341";"346";"1795";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1795";"0";"1";"1794";"45";"11";"34";"0";"1749";"478";"1271"
"93e7-504e-fd69-adf4-282f-ccae-6602-fb4e";"302104";"90";"13";"wieś";"zakład karny";"Zakład Karny w Koziegłowach, Piaskowa 7, 62-028 Koziegłowy";"gm. Czerwonak";"poznański";"wielkopolskie";"443";"420";"247";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"10";"0";"10";"0";"186";"33";"153"
"51fe-9d60-bb12-fb03-0720-bae4-2ee4-bad0";"302105";"90";"1";"wieś";"stały";"Szkoła Podstawowa, Dąbrowa ul. Szkolna 41, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1380";"1542";"183";"1197";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1196";"0";"0";"1196";"21";"5";"16";"0";"1175";"285";"890"
"b377-fba2-d0e5-4729-9fec-302e-cbd2-d1ef";"302105";"90";"2";"wieś";"stały";"Szkoła Podstawowa, Dąbrówka ul. Malinowa 41, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1740";"1689";"321";"1419";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1419";"0";"0";"1419";"23";"6";"17";"0";"1396";"203";"1193"
"18b8-2e36-6838-e5de-9721-e998-0269-85ce";"302105";"90";"3";"wieś";"stały";"Szkoła Podstawowa, Dąbrówka ul. Malinowa 41, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1070";"1073";"172";"898";"0";"34";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"18";"6";"12";"0";"880";"131";"749"
"7de1-2c2f-97d2-33a7-7486-7334-81bb-a6d5";"302105";"90";"4";"wieś";"stały";"Budynek byłego GOK, Dopiewiec ul. Szkolna 11, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1330";"1427";"246";"1084";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1084";"0";"0";"1084";"38";"10";"28";"0";"1046";"263";"783"
"9d17-3ded-d13c-94d9-0d39-3fa1-2a8d-7b91";"302105";"90";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Bukowska 13, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1570";"1735";"356";"1214";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1214";"0";"0";"1214";"38";"6";"32";"0";"1176";"489";"687"
"5d64-fa21-90c5-d5b4-fc52-c1f1-3e12-86e9";"302105";"90";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Bukowska 13, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"852";"937";"194";"658";"0";"5";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"12";"3";"9";"0";"646";"229";"417"
"2e5b-7982-b0ac-665a-19ac-2de4-49c3-a756";"302105";"90";"7";"wieś";"stały";"Świetlica Wiejska-Dom Strażaka, Palędzie ul. Leśna 17, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1570";"1632";"308";"1262";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1261";"0";"0";"1261";"26";"9";"17";"0";"1235";"381";"854"
"efd8-a08c-4d9b-3f83-628c-8092-b27a-d5f2";"302105";"90";"8";"wieś";"stały";"Centrum Rehabilitacyjno-Kulturalne, Konarzewo ul. Poznańska 19, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1710";"1901";"410";"1300";"3";"3";"1";"1";"0";"0";"0";"0";"1";"1301";"1";"0";"1301";"43";"9";"34";"0";"1258";"525";"733"
"0492-8452-8395-d869-c0db-d376-a166-4e7a";"302105";"90";"9";"wieś";"stały";"Szkoła Podstawowa, Skórzewo ul. Poznańska 70, 60-185 Poznań";"gm. Dopiewo";"poznański";"wielkopolskie";"2575";"2588";"490";"2084";"3";"11";"0";"0";"0";"0";"0";"0";"0";"2083";"0";"0";"2083";"57";"13";"44";"0";"2026";"439";"1587"
"03ff-8b60-6247-0edb-e1be-3a69-1d49-eebd";"302105";"90";"10";"wieś";"stały";"Szkoła Podstawowa, Skórzewo ul. Poznańska 70, 60-185 Poznań";"gm. Dopiewo";"poznański";"wielkopolskie";"3005";"2998";"417";"2588";"4";"24";"0";"0";"0";"0";"0";"0";"0";"2587";"0";"0";"2587";"71";"19";"52";"0";"2516";"513";"2003"
"ad0b-536c-de6e-b0f5-156d-a729-5680-becc";"302105";"90";"11";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Więckowice ul. Gromadzka 7, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"910";"1019";"220";"690";"1";"3";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"15";"0";"15";"0";"675";"184";"491"
"9c25-3027-97f3-0d17-93f1-4aaa-b9ed-7b57";"302105";"90";"12";"wieś";"stały";"Dom Strażaka, Zakrzewo ul. Długa 73, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"1031";"1144";"169";"862";"1";"5";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"16";"11";"5";"0";"846";"242";"604"
"0dba-58a6-78f3-f10c-4d5e-a5e7-860d-279b";"302105";"90";"13";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Lisówkach, Lisówki Leśne Zacisze 2, 62-070 Dopiewo";"gm. Dopiewo";"poznański";"wielkopolskie";"83";"80";"56";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"3";"0";"3";"0";"24";"14";"10"
"ab28-9cd7-0c78-1d71-14fa-cd5d-e560-5f8a";"302106";"90";"1";"wieś";"stały";"Ośrodek Kultury, ul. Poznańska 6, 63-005 Kleszczewo";"gm. Kleszczewo";"poznański";"wielkopolskie";"1860";"2057";"471";"1389";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1389";"0";"0";"1389";"32";"8";"24";"0";"1357";"676";"681"
"6137-27c2-bc8f-662d-c1fd-e0c1-e5af-2cba";"302106";"90";"2";"wieś";"stały";"Świetlica wiejska, Gowarzewo ul. Swarzędzka 14, 63-004 Tulce";"gm. Kleszczewo";"poznański";"wielkopolskie";"1884";"2001";"375";"1509";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1507";"0";"0";"1507";"45";"8";"37";"0";"1462";"407";"1055"
"3cd6-be69-a002-242f-0942-bd22-2f28-5fa4";"302106";"90";"3";"wieś";"stały";"Zespół Szkół, ul. Poznańska 1, 63-004 Tulce";"gm. Kleszczewo";"poznański";"wielkopolskie";"2190";"2254";"410";"1780";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1779";"0";"0";"1779";"51";"17";"34";"0";"1728";"456";"1272"
"d799-b370-b6c6-4017-7e8b-2e2c-bec9-ac17";"302107";"90";"1";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. E. hr. Raczyńskiego w Komornikach, ul. Pocztowa 30, 62-052 Komorniki";"gm. Komorniki";"poznański";"wielkopolskie";"2115";"2285";"348";"1767";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1766";"0";"0";"1766";"50";"7";"43";"0";"1716";"404";"1312"
"a37b-e337-db31-d2b1-8ae1-1701-e0ef-8b1b";"302107";"90";"2";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. E. hr. Raczyńskiego w Komornikach, ul. Pocztowa 30, 62-052 Komorniki";"gm. Komorniki";"poznański";"wielkopolskie";"1990";"2276";"236";"1754";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1755";"0";"1";"1754";"31";"11";"20";"0";"1723";"330";"1393"
"cb5b-38e9-1347-9807-03c0-a7b9-d363-752a";"302107";"90";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. J. Korczaka w Komornikach, ul. Staszica 25, 62-052 Komorniki";"gm. Komorniki";"poznański";"wielkopolskie";"1668";"1960";"141";"1527";"0";"30";"0";"0";"0";"0";"0";"0";"0";"1525";"0";"0";"1525";"47";"20";"27";"0";"1478";"331";"1147"
"953f-2b19-dcf9-87a7-6cc9-65fb-d13c-7043";"302107";"90";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2 w Plewiskach, ul. Prof. Wacława Strażewicza 1, 62-064 Plewiska";"gm. Komorniki";"poznański";"wielkopolskie";"1700";"1733";"308";"1392";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1392";"0";"0";"1392";"40";"16";"24";"0";"1352";"303";"1049"
"8d78-67cf-e99f-a549-18d9-d2ce-048e-5979";"302107";"90";"5";"wieś";"stały";"Szkoła Podstawowa Nr 2 w Plewiskach, ul. Prof. Wacława Strażewicza 1, 62-064 Plewiska";"gm. Komorniki";"poznański";"wielkopolskie";"1770";"2012";"214";"1555";"2";"9";"1";"1";"0";"0";"0";"0";"1";"1556";"1";"0";"1556";"29";"9";"20";"0";"1527";"374";"1153"
"9e36-e8e8-466c-a543-e074-7ec7-6753-f42b";"302107";"90";"6";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. J. i T. Działyńskich w Plewiskach, ul. Szkolna 64, 62-064 Plewiska";"gm. Komorniki";"poznański";"wielkopolskie";"2080";"2244";"333";"1747";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1747";"0";"0";"1747";"47";"7";"40";"0";"1700";"336";"1364"
"7517-f534-2906-6d22-5060-fb24-b06b-34de";"302107";"90";"7";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. J. i T. Działyńskich w Plewiskach, ul. Szkolna 64, 62-064 Plewiska";"gm. Komorniki";"poznański";"wielkopolskie";"2020";"2094";"357";"1663";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1661";"0";"0";"1661";"57";"16";"41";"0";"1604";"361";"1243"
"8b41-3787-8ea8-ebfc-e047-8aeb-3421-4a94";"302107";"90";"8";"wieś";"stały";"Szkoła Podstawowa im. Arkadego Fiedlera w Chomęcicach, Chomęcice ul. Poznańska 112, 62-052 Komorniki";"gm. Komorniki";"poznański";"wielkopolskie";"840";"939";"146";"694";"0";"0";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"17";"3";"14";"0";"677";"207";"470"
"e15b-72cd-66f8-6b02-92ea-4d87-2e98-9c20";"302107";"90";"9";"wieś";"stały";"Dom Kultury ""Dworek"", Głuchowo ul. Parkowa 2, 62-052 Komorniki";"gm. Komorniki";"poznański";"wielkopolskie";"490";"543";"143";"347";"0";"4";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"13";"0";"13";"0";"334";"97";"237"
"a4af-db16-4420-4fb2-6eaf-1a19-0394-a1eb";"302107";"90";"10";"wieś";"stały";"Dom Kultury ""Nad Wirynką"":, Łęczyca ul. Poznańska 14, 62-051 Wiry";"gm. Komorniki";"poznański";"wielkopolskie";"663";"722";"157";"506";"0";"3";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"13";"5";"8";"0";"493";"153";"340"
