"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan DOBRZYŃSKI";"Mariusz Krzysztof GROMKO";"Wanda JANKOWSKA";"Zbigniew NIKITOROWICZ"
"7560-9331-cdee-da2c-7ecb-de4b-18a9-76d5";"200214";"60";"5";"wieś";"stały";"Była Szkoła Podstawowa w Zwierkach, Zwierki 43, 16-060 Zabłudów";"gm. Zabłudów";"białostocki";"podlaskie";"592";"660";"197";"395";"2";"0";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"5";"4";"1";"0";"390";"34";"191";"34";"131"
"93f1-1e38-bdc1-b2f9-7242-a310-a0be-f89b";"200214";"60";"6";"wieś";"stały";"Wiejski Dom Kultury w Krynickich, Krynickie 55, 16-060 Zabłudów";"gm. Zabłudów";"białostocki";"podlaskie";"498";"545";"156";"342";"0";"3";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"4";"1";"3";"0";"338";"29";"198";"29";"82"
"e7a6-2f29-0261-782f-87d7-aea2-ddbf-ae59";"200214";"60";"7";"wieś";"stały";"Wiejski Dom Kultury w Rybołach, Ryboły 129, 16-060 Zabłudów";"gm. Zabłudów";"białostocki";"podlaskie";"744";"800";"409";"335";"0";"0";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"1";"1";"0";"0";"334";"28";"93";"32";"181"
"75f9-71fa-f0c9-37af-a0b0-4a6d-7658-0260";"200214";"60";"8";"wieś";"stały";"Świetlica Wiejska w Halickich, Halickie 3, 15-593 Białystok";"gm. Zabłudów";"białostocki";"podlaskie";"492";"532";"158";"334";"0";"1";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"4";"1";"3";"0";"330";"17";"184";"41";"88"
"118f-a0e6-8a28-5444-ab2f-61ed-b54e-bfd1";"200214";"60";"9";"miasto";"stały";"Szkoła Podstawowa w Zabłudowie, Adama Mickiewicza 20, 16-060 Zabłudów";"gm. Zabłudów";"białostocki";"podlaskie";"856";"912";"305";"551";"0";"1";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"7";"1";"6";"0";"544";"50";"306";"50";"138"
"cf47-abe9-cb56-b85f-7e3d-0639-9584-bc5c";"200214";"60";"10";"miasto";"stały";"Szkoła Podstawowa w Zabłudowie, Adama Mickiewicza 20, 16-060 Zabłudów";"gm. Zabłudów";"białostocki";"podlaskie";"922";"1000";"336";"586";"0";"0";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"12";"1";"11";"0";"574";"58";"301";"58";"157"
"7a0d-9430-42d1-d0a6-db3a-e691-de92-d888";"200215";"60";"1";"wieś";"stały";"Sala Widowiskowa Urzędu Gminy Zawady, Plac Wolności 12, 16-075 Zawady";"gm. Zawady";"białostocki";"podlaskie";"1403";"1535";"605";"798";"1";"1";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"13";"1";"12";"0";"784";"93";"534";"84";"73"
"6d74-1e84-e498-ca0a-950a-4280-8879-e142";"200215";"60";"2";"wieś";"stały";"Świetlica Wiejska w Nowych Chlebiotkach, Nowe Chlebiotki 38, 16-075 Zawady";"gm. Zawady";"białostocki";"podlaskie";"682";"724";"350";"332";"0";"3";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"3";"0";"3";"0";"329";"27";"254";"19";"29"
"5bb5-64ca-6ad0-9e1d-349f-cba4-c948-98b9";"201101";"60";"1";"miasto";"stały";"Zespół Szkół w Dąbrowie Białostockiej, ul. Tysiąclecia PP 24, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"1345";"1433";"589";"756";"1";"1";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"12";"4";"8";"0";"744";"83";"399";"61";"201"
"304a-98c1-559f-7adb-38e8-e711-a92c-53fb";"201101";"60";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Tysiąclecia PP 4, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"1041";"1132";"568";"473";"2";"2";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"5";"2";"3";"0";"468";"57";"262";"43";"106"
"6ac8-80f2-bbbd-c4e4-a1f5-c3d7-937e-56d9";"201101";"60";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Południowa 13, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"1399";"1505";"569";"830";"2";"6";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"10";"1";"9";"0";"819";"100";"436";"105";"178"
"cbde-09db-6aa0-a71b-2b8c-3bf8-3284-de76";"201101";"60";"4";"miasto";"stały";"Gimnazjum w Dąbrowie Białostockiej, ul. Szkolna 9a, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"983";"1056";"393";"590";"1";"3";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"8";"1";"7";"0";"582";"51";"297";"67";"167"
"861a-5753-74cc-d3ea-ca02-af28-fb88-d942";"201101";"60";"5";"wieś";"stały";"Kino ""Lotos"", ul. Kunawina 1, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"691";"746";"298";"393";"0";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"5";"0";"5";"0";"388";"50";"287";"28";"23"
"b50d-1108-8f9d-1184-86ba-c79d-6574-cb92";"201101";"60";"6";"wieś";"stały";"Gimnazjum w Różanymstoku, Różanystok 7, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"960";"1039";"468";"492";"0";"6";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"3";"0";"3";"0";"489";"68";"266";"61";"94"
"a176-e944-eca0-cbc6-ef48-b69a-bf1a-9cd9";"201101";"60";"7";"wieś";"stały";"Szkoła Podstawowa w Nierośnie, Nierośno 33, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"775";"778";"399";"376";"1";"3";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"5";"1";"4";"0";"371";"45";"234";"48";"44"
"a40f-2763-868e-094e-2ec9-a4f5-138f-f483";"201101";"60";"8";"wieś";"stały";"Szkoła Podstawowa w Zwierzyńcu Wielkim, Zwierzyniec Wielki 17, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"692";"753";"296";"396";"1";"4";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"14";"1";"13";"0";"382";"53";"235";"40";"54"
"eeb5-fc78-6ff8-b137-6ed7-a0ce-91c4-a484";"201101";"60";"9";"wieś";"stały";"Szkoła Podstawowa w Suchodolinie, Suchodolina 1, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"550";"587";"234";"316";"2";"0";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"3";"0";"3";"0";"313";"23";"245";"22";"23"
"58cb-7171-3b94-527c-0e7c-96f7-626a-ccf6";"201101";"60";"10";"wieś";"stały";"Świetlica Wiejska w Reszkowcach, Reszkowce 28A, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"310";"347";"132";"178";"0";"3";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"5";"1";"4";"0";"172";"21";"125";"16";"10"
"92e5-7781-9ebf-1eef-f99a-2ea7-6b62-461e";"201101";"60";"11";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Dąbrowie Białostockiej (szpital), ul. Skłodowskiej 15, 16-200 Dąbrowa Białostocka";"gm. Dąbrowa Białostocka";"sokólski";"podlaskie";"56";"51";"39";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"1";"1";"0";"0";"16";"2";"9";"2";"3"
"c111-e131-492c-cdcf-dfff-9a8e-2505-67df";"201102";"60";"1";"wieś";"stały";"Zespół Szkół Samorządowych, ul. Białostocka 16, 16-130 Janów";"gm. Janów";"sokólski";"podlaskie";"1301";"1417";"604";"697";"2";"7";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"15";"3";"12";"0";"682";"132";"340";"82";"128"
"a877-2118-22e2-dc6b-db48-4180-f292-6942";"201102";"60";"2";"wieś";"stały";"Szkoła Podstawowa, Białousy 59, 16-130 Janów";"gm. Janów";"sokólski";"podlaskie";"600";"650";"264";"336";"0";"2";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"3";"0";"3";"0";"333";"50";"209";"33";"41"
"3ddd-af0f-beaf-82eb-6985-ad1f-3e66-10cf";"201102";"60";"3";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Nowowola 32, 16-130 Janów";"gm. Janów";"sokólski";"podlaskie";"341";"378";"168";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"3";"0";"3";"0";"170";"18";"109";"17";"26"
"fcfd-3806-d8d6-cb2a-36bd-b90c-678d-f958";"201102";"60";"4";"wieś";"stały";"Urząd Gminy Janów, ul. Parkowa 3, 16-130 Janów";"gm. Janów";"sokólski";"podlaskie";"840";"922";"368";"472";"2";"2";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"10";"2";"8";"0";"462";"85";"250";"55";"72"
"047b-07a4-713b-54f1-be05-352d-5b25-6a50";"201103";"60";"1";"wieś";"stały";"Świetlica Wiejska w Bombli, Bombla 41, 16-140 Korycin";"gm. Korycin";"sokólski";"podlaskie";"300";"328";"121";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"2";"0";"2";"0";"177";"25";"101";"28";"23"
"5bbd-003f-a47d-0c9f-d663-6ed7-261c-ee21";"201103";"60";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Sportu i Turystyki w Korycinie, ul. Knyszyńska 2a, 16-140 Korycin";"gm. Korycin";"sokólski";"podlaskie";"1797";"1955";"810";"987";"3";"1";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"20";"3";"17";"0";"967";"126";"595";"92";"154"
"cc2b-781e-2ff7-d1e2-bf4f-4cf8-6c02-8938";"201103";"60";"3";"wieś";"stały";"Budynek po byłym Domu Nauczyciela w Zabrodziu, Zabrodzie 1a, 16-140 Korycin";"gm. Korycin";"sokólski";"podlaskie";"299";"336";"146";"153";"0";"5";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"5";"0";"5";"0";"148";"22";"67";"22";"37"
"877d-b429-c42d-ced0-621a-2b94-9b0b-f9d6";"201104";"60";"1";"wieś";"stały";"Centrum Edukacji i Kultury Muzułmańskiej Tatarów Polskich w Kruszynianach, Kruszyniany 61, 16-120 Krynki";"gm. Krynki";"sokólski";"podlaskie";"330";"363";"182";"148";"0";"9";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"2";"2";"0";"0";"146";"17";"53";"13";"63"
"b343-cdfb-80fc-a3b9-b125-7699-76dc-df2c";"201104";"60";"2";"miasto";"stały";"Zespół Szkół Samorządowych w Krynkach, ul. Aleja Szkolna 10, 16-120 Krynki";"gm. Krynki";"sokólski";"podlaskie";"610";"659";"265";"345";"0";"3";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"9";"3";"6";"0";"336";"38";"165";"42";"91"
"075e-aced-9ad7-8883-0d60-f183-3118-07d1";"201104";"60";"3";"miasto";"stały";"Urząd Miejski w Krynkach, ul. Garbarska 16, 16-120 Krynki";"gm. Krynki";"sokólski";"podlaskie";"683";"741";"298";"385";"1";"3";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"7";"2";"5";"0";"378";"31";"193";"42";"112"
"2bd7-8c88-789f-39eb-324a-1c6a-e105-d0bc";"201104";"60";"4";"miasto";"stały";"Gminny Ośrodek Kultury w Krynkach, ul. Grodzieńska 7, 16-120 Krynki";"gm. Krynki";"sokólski";"podlaskie";"730";"783";"333";"397";"0";"2";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"9";"0";"9";"0";"388";"37";"180";"38";"133"
"4252-ef6a-3336-744b-e89f-0278-0159-5e59";"201105";"60";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Kuźnicy (duża sala), ul. Sidrzańska 2, 16-123 Kuźnica";"gm. Kuźnica";"sokólski";"podlaskie";"1010";"1093";"395";"615";"2";"11";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"8";"4";"4";"0";"607";"69";"381";"58";"99"
"7e66-8d5a-33c8-587f-b2e8-2f00-f8b6-25dc";"201105";"60";"2";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Kuźnicy (mała sala), ul. Sidrzańska 2, 16-123 Kuźnica";"gm. Kuźnica";"sokólski";"podlaskie";"882";"958";"362";"520";"1";"0";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"12";"2";"10";"0";"508";"63";"304";"44";"97"
"1071-1333-4df8-8d4e-ada6-0c03-179f-5890";"201105";"60";"3";"wieś";"stały";"Przedszkole w Kuźnicy, ul. Sokólska 16, 16-123 Kuźnica";"gm. Kuźnica";"sokólski";"podlaskie";"360";"398";"166";"194";"6";"0";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"4";"1";"3";"0";"190";"19";"139";"9";"23"
"a0db-2b8d-1889-dc3f-82f7-2cb2-1fcf-6c90";"201105";"60";"4";"wieś";"stały";"Budynek po byłej Szkole Podstawowej, Popławce 29, 16-123 Kuźnica";"gm. Kuźnica";"sokólski";"podlaskie";"361";"397";"160";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"0";"0";"0";"0";"201";"27";"122";"28";"24"
"a4ac-8289-ceec-6391-b4ce-b670-16f8-bc53";"201105";"60";"5";"wieś";"stały";"Budynek po byłej Szkole Podstawowej, Klimówka 23, 16-123 Kuźnica";"gm. Kuźnica";"sokólski";"podlaskie";"330";"365";"144";"186";"0";"3";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"2";"0";"2";"0";"184";"14";"127";"21";"22"
"7a24-31ad-22d9-34dc-c55f-53c7-7d35-5e2d";"201106";"60";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Kolejowa 2, 16-205 Nowy Dwór";"gm. Nowy Dwór";"sokólski";"podlaskie";"530";"576";"226";"304";"1";"0";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"6";"0";"6";"0";"298";"34";"184";"39";"41"
"2561-4404-d235-723f-c10f-d57a-3e6e-a52b";"201106";"60";"2";"wieś";"stały";"Budynek Sali Gimnastycznej, ul. Wesoła 2, 16-205 Nowy Dwór";"gm. Nowy Dwór";"sokólski";"podlaskie";"570";"609";"284";"286";"1";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"5";"2";"3";"0";"281";"26";"175";"28";"52"
"d042-0861-44c3-0973-2568-81d8-d8a7-9bb1";"201106";"60";"3";"wieś";"stały";"Świetlica Wiejska, Dubaśno 4, 16-205 Nowy Dwór";"gm. Nowy Dwór";"sokólski";"podlaskie";"410";"452";"184";"226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"4";"1";"3";"0";"222";"16";"157";"13";"36"
"77f4-1f1b-8aba-4dd4-213d-3c4b-99cf-8d28";"201106";"60";"4";"wieś";"stały";"Budynek Szkoły Podstawowej, Sieruciowce 37, 16-205 Nowy Dwór";"gm. Nowy Dwór";"sokólski";"podlaskie";"510";"566";"291";"219";"2";"0";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"8";"1";"7";"0";"211";"27";"140";"12";"32"
"9f42-4573-89ae-5889-d913-aca9-0079-db96";"201107";"60";"1";"wieś";"stały";"Lokal po byłej aptece przy Urzędzie Gminy w Sidrze, ul. Rynek 3/4, 16-124 Sidra";"gm. Sidra";"sokólski";"podlaskie";"1267";"1379";"605";"662";"0";"5";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"14";"7";"7";"0";"648";"78";"362";"75";"133"
"3812-126e-b999-608d-9b18-adc1-60f1-eccd";"201107";"60";"2";"wieś";"stały";"Szkoła Podstawowa w Jacowlanach, Jacowlany 13, 16-124 Sidra";"gm. Sidra";"sokólski";"podlaskie";"460";"501";"196";"264";"4";"0";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"4";"1";"3";"0";"260";"35";"166";"23";"36"
"7b55-4cb3-b46f-7569-f790-a18f-855a-5785";"201107";"60";"3";"wieś";"stały";"Szkoła Podstawowa w Majewie, Nowinka 1, 16-124 Sidra";"gm. Sidra";"sokólski";"podlaskie";"460";"512";"210";"250";"1";"1";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"3";"2";"1";"0";"247";"49";"170";"17";"11"
"e3ea-8124-5c18-0638-11ba-3780-97ef-86bc";"201107";"60";"4";"wieś";"stały";"Sidrzański Ośrodek Kultury w Sidrze, ul. Rynek 5, 16-124 Sidra";"gm. Sidra";"sokólski";"podlaskie";"401";"434";"251";"150";"1";"1";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"3";"1";"2";"0";"147";"15";"99";"17";"16"
"7f6a-5e5b-f684-e8ff-38fd-cc61-328c-07c5";"201108";"60";"1";"miasto";"stały";"Ośrodek Sportu i Rekreacji w Sokółce, ul. Mariańska 31, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1999";"2170";"748";"1251";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1251";"0";"0";"1251";"19";"5";"14";"0";"1232";"149";"594";"135";"354"
"f31d-21af-c086-d196-c98d-3995-a599-6d9f";"201108";"60";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Adama Mickiewicza w Sokółce, ul. Grodzieńska 43, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1172";"1261";"499";"673";"0";"0";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"11";"3";"8";"0";"662";"78";"289";"55";"240"
"4fed-55cd-bddf-e285-162e-0523-a599-7753";"201108";"60";"3";"miasto";"stały";"Przedszkole Nr 4 w Sokółce, ul. Kołłątaja 22, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1231";"1326";"467";"764";"0";"5";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"12";"4";"8";"0";"752";"99";"343";"67";"243"
"6b77-e44f-2693-01f3-a848-2fea-088a-bcd0";"201108";"60";"4";"miasto";"stały";"Sokólski Ośrodek Kultury w Sokółce, ul. Grodzieńska 1, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1495";"1600";"667";"828";"1";"4";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"25";"6";"19";"0";"802";"101";"361";"83";"257"
"d548-3aaa-0283-0b22-47ee-74a8-cae3-8b84";"201108";"60";"5";"miasto";"stały";"Przedszkole Nr 5 w Sokółce, Osiedle Centrum 18, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1470";"1574";"612";"858";"1";"6";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"17";"4";"13";"0";"840";"85";"406";"80";"269"
"0a1b-f0e8-c414-f7f9-b3dd-1cdb-f48f-2090";"201108";"60";"6";"miasto";"stały";"Zespół Szkół w Sokółce (hala sportowa), ul. Adama Mickiewicza 11, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"2030";"2177";"692";"1338";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1338";"0";"0";"1338";"22";"6";"16";"0";"1316";"173";"520";"153";"470"
"3690-e8d7-bca2-720a-e727-5d69-ec0b-0b9d";"201108";"60";"7";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 2 w Sokółce, ul. Szkolna 2, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1896";"2071";"741";"1155";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"23";"7";"16";"0";"1132";"142";"522";"113";"355"
"428c-bb21-a4fa-0dbd-c1fb-2700-535a-172f";"201108";"60";"8";"miasto";"stały";"Zespół Szkół Zawodowych im. Elizy Orzeszkowej w Sokółce, Os. Zielone 1a, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1810";"1955";"817";"993";"1";"1";"0";"0";"0";"0";"0";"0";"0";"993";"0";"0";"993";"18";"7";"11";"0";"975";"107";"492";"75";"301"
"ef79-911c-e86f-44c9-f032-9b6e-5e62-736a";"201108";"60";"9";"wieś";"stały";"Szkoła Podstawowa Nr 3 im. Walerego Wróblewskiego w Sokółce, Os. Zielone 2, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"532";"576";"260";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"4";"2";"2";"0";"268";"34";"157";"35";"42"
"d3ea-3750-ce6f-d033-2487-de11-b040-4b72";"201108";"60";"10";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 2 w Sokółce, ul. Szkolna 2, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"1181";"1288";"619";"562";"0";"3";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"10";"2";"8";"0";"552";"57";"344";"59";"92"
"1dae-87b2-184d-d099-ca91-e146-efe9-0d59";"201108";"60";"11";"wieś";"stały";"Świetlica Wiejska w Sokolanach, Sokolany, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"631";"613";"314";"317";"1";"0";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"4";"2";"2";"0";"313";"30";"215";"18";"50"
"5f02-7a42-8985-918b-923d-a012-aa90-626c";"201108";"60";"12";"wieś";"stały";"Szkoła Podstawowa w Starej Rozedrance, Stara Rozedranka 3, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"709";"777";"336";"373";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"6";"3";"3";"0";"367";"57";"196";"41";"73"
"213f-9a03-ed61-9fc2-36b1-a879-14de-eef1";"201108";"60";"13";"wieś";"stały";"Szkoła Podstawowa w Malawiczach Dolnych, Malawicze Dolne 56, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"640";"709";"298";"342";"0";"0";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"1";"1";"0";"0";"341";"40";"213";"35";"53"
"bacb-94c2-1ec7-0f13-c5f0-d3db-799a-eaf0";"201108";"60";"14";"wieś";"stały";"Szkoła Podstawowa w Starej Kamionce, Stara Kamionka 65, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"651";"713";"289";"362";"0";"2";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"4";"1";"3";"0";"358";"37";"251";"27";"43"
"3c93-d31f-1cf7-c8c6-f446-7b8d-af27-fa45";"201108";"60";"15";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi w Janowszczyźnie, Janowszczyzna 42, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"713";"784";"335";"378";"2";"1";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"8";"1";"7";"0";"370";"38";"238";"32";"62"
"50f9-4326-39d1-0d95-fa2a-8479-517e-0360";"201108";"60";"16";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. Adama Mickiewicza w Sokółce, ul. Adama Mickiewicza 2a, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"365";"398";"161";"204";"0";"3";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"2";"0";"2";"0";"202";"16";"144";"16";"26"
"d188-2142-5f56-0417-8162-ca80-499b-cc38";"201108";"60";"17";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. gen. Władysława Sikorskiego 40, 16-100 Sokółka";"gm. Sokółka";"sokólski";"podlaskie";"102";"65";"38";"64";"0";"2";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"0";"0";"0";"0";"64";"12";"40";"5";"7"
"a3d8-f202-0ca1-04b5-516c-36fd-971c-2c4d";"201109";"60";"1";"wieś";"stały";"Zespół Szkół w Suchowoli, ul. Augustowska 2, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"781";"860";"347";"434";"2";"7";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"5";"3";"2";"0";"429";"44";"281";"35";"69"
"d79d-2dd5-a56c-9f2f-119b-425f-841e-a0b6";"201109";"60";"2";"wieś";"stały";"Świetlica Wiejska, Jatwieź Duża 29, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"273";"296";"135";"138";"1";"0";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"1";"0";"1";"0";"137";"21";"77";"12";"27"
"4265-ade9-360e-bac1-e4b0-3dd2-86ba-764b";"201109";"60";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"866";"930";"380";"486";"2";"4";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"7";"1";"6";"0";"479";"78";"223";"57";"121"
"6901-7860-451a-74b2-f8fc-6493-4b61-87c7";"201109";"60";"4";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"783";"840";"293";"490";"4";"2";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"9";"1";"8";"0";"481";"51";"248";"50";"132"
"15c1-bb78-4158-8689-4e61-437f-d088-deec";"201109";"60";"5";"wieś";"stały";"Kino ""Kometa"", Plac Kościuszki 5, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"1061";"1137";"497";"564";"0";"1";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"7";"1";"6";"0";"557";"60";"414";"37";"46"
