"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan Tadeusz DUDA";"Jerzy Feliks FEDOROWICZ"
"0d83-c2a7-5284-6be2-5fd8-b1f3-62da-9f64";"126101";"32";"102";"miasto";"stały";"XIV Liceum Ogólnokształcące, ul. Chełmońskiego 24, 31-322 Kraków";"m. Kraków";"Kraków";"małopolskie";"1510";"1728";"376";"1134";"1";"34";"0";"0";"0";"0";"0";"0";"0";"1134";"0";"0";"1134";"27";"7";"20";"0";"1107";"359";"748"
"dc9c-0e15-7293-9fed-dbd2-11c8-55d8-33e4";"126101";"32";"103";"miasto";"stały";"XIV Liceum Ogólnokształcące, ul. Chełmońskiego 24, 31-322 Kraków";"m. Kraków";"Kraków";"małopolskie";"1820";"1980";"453";"1367";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1366";"0";"0";"1366";"33";"8";"25";"0";"1333";"539";"794"
"dc6d-d1de-70a7-4d60-2050-a243-dd85-d158";"126101";"32";"104";"miasto";"stały";"Szkoła Podstawowa Nr 113, ul. Stachiewicza 33, 31-328 Kraków";"m. Kraków";"Kraków";"małopolskie";"1490";"1643";"438";"1052";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1052";"0";"0";"1052";"37";"16";"21";"0";"1015";"395";"620"
"6b2d-b42f-99ce-4af2-427e-57a1-03c0-772a";"126101";"32";"105";"miasto";"stały";"Szkoła Podstawowa Nr 113, ul. Stachiewicza 33, 31-328 Kraków";"m. Kraków";"Kraków";"małopolskie";"1700";"1890";"482";"1218";"1";"9";"1";"1";"0";"0";"0";"0";"1";"1219";"1";"0";"1219";"36";"11";"25";"0";"1183";"442";"741"
"77af-524f-5b81-2329-c42c-2962-ca36-eb28";"126101";"32";"293";"miasto";"stały";"Urząd Miasta Krakowa Archiwum, ul. Na Załęczu 2, 31-587 Kraków";"m. Kraków";"Kraków";"małopolskie";"570";"625";"123";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"16";"2";"14";"0";"431";"239";"192"
"2302-f885-4a39-4aa2-04c7-2b26-d0bd-00e6";"126101";"32";"294";"miasto";"stały";"Szkoła Podstawowa Nr 156, ul. Centralna 39, 31-586 Kraków";"m. Kraków";"Kraków";"małopolskie";"1540";"1876";"130";"1410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1410";"0";"0";"1410";"46";"26";"20";"0";"1364";"351";"1013"
"79a1-7265-f24a-d932-bc48-8d51-60dc-6dc7";"126101";"32";"295";"miasto";"stały";"Szkoła Podstawowa Nr 156, ul. Centralna 39, 31-586 Kraków";"m. Kraków";"Kraków";"małopolskie";"1570";"1812";"261";"1309";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1309";"0";"0";"1309";"48";"23";"25";"0";"1261";"496";"765"
"3ed6-a560-bddd-244a-f103-d43e-ca7b-eab0";"126101";"32";"296";"miasto";"stały";"Szkoła Podstawowa Nr 156, ul. Centralna 39, 31-586 Kraków";"m. Kraków";"Kraków";"małopolskie";"1450";"1648";"252";"1198";"0";"48";"0";"0";"0";"0";"0";"0";"0";"1198";"0";"1";"1197";"28";"11";"17";"0";"1169";"432";"737"
"978e-c50e-6404-d8b1-beb2-1c0f-8b89-9599";"126101";"32";"297";"miasto";"stały";"Szkoła Podstawowa Nr 103, os. Kolorowe 29, 31-941 Kraków";"m. Kraków";"Kraków";"małopolskie";"1570";"1771";"388";"1182";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1182";"0";"0";"1182";"32";"9";"23";"0";"1150";"438";"712"
"b532-2595-e486-e4c3-541f-3443-707c-6f5e";"126101";"32";"298";"miasto";"stały";"Szkoła Podstawowa Nr 103, os. Kolorowe 29, 31-941 Kraków";"m. Kraków";"Kraków";"małopolskie";"1163";"1303";"249";"914";"0";"8";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"28";"8";"20";"0";"886";"276";"610"
"36dc-1835-56d2-6817-a404-72c3-a387-7060";"126101";"32";"299";"miasto";"stały";"Zespół Szkół Nr 1, ul. Ułanów 3, 31-450 Kraków";"m. Kraków";"Kraków";"małopolskie";"840";"896";"129";"711";"0";"12";"0";"0";"0";"0";"0";"0";"0";"711";"0";"0";"711";"18";"5";"13";"0";"693";"169";"524"
"3631-8089-0e39-4e99-a524-ba84-5a04-c5d6";"126101";"32";"300";"miasto";"stały";"Szkoła Podstawowa Nr 155, os. 2 Pułku Lotniczego 21, 31-869 Kraków";"m. Kraków";"Kraków";"małopolskie";"1639";"1804";"402";"1237";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1237";"0";"1";"1236";"32";"6";"26";"0";"1204";"502";"702"
"0a89-1b5e-8e66-1330-112c-9aab-9eab-e5ed";"126101";"32";"301";"miasto";"stały";"Szkoła Podstawowa Nr 155, os. 2 Pułku Lotniczego 21, 31-869 Kraków";"m. Kraków";"Kraków";"małopolskie";"1708";"1910";"307";"1401";"1";"18";"1";"1";"0";"0";"0";"0";"1";"1402";"1";"1";"1401";"34";"11";"23";"0";"1367";"571";"796"
"ba65-f6ab-d81f-21b5-9ed7-bb74-168a-2b3b";"126101";"32";"302";"miasto";"stały";"Szkoła Podstawowa Nr 155, os. 2 Pułku Lotniczego 21, 31-869 Kraków";"m. Kraków";"Kraków";"małopolskie";"1698";"1862";"340";"1358";"0";"32";"0";"0";"0";"0";"0";"0";"0";"1358";"0";"0";"1358";"36";"13";"23";"0";"1322";"524";"798"
"1a70-31a8-6dde-91bf-b889-5e10-a272-358f";"126101";"32";"303";"miasto";"stały";"Szkoła Podstawowa Nr 155, os. 2 Pułku Lotniczego 21, 31-869 Kraków";"m. Kraków";"Kraków";"małopolskie";"2273";"2566";"150";"2123";"0";"58";"0";"0";"0";"0";"0";"0";"0";"2121";"0";"0";"2121";"92";"39";"53";"0";"2029";"588";"1441"
"723e-799b-9fa5-4f12-2b7b-2327-cfe4-a5dc";"126101";"32";"304";"miasto";"stały";"XXX Liceum Ogólnokształcące, os. Dywizjonu 303 66, 31-875 Kraków";"m. Kraków";"Kraków";"małopolskie";"1420";"1519";"327";"1093";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1092";"0";"0";"1092";"29";"9";"20";"0";"1063";"452";"611"
"7826-4c1c-c7f5-6b6a-ecf3-160d-c23f-80f1";"126101";"32";"305";"miasto";"stały";"XXX Liceum Ogólnokształcące, os. Dywizjonu 303 66, 31-875 Kraków";"m. Kraków";"Kraków";"małopolskie";"1138";"1298";"197";"941";"0";"19";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"35";"23";"12";"0";"906";"378";"528"
"1fe8-1c05-2db3-87f2-0a63-24a4-3a49-a824";"126101";"32";"306";"miasto";"stały";"XXX Liceum Ogólnokształcące, os. Dywizjonu 303 66, 31-875 Kraków";"m. Kraków";"Kraków";"małopolskie";"1029";"1104";"201";"828";"1";"2";"0";"0";"0";"0";"0";"0";"0";"828";"0";"0";"828";"22";"7";"15";"0";"806";"307";"499"
"2304-f13b-c958-829e-9b60-b8a1-ddd8-0693";"126101";"32";"307";"miasto";"stały";"XXX Liceum Ogólnokształcące, os. Dywizjonu 303 66, 31-875 Kraków";"m. Kraków";"Kraków";"małopolskie";"1328";"1436";"308";"1020";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1020";"0";"0";"1020";"25";"7";"18";"0";"995";"418";"577"
"df0f-e3d6-bae4-409b-2f51-e153-d939-8c3a";"126101";"32";"308";"miasto";"stały";"XXX Liceum Ogólnokształcące, os. Dywizjonu 303 66, 31-875 Kraków";"m. Kraków";"Kraków";"małopolskie";"1170";"1306";"201";"969";"0";"20";"0";"0";"0";"0";"0";"0";"0";"969";"0";"0";"969";"38";"9";"29";"0";"931";"350";"581"
"6e12-271e-1568-4abc-8cb9-9dd2-7724-5ea9";"126101";"32";"309";"miasto";"stały";"Międzynarodowe Centrum Kształcenia, ul. Skarżyńskiego 1, 31-866 Kraków";"m. Kraków";"Kraków";"małopolskie";"960";"984";"141";"819";"0";"25";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"26";"21";"5";"0";"793";"260";"533"
"71c7-9fbe-b583-4fe0-5860-3ecc-acbe-2d7b";"126101";"32";"310";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, os. Oświecenia 30, 31-636 Kraków";"m. Kraków";"Kraków";"małopolskie";"1510";"1751";"180";"1330";"1";"40";"0";"0";"0";"0";"0";"0";"0";"1330";"0";"0";"1330";"22";"8";"14";"0";"1308";"552";"756"
"46cd-4b02-e3fd-de62-6dd2-5363-b1a3-3891";"126101";"32";"311";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, os. Oświecenia 30, 31-636 Kraków";"m. Kraków";"Kraków";"małopolskie";"1700";"1832";"423";"1277";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1278";"1";"0";"1278";"34";"10";"24";"0";"1244";"626";"618"
"4a76-4f05-4940-175f-ff83-99f9-e6da-670f";"126101";"32";"312";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, os. Oświecenia 30, 31-636 Kraków";"m. Kraków";"Kraków";"małopolskie";"1752";"1907";"369";"1383";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1383";"0";"0";"1383";"33";"11";"22";"0";"1350";"620";"730"
"5760-d04f-00ec-ae60-2baa-7443-30d3-69c6";"126101";"32";"313";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, os. Oświecenia 30, 31-636 Kraków";"m. Kraków";"Kraków";"małopolskie";"1350";"1589";"77";"1273";"0";"18";"1";"1";"0";"0";"0";"0";"1";"1273";"1";"0";"1273";"46";"16";"30";"0";"1227";"336";"891"
"584d-d1bf-c484-e5dc-1c43-ec06-6931-6aac";"126101";"32";"314";"miasto";"stały";"Szkoła Podstawowa Nr 126, os. Tysiąclecia 57, 31-610 Kraków";"m. Kraków";"Kraków";"małopolskie";"1541";"1659";"365";"1176";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"23";"3";"20";"0";"1153";"503";"650"
"2c18-2928-539e-9583-97c8-1992-3e6c-9d60";"126101";"32";"315";"miasto";"stały";"Szkoła Podstawowa Nr 126, os. Tysiąclecia 57, 31-610 Kraków";"m. Kraków";"Kraków";"małopolskie";"1570";"1691";"341";"1227";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1229";"0";"0";"1229";"28";"9";"19";"0";"1201";"562";"639"
"472b-5627-565a-4308-682b-7f4d-9f57-ff39";"126101";"32";"316";"miasto";"stały";"Młodzieżowy Dom Kultury im. A. Bursy, os. Tysiąclecia 15, 31-606 Kraków";"m. Kraków";"Kraków";"małopolskie";"1560";"1649";"420";"1140";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"31";"8";"23";"0";"1109";"551";"558"
"bef0-91dd-b76c-5a7f-3059-8465-42ce-6574";"126101";"32";"317";"miasto";"stały";"Młodzieżowy Dom Kultury im. A. Bursy, os. Tysiąclecia 15, 31-606 Kraków";"m. Kraków";"Kraków";"małopolskie";"1680";"1795";"401";"1279";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1279";"0";"0";"1279";"36";"9";"27";"0";"1243";"624";"619"
"f35c-bc4c-8899-01bd-4ff3-140a-29db-7e74";"126101";"32";"318";"miasto";"stały";"Samorządowe Przedszkole Nr 177, os. Kombatantów 13, 31-630 Kraków";"m. Kraków";"Kraków";"małopolskie";"1730";"1854";"500";"1230";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1230";"0";"0";"1230";"38";"11";"27";"0";"1192";"623";"569"
"26ce-39f4-b7d5-d7a7-4536-1aa8-4106-afe5";"126101";"32";"319";"miasto";"stały";"Klub Kuźnia Ośrodka Kultury im. C. K. Norwida, os. Złotego Wieku 14, 31-616 Kraków";"m. Kraków";"Kraków";"małopolskie";"1690";"1826";"423";"1267";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1268";"1";"0";"1268";"42";"9";"33";"0";"1226";"575";"651"
"6529-8b2a-ad15-a0ba-1763-63c2-5626-5d23";"126101";"32";"320";"miasto";"stały";"Klub Kuźnia Ośrodka Kultury im. C. K. Norwida, os. Złotego Wieku 14, 31-616 Kraków";"m. Kraków";"Kraków";"małopolskie";"1378";"1483";"368";"1010";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"40";"4";"36";"0";"968";"466";"502"
"8de0-a58d-dbc9-3089-1aa4-2684-d4ea-fdc5";"126101";"32";"321";"miasto";"stały";"Szkoła Podstawowa Nr 85, os. Złotego Wieku 4, 31-615 Kraków";"m. Kraków";"Kraków";"małopolskie";"1495";"1697";"193";"1302";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1302";"0";"0";"1302";"41";"16";"25";"0";"1261";"411";"850"
"41e8-f56e-b13f-d3fd-7fae-64c3-2263-a88c";"126101";"32";"322";"miasto";"stały";"Szkoła Podstawowa Nr 85, os. Złotego Wieku 4, 31-615 Kraków";"m. Kraków";"Kraków";"małopolskie";"1557";"1649";"399";"1158";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"32";"7";"25";"0";"1126";"553";"573"
"261b-1dbc-fc28-1af4-a343-b268-d096-0611";"126101";"32";"323";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 77, os. Złotego Wieku 36, 31-618 Kraków";"m. Kraków";"Kraków";"małopolskie";"1380";"1468";"352";"1028";"3";"8";"1";"1";"0";"0";"0";"0";"1";"1029";"1";"0";"1029";"22";"4";"18";"0";"1007";"492";"515"
"44dc-1354-ee7c-69fc-b569-91d0-5cab-8690";"126101";"32";"324";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 77, os. Złotego Wieku 36, 31-618 Kraków";"m. Kraków";"Kraków";"małopolskie";"1458";"1631";"328";"1120";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"34";"12";"22";"0";"1085";"522";"563"
"a9e2-8f1c-aabb-5f3a-616c-3554-e7b9-4dfc";"126101";"32";"325";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 144, os. Bohaterów Września 13, 31-620 Kraków";"m. Kraków";"Kraków";"małopolskie";"1270";"1349";"296";"974";"0";"6";"0";"0";"0";"0";"0";"0";"0";"974";"0";"0";"974";"34";"8";"26";"0";"940";"464";"476"
"1ace-13ff-6089-c73c-a97d-2ee1-0c04-341f";"126101";"32";"326";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 144, os. Bohaterów Września 13, 31-620 Kraków";"m. Kraków";"Kraków";"małopolskie";"1287";"1394";"312";"975";"2";"7";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"21";"4";"17";"0";"954";"466";"488"
"fba1-587f-c0a3-e1e2-fc2c-55b0-d292-b9ca";"126101";"32";"327";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 144, os. Bohaterów Września 13, 31-620 Kraków";"m. Kraków";"Kraków";"małopolskie";"1480";"1608";"311";"1169";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1168";"0";"0";"1168";"39";"15";"24";"0";"1129";"459";"670"
"079e-b37b-f5cb-bceb-4862-b277-d758-c480";"126101";"32";"328";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 144, os. Bohaterów Września 13, 31-620 Kraków";"m. Kraków";"Kraków";"małopolskie";"1429";"1514";"493";"936";"1";"5";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"21";"1";"20";"0";"915";"410";"505"
"153f-120b-a6ce-f0cb-11c6-1254-4540-0193";"126101";"32";"329";"miasto";"stały";"Szkoła Podstawowa Nr 89, os. Piastów 34a, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1590";"1700";"384";"1206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1206";"0";"0";"1206";"15";"13";"2";"0";"1191";"503";"688"
"4c01-6812-f2d6-c194-e408-9ffc-58ab-b5b3";"126101";"32";"330";"miasto";"stały";"Szkoła Podstawowa Nr 89, os. Piastów 34a, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1697";"1820";"624";"1073";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1073";"0";"0";"1073";"27";"10";"17";"0";"1046";"576";"470"
"78f5-a1f3-7125-afdc-72e8-25d4-b577-a5d2";"126101";"32";"331";"miasto";"stały";"Szkoła Podstawowa Nr 89, os. Piastów 34a, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1689";"1839";"571";"1118";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1118";"1";"0";"1118";"27";"4";"23";"0";"1091";"522";"569"
"4c2c-0093-a75d-feb1-e309-8112-5ee2-38f1";"126101";"32";"332";"miasto";"stały";"Szkoła Podstawowa Nr 89, os. Piastów 34a, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1693";"1818";"462";"1231";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"28";"0";"28";"0";"1203";"624";"579"
"2084-fcfd-5922-2a94-a494-cadd-9d6d-e69b";"126101";"32";"333";"miasto";"stały";"Zespół Szkół Salezjańskich, os. Piastów 34, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1207";"1276";"302";"905";"1";"4";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"17";"4";"13";"0";"888";"464";"424"
"fc90-9693-deb9-3dc9-2e98-2c74-fa19-9d1d";"126101";"32";"334";"miasto";"stały";"Zespół Szkół Salezjańskich, os. Piastów 34, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1260";"1456";"211";"1049";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"27";"10";"17";"0";"1022";"423";"599"
"9b4a-5762-03c6-38b5-2d04-f71c-9f09-61c4";"126101";"32";"335";"miasto";"stały";"Zespół Szkół Salezjańskich, os. Piastów 34, 31-624 Kraków";"m. Kraków";"Kraków";"małopolskie";"1590";"1733";"371";"1219";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"38";"11";"27";"0";"1181";"517";"664"
"42a2-0966-3229-4c2c-e375-be4e-1a2c-18cc";"126101";"32";"336";"miasto";"stały";"Zespół Szkół Zawodowych Huty im. T. Sendzimira, os. Złotej Jesieni 2, 31-826 Kraków";"m. Kraków";"Kraków";"małopolskie";"1178";"1385";"174";"1004";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1004";"0";"0";"1004";"34";"16";"18";"0";"970";"360";"610"
"7b9b-104d-c041-7f43-911a-40ec-d1b2-0b42";"126101";"32";"337";"miasto";"stały";"Zespół Szkół Zawodowych Huty im. T. Sendzimira, os. Złotej Jesieni 2, 31-826 Kraków";"m. Kraków";"Kraków";"małopolskie";"1096";"1192";"323";"773";"0";"26";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"19";"2";"17";"0";"754";"397";"357"
"e1a5-5c46-e5f6-7bcf-0a5e-5500-77a2-3665";"126101";"32";"338";"miasto";"stały";"Szkoła Podstawowa Nr 101, os. Jagiellońskie 9, 31-832 Kraków";"m. Kraków";"Kraków";"małopolskie";"1500";"1615";"512";"988";"3";"7";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"38";"8";"30";"0";"950";"505";"445"
"a815-920e-a32c-169e-2622-7557-15d1-aa30";"126101";"32";"339";"miasto";"stały";"Szkoła Podstawowa Nr 101, os. Jagiellońskie 9, 31-832 Kraków";"m. Kraków";"Kraków";"małopolskie";"1459";"1557";"560";"899";"1";"2";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"23";"4";"19";"0";"876";"457";"419"
"c1bd-c338-ae1c-c709-1fbc-2824-0d11-dc56";"126101";"32";"340";"miasto";"stały";"Szkoła Podstawowa Nr 101, os. Jagiellońskie 9, 31-832 Kraków";"m. Kraków";"Kraków";"małopolskie";"1520";"1670";"490";"1030";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"38";"6";"32";"0";"991";"542";"449"
"a386-7441-e625-3a4d-280a-2c45-8501-376f";"126101";"32";"341";"miasto";"stały";"Szkoła Podstawowa Nr 101, os. Jagiellońskie 9, 31-832 Kraków";"m. Kraków";"Kraków";"małopolskie";"1290";"1377";"494";"796";"1";"2";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"23";"8";"15";"0";"771";"408";"363"
"da7d-a4ab-7f30-0ba5-463e-04d9-1639-eb67";"126101";"32";"342";"miasto";"stały";"III Liceum Ogólnokształcące, os. Wysokie 6, 31-818 Kraków";"m. Kraków";"Kraków";"małopolskie";"1991";"2136";"679";"1310";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1309";"0";"0";"1309";"42";"8";"34";"0";"1267";"667";"600"
"1c11-577e-f60c-8d0f-8850-bfd8-6dd2-a7b8";"126101";"32";"343";"miasto";"stały";"Szkoła Podstawowa Nr 104, os. Wysokie 7, 31-819 Kraków";"m. Kraków";"Kraków";"małopolskie";"1540";"1670";"429";"1111";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1111";"0";"0";"1111";"23";"6";"17";"0";"1088";"530";"558"
"1506-120e-70e1-730f-190b-fe2d-8673-9f0d";"126101";"32";"344";"miasto";"stały";"Szkoła Podstawowa Nr 104, os. Wysokie 7, 31-819 Kraków";"m. Kraków";"Kraków";"małopolskie";"1170";"1246";"402";"768";"0";"4";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"20";"9";"11";"0";"748";"375";"373"
"3c63-8496-1272-b914-7a12-6e98-427d-b639";"126101";"32";"345";"miasto";"stały";"Szkoła Podstawowa Nr 82, os. Kalinowe 17, 31-814 Kraków";"m. Kraków";"Kraków";"małopolskie";"1621";"1732";"558";"1063";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1062";"0";"0";"1062";"33";"7";"26";"0";"1029";"541";"488"
"24cd-cb87-c96e-00d5-0f7c-e24d-6b35-7acc";"126101";"32";"346";"miasto";"stały";"Szkoła Podstawowa Nr 82, os. Kalinowe 17, 31-814 Kraków";"m. Kraków";"Kraków";"małopolskie";"1678";"1807";"588";"1090";"0";"11";"1";"1";"1";"0";"0";"0";"0";"1090";"0";"0";"1090";"33";"7";"26";"0";"1057";"592";"465"
"2b6e-d2b4-6198-d267-a8fc-1de3-9994-111c";"126101";"32";"347";"miasto";"stały";"Szkoła Podstawowa Nr 92, os. Strusia 19, 31-810 Kraków";"m. Kraków";"Kraków";"małopolskie";"1228";"1338";"359";"869";"3";"4";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"29";"12";"17";"0";"840";"448";"392"
"95ee-9cdb-3402-5a1a-4f02-4ba0-e547-fe5b";"126101";"32";"348";"miasto";"stały";"Szkoła Podstawowa Nr 92, os. Strusia 19, 31-810 Kraków";"m. Kraków";"Kraków";"małopolskie";"1200";"1295";"333";"867";"1";"4";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"30";"8";"22";"0";"837";"453";"384"
"1256-9ec6-ca5a-0d96-42ff-e6aa-fb2c-c547";"126101";"32";"349";"miasto";"stały";"Publiczna Szkoła Podstawowa Sióstr Salezjanek im. Błogosławionej Laury Vicuna, os. Kościuszkowskie 7, 31-858 Kraków";"m. Kraków";"Kraków";"małopolskie";"1929";"2071";"497";"1432";"5";"5";"0";"0";"0";"0";"0";"0";"0";"1432";"0";"0";"1432";"30";"10";"20";"0";"1402";"663";"739"
"85a0-9131-60fc-c9c2-a8c1-eafa-8637-ae46";"126101";"32";"350";"miasto";"stały";"Szkoła Podstawowa Nr 100, os. Albertyńskie 36, 31-855 Kraków";"m. Kraków";"Kraków";"małopolskie";"1108";"1239";"329";"779";"0";"9";"1";"1";"0";"0";"0";"0";"1";"780";"1";"0";"780";"26";"12";"14";"0";"754";"331";"423"
"e951-8baa-e7a4-5ceb-f565-a575-4f07-1d87";"126101";"32";"351";"miasto";"stały";"Szkoła Podstawowa Nr 100, os. Albertyńskie 36, 31-855 Kraków";"m. Kraków";"Kraków";"małopolskie";"1340";"1380";"474";"866";"1";"7";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"26";"9";"17";"0";"840";"458";"382"
"c43a-ca54-dbae-93e4-58e8-6343-374d-18f9";"126101";"32";"352";"miasto";"stały";"Szkoła Podstawowa Nr 100, os. Albertyńskie 36, 31-855 Kraków";"m. Kraków";"Kraków";"małopolskie";"1210";"1401";"201";"1009";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"37";"11";"26";"0";"972";"378";"594"
"836d-9c2f-7dd3-734d-95af-d9a8-2391-1acd";"126101";"32";"353";"miasto";"stały";"Szkoła Podstawowa im. Bogdana Jańskiego w Krakowie, os. Niepodległości 19, 31-862 Kraków";"m. Kraków";"Kraków";"małopolskie";"950";"1004";"259";"691";"1";"4";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"12";"5";"7";"0";"678";"301";"377"
"5035-b30c-09db-334d-28ef-8813-e98c-bbab";"126101";"32";"354";"miasto";"stały";"Szkoła Podstawowa im. Bogdana Jańskiego w Krakowie, os. Niepodległości 19, 31-862 Kraków";"m. Kraków";"Kraków";"małopolskie";"1090";"1261";"192";"898";"0";"3";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"35";"12";"23";"0";"862";"372";"490"
"5956-23be-e463-4d1b-b994-4822-872c-1529";"126101";"32";"355";"miasto";"stały";"Szkoła Podstawowa Nr 86, os. Jagiellońskie 18, 31-833 Kraków";"m. Kraków";"Kraków";"małopolskie";"1300";"1405";"296";"1004";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1004";"0";"0";"1004";"22";"5";"17";"0";"982";"506";"476"
"6760-8ba8-b80f-e70a-70df-427e-9d2e-d6a0";"126101";"32";"356";"miasto";"stały";"Szkoła Podstawowa Nr 86, os. Jagiellońskie 18, 31-833 Kraków";"m. Kraków";"Kraków";"małopolskie";"1080";"1165";"314";"766";"3";"3";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"18";"8";"10";"0";"748";"381";"367"
