"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Lidia BŁĄDEK";"Marzena KARDASIŃSKA";"Janina Zofia SAGATOWSKA"
"1679-aa3b-b7aa-df72-ef2e-f9f7-3ff9-cdbf";"181201";"54";"12";"wieś";"stały";"Świetlica w Rogóźni, Rogóźnia 24, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"210";"222";"76";"134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"134";"5";"1";"4";"0";"129";"27";"12";"90"
"b3aa-ef38-0bff-afaa-62fa-80d1-d4cb-7b13";"181202";"54";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jarocinie, Jarocin 116, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"940";"1014";"461";"479";"1";"4";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"8";"2";"6";"0";"471";"151";"34";"286"
"af3a-6f67-2a37-ffc0-46c4-427c-2ee0-3ed9";"181202";"54";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Domostawie, Domostawa 79, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"937";"994";"442";"495";"0";"6";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"17";"4";"13";"0";"478";"138";"37";"303"
"5a42-3885-6ea1-90dc-3f9b-6142-337b-2c5d";"181202";"54";"3";"wieś";"stały";"Szkoła Podstawowa Fundacji ""ELEMENTARZ"" z Oddziałem Przedszkolnym w Golcach, Golce 37, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"280";"307";"105";"175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"4";"2";"2";"0";"171";"43";"18";"110"
"5831-6de7-587e-8b99-cb85-68d2-6041-7e1b";"181202";"54";"4";"wieś";"stały";"Budynek Świetlicy Wiejskiej w Majdanie Golczańskim, Majdan Golczański 61, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"500";"543";"240";"259";"0";"1";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"11";"2";"9";"0";"248";"54";"28";"166"
"386b-6d04-29f4-b723-4ad8-408e-9fc0-499f";"181202";"54";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Mostkach-Sokalach, Mostki 48, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"467";"516";"189";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"5";"1";"4";"0";"273";"66";"19";"188"
"b21f-b50c-e37d-13a7-9f09-541c-7eb9-95f9";"181202";"54";"6";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Szyperkach, Szyperki 59B, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"410";"448";"187";"223";"2";"1";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"5";"1";"4";"0";"218";"44";"29";"145"
"3260-98f8-1d07-f961-be84-13d6-a056-2df2";"181202";"54";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zdziarach, Zdziary 1E, 37-405 Jarocin";"gm. Jarocin";"niżański";"podkarpackie";"549";"592";"269";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"0";"0";"0";"0";"280";"78";"26";"176"
"0591-e0c8-a05d-22a4-84ef-2ee9-af3e-dd7c";"181203";"54";"1";"wieś";"stały";"Szkoła Podstawowa Jeżowe Centrum, Jeżowe 135, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"1188";"1291";"431";"757";"3";"3";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"21";"3";"18";"0";"736";"158";"35";"543"
"ab8a-4f1b-149b-70bc-08bb-0539-601e-17df";"181203";"54";"2";"wieś";"stały";"Szkoła Podstawowa Jeżowe Podgórze, Jeżowe 416, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"1270";"1393";"381";"889";"3";"4";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"27";"5";"22";"0";"862";"100";"44";"718"
"c918-2c80-e769-7043-4383-2d65-4f08-d132";"181203";"54";"3";"wieś";"stały";"Świetlica Wiejska Jeżowe Błądki, Jeżowe 688, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"654";"684";"257";"397";"0";"1";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"9";"3";"6";"0";"388";"93";"22";"273"
"8ec6-3817-c6f2-1b9c-a8ae-cdaf-d04f-a75c";"181203";"54";"4";"wieś";"stały";"Szkoła Podstawowa Jeżowe Kameralne, Jeżowe 813 D, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"520";"565";"190";"330";"1";"0";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"11";"3";"8";"0";"319";"50";"13";"256"
"7aad-d527-7006-7623-2925-b2bb-42a5-6eb3";"181203";"54";"5";"wieś";"stały";"Szkoła Podstawowa w Groblach, Groble 37, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"646";"703";"242";"404";"0";"0";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"5";"0";"5";"0";"399";"71";"33";"295"
"a537-bacd-03b8-59ba-d6a3-0eca-cceb-ad71";"181203";"54";"6";"wieś";"stały";"Świetlica OSP w Krzywdach, Krzywdy 177 B, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"497";"557";"117";"380";"0";"1";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"3";"2";"1";"0";"377";"57";"12";"308"
"01b6-0deb-0144-3da0-afae-1d96-ef04-bbfd";"181203";"54";"7";"wieś";"stały";"Remiza OSP w Jacie, Jata 33A, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"440";"480";"149";"291";"0";"2";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"6";"2";"4";"0";"285";"42";"18";"225"
"7926-6722-abbe-f77c-e24b-c5b2-fd8c-b508";"181203";"54";"8";"wieś";"stały";"Świetlica Wiejska w Sójkowej, Sójkowa 57, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"385";"385";"168";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"2";"1";"1";"0";"215";"46";"12";"157"
"5294-1011-aafd-e16c-8851-f42a-aa8c-e970";"181203";"54";"9";"wieś";"stały";"Świetlica Wiejska w Zalesiu, Zalesie 40, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"390";"425";"120";"270";"0";"6";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"7";"1";"6";"0";"262";"37";"17";"208"
"f214-ba1e-1590-d4bf-46b5-3393-2243-f88b";"181203";"54";"10";"wieś";"stały";"Szkoła Podstawowa w Cholewianej Górze, Cholewiana Góra ul. Młynarze 23, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"704";"769";"260";"444";"1";"1";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"5";"0";"5";"0";"439";"87";"15";"337"
"a0bc-f17a-6ad5-df8a-2f3b-3f8d-43ec-b304";"181203";"54";"11";"wieś";"stały";"Świetlica OSP w Nowym Narcie, Nowy Nart 41, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"350";"383";"173";"177";"0";"0";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"3";"1";"2";"0";"174";"37";"10";"127"
"3ff6-87a1-feb9-f07e-83ea-7164-50a3-5098";"181203";"54";"12";"wieś";"stały";"Szkoła Podstawowa w Starym Narcie, Stary Nart 57 B, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"270";"279";"119";"151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"6";"2";"4";"0";"145";"36";"8";"101"
"8744-c082-28f3-c957-9059-3f3d-01b7-b960";"181203";"54";"13";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""u Aniołów"", Jeżowe 728, 37-430 Jeżowe";"gm. Jeżowe";"niżański";"podkarpackie";"34";"17";"19";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"2";"1";"12"
"67fb-4412-6196-d219-1824-d291-b161-a58f";"181204";"54";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Rynek 9, 37-418 Krzeszów";"gm. Krzeszów";"niżański";"podkarpackie";"910";"985";"402";"508";"5";"4";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"10";"4";"6";"0";"498";"136";"53";"309"
"40e9-a7f9-0f8b-3591-8fdc-8331-4189-1baf";"181204";"54";"2";"wieś";"stały";"Remiza OSP, Kamionka Górna 29A, 37-418 Krzeszów";"gm. Krzeszów";"niżański";"podkarpackie";"540";"594";"257";"283";"1";"1";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"10";"1";"9";"0";"273";"70";"14";"189"
"e9c8-f50d-6248-466f-d466-e02a-7f16-1186";"181204";"54";"3";"wieś";"stały";"Szkoła Podstawowa, Bystre 72A, 37-418 Krzeszów";"gm. Krzeszów";"niżański";"podkarpackie";"838";"929";"433";"405";"0";"0";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"8";"3";"5";"0";"397";"92";"18";"287"
"ca51-b8d6-eda1-8048-387f-999e-1ce6-e903";"181204";"54";"4";"wieś";"stały";"Świetlica Wiejska, Koziarnia 117A, 37-418 Krzeszów";"gm. Krzeszów";"niżański";"podkarpackie";"459";"506";"165";"294";"0";"2";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"8";"1";"7";"0";"286";"42";"25";"219"
"1dba-1913-588b-a2e9-2070-d54b-aa6f-49b3";"181204";"54";"5";"wieś";"stały";"Remiza OSP, Podolszynka Ordynacka 24, 37-418 Krzeszów";"gm. Krzeszów";"niżański";"podkarpackie";"421";"463";"164";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"8";"1";"7";"0";"249";"52";"18";"179"
"b74e-f0f5-9e92-3e48-6498-1476-f724-ed36";"181205";"54";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Słowackiego 10, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1330";"1411";"499";"831";"4";"7";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"25";"7";"18";"0";"806";"260";"123";"423"
"9476-6e0b-6e9e-e817-d81d-e0c9-9e60-7926";"181205";"54";"2";"miasto";"stały";"Niżańskie Centrum Historii i Tradycji (Biblioteka Miejska), ul. Kościuszki 1a, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"580";"599";"282";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"9";"3";"6";"0";"289";"105";"62";"122"
"d7dd-3e7c-abf0-354f-99d8-a14f-e083-42cc";"181205";"54";"3";"miasto";"stały";"Budynek Gminy i Miasta Nisko (byłe Gimnazjum Nr 1), ul. Chopina 31, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1334";"1431";"567";"767";"2";"2";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"24";"5";"19";"0";"743";"269";"88";"386"
"eb7f-43c7-2526-8db7-14e5-4a4f-87fd-2ff4";"181205";"54";"4";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 w Nisku, ul. Tysiąclecia 12a, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1089";"1176";"473";"616";"0";"7";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"15";"5";"10";"0";"601";"181";"76";"344"
"1fa1-104e-246d-5a54-3d7d-64dc-2c06-5649";"181205";"54";"5";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 w Nisku, ul. Tysiąclecia 12a, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1595";"1703";"643";"952";"0";"4";"0";"0";"0";"0";"0";"0";"0";"952";"0";"0";"952";"23";"14";"9";"0";"929";"252";"141";"536"
"99a1-4ec7-1259-d235-6f2c-46d3-1c05-b6ae";"181205";"54";"6";"miasto";"stały";"MZK Nisko, ul. Szklarniowa 1, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1158";"1261";"464";"694";"2";"4";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"8";"2";"6";"0";"686";"224";"81";"381"
"6e93-de7a-aec9-4529-af56-b1fc-9954-2ccd";"181205";"54";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6 Nisko-Malce, ul. Sandomierska 114, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1057";"1143";"354";"703";"1";"1";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"10";"2";"8";"0";"692";"192";"86";"414"
"3f60-527e-b1a0-3155-d852-f0d7-0908-e5cb";"181205";"54";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 Nisko-Warchoły, ul. Piaskowa 15, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1569";"1683";"613";"956";"1";"8";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"29";"5";"24";"0";"927";"314";"117";"496"
"dd92-f988-a6cd-2ac6-9362-ec35-0615-9daf";"181205";"54";"9";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 Nisko-Warchoły, ul. Piaskowa 15, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"730";"785";"324";"406";"0";"1";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"14";"0";"14";"0";"392";"114";"43";"235"
"3c71-f9ac-1c23-811f-b81e-9b4e-3dc8-636b";"181205";"54";"10";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Nisku-Podwolina, ul. Dąbrowskiego 8, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"758";"822";"284";"474";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"12";"3";"9";"0";"462";"114";"51";"297"
"aae2-8f69-920c-a2bc-ac12-60b8-3e7a-1cc4";"181205";"54";"11";"wieś";"stały";"Katolicki Dom Kultury Arka w Racławicach, Racławice ul. Rudnicka 108, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1588";"1730";"673";"915";"1";"2";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"23";"4";"19";"0";"892";"261";"104";"527"
"c0e4-7f8f-60b9-fe20-990e-1a68-4893-9f0b";"181205";"54";"12";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zarzeczu, Zarzecze ul. Mickiewicza 45, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"679";"728";"257";"422";"0";"5";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"15";"4";"11";"0";"407";"77";"54";"276"
"57d2-bae6-2ebd-22cb-bec5-a199-e077-1529";"181205";"54";"13";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zarzeczu, Zarzecze ul. Mickiewicza 45, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1498";"1619";"669";"829";"0";"2";"1";"1";"0";"0";"0";"0";"1";"830";"1";"0";"830";"26";"8";"18";"0";"804";"185";"66";"553"
"d28d-537a-5829-8541-e79e-13d0-0734-a25f";"181205";"54";"14";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Nowosielcu, Nowosielec 134, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"1408";"1526";"551";"857";"0";"7";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"16";"1";"15";"0";"841";"126";"63";"652"
"cd24-2bc1-1a77-fe6d-431b-70a4-1a52-4ea4";"181205";"54";"15";"miasto";"zakład leczniczy";"Szpital Powiatowy im. PCK, ul. Kościuszki 1, 37-400 Nisko";"gm. Nisko";"niżański";"podkarpackie";"150";"166";"91";"59";"0";"1";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"4";"1";"3";"0";"55";"15";"4";"36"
"e4b8-794c-5820-17fe-d594-da37-487b-5511";"181206";"54";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1 im. Jana Pawła II w Rudniku nad Sanem, ul. Kończycka 3, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"1120";"1200";"467";"653";"4";"4";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"13";"2";"11";"0";"640";"220";"67";"353"
"bc7f-ed04-b242-5447-ebc5-4873-5f82-c8fc";"181206";"54";"2";"miasto";"stały";"Warsztaty Terapii Zajęciowej w Rudniku nad Sanem, ul. Rzeszowska 35, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"780";"835";"350";"430";"1";"0";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"13";"10";"3";"0";"417";"139";"35";"243"
"5014-60fa-37a7-1f9c-9d78-0561-74af-4ff7";"181206";"54";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2 w Rudniku nad Sanem, ul. marsz. Józefa Piłsudskiego 7, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"1057";"1141";"487";"570";"0";"4";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"14";"10";"4";"0";"556";"201";"56";"299"
"541f-41c1-3c01-ef37-b601-e6d0-54b0-24f3";"181206";"54";"4";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji w Rudniku nad Sanem, ul. Adama Mickiewicza 44, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"888";"959";"377";"511";"2";"1";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"13";"3";"10";"0";"497";"146";"76";"275"
"d9a0-f535-92a7-07b7-983a-29d2-f746-6fb0";"181206";"54";"5";"miasto";"stały";"Posterunek Energetyczny Rudnik nad Sanem, ul. Szpitalna 1, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"758";"826";"337";"421";"0";"1";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"11";"4";"7";"0";"410";"152";"64";"194"
"f709-3667-765e-1a44-0803-3b14-88fa-e3f4";"181206";"54";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 im. Marii Konopnickiej w Rudniku nad Sanem, ul. Marii Konopnickiej 58, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"670";"721";"271";"399";"2";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"8";"2";"6";"0";"391";"107";"34";"250"
"4114-7c02-1f0d-f8e4-8ceb-9af6-02d3-3017";"181206";"54";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Przędzelu, Przędzel ul. Adama Mickiewicza 149, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"1346";"1454";"698";"648";"0";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"9";"3";"6";"0";"639";"163";"59";"417"
"fa91-c35a-bec9-1d2a-2251-ebb5-a8b6-78cb";"181206";"54";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa im. ks. Jerzego Popiełuszki w Kopkach, Kopki ul. Podborze 2, 37-420 Rudnik nad Sanem";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"930";"1013";"379";"551";"0";"2";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"9";"1";"8";"0";"542";"107";"38";"397"
"8b80-40bb-ba93-0762-76ea-d946-38ce-35b2";"181207";"54";"1";"miasto";"stały";"Budynek typu muzealnego w Ulanowie, ul. Rynek 4, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"1110";"1223";"481";"629";"3";"5";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"20";"5";"15";"0";"609";"154";"52";"403"
"3731-89d5-1043-5658-296f-b742-3cde-7166";"181207";"54";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wólce Tanewskiej, Wólka Tanewska ul. Główna 61, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"1020";"1101";"466";"554";"1";"3";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"10";"5";"5";"0";"544";"121";"45";"378"
"8278-aaa1-583e-84ac-3249-0301-bfb0-6090";"181207";"54";"3";"wieś";"stały";"Dom Ludowy w Hucie Deręgowskiej, Huta Deręgowska 58 A, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"520";"557";"244";"276";"0";"1";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"3";"1";"2";"0";"273";"41";"20";"212"
"4977-33dd-ba9f-520f-e8ac-d88e-1eec-14c2";"181207";"54";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Dąbrówce, Dąbrówka 15 E, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"550";"597";"247";"303";"1";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"13";"7";"6";"0";"290";"57";"16";"217"
"93f1-74f6-d522-016c-42e1-793c-8f74-4904";"181207";"54";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kurzynie Średniej, Kurzyna Średnia 35 A, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"760";"827";"340";"420";"0";"4";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"9";"2";"7";"0";"411";"102";"36";"273"
"9afc-71a3-2596-b391-78d3-69d2-c31b-85d3";"181207";"54";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bielinach, Bieliny ul. Świętego Wojciecha 6, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"907";"977";"442";"465";"2";"0";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"6";"3";"3";"0";"459";"87";"40";"332"
"9411-6b29-f25c-4c00-18fa-113c-9486-1656";"181207";"54";"7";"wieś";"stały";"Dom Ludowy w Bukowinie, Bukowina 93 A, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"240";"264";"101";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"0";"0";"0";"0";"139";"39";"9";"91"
"ef78-a1a3-dbc7-ab71-e6f8-794e-d970-abd2";"181207";"54";"8";"wieś";"stały";"Dom Ludowy w Bielińcu, Bieliniec ul. Św. Jana Pawła II 22, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"350";"371";"176";"174";"3";"0";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"5";"3";"2";"0";"169";"31";"16";"122"
"62f8-959f-1ee3-d632-b06e-f077-7cd3-f720";"181207";"54";"9";"wieś";"stały";"Dom Ludowy w Gliniance, Glinianka ul. Łączki 8, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"370";"401";"171";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"3";"2";"0";"194";"32";"16";"146"
"2f6e-f1f2-2bf7-9b74-3712-d629-1550-3f6c";"181207";"54";"10";"wieś";"stały";"Remiza OSP w Dąbrowicy, Dąbrowica 68, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"290";"317";"131";"159";"0";"0";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"159";"5";"3";"2";"0";"154";"31";"11";"112"
"203b-39fa-6f63-d418-1b94-0ec2-4a96-6a1a";"181207";"54";"11";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Borkach, Borki 11, 37-410 Ulanów";"gm. Ulanów";"niżański";"podkarpackie";"220";"235";"98";"122";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"3";"3";"0";"0";"119";"22";"14";"83"
"bee9-d0b1-1dfd-f1df-9dc3-6ee8-7e72-0883";"181801";"54";"1";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Targowa 3, 37-450 Stalowa Wola";"m. Stalowa Wola";"stalowowolski";"podkarpackie";"1240";"1334";"379";"861";"1";"6";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"11";"5";"6";"0";"850";"304";"110";"436"
"bb8a-5806-874f-6631-acdc-4f20-7f02-7fff";"181801";"54";"2";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Jaśminowa 4, 37-450 Stalowa Wola";"m. Stalowa Wola";"stalowowolski";"podkarpackie";"1820";"1945";"654";"1166";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"21";"9";"12";"0";"1145";"356";"145";"644"
"daac-830b-5605-6677-a9af-61b2-c8eb-c0e9";"181801";"54";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 9, ul. Rozwadowska 10, 37-450 Stalowa Wola";"m. Stalowa Wola";"stalowowolski";"podkarpackie";"1662";"1777";"626";"1035";"2";"5";"1";"1";"0";"0";"0";"0";"1";"1035";"1";"0";"1035";"27";"12";"15";"0";"1008";"300";"114";"594"
"e603-4ee6-0c7e-b2df-7aa2-c7d5-23a7-49b6";"181801";"54";"4";"miasto";"stały";"Przedszkole Nr 15, ul. Obrońców Westerplatte 1, 37-450 Stalowa Wola";"m. Stalowa Wola";"stalowowolski";"podkarpackie";"1044";"1104";"356";"688";"0";"2";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"13";"3";"10";"0";"675";"189";"91";"395"
"d7fd-9313-3b87-21b0-c73f-bde8-3a1a-53de";"181801";"54";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 11, ul. Wojska Polskiego 9, 37-450 Stalowa Wola";"m. Stalowa Wola";"stalowowolski";"podkarpackie";"1144";"1199";"422";"722";"1";"4";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"24";"5";"19";"0";"698";"231";"90";"377"
