"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Agnieszka Aleksandra GORGOŃ-KOMOR";"Andrzej KAMIŃSKI"
"9e8c-d72a-9131-aaa0-fa12-92fc-f4f2-64da";"240208";"78";"1";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Przedszkolnymi, Bujaków ul. Szkolna 13, 43-356 Kobiernice";"gm. Porąbka";"bielski";"śląskie";"1650";"1778";"506";"1144";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1144";"0";"0";"1144";"25";"3";"22";"0";"1119";"482";"637"
"ae31-7737-328f-8b1f-2d2a-fb65-e6cf-173e";"240208";"78";"2";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. Kard. K. Wojtyły, ul. Kardynała Karola Wojtyły 119, 43-354 Czaniec";"gm. Porąbka";"bielski";"śląskie";"1254";"1348";"374";"880";"1";"6";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"28";"9";"19";"0";"852";"322";"530"
"80e4-40da-4f5f-68f1-eb7a-6aba-5125-cc64";"240208";"78";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. H. Sienkiewicza, ul. Kardynała Karola Wojtyły 32, 43-354 Czaniec";"gm. Porąbka";"bielski";"śląskie";"1405";"1537";"416";"989";"1";"2";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"27";"8";"19";"0";"962";"461";"501"
"4bbd-46e9-0dd0-e5e4-cd58-e714-ff69-cbf3";"240208";"78";"4";"wieś";"stały";"Wiejski Dom Kultury, ul. Kardynała Karola Wojtyły 30, 43-354 Czaniec";"gm. Porąbka";"bielski";"śląskie";"1552";"1674";"398";"1154";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1154";"0";"0";"1154";"30";"4";"26";"0";"1124";"462";"662"
"e027-b087-24de-c2c9-4430-6f67-aec7-691f";"240208";"78";"5";"wieś";"stały";"Wiejski Dom Kultury, ul. Parkowa 20B, 43-356 Kobiernice";"gm. Porąbka";"bielski";"śląskie";"1704";"1792";"601";"1103";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"31";"11";"20";"0";"1072";"475";"597"
"3116-e020-d4f2-b69a-1788-02e4-af50-a751";"240208";"78";"6";"wieś";"stały";"Szkoła Podstawowa im. T. Kościuszki, ul. Szkolna 1, 43-356 Kobiernice";"gm. Porąbka";"bielski";"śląskie";"904";"945";"299";"605";"0";"4";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"17";"8";"9";"0";"588";"232";"356"
"68cd-3eba-55cc-9e68-b8c5-1d60-3d23-8b03";"240208";"78";"7";"wieś";"stały";"Urząd Gminy Porąbka, ul. Krakowska 3, 43-353 Porąbka";"gm. Porąbka";"bielski";"śląskie";"1500";"1609";"426";"1074";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1074";"32";"9";"23";"0";"1042";"443";"599"
"330f-71d4-8d5b-519d-03e9-63ac-0d7e-3a5d";"240208";"78";"8";"wieś";"stały";"Wiejski Dom Kultury, ul. Rynek 22, 43-353 Porąbka";"gm. Porąbka";"bielski";"śląskie";"1500";"1626";"503";"997";"0";"13";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"35";"7";"28";"0";"962";"375";"587"
"33f7-796b-d270-83eb-76f7-9ec9-2ee3-fb20";"240209";"78";"1";"miasto";"stały";"Urząd Gminy Wilamowice, Rynek 1, 43-330 Wilamowice";"gm. Wilamowice";"bielski";"śląskie";"2199";"2382";"563";"1636";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1636";"0";"0";"1636";"54";"15";"39";"0";"1582";"530";"1052"
"8939-231d-e121-957e-c75a-73be-4c97-5291";"240209";"78";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Starej Wsi (budynek przedszkola) Dankowice, ul. św. Wojciecha 25, 43-331 Dankowice";"gm. Wilamowice";"bielski";"śląskie";"2100";"2249";"719";"1381";"1";"4";"1";"1";"0";"0";"0";"0";"1";"1382";"1";"0";"1382";"25";"5";"20";"0";"1357";"548";"809"
"ff42-ca6b-e47a-4a00-31f8-843b-ed13-993e";"240209";"78";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Hecznarowicach, Hecznarowice ul. Krakowska 110, 43-330 Wilamowice";"gm. Wilamowice";"bielski";"śląskie";"1800";"1943";"483";"1317";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1317";"0";"0";"1317";"32";"6";"26";"0";"1285";"458";"827"
"3838-1d9e-8119-f9f2-8534-f067-9565-3473";"240209";"78";"4";"wieś";"stały";"Szkoła Podstawowa w Pisarzowicach, ul. św. Floriana 28, 43-332 Pisarzowice";"gm. Wilamowice";"bielski";"śląskie";"1800";"1907";"431";"1369";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1369";"0";"1";"1368";"54";"20";"34";"0";"1314";"674";"640"
"db77-7a59-37a2-64e0-29dc-d0d8-9767-e1cd";"240209";"78";"5";"wieś";"stały";"Szkoła Podstawowa w Pisarzowicach, ul. św. Floriana 28, 43-332 Pisarzowice";"gm. Wilamowice";"bielski";"śląskie";"1600";"1752";"460";"1140";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"35";"8";"27";"0";"1105";"519";"586"
"c72c-0ee2-5e7e-df8e-d623-d4f9-9b34-a629";"240209";"78";"6";"wieś";"stały";"Szkoła Podstawowa w Pisarzowicach, ul. św. Floriana 28, 43-332 Pisarzowice";"gm. Wilamowice";"bielski";"śląskie";"801";"866";"239";"562";"0";"1";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"16";"2";"14";"0";"546";"199";"347"
"4010-5d7c-57c3-fcee-693f-38c5-17a8-082d";"240209";"78";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Starej Wsi, Stara Wieś ul. Dolna 12, 43-330 Wilamowice";"gm. Wilamowice";"bielski";"śląskie";"1500";"1645";"358";"1142";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"0";"1142";"33";"6";"27";"0";"1109";"343";"766"
"7776-3ea8-392e-9231-a674-45f4-6efe-57d6";"240209";"78";"8";"wieś";"stały";"Dom Ludowy w Zasolu Bielańskim, Zasole Bielańskie ul. Piękna 64, 43-330 Wilamowice";"gm. Wilamowice";"bielski";"śląskie";"698";"735";"202";"496";"0";"1";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"22";"5";"17";"0";"474";"232";"242"
"330b-2cd0-e720-0268-ec16-bc35-bca6-ed77";"240210";"78";"1";"wieś";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 8, 43-365 Wilkowice";"gm. Wilkowice";"bielski";"śląskie";"1354";"1432";"399";"955";"1";"4";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"27";"7";"20";"0";"928";"505";"423"
"d6d7-fe7e-4b83-09fd-d432-8555-d036-0134";"240210";"78";"2";"wieś";"stały";"Przedszkole Publiczne, ul. Strażacka 13, 43-365 Wilkowice";"gm. Wilkowice";"bielski";"śląskie";"1200";"1294";"344";"856";"2";"5";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"31";"15";"16";"0";"825";"415";"410"
"bf5e-f8f6-1b7e-d18f-dfbb-0c37-f58b-25e1";"240210";"78";"3";"wieś";"stały";"Szkoła Podstawowa nr 1, ul. Kościelna 10, 43-365 Wilkowice";"gm. Wilkowice";"bielski";"śląskie";"1253";"1352";"328";"925";"7";"3";"0";"0";"0";"0";"0";"0";"0";"925";"0";"0";"925";"32";"5";"27";"0";"893";"466";"427"
"9404-c95b-2361-cde8-76eb-9db0-44bb-51f0";"240210";"78";"4";"wieś";"stały";"Urząd Gminy, ul. Wyzwolenia 25, 43-365 Wilkowice";"gm. Wilkowice";"bielski";"śląskie";"1202";"1278";"353";"849";"3";"13";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"17";"4";"13";"0";"831";"471";"360"
"7520-4ac0-e887-9dc7-e019-2a18-3788-0788";"240210";"78";"5";"wieś";"stały";"Gminny Ośrodek Kultury ""Promyk"", ul. Juliana Fałata 2K, 43-360 Bystra";"gm. Wilkowice";"bielski";"śląskie";"1150";"1257";"242";"908";"1";"7";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"19";"4";"15";"0";"889";"565";"324"
"e627-ffe5-2d45-6eac-0ad3-4e67-a552-7475";"240210";"78";"6";"wieś";"stały";"Szkoła Podstawowa nr 1, ul. Klimczoka 68, 43-360 Bystra";"gm. Wilkowice";"bielski";"śląskie";"1903";"2068";"453";"1450";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"48";"14";"34";"0";"1402";"832";"570"
"46ea-068b-b354-7a56-112c-66e1-91b1-a4e4";"240210";"78";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Meszna ul. Szkolna 1, 43-360 Bystra";"gm. Wilkowice";"bielski";"śląskie";"1551";"1701";"441";"1110";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"40";"6";"34";"0";"1070";"571";"499"
"b483-a4bc-84da-e393-49ae-a40b-88b7-f850";"240210";"78";"8";"wieś";"zakład leczniczy";"Szpital Kolejowy w Wilkowicach, Żywiecka 19, 43-365 Wilkowice";"gm. Wilkowice";"bielski";"śląskie";"203";"115";"135";"68";"0";"2";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"2";"0";"2";"0";"66";"22";"44"
"3823-02ec-5d59-bab6-f00e-ea0f-7b40-e628";"240210";"78";"9";"wieś";"zakład leczniczy";"Centrum Pulmonologii i Torakochirurgii w Bystrej, Juliana Fałata 2, 43-360 Bystra";"gm. Wilkowice";"bielski";"śląskie";"204";"99";"139";"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"65";"4";"0";"4";"0";"61";"31";"30"
"a097-0f4f-cf54-b7ac-5c18-367b-bdb3-98e5";"240210";"78";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Wilkowicach, Kościelna 5, 43-365 Wilkowice";"gm. Wilkowice";"bielski";"śląskie";"101";"49";"58";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"1";"0";"1";"0";"42";"17";"25"
"0b38-aea7-ec78-d0e7-6e1a-3715-dd04-fac6";"241001";"78";"1";"wieś";"stały";"Sanatorium ""Wrzos"", ul. Uzdrowiskowa 54, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"1143";"1260";"302";"841";"2";"19";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"32";"11";"21";"0";"809";"428";"381"
"6d0b-eeb7-151d-5c88-6310-8c8a-9f0f-2eff";"241001";"78";"2";"wieś";"stały";"Przedszkole Nr 1, ul. Szkolna 15, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"999";"1088";"285";"714";"0";"4";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"16";"7";"9";"0";"698";"352";"346"
"6918-cf02-d90f-097b-e4cf-e28c-e3b5-fefd";"241001";"78";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1, ul. Powstańców Śląskich 3, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"999";"1070";"322";"677";"0";"1";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"25";"5";"20";"0";"652";"360";"292"
"2754-5cb1-3842-592d-452d-7f59-1ec4-af5b";"241001";"78";"4";"wieś";"stały";"Szkoła Podstawowa Nr 1, ul. Powstańców Śląskich 3, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"1350";"1457";"382";"968";"1";"3";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"24";"7";"17";"0";"944";"491";"453"
"b1c5-318b-2e04-70fd-7921-620a-04e5-ecfe";"241001";"78";"5";"wieś";"stały";"Budynek Administracji Zakładu Produkcji Wody, ul. Jeziorna 5, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"450";"446";"163";"287";"0";"1";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"10";"7";"3";"0";"277";"128";"149"
"f392-d254-e489-e7ab-0047-4726-819a-8878";"241001";"78";"6";"wieś";"zakład leczniczy";"Zespół Sanatoryjno-Szpitalny Rehabilitacji Narządu Ruchu ""Gwarek"", Uzdrowiskowa 51, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"350";"202";"190";"160";"0";"59";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"6";"0";"6";"0";"154";"67";"87"
"a458-9e22-b2b1-171b-504e-326f-285e-fd2c";"241001";"78";"7";"wieś";"zakład leczniczy";"Szpital Reumatologiczno-Rehabilitacyjny, Uzdrowiskowa 55, 43-230 Goczałkowice-Zdrój";"gm. Goczałkowice-Zdrój";"pszczyński";"śląskie";"449";"252";"224";"225";"0";"42";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"3";"0";"3";"0";"222";"101";"121"
"d5c5-ca76-d26c-f058-c12f-3372-3aec-db6e";"241002";"78";"1";"wieś";"stały";"Gminny Dom Kultury w Kobiórze, ul. Centralna 16, 43-210 Kobiór";"gm. Kobiór";"pszczyński";"śląskie";"952";"980";"328";"624";"1";"4";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"17";"7";"10";"0";"607";"272";"335"
"8d36-e8c5-e860-5b72-7809-f723-cd5e-6f42";"241002";"78";"2";"wieś";"stały";"Szkoła Podstawowa w Kobiórze, ul. Tuwima 33, 43-210 Kobiór";"gm. Kobiór";"pszczyński";"śląskie";"1350";"1463";"363";"987";"0";"4";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"27";"8";"19";"0";"960";"385";"575"
"3c27-483a-8a70-0415-1527-9a4d-76fb-8f9c";"241002";"78";"3";"wieś";"stały";"Szkoła Podstawowa w Kobiórze, ul. Tuwima 33, 43-210 Kobiór";"gm. Kobiór";"pszczyński";"śląskie";"1245";"1360";"274";"971";"0";"2";"0";"0";"0";"0";"0";"0";"0";"969";"0";"0";"969";"23";"4";"19";"0";"946";"416";"530"
"a3c5-f06b-5a21-9a53-b47d-2f8a-8602-eb11";"241003";"78";"1";"wieś";"stały";"Dom Socjalny w Grzawie, ul. Księża 19, 43-227 Grzawa";"gm. Miedźna";"pszczyński";"śląskie";"500";"502";"170";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"15";"6";"9";"0";"315";"117";"198"
"5654-1666-3d58-bc52-e281-ba5e-1208-989d";"241003";"78";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Miedźnej, ul. Szkolna 24, 43-227 Miedźna";"gm. Miedźna";"pszczyński";"śląskie";"1098";"1196";"266";"832";"0";"11";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"29";"2";"27";"0";"803";"196";"607"
"b67a-21e7-607e-034c-41e2-60be-c5f0-c256";"241003";"78";"3";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Hadyny we Frydku, ul. Miodowa 17, 43-227 Frydek";"gm. Miedźna";"pszczyński";"śląskie";"900";"977";"228";"672";"0";"2";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"21";"7";"14";"0";"651";"183";"468"
"842a-e8d5-9b61-cdbb-3a8a-b87b-6825-4e06";"241003";"78";"4";"wieś";"stały";"Liceum Ogólnokształcące im. prof. Zbigniewa Religi w Gilowicach, ul. Wojciecha Korfantego 38, 43-227 Gilowice";"gm. Miedźna";"pszczyński";"śląskie";"1155";"1235";"296";"859";"0";"1";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"16";"7";"9";"0";"843";"295";"548"
"cb6e-1a04-3470-a8ef-30b6-12b9-700d-6847";"241003";"78";"5";"wieś";"stały";"Dom Kultury w Woli, ul. Pszczyńska 110, 43-225 Wola";"gm. Miedźna";"pszczyński";"śląskie";"1451";"1538";"305";"1146";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1146";"0";"0";"1146";"22";"8";"14";"0";"1124";"192";"932"
"50c9-95bd-7a7b-b80b-e5ec-f929-7524-9671";"241003";"78";"6";"wieś";"stały";"Zespół Szkół w Woli, ul. Górnicza 47, 43-225 Wola";"gm. Miedźna";"pszczyński";"śląskie";"1548";"1668";"558";"990";"0";"3";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"28";"6";"22";"0";"962";"392";"570"
"9c66-507b-e313-8ee4-d288-6e14-3d0a-5d0f";"241003";"78";"7";"wieś";"stały";"Zespół Szkół w Woli, ul. Górnicza 47, 43-225 Wola";"gm. Miedźna";"pszczyński";"śląskie";"901";"935";"401";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"500";"0";"1";"499";"12";"3";"9";"0";"487";"195";"292"
"ebe5-8cc0-4303-5e61-2d1e-41c0-5d23-ef17";"241003";"78";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Woli, ul. Lipowa 3, 43-225 Wola";"gm. Miedźna";"pszczyński";"śląskie";"849";"871";"356";"493";"0";"1";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"11";"4";"7";"0";"482";"226";"256"
"ff06-c434-df72-6fe5-c52f-c490-8fa4-b443";"241003";"78";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Woli, ul. Lipowa 3, 43-225 Wola";"gm. Miedźna";"pszczyński";"śląskie";"797";"846";"281";"516";"0";"3";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"11";"4";"7";"0";"505";"204";"301"
"6122-5c05-9718-b8ab-6fa2-6963-66c9-ec5b";"241003";"78";"10";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka w Górze, ul. Pszczyńska 34, 43-227 Góra";"gm. Miedźna";"pszczyński";"śląskie";"798";"853";"245";"553";"1";"1";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"17";"4";"13";"0";"536";"119";"417"
"6262-a4c4-e3ff-ecc5-5c93-4bbe-6b50-576a";"241003";"78";"11";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka w Górze, ul. Pszczyńska 34, 43-227 Góra";"gm. Miedźna";"pszczyński";"śląskie";"1329";"1467";"430";"899";"0";"2";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"28";"13";"15";"0";"871";"262";"609"
"6a2e-4879-3259-1cba-e404-b56f-2925-9fe8";"241004";"78";"1";"wieś";"stały";"Centrum Kultury w Pawłowicach, ul. Zjednoczenia 67, 43-250 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"949";"1005";"221";"728";"2";"9";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"25";"10";"15";"0";"703";"193";"510"
"5668-940d-1cf5-101f-6145-1a14-c35d-cd53";"241004";"78";"2";"wieś";"stały";"Centrum Kultury w Pawłowicach, ul. Zjednoczenia 67, 43-250 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"1051";"1088";"259";"792";"1";"1";"0";"0";"0";"0";"0";"0";"0";"792";"0";"0";"792";"15";"2";"13";"0";"777";"304";"473"
"a6e3-8170-90c7-b216-41e9-12c9-5350-ffc8";"241004";"78";"3";"wieś";"stały";"Centrum Kultury w Pawłowicach, ul. Zjednoczenia 67, 43-250 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"902";"937";"297";"605";"2";"4";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"6";"2";"4";"0";"599";"200";"399"
"ccc6-b99b-a8e4-e768-f2c2-472e-effe-e740";"241004";"78";"4";"wieś";"stały";"Szkoła Podstawowa nr 2 w Pawłowicach, ul. Pukowca 4, 43-251 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"901";"950";"297";"604";"1";"6";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"18";"5";"13";"0";"586";"213";"373"
"cc43-2c4b-8bd9-060b-4a9d-93bc-e441-1f01";"241004";"78";"5";"wieś";"stały";"Dom Kultury w Pawłowicach Osiedlu, ul. Wojska Polskiego 11, 43-251 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"950";"1011";"369";"581";"1";"5";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"13";"1";"12";"0";"568";"174";"394"
"d12c-d4b1-a6b5-ef1f-4bd3-0513-2b6a-4af5";"241004";"78";"6";"wieś";"stały";"Szkoła Podstawowa nr 2 w Pawłowicach, ul. Pukowca 4, 43-251 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"952";"974";"347";"605";"0";"1";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"12";"3";"9";"0";"593";"204";"389"
"2902-4aee-6192-adfa-d46c-7570-60d0-3449";"241004";"78";"7";"wieś";"stały";"Zespół Szkół Ogólnokształcących, ul. Pukowca 5, 43-251 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"952";"1024";"303";"649";"0";"0";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"20";"5";"15";"0";"629";"233";"396"
"7098-3af5-a289-4b29-a437-5788-053a-e24a";"241004";"78";"8";"wieś";"stały";"Dom Ludowy w Pniówku, ul. Kanarkowa 2, 43-251 Pawłowice";"gm. Pawłowice";"pszczyński";"śląskie";"400";"424";"135";"265";"2";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"4";"1";"3";"0";"261";"91";"170"
"f39f-c7ca-2c3e-9aa5-a3cb-18a2-9e9c-f267";"241004";"78";"9";"wieś";"stały";"Szkoła Podstawowa w Pielgrzymowicach, Pielgrzymowice ul. Powstańców 6, 43-252 Golasowice";"gm. Pawłowice";"pszczyński";"śląskie";"1049";"1123";"291";"758";"1";"0";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"16";"6";"10";"0";"742";"228";"514"
"4990-e2ac-664d-ed0f-3adf-16c5-5054-52a4";"241004";"78";"10";"wieś";"stały";"Szkoła Podstawowa w Pielgrzymowicach, Pielgrzymowice ul. Powstańców 6, 43-252 Golasowice";"gm. Pawłowice";"pszczyński";"śląskie";"900";"987";"207";"693";"0";"0";"0";"0";"0";"0";"0";"0";"0";"693";"0";"0";"693";"15";"12";"3";"0";"678";"257";"421"
"8589-4eb3-2ac9-1851-fba2-1e42-c8d6-1626";"241004";"78";"11";"wieś";"stały";"Szkoła Podstawowa w Warszowicach, ul. Pszczyńska 2, 43-254 Warszowice";"gm. Pawłowice";"pszczyński";"śląskie";"801";"872";"198";"603";"0";"0";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"27";"4";"23";"0";"576";"177";"399"
"b9de-7a68-fc13-7cbf-a7aa-d29b-8a8b-857b";"241004";"78";"12";"wieś";"stały";"Szkoła Podstawowa w Warszowicach, ul. Pszczyńska 2, 43-254 Warszowice";"gm. Pawłowice";"pszczyński";"śląskie";"702";"722";"235";"467";"0";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"15";"6";"9";"0";"452";"191";"261"
"54a0-679c-0602-ab8d-dee3-094b-c1d0-7b53";"241004";"78";"13";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Golasowicach, ul. Nałkowskiej 2, 43-252 Golasowice";"gm. Pawłowice";"pszczyński";"śląskie";"1045";"1102";"354";"691";"2";"3";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"25";"10";"15";"0";"666";"223";"443"
"2bc8-2bce-0282-04dc-f2b2-283e-a018-489f";"241004";"78";"14";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Krzyżowicach, Krzyżowice ul. Szkolna 7, 43-254 Warszowice";"gm. Pawłowice";"pszczyński";"śląskie";"703";"747";"205";"498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"11";"1";"10";"0";"487";"131";"356"
"a191-8399-cae9-43fe-f154-ae16-1744-ce50";"241004";"78";"15";"wieś";"stały";"Dom Ludowy w Jarząbkowicach, Jarząbkowice ul. Rolnicza 1, 43-252 Golasowice";"gm. Pawłowice";"pszczyński";"śląskie";"500";"512";"179";"321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"6";"1";"5";"0";"315";"115";"200"
"cc3a-8a36-fcfe-cd6d-4775-b6d5-cdfe-f34d";"241005";"78";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Książąt Pszczyńskich w Pszczynie, ul. ks. biskupa Bogedaina 1, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"900";"933";"337";"563";"12";"11";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"17";"4";"13";"0";"546";"286";"260"
"275a-b653-fcd5-90d7-e911-ff1b-a2b2-1cd6";"241005";"78";"2";"miasto";"stały";"Przedszkole Nr 4 w Pszczynie, ul. Narcyzów 30, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"1498";"1625";"352";"1146";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1146";"0";"0";"1146";"29";"10";"19";"0";"1117";"725";"392"
"9d54-7d7e-236c-f193-57e3-8201-4626-7a49";"241005";"78";"3";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Józefa Pukowca w Pszczynie, ul. Marii Konopnickiej 44, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"1648";"1745";"373";"1275";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1275";"0";"0";"1275";"12";"5";"7";"0";"1263";"738";"525"
"08be-5884-cfa1-0f49-b7a6-ff01-b675-d3d5";"241005";"78";"4";"miasto";"stały";"Przedszkole Nr 1 w Pszczynie, ul. Jana Kupca 1, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"1400";"1559";"416";"984";"0";"3";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"16";"5";"11";"0";"968";"520";"448"
