"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Ewa Jolanta MATECKA";"Łukasz MIKOŁAJCZYK"
"3e4c-98a8-d4e0-736b-cf3f-bb1e-fe53-a18b";"301204";"95";"7";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych nr 1 w Krotoszynie (klub), ul. Mickiewicza 11, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1131";"1222";"363";"768";"1";"3";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"32";"15";"17";"0";"736";"393";"343"
"c8d3-b2e0-e867-627b-672c-423e-2d8f-1eb9";"301204";"95";"8";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych nr 1 w Krotoszynie (stołówka), ul. Mickiewicza 11, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1020";"1098";"402";"618";"1";"1";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"27";"10";"17";"0";"591";"333";"258"
"f150-7196-d532-625e-c58f-a9c2-a449-9c02";"301204";"95";"9";"miasto";"stały";"Muzeum Regionalne im. Hieronima Ławniczaka w Krotoszynie (budynek poklasztorny), Mały Rynek 1, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1412";"1553";"545";"867";"4";"5";"1";"1";"0";"0";"0";"0";"1";"868";"1";"0";"868";"44";"12";"32";"0";"824";"464";"360"
"18ec-4ecb-240f-16a5-b8af-25f1-5b94-f155";"301204";"95";"10";"miasto";"stały";"Hala Sportowo-Widowiskowa (I piętro, sala nr 1. 04), ul. Olimpijska 10, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"960";"1045";"324";"636";"0";"0";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"26";"7";"19";"0";"610";"345";"265"
"dcf9-b102-e830-c26d-2c79-d8d5-3c2e-9f26";"301204";"95";"11";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Powstańców Wlkp. w Krotoszynie, al. Powstańców Wlkp. 13, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1700";"1854";"704";"996";"1";"7";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"34";"9";"25";"0";"962";"575";"387"
"bce9-cba4-69bc-b3dd-c55c-e5fd-70af-72e9";"301204";"95";"12";"miasto";"stały";"Zespół Szkół Specjalnych im. Marii Grzegorzewskiej w Krotoszynie (budynek byłego internatu), ul. Ostrowska 49, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1560";"1690";"508";"1052";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1052";"0";"0";"1052";"37";"13";"24";"0";"1015";"565";"450"
"1aa0-62a3-30c0-459a-8914-260f-9b77-d2a4";"301204";"95";"13";"miasto";"stały";"Środowiskowy Dom Samopomocy (była Szkoła Rolnicza), ul. Langiewicza 2, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1561";"1708";"411";"1150";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"40";"10";"30";"0";"1110";"688";"422"
"e08e-71fc-9fc3-7194-be39-0f20-f9fd-5209";"301204";"95";"14";"miasto";"stały";"I Liceum Ogólnokształcące im. Hugona Kołłątaja w Krotoszynie, ul. Kołłątaja 1, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1801";"1912";"563";"1228";"3";"17";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"57";"11";"46";"0";"1169";"712";"457"
"cc1d-54fb-08ff-16de-852f-c316-4afd-0452";"301204";"95";"15";"miasto";"stały";"Zespół Szkół Specjalnych im. Marii Grzegorzewskiej w Krotoszynie (budynek szkoły), ul. Ostrowska 49, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1721";"1870";"547";"1174";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"41";"6";"35";"0";"1133";"650";"483"
"4026-acad-e40a-33dc-6c0b-98a5-8958-7419";"301204";"95";"16";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Benicach, Benice ul. Armii Krajowej 9, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1000";"1081";"463";"537";"0";"0";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"19";"0";"19";"0";"518";"164";"354"
"284c-9f40-8644-4918-e6a6-5f76-e9bb-992e";"301204";"95";"17";"wieś";"stały";"Dom Ludowy w Lutogniewie, Lutogniew ul. Krotoszyńska 154, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1458";"1601";"511";"947";"0";"4";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"28";"5";"23";"0";"918";"351";"567"
"cbf9-0332-06e1-4f3f-1c17-f630-d796-8824";"301204";"95";"18";"wieś";"stały";"Szkoła Podstawowa im. Biskupa Michała Kozala w Kobiernie, ul. Kobierska 3, 63-714 Kobierno";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1970";"2155";"774";"1196";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1196";"0";"0";"1196";"54";"7";"47";"0";"1142";"416";"726"
"ab57-7d66-4313-2916-2509-644e-18b3-3cac";"301204";"95";"19";"wieś";"stały";"Szkoła Podstawowa im. rtm. Witolda Pileckiego w Orpiszewie, Orpiszew ul. Szkolna 6, 63-714 Kobierno";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1275";"1399";"559";"716";"0";"3";"1";"1";"0";"0";"0";"0";"1";"717";"1";"0";"717";"20";"11";"9";"0";"697";"202";"495"
"fce4-3481-61d1-999e-2e31-3032-da3c-a47a";"301204";"95";"20";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika w Biadkach, Biadki ul. Szkolna 3, 63-714 Kobierno";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1743";"1880";"721";"1022";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"39";"7";"32";"0";"983";"400";"583"
"fd0b-18ee-1161-d427-8584-4599-566e-ca8a";"301204";"95";"21";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego w Chwaliszewie, Chwaliszew ul. Ostrowska 39, 63-750 Sulmierzyce";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"708";"763";"318";"390";"0";"1";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"20";"3";"17";"0";"370";"134";"236"
"5980-d17c-b19f-c1f6-91dd-6e42-1c48-c358";"301204";"95";"22";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie, Szpital Powiatowy im. Marcelego Nenckiego, ul. Mickiewicza 21, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"80";"49";"69";"11";"0";"3";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"8";"3"
"8fb1-04c1-85a9-cfa7-7ea2-8ace-3556-ca36";"301204";"95";"23";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie, Szpital Powiatowy im. Marcelego Nenckiego, ul. Bolewskiego 4 - 8, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"40";"18";"31";"9";"0";"2";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"9";"0";"0";"0";"0";"9";"5";"4"
"bd35-c7ff-aa48-a66f-22cd-1746-a4d1-d264";"301204";"95";"24";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie, Zakład Opiekuńczo-Leczniczy w Krotoszynie, ul. Bolewskiego 14, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"30";"27";"22";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"0";"0";"0";"0";"8";"5";"3"
"6207-513f-f865-05e8-4892-42e6-a961-cc2d";"301205";"95";"1";"wieś";"stały";"Sala Wiejska, ul. Rynek 3, 63-708 Rozdrażew";"gm. Rozdrażew";"krotoszyński";"wielkopolskie";"1200";"1320";"424";"776";"0";"0";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"28";"2";"26";"0";"748";"325";"423"
"4dc4-1d92-9fe6-ce7c-a440-2401-bbc7-b4b6";"301205";"95";"2";"wieś";"stały";"Kółko Rolnicze, ul. Rynek 3, 63-708 Rozdrażew";"gm. Rozdrażew";"krotoszyński";"wielkopolskie";"1140";"1250";"468";"672";"0";"1";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"27";"3";"24";"0";"645";"184";"461"
"f01b-eae8-832b-52f2-88be-4117-6b14-1d68";"301205";"95";"3";"wieś";"stały";"Szkoła Podstawowa, Nowa Wieś 36, 63-708 Rozdrażew";"gm. Rozdrażew";"krotoszyński";"wielkopolskie";"1330";"1457";"554";"776";"2";"4";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"39";"5";"34";"0";"737";"212";"525"
"391b-d970-ef47-d051-a09f-e1e4-d914-5f94";"301206";"95";"1";"miasto";"stały";"Biblioteka Publiczna Gminy i Miasta Zduny, Sienkiewicza 9, 63-760 Zduny";"gm. Zduny";"krotoszyński";"wielkopolskie";"1610";"1752";"593";"1017";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"39";"9";"30";"0";"977";"546";"431"
"cc13-b8a1-7a79-60c7-637a-0a9c-e234-0e85";"301206";"95";"2";"miasto";"stały";"Szkoła Podstawowa w Zdunach, ul. Łacnowa 26, 63-760 Zduny";"gm. Zduny";"krotoszyński";"wielkopolskie";"1979";"2150";"728";"1251";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1251";"0";"0";"1251";"57";"16";"41";"0";"1194";"604";"590"
"acbf-8a5d-7806-5b3d-5993-3a23-6996-75ae";"301206";"95";"3";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Wielkopolskich w Baszkowie, Baszków 34, 63-760 Zduny";"gm. Zduny";"krotoszyński";"wielkopolskie";"600";"658";"287";"313";"1";"1";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"8";"1";"7";"0";"305";"105";"200"
"eb59-fc77-e6eb-25c6-0419-8111-e1c2-ecab";"301206";"95";"4";"wieś";"stały";"Dom Pomocy Społecznej w Baszkowie, Baszków 112A, 63-760 Zduny";"gm. Zduny";"krotoszyński";"wielkopolskie";"950";"1038";"410";"540";"1";"1";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"17";"4";"13";"0";"523";"240";"283"
"1331-34a3-b1d0-7543-1b9b-6873-b4f3-a35e";"301206";"95";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Baszkowie, Baszków 112A, 63-760 Zduny";"gm. Zduny";"krotoszyński";"wielkopolskie";"200";"162";"131";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"69";"13";"2";"11";"0";"56";"18";"38"
"c730-f9ec-4e7b-2825-24b3-cf51-7a76-30e6";"301701";"95";"1";"miasto";"stały";"Świetlica Powiatowej Stacji Sanitarno-Epidemiologicznej, Plac Stefana Rowińskiego 3, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1170";"1260";"441";"729";"0";"4";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"13";"1";"12";"0";"714";"431";"283"
"7b07-02a0-cf69-5ea1-55a6-b3bd-c6b7-06d6";"301701";"95";"2";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Wrocławska 48, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"870";"991";"377";"493";"0";"14";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"14";"4";"10";"0";"479";"289";"190"
"e85b-c392-bdef-48f5-72a5-b7b4-c9c3-e3e1";"301701";"95";"3";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Królowej Jadwigi 3, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1170";"1255";"352";"818";"0";"8";"1";"1";"0";"0";"0";"0";"1";"819";"1";"0";"819";"34";"6";"28";"0";"785";"479";"306"
"bbbd-7b5b-0c79-ed4f-c94c-cf01-1cd9-bf5b";"301701";"95";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Partyzancka 15, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"890";"971";"407";"483";"1";"3";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"25";"9";"16";"0";"458";"308";"150"
"a887-f900-de68-c6f0-698f-052d-6319-264c";"301701";"95";"5";"miasto";"stały";"Powiatowy Urząd Pracy, ul. Wolności 29A, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1090";"1158";"437";"653";"0";"6";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"31";"9";"22";"0";"622";"386";"236"
"7533-478c-6ab1-0729-3698-ae6f-c0cf-13f1";"301701";"95";"6";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Wojska Polskiego 17, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1030";"1131";"428";"602";"0";"9";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"18";"2";"16";"0";"584";"350";"234"
"ed29-5dd4-0759-a67c-e0c2-ca43-a100-bc28";"301701";"95";"7";"miasto";"stały";"Zespół Szkół Sióstr Salezjanek, Aleja Słowackiego 33a, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1270";"1417";"341";"929";"1";"0";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"32";"5";"27";"0";"897";"595";"302"
"38da-cc80-ebdb-7ec2-9e93-37d6-8a07-17c5";"301701";"95";"8";"miasto";"stały";"Niepubliczne Przedszkole „NASZ DOMEK”, ul. Melchiora Wańkowicza 42, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"860";"922";"329";"531";"2";"3";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"15";"1";"14";"0";"516";"306";"210"
"7543-d30a-fbb2-bf73-221a-efec-bbe3-f225";"301701";"95";"9";"miasto";"stały";"Zespół Szkół Muzycznych im. Krzysztofa Komedy-Trzcińskiego, Aleja Słowackiego 1C, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"840";"895";"221";"619";"1";"7";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"21";"6";"15";"0";"598";"416";"182"
"afa4-c361-00b2-69e8-d2af-250d-d9ee-bdee";"301701";"95";"10";"miasto";"stały";"Szkoła Podstawowa Spółdzielni Oświatowej „Edukator”, ul. Tuwima 12, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1320";"1432";"348";"972";"0";"6";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"29";"5";"24";"0";"943";"604";"339"
"12c3-6258-93c6-ebbf-6b07-02ed-e91f-b0d0";"301701";"95";"11";"miasto";"stały";"Przedszkole Nr 10, ul. Andrzeja Frycza Modrzewskiego 4, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1240";"1398";"295";"945";"1";"7";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"35";"5";"30";"0";"909";"608";"301"
"1025-5812-642a-25aa-fbf3-d6f2-8b51-a221";"301701";"95";"12";"miasto";"stały";"Ostrowski Zakład Ciepłowniczy S. A., ul. Grunwaldzka 74, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1200";"1313";"227";"973";"0";"5";"0";"0";"0";"0";"0";"0";"0";"973";"0";"0";"973";"31";"18";"13";"0";"942";"662";"280"
"9f26-06fe-5255-a48d-c74a-e6da-d3c3-9e76";"301701";"95";"13";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Grabowska 1 - 3, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1720";"1865";"397";"1323";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1323";"0";"0";"1323";"36";"11";"25";"0";"1287";"817";"470"
"c915-edda-65a6-6261-e3ae-aff6-b686-7c56";"301701";"95";"14";"miasto";"stały";"Przedszkole Nr 1, ul. profesora Kaliny 2, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1471";"1573";"413";"1058";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"34";"7";"27";"0";"1023";"645";"378"
"7ee5-77c8-137e-958a-68c3-8884-0e53-5bcb";"301701";"95";"15";"miasto";"stały";"Żłobek Miejski, ul. dr Tadeusza Jankowskiego 10A, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1488";"1627";"357";"1131";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"39";"10";"29";"0";"1092";"689";"403"
"2d47-2d24-14e3-0236-3d0f-472e-33d3-7882";"301701";"95";"16";"miasto";"stały";"Szkoła Podstawowa Uczniów Kreatywnych Spółdzielni Oświatowej, ul. Ludwika Waryńskiego 29, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1065";"1152";"286";"779";"2";"6";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"32";"15";"17";"0";"747";"502";"245"
"ee1b-d44d-f5cb-9559-1813-598b-7c55-ff39";"301701";"95";"17";"miasto";"stały";"Przedszkole Nr 9, ul. Jana Brzechwy 2, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1330";"1421";"372";"958";"0";"2";"1";"1";"0";"0";"0";"0";"1";"959";"1";"0";"959";"23";"8";"15";"0";"936";"578";"358"
"8e7f-67da-0090-c66b-d5fe-e07c-3168-1566";"301701";"95";"18";"miasto";"stały";"Żłobek Miejski, ul. Ludwika Waryńskiego 29, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1140";"1200";"392";"748";"0";"2";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"29";"9";"20";"0";"719";"507";"212"
"648d-ad29-6351-143e-54cd-3385-08ee-7337";"301701";"95";"19";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Asnyka 26, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1330";"1441";"374";"956";"1";"6";"1";"1";"0";"0";"0";"0";"1";"956";"1";"0";"956";"42";"8";"34";"0";"914";"547";"367"
"d43c-d615-4cdd-b45b-a763-536c-fe6c-cde0";"301701";"95";"20";"miasto";"stały";"Szkoła Postawowa Nr 9, (łącznik z salą gimnastyczną-wejście od ul. Broniewskiego), ul. Asnyka 26, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1300";"1399";"402";"898";"0";"0";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"22";"12";"10";"0";"876";"532";"344"
"637c-089f-a1ec-124d-98ba-a04d-ee6e-74da";"301701";"95";"21";"miasto";"stały";"Ostrowski Zakład Ciepłowniczy S. A., ul. Wysocka 57, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1500";"1664";"444";"1056";"0";"3";"2";"2";"0";"0";"0";"0";"2";"1058";"2";"0";"1058";"21";"10";"11";"0";"1037";"617";"420"
"2e6f-7944-2303-2a08-eb52-63c1-3b18-104c";"301701";"95";"22";"miasto";"stały";"Przedszkole Nr 15, ul. Szkolna 26, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"880";"968";"271";"609";"0";"3";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"25";"5";"20";"0";"584";"319";"265"
"be64-90aa-7b25-d3c5-e4ad-0611-b019-685b";"301701";"95";"23";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Świetlicowa 9, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1140";"1251";"272";"868";"0";"5";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"26";"10";"16";"0";"841";"494";"347"
"d6de-395d-5542-ab2a-d7df-651c-3d86-1872";"301701";"95";"24";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Świetlicowa 9, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1310";"1414";"332";"978";"0";"9";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"32";"10";"22";"0";"946";"573";"373"
"d060-c979-5cdc-8a2a-cffc-51ad-d303-1c36";"301701";"95";"25";"miasto";"stały";"CAR-LIFT SERVICE Sp. z o. o., ul. Kamienna 10a, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1170";"1309";"331";"839";"0";"4";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"25";"11";"14";"0";"814";"460";"354"
"e0ba-8374-2bd0-0317-9411-c1d6-0ac8-f0d0";"301701";"95";"26";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Staroprzygodzka 112, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1750";"1881";"510";"1240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1240";"0";"0";"1240";"37";"15";"22";"0";"1203";"700";"503"
"6e20-ad8e-66c9-60fc-bbc5-e294-b85b-30da";"301701";"95";"27";"miasto";"stały";"Przedszkole Nr 2, ul. Staroprzygodzka 112a, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1920";"2067";"422";"1498";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1498";"0";"0";"1498";"50";"37";"13";"0";"1448";"908";"540"
"1416-8c51-3e4a-5f37-ceed-046e-f0ad-921d";"301701";"95";"28";"miasto";"stały";"Świetlica osiedlowa, ul. Kręta 52, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"2081";"2252";"547";"1534";"1";"2";"1";"1";"0";"1";"0";"0";"0";"1534";"0";"0";"1534";"59";"59";"0";"0";"1475";"899";"576"
"ffc6-78fd-c553-38a2-e782-5ac0-26b9-e9d4";"301701";"95";"29";"miasto";"stały";"Szkoła Podstawowa nr 7, (stołówka-wejście od strony boiska), ul. Bema 30, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1360";"1467";"416";"944";"1";"2";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"22";"6";"16";"0";"922";"561";"361"
"4d47-8d5a-4732-0e87-7f88-1ccb-de5c-59e8";"301701";"95";"30";"miasto";"stały";"Urząd Skarbowy, ul. Chłapowskiego 45, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"910";"1011";"233";"677";"1";"3";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"33";"20";"13";"0";"644";"427";"217"
"9538-e475-8d68-0fd1-350e-07f5-ca91-2355";"301701";"95";"31";"miasto";"stały";"Przedszkole Nr 13, ul. Bema 30, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1310";"1411";"336";"974";"1";"3";"0";"0";"0";"0";"0";"0";"0";"974";"0";"0";"974";"29";"12";"17";"0";"945";"586";"359"
"7f74-8a9e-280a-961c-e12b-e513-9d7c-7136";"301701";"95";"32";"miasto";"stały";"Hala Sportowa przy Szkole Podstawowej Nr 7, ul. Bema 30, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1089";"1170";"278";"811";"0";"4";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"27";"4";"23";"0";"784";"504";"280"
"9bbc-e635-5db1-6951-3c0a-b160-44c7-2cf1";"301701";"95";"33";"miasto";"stały";"Szkoła Podstawowa Nr 14, ul. Krotoszyńska 171, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1660";"1789";"526";"1134";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1134";"0";"0";"1134";"42";"10";"32";"0";"1092";"655";"437"
"b8f8-f00d-d219-0719-7ea1-88fc-a7c5-2230";"301701";"95";"34";"miasto";"stały";"Przedszkole Nr 14, ul. Piotra Bardowskiego 6, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1400";"1512";"354";"1046";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1046";"0";"0";"1046";"47";"33";"14";"0";"999";"644";"355"
"d929-b148-6bd9-f407-de14-8557-32fb-9a24";"301701";"95";"35";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Batorego 2, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1369";"1500";"370";"999";"1";"15";"1";"1";"0";"0";"0";"0";"1";"1000";"1";"0";"1000";"23";"7";"16";"0";"977";"598";"379"
"9909-5edf-8580-a935-2818-5e52-1d78-6b16";"301701";"95";"36";"miasto";"stały";"Przedszkole Nr 12, ul. gen. Władysława Andersa 15, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1400";"1522";"373";"1027";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"25";"22";"3";"0";"1002";"619";"383"
