"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zdzisław Stanisław PUPA";"Tadeusz Bronisław URBAN"
"70a7-b368-7c01-2bda-80f5-aedf-066a-edde";"181505";"55";"4";"wieś";"stały";"Filia GOKiW w Brzezinach, Brzeziny 168, 39-111 Brzeziny";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"1669";"1818";"699";"970";"0";"0";"0";"0";"0";"0";"0";"0";"0";"970";"0";"0";"970";"30";"5";"25";"0";"940";"803";"137"
"4ae4-bc16-8b32-d6ea-af05-2f23-8bc5-9d92";"181505";"55";"5";"wieś";"stały";"Filia GOKiW w Nawsiu, Nawsie 304, 39-110 Wielopole Skrzyńskie";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"1050";"1137";"412";"638";"1";"2";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"18";"4";"14";"0";"620";"548";"72"
"7e85-70ab-b788-46ef-e696-d81f-78a1-48d6";"181901";"55";"1";"wieś";"stały";"Urząd Gminy w Czudcu-Sala Widowiskowa, ul. Starowiejska 6, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"2210";"2403";"605";"1605";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1605";"0";"0";"1605";"46";"9";"37";"0";"1559";"1133";"426"
"a77a-2ccf-8e6b-ce45-dda9-a60d-4fe0-73f2";"181901";"55";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Czudcu, ul. Słoneczna 2, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"1399";"1522";"501";"898";"0";"5";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"29";"11";"18";"0";"868";"639";"229"
"a88c-f3e4-97db-a78f-fba0-7f9b-66dc-8923";"181901";"55";"3";"wieś";"stały";"Dom Ludowy w Babicy, Babica 97, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"910";"996";"256";"654";"0";"4";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"20";"5";"15";"0";"634";"424";"210"
"9d1a-1a58-6597-8389-e9d6-342f-1255-89a6";"181901";"55";"4";"wieś";"stały";"Zespół Szkół w Wyżnem, Wyżne 39, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"1061";"1156";"395";"666";"1";"1";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"15";"5";"10";"0";"651";"461";"190"
"177e-04d2-8d4c-c495-759b-8dd6-ca84-7cba";"181901";"55";"5";"wieś";"stały";"Szkoła Podstawowa w Zaborowie, Zaborów 99, 38-100 Strzyżów";"gm. Czudec";"strzyżowski";"podkarpackie";"770";"844";"250";"520";"2";"2";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"11";"4";"7";"0";"509";"434";"75"
"00e1-d3ca-fcf7-93d5-458c-fd16-6775-be4e";"181901";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Nowej Wsi, Nowa Wieś 152, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"610";"670";"193";"417";"0";"0";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"8";"4";"4";"0";"409";"347";"62"
"5b44-cc3d-5cb8-d906-7c1b-ee9a-95c9-effb";"181901";"55";"7";"wieś";"stały";"Zespół Szkół w Pstrągowej, Pstrągowa 105, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"1400";"1544";"517";"883";"3";"3";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"22";"5";"17";"0";"861";"708";"153"
"e970-3db9-844d-fce5-1692-89f7-7ec2-f193";"181901";"55";"8";"wieś";"stały";"Dom Strażaka w Pstrągowej Woli, Pstrągowa 642, 38-120 Czudec";"gm. Czudec";"strzyżowski";"podkarpackie";"190";"212";"83";"107";"0";"3";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"7";"4";"3";"0";"100";"84";"16"
"2ff9-5b8c-31de-a653-d566-f155-a11d-3593";"181902";"55";"1";"wieś";"stały";"Urząd Gminy we Frysztaku, ul. Ks. Wojciecha Blajera 20, 38-130 Frysztak";"gm. Frysztak";"strzyżowski";"podkarpackie";"850";"898";"304";"546";"0";"1";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"17";"4";"13";"0";"529";"334";"195"
"155b-0408-cdd4-4d56-d0bd-23bf-dc87-3fbe";"181902";"55";"2";"wieś";"stały";"Szkoła Podstawowa im. J. Wybickiego Nr 1 we Frysztaku, ul. Piętniewicza 7, 38-130 Frysztak";"gm. Frysztak";"strzyżowski";"podkarpackie";"1120";"1217";"479";"641";"0";"1";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"25";"1";"24";"0";"616";"480";"136"
"4b06-47ca-07f5-bb44-586d-a595-a932-4e64";"181902";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Gliniku Górnym, Glinik Górny 47, 38-131 Gogołów";"gm. Frysztak";"strzyżowski";"podkarpackie";"630";"693";"264";"366";"1";"1";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"10";"2";"8";"0";"356";"308";"48"
"2354-968d-0066-6159-1e40-f59d-03cc-fdb1";"181902";"55";"4";"wieś";"stały";"Zespół Szkół w Gogołowie, Gogołów 316, 38-131 Gogołów";"gm. Frysztak";"strzyżowski";"podkarpackie";"840";"922";"373";"467";"1";"5";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"16";"9";"7";"0";"451";"356";"95"
"4c9c-529c-a66f-2735-0476-f453-12da-7500";"181902";"55";"5";"wieś";"stały";"Budynek Wiejski w Hucie Gogołowskiej, Huta Gogołowska 69, 38-131 Gogołów";"gm. Frysztak";"strzyżowski";"podkarpackie";"170";"186";"44";"126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"6";"0";"6";"0";"120";"115";"5"
"1da6-66fc-0a25-01e2-3f0a-16f8-06d3-c78f";"181902";"55";"6";"wieś";"stały";"Zespół Szkół w Stępinie, Stępina 54, 38-125 Stępina";"gm. Frysztak";"strzyżowski";"podkarpackie";"585";"637";"268";"317";"0";"2";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"8";"0";"8";"0";"309";"249";"60"
"404e-fde5-af54-bb40-2378-0126-eb88-b2dd";"181902";"55";"7";"wieś";"stały";"Szkoła Podstawowa w Cieszynie, Cieszyna 76, 38-125 Stępina";"gm. Frysztak";"strzyżowski";"podkarpackie";"790";"860";"343";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"9";"2";"7";"0";"438";"311";"127"
"ea67-8c19-4e3b-ef83-0372-5f95-3ec3-a3cc";"181902";"55";"8";"wieś";"stały";"Budynek Wiejski w Pułankach, Pułanki 34, 38-130 Frysztak";"gm. Frysztak";"strzyżowski";"podkarpackie";"630";"683";"258";"372";"0";"2";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"8";"2";"6";"0";"364";"257";"107"
"4ea2-d368-2b72-1318-0ec6-dc4f-afdf-1de4";"181902";"55";"9";"wieś";"stały";"Budynek Wiejski w Kobylu, Kobyle 1, 38-130 Frysztak";"gm. Frysztak";"strzyżowski";"podkarpackie";"430";"456";"193";"237";"0";"0";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"5";"2";"3";"0";"232";"185";"47"
"7ee2-e132-9344-7773-e9d7-a718-7071-aa37";"181902";"55";"10";"wieś";"stały";"Gminny Ośrodek Kultury we Frysztaku, Twierdza 1, 38-130 Frysztak";"gm. Frysztak";"strzyżowski";"podkarpackie";"620";"675";"237";"383";"1";"3";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"7";"0";"7";"0";"376";"272";"104"
"4d61-c8e1-84bd-76ff-d2e9-840e-0983-1d0d";"181902";"55";"11";"wieś";"stały";"Zespół Szkół w Lubli, Lubla 328, 38-130 Frysztak";"gm. Frysztak";"strzyżowski";"podkarpackie";"1056";"1152";"399";"657";"0";"1";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"17";"0";"17";"0";"639";"525";"114"
"cec8-7cad-ec30-9ce9-4f75-771a-7c6e-43bf";"181903";"55";"1";"wieś";"stały";"Urząd Stanu Cywilnego Niebylec, Niebylec 183, 38-114 Niebylec";"gm. Niebylec";"strzyżowski";"podkarpackie";"430";"460";"144";"286";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"6";"3";"3";"0";"280";"180";"100"
"c3e7-634e-cc95-f7f3-a955-8820-c180-4d49";"181903";"55";"2";"wieś";"stały";"Szkoła Podstawowa im. Krzysztofa Kamila Baczyńskiego w Bliziance, Blizianka 72, 38-114 Niebylec";"gm. Niebylec";"strzyżowski";"podkarpackie";"290";"314";"103";"187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"6";"1";"5";"0";"181";"150";"31"
"26fa-da1d-a3c3-c6c9-e4f2-35a8-e409-5fdf";"181903";"55";"3";"wieś";"stały";"Dom Wiejski w Gwoździance, Gwoździanka 32, 38-114 Niebylec";"gm. Niebylec";"strzyżowski";"podkarpackie";"231";"256";"88";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"0";"0";"0";"0";"143";"111";"32"
"0519-45ce-fc68-2ac2-57ac-8dea-cb01-1e31";"181903";"55";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Konieczkowej, Konieczkowa 58, 38-114 Niebylec";"gm. Niebylec";"strzyżowski";"podkarpackie";"907";"999";"266";"641";"2";"9";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"16";"4";"12";"0";"625";"528";"97"
"b65d-c07a-5c79-b715-dbe7-22b2-6053-d0cb";"181903";"55";"5";"wieś";"stały";"Dom Strażaka w Gwoźnicy Dolnej, Gwoźnica Dolna 91, 38-116 Gwoźnica Górna";"gm. Niebylec";"strzyżowski";"podkarpackie";"330";"363";"116";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"6";"1";"5";"0";"208";"171";"37"
"3f02-f725-cbe1-8600-037d-775f-1811-f09e";"181903";"55";"6";"wieś";"stały";"Szkoła Podstawowa im. Juliana Przybosia w Gwoźnicy Górnej, Gwoźnica Górna 292, 38-116 Gwoźnica Górna";"gm. Niebylec";"strzyżowski";"podkarpackie";"999";"1105";"374";"625";"1";"12";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"14";"2";"12";"0";"611";"496";"115"
"7ae3-2d8e-6c97-aaef-5f08-5c73-c087-20d8";"181903";"55";"7";"wieś";"stały";"Zespół Szkół im. Św. Rodziny w Lutczy, Lutcza 614, 38-112 Lutcza";"gm. Niebylec";"strzyżowski";"podkarpackie";"1626";"1784";"602";"1024";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"22";"5";"17";"0";"1002";"803";"199"
"e02e-6d42-dc68-f080-091c-20ab-5004-3076";"181903";"55";"8";"wieś";"stały";"Szkoła Podstawowa im. św. Józefa Sebastiana Pelczara w Jaworniku, Jawornik 108, 38-114 Niebylec";"gm. Niebylec";"strzyżowski";"podkarpackie";"879";"968";"273";"606";"1";"2";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"4";"1";"3";"0";"602";"514";"88"
"948a-1e17-64a4-0476-dbb3-0f39-2d64-2a98";"181903";"55";"9";"wieś";"stały";"Szkoła Podstawowa im. ks. kard. Stefana Wyszyńskiego w Połomi, Połomia 125, 38-115 Połomia";"gm. Niebylec";"strzyżowski";"podkarpackie";"1130";"1254";"370";"760";"0";"3";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"17";"2";"15";"0";"743";"569";"174"
"9d1f-4d7e-0817-2a43-c5c5-2a9f-bec5-84d1";"181903";"55";"10";"wieś";"stały";"Szkoła Podstawowa im. bł. ks. Bronisława Markiewicza w Baryczce, Baryczka 213, 38-115 Połomia";"gm. Niebylec";"strzyżowski";"podkarpackie";"719";"795";"207";"512";"2";"0";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"11";"4";"7";"0";"501";"401";"100"
"9499-dac4-5aaa-0a9d-af5c-b486-f2b0-ba33";"181903";"55";"11";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego w Niebylcu, Niebylec 11, 38-114 Niebylec";"gm. Niebylec";"strzyżowski";"podkarpackie";"190";"213";"63";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"4";"1";"3";"0";"123";"92";"31"
"3b5b-9cd6-3bef-249a-4b20-815f-d62e-29a4";"181904";"55";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Strzyżowie, ul. gen. Wł. Andersa 4, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"1400";"1500";"627";"772";"1";"3";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"24";"11";"13";"0";"748";"412";"336"
"239b-cac3-0c3d-b3da-3849-8eca-f410-d79a";"181904";"55";"2";"miasto";"stały";"Zespół Szkół Technicznych w Strzyżowie, ul. Mickiewicza 11, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"1716";"1823";"670";"1046";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1046";"0";"0";"1046";"33";"11";"22";"0";"1013";"602";"411"
"00bb-7642-2fae-a801-d2dd-0652-1370-afd3";"181904";"55";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2 z Oddziałami Dwujęzycznymi w Strzyżowie, ul. Daszyńskiego 4, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"1269";"1371";"407";"862";"0";"9";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"28";"7";"21";"0";"834";"527";"307"
"74fd-fb42-a395-cd43-cb90-a287-e61a-ae15";"181904";"55";"4";"miasto";"stały";"Przedszkole Samorządowe ""Michałki"" w Strzyżowie, ul. Zawale 11, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"610";"667";"238";"372";"3";"6";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"19";"5";"14";"0";"353";"231";"122"
"156e-43c1-ea12-309b-0a06-fac1-bc23-d867";"181904";"55";"5";"miasto";"stały";"Dom Kultury ""Sokół"" w Strzyżowie, ul. Mostowa 2, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"1460";"1584";"590";"870";"1";"6";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"31";"9";"22";"0";"839";"507";"332"
"dce4-b497-a02d-0c2c-e689-4cff-8780-49fe";"181904";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Brzeżance, Brzeżanka 50, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"230";"254";"97";"133";"0";"1";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"3";"2";"1";"0";"130";"96";"34"
"86f2-8e2a-ceff-c3ef-f8b3-a14b-874e-9bf1";"181904";"55";"7";"wieś";"stały";"Remiza OSP w Gbiskach, Gbiska 25, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"226";"235";"117";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"109";"0";"0";"109";"5";"3";"2";"0";"104";"77";"27"
"036e-e58f-1055-663d-2134-0368-2f42-f93f";"181904";"55";"8";"wieś";"stały";"Budynek OSP w Tropii, Tropie 237, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"280";"305";"138";"142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142";"0";"0";"142";"3";"0";"3";"0";"139";"111";"28"
"5054-760d-4dc3-ca2d-9c49-3fd5-1b37-5b34";"181904";"55";"9";"wieś";"stały";"Budynek OSP w Łętowni, Łętownia 34, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"120";"136";"30";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"0";"0";"0";"0";"90";"63";"27"
"b8e5-fa6a-d22e-a54e-d41e-0796-f416-d64d";"181904";"55";"10";"wieś";"stały";"Szkoła Podstawowa w Gliniku Zaborowskim, Glinik Zaborowski 92, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"430";"465";"170";"260";"0";"0";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"6";"1";"5";"0";"254";"175";"79"
"be86-dd5f-1d79-fcaf-aaec-3860-5e29-f23a";"181904";"55";"11";"wieś";"stały";"Szkoła Podstawowa w Gliniku Charzewskim, Glinik Charzewski 91, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"610";"668";"236";"374";"2";"0";"0";"0";"0";"0";"0";"0";"0";"374";"0";"6";"368";"9";"1";"8";"0";"359";"312";"47"
"47e1-1fd5-20b8-ab51-c67b-da37-1d8a-fd61";"181904";"55";"12";"wieś";"stały";"Szkoła Podstawowa w Żarnowej, Żarnowa 90, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"630";"691";"236";"394";"2";"0";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"14";"1";"13";"0";"380";"274";"106"
"056f-6773-1731-bf4c-2988-a7bc-b453-709c";"181904";"55";"13";"wieś";"stały";"Szkoła Podstawowa w Godowej, Godowa 261, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"1648";"1798";"703";"945";"4";"4";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"23";"5";"18";"0";"922";"742";"180"
"903d-3481-780d-56e6-2479-cf41-c357-4b9d";"181904";"55";"14";"wieś";"stały";"Szkoła Podstawowa w Żyznowie, Żyznów 124, 38-111 Żyznów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"650";"707";"260";"390";"0";"1";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"9";"0";"9";"0";"381";"326";"55"
"4cc1-cd52-4089-60f5-81fb-727a-3286-e71b";"181904";"55";"15";"wieś";"stały";"Budynek OSP w Bonarówce, Bonarówka 56, 38-111 Żyznów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"110";"123";"30";"80";"0";"1";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"80";"3";"0";"3";"0";"77";"62";"15"
"1eb6-dd48-d0f6-09a3-0ca2-25ee-9e4a-72ea";"181904";"55";"16";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Wysokiej Strzyżowskiej, Wysoka Strzyżowska 312, 38-123 Wysoka Strzyżowska";"gm. Strzyżów";"strzyżowski";"podkarpackie";"761";"826";"394";"367";"1";"1";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"19";"1";"18";"0";"348";"270";"78"
"e4f2-348f-f727-6f53-8c47-0932-ff70-2d26";"181904";"55";"17";"wieś";"stały";"Szkoła Podstawowa Nr 2 Wysokiej Strzyżowskiej, Wysoka Strzyżowska 127, 38-123 Wysoka Strzyżowska";"gm. Strzyżów";"strzyżowski";"podkarpackie";"730";"792";"321";"409";"1";"0";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"10";"4";"6";"0";"398";"277";"121"
"b4d3-15c0-d228-d144-2f86-de45-b74d-3680";"181904";"55";"18";"wieś";"stały";"Szkoła Podstawowa w Dobrzechowie, Dobrzechów 197, 38-100 Strzyżów";"gm. Strzyżów";"strzyżowski";"podkarpackie";"1290";"1391";"516";"774";"1";"5";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"29";"3";"26";"0";"745";"462";"283"
"56b1-2616-509e-e406-5ff8-eb2e-a0b4-6ab1";"181904";"55";"19";"wieś";"stały";"Szkoła Podstawowa w Grodzisku, Grodzisko 30, 38-102 Grodzisko";"gm. Strzyżów";"strzyżowski";"podkarpackie";"729";"800";"288";"441";"0";"5";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"9";"5";"4";"0";"432";"362";"70"
"5ba2-8925-425a-7abb-ba34-df4e-0657-4f8c";"181904";"55";"20";"wieś";"stały";"Dzienny Dom ""Senior-WIGOR"" w Zawadce, Zawadka 21, 38-102 Grodzisko";"gm. Strzyżów";"strzyżowski";"podkarpackie";"260";"281";"92";"168";"0";"1";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"1";"1";"0";"0";"167";"139";"28"
"39bf-2212-8175-e238-c415-0c24-44c5-4eb3";"181905";"55";"1";"wieś";"stały";"Ośrodek Kultury w Wiśniowej, Wiśniowa 136, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"1195";"1304";"399";"796";"1";"0";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"20";"7";"13";"0";"776";"582";"194"
"7d72-01ea-815f-7753-19bb-4791-3bc7-8c66";"181905";"55";"2";"wieś";"stały";"Szkoła Podstawowa im. Batalionów Chłopskich w Różance, Różanka 43, 38-102 Grodzisko";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"680";"744";"268";"412";"0";"3";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"5";"0";"5";"0";"407";"335";"72"
"cfc4-78cd-dc06-5437-1a75-6b6f-e467-07c9";"181905";"55";"3";"wieś";"stały";"Budynek byłej Szkoły Filialnej im. ks. Jerzego Popiełuszki w Niewodnej, Niewodna 26, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"409";"450";"144";"265";"0";"1";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"3";"1";"2";"0";"262";"209";"53"
"6a30-863f-2341-b9ee-f33c-3ea7-4e9e-a564";"181905";"55";"4";"wieś";"stały";"Budynek byłej Szkoły Filialnej w Tułkowicach, Tułkowice 32, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"320";"346";"115";"205";"1";"3";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"5";"1";"4";"0";"200";"141";"59"
"05e8-f1b1-323a-e175-8850-6de6-44c3-50c1";"181905";"55";"5";"wieś";"stały";"Dom Ludowy w Kalembinie, Kalembina 52, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"300";"326";"127";"173";"2";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"3";"0";"3";"0";"170";"106";"64"
"84a0-be61-3f85-d7ca-4074-ec97-c676-2fa1";"181905";"55";"6";"wieś";"stały";"Szkoła Podstawowa im. Wincentego Witosa w Markuszowej, Markuszowa 16, 38-126 Markuszowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"580";"627";"258";"322";"0";"1";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"8";"1";"7";"0";"314";"254";"60"
"4b45-bb66-ffb0-dec4-4fd8-86da-bce6-c0ce";"181905";"55";"7";"wieś";"stały";"Szkoła Filialna w Pstrągówce, Pstrągówka 128, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"410";"450";"163";"247";"1";"2";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"4";"0";"4";"0";"243";"210";"33"
"75e3-13ea-25eb-f3af-6837-f604-0c8f-5be9";"181905";"55";"8";"wieś";"stały";"Szkoła Podstawowa w Jaszczurowej, Jaszczurowa 31, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"211";"225";"105";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106";"0";"0";"106";"1";"0";"1";"0";"105";"89";"16"
"7e57-46b1-d191-6b62-8209-fc05-a02a-e3c8";"181905";"55";"9";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Szufnarowej, Szufnarowa 101, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"860";"943";"370";"490";"1";"3";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"13";"0";"13";"0";"477";"385";"92"
"1284-3055-57f1-03d8-4495-a711-c43f-decf";"181905";"55";"10";"wieś";"stały";"Dom Strażaka w Kożuchowie, Kożuchów 39, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"250";"277";"80";"170";"1";"2";"0";"0";"0";"0";"0";"0";"0";"170";"0";"0";"170";"2";"1";"1";"0";"168";"121";"47"
"27c8-7bbe-d381-00e8-dc9f-c2b2-8321-f5b8";"181905";"55";"11";"wieś";"stały";"Szkoła Filialna w Kozłówku, Kozłówek 39, 38-126 Markuszowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"300";"330";"132";"168";"0";"2";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"10";"1";"9";"0";"158";"133";"25"
"4363-254f-c844-b8b4-f7a4-6836-cb3f-80c9";"181905";"55";"12";"wieś";"stały";"Dom Ludowy w Oparówce, Oparówka, 38-123 Wysoka Strzyżowska";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"169";"193";"90";"79";"0";"1";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"1";"0";"1";"0";"78";"54";"24"
"08cf-e928-406a-428e-c66c-3e36-44b8-ce80";"181905";"55";"13";"wieś";"stały";"Dom Ludowy w Jazowej, Jazowa 11, 38-124 Wiśniowa";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"270";"295";"94";"176";"2";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"2";"1";"1";"0";"174";"147";"27"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
