"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zdzisław Stanisław PUPA";"Tadeusz Bronisław URBAN"
"f302-106e-b78d-0ada-e6a2-f0f1-9be2-0570";"180604";"55";"9";"wieś";"stały";"Świetlica Wiejska w Zapolu, Zapole 24, 36-147 Niwiska";"gm. Niwiska";"kolbuszowski";"podkarpackie";"229";"247";"108";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"4";"1";"3";"0";"117";"95";"22"
"840a-ca31-e6fe-485b-e4e5-974e-7b0d-7bd9";"180605";"55";"1";"wieś";"stały";"Urząd Gminy Raniżów (sala kina), ul. Rynek 6, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"1660";"1799";"574";"1086";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1086";"0";"0";"1086";"40";"12";"28";"0";"1046";"748";"298"
"b6fe-0873-74d7-c442-0819-4c17-f096-c923";"180605";"55";"2";"wieś";"stały";"Szkoła Podstawowa w Woli Raniżowskiej, Wola Raniżowska 317, 36-125 Wola Raniżowska";"gm. Raniżów";"kolbuszowski";"podkarpackie";"1370";"1482";"531";"839";"1";"3";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"17";"3";"14";"0";"822";"718";"104"
"0c37-d7e3-71c2-87b5-4868-2ae0-3e05-dd1f";"180605";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Mazurach, Mazury 128, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"600";"659";"213";"387";"1";"3";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"12";"4";"8";"0";"375";"322";"53"
"7125-e961-1e4a-6c05-2105-aa52-3812-f354";"180605";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Zielonce, Zielonka 85, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"463";"507";"170";"293";"0";"0";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"4";"2";"2";"0";"289";"255";"34"
"0b8d-6624-a414-582e-6cd9-607f-b98a-e81f";"180605";"55";"5";"wieś";"stały";"Dom Ludowy w Staniszewskiem, Staniszewskie 153, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"430";"454";"157";"273";"1";"0";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"8";"2";"6";"0";"265";"222";"43"
"afdc-bc09-0a0b-1427-06f2-28cf-7184-1eee";"180605";"55";"6";"wieś";"stały";"Remiza OSP w Korczowiskach, Korczowiska 97, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"200";"223";"95";"105";"0";"1";"0";"0";"0";"0";"0";"0";"0";"105";"0";"0";"105";"9";"2";"7";"0";"96";"83";"13"
"f11e-092d-2823-0396-7a1d-44a4-5988-ac3f";"180605";"55";"7";"wieś";"stały";"Remiza OSP w Posuchach, Zielonka 161, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"190";"206";"65";"125";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"125";"3";"0";"3";"0";"122";"108";"14"
"37ad-4022-4d51-6619-8129-d083-2410-958b";"180605";"55";"8";"wieś";"stały";"Środowiskowy Dom Samopomocy w Porębach Wolskich, Wola Raniżowska 586, 36-130 Raniżów";"gm. Raniżów";"kolbuszowski";"podkarpackie";"329";"256";"184";"145";"0";"0";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"9";"0";"9";"0";"136";"103";"33"
"1c31-63c8-4fcb-c678-bb72-885b-f6de-a875";"180606";"55";"1";"wieś";"stały";"Samorządowe Centrum Kultury w Dzikowcu, ul. Ks. S. Sudoła 11, 36-122 Dzikowiec";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"1303";"1411";"612";"691";"2";"0";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"23";"1";"22";"0";"668";"516";"152"
"7a57-35cd-d87c-b8ff-bcae-5817-3f03-8666";"180606";"55";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Dzikowcu Filia w Mechowcu, Mechowiec 87, 36-122 Dzikowiec";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"490";"526";"238";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"7";"0";"7";"0";"245";"218";"27"
"f876-77f8-1b9f-ecfa-1f17-b155-aef1-efe2";"180606";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Kopciach, Kopcie 77, 36-121 Wilcza Wola";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"590";"651";"231";"359";"1";"0";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"6";"0";"6";"0";"353";"314";"39"
"9824-68eb-f311-818a-c94b-15ca-5277-bff3";"180606";"55";"4";"wieś";"stały";"Środowiskowy Dom Samopomocy w Spiach, Wilcza Wola 29A, 36-121 Wilcza Wola";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"523";"563";"241";"282";"0";"1";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"4";"1";"3";"0";"278";"236";"42"
"43ed-a4fa-8b5f-30e1-7537-96b0-3ec8-8d6a";"180606";"55";"5";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Wilczej Woli, ul. Rzeszowska 1, 36-121 Wilcza Wola";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"953";"1034";"441";"512";"2";"4";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"19";"7";"12";"0";"493";"417";"76"
"b1fb-01ae-b150-b054-c448-12ec-efe6-599e";"180606";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Lipnicy, Lipnica 279, 36-123 Lipnica";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"889";"959";"447";"442";"0";"0";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"14";"3";"11";"0";"428";"335";"93"
"34d6-ba4f-6b91-f18d-d61a-1760-ff58-0450";"181101";"55";"1";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Wandy 11, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"733";"790";"241";"492";"0";"5";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"10";"2";"8";"0";"482";"361";"121"
"4c5b-7a1e-89f7-c256-0b3f-8542-f070-7fca";"181101";"55";"2";"miasto";"stały";"Polskie Stowarzyszenie na Rzecz Osób z Niepełnosprawnością Intelektualną Koło w Mielcu, ul. Wojsławska 278, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1562";"1700";"460";"1102";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"26";"12";"14";"0";"1075";"716";"359"
"1778-e2cb-5f7e-575e-c29f-b3bf-8dca-fcf0";"181101";"55";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Kościuszki 4, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1640";"1757";"519";"1121";"2";"3";"1";"1";"0";"0";"0";"0";"1";"1122";"1";"0";"1122";"40";"13";"27";"0";"1082";"619";"463"
"dddb-ce4c-2231-1a2d-7691-1226-0f59-59a1";"181101";"55";"4";"miasto";"stały";"Szkoła Podstawowa Nr 7 (dawny budynek AGH), ul. Skłodowskiej-Curie 4, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1118";"1215";"573";"545";"2";"1";"1";"1";"0";"0";"0";"0";"1";"546";"1";"0";"546";"18";"2";"16";"0";"528";"273";"255"
"296f-0e8e-daf3-28bb-e36d-5ec3-0a74-6995";"181101";"55";"5";"miasto";"stały";"Przedszkole Miejskie Nr 12, ul. Konopnickiej 4, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1399";"1503";"583";"816";"1";"7";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"25";"9";"16";"0";"791";"453";"338"
"9d47-9c70-4fd2-4c13-e074-adae-e769-b3ea";"181101";"55";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Żeromskiego 30, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1188";"1296";"504";"684";"6";"7";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"27";"5";"22";"0";"657";"403";"254"
"a25d-90a6-b358-dcd6-578a-c942-c430-9545";"181101";"55";"7";"miasto";"stały";"Przedszkole Miejskie Nr 7, ul. Pułaskiego 3, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1338";"1445";"446";"892";"0";"3";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"37";"10";"27";"0";"855";"510";"345"
"d557-7fa4-db01-8d53-b855-2c37-4a58-8622";"181101";"55";"8";"miasto";"stały";"Miejskie Przedsiębiorstwo Gospodarki Komunalnej Sp. z o. o., ul. Wolności 44, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"2222";"2359";"663";"1559";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1559";"0";"0";"1559";"54";"15";"39";"0";"1505";"862";"643"
"f709-67c9-288d-a606-6276-0fda-6c23-0d59";"181101";"55";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Kilińskiego 37, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1950";"2089";"592";"1358";"2";"13";"1";"1";"0";"0";"0";"0";"1";"1358";"1";"0";"1358";"38";"14";"24";"0";"1320";"720";"600"
"3edf-2ef4-c1a8-4297-1842-a6ac-f2a3-2bd0";"181101";"55";"10";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 1, ul. Tańskiego 3, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1384";"1497";"494";"890";"1";"5";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"15";"1";"14";"0";"875";"530";"345"
"7aaa-5753-9531-1935-f153-37ae-a348-ee76";"181101";"55";"11";"miasto";"stały";"Przedszkole Miejskie Nr 9, ul. Pisarka 23, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1738";"1891";"566";"1172";"0";"0";"2";"2";"0";"0";"0";"0";"2";"1173";"2";"0";"1173";"28";"9";"19";"0";"1145";"679";"466"
"4e61-d0a1-ec9f-c6f5-c4a0-a9a6-dabd-2bf1";"181101";"55";"12";"miasto";"stały";"Żłobek Miejski Nr 3, ul. Pisarka 9, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1729";"1871";"527";"1202";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1199";"0";"0";"1199";"41";"17";"24";"0";"1158";"712";"446"
"d83d-1216-1fbe-b1cc-02c0-b5fa-64b0-e7c4";"181101";"55";"13";"miasto";"stały";"Przedszkole Miejskie Nr 8, ul. Tańskiego 5, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1900";"2030";"626";"1274";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1275";"1";"0";"1275";"42";"12";"30";"0";"1233";"664";"569"
"1558-67d1-21d2-4476-0d47-5978-e111-e59e";"181101";"55";"14";"miasto";"stały";"Warsztat Terapii Zajęciowej, ul. Kocjana 15, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1740";"1888";"597";"1143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"34";"5";"29";"0";"1106";"643";"463"
"5932-b2d7-2a74-1cf9-f77d-ecce-8f6e-155d";"181101";"55";"15";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Drzewieckiego 11, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1285";"1403";"430";"855";"1";"4";"0";"0";"0";"0";"0";"0";"0";"855";"0";"0";"855";"24";"13";"11";"0";"831";"469";"362"
"ce45-3c5d-0c9c-60b1-712d-e35b-4ab3-9240";"181101";"55";"16";"miasto";"stały";"Przedszkole Miejskie Nr 6, ul. Księdza Skargi 15, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1278";"1372";"446";"832";"1";"2";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"28";"8";"20";"0";"802";"460";"342"
"469c-a7eb-ed4e-ff68-bee9-9231-9a3f-9561";"181101";"55";"17";"miasto";"stały";"Przedszkole Miejskie Nr 4, ul. Spółdzielcza 2, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1414";"1532";"472";"942";"0";"2";"0";"0";"0";"0";"0";"0";"0";"942";"0";"0";"942";"31";"10";"21";"0";"911";"563";"348"
"349d-d351-7a18-4264-2a93-f278-46ed-780d";"181101";"55";"18";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Grunwaldzka 7, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1319";"1410";"471";"848";"1";"2";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"24";"9";"15";"0";"824";"500";"324"
"e154-f7a1-a92d-0ee7-6e6c-2284-b6ef-8f2a";"181101";"55";"19";"miasto";"stały";"Samorządowe Centrum Kultury, ul. Aleja Niepodległości 7, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1669";"1784";"616";"1053";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1053";"0";"0";"1053";"37";"13";"24";"0";"1016";"580";"436"
"48ee-5c92-b8e8-d0f8-4cb1-6716-73a1-4634";"181101";"55";"20";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Solskiego 8, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1222";"1307";"469";"753";"2";"1";"1";"1";"0";"0";"0";"0";"1";"753";"1";"0";"753";"30";"10";"20";"0";"723";"403";"320"
"26ed-9a7b-c02a-de14-9175-c97f-a081-b5c6";"181101";"55";"21";"miasto";"stały";"Szkoła Podstawowa Nr 6 (dawne Gimnazjum Nr 1), ul. Biernackiego 6, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1474";"1593";"513";"961";"7";"2";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"32";"19";"13";"0";"929";"496";"433"
"5883-ea91-ff45-82a6-5eca-b93a-5d60-f4fb";"181101";"55";"22";"miasto";"stały";"Dom Strażaka, ul. Cyranowska 66, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"885";"951";"293";"592";"1";"2";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"19";"6";"13";"0";"572";"356";"216"
"eff0-9ea7-543b-8e81-dc46-502d-f35d-4e2e";"181101";"55";"23";"miasto";"stały";"Klub Integracji Społecznej MOPS, ul. Pogodna 2, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"229";"249";"89";"140";"0";"4";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"3";"1";"2";"0";"137";"85";"52"
"32aa-2544-8c41-1ba3-1b47-9a95-25fc-2bf9";"181101";"55";"24";"miasto";"stały";"Przedszkole Miejskie Nr 16, ul. Chałubińskiego 1, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1204";"1290";"370";"834";"0";"0";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"17";"5";"12";"0";"817";"500";"317"
"fe6e-3c40-299b-1626-2bd8-32de-2b8f-1c17";"181101";"55";"25";"miasto";"stały";"Żłobek Miejski Nr 7, ul. Botaniczna 6, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1454";"1573";"448";"1006";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"28";"6";"22";"0";"978";"641";"337"
"d88a-08b3-b561-f9a3-afc9-5d08-3a81-bfde";"181101";"55";"26";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Łąkowa 6, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1768";"1909";"523";"1245";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"0";"1245";"30";"9";"21";"0";"1215";"701";"514"
"641f-6f0f-a15e-f834-c38f-a0a7-69e4-c8a5";"181101";"55";"27";"miasto";"stały";"Dom Pomocy Społecznej, ul. Kardynała Wyszyńskiego 16, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1320";"1470";"352";"968";"0";"0";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"34";"14";"20";"0";"934";"520";"414"
"bd20-1335-2e01-6e23-9277-cd33-976c-dc53";"181101";"55";"28";"miasto";"stały";"Powiatowy Zespół Placówek Szkolno-Wychowawczych, ul. Królowej Jadwigi 1, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1170";"1251";"300";"870";"0";"5";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"11";"2";"9";"0";"859";"392";"467"
"786e-4377-a74f-edf2-205c-ebc1-b667-b638";"181101";"55";"29";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Władysława Warneńczyka 2, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1882";"2029";"611";"1271";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1271";"0";"0";"1271";"34";"12";"22";"0";"1237";"708";"529"
"a0cd-3737-97da-b291-f0a6-9447-336d-1571";"181101";"55";"30";"miasto";"stały";"Przedszkole Miejskie Nr 20, ul. Władysława Warneńczyka 2, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"1949";"2102";"658";"1291";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1290";"0";"0";"1290";"36";"12";"24";"0";"1254";"759";"495"
"b3e4-19f4-a64c-039a-d303-af89-9399-4f75";"181101";"55";"31";"miasto";"zakład leczniczy";"Szpital Specjalistyczny im. Edmunda Biernackiego w Mielcu, ul. Żeromskiego 22, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"397";"400";"210";"187";"0";"2";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"4";"4";"0";"0";"183";"129";"54"
"1a06-ac71-6474-4c21-7421-73b8-b470-0416";"181101";"55";"32";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Mielcu, ul. Kardynała Wyszyńskiego 16, 39-300 Mielec";"m. Mielec";"mielecki";"podkarpackie";"140";"142";"65";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"5";"0";"5";"0";"70";"54";"16"
"f128-9aef-4fab-1f4f-b97b-4804-0fd1-16c0";"181102";"55";"1";"wieś";"stały";"Szkoła Podstawowa w Borowej, Borowa 248, 39-305 Borowa";"gm. Borowa";"mielecki";"podkarpackie";"1198";"1302";"438";"760";"0";"1";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"28";"4";"24";"0";"732";"524";"208"
"edad-f247-bce2-45af-e0d8-fa3d-db40-9fd7";"181102";"55";"2";"wieś";"stały";"Budynek szkoły w Pławie, Pławo 73A, 39-305 Borowa";"gm. Borowa";"mielecki";"podkarpackie";"420";"459";"158";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"5";"1";"4";"0";"257";"180";"77"
"811e-6c0c-b753-cca1-4f36-c02c-8b5b-b787";"181102";"55";"3";"wieś";"stały";"Budynek szkoły w Woli Pławskiej, Wola Pławska 36, 39-305 Borowa";"gm. Borowa";"mielecki";"podkarpackie";"179";"206";"51";"128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"128";"4";"2";"2";"0";"124";"104";"20"
"9180-beed-0970-cc07-a526-c881-e668-411d";"181102";"55";"4";"wieś";"stały";"Niepubliczny Zespół Szkół w Górkach, Górki 29, 39-306 Górki";"gm. Borowa";"mielecki";"podkarpackie";"383";"416";"143";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"5";"1";"4";"0";"235";"192";"43"
"abdf-8dc0-0a5c-9209-39a0-cafb-0a16-3069";"181102";"55";"5";"wieś";"stały";"Budynek szkoły w Glinach Wielkich, Gliny Wielkie 47, 39-305 Borowa";"gm. Borowa";"mielecki";"podkarpackie";"251";"274";"89";"162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"7";"0";"7";"0";"155";"123";"32"
"a242-1b13-676a-7a0d-9164-884a-b4ab-d74b";"181102";"55";"6";"wieś";"stały";"Dom Ludowy w Łysakówku, Łysakówek 62, 39-306 Górki";"gm. Borowa";"mielecki";"podkarpackie";"230";"245";"63";"167";"0";"1";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"3";"0";"3";"0";"164";"119";"45"
"aeae-c16a-e6b2-7f2d-7278-5f95-178c-2852";"181102";"55";"7";"wieś";"stały";"Zespół Szkół Społecznych w Glinach Małych, Gliny Małe 99, 39-305 Borowa";"gm. Borowa";"mielecki";"podkarpackie";"470";"510";"183";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"15";"3";"12";"0";"272";"190";"82"
"0b6c-6b0f-4bce-1cb3-7b66-9bea-d222-f34f";"181102";"55";"8";"wieś";"stały";"Dom Strażaka w Surowej, Surowa 44, 39-306 Górki";"gm. Borowa";"mielecki";"podkarpackie";"200";"218";"91";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"109";"0";"0";"109";"4";"2";"2";"0";"105";"68";"37"
"c4b8-00c5-5be3-439d-c302-e509-0c72-231d";"181102";"55";"9";"wieś";"stały";"Dom Wiejsko-Strażacki w Orłowie, Orłów 6A, 39-305  Borowa";"gm. Borowa";"mielecki";"podkarpackie";"191";"198";"87";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"1";"0";"1";"0";"103";"64";"39"
"c02e-424a-7993-7501-747d-21e0-8f7a-ace1";"181102";"55";"10";"wieś";"stały";"Dom Strażaka w Sadkowej Górze, Sadkowa Góra 154, 39-305 Borowa";"gm. Borowa";"mielecki";"podkarpackie";"580";"633";"226";"354";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"13";"1";"12";"0";"341";"244";"97"
"1aa5-7fb2-6890-31bf-dbe7-6a67-4e6f-d267";"181103";"55";"1";"wieś";"stały";"Szkoła Podstawowa w Czerminie, Czermin 454, 39-304 Czermin";"gm. Czermin";"mielecki";"podkarpackie";"1628";"1799";"553";"1075";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"26";"7";"19";"0";"1049";"741";"308"
"e59e-bf37-64e9-06ec-3231-4e38-1af6-7289";"181103";"55";"2";"wieś";"stały";"Szkoła Podstawowa w Trzcianie, Trzciana 289, 39-304 Czermin";"gm. Czermin";"mielecki";"podkarpackie";"1273";"1402";"483";"790";"0";"1";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"21";"9";"12";"0";"769";"638";"131"
"86cb-281e-76d0-17d8-e1cf-1235-41d2-7ad6";"181103";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Brniu Osuchowskim, Breń Osuchowski 64, 39-304 Czermin";"gm. Czermin";"mielecki";"podkarpackie";"374";"408";"162";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"3";"0";"3";"0";"209";"170";"39"
"e721-f9db-9740-1e89-e9e0-ade0-bd46-56e1";"181103";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Ziempniowie, Ziempniów 91, 39-304 Czermin";"gm. Czermin";"mielecki";"podkarpackie";"390";"431";"178";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"5";"3";"2";"0";"207";"171";"36"
"9d13-4881-23a1-0eca-458d-eb9e-3d75-ed15";"181103";"55";"5";"wieś";"stały";"Szkoła Podstawowa w Otałęży, Otałęż 15, 39-305 Borowa";"gm. Czermin";"mielecki";"podkarpackie";"863";"930";"377";"486";"0";"0";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"17";"3";"14";"0";"469";"394";"75"
"afea-262c-972e-1fde-1ee3-e0e7-b0bf-418e";"181103";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Łysakowie, Łysaków 191, 39-304 Czermin";"gm. Czermin";"mielecki";"podkarpackie";"610";"668";"260";"350";"0";"0";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"4";"0";"4";"0";"346";"311";"35"
"cd7c-d449-ce58-9fb0-5279-3d1a-b2c2-6713";"181104";"55";"1";"wieś";"stały";"Szkoła Podstawowa w Gawłuszowicach, Gawłuszowice 5, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"360";"384";"130";"230";"0";"1";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"11";"3";"8";"0";"219";"169";"50"
"1d24-2103-f53c-b6d1-f371-622c-3ba9-73c0";"181104";"55";"2";"wieś";"stały";"Dom Strażaka w Krzemienicy, Krzemienica 76, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"300";"334";"99";"201";"0";"1";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"0";"0";"0";"0";"201";"174";"27"
"1507-130d-9d14-1793-2cea-d6bc-50f4-5ff5";"181104";"55";"3";"wieś";"stały";"Dom Strażaka w Młodochowie, Młodochów 28, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"201";"224";"63";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"2";"1";"1";"0";"136";"107";"29"
"43f5-067d-d614-2efc-220a-9ebe-974f-5001";"181104";"55";"4";"wieś";"stały";"Dom Strażaka w Brzyściu, Brzyście 120, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"220";"235";"77";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"2";"1";"1";"0";"141";"115";"26"
"b9e0-a328-3eca-7b62-ed48-bfbf-c8fb-e307";"181104";"55";"5";"wieś";"stały";"Dom Strażaka w Kliszowie, Kliszów 108, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"440";"470";"132";"308";"0";"3";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"10";"3";"7";"0";"298";"234";"64"
