"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Leszek Henryk BUBEL";"Andrzej MACIEJEWSKI";"Jarosław Marek SŁOMA";"Lidia Ewa STAROŃ"
"9338-734c-0213-8bbb-7d88-d1d4-c12b-af80";"281405";"86";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Grazymach, Grazymy 1, 11-036 Gietrzwałd";"gm. Gietrzwałd";"olsztyński";"warmińsko-mazurskie";"35";"35";"16";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"5";"2";"3";"0";"14";"3";"4";"3";"4"
"7934-326b-e1ab-e7f8-dbe4-dc79-853e-fe66";"281406";"86";"1";"miasto";"stały";"Ośrodek Sportu i Rekreacji, ul. Konopnickiej 13E, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"1241";"1267";"601";"640";"1";"0";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"18";"0";"18";"0";"622";"7";"67";"113";"435"
"6cb2-511b-4411-a2a6-8124-39d1-83ca-6128";"281406";"86";"2";"miasto";"stały";"Zespół Szkół Ponadpodstawowych, ul. Mickiewicza 11, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"1041";"1143";"539";"502";"0";"1";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"14";"0";"14";"0";"488";"30";"57";"83";"318"
"e409-7bcc-baa5-bc61-a851-a68b-0eb2-5125";"281406";"86";"3";"wieś";"stały";"Świetlica wiejska, Wójtówko 17/2, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"360";"391";"194";"166";"1";"0";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"7";"0";"7";"0";"159";"9";"27";"25";"98"
"cb51-943e-926b-7ee6-fec2-b3b3-bcb2-406f";"281406";"86";"4";"wieś";"stały";"Miejski Ośrodek Kultury, ul. Konopnickiej 4, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"1350";"1463";"698";"652";"2";"2";"1";"1";"0";"0";"0";"0";"1";"653";"1";"0";"653";"14";"4";"10";"0";"639";"39";"98";"85";"417"
"16c2-1638-aa50-5321-9d96-b195-a2b9-13cd";"281406";"86";"5";"wieś";"stały";"Świetlica wiejska, Radostowo 36, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"748";"819";"438";"310";"1";"3";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"13";"3";"10";"0";"297";"13";"56";"41";"187"
"2e60-8269-e055-877c-2ba7-1093-714b-5451";"281406";"86";"6";"wieś";"stały";"Świetlica wiejska, Franknowo 14A, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"731";"800";"419";"312";"0";"3";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"10";"1";"9";"0";"302";"14";"39";"36";"213"
"cb5c-fab6-fb55-c4ce-1c38-a648-62d9-e27b";"281406";"86";"7";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Kajki 49, 11-320 Jeziorany";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"91";"85";"53";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"38";"5";"2";"3";"0";"33";"17";"6";"3";"7"
"a2c8-154d-0890-04bd-584a-ea11-0d14-1568";"281406";"86";"8";"wieś";"oddział zewnętrzny zakładu karnego";"Oddział Zewnętrzny w Kikitach Zakładu Karnego w Barczewie, Kikity 21, 11-311 Kolno";"gm. Jeziorany";"olsztyński";"warmińsko-mazurskie";"54";"47";"19";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"0";"0";"0";"0";"35";"2";"9";"4";"20"
"0ad5-d464-72bd-b39e-0d1b-591c-c09c-7a98";"281407";"86";"1";"wieś";"stały";"Szkoła Podstawowa w Jonkowie (Świetlica), ul. Ks. Jana Hanowskiego 29, 11-042 Jonkowo";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";"1522";"1675";"414";"1108";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"0";"1108";"15";"3";"12";"0";"1093";"21";"143";"303";"626"
"2a64-0df8-5a91-58f1-5111-a113-5818-a75c";"281407";"86";"2";"wieś";"stały";"Szkoła Podstawowa we Wrzesinie (hol na parterze), Wrzesina 43, 11-042 Jonkowo";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";"1152";"1265";"452";"700";"0";"4";"0";"0";"0";"0";"0";"0";"0";"700";"0";"0";"700";"10";"9";"1";"0";"690";"25";"97";"151";"417"
"d980-37e2-b91b-fa7f-a918-802b-a3ae-c448";"281407";"86";"3";"wieś";"stały";"Szkoła Podstawowa w Nowym Kawkowie (Świetlica), Nowe Kawkowo 25, 11-042 Jonkowo";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";"637";"700";"306";"331";"0";"3";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"4";"0";"4";"0";"327";"12";"48";"95";"172"
"1bc9-5e5b-afcd-c95d-04aa-a3f0-9346-6119";"281407";"86";"4";"wieś";"stały";"Szkoła Podstawowa w Jonkowie-sala nr 1, ul. Ks. Jana Hanowskiego 29, 11-042 Jonkowo";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";"1101";"1183";"461";"640";"0";"3";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"9";"1";"8";"0";"631";"15";"118";"154";"344"
"9fb6-5456-e7e5-733a-9f7d-bd6a-07e8-684c";"281407";"86";"5";"wieś";"stały";"Szkoła Podstawowa w Jonkowie sala nr 27, ul. Ks. Jana Hanowskiego 29, 11-042 Jonkowo";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";"800";"879";"289";"511";"1";"7";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"6";"2";"4";"0";"505";"14";"56";"183";"252"
"b385-ab22-9b7c-dd3f-bb3c-d2ba-4e57-8cd6";"281407";"86";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Jonkowie, ul. Lipowa 9, 11-042 Jonkowo";"gm. Jonkowo";"olsztyński";"warmińsko-mazurskie";"38";"50";"19";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"2";"1";"1";"0";"17";"3";"5";"1";"8"
"b927-1d5c-30bf-40ac-8b40-36c7-0b23-7e14";"281408";"86";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Kolnie, Kolno 25b, 11-311 Kolno";"gm. Kolno";"olsztyński";"warmińsko-mazurskie";"881";"954";"521";"360";"1";"5";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"10";"2";"8";"0";"350";"14";"42";"73";"221"
"7978-bd2d-f4d6-26ca-096e-7dbe-9cbb-a9d2";"281408";"86";"2";"wieś";"stały";"Biblioteka Publiczna Gminy Kolno z siedzibą w Lutrach, Lutry 12, 11-311 Kolno";"gm. Kolno";"olsztyński";"warmińsko-mazurskie";"755";"826";"351";"404";"0";"3";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"10";"0";"10";"0";"394";"17";"72";"47";"258"
"3e53-a050-7072-6b46-bfc8-e5a2-364c-633d";"281408";"86";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Kolnie filia w Bęsi pn. ""Centrum Kultury w Bęsi"", Bęsia 24, 11-311 Kolno";"gm. Kolno";"olsztyński";"warmińsko-mazurskie";"711";"786";"344";"367";"0";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"18";"1";"17";"0";"349";"14";"46";"43";"246"
"2085-0a4d-899c-e437-64dc-fe9a-5649-4ff1";"281409";"86";"1";"miasto";"stały";"Miejska Biblioteka Publiczna w Olsztynku, parter, wejście od ul. Warszawskiej, Ratusz 1, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"517";"573";"160";"357";"0";"9";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"8";"3";"5";"0";"349";"8";"48";"90";"203"
"f621-b0bf-7ab1-12ed-3000-c39f-a790-d7c7";"281409";"86";"2";"miasto";"stały";"Miejski Dom Kultury w Olsztynku, ul. Chopina 29, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"581";"638";"267";"314";"0";"5";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"4";"0";"4";"0";"308";"6";"43";"89";"170"
"c8c5-379a-9ca0-ed1b-ec50-c787-102e-1628";"281409";"86";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Noblistów Polskich w Olsztynku, Sala Nr 5, ul. Górna 5, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"717";"793";"290";"427";"1";"1";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"4";"0";"4";"0";"423";"18";"44";"74";"287"
"2adb-7476-b08d-9344-63b6-658e-57e5-fdb2";"281409";"86";"4";"miasto";"stały";"Przedszkole Miejskie w Olsztynku, ul. Szkolna 9, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"599";"675";"232";"367";"0";"5";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"10";"1";"9";"0";"357";"6";"40";"95";"216"
"f90f-8492-668e-cf1b-32d9-1569-adf6-6863";"281409";"86";"5";"miasto";"stały";"I Liceum Ogólnokształcące w Olsztynku, ul. Klikowicza 4, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"777";"857";"378";"399";"0";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"5";"0";"5";"0";"394";"14";"52";"84";"244"
"5010-2050-6237-d66b-804b-92fc-ae4f-8772";"281409";"86";"6";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Olsztynku, Stołówka na parterze, ul. Niepodległości 19, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"801";"868";"379";"422";"2";"3";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"7";"1";"6";"0";"415";"21";"77";"94";"223"
"fc15-964d-740a-2579-7470-8d33-3b00-6815";"281409";"86";"7";"miasto";"stały";"Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich im. Świętego Jana Pawła II, ul. Pionierów 7, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"657";"718";"220";"437";"3";"2";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"13";"3";"10";"0";"424";"12";"43";"105";"264"
"d7da-7ab9-75b4-aac2-bca1-5c36-38ca-a749";"281409";"86";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Noblistów Polskich w Olsztynku, Sala Nr 16, ul. Górna 5, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"560";"614";"225";"335";"0";"0";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"7";"1";"6";"0";"328";"11";"34";"72";"211"
"2a25-adff-7ace-b964-d5f0-e05a-7955-22a3";"281409";"86";"9";"wieś";"stały";"Szkoła Podstawowa im. Erwina Kruka w Elgnówku, Elgnówko 27, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"250";"282";"163";"87";"0";"1";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"87";"1";"0";"1";"0";"86";"5";"16";"19";"46"
"3328-02d9-77e2-b420-cc9c-a7e3-985f-8b4a";"281409";"86";"10";"wieś";"stały";"Świetlica w Mańkach, Mańki 5a, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"291";"316";"146";"145";"0";"1";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"2";"0";"2";"0";"143";"1";"12";"26";"104"
"b5cb-4816-2493-d9ac-f604-5768-8e6f-1e4e";"281409";"86";"11";"wieś";"stały";"Świetlica w Mierkach, Mierki 33a, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"487";"536";"213";"274";"0";"1";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"6";"1";"5";"0";"268";"8";"40";"73";"147"
"b279-d12f-bf1c-d7df-1d91-2008-81fa-bda1";"281409";"86";"12";"wieś";"stały";"Gospodarstwo Rybackie ""Szwaderki"" Sp. z o. o. w Swaderkach, Swaderki 13a, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"500";"577";"235";"265";"1";"16";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"4";"1";"3";"0";"261";"13";"57";"61";"130"
"5078-a418-d30f-16ae-907a-bc89-fee7-f18d";"281409";"86";"13";"wieś";"stały";"Świetlica w Kunkach, Kunki 29, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"676";"760";"337";"339";"0";"3";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"3";"0";"3";"0";"336";"18";"48";"81";"189"
"138e-cb25-16f9-1116-ef4d-7ee5-e31a-e7a3";"281409";"86";"14";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Waplewie, Waplewo 15, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"720";"790";"369";"351";"0";"8";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"8";"0";"8";"0";"343";"7";"34";"94";"208"
"861f-edbd-7438-6b03-5446-5f61-2ea8-bf9e";"281409";"86";"15";"wieś";"stały";"Świetlica w Królikowie, Królikowo 13a, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"539";"599";"245";"294";"1";"0";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"12";"3";"9";"0";"282";"16";"37";"30";"199"
"8fbd-95d8-e5fd-c986-da93-b034-3556-2f91";"281409";"86";"16";"wieś";"stały";"Świetlica w Pawłowie, Pawłowo 8a, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"280";"313";"126";"154";"0";"2";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"1";"0";"1";"0";"153";"11";"27";"25";"90"
"604a-1d58-380b-31fd-61ce-a356-972b-575e";"281409";"86";"17";"wieś";"stały";"Świetlica w Platynach, Platyny 8a, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"381";"418";"226";"155";"0";"1";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"155";"8";"1";"7";"0";"147";"7";"29";"21";"90"
"51c3-f555-6fd3-492d-4b7f-0712-b231-ba41";"281409";"86";"18";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. rotmistrza Witolda Pileckiego w Olsztynku, wejście od alei prowadzącej na Podzamcze, korytarz przed salą gimnastyczną, ul. Ostródzka 2, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"270";"298";"134";"136";"0";"4";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"2";"0";"2";"0";"134";"15";"18";"27";"74"
"0870-e596-13ee-a0ba-082f-0339-8bd7-05ad";"281409";"86";"19";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Zacisze”, ul. Park 5, 11-015 Olsztynek";"gm. Olsztynek";"olsztyński";"warmińsko-mazurskie";"110";"139";"74";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"2";"0";"2";"0";"34";"9";"18";"5";"2"
"d122-7321-218c-ce37-2dba-1863-93c9-0a23";"281410";"86";"1";"wieś";"stały";"Świetlica Wiejska w Purdzie, Purda 12B, 11-030 Purda";"gm. Purda";"olsztyński";"warmińsko-mazurskie";"1469";"1610";"686";"783";"0";"12";"0";"0";"0";"0";"0";"0";"0";"782";"0";"1";"781";"15";"2";"13";"0";"766";"28";"110";"172";"456"
"bfb9-7a76-8d07-e83e-d778-73b1-5149-a4b5";"281410";"86";"2";"wieś";"stały";"Świetlica Wiejska w Giławach, Giławy 2C, 11-030 Purda";"gm. Purda";"olsztyński";"warmińsko-mazurskie";"230";"254";"124";"106";"0";"5";"0";"0";"0";"0";"0";"0";"0";"106";"0";"0";"106";"3";"0";"3";"0";"103";"2";"17";"28";"56"
"8c0f-bed1-ece4-9776-acea-9b94-0a88-e0a8";"281410";"86";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Butrynach, Butryny 1A, 10-687 Olsztyn";"gm. Purda";"olsztyński";"warmińsko-mazurskie";"722";"801";"356";"366";"0";"9";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"10";"1";"9";"0";"356";"11";"26";"94";"225"
"1c4e-8e8f-7e1a-ea9e-73ac-79bd-c093-7758";"281410";"86";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Klebarku Wielkim, Klebark Wielki 9, 10-687 Olsztyn";"gm. Purda";"olsztyński";"warmińsko-mazurskie";"1149";"1251";"430";"719";"0";"8";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"9";"1";"8";"0";"710";"18";"90";"211";"391"
"2b88-4721-bf89-154f-6955-a611-6a91-e272";"281410";"86";"5";"wieś";"stały";"Świetlica Wiejska w Klewkach, Klewki 15, 10-687 Olsztyn";"gm. Purda";"olsztyński";"warmińsko-mazurskie";"2018";"2201";"682";"1336";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1335";"0";"0";"1335";"18";"4";"14";"0";"1317";"32";"146";"304";"835"
"a8d1-c621-a23f-0460-afa1-cdcf-cadf-a0ca";"281410";"86";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Nowej Wsi, Nowa Wieś 9A, 11-030 Purda";"gm. Purda";"olsztyński";"warmińsko-mazurskie";"578";"632";"253";"325";"0";"5";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"4";"0";"4";"0";"321";"15";"30";"99";"177"
"a945-8b71-4fdc-ef8d-9240-e5bd-2c72-1f87";"281411";"86";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Stawigudzie Budynek A, ul. Warszawska 5, 11-034 Stawiguda";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"1387";"1555";"249";"1139";"2";"53";"0";"0";"0";"0";"0";"0";"0";"1138";"0";"0";"1138";"17";"3";"14";"0";"1121";"29";"116";"447";"529"
"6fa7-d0de-c347-3645-e472-b4e5-d9fd-2380";"281411";"86";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Stawigudzie Budynek B, ul. Leśna 2, 11-034 Stawiguda";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"570";"647";"186";"384";"0";"8";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"8";"1";"7";"0";"376";"8";"31";"142";"195"
"0aa5-e75c-d5da-8627-2604-ae59-d8ed-63d9";"281411";"86";"3";"wieś";"stały";"Świetlica wiejska w Gryźlinach, Gryźliny ul. Spacerowa 8, 11-034 Stawiguda";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"439";"484";"169";"270";"0";"3";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"4";"0";"4";"0";"266";"9";"35";"60";"162"
"339f-b1d5-5e03-f42e-c1e2-2893-c18b-993e";"281411";"86";"4";"wieś";"stały";"Klub w Dorotowie, Dorotowo 34, 11-034 Stawiguda";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"509";"553";"97";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"12";"1";"11";"0";"400";"10";"31";"169";"190"
"5ddd-fca7-1ef6-c940-ef4d-4f3d-3455-e8d2";"281411";"86";"5";"wieś";"stały";"Świetlica ""Dom Warmiński"" w Tomaszkowie, Tomaszkowo ul. Żurawia 3, 11-034 Stawiguda";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"561";"607";"118";"443";"0";"9";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"8";"2";"6";"0";"435";"16";"42";"171";"206"
"3c5e-32a4-424d-61ca-1d1d-9f4b-65d3-3bfc";"281411";"86";"6";"wieś";"stały";"Przedszkole w Bartągu, Bartąg ul. Nad Łyną 57, 10-687 Olsztyn";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"729";"831";"149";"580";"1";"4";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"13";"3";"10";"0";"567";"16";"67";"138";"346"
"0f93-fa4b-fbce-e317-0595-7791-6711-c554";"281411";"86";"7";"wieś";"stały";"Szkoła Podstawowa w Rusi Filia w Bartągu, Parter (stołówka), Bartąg ul. Jeziorna 24, 10-687 Olsztyn";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"1136";"1322";"196";"940";"0";"5";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"17";"1";"16";"0";"923";"25";"79";"307";"512"
"15d8-7373-b488-a99a-9d1d-4fd8-7b82-b3a2";"281411";"86";"8";"wieś";"stały";"Szkoła Podstawowa w Rusi Filia w Bartągu, I piętro (świetlica), Bartąg ul. Jeziorna 24, 10-687 Olsztyn";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"1247";"1415";"231";"1016";"0";"9";"2";"2";"2";"0";"0";"0";"0";"1016";"0";"0";"1016";"14";"3";"11";"0";"1002";"28";"84";"281";"609"
"9055-a137-8faf-ad24-e5e0-c4e5-d58b-a223";"281411";"86";"9";"wieś";"stały";"Świetlica NAD ŁYNĄ w Rusi, Ruś 6, 10-687 Olsztyn";"gm. Stawiguda";"olsztyński";"warmińsko-mazurskie";"529";"584";"180";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"2";"0";"2";"0";"347";"11";"48";"89";"199"
"2bd6-8d3d-4e60-a1a3-29b4-1aba-bd0f-6665";"281412";"86";"1";"wieś";"stały";"Szkoła Podstawowa w Świątkach, Świątki 95, 11-008 Świątki";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";"619";"677";"238";"381";"0";"1";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"5";"2";"3";"0";"376";"21";"66";"68";"221"
"d87a-7857-3767-932e-60b9-ce4e-61f7-1e1e";"281412";"86";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Świątkach, Świątki 5a, 11-008 Świątki";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";"721";"779";"385";"336";"1";"4";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"8";"1";"7";"0";"328";"13";"42";"70";"203"
"dae5-ab4c-c61d-9783-0f43-2511-c718-7cce";"281412";"86";"3";"wieś";"stały";"Świetlica Wiejska w Kwiecewie, Kwiecewo 25, 11-008 Świątki";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";"509";"570";"259";"250";"0";"1";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"9";"1";"8";"0";"241";"12";"39";"36";"154"
"6f40-b0db-0345-3990-3312-3f72-58b2-cba0";"281412";"86";"4";"wieś";"stały";"Świetlica Wiejska w Brzydowie, Brzydowo 52, 11-008 Świątki";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";"319";"357";"205";"114";"0";"0";"0";"0";"0";"0";"0";"0";"0";"114";"0";"0";"114";"5";"1";"4";"0";"109";"7";"24";"14";"64"
"eb87-6a72-d3a1-117e-72b0-8035-bf64-b106";"281412";"86";"5";"wieś";"stały";"Świetlica Wiejska w Skolitach, Skolity 3a, 11-008 Świątki";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";"430";"471";"208";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"7";"0";"7";"0";"215";"13";"21";"43";"138"
"8590-e63c-8a71-eec9-09ff-7d64-5bd0-15ea";"281412";"86";"6";"wieś";"stały";"Świetlica Wiejska we Włodowie, Włodowo 46, 11-008 Świątki";"gm. Świątki";"olsztyński";"warmińsko-mazurskie";"250";"279";"163";"87";"0";"2";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"87";"4";"0";"4";"0";"83";"3";"18";"12";"50"
"f88d-30e2-1710-d408-822a-a435-f97b-e407";"281701";"86";"1";"miasto";"stały";"Warsztaty Szkolne przy Zespole Szkół Nr 1, ul. Śląska 14, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"862";"916";"273";"589";"2";"2";"0";"0";"0";"0";"0";"0";"0";"589";"0";"0";"589";"11";"5";"6";"0";"578";"18";"55";"139";"366"
"260f-910b-2f71-c78f-fa34-bb0d-0564-f2a0";"281701";"86";"2";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 2 im. Wojciecha Kętrzyńskiego, ul. Wojciecha Kętrzyńskiego 6, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"749";"796";"200";"549";"0";"9";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"8";"1";"7";"0";"541";"19";"47";"164";"311"
"dab6-ee4c-7129-7600-94ba-1b3e-5cfc-aa70";"281701";"86";"3";"miasto";"stały";"Zespół Szkół Nr 1 im. Stanisława Staszica, ul. Adama Mickiewicza 10, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"701";"770";"273";"428";"0";"22";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"15";"2";"13";"0";"413";"13";"60";"105";"235"
"2fd1-7514-1bac-98b7-c74c-c512-3bb8-eeff";"281701";"86";"4";"miasto";"stały";"Urząd Miejski w Szczytnie, ul. Henryka Sienkiewicza 1, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"521";"580";"182";"339";"1";"14";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"6";"4";"2";"0";"333";"4";"52";"80";"197"
"afd0-7f42-3c93-8297-c453-1b5a-7175-1f02";"281701";"86";"5";"miasto";"stały";"Dom Studencki Wyższej Szkoły Policji w Szczytnie, ul. Bolesława Chrobrego 12, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1028";"1143";"389";"639";"0";"12";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"13";"8";"5";"0";"625";"26";"90";"122";"387"
