"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Arkadiusz Jakub GRABOWSKI";"Marcin Teodor LAZAR";"Beata Maria MAŁECKA-LIBERA";"Katarzyna Stanisława ZAGAJSKA"
"de4c-15bd-f202-8685-4396-c997-43d3-5ed9";"240104";"76";"10";"wieś";"stały";"Remiza OSP, Wymysłów ul. Kościuszki 21, 42-584 Dobieszowice";"gm. Bobrowniki";"będziński";"śląskie";"500";"547";"133";"367";"0";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"5";"2";"3";"0";"362";"116";"54";"171";"21"
"e84d-96e5-4d55-da08-3a05-27fb-d855-0022";"240105";"76";"1";"wieś";"stały";"Gminna Biblioteka Publiczna w Mierzęcicach, ul. Wolności 62a, 42-460  Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"900";"977";"305";"595";"0";"0";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"10";"3";"7";"0";"585";"242";"92";"228";"23"
"7e09-3433-1a88-d34f-098a-96db-1e22-428d";"240105";"76";"2";"wieś";"stały";"Szkoła Podstawowa w Przeczycach, Przeczyce ul. Tysiąclecia 6, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"1100";"1213";"387";"713";"0";"3";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"5";"2";"3";"0";"708";"301";"108";"253";"46"
"1da7-e924-ac2f-ea1d-7d05-ff98-f24c-f40b";"240105";"76";"3";"wieś";"stały";"Szkoła Podstawowa w Toporowicach, Toporowice ul. Czerwonego Zagłębia 6, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"700";"779";"221";"479";"0";"3";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"10";"2";"8";"0";"469";"182";"95";"157";"35"
"dcad-ca25-e03b-9c2c-b380-81d6-4897-da1d";"240105";"76";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Nowej Wsi, Nowa Wieś ul. Zawadzkiego 161, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"749";"832";"233";"516";"0";"7";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"8";"1";"7";"0";"508";"237";"79";"163";"29"
"b82c-8565-e1c7-5969-6804-5aa8-2261-512e";"240105";"76";"5";"wieś";"stały";"Szkoła Podstawowa w Boguchwałowicach, Boguchwałowice ul. Buczka 1, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"650";"719";"224";"426";"0";"12";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"5";"0";"5";"0";"421";"212";"53";"137";"19"
"e381-c601-4ff9-85c6-8dfa-ada1-024c-713d";"240105";"76";"6";"wieś";"stały";"Remiza OSP w Sadowiu, Sadowie ul. Dworska 3 B, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"450";"484";"159";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"4";"0";"4";"0";"287";"112";"50";"114";"11"
"c034-7656-76bf-36b1-b2e0-079b-3ce6-a27b";"240105";"76";"7";"wieś";"stały";"Szkoła Podstawowa Nr 2 w Mierzęcicach, ul. Kolejowa 122, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"570";"620";"156";"414";"0";"0";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"4";"0";"4";"0";"410";"95";"82";"215";"18"
"e921-8077-9116-eb05-6437-598d-539a-6584";"240105";"76";"8";"wieś";"stały";"Siedziba OSP w Mierzęcicach II, ul. Kolejowa 1, 42-460 Mierzęcice";"gm. Mierzęcice";"będziński";"śląskie";"480";"529";"188";"292";"0";"4";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"1";"0";"1";"0";"291";"141";"37";"100";"13"
"64d9-d29f-5328-c39e-7204-3285-1a29-9a60";"240106";"76";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Dąbiu, Dąbie ul. Pocztowa 34, 42-504 Będzin";"gm. Psary";"będziński";"śląskie";"790";"878";"235";"555";"0";"0";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"2";"0";"2";"0";"553";"192";"98";"235";"28"
"e394-ea20-9b45-d480-2642-2d8f-af9f-8c03";"240106";"76";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Goląszy-Brzękowicach, Brzękowice Górne 2, 42-504 Będzin";"gm. Psary";"będziński";"śląskie";"519";"568";"200";"319";"0";"1";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"4";"1";"3";"0";"315";"130";"52";"116";"17"
"f41f-1070-f2f0-d621-e853-6298-63d0-047d";"240106";"76";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Górze Siewierskiej, Góra Siewierska ul. Szopena 5, 42-575 Strzyżowice";"gm. Psary";"będziński";"śląskie";"750";"827";"182";"568";"0";"0";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"11";"2";"9";"0";"557";"193";"82";"262";"20"
"535a-e708-e60a-f8bf-e6d5-1303-81a0-5e8f";"240106";"76";"4";"wieś";"stały";"Szkoła Podstawowa im. Emilii Gierczak w Gródkowie, Grodków ul. Leśna 2, 42-575 Strzyżowice";"gm. Psary";"będziński";"śląskie";"720";"790";"173";"547";"0";"3";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"4";"1";"3";"0";"543";"138";"113";"269";"23"
"ebb1-6df2-6dec-1ce2-8429-8439-89b7-21d3";"240106";"76";"5";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Malinowicach, Malinowice ul. Szkolna 23, 42-512 Psary";"gm. Psary";"będziński";"śląskie";"550";"614";"114";"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"10";"0";"10";"0";"426";"117";"45";"250";"14"
"f985-a99c-4c0a-0ee1-724c-6eca-adc7-31a9";"240106";"76";"6";"wieś";"stały";"Ośrodek Kultury w Preczowie, Preczów ul. Dębowa 1, 42-512 Psary";"gm. Psary";"będziński";"śląskie";"700";"759";"197";"503";"0";"10";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"5";"2";"3";"0";"498";"147";"93";"222";"36"
"620f-6f6f-cf1c-32c3-a1ec-632d-8e93-6965";"240106";"76";"7";"wieś";"stały";"Szkoła Podstawowa im. marszałka Józefa Piłsudskiego w Psarach, ul. Szkolna 32, 42-512 Psary";"gm. Psary";"będziński";"śląskie";"2046";"2296";"606";"1440";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1440";"0";"0";"1440";"21";"10";"11";"0";"1419";"514";"247";"581";"77"
"6e2a-2a52-c348-935e-ee3d-7d4b-cd17-4dd4";"240106";"76";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny Nr 2 w Sarnowie (Szkoła Podstawowa im. Alfreda Szklarskiego), Sarnów ul. Szkolna 5, 42-512 Psary";"gm. Psary";"będziński";"śląskie";"1450";"1567";"379";"1071";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1071";"0";"0";"1071";"17";"6";"11";"0";"1054";"379";"163";"459";"53"
"d30e-ab18-55a5-3729-aa38-75ec-1d28-e218";"240106";"76";"9";"wieś";"stały";"Przedszkole Publiczne im. Misia Uszatka w Strzyżowicach, ul. 1 Maja 17, 42-575 Strzyżowice";"gm. Psary";"będziński";"śląskie";"1350";"1528";"422";"928";"0";"6";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"12";"6";"6";"0";"916";"295";"152";"428";"41"
"2822-b359-82a5-b6f2-7080-5fec-42ad-28bf";"240107";"76";"1";"miasto";"stały";"Liceum Ogólnokształcące w Siewierzu, ul. Kościuszki 15, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"2249";"2477";"757";"1492";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1492";"0";"0";"1492";"26";"6";"20";"0";"1466";"572";"165";"661";"68"
"c4d1-354b-9dc0-f387-c396-439f-22c4-29bf";"240107";"76";"2";"miasto";"stały";"Miejsko-Gminne Centrum Kultury Sportu i Turystyki w Siewierzu, ul. Słowackiego 2a, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"1850";"1994";"528";"1322";"6";"10";"0";"0";"0";"0";"0";"0";"0";"1322";"0";"0";"1322";"14";"4";"10";"0";"1308";"459";"137";"653";"59"
"d182-cc28-3be3-c55d-6d30-99a1-551b-892d";"240107";"76";"3";"wieś";"stały";"Centrum Kulturalno-Edukacyjne w Brudzowicach, Brudzowice, Szkolna ul. Szkolna 2, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"900";"974";"361";"539";"0";"3";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"13";"1";"12";"0";"526";"290";"64";"154";"18"
"37c0-5ff9-9319-cc25-fccf-3550-131c-cf70";"240107";"76";"4";"wieś";"stały";"Budynek szkolny w Dziewkach, Dziewki ul. Niwy 16, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"521";"574";"167";"354";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"0";"0";"0";"0";"354";"184";"39";"121";"10"
"c5dc-a47a-be5f-c73a-2465-b216-8f44-d8e8";"240107";"76";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wojkowicach Kościelnych, ul. Zachodnia 4, 42-510 Wojkowice Kościelne";"gm. Siewierz";"będziński";"śląskie";"1997";"2204";"555";"1442";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1442";"0";"0";"1442";"13";"4";"9";"0";"1429";"621";"151";"490";"167"
"c4e2-b640-f494-f6da-ec45-4fb2-d520-a11f";"240107";"76";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Żelisławicach, Żelisławice ul. Przyszłości 9, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"1350";"1455";"476";"874";"1";"5";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"11";"5";"6";"0";"863";"462";"94";"273";"34"
"b625-3df5-e2b7-9401-ac62-d938-e275-b439";"240107";"76";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Gołuchowicach, Gołuchowice 82, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"280";"309";"102";"178";"0";"1";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"2";"2";"0";"0";"176";"94";"12";"56";"14"
"7780-75fd-bb84-895c-92c5-04a1-6c83-b385";"240107";"76";"8";"miasto";"zakład leczniczy";"Szpital Chorób Płuc w Siewierzu Sp. z o. o., ul. Zbigniewa Oleśnickiego 21, 42-470 Siewierz";"gm. Siewierz";"będziński";"śląskie";"40";"27";"20";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"6";"3";"7";"4"
"7789-6206-345a-cf62-3e72-7119-9434-2dfb";"240108";"76";"1";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Jana Baranowskiego, ul. Browarna 55, 41-260 Sławków";"m. Sławków";"będziński";"śląskie";"1050";"1125";"341";"709";"0";"7";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"13";"3";"10";"0";"696";"272";"76";"308";"40"
"cecb-62f1-2313-61bb-7a4c-5e6e-6bde-9cd2";"240108";"76";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Jana Baranowskiego, ul. Browarna 55, 41-260 Sławków";"m. Sławków";"będziński";"śląskie";"940";"1035";"292";"648";"1";"2";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"18";"5";"13";"0";"630";"276";"65";"265";"24"
"63d1-16f0-ac81-f1d7-cfd4-66b6-9708-4765";"240108";"76";"3";"miasto";"stały";"Zespół Szkół im. Jana Pawła II, ul. gen. Władysława Sikorskiego 4, 41-260 Sławków";"m. Sławków";"będziński";"śląskie";"1000";"1099";"269";"731";"2";"0";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"12";"6";"6";"0";"719";"342";"76";"259";"42"
"241e-f290-49f8-b4a4-b23a-5ed3-0e8c-5d96";"240108";"76";"4";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. gen. Władysława Sikorskiego 4, 41-260 Sławków";"m. Sławków";"będziński";"śląskie";"1049";"1153";"307";"742";"1";"3";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"10";"10";"0";"0";"732";"326";"67";"308";"31"
"8025-3318-ea45-cad0-8908-fed9-dbf5-6981";"240108";"76";"5";"miasto";"stały";"Szkolne Schronisko Młodzieżowe, Sławków, Niwa ul. Niwa 45, 41-260 Sławków";"m. Sławków";"będziński";"śląskie";"1000";"1122";"322";"678";"1";"2";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"11";"1";"10";"0";"667";"244";"83";"300";"40"
"ee33-1556-5a48-3aa7-45a4-0837-61a3-8d57";"241601";"76";"1";"miasto";"stały";"Miejski Ośrodek Kultury (parter-korytarz), ul. Adama Mickiewicza 2, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"650";"725";"228";"422";"0";"2";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"4";"2";"2";"0";"417";"165";"43";"185";"24"
"7af4-96ac-2c7a-e63c-4f0e-4b90-13a7-f858";"241601";"76";"2";"miasto";"stały";"Miejski Ośrodek Kultury (parter-sala gimnastyczna), ul. Adama Mickiewicza 2, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"1050";"1156";"381";"669";"1";"0";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"9";"3";"6";"0";"660";"243";"47";"341";"29"
"6e64-34c3-3b1c-f148-3991-dea0-46eb-f712";"241601";"76";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 (świetlica), ul. Wojska Polskiego 4, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"1200";"1313";"441";"759";"4";"4";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"10";"7";"3";"0";"749";"264";"67";"387";"31"
"2901-41d7-c803-60d9-5278-a2f8-7a1a-cb74";"241601";"76";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 (sala gimnastyczna), ul. Wojska Polskiego 4, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"1000";"1111";"326";"674";"3";"0";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"12";"2";"10";"0";"662";"221";"69";"350";"22"
"f944-d30f-69be-1aae-f25d-5de8-867d-00d0";"241601";"76";"5";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wiedzy 3, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"1100";"1227";"330";"770";"4";"4";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"7";"0";"7";"0";"762";"304";"70";"355";"33"
"cfeb-76ee-bf79-4bbd-b7c1-260d-438e-2f8b";"241601";"76";"6";"miasto";"stały";"Budynek byłej Szkoły Podstawowej nr 3, ul. Siewierska 44, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"750";"840";"246";"504";"0";"5";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"5";"0";"5";"0";"499";"184";"66";"237";"12"
"1667-8e5f-0a39-ba42-545f-e521-6ceb-0268";"241601";"76";"7";"miasto";"stały";"Remiza OSP, ul. Mikołaja Kopernika 66, 42-480 Poręba";"m. Poręba";"zawierciański";"śląskie";"550";"608";"155";"395";"2";"0";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"2";"1";"1";"0";"393";"211";"49";"122";"11"
"ef42-5046-5785-e264-20a6-3ec8-92c1-466b";"241601";"76";"8";"miasto";"zakład karny";"Zakład Karny Wojkowice-Oddział Zewnętrzny w Ciągowicach, ul. Wojska Polskiego 10, 42-450 Łazy";"m. Poręba";"zawierciański";"śląskie";"265";"246";"180";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"85";"1";"0";"1";"0";"84";"16";"12";"42";"14"
"d28d-6134-5512-fb07-ce0e-9f27-c161-4ef0";"241602";"76";"1";"miasto";"stały";"Przedszkole Integracyjne Nr 3, ul. Ks. Kardynała Stefana Wyszyńskiego 5, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1065";"242";"708";"1";"2";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"6";"3";"3";"0";"702";"286";"75";"297";"44"
"cdbf-fde9-cc43-a126-d224-1080-9f29-31f6";"241602";"76";"2";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Powstańców Śląskich 18, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"848";"910";"254";"594";"1";"0";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"4";"0";"4";"0";"590";"206";"58";"306";"20"
"663c-9161-625f-ab63-ee80-7bb6-d398-3a9b";"241602";"76";"3";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Powstańców Śląskich 18, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1058";"251";"699";"0";"1";"1";"1";"0";"0";"0";"0";"1";"700";"1";"0";"700";"16";"5";"11";"0";"684";"246";"65";"340";"33"
"b8dd-aa2b-ff3b-b5d1-ee99-e9d4-757a-ad25";"241602";"76";"4";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Ignacego Daszyńskiego 2, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1000";"1084";"290";"710";"1";"3";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"7";"5";"2";"0";"703";"264";"63";"349";"27"
"79df-1db2-82e6-05ed-0aaa-03a5-67df-44e3";"241602";"76";"5";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Ignacego Paderewskiego 49, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1350";"1475";"510";"840";"0";"9";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"9";"3";"6";"0";"831";"334";"85";"372";"40"
"9b82-98ae-9b9d-cc42-343f-aae9-df6f-420c";"241602";"76";"6";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Ignacego Daszyńskiego 2, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"700";"733";"222";"478";"0";"6";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"8";"4";"4";"0";"470";"169";"55";"232";"14"
"0a3a-73b7-399e-22e9-adfa-a895-1f22-d8d8";"241602";"76";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Marii Skłodowskiej-Curie 16, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1040";"235";"715";"2";"2";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"17";"7";"10";"0";"698";"247";"68";"361";"22"
"5f33-5775-5b3e-2788-50af-b9b2-a92d-195e";"241602";"76";"8";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Marii Skłodowskiej-Curie 16, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1024";"246";"704";"1";"3";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"14";"5";"9";"0";"690";"272";"66";"321";"31"
"4b95-9cc8-f281-a72b-669d-50cc-22de-8d19";"241602";"76";"9";"miasto";"stały";"Przedszkole Nr 1, ul. Ignacego Paderewskiego 57, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1350";"1467";"507";"843";"0";"1";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"17";"4";"13";"0";"826";"329";"90";"369";"38"
"5865-4278-e563-1ba5-dded-5a46-9c43-8d81";"241602";"76";"10";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej Żerkowice, ul. Aleksandra Fredry 1, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"700";"749";"224";"476";"0";"1";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"7";"3";"4";"0";"469";"213";"54";"182";"20"
"6b3c-a1af-d5d2-1cdd-f6df-60f7-2e4d-84c7";"241602";"76";"11";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej Bzów, ul. Poległych 27, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"650";"723";"169";"481";"0";"1";"1";"1";"0";"0";"0";"0";"1";"482";"1";"0";"482";"9";"4";"5";"0";"473";"232";"55";"171";"15"
"5ba0-b0dd-a779-a0c7-9b04-24cc-4569-d49d";"241602";"76";"12";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Filaretów 9, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1034";"271";"679";"0";"5";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"9";"3";"6";"0";"670";"327";"64";"253";"26"
"4968-e409-cd51-6a50-f49f-690c-d736-34d0";"241602";"76";"13";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Filaretów 9, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1020";"1114";"354";"666";"0";"0";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"7";"4";"3";"0";"659";"306";"78";"248";"27"
"7de9-bf9e-3b13-7567-52e4-4a4e-d555-c5e7";"241602";"76";"14";"miasto";"stały";"Przedszkole Nr 4, ul. Konstantego Ildefonsa Gałczyńskiego 5, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"820";"898";"227";"593";"0";"2";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"5";"5";"0";"0";"588";"209";"78";"274";"27"
"819a-99fd-5262-68d1-1963-fb14-08fe-505a";"241602";"76";"15";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"800";"887";"182";"618";"4";"6";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"7";"1";"6";"0";"611";"204";"65";"322";"20"
"def9-db83-3dd7-9c8d-2b09-abe3-7b47-893d";"241602";"76";"16";"miasto";"stały";"Przedszkole Nr 5, ul. Stanisława Moniuszki 9, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"900";"965";"370";"530";"2";"2";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"2";"0";"2";"0";"528";"234";"51";"229";"14"
"3b6a-b139-cc62-f2d5-50c8-1889-6d82-0c40";"241602";"76";"17";"miasto";"stały";"Miejski Ośrodek Kultury ""CENTRUM"", ul. Piastowska 1, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"849";"934";"270";"579";"1";"3";"1";"1";"0";"0";"0";"0";"1";"580";"1";"0";"580";"7";"0";"7";"0";"573";"220";"85";"243";"25"
"2945-0543-0a1d-d658-e961-3728-95fd-4fde";"241602";"76";"18";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"800";"878";"324";"476";"2";"1";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"8";"0";"8";"0";"468";"211";"71";"173";"13"
"7422-c445-83ee-614e-50cb-eb57-e3fc-d772";"241602";"76";"19";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1000";"1086";"351";"649";"0";"0";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"11";"3";"8";"0";"638";"262";"78";"275";"23"
"7222-5132-6ed0-c6a1-b857-cf08-e68f-b302";"241602";"76";"20";"miasto";"stały";"Zespół Szkół Ekonomicznych w Zawierciu, ul. Macieja Rataja 30, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1000";"1107";"397";"603";"0";"3";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"9";"6";"3";"0";"594";"235";"72";"267";"20"
"f5d9-a86e-8649-e0a2-3bdc-808f-ae31-292c";"241602";"76";"21";"miasto";"stały";"Zespół Szkół Ekonomicznych w Zawierciu, ul. Macieja Rataja 30, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1032";"319";"631";"1";"0";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"10";"2";"8";"0";"621";"229";"87";"280";"25"
"0fbc-b7a9-397d-1b10-ea88-e22b-819f-5f4f";"241602";"76";"22";"miasto";"stały";"Zespół Szkół im. Gen. Józefa Bema, ul. Parkowa 7, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1200";"1274";"368";"832";"1";"0";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"16";"2";"14";"0";"816";"348";"89";"350";"29"
"9884-99eb-a87f-8b69-81b6-a938-2ffe-c5a9";"241602";"76";"23";"miasto";"stały";"Zespół Szkół im. Gen. Józefa Bema, ul. Parkowa 7, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"800";"863";"262";"538";"0";"2";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"10";"4";"6";"0";"528";"232";"48";"230";"18"
"50c7-45ad-d4b0-27e3-cb82-640d-39bb-f688";"241602";"76";"24";"miasto";"stały";"Przedszkole Nr 15, ul. Wierzbowa 27, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"900";"958";"283";"617";"0";"3";"1";"1";"0";"0";"0";"0";"1";"618";"1";"0";"618";"13";"2";"11";"0";"605";"219";"43";"323";"20"
"92cf-9d8b-3ae8-4465-d466-5202-b495-f533";"241602";"76";"25";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Mieczysława Niedziałkowskiego 21, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1011";"295";"655";"0";"2";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"7";"1";"6";"0";"648";"246";"66";"313";"23"
"0314-cad4-c9d6-8f1f-873e-7493-9819-1332";"241602";"76";"26";"miasto";"stały";"Ośrodek Sportu i Rekreacji, ul. Stanisława Moniuszki 10, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"749";"818";"358";"391";"0";"1";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"15";"6";"9";"0";"376";"134";"39";"176";"27"
