"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Antoni MĘŻYDŁO";"Zbigniew RASIELEWSKI"
"b984-9097-d113-ebe1-f146-c2b2-221e-8127";"041502";"11";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Browina 56, 87-140 Chełmża";"gm. Chełmża";"toruński";"kujawsko-pomorskie";"126";"111";"83";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"3";"0";"3";"0";"40";"12";"28"
"7add-40e5-f25d-1950-094c-a79b-51c2-ecd6";"041502";"11";"10";"wieś";"dom pomocy społecznej";"Zakład Opiekuńczo-Leczniczy, Browina 62, 87-140 Chełmża";"gm. Chełmża";"toruński";"kujawsko-pomorskie";"76";"72";"65";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"2";"1";"1";"0";"9";"4";"5"
"bf63-cb2e-c7e3-3fbb-2aff-eaee-5009-977f";"041503";"11";"1";"wieś";"stały";"Zespół Szkół, ul. Gimnazjalna 1, 87-640 Czernikowo";"gm. Czernikowo";"toruński";"kujawsko-pomorskie";"1339";"1511";"527";"812";"3";"6";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"32";"14";"18";"0";"780";"450";"330"
"675a-b7e0-b316-2fb1-a79f-51b5-f7b9-d5e2";"041503";"11";"2";"wieś";"stały";"Szkoła Podstawowa, Osówka, 87-632 Osówka";"gm. Czernikowo";"toruński";"kujawsko-pomorskie";"1020";"1129";"547";"473";"4";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"11";"0";"11";"0";"462";"208";"254"
"e5b5-beaa-a685-eeb0-c52a-4390-ccad-6398";"041503";"11";"3";"wieś";"stały";"Szkoła Podstawowa, Mazowsze, 87-640 Czernikowo";"gm. Czernikowo";"toruński";"kujawsko-pomorskie";"890";"887";"475";"415";"1";"2";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"29";"3";"26";"0";"386";"157";"229"
"d805-a0fc-acf9-cb06-50cb-f878-77f5-5ac3";"041503";"11";"4";"wieś";"stały";"Zespół Szkół, ul. Gimnazjalna 1, 87-640 Czernikowo";"gm. Czernikowo";"toruński";"kujawsko-pomorskie";"1310";"1450";"617";"693";"2";"2";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"25";"6";"19";"0";"667";"304";"363"
"3f95-f237-2fec-c07e-3c4a-406f-118d-0331";"041503";"11";"5";"wieś";"stały";"Zespół Szkół, ul. Gimnazjalna 1, 87-640 Czernikowo";"gm. Czernikowo";"toruński";"kujawsko-pomorskie";"1031";"1147";"355";"676";"4";"2";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"30";"3";"27";"0";"646";"378";"268"
"5591-f0c2-8245-1611-0a9e-c11c-3485-6491";"041503";"11";"6";"wieś";"stały";"Szkoła Podstawowa, Osówka, 87-632 Osówka";"gm. Czernikowo";"toruński";"kujawsko-pomorskie";"750";"833";"387";"363";"0";"0";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"4";"0";"4";"0";"359";"140";"219"
"fd9d-17dd-4c10-a049-c1a2-ba7d-6c5d-5fac";"041504";"11";"1";"wieś";"stały";"Hol Szkoły Podstawowej, ul. Szkolna 4, 87-122 Grębocin";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"930";"1020";"201";"729";"1";"3";"0";"0";"0";"0";"0";"0";"0";"729";"0";"0";"729";"26";"3";"23";"0";"703";"336";"367"
"236c-1bbd-37e5-7a30-e4e6-0f82-7153-f099";"041504";"11";"2";"wieś";"stały";"Szkoła Podstawowa, Gronowo 5, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"651";"706";"267";"384";"0";"1";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"11";"8";"3";"0";"373";"170";"203"
"2ee8-e768-51d0-3084-a44d-aaf3-33f3-3023";"041504";"11";"3";"wieś";"stały";"Hol główny Szkoły Podstawowej, Lubicz Górny ul. Piaskowa 23, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"850";"919";"344";"506";"1";"0";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"7";"2";"5";"0";"499";"261";"238"
"62e4-d76c-b562-a4c3-2907-4e08-2194-7e59";"041504";"11";"4";"wieś";"stały";"Szkoła Podstawowa, Lubicz Dolny ul. Szkolna 7, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"1039";"1150";"396";"643";"1";"4";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"12";"5";"7";"0";"631";"363";"268"
"cc67-d325-c106-84d8-8d86-ec88-6a2d-851c";"041504";"11";"5";"wieś";"stały";"Świetlica wiejska, Rogówko ul. Lubicka 29, 87-122 Grębocin";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"740";"814";"278";"462";"0";"1";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"11";"6";"5";"0";"451";"201";"250"
"5744-d9bb-079e-4287-f017-2b0d-ee65-df96";"041504";"11";"6";"wieś";"stały";"Świetlica wiejska, Brzeźno 70, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"700";"778";"260";"440";"0";"1";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"13";"0";"13";"0";"427";"220";"207"
"9cac-38b1-283f-9396-5e28-0e37-9aec-a8d4";"041504";"11";"7";"wieś";"stały";"Szkoła Podstawowa, Młyniec Pierwszy ul. Toruńska 10, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"930";"1036";"350";"580";"0";"3";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"19";"10";"9";"0";"561";"268";"293"
"8541-9591-da96-7911-72a1-21b4-c29c-0696";"041504";"11";"8";"wieś";"stały";"Przedszkole Publiczne ""Chatka Puchatka"", Lubicz Górny ul. Piaskowa 2, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"916";"1015";"281";"635";"0";"3";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"21";"5";"16";"0";"614";"341";"273"
"3dbc-70c4-ad9a-d1e7-68bb-7037-8a31-cd50";"041504";"11";"9";"wieś";"stały";"Sala gimnastyczna Szkoły Podstawowej, ul. Pomorska 11, 87-124 Złotoria";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"1130";"1253";"410";"720";"0";"3";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"20";"14";"6";"0";"700";"445";"255"
"cc67-1505-5fce-dbd3-b40c-7b63-4ad7-3d24";"041504";"11";"10";"wieś";"stały";"Sala Gimnastyczna Szkoły Podstawowej, Lubicz Dolny ul. Toruńska 36a, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"1050";"1144";"308";"742";"0";"3";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"25";"7";"18";"0";"717";"433";"284"
"c314-37ad-daae-5f32-9229-d4eb-64c6-1e11";"041504";"11";"11";"wieś";"stały";"Budynek Główny Szkoły Podstawowej-sala nr 5, ul. Pomorska 11, 87-124 Złotoria";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"750";"829";"222";"528";"0";"2";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"19";"0";"19";"0";"509";"302";"207"
"49da-0f24-ba98-087e-a003-ccb0-f83b-b731";"041504";"11";"12";"wieś";"stały";"Mała sala gimnastyczna Szkoły Podstawowej, ul. Szkolna 4, 87-122 Grębocin";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"980";"1085";"227";"753";"0";"0";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"30";"5";"25";"0";"723";"402";"321"
"54cc-7258-54c3-affe-6e2c-ee29-f557-efa8";"041504";"11";"13";"wieś";"stały";"Hol przy oddziałach zerowych Szkoły Podstawowej, Lubicz Górny ul. Piaskowa 23, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"860";"964";"230";"630";"0";"3";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"21";"6";"15";"0";"608";"352";"256"
"745a-c9ed-d186-fd4e-3523-ebf9-16bc-fd10";"041504";"11";"14";"wieś";"stały";"Świetlica wiejska, Krobia ul. Olimpijska 14, 87-162 Lubicz";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"1240";"1379";"329";"911";"0";"3";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"24";"6";"18";"0";"887";"567";"320"
"5ed7-3dbd-317e-f771-73b5-ae8c-e5d5-cca2";"041504";"11";"15";"wieś";"stały";"Budynek główny Szkoły Podstawowej-sala nr 4, ul. Pomorska 11, 87-124 Złotoria";"gm. Lubicz";"toruński";"kujawsko-pomorskie";"800";"870";"192";"608";"0";"1";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"22";"1";"21";"0";"586";"386";"200"
"3ca0-2721-45e1-3350-f41a-21a6-fc11-8d09";"041505";"11";"1";"wieś";"stały";"Świetlica Wiejska, Biskupice ul. Kościelna 30, 87-152 Łubianka";"gm. Łubianka";"toruński";"kujawsko-pomorskie";"1330";"1479";"509";"821";"0";"4";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"32";"7";"25";"0";"789";"363";"426"
"15e0-e1ff-75f5-c457-7167-62ef-7370-6209";"041505";"11";"2";"wieś";"stały";"Szkoła Podstawowa, Pigża ul. Szkolna 14, 87-152 Łubianka";"gm. Łubianka";"toruński";"kujawsko-pomorskie";"950";"1070";"305";"645";"0";"1";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"26";"7";"19";"0";"619";"366";"253"
"d6f0-dcc4-699e-0a94-b301-a8c0-a0b0-e3f4";"041505";"11";"3";"wieś";"stały";"Biblioteka-Centrum Kultury, ul. Toruńska 4, 87-152 Łubianka";"gm. Łubianka";"toruński";"kujawsko-pomorskie";"1160";"1291";"248";"912";"0";"3";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"24";"5";"19";"0";"887";"559";"328"
"230e-ffd2-8adb-6833-9e86-6da5-e75e-5ad6";"041505";"11";"4";"wieś";"stały";"Dzienny Dom Pobytu, Bierzgłowo ul. Ks. Z. Ziętarskiego 24, 87-152 Łubianka";"gm. Łubianka";"toruński";"kujawsko-pomorskie";"732";"818";"241";"491";"0";"9";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"18";"1";"17";"0";"473";"255";"218"
"7a17-a607-1c77-124d-913f-c072-b000-23de";"041505";"11";"5";"wieś";"stały";"Świetlica Wiejska, Wybcz ul. Strażacka 1, 87-152 Łubianka";"gm. Łubianka";"toruński";"kujawsko-pomorskie";"710";"792";"273";"437";"0";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"19";"4";"15";"0";"418";"218";"200"
"f987-9749-8879-e0ed-886a-ea7b-6f48-2b6e";"041506";"11";"1";"wieś";"stały";"Szkoła Podstawowa, Turzno ul. Parkowa 4, 87-148 Łysomice";"gm. Łysomice";"toruński";"kujawsko-pomorskie";"1930";"2123";"766";"1164";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"28";"15";"13";"0";"1136";"566";"570"
"9438-88a5-a4ad-3995-499c-f2a7-1ac8-33ee";"041506";"11";"2";"wieś";"stały";"Szkoła Podstawowa, Ostaszewo 42, 87-148 Łysomice";"gm. Łysomice";"toruński";"kujawsko-pomorskie";"1441";"1651";"611";"830";"1";"2";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"40";"12";"28";"0";"790";"412";"378"
"a39e-e563-1ae5-f223-e945-24e2-6f9d-dd92";"041506";"11";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Warszawska 5, 87-148 Łysomice";"gm. Łysomice";"toruński";"kujawsko-pomorskie";"1490";"1651";"329";"1161";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"33";"10";"23";"0";"1128";"763";"365"
"960a-dc85-3bd5-c807-13cb-d80d-ecee-1bb7";"041506";"11";"4";"wieś";"stały";"Filia Gminnej Biblioteki Publicznej, Lulkowo 49, 87-148 Łysomice";"gm. Łysomice";"toruński";"kujawsko-pomorskie";"979";"1116";"292";"687";"0";"16";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"22";"6";"16";"0";"665";"417";"248"
"2081-c38e-b00c-c1d5-2968-744b-5730-dfe1";"041506";"11";"5";"wieś";"stały";"Przedszkole, Papowo Toruńskie ul. Warszawska 24, 87-148 Łysomice";"gm. Łysomice";"toruński";"kujawsko-pomorskie";"1091";"1177";"287";"804";"1";"0";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"21";"9";"12";"0";"783";"516";"267"
"1841-25a1-e344-398e-2cc8-9b26-f41b-3662";"041507";"11";"1";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka-Hol Główny, Brzozówka ul. Szkolna 38, 87-123 Dobrzejewice";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"1499";"1679";"393";"1106";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"0";"1106";"51";"18";"33";"0";"1055";"644";"411"
"7168-6117-4bf2-a466-5839-6198-14e9-a5d1";"041507";"11";"2";"wieś";"stały";"Zespół Szkół im. Prymasa Stefana Kardynała Wyszyńskiego-Budynek B, Sala nr 5, Dobrzejewice 57B, 87-123 Dobrzejewice";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"1881";"2071";"527";"1353";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1353";"0";"0";"1353";"41";"16";"25";"0";"1312";"787";"525"
"bd91-016d-836d-0e39-c23e-7f3c-295c-1360";"041507";"11";"3";"wieś";"stały";"Zespół Szkół im. Prymasa Stefana Kardynała Wyszyńskiego-Budynek A, Sala nr 5, Dobrzejewice 57A, 87-123 Dobrzejewice";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"1120";"1235";"411";"709";"2";"3";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"20";"1";"19";"0";"689";"319";"370"
"1a99-6d66-9345-6bbd-e875-ac69-b763-a1e9";"041507";"11";"4";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika-Sala nr 11, Łążyn II 43, 87-123 Dobrzejewice";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"1891";"2087";"669";"1222";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1222";"0";"0";"1222";"39";"8";"31";"0";"1183";"542";"641"
"13e3-cdb1-9471-c4c8-577a-bad3-33d9-e13a";"041507";"11";"5";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II-Sala nr 1, ul. Szkolna 4, 87-126 Obrowo";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"1940";"2169";"715";"1225";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1225";"0";"0";"1225";"48";"9";"39";"0";"1177";"615";"562"
"eb30-0c16-d5fc-cd09-c65c-aa1b-ea3d-f725";"041507";"11";"6";"wieś";"stały";"Zespół Szkół im. mjr H. Sucharskiego, Hol nr 1 oraz Sala nr 15, ul. Leśna 1, 87-125 Osiek nad Wisłą";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"2228";"2491";"659";"1569";"0";"13";"1";"1";"0";"0";"0";"0";"1";"1570";"1";"0";"1570";"50";"12";"38";"0";"1520";"987";"533"
"f36f-0352-51e8-42ef-4944-1d8f-6253-f1b4";"041507";"11";"7";"wieś";"stały";"Zespół Szkół im. mjr H. Sucharskiego, Hol nr 2 oraz Sala nr 23, ul. Leśna 1, 87-125 Osiek nad Wisłą";"gm. Obrowo";"toruński";"kujawsko-pomorskie";"954";"1073";"197";"757";"0";"0";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"13";"4";"9";"0";"744";"506";"238"
"a96e-6239-f4a5-0b77-3bd8-17db-198b-1673";"041508";"11";"1";"wieś";"stały";"Szkoła Podstawowa, Mała Nieszawka ul. Toruńska 64, 87-103 Toruń 5";"gm. Wielka Nieszawka";"toruński";"kujawsko-pomorskie";"901";"977";"217";"684";"1";"2";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"25";"4";"21";"0";"659";"422";"237"
"a22a-30b0-36fe-4a48-c1d2-0191-4ba4-d80d";"041508";"11";"2";"wieś";"stały";"Budynek Gminnego Centrum Kultury, Mała Nieszawka ul. Leśna 1, 87-103 Toruń 5";"gm. Wielka Nieszawka";"toruński";"kujawsko-pomorskie";"751";"823";"261";"490";"0";"2";"1";"1";"0";"0";"0";"0";"1";"491";"1";"0";"491";"16";"6";"10";"0";"475";"306";"169"
"5316-2ca6-2115-7292-b781-3caa-f72e-ee0a";"041508";"11";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 9, 87-165 Cierpice";"gm. Wielka Nieszawka";"toruński";"kujawsko-pomorskie";"890";"967";"312";"578";"0";"4";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"15";"0";"15";"0";"563";"357";"206"
"8972-4d74-65e7-681c-eb65-fb00-1509-4b4f";"041508";"11";"4";"wieś";"stały";"Centrum Sportu i Rekreacji ""Olender"", Wielka Nieszawka ul. Toruńska 34/40, 87-165 Cierpice";"gm. Wielka Nieszawka";"toruński";"kujawsko-pomorskie";"750";"756";"253";"497";"1";"15";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"16";"6";"10";"0";"478";"300";"178"
"78ec-4f3b-0989-fda8-7dbc-080a-9475-3e9d";"041508";"11";"5";"wieś";"stały";"Agroturystyka ""Brzoza"", Brzoza ul. Ciechocińska 23, 87-103 Toruń 5";"gm. Wielka Nieszawka";"toruński";"kujawsko-pomorskie";"140";"160";"50";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"2";"2";"0";"0";"88";"46";"42"
"0229-4a7e-d246-3c8d-dd39-2602-2fc6-71a1";"041508";"11";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Wielka Nieszawka ul. Toruńska 18, 87-165 Cierpice";"gm. Wielka Nieszawka";"toruński";"kujawsko-pomorskie";"90";"87";"54";"36";"0";"4";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"2";"0";"2";"0";"34";"16";"18"
"e946-63d1-2ecf-841f-5441-452d-0b23-401e";"041509";"11";"1";"wieś";"stały";"Szkoła Podstawowa (sala nr 3), Górsk Szkolna 2, 87-134 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"1389";"1540";"488";"901";"0";"1";"0";"0";"0";"0";"0";"0";"0";"901";"0";"0";"901";"30";"3";"27";"0";"871";"496";"375"
"7edf-c4b3-1262-58dc-1f4e-fc4c-a75d-d5df";"041509";"11";"2";"wieś";"stały";"Szkoła Podstawowa, Łążyn 16, 87-133 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"1190";"1321";"513";"677";"0";"0";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"37";"5";"32";"0";"640";"341";"299"
"85f1-9722-b16a-ba59-a054-5554-6d5d-8fbc";"041509";"11";"3";"wieś";"stały";"Szkoła Podstawowa, Rzęczkowo 59, 87-133 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"889";"987";"424";"465";"1";"2";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"14";"1";"13";"0";"451";"217";"234"
"d4f2-aea3-29de-d51d-cbef-6e13-c995-687e";"041509";"11";"4";"wieś";"stały";"Szkoła Podstawowa (sala nr 11), Szkolna 6, 87-134 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"1347";"1468";"581";"766";"0";"3";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"33";"8";"25";"0";"733";"403";"330"
"b7dd-2579-491f-a5ec-79c5-bf3f-6b76-db76";"041509";"11";"5";"wieś";"stały";"Szkoła Podstawowa, Przysiek Leśna 1, 87-134 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"2051";"2279";"367";"1684";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1684";"0";"0";"1684";"38";"6";"32";"0";"1646";"1159";"487"
"72a9-3d86-f093-10c0-5216-f6d0-91bf-b73c";"041509";"11";"6";"wieś";"stały";"Szkoła Podstawowa w Złejwsi Wielkiej Filia w Czarnowie, Czarnowo 29, 87-134 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"1189";"1322";"338";"851";"1";"4";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"27";"3";"24";"0";"824";"503";"321"
"d360-e5d9-2cdc-7809-25ef-4d49-982d-4f0b";"041509";"11";"7";"wieś";"stały";"Szkoła Podstawowa (sala nr 4), Górsk Szkolna 2, 87-134 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"720";"829";"202";"518";"0";"9";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"15";"3";"12";"0";"503";"352";"151"
"e4c9-284f-586d-7815-187d-dbaf-6132-491d";"041509";"11";"8";"wieś";"stały";"Szkoła Podstawowa (sala nr 12), Szkolna 6, 87-134 Zławieś Wielka";"gm. Zławieś Wielka";"toruński";"kujawsko-pomorskie";"780";"864";"293";"487";"0";"6";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"22";"2";"20";"0";"465";"266";"199"
"7617-f51e-869b-0402-acb2-2b8d-b0b1-925f";"046301";"11";"1";"miasto";"stały";"Przedszkole Miejskie Nr 14, ul. Inowrocławska 44, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1872";"2103";"554";"1318";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1318";"0";"0";"1318";"47";"15";"32";"0";"1271";"790";"481"
"924e-dcb4-8912-c878-84f1-6851-eaa2-1323";"046301";"11";"2";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Paderewskiego 5/11, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1668";"1838";"562";"1106";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"2";"1104";"30";"6";"24";"0";"1074";"697";"377"
"c265-c742-2fbe-0553-3892-01de-6ade-397b";"046301";"11";"3";"miasto";"stały";"Dom Muz-Filia Podgórz, ul. Poznańska 52, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"621";"696";"209";"412";"0";"4";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"11";"3";"8";"0";"401";"266";"135"
"9c2d-0493-31a7-a400-b269-07fe-91c1-f0d1";"046301";"11";"4";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Paderewskiego 5/11, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1828";"2064";"533";"1295";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1295";"0";"0";"1295";"41";"20";"21";"0";"1254";"979";"275"
"035c-e6e7-4bb6-e885-aeef-bf7b-b436-4049";"046301";"11";"5";"miasto";"stały";"Szkoła Podstawowa Nr 14, ul. Gen. Hallera 79, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"2068";"2346";"598";"1470";"1";"15";"2";"2";"0";"0";"0";"0";"2";"1472";"2";"0";"1472";"50";"17";"33";"0";"1422";"895";"527"
"1847-99bc-368e-5fe7-c7fa-da6e-3db8-c1f6";"046301";"11";"6";"miasto";"stały";"Szkoła Podstawowa Nr 14, ul. Gen. Hallera 79, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1790";"1962";"557";"1233";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"37";"10";"27";"0";"1196";"750";"446"
"5d67-1ca7-f97c-a1ca-2090-9c4f-af9e-6e4f";"046301";"11";"7";"miasto";"stały";"Szkoła Podstawowa Nr 14, ul. Gen. Hallera 79, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"2060";"2273";"442";"1618";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1618";"0";"0";"1618";"32";"14";"18";"0";"1586";"1028";"558"
"77fc-6271-1837-c7c7-ad7e-8e57-fbc6-7fe8";"046301";"11";"8";"miasto";"stały";"Dom Muz-Filia Rudak, ul. Okólna 169, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"2351";"2647";"431";"1920";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1920";"0";"0";"1920";"61";"28";"33";"0";"1859";"1310";"549"
"45e1-2c1c-e829-2c97-713a-d3e1-bf81-f3a5";"046301";"11";"9";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Rudacka 26 - 32, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"539";"619";"163";"376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"9";"4";"5";"0";"367";"196";"171"
"3064-1624-cb28-de7f-8784-03a8-ba22-962a";"046301";"11";"10";"miasto";"stały";"Szkoła Podstawowa Nr 34, ul. Włocławska 237/239, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1592";"1730";"391";"1201";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1191";"0";"0";"1191";"43";"8";"35";"0";"1148";"715";"433"
"c43f-48aa-d1ab-4979-94fe-2ed7-fa93-70d5";"046301";"11";"11";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Turystyczna 19, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1719";"1883";"264";"1455";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1455";"0";"0";"1455";"47";"7";"40";"0";"1408";"989";"419"
"4fd7-4434-69af-cd8e-89d9-dc9f-9f0e-ae69";"046301";"11";"12";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Kard. Wyszyńskiego 1/5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1432";"1641";"301";"1131";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"44";"9";"35";"0";"1087";"666";"421"
