"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Beniamin Wincenty GODYLA";"Roman Jacek KOLEK";"Bogdan Stanisław TOMASZEK"
"7425-9dcf-207c-a20f-f4ef-d174-89d2-9249";"160201";"53";"1";"miasto";"stały";"Gminny Ośrodek Kultury w Baborowie, ul. Rynek 17, 48-120 Baborów";"gm. Baborów";"głubczycki";"opolskie";"890";"964";"384";"506";"2";"5";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"16";"3";"13";"0";"490";"204";"33";"253"
"59e8-cfd0-7a12-a8cb-e1ee-64fd-e9ac-38c2";"160201";"53";"2";"miasto";"stały";"Urząd Miejski w Baborowie, ul. Ratuszowa 2a, 48-120 Baborów";"gm. Baborów";"głubczycki";"opolskie";"950";"1038";"476";"474";"0";"0";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"7";"1";"6";"0";"466";"192";"37";"237"
"26e7-13d5-8580-b78a-ef95-c5ad-6785-9640";"160201";"53";"3";"miasto i wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Wiejska 5a, 48-120 Baborów";"gm. Baborów";"głubczycki";"opolskie";"1180";"1284";"605";"575";"0";"2";"0";"0";"0";"0";"0";"0";"0";"575";"0";"0";"575";"6";"1";"5";"0";"569";"181";"46";"342"
"caa6-0110-5b72-4074-c185-637f-8d82-ea32";"160201";"53";"4";"wieś";"stały";"Strażacki Dom Ludowy, Sucha Psina 28, 48-133 Sucha Psina";"gm. Baborów";"głubczycki";"opolskie";"670";"732";"340";"330";"0";"0";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"3";"0";"3";"0";"327";"87";"16";"224"
"185b-ea9d-1fda-876a-1a31-c039-9325-2ee2";"160201";"53";"5";"wieś";"stały";"Świetlica Wiejska, Raków 83B, 48-120 Raków";"gm. Baborów";"głubczycki";"opolskie";"801";"876";"475";"326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"8";"3";"5";"0";"318";"102";"55";"161"
"a5fd-2d9f-3c84-566c-decc-bcba-a8f9-b0ae";"160201";"53";"6";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Spokojna Przystań II"", ul. Powstańców 3, 48-120 Baborów";"gm. Baborów";"głubczycki";"opolskie";"65";"63";"49";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"5";"7";"4"
"76da-0a02-ad8b-a839-4219-6bc8-a2e3-207d";"160202";"53";"1";"wieś";"stały";"Szkoła Podstawowa w Branicach, ul. Szkolna 8, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"799";"852";"394";"405";"0";"2";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"9";"1";"8";"0";"396";"139";"32";"225"
"8753-d129-aad0-436a-69f6-5346-e39f-5160";"160202";"53";"2";"wieś";"stały";"Świetlica Wiejska w Wysokiej, Wysoka 18, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"550";"593";"267";"283";"0";"1";"1";"1";"0";"0";"0";"0";"1";"284";"1";"0";"284";"6";"0";"6";"0";"278";"91";"26";"161"
"5e48-29f8-3ae9-cd3b-1fbe-6089-b91a-5b56";"160202";"53";"3";"wieś";"stały";"Szkoła Podstawowa we Włodzieninie, Włodzienin 50, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"669";"752";"348";"321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"9";"4";"5";"0";"312";"91";"14";"207"
"1c17-9cf6-3130-f59d-0463-04fe-ee85-bf9a";"160202";"53";"4";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Uciechowicach, Jabłonka 46, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"629";"684";"334";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"11";"1";"10";"0";"284";"106";"32";"146"
"af7a-3e05-eba9-7734-814f-e414-5dc2-6ba3";"160202";"53";"5";"wieś";"stały";"Świetlica Wiejska w Bliszczycach, Bliszczyce 112, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"340";"371";"175";"165";"0";"2";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"6";"3";"3";"0";"159";"47";"15";"97"
"9c81-51ee-039c-7527-e7a6-937b-f1f3-590c";"160202";"53";"6";"wieś";"stały";"Świetlica Wiejska w Lewicach, Lewice 25B, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"672";"715";"325";"347";"0";"1";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"8";"0";"8";"0";"339";"76";"15";"248"
"bb5f-60a2-822a-dd6a-da8a-3bf6-f111-a872";"160202";"53";"7";"wieś";"stały";"Szkoła Podstawowa w Branicach, ul. Słoneczna 8, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"864";"930";"384";"480";"0";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"6";"0";"6";"0";"474";"187";"57";"230"
"5ff4-e1e5-5c3d-a0b9-9d16-ccd5-ed59-c90d";"160202";"53";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Dzbańcach, Dzbańce-Osiedle 1, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"132";"132";"34";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"8";"1";"7";"0";"90";"47";"10";"33"
"ee54-57f4-3e3b-cd8f-d7be-1bca-fb6a-4343";"160202";"53";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Boboluszkach, Boboluszki 71, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"42";"43";"3";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"0";"0";"0";"0";"39";"31";"1";"7"
"e289-b19f-5273-7fb2-89be-c1d9-d861-46a5";"160202";"53";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Branicach, ul. Szpitalna 18, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"56";"56";"10";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"7";"0";"7";"0";"39";"13";"11";"15"
"73a8-b9ce-0308-f283-3483-e6c7-6c29-572f";"160202";"53";"11";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Bliszczycach, Bliszczyce 76, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"53";"53";"8";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"3";"0";"3";"0";"42";"17";"10";"15"
"4514-b775-7d74-8c3b-be57-f2d1-7255-324e";"160202";"53";"12";"wieś";"zakład leczniczy";"Specjalistyczny Szpital im. Ks. Biskupa Józefa Nathana w Branicach (Pawilon J-sala gimnastyczna), ul. Szpitalna 18, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"337";"346";"216";"121";"0";"9";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"9";"2";"7";"0";"112";"34";"16";"62"
"f0f0-5fac-e6c5-d094-d44a-e2b2-d16b-5229";"160202";"53";"13";"wieś";"zakład leczniczy";"Regionalny Ośrodek Psychiatrii Sądowej w Branicach, ul. Szpitalna 19, 48-140 Branice";"gm. Branice";"głubczycki";"opolskie";"41";"41";"13";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"3";"0";"3";"0";"25";"2";"2";"21"
"452d-bb42-533d-5f60-7340-d711-2785-2c04";"160203";"53";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Dworcowa 2, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"1042";"1112";"358";"684";"2";"3";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"17";"2";"15";"0";"667";"300";"31";"336"
"1d02-bc37-bc15-3f9c-6535-c26b-9e94-9cf4";"160203";"53";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Kochanowskiego 2, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"1180";"1269";"557";"623";"0";"6";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"12";"0";"12";"0";"611";"240";"36";"335"
"929c-526b-5f85-8b9f-6e84-0538-1f63-b10f";"160203";"53";"3";"miasto";"stały";"Ratusz, ul. Rynek 1, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"1770";"1919";"705";"1065";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1065";"0";"0";"1065";"39";"4";"35";"0";"1026";"421";"48";"557"
"abea-b9c0-c097-da0d-39cd-acf8-e70c-205c";"160203";"53";"4";"miasto";"stały";"Internat Specjalnego Ośrodka Szkolno-Wychowawczego, ul. Raciborska 19, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"740";"782";"283";"457";"4";"1";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"13";"3";"10";"0";"444";"204";"23";"217"
"7837-57bd-ad07-ffc3-db1b-0a9a-6d27-feba";"160203";"53";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kochanowskiego 31, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"1660";"1763";"616";"1044";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"23";"11";"12";"0";"1021";"492";"51";"478"
"a793-4383-0256-bfd1-6deb-3cea-aaa0-e34a";"160203";"53";"6";"miasto";"stały";"Świetlica Zarządu Oświaty Kultury i Sportu, ul. Olimpijska 1, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"1436";"1505";"516";"920";"0";"4";"0";"0";"0";"0";"0";"0";"0";"920";"0";"0";"920";"21";"3";"18";"0";"899";"433";"33";"433"
"22a3-646b-1b51-2b65-dd66-4e0a-a731-eaf2";"160203";"53";"7";"miasto";"stały";"Miejski Ośrodek Kultury, ul. Kościuszki 24, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"1062";"1128";"476";"586";"0";"1";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"17";"1";"16";"0";"568";"241";"18";"309"
"8e4a-0199-daad-fdea-5acd-9632-5f56-e3fc";"160203";"53";"8";"wieś";"stały";"Szkoła Podstawowa, Gołuszowice 34, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"460";"507";"148";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"1";"4";"0";"307";"89";"17";"201"
"1a95-3617-5142-a5c0-84a6-a20a-3988-f5e0";"160203";"53";"9";"wieś";"stały";"Szkoła Podstawowa, Bogdanowice ul. Konopnickiej 15, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"771";"833";"288";"483";"2";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"10";"2";"8";"0";"472";"123";"19";"330"
"bbe4-4b54-4d88-ef06-c4b4-de78-7c54-3869";"160203";"53";"10";"wieś";"stały";"Środowiskowy Dom Samopomocy, Nowe Gołuszowice 18, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"540";"584";"249";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"2";"0";"2";"0";"289";"76";"15";"198"
"de75-dd1d-04df-c2b5-75a5-f86d-8416-ce3c";"160203";"53";"11";"wieś";"stały";"Zespół Szkół, Pietrowice 9, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"706";"747";"351";"355";"1";"4";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"6";"1";"5";"0";"349";"127";"18";"204"
"63d3-48c1-34e3-6080-9b03-272d-a88e-bbbe";"160203";"53";"12";"wieś";"stały";"Świetlica Wiejska, Zubrzyce ul. Długa 32, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"579";"637";"245";"333";"0";"1";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"6";"0";"6";"0";"328";"69";"13";"246"
"cde2-ba14-7210-9556-be54-5375-c565-f57d";"160203";"53";"13";"wieś";"stały";"Świetlica Wiejska, Równe 120, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"526";"569";"245";"281";"0";"2";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"1";"0";"1";"0";"280";"93";"18";"169"
"7e7e-df9a-80c1-ebe4-ef3a-e556-dc86-d3d8";"160203";"53";"14";"wieś";"stały";"Świetlica Wiejska, Pomorzowice 1, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"602";"651";"308";"294";"0";"3";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"5";"1";"4";"0";"289";"84";"16";"189"
"44ce-e8d6-0d31-21ad-fd68-6c65-3d8f-4c38";"160203";"53";"15";"wieś";"stały";"Szkoła Podstawowa, Klisino 68, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"440";"484";"195";"245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"6";"1";"5";"0";"239";"99";"14";"126"
"1316-fc0e-65e3-7f76-ff38-ba87-bfcc-326d";"160203";"53";"16";"wieś";"stały";"Świetlica Wiejska, Głubczyce-Sady 1, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"719";"781";"352";"367";"0";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"9";"0";"9";"0";"358";"124";"23";"211"
"eab6-c2ad-f04b-c84c-29be-4748-94a7-3318";"160203";"53";"17";"wieś";"stały";"Szkoła Podstawowa, Lisięcice Szkolna 5, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"820";"896";"420";"400";"0";"2";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"13";"3";"10";"0";"387";"126";"22";"239"
"b816-64ad-a0b3-53bd-5614-c7ba-7c3a-340d";"160203";"53";"18";"wieś";"stały";"Szkoła Podstawowa, Grobniki ul. Św. Jana 13, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"830";"911";"368";"462";"0";"0";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"12";"2";"10";"0";"449";"144";"20";"285"
"6bb7-9b92-7698-8e1c-8cb4-c283-a14a-9d6f";"160203";"53";"19";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie, Klisino 100, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"80";"80";"27";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"8";"0";"8";"0";"45";"13";"8";"24"
"b739-d7fb-840b-a0b4-7043-7790-730a-a305";"160203";"53";"20";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Radyni, Radynia 40, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"35";"37";"8";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"1";"0";"1";"0";"26";"19";"1";"6"
"b7b2-74e1-b848-bf4f-4616-94d9-894c-7542";"160203";"53";"21";"wieś";"dom pomocy społecznej";"Placówka Opieki Całodobowej ""Spokojna Przystań"", Chomiąża 46 A, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"41";"43";"16";"25";"0";"1";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"3";"0";"3";"0";"22";"6";"4";"12"
"38c0-3ffe-ef16-735f-4d13-540a-7539-3117";"160203";"53";"22";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Głubczycach, ul. M. Skłodowskiej-Curie 26, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"171";"121";"161";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"1";"0";"1";"0";"9";"3";"2";"4"
"9855-e2d8-0707-c021-8f71-6f9a-2d27-e9f9";"160203";"53";"23";"miasto";"zakład karny";"Zakład Karny w Głubczycach, ul. Kochanowskiego 3, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"261";"272";"103";"158";"0";"0";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"8";"0";"8";"0";"150";"90";"16";"44"
"60ce-bd0c-8a44-fa0a-7fd5-309d-bd4a-4196";"160203";"53";"24";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Głubczycach, ul. Dworcowa 10, 48-100 Głubczyce";"gm. Głubczyce";"głubczycki";"opolskie";"25";"28";"12";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"10";"1";"2"
"5bff-e3e4-6e2b-9109-3f56-7f6f-acb2-c8f9";"160204";"53";"1";"miasto";"stały";"Miejsko Gminny Dom Kultury w Kietrzu, ul. Wojska Polskiego 20, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"1756";"1870";"730";"1026";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"20";"2";"18";"0";"1006";"424";"78";"504"
"23de-32d5-7a49-1c86-a330-3c8a-fc42-a1a4";"160204";"53";"2";"miasto";"stały";"Zespół Szkół w Kietrzu, Kościuszki 14, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"1544";"1635";"717";"827";"1";"3";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"30";"7";"23";"0";"797";"357";"35";"405"
"5298-d16c-9bbb-846b-c712-8a9c-16b6-b4bc";"160204";"53";"3";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Kietrzu, Głowackiego 37, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"1011";"1092";"406";"605";"1";"4";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"16";"4";"12";"0";"589";"243";"46";"300"
"e077-a27e-f91e-91fa-062a-9b00-e89c-c12f";"160204";"53";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Nowej Cerekwii, Nowa Cerekwia ul. Rogożańska 4, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"661";"754";"244";"417";"0";"3";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"8";"2";"6";"0";"409";"108";"11";"290"
"5d58-1ce6-8c92-83a5-6549-8995-f2e5-3f91";"160204";"53";"5";"wieś";"stały";"Wiejski Dom Kultury w Nasiedlu, Nasiedle ul. Zamkowa 7A, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"562";"614";"245";"317";"1";"1";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"12";"4";"8";"0";"305";"115";"21";"169"
"5ddd-d3f8-179e-b955-17cd-998d-42e2-c620";"160204";"53";"6";"wieś";"stały";"Szkoła Podstawowa w Dzierżysławiu, Dzierżysław ul. Szkolna 4, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"361";"436";"126";"235";"0";"2";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"6";"2";"4";"0";"229";"93";"17";"119"
"7f78-ba92-4255-c1e0-91f6-a164-1f40-13b0";"160204";"53";"7";"wieś";"stały";"Świetlica wiejska w Lubotyniu, Lubotyń 30, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"373";"395";"206";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"5";"1";"4";"0";"162";"79";"14";"69"
"1b81-fe51-094b-07ab-ff1c-d2e6-01ac-a04d";"160204";"53";"8";"wieś";"stały";"Szkoła Podstawowa w Pilszczu, Pilszcz ul. Owsiana 3, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"514";"556";"254";"260";"0";"2";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"5";"1";"4";"0";"255";"116";"15";"124"
"cc0b-e3e9-0c37-7111-710b-ee97-fd67-0035";"160204";"53";"9";"wieś";"stały";"Świetlica wiejska w Wojnowicach, Wojnowice ul. Okrężna 27, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"486";"534";"195";"291";"1";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"3";"0";"3";"0";"288";"80";"14";"194"
"7f72-a39e-e6e0-02ef-1cad-e7ea-f92e-a31c";"160204";"53";"10";"wieś";"stały";"Szkoła Podstawowa w Ściborzycach Wielkich, Ściborzyce Wielkie 105, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"540";"604";"278";"262";"0";"3";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"14";"1";"13";"0";"248";"83";"20";"145"
"831e-a302-e56b-4404-47a8-aee6-97e4-e1d0";"160204";"53";"11";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Klisinie Filia w Kietrzu, Plac Biskupa Konrada 1, 48-130 Kietrz";"gm. Kietrz";"głubczycki";"opolskie";"45";"38";"10";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"1";"0";"1";"0";"34";"13";"12";"9"
"843e-cfba-629d-1f0f-1d23-a5a8-b659-c69f";"160301";"53";"1";"miasto";"stały";"Osiedlowy Dom Kultury ""Kubiczek"", Kędzierzyn-Koźle ul. Główna 54, 47-200 Kędzierzy-Koźle";"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";"921";"994";"458";"463";"3";"1";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"9";"5";"4";"0";"454";"200";"125";"129"
"0ba7-97f4-0de8-c47a-89a1-42cd-f1ce-a2a8";"160301";"53";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 20, ul. Archimedesa 25, 47-200 Kędzierzyn-Koźle";"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";"1219";"1311";"400";"819";"1";"7";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"20";"5";"15";"0";"799";"445";"95";"259"
"f3b9-54b6-f4bf-4323-1a97-94c7-d99a-d066";"160301";"53";"3";"miasto";"stały";"Publiczne Przedszkole nr 21, ul. Filtrowa 13, 47-200 Kędzierzyn-Koźle";"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";"1234";"1330";"387";"847";"1";"3";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"25";"8";"17";"0";"822";"458";"119";"245"
"f0f8-6f65-3827-7f68-b1d7-5fce-29ac-91d1";"160301";"53";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 12, ul. Piastowska 30, 47-200 Kędzierzyn-Koźle";"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";"1556";"1657";"548";"1008";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"3";"1003";"29";"8";"21";"0";"974";"523";"84";"367"
"c380-1a3a-a297-e8a8-5277-7925-8958-ffc5";"160301";"53";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 12, ul. Grzegorza Piramowicza 30, 47-200 Kędzierzyn-Koźle";"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";"1349";"1461";"572";"777";"1";"3";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"20";"11";"9";"0";"757";"418";"64";"275"
