"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Beniamin Wincenty GODYLA";"Roman Jacek KOLEK";"Bogdan Stanisław TOMASZEK"
"06b9-04ae-7d78-3656-c533-4bb6-c088-d846";"160803";"53";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Pieloka 12, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"1679";"1815";"733";"946";"2";"8";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"27";"4";"23";"0";"919";"565";"122";"232"
"03db-52ae-7509-e159-d0a4-da81-90a3-c362";"160803";"53";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3, klasa nr 2, ul. Krasickiego 25, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"1018";"1085";"344";"674";"4";"4";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"20";"6";"14";"0";"654";"417";"60";"177"
"ae79-82e3-4fc1-384c-62e5-9ce2-3a8a-b365";"160803";"53";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3, klasa nr 3, ul. Krasickiego 25, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"1610";"1737";"647";"963";"4";"4";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"34";"7";"27";"0";"929";"557";"154";"218"
"bb7a-29f4-c004-e1dc-3086-743b-bd09-7ef0";"160803";"53";"4";"miasto";"stały";"Miejski Dom Kultury-Mała Sala, ul. Wielkie Przedmieście 31, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"1100";"1171";"447";"653";"0";"7";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"16";"3";"13";"0";"637";"318";"160";"159"
"4d60-244d-0da8-3ac4-3536-9223-265f-2e76";"160803";"53";"5";"miasto";"stały";"Miejski Dom Kultury-Sala Kominkowa, ul. Wielkie Przedmieście 31, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"1490";"1598";"643";"847";"0";"0";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"16";"4";"12";"0";"831";"456";"166";"209"
"de9b-8d4d-3412-9c07-2ae4-a155-73c8-6dd9";"160803";"53";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Szkolna 1, 46-312 Bodzanowice";"gm. Olesno";"oleski";"opolskie";"880";"971";"487";"393";"0";"3";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"7";"2";"5";"0";"385";"106";"102";"177"
"e526-d319-0f55-41e4-aa6b-5e5b-fc81-e317";"160803";"53";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa, Borki Wielkie ul. Młyńska 8, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"810";"898";"437";"373";"0";"3";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"7";"0";"7";"0";"366";"112";"122";"132"
"092d-e9af-0362-09cb-8da0-0739-8883-d2f9";"160803";"53";"8";"wieś";"stały";"Publiczne Przedszkole, Borki Małe ul. Szkolna 1, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"350";"380";"181";"169";"0";"1";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"2";"0";"2";"0";"167";"58";"45";"64"
"6b62-4618-a099-db12-3047-fdef-35ef-d030";"160803";"53";"9";"wieś";"stały";"DFK, Świercze ul. Zapłocie 1, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"640";"697";"296";"344";"0";"1";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"8";"1";"7";"0";"336";"141";"87";"108"
"cf6d-410f-a8c6-2293-cb54-a855-0dcd-7068";"160803";"53";"10";"wieś";"stały";"Remiza OSP, Łomnica ul. Strażacka 3, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"540";"587";"369";"171";"0";"1";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"8";"0";"8";"0";"163";"54";"48";"61"
"935c-c3e9-0d43-69b3-64f9-1990-5054-85cf";"160803";"53";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa, Sowczyce ul. Długa 8, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"500";"534";"275";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"5";"2";"3";"0";"220";"114";"36";"70"
"3189-1214-5f72-faba-4f5d-5d84-fb96-9200";"160803";"53";"12";"wieś";"stały";"Publiczna Szkoła Podstawowa, Wachów Polna 17, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"580";"640";"353";"227";"0";"3";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"5";"0";"5";"0";"222";"100";"68";"54"
"27c6-cdb9-48b8-0e26-7ba2-f856-9218-6cca";"160803";"53";"13";"wieś";"stały";"Remiza OSP, Wysoka 39 a, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"330";"358";"218";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"112";"0";"0";"112";"6";"3";"3";"0";"106";"37";"23";"46"
"591f-346c-8f89-03de-8fd5-7211-6bc9-dbb2";"160803";"53";"14";"wieś";"stały";"Publiczna Szkoła Podstawowa, Wojciechów ul. Kluczborska 37, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"613";"669";"307";"306";"0";"0";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"12";"4";"8";"0";"294";"137";"80";"77"
"73d1-a628-6340-951a-a5ee-af57-6b1a-ad9a";"160803";"53";"15";"wieś";"stały";"Remiza OSP, Łowoszów ul. Opolska 25, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"389";"418";"198";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"3";"1";"2";"0";"188";"61";"55";"72"
"3040-5b40-94e7-19c3-2f8e-d96f-b5ae-a081";"160803";"53";"16";"wieś";"stały";"Wiejskie Centrum Kultury, Stare Olesno Kluczborska 3, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"350";"369";"213";"137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137";"0";"0";"137";"3";"1";"2";"0";"134";"62";"29";"43"
"ff85-ec09-862e-2375-1d5b-8ca4-1730-a845";"160803";"53";"17";"wieś";"stały";"Remiza OSP, Boroszów 44, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"209";"227";"99";"110";"0";"1";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"110";"4";"2";"2";"0";"106";"55";"12";"39"
"e843-cb94-d014-17b8-0083-bb64-4502-bdec";"160803";"53";"18";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej w Oleśnie, ul. Klonowa 1, 46-300 Olesno";"gm. Olesno";"oleski";"opolskie";"125";"90";"96";"29";"0";"2";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"1";"0";"1";"0";"28";"10";"4";"14"
"16e7-243f-4d49-a6fb-a9c6-3a91-d4bb-8abd";"160804";"53";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury i Sportu, ul. Kościuszki 9, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"1170";"1311";"427";"743";"2";"7";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"15";"4";"11";"0";"728";"386";"42";"300"
"1a22-14fa-9f5c-5455-cdf8-7490-4f10-1a80";"160804";"53";"2";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Ks. Kardynała Stefana Wyszyńskiego, ul. Listopadowa 18, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"1729";"1872";"535";"1194";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"0";"1194";"22";"4";"18";"0";"1172";"591";"42";"539"
"26ac-42e7-1b39-b489-9821-23cc-7fae-a1db";"160804";"53";"3";"miasto";"stały";"Publiczne Przedszkole Nr 1, ul. Mickiewicza 28, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"2040";"2284";"603";"1437";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1437";"0";"0";"1437";"25";"5";"20";"0";"1412";"638";"79";"695"
"52cf-0d51-e399-4385-07e7-b1ad-d9a8-8d79";"160804";"53";"4";"miasto";"stały";"I Liceum Ogólnokształcące im. Powstańców Śląskich, ul. Kaliska 38, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"720";"769";"222";"498";"1";"2";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"5";"1";"4";"0";"493";"249";"21";"223"
"f282-fc8c-3841-2e1a-d0f2-bcb1-54fb-dcac";"160804";"53";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Wygiełdów 22, 46-310 Gorzów Śląski";"gm. Praszka";"oleski";"opolskie";"770";"846";"261";"509";"0";"4";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"8";"1";"7";"0";"501";"262";"16";"223"
"e264-d07e-75e6-8a60-315b-b0e9-0db2-f56e";"160804";"53";"6";"wieś";"stały";"Środowiskowy Dom Samopomocy, Gana 28, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"900";"976";"299";"601";"0";"1";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"12";"3";"9";"0";"589";"258";"17";"314"
"5df5-3535-fb5a-26f2-c188-5e8d-3e56-63ed";"160804";"53";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Strojec ul. Szkolna 8, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"789";"843";"288";"501";"0";"0";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"10";"1";"9";"0";"491";"253";"18";"220"
"979a-f8f8-e962-12c9-92cd-2cfe-2d8e-ce3c";"160804";"53";"8";"wieś";"stały";"Szkoła Podstawowa, Przedmość ul. Główna 22, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"600";"647";"182";"418";"1";"5";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"18";"4";"14";"0";"400";"197";"17";"186"
"a713-b318-3de8-c890-4bfb-7ae2-f699-e89b";"160804";"53";"9";"wieś";"stały";"Szkoła Podstawowa im. Wincentego Witosa, Kowale ul. Szkolna 1, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"710";"792";"236";"474";"0";"1";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"8";"1";"7";"0";"466";"260";"16";"190"
"7c99-ec13-65ae-e12c-2134-8630-9ee7-0afd";"160804";"53";"10";"wieś";"stały";"Publiczna Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich, Wierzbie 44, 46-320 Praszka";"gm. Praszka";"oleski";"opolskie";"540";"594";"220";"320";"0";"2";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"13";"3";"10";"0";"307";"89";"8";"210"
"c703-48a1-d86b-1f39-0324-8697-e824-4ca8";"160805";"53";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Radłowie, ul. Oleska 1, 46-331 Radłów";"gm. Radłów";"oleski";"opolskie";"1240";"1367";"716";"524";"0";"4";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"10";"2";"8";"0";"514";"160";"200";"154"
"8c3a-5888-dc2b-21b5-524b-94e2-4fb7-9a20";"160805";"53";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sternalicach, Sternalice 8, 46-333 Sternalice";"gm. Radłów";"oleski";"opolskie";"870";"952";"490";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"13";"2";"11";"0";"367";"139";"122";"106"
"12c6-c572-4e22-05bb-7b56-fcec-752c-6ec3";"160805";"53";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa Pomnik 1000 - Lecia w Kościeliskach, Kościeliska 28, 46-324 Kościeliska";"gm. Radłów";"oleski";"opolskie";"1040";"1128";"598";"442";"0";"4";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"14";"2";"12";"0";"428";"139";"176";"113"
"3e5a-f40d-d2b9-5571-97b7-dbd6-c661-080d";"160806";"53";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Tadeusza Kościuszki w Cieciułowie, Cieciułów 19, 46-325 Rudniki";"gm. Rudniki";"oleski";"opolskie";"1071";"1170";"460";"611";"1";"5";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"24";"3";"21";"0";"587";"218";"34";"335"
"b156-dc80-071f-af07-df79-cbf9-194e-05d0";"160806";"53";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Żytniowie, Żytniów 29, 46-325 Rudniki";"gm. Rudniki";"oleski";"opolskie";"991";"1081";"461";"530";"0";"1";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"18";"4";"14";"0";"512";"244";"26";"242"
"218d-de27-91fd-aded-c3e7-fa72-8dc1-8308";"160806";"53";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Andrzeja Wajdy w Rudnikach, ul. Wieluńska 6, 46-325 Rudniki";"gm. Rudniki";"oleski";"opolskie";"1476";"1588";"516";"960";"1";"4";"0";"0";"0";"0";"0";"0";"0";"960";"0";"0";"960";"24";"9";"15";"0";"936";"385";"52";"499"
"57db-7264-cce7-ebcd-b691-593e-5e0f-b337";"160806";"53";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Pawła II w Dalachowie, Dalachów 217, 46-325 Rudniki";"gm. Rudniki";"oleski";"opolskie";"1210";"1312";"361";"849";"0";"3";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"16";"2";"14";"0";"833";"288";"31";"514"
"6682-ae8c-ac62-dddc-36c2-e96d-37e0-e74d";"160806";"53";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Mikołaja Kopernika w Jaworznie, Mirowszczyzna 43, 46-325 Rudniki";"gm. Rudniki";"oleski";"opolskie";"1327";"1460";"519";"808";"0";"5";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"19";"5";"14";"0";"789";"312";"36";"441"
"bec4-0106-84be-30b0-2d20-0605-ae7a-5f9c";"160807";"53";"1";"wieś";"stały";"Dom Spotkań, Duża sala, ul. Izydora Murka 1, 46-048 Zębowice";"gm. Zębowice";"oleski";"opolskie";"851";"921";"502";"349";"0";"4";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"13";"4";"9";"0";"335";"112";"119";"104"
"14ee-dfda-ec7e-986c-2889-d9de-755f-cec6";"160807";"53";"2";"wieś";"stały";"Ochotnicza Straż Pożarna, Kadłub Wolny ul. Szkolna 5, 46-048 Zębowice";"gm. Zębowice";"oleski";"opolskie";"470";"511";"291";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"3";"0";"3";"0";"176";"74";"64";"38"
"2ff6-1ab8-40b7-e7a1-fe4f-1574-41fb-5222";"160807";"53";"3";"wieś";"stały";"Budynek gminny, Radawie ul. Szkolna 22, 46-048 Zębowice";"gm. Zębowice";"oleski";"opolskie";"737";"803";"509";"228";"2";"0";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"3";"2";"1";"0";"225";"60";"93";"72"
"6133-e3cc-92b2-0243-9e32-caa8-24fb-8fb4";"160807";"53";"4";"wieś";"stały";"Dom Spotkań, Mała sala, ul. Izydora Murka 1, 46-048 Zębowice";"gm. Zębowice";"oleski";"opolskie";"631";"688";"364";"267";"0";"1";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"3";"0";"3";"0";"264";"100";"102";"62"
"2e47-b7aa-fc55-8e8b-66f2-a9a4-ae26-cc4c";"161101";"53";"1";"wieś";"stały";"Zespół Szkół Gminy Izbicko Szkoła Podstawowa w Izbicku, klasa nr 9, ul. 15 - go Grudnia 32, 47-180 Izbicko";"gm. Izbicko";"strzelecki";"opolskie";"628";"686";"266";"362";"2";"3";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"11";"1";"10";"0";"351";"109";"194";"48"
"db58-f349-6edd-8907-0499-27c0-3685-0e10";"161101";"53";"2";"wieś";"stały";"Zespół Szkół Gminy Izbicko Szkoła Podstawowa w Krośnicy, Krośnica ul. Szkolna 18, 47-180 Izbicko";"gm. Izbicko";"strzelecki";"opolskie";"930";"1022";"448";"482";"3";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"17";"2";"15";"0";"465";"57";"328";"80"
"fa5b-371f-13cb-bab4-80a1-5b76-42a6-c225";"161101";"53";"3";"wieś";"stały";"Klub przy OSP w Siedlcu, Siedlec ul. Wiejska 30, 47-180 Izbicko";"gm. Izbicko";"strzelecki";"opolskie";"610";"671";"342";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"3";"1";"2";"0";"265";"68";"141";"56"
"25bb-5590-2b2d-8263-c79c-1a58-e018-2815";"161101";"53";"4";"wieś";"stały";"Zespół Szkół Gminy Izbicko Szkoła Podstawowa w Otmicach, Otmice Klonowa 18, 47-180 Izbicko";"gm. Izbicko";"strzelecki";"opolskie";"842";"914";"443";"399";"0";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"9";"3";"6";"0";"390";"110";"199";"81"
"2969-d5d9-2b89-e203-9db0-ae37-fc37-2113";"161101";"53";"5";"wieś";"stały";"Klub Wiejski w Suchodańcu, Suchodaniec ul. Dębowa 2, 47-180 Izbicko";"gm. Izbicko";"strzelecki";"opolskie";"350";"377";"174";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"6";"2";"4";"0";"170";"29";"83";"58"
"7128-deed-500b-164b-28eb-ada9-42f3-14fc";"161101";"53";"6";"wieś";"stały";"Zespół Szkół Gminy Izbicko Szkoła Podstawowa w Izbicku, klasa nr 10, 15 - go Grudnia 32, 47-180 Izbicko";"gm. Izbicko";"strzelecki";"opolskie";"580";"634";"284";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"4";"1";"3";"0";"292";"92";"143";"57"
"ae98-d99d-d318-87b1-39be-4ad5-0413-5867";"161102";"53";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jemielnicy, ul. Szkolna 2, 47-133 Jemielnica";"gm. Jemielnica";"strzelecki";"opolskie";"1108";"1213";"586";"522";"1";"8";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"10";"2";"8";"0";"512";"68";"352";"92"
"4d79-d97a-ef22-323f-7c7e-a95e-d861-fe21";"161102";"53";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jemielnicy, ul. Szkolna 2a, 47-133 Jemielnica";"gm. Jemielnica";"strzelecki";"opolskie";"1560";"1706";"821";"739";"0";"0";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"5";"1";"4";"0";"734";"109";"494";"131"
"3cf6-9a74-244a-c713-750d-c496-882f-7b18";"161102";"53";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Piotrówce, Piotrówka ul. Kościuszki 98, 47-133 Jemielnica";"gm. Jemielnica";"strzelecki";"opolskie";"969";"1057";"518";"451";"1";"0";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"9";"0";"9";"0";"442";"49";"250";"143"
"aeeb-6c22-8d96-674f-cffa-3518-85a4-2e4c";"161102";"53";"4";"wieś";"stały";"Świetlica Wiejska w Centawie, Centawa ul. Powstańców Śląskich 13, 47-134 Błotnica Strzelecka";"gm. Jemielnica";"strzelecki";"opolskie";"400";"432";"215";"185";"0";"3";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"1";"1";"0";"0";"184";"26";"120";"38"
"b0e0-5971-4a21-b775-d26c-0f16-f97a-73f2";"161102";"53";"5";"wieś";"stały";"Świetlica Wiejska w Barucie, Barut ul. Wiejska 65, 47-133 Jemielnica";"gm. Jemielnica";"strzelecki";"opolskie";"399";"438";"254";"145";"0";"2";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"1";"0";"1";"0";"144";"18";"92";"34"
"17b7-a110-702b-a52f-0dda-444e-36ac-5f3a";"161102";"53";"6";"wieś";"stały";"Świetlica Wiejska w Gąsiorowicach, Gąsiorowice ul. Szkolna 17, 47-133 Jemielnica";"gm. Jemielnica";"strzelecki";"opolskie";"529";"578";"259";"270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"5";"1";"4";"0";"265";"17";"211";"37"
"b1c9-0de1-b701-5a13-1aaf-4ee9-d0d4-0edc";"161102";"53";"7";"wieś";"stały";"Świetlica Wiejska w Łaziskach, Łaziska ul. Strzelecka 37, 47-133 Jemielnica";"gm. Jemielnica";"strzelecki";"opolskie";"460";"506";"263";"197";"0";"0";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"4";"1";"3";"0";"193";"22";"115";"56"
"6b68-a6ab-9c2d-f6aa-c2b1-f2c7-8520-f002";"161103";"53";"1";"miasto";"stały";"Szkoła Podstawowa, ul. 1 Maja 5, 47-110 Kolonowskie";"gm. Kolonowskie";"strzelecki";"opolskie";"869";"950";"451";"418";"0";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"7";"1";"6";"0";"411";"106";"183";"122"
"3b65-e54d-0c1e-a502-9d0b-a8fd-0c7e-3c30";"161103";"53";"2";"miasto";"stały";"Świetlica OSP, ul. Leśna 6b, 47-110 Kolonowskie";"gm. Kolonowskie";"strzelecki";"opolskie";"880";"971";"504";"376";"1";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"5";"0";"5";"0";"371";"117";"145";"109"
"6811-0864-aaac-0e99-1ffb-e137-c281-3e73";"161103";"53";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Jana Pawła II 4, 47-113 Kolonowskie";"gm. Kolonowskie";"strzelecki";"opolskie";"690";"748";"393";"297";"1";"0";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"0";"0";"0";"0";"297";"96";"110";"91"
"8688-0685-c8a4-0713-3dcd-6192-3beb-0494";"161103";"53";"4";"wieś";"stały";"Dom Aktywności Wiejskiej, Spórok ul. Guznera 3, 47-175 Kadłub";"gm. Kolonowskie";"strzelecki";"opolskie";"438";"479";"280";"158";"0";"1";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"8";"3";"5";"0";"150";"26";"85";"39"
"0d2a-8aae-fc79-4ce4-c557-6986-18e7-12eb";"161103";"53";"5";"wieś";"stały";"Szkoła Podstawowa, Staniszcze Małe ul. Szkolna 1, 47-113 Kolonowskie";"gm. Kolonowskie";"strzelecki";"opolskie";"780";"844";"400";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"11";"3";"8";"0";"369";"71";"193";"105"
"0821-5024-eb46-0c4a-db03-60c4-ef88-95a0";"161103";"53";"6";"wieś";"stały";"Publiczne Przedszkole, Staniszcze Wielkie ul. Kościelna 15, 47-113 Kolonowskie";"gm. Kolonowskie";"strzelecki";"opolskie";"729";"807";"401";"328";"0";"3";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"5";"1";"4";"0";"323";"80";"164";"79"
"5f1f-9e21-2a86-771e-5607-d322-dced-0909";"161104";"53";"1";"miasto i wieś";"stały";"Urząd Miejski, ul. 1 Maja 9, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"1019";"1116";"411";"608";"0";"7";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"11";"2";"9";"0";"597";"193";"225";"179"
"e03d-7f71-12eb-8f9e-40e0-9b28-933d-fecd";"161104";"53";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Zdzieszowicka 23, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"919";"1011";"361";"558";"5";"7";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"16";"4";"12";"0";"542";"134";"226";"182"
"fd74-334a-8a39-1fde-d528-d3bd-378c-1938";"161104";"53";"3";"wieś";"stały";"Remiza OSP, Wysoka ul. Strzelecka 67, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"579";"629";"242";"337";"0";"4";"0";"0";"0";"0";"0";"0";"0";"337";"0";"0";"337";"7";"2";"5";"0";"330";"93";"139";"98"
"1ee0-5618-3b6f-103e-da59-9a67-a883-6ab5";"161104";"53";"4";"wieś";"stały";"Publiczne Przedszkole w Leśnicy, Oddział Zamiejscowy w Dolnej, Dolna ul. Wiejska 30, 47-100 Strzelce Opolskie";"gm. Leśnica";"strzelecki";"opolskie";"360";"384";"191";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"1";"0";"1";"0";"168";"8";"125";"35"
"b19c-91ee-b7d6-3b32-34e9-790c-37dd-375b";"161104";"53";"5";"wieś";"stały";"Klub Wiejski, Kadłubiec ul. Wiejska 93, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"291";"313";"163";"128";"0";"2";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"128";"3";"0";"3";"0";"125";"23";"76";"26"
"989c-acc5-b447-8a92-1959-56fd-790f-f8c3";"161104";"53";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Zalesie Śląskie ul. Dworcowa 4, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"1220";"1325";"690";"530";"0";"0";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"12";"1";"11";"0";"518";"115";"240";"163"
"c6da-d6f3-94d8-aa75-e511-bee0-ffe8-00f2";"161104";"53";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Raszowa ul. Góry Świętej Anny 91, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"1189";"1303";"628";"561";"0";"4";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"17";"5";"12";"0";"544";"163";"245";"136"
"ad44-a4ad-5865-d9a3-6637-0fc0-15fa-dfeb";"161104";"53";"8";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Strzelcach Opolskich-Filia w Leśnicy, ul. Szpitalna 20, 47-150 Leśnica";"gm. Leśnica";"strzelecki";"opolskie";"60";"58";"39";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"3";"0";"3";"0";"18";"9";"4";"5"
