"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy Mieczysław CHRÓŚCIKOWSKI";"Marcin DYBOWSKI";"Józef Jan KUROPATWA"
"3d87-c949-68d1-fdf5-63fc-9685-f8cb-7463";"060408";"19";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Piłsudskiego Józefa 2, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"1144";"1252";"510";"633";"0";"16";"0";"0";"0";"0";"0";"0";"0";"633";"0";"0";"633";"17";"1";"16";"0";"616";"383";"75";"158"
"5ec0-2720-f9db-1ad7-6bc2-a718-a029-e394";"060408";"19";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Jana Pawła II 17, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"1071";"1135";"413";"658";"0";"2";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"16";"3";"13";"0";"642";"402";"70";"170"
"f163-e575-a16d-48ff-3956-38d5-952a-0b85";"060408";"19";"3";"wieś";"stały";"Szkoła Podstawowa, Podhorce 110, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"542";"560";"276";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"2";"0";"2";"0";"264";"194";"29";"41"
"a909-648d-b314-39c0-a3b7-b27b-7e10-e525";"060408";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Gozdów 141, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"790";"859";"340";"450";"1";"3";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"8";"1";"7";"0";"442";"295";"49";"98"
"c3a1-36cd-7f14-c202-0c59-ffe7-9bbf-7692";"060408";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Hostynne-Kolonia 30, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"850";"939";"396";"454";"4";"7";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"13";"1";"12";"0";"440";"345";"39";"56"
"da13-2e8d-3ada-a9c1-d227-bd0d-3964-29a1";"060408";"19";"6";"wieś";"stały";"Szkoła Podstawowa, Malice 37, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"520";"559";"238";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"8";"1";"7";"0";"274";"187";"23";"64"
"e2bf-d3da-049f-f1a0-7850-abc2-8507-b657";"060408";"19";"7";"wieś";"stały";"Remizo-świetlica, Terebiń 113, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"780";"841";"381";"399";"0";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"11";"1";"10";"0";"388";"276";"30";"82"
"74dd-b121-75a0-036d-03ea-1013-e681-9a9d";"060408";"19";"8";"wieś";"stały";"Szkoła Podstawowa, Honiatycze 104, 22-550 Werbkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"421";"444";"229";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"1";"0";"1";"0";"191";"133";"17";"41"
"84d9-3cb8-1922-2fb1-3158-249d-ef53-cc75";"060408";"19";"9";"wieś";"stały";"Remizo-świetlica, Turkowice 78, 22-546 Turkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"510";"550";"251";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"6";"4";"2";"0";"253";"173";"27";"53"
"706f-a996-0c16-07ec-615e-b2e6-0dbd-2332";"060408";"19";"10";"wieś";"stały";"Szkoła Podstawowa, Sahryń 62, 22-546 Turkowice";"gm. Werbkowice";"hrubieszowski";"lubelskie";"540";"577";"304";"236";"1";"1";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"7";"3";"4";"0";"229";"150";"31";"48"
"4a7e-aebf-b8a1-f5e8-34f0-2bc1-e026-6be6";"061801";"19";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Żołnierzy Września 1, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1940";"2064";"751";"1188";"6";"4";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"27";"4";"23";"0";"1162";"636";"129";"397"
"06db-766e-0b58-64ea-0c2c-5c60-2c3d-6ae8";"061801";"19";"2";"miasto";"stały";"Przedszkole Nr 1, ul. Chocimska 17, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"980";"1038";"407";"573";"2";"4";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"19";"5";"14";"0";"554";"273";"64";"217"
"f99e-fe48-f360-3789-a05e-19fb-e79b-17da";"061801";"19";"3";"miasto";"stały";"Przedszkole Nr 1, ul. Chocimska 19, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"990";"1052";"390";"600";"5";"4";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"13";"0";"13";"0";"587";"318";"57";"212"
"d59d-3570-5eea-7b9b-0908-284f-d9f0-08b7";"061801";"19";"4";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Zamojska 2, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1850";"1980";"662";"1188";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"29";"5";"24";"0";"1159";"631";"106";"422"
"634e-b53a-cd0a-3f1a-3f26-326f-95c2-f113";"061801";"19";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Matejki 7, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1060";"1140";"366";"694";"1";"8";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"21";"5";"16";"0";"673";"346";"98";"229"
"b369-96fe-b9da-70ee-adec-342a-9125-baa5";"061801";"19";"6";"miasto";"stały";"Przedszkole Nr 2, ul. Tomasza Zamojskiego 14, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1010";"1072";"359";"651";"5";"7";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"14";"3";"11";"0";"637";"316";"82";"239"
"5cb7-0b68-9980-6b1d-2daa-9110-73c2-ba88";"061801";"19";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. M. Kopernika 4, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"980";"1029";"388";"592";"2";"4";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"16";"6";"10";"0";"576";"302";"65";"209"
"ee03-91e0-ae8c-706f-3f3a-8f35-14e2-f384";"061801";"19";"8";"miasto";"stały";"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o. o., ul. Lwowska 37A, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1070";"1130";"436";"634";"2";"6";"1";"1";"0";"0";"0";"0";"1";"635";"1";"0";"635";"13";"2";"11";"0";"622";"367";"61";"194"
"2f8a-c0aa-e3e4-6c68-aa08-cfb7-44f3-4227";"061801";"19";"9";"miasto";"stały";"Komenda Powiatowa Państwowej Straży Pożarnej, ul. dr. Janusza Petera 7, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"990";"1059";"347";"643";"2";"4";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"21";"6";"15";"0";"622";"371";"59";"192"
"c83c-8bce-0598-27bb-320e-3b42-89ea-49e8";"061801";"19";"10";"miasto";"stały";"Zespół Szkół Nr 3, ul. Generała Józefa Hallera 5, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1790";"1912";"632";"1158";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"31";"8";"23";"0";"1127";"621";"143";"363"
"af73-704f-f095-abbb-7e4e-1ec1-b362-1ddf";"061801";"19";"11";"miasto";"stały";"Przedszkole Nr 5, ul. St. Moniuszki 51, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1750";"1878";"620";"1130";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1128";"0";"0";"1128";"19";"8";"11";"0";"1109";"562";"148";"399"
"3126-9e18-e515-b8ca-7476-dc76-575f-109b";"061801";"19";"12";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej, ul. Al. Grunwaldzkie 1, 22-600 Tomaszów Lubelski";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"200";"182";"116";"84";"0";"1";"0";"0";"0";"0";"0";"0";"0";"84";"0";"0";"84";"1";"0";"1";"0";"83";"65";"4";"14"
"55f8-d726-5293-83ba-a2af-1fab-d9b0-d3cf";"061802";"19";"1";"wieś";"stały";"Urząd Gminy, ul. Lwowska 5, 22-670 Bełżec";"gm. Bełżec";"tomaszowski";"lubelskie";"1300";"1402";"558";"741";"2";"0";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"23";"0";"23";"0";"717";"418";"69";"230"
"03f4-6b96-fbf5-37a1-ac84-1417-8ec3-9522";"061802";"19";"2";"wieś";"stały";"Zespół Szkolno Przedszkolny, ul. Rzeszowska 75, 22-670 Bełżec";"gm. Bełżec";"tomaszowski";"lubelskie";"661";"722";"311";"350";"1";"4";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"9";"3";"6";"0";"341";"197";"36";"108"
"fd6a-03e3-7688-20ae-84dd-5262-8820-9f34";"061802";"19";"3";"wieś";"stały";"Remizo-świetlica, Chyże 46, 22-670 Bełżec";"gm. Bełżec";"tomaszowski";"lubelskie";"260";"283";"118";"142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142";"0";"0";"142";"4";"0";"4";"0";"138";"111";"6";"21"
"7453-3ebd-c78a-0fde-f01b-f5a9-b5c2-7039";"061802";"19";"4";"wieś";"stały";"Remizo-świetlica, Brzeziny 32, 22-670 Bełżec";"gm. Bełżec";"tomaszowski";"lubelskie";"220";"237";"90";"130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"130";"3";"0";"3";"0";"127";"102";"9";"16"
"17da-37fd-86fc-6a14-f883-f6a0-9f3f-79e2";"061803";"19";"1";"wieś";"stały";"Samorządowy Ośrodek Kultury, ul. Piłsudskiego 2A, 22-664 Jarczów";"gm. Jarczów";"tomaszowski";"lubelskie";"830";"928";"349";"481";"0";"1";"1";"1";"1";"0";"0";"0";"0";"481";"0";"0";"481";"16";"2";"14";"0";"465";"289";"44";"132"
"1387-602a-9417-22d7-a958-2d98-8390-54b4";"061803";"19";"2";"wieś";"stały";"Szkoła Podstawowa, Wierszczyca 54, 22-664 Jarczów";"gm. Jarczów";"tomaszowski";"lubelskie";"810";"896";"333";"477";"0";"0";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"7";"3";"4";"0";"470";"390";"24";"56"
"7472-bdc9-5ed9-7df1-621a-2b6a-419c-90b2";"061803";"19";"3";"wieś";"stały";"Szkoła Podstawowa, Gródek 35, 22-664 Jarczów";"gm. Jarczów";"tomaszowski";"lubelskie";"450";"507";"217";"233";"0";"4";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"4";"0";"4";"0";"229";"176";"14";"39"
"55e0-dcfa-6194-d97f-1bbc-b32d-56c7-078b";"061803";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Chodywańce 15, 22-664 Jarczów";"gm. Jarczów";"tomaszowski";"lubelskie";"520";"584";"254";"266";"0";"1";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"4";"1";"3";"0";"262";"196";"26";"40"
"232a-1d7e-f043-0ddf-d482-fa16-c7ab-54e4";"061804";"19";"1";"wieś";"stały";"Urząd Gminy, Krynice 1, 22-610 Krynice";"gm. Krynice";"tomaszowski";"lubelskie";"1000";"1091";"380";"620";"3";"8";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"23";"7";"16";"0";"597";"390";"55";"152"
"30f0-735e-a509-a25d-ffe9-5264-ec8b-ebef";"061804";"19";"2";"wieś";"stały";"Świetlica wiejska, Budy 48A, 22-610 Krynice";"gm. Krynice";"tomaszowski";"lubelskie";"450";"503";"196";"254";"2";"5";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"8";"0";"8";"0";"246";"191";"11";"44"
"407c-1108-b8b6-1bc9-3d5a-e479-6c69-b28c";"061804";"19";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Huta Dzierążyńska 17, 22-610 Krynice";"gm. Krynice";"tomaszowski";"lubelskie";"410";"453";"157";"253";"0";"2";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"3";"1";"2";"0";"250";"182";"16";"52"
"ef67-da37-dc1e-5aa0-dcda-689f-aa63-f4ad";"061804";"19";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Zwiartów 40, 22-610 Krynice";"gm. Krynice";"tomaszowski";"lubelskie";"300";"325";"148";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"4";"0";"4";"0";"148";"95";"16";"37"
"a68f-0a6a-29fb-a918-d649-4f86-0193-c98f";"061804";"19";"5";"wieś";"stały";"Świetlica wiejska, Dąbrowa 34A, 22-610 Krynice";"gm. Krynice";"tomaszowski";"lubelskie";"310";"343";"112";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"3";"0";"3";"0";"195";"168";"11";"16"
"e51d-aab2-3515-4838-9aa5-2e76-9d59-3f61";"061805";"19";"1";"wieś";"stały";"Świetlica wiejska, Hrebenne 86B, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"590";"643";"307";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"7";"2";"5";"0";"276";"220";"23";"33"
"1299-2776-368a-cd37-84e7-9f98-f0cd-7b86";"061805";"19";"2";"wieś";"stały";"Szkoła Podstawowa im. gen. Nikodema Sulika, ul. J. III Sobieskiego 5, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"1413";"1523";"635";"778";"1";"19";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"12";"6";"6";"0";"766";"327";"109";"330"
"b51a-0be2-9ecd-f14c-6fd2-1d3f-9376-c5bc";"061805";"19";"3";"wieś";"stały";"Urząd Miejski Sala Konferencyjna, ul. Jana III Sobieskiego 16, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"760";"832";"479";"281";"0";"2";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"6";"0";"6";"0";"275";"187";"26";"62"
"4faf-e6df-13a9-fd64-fc64-6b1f-cceb-d4cd";"061805";"19";"4";"wieś";"stały";"Świetlica RSP, Łazowa 17A, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"441";"484";"259";"182";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"6";"0";"6";"0";"176";"120";"9";"47"
"84e0-9ce1-be1e-56f6-ee00-f9d5-cd1c-4569";"061805";"19";"5";"wieś";"stały";"Wiejski Dom Kultury, Żurawce ul. Szkolna 7, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"280";"305";"158";"122";"1";"1";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"1";"0";"1";"0";"121";"63";"15";"43"
"bd2f-c0bc-1404-6849-d777-04ec-97e7-ad9f";"061805";"19";"6";"wieś";"stały";"Szkoła Podstawowa im. Dzieci Zamojszczyzny, Machnów Nowy ul. Św. Jana Pawła II 16, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"1170";"1266";"684";"486";"0";"4";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"12";"0";"12";"0";"474";"324";"44";"106"
"bb2f-cef6-4bed-83a3-20b9-233a-a196-5dfb";"061805";"19";"7";"miasto";"zakład leczniczy";"Zakład Opieki Zdrowotnej ""Droga Życia""-Oddział Rehabilitacji w Lubyczy Królewskiej, ul. Szkolna 2, 22-680 Lubycza Królewska";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"70";"58";"44";"26";"0";"8";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"1";"0";"1";"0";"25";"14";"1";"10"
"a0e6-7e23-71c9-b391-9aa8-4ad6-d126-4ecf";"061806";"19";"1";"miasto";"stały";"Gminny Ośrodek Kultury, ul. Partyzantów 12, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"880";"957";"384";"496";"2";"5";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"12";"2";"10";"0";"483";"324";"27";"132"
"06d2-f36b-fa40-1aca-e3ef-ece3-693c-0bd4";"061806";"19";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Chopina 11, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"978";"1048";"424";"554";"5";"5";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"8";"0";"8";"0";"546";"297";"45";"204"
"f96d-85e8-00fb-386c-10b8-bc96-15a5-cf05";"061806";"19";"3";"wieś";"stały";"Warsztat Terapii Zajęciowej, Muratyn 49, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"240";"264";"91";"149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"1";"0";"1";"0";"148";"120";"7";"21"
"e07d-3299-bcc9-5ed2-a18e-09b8-7a1d-b0e8";"061806";"19";"4";"wieś";"stały";"Świetlica Wiejska, Dobużek-Kolonia 4, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"372";"390";"199";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"4";"0";"4";"0";"169";"110";"21";"38"
"5c1f-bf53-7551-f5ab-130e-c64e-0d32-7db2";"061806";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Nabróż-Kolonia 19, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"350";"360";"156";"194";"4";"0";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"3";"0";"3";"0";"191";"115";"5";"71"
"cc07-d41a-8020-1ab8-4ade-54b6-6255-b9c4";"061806";"19";"6";"wieś";"stały";"Szkoła Podstawowa, Zimno 1, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"400";"428";"200";"200";"0";"2";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"4";"0";"4";"0";"196";"116";"19";"61"
"26f7-77d3-eb04-f276-0b30-f320-53f6-0a78";"061806";"19";"7";"wieś";"stały";"Świetlica Wiejska, Podlodów 80, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"350";"386";"168";"182";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"4";"0";"4";"0";"178";"146";"9";"23"
"5728-9c22-91e0-c5c9-5eb6-85fe-c6dc-90fc";"061806";"19";"8";"wieś";"stały";"Świetlica Wiejska, Pukarzów 96, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"380";"418";"189";"191";"0";"1";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"3";"0";"3";"0";"188";"142";"13";"33"
"eead-92d8-e881-4be1-e4b8-bd3c-4b6f-58cb";"061806";"19";"9";"wieś";"stały";"Świetlica Wiejska, Wólka Pukarzowska 63, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"200";"219";"83";"117";"2";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"2";"0";"2";"0";"115";"89";"8";"18"
"989b-4ed4-15f1-5771-5567-218e-991d-4586";"061806";"19";"10";"wieś";"stały";"Szkoła Podstawowa, Steniatyn 71, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"290";"317";"146";"144";"0";"0";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"3";"1";"2";"0";"141";"88";"11";"42"
"d1e2-4388-5cd1-987e-7071-4cf6-9a23-62c3";"061806";"19";"11";"wieś";"stały";"Świetlica Wiejska, Hopkie 59, 22-650 Łaszczów";"gm. Łaszczów";"tomaszowski";"lubelskie";"180";"187";"79";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"101";"0";"0";"0";"0";"101";"73";"8";"20"
"73fa-11b9-a270-81bb-f83b-c562-bde3-717e";"061807";"19";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Partyzantów 60, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"958";"1080";"358";"600";"3";"18";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"15";"3";"12";"0";"585";"415";"56";"114"
"c19a-797b-a3c0-811e-d112-f350-c9ec-23eb";"061807";"19";"2";"wieś";"stały";"Remizo-Świetlica, Pawłówka, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"230";"246";"104";"126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"1";"0";"1";"0";"125";"91";"12";"22"
"778d-7208-6624-db85-6f27-a094-353a-5d99";"061807";"19";"3";"wieś";"stały";"Remizo-Świetlica, Grodysławice 119, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"350";"389";"155";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"3";"1";"2";"0";"192";"138";"26";"28"
"0965-0068-969d-2b97-e19f-e40f-1fb4-427a";"061807";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Michalów 117, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"240";"268";"127";"113";"0";"0";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"1";"0";"1";"0";"112";"75";"9";"28"
"2dbe-3cfc-740c-6e15-d6c9-6888-f04c-3a87";"061807";"19";"5";"wieś";"stały";"Remizo-Świetlica, Wożuczyn 78A, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"770";"876";"336";"434";"0";"6";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"4";"1";"3";"0";"430";"298";"50";"82"
"1a25-1b4f-abd5-cb8d-af6e-3bcc-8e0a-0dc5";"061807";"19";"6";"wieś";"stały";"Remizo-Świetlica, Siemierz 65A, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"210";"228";"80";"130";"1";"1";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"130";"3";"0";"3";"0";"127";"94";"9";"24"
"0196-8898-d99d-09a7-1d9d-97ef-7f28-c5ec";"061807";"19";"7";"wieś";"stały";"Dom Kultury, Wożuczyn-Cukrownia, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"670";"738";"323";"347";"0";"0";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"0";"0";"0";"0";"347";"207";"48";"92"
"3188-a3e5-dd07-c251-05d5-37fd-1c70-7ac9";"061807";"19";"8";"wieś";"stały";"Remizo-Świetlica, Werechanie 43, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"310";"339";"148";"162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"2";"0";"2";"0";"160";"118";"11";"31"
"8cf4-ea09-64bf-ff40-7575-7a26-6e0f-3857";"061807";"19";"9";"wieś";"stały";"Szkoła Podstawowa, Siemnice 1, 22-640 Rachanie";"gm. Rachanie";"tomaszowski";"lubelskie";"251";"278";"101";"150";"2";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"3";"0";"3";"0";"147";"111";"15";"21"
"54de-ccb2-1b9a-80da-3168-42e3-3c97-6327";"061808";"19";"1";"wieś";"stały";"Remizo-świetlica, Ciotusza Nowa 44B, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"570";"617";"234";"336";"0";"2";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"14";"1";"13";"0";"322";"256";"20";"46"
"6d7e-45af-201c-5c21-4b9e-1e8f-cccb-38fb";"061808";"19";"2";"wieś";"stały";"Szkoła Podstawowa, Grabowica 72B, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"739";"780";"294";"445";"0";"2";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"8";"1";"7";"0";"437";"315";"24";"98"
"1ff1-d0b1-6119-51f8-3c47-febd-bcb6-a39a";"061808";"19";"3";"wieś";"stały";"Szkoła Podstawowa im. Żołnierzy Armii Kraków, Łosiniec 23A, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"920";"1007";"359";"561";"0";"2";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"11";"0";"11";"0";"550";"342";"57";"151"
"af8b-2c07-9685-5cf2-4027-db7b-c18f-7d61";"061808";"19";"4";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej, Majdan Sopocki Pierwszy 113, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"980";"1084";"437";"543";"0";"16";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"16";"3";"13";"0";"527";"376";"49";"102"
"c0c2-999b-54e3-c566-c47b-8ca7-3a20-2c33";"061808";"19";"5";"wieś";"stały";"Remizo-świetlica, Paary 130B, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"530";"578";"239";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"4";"1";"3";"0";"287";"170";"16";"101"
"4abf-4da2-c2f1-c677-dc53-f643-8727-fb41";"061808";"19";"6";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Tomaszowska 100, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"1511";"1638";"658";"853";"4";"24";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"24";"3";"21";"0";"829";"511";"67";"251"
