"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy Mieczysław CHRÓŚCIKOWSKI";"Marcin DYBOWSKI";"Józef Jan KUROPATWA"
"a686-0819-4db3-ff89-cfdd-299d-7e23-b3fd";"061808";"19";"7";"wieś";"stały";"Szkoła Podstawowa, Łuszczacz 1, 22-672 Susiec";"gm. Susiec";"tomaszowski";"lubelskie";"410";"447";"161";"249";"0";"1";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"3";"1";"2";"0";"246";"205";"17";"24"
"9a82-ba16-dc5e-673e-9a5b-cc67-92ff-854d";"061809";"19";"1";"wieś";"stały";"Zespół Szkół i Przedszkola, ul. Lubelska 62, 22-604 Tarnawatka";"gm. Tarnawatka";"tomaszowski";"lubelskie";"879";"939";"415";"464";"2";"3";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"11";"5";"6";"0";"453";"350";"36";"67"
"2c9b-7044-8985-2263-e7ae-c082-fa54-da65";"061809";"19";"2";"wieś";"stały";"Lokal przedszkola, Tarnawatka-Tartak ul. Tomaszowska 13/1, 22-604 Tarnawatka";"gm. Tarnawatka";"tomaszowski";"lubelskie";"821";"895";"319";"502";"4";"5";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"9";"1";"8";"0";"493";"350";"50";"93"
"7cfb-7c90-61d4-d88f-8566-518a-3e5b-b0c4";"061809";"19";"3";"wieś";"stały";"Świetlica wiejska, Wieprzów Tarnawacki 24a, 22-600 Tomaszów Lubelski";"gm. Tarnawatka";"tomaszowski";"lubelskie";"380";"401";"144";"236";"1";"0";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"2";"1";"1";"0";"234";"187";"16";"31"
"fc2a-13eb-d21f-041f-8184-fd3f-073a-c483";"061809";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Huta Tarnawacka 30A, 22-604 Tarnawatka";"gm. Tarnawatka";"tomaszowski";"lubelskie";"450";"493";"245";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"4";"0";"4";"0";"201";"173";"8";"20"
"8d47-90fe-bf22-9c49-6737-7d11-2865-4927";"061809";"19";"5";"wieś";"stały";"Świetlica wiejska, Niemirówek-Kolonia 41a, 22-604 Tarnawatka";"gm. Tarnawatka";"tomaszowski";"lubelskie";"380";"410";"162";"218";"0";"1";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"1";"1";"0";"0";"217";"174";"15";"28"
"ae7a-4870-a09d-522e-2082-2e17-1dab-e079";"061810";"19";"1";"wieś";"stały";"Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego, Kardynała Stefana Wyszyńskiego 22, 22-652 Telatyn";"gm. Telatyn";"tomaszowski";"lubelskie";"927";"1010";"350";"577";"1";"3";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"17";"3";"14";"0";"560";"354";"37";"169"
"45a2-c340-8669-6178-18f3-10f7-8b98-374d";"061810";"19";"2";"wieś";"stały";"Szkoła Podstawowa im. Fryderyka Chopina, Poturzyn 105/1, 22-652 Telatyn";"gm. Telatyn";"tomaszowski";"lubelskie";"530";"574";"302";"228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"3";"1";"2";"0";"225";"122";"20";"83"
"35fd-cd51-a47b-33a5-2849-c56d-786a-2fea";"061810";"19";"3";"wieś";"stały";"Centrum Kultury i Promocji Wsi Łykoszyn, Łykoszyn 85, 22-652 Telatyn";"gm. Telatyn";"tomaszowski";"lubelskie";"380";"414";"177";"203";"0";"4";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"6";"2";"4";"0";"197";"131";"17";"49"
"a316-49ad-bdc7-af83-83a9-9e72-34a8-edcc";"061810";"19";"4";"wieś";"stały";"Świetlica Wiejska, Nowosiółki 16a, 22-652 Telatyn";"gm. Telatyn";"tomaszowski";"lubelskie";"741";"804";"351";"390";"3";"5";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"7";"2";"5";"0";"383";"276";"25";"82"
"c70c-5b34-8b72-1cbb-778e-831f-7179-6867";"061810";"19";"5";"wieś";"stały";"Świetlica Wiejska, Żulice 55, 22-652 Telatyn";"gm. Telatyn";"tomaszowski";"lubelskie";"430";"474";"196";"234";"0";"4";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"6";"3";"3";"0";"228";"165";"10";"53"
"e3d2-3520-9c92-4167-66d5-ddee-660d-3362";"061811";"19";"1";"wieś";"stały";"Dom Strażaka, Łaszczówka ul. Spółdzielcza 2, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"760";"832";"273";"487";"0";"1";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"17";"0";"17";"0";"470";"255";"55";"160"
"3d8b-b58f-e35f-b0fd-92d6-6cdf-503c-1547";"061811";"19";"2";"wieś";"stały";"Świetlica wiejska, Ulów 131, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"220";"250";"91";"129";"0";"0";"0";"0";"0";"0";"0";"0";"0";"129";"0";"0";"129";"4";"0";"4";"0";"125";"95";"8";"22"
"9bb6-edce-5e34-134d-4189-a09b-77a7-0347";"061811";"19";"3";"wieś";"stały";"Szkoła Podstawowa, Sabaudia 47, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"940";"1017";"445";"495";"1";"4";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"11";"1";"10";"0";"484";"336";"44";"104"
"1c30-35a1-9146-47cc-08af-bc73-6ffb-1548";"061811";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Pasieki 87, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"450";"485";"211";"239";"1";"1";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"4";"1";"3";"0";"235";"173";"24";"38"
"c565-ab99-5081-f5c5-6665-e505-8440-e0ae";"061811";"19";"5";"wieś";"stały";"Budynek po byłej Szkole Podstawowej, Ruda Wołoska ul. Szkolna 11, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"361";"394";"147";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"6";"0";"6";"0";"208";"132";"20";"56"
"8223-62d5-a906-7760-6278-59f0-6066-5681";"061811";"19";"6";"wieś";"stały";"Wiejski Dom Kultury, Majdan Górny ul. Długa 136, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"863";"948";"373";"490";"0";"0";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"9";"0";"9";"0";"481";"335";"36";"110"
"6928-72bb-3ecb-2f19-29b4-f89c-227f-439e";"061811";"19";"7";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Jeziernia 110, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"787";"866";"336";"451";"1";"5";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"12";"1";"11";"0";"439";"306";"46";"87"
"351c-c772-b21a-a723-e414-3935-0852-eba2";"061811";"19";"8";"wieś";"stały";"Gminny Ośrodek Kultury, Podhorce 130, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"720";"804";"310";"410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"2";"0";"2";"0";"408";"317";"24";"67"
"fdf0-f36f-c3cf-f98d-78ba-dd9a-e324-7302";"061811";"19";"9";"wieś";"stały";"Szkoła Podstawowa, Typin 101, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"290";"317";"141";"149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"2";"1";"1";"0";"147";"106";"6";"35"
"69b7-b580-fb32-0300-09b0-718a-5cc9-41f2";"061811";"19";"10";"wieś";"stały";"Szkoła Podstawowa, Szarowola 126, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"530";"581";"197";"333";"0";"1";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"6";"1";"5";"0";"327";"280";"12";"35"
"d585-cc37-47fc-72b2-c0ed-a7b1-d8f3-6880";"061811";"19";"11";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Przeorsk 113, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"370";"407";"176";"194";"0";"0";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"9";"0";"9";"0";"185";"139";"10";"36"
"9217-6c12-dad9-f530-21f9-1c16-cfca-069d";"061811";"19";"12";"wieś";"stały";"Świetlica Wiejska, Rogóźno ul. Wyzwolenia 100, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"1739";"1876";"650";"1089";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1089";"0";"0";"1089";"22";"4";"18";"0";"1067";"653";"118";"296"
"9365-6cb4-9873-d4b1-f154-b9eb-f48d-bf07";"061811";"19";"13";"wieś";"stały";"Świetlica Wiejska, Rabinówka 112, 22-600 Tomaszów Lubelski";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"331";"370";"132";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"1";"1";"0";"0";"198";"132";"21";"45"
"c605-bfdd-8546-8a50-bc98-d582-b47b-771b";"061812";"19";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Kościelna 25, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"690";"748";"292";"398";"7";"8";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"6";"0";"6";"0";"392";"218";"43";"131"
"5581-8324-6e19-801f-51b8-4a11-4f15-02fb";"061812";"19";"2";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Kościelna 25, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"910";"877";"493";"417";"1";"7";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"13";"4";"9";"0";"404";"263";"41";"100"
"c0ec-9208-568e-fb3b-77ae-39a7-1b04-f08f";"061812";"19";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Kościelna 25, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"911";"988";"469";"442";"4";"2";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"9";"4";"5";"0";"433";"310";"35";"88"
"302d-f3d2-fd25-75ad-7d1b-4434-6b97-f4d4";"061812";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Przewale 41A, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"460";"508";"186";"274";"2";"0";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"7";"1";"6";"0";"267";"190";"24";"53"
"ad16-016b-d9cc-f41a-4fa3-dea0-2eb7-199e";"061812";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Czartowczyk 43A, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"290";"316";"97";"193";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"3";"0";"3";"0";"190";"160";"9";"21"
"3e5c-9268-f9a5-16c1-e482-301f-0d95-0ad9";"061812";"19";"6";"wieś";"stały";"Szkoła Podstawowa, Kazimierówka 36, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"511";"556";"257";"254";"1";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"6";"3";"3";"0";"248";"178";"8";"62"
"f304-5210-8d27-ca4f-5503-dbe2-c159-35b2";"061812";"19";"7";"wieś";"stały";"Szkoła Podstawowa, Perespa 5, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"260";"278";"131";"129";"0";"0";"0";"0";"0";"0";"0";"0";"0";"129";"0";"0";"129";"3";"0";"3";"0";"126";"79";"7";"40"
"f5af-9dc5-788d-1115-3cf2-488d-a4cf-f53b";"061812";"19";"8";"wieś";"stały";"Budynek po byłej Szkole Podstawowej, Czartowiec 6, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"270";"297";"110";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"5";"0";"5";"0";"155";"132";"9";"14"
"4c9a-c349-48c7-2d9e-6caf-f823-dcac-0538";"061812";"19";"9";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Wielka 101, 22-630 Tyszowce";"gm. Tyszowce";"tomaszowski";"lubelskie";"130";"126";"77";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"5";"2";"3";"0";"48";"36";"7";"5"
"1fdd-839f-b881-f73b-4864-986a-1eaf-1fda";"061813";"19";"1";"wieś";"stały";"Gminne Przedszkole w Ulhówku, ul. Sadowa 3, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"360";"403";"206";"154";"1";"2";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"4";"0";"4";"0";"150";"111";"10";"29"
"a428-7ccb-7310-3c28-1568-86ee-ce72-13ec";"061813";"19";"2";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Staszica, ul. Tomaszowska 138, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"830";"921";"388";"442";"0";"0";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"11";"3";"8";"0";"431";"276";"24";"131"
"bc8c-e73a-4bdc-060d-5102-eb4e-7084-60a2";"061813";"19";"3";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego, Tarnoszyn 40, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"670";"729";"375";"295";"1";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"8";"0";"8";"0";"287";"189";"20";"78"
"991c-c772-8824-2be6-cdd1-8225-1d0e-aeeb";"061813";"19";"4";"wieś";"stały";"Świetlica Wiejska, Wasylów Wielki 15, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"299";"337";"186";"113";"0";"2";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"0";"0";"0";"0";"113";"71";"17";"25"
"b336-61d1-f0f4-ffa0-5f27-f7c8-65fd-dba2";"061813";"19";"5";"wieś";"stały";"Świetlica Wiejska, Budynin 50, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"190";"211";"106";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"84";"0";"0";"84";"1";"0";"1";"0";"83";"59";"7";"17"
"dd26-cd5a-255c-e7be-4dc4-2c02-b69d-1dda";"061813";"19";"6";"wieś";"stały";"Szkoła Podstawowa im. Artura Grottgera, Hubinek 19, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"460";"512";"226";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"2";"0";"2";"0";"232";"164";"15";"53"
"d0a3-bdf2-2028-1cfa-0158-900d-2e49-9b00";"061813";"19";"7";"wieś";"stały";"Remizo-Świetlica, Żerniki 82, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"250";"273";"127";"123";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123";"0";"0";"123";"5";"0";"5";"0";"118";"86";"7";"25"
"8962-cfa1-6cb0-46a3-5ac6-7536-9dc4-5796";"061813";"19";"8";"wieś";"stały";"Świetlica Wiejska, Rzeplin 60, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"250";"268";"128";"122";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"4";"0";"4";"0";"118";"84";"4";"30"
"be19-38d0-8ac7-cd84-3b86-8467-c4dd-88ab";"061813";"19";"9";"wieś";"stały";"Remizo-Świetlica, Korczmin 39, 22-678 Ulhówek";"gm. Ulhówek";"tomaszowski";"lubelskie";"311";"337";"150";"161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"6";"0";"6";"0";"155";"119";"7";"29"
"f75e-aedd-bd8a-261d-a268-6c33-f82b-9086";"062001";"19";"1";"wieś";"stały";"Urząd Gminy, Adamów 11b, 22-442 Adamów";"gm. Adamów";"zamojski";"lubelskie";"1020";"1111";"434";"586";"5";"3";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"24";"2";"22";"0";"562";"413";"57";"92"
"6295-1f57-fa2a-1298-8bb6-2121-cc93-4c87";"062001";"19";"2";"wieś";"stały";"Świetlica wiejska, Rachodoszcze 100, 22-442 Adamów";"gm. Adamów";"zamojski";"lubelskie";"590";"655";"208";"382";"0";"2";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"5";"1";"4";"0";"377";"283";"25";"69"
"775e-a7ad-b1ce-3b36-6e29-4a3d-6bec-fafb";"062001";"19";"3";"wieś";"stały";"Szkoła Podstawowa, Szewnia Górna 21A, 22-442 Adamów";"gm. Adamów";"zamojski";"lubelskie";"441";"485";"190";"251";"0";"1";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"1";"0";"1";"0";"250";"174";"27";"49"
"dd86-6362-b8ae-12d0-4f55-4cd1-e13b-58db";"062001";"19";"4";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Bondyrz 77A, 22-442 Adamów";"gm. Adamów";"zamojski";"lubelskie";"590";"650";"256";"334";"1";"2";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"6";"2";"4";"0";"328";"235";"21";"72"
"d92e-63ad-5b2c-8952-42e7-7bcd-6c78-0547";"062001";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Suchowola 238, 22-442 Adamów";"gm. Adamów";"zamojski";"lubelskie";"989";"1097";"389";"600";"1";"3";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"14";"3";"11";"0";"586";"444";"42";"100"
"fef6-7166-7ace-b470-1de3-6c21-75fe-d290";"062002";"19";"1";"wieś";"stały";"Zespół Szkół, ul. Wojsławska 1, 22-425 Grabowiec";"gm. Grabowiec";"zamojski";"lubelskie";"969";"1062";"432";"537";"6";"6";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"4";"0";"4";"0";"533";"371";"59";"103"
"6711-4cf6-1018-09ef-6241-e0b8-5734-620b";"062002";"19";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Rynek 6, 22-425 Grabowiec";"gm. Grabowiec";"zamojski";"lubelskie";"1029";"1140";"509";"520";"4";"9";"1";"1";"0";"0";"0";"0";"1";"521";"1";"0";"521";"9";"1";"8";"0";"512";"354";"50";"108"
"e960-1296-e710-12cd-2b6a-ffbb-1d78-e5b7";"062002";"19";"3";"wieś";"stały";"Remiza OSP, Ornatowice 39, 22-425 Grabowiec";"gm. Grabowiec";"zamojski";"lubelskie";"480";"528";"229";"251";"2";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"2";"0";"2";"0";"249";"202";"17";"30"
"18d0-0ec8-710c-e2c3-3be8-2233-8a8a-57be";"062002";"19";"4";"wieś";"stały";"Remiza OSP, Tuczępy 84, 22-425 Grabowiec";"gm. Grabowiec";"zamojski";"lubelskie";"659";"727";"352";"307";"1";"2";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"12";"1";"11";"0";"295";"245";"19";"31"
"35a6-d7ef-e87b-922b-ed05-5706-efee-1995";"062003";"19";"1";"wieś";"stały";"Szkoła Podstawowa w Antoniówce, Antoniówka 78, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"411";"443";"175";"236";"0";"1";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"5";"0";"5";"0";"231";"162";"11";"58"
"801b-6344-20ee-cfcb-5884-d3a7-d78e-4280";"062003";"19";"2";"wieś";"stały";"Samorządowe Przedszkole w Komarowie-Osadzie z siedzibą w Zubowicach, Zubowice 19, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"460";"479";"160";"300";"4";"0";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"3";"0";"3";"0";"297";"202";"18";"77"
"cdc1-5280-004e-f340-abc9-c450-3f7f-b060";"062003";"19";"3";"wieś";"stały";"Szkoła Podstawowa w Komarowie-Osadzie, ul. Kościuszki 2, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"651";"700";"241";"410";"1";"4";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"11";"3";"8";"0";"399";"236";"19";"144"
"55dd-7fcd-3fbf-8cb6-3f3c-2d65-901c-c933";"062003";"19";"4";"wieś";"stały";"Samorządowy Ośrodek Kultury w Komarowie-Osadzie, Rynek 15, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"801";"839";"348";"453";"2";"4";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"22";"7";"15";"0";"431";"255";"28";"148"
"6661-8f84-3259-182c-e3a6-05fd-cf4c-8b34";"062003";"19";"5";"wieś";"stały";"Świetlica wiejska w Komarowie-Wsi, Komarów-Wieś 62, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"430";"466";"169";"261";"1";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"3";"1";"2";"0";"258";"160";"16";"82"
"0275-fdb9-3f53-9792-c44d-0385-c8aa-5330";"062003";"19";"6";"wieś";"stały";"Centrum Integracji Społecznej w Janówce Zachodniej, Janówka Zachodnia 23, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"320";"349";"123";"197";"0";"2";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"4";"0";"4";"0";"193";"128";"14";"51"
"e5fe-c679-6d62-a264-7758-29ef-7a17-5d28";"062003";"19";"7";"wieś";"stały";"Świetlica wiejska w Dubie, Dub 50, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"410";"453";"185";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"6";"2";"4";"0";"219";"149";"28";"42"
"3577-1319-a4e0-0b7f-cac5-dfbc-4c23-e312";"062003";"19";"8";"wieś";"stały";"Świetlica wiejska w Śniatyczach, Śniatycze 44, 22-435 Komarów-Osada";"gm. Komarów-Osada";"zamojski";"lubelskie";"370";"402";"141";"229";"2";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"5";"1";"4";"0";"224";"162";"11";"51"
"ab1e-97d2-478e-fc6c-a2be-a68d-17d7-50bb";"062004";"19";"1";"miasto";"stały";"Krasnobrodzki Dom Kultury, ul. 3 Maja 26, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"1510";"1631";"504";"1006";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"23";"7";"16";"0";"983";"692";"84";"207"
"de69-59bb-3585-056e-fa37-7cef-457e-58ed";"062004";"19";"2";"miasto";"stały";"Dom Pomocy Społecznej w Krasnobrodzie, ul. Sanatoryjna 34, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"366";"319";"160";"206";"0";"24";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"2";"0";"2";"0";"204";"126";"18";"60"
"0721-3e53-f974-b087-e748-d064-628e-2368";"062004";"19";"3";"miasto";"stały";"Informacja Turystyczna w Krasnobrodzie, ul. Tomaszowska 25, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"754";"789";"247";"507";"1";"16";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"16";"4";"12";"0";"491";"369";"34";"88"
"311e-ca4a-4d83-3b7b-6371-61bf-f969-6967";"062004";"19";"4";"wieś";"stały";"Warsztat Terapii Zajęciowej w Dominikanówce, Dominikanówka 92, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"210";"239";"62";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"3";"0";"3";"0";"145";"128";"9";"8"
"adb3-b2ce-940e-061b-a0e0-ba9d-c663-0e6a";"062004";"19";"5";"wieś";"stały";"Remiza OSP w Hutkowie, Hutków 148, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"286";"301";"118";"168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"2";"0";"2";"0";"166";"141";"15";"10"
"e302-a975-87d7-ce07-6ca6-ed7f-abfa-d769";"062004";"19";"6";"wieś";"stały";"Szkoła Podstawowa w Kaczórkach, Kaczórki 122, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"406";"424";"167";"239";"0";"5";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"5";"2";"3";"0";"234";"156";"13";"65"
"a339-49d1-11bb-64ca-6e00-9558-5328-b570";"062004";"19";"7";"wieś";"stały";"Remiza OSP w Starej Hucie, Stara Huta 9, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"440";"480";"196";"244";"1";"3";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"7";"0";"7";"0";"237";"179";"13";"45"
"999e-7266-29ce-239e-3f3c-d464-431e-e2a7";"062004";"19";"8";"wieś";"stały";"Remiza OSP w Wólce Husińskiej, Wólka Husińska 67, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"306";"315";"120";"186";"0";"3";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"5";"1";"4";"0";"181";"151";"15";"15"
"5c27-22aa-151e-b5d5-7d4e-7bda-86e8-93d5";"062004";"19";"9";"wieś";"stały";"Szkoła w Zielonem, Zielone 166, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"316";"328";"131";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"8";"2";"6";"0";"177";"142";"9";"26"
