"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Krzysztof KWIATKOWSKI";"Marek Sławomir MARKIEWICZ";"Małgorzata Krystyna NIEWIADOMSKA-CUDAK"
"a6bf-1c56-681c-a9bb-d488-5a6e-f69c-dc66";"100611";"24";"6";"miasto";"stały";"Budynek byłego Gimnazjum Nr 2 w Tuszynie, ul. Poniatowskiego 11, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"660";"730";"203";"457";"0";"2";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"8";"5";"3";"0";"449";"186";"134";"129"
"ee2d-4298-7c7a-cd89-71c5-9b93-0545-538a";"100611";"24";"7";"miasto";"stały";"Filia Miejskiego Centrum Kultury w Tuszynie, ul. Prusa 7, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"610";"672";"169";"441";"0";"5";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"7";"2";"5";"0";"434";"135";"190";"109"
"0f6f-d9ea-6293-2d41-4a9c-c2e8-b320-ec57";"100611";"24";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Tuszynie, ul. Poniatowskiego 11, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"589";"650";"147";"442";"1";"5";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"12";"1";"11";"0";"430";"155";"145";"130"
"e3fe-87e4-1bb4-e2a5-709a-b96e-676a-848c";"100611";"24";"9";"miasto";"stały";"Dzienny Dom ""Senior-Wigor"" w Tuszynie, ul. 3 Maja 49, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"299";"321";"125";"174";"1";"1";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"8";"5";"3";"0";"166";"40";"90";"36"
"2e36-08dc-eb26-767d-4b22-7e68-bee3-c957";"100611";"24";"10";"wieś";"stały";"Liceum Ogólnokształcące w Tuszynie, ul. Żeromskiego 31, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"438";"515";"160";"278";"0";"1";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"6";"2";"4";"0";"272";"78";"144";"50"
"b309-c618-ebef-ffa1-2285-2270-61b6-e5f1";"100611";"24";"11";"wieś";"stały";"Hala Widowiskowo-Sportowa w Tuszynie, ul. Tysiąclecia 8, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"446";"498";"99";"346";"0";"5";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"9";"1";"8";"0";"337";"107";"147";"83"
"b9bb-97ab-2e6c-7706-b5b6-c88c-f8b1-c8fa";"100611";"24";"12";"wieś";"stały";"Świetlica Wiejska w Kruszowie, Kruszów ul. Trybunalska 19, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"448";"497";"145";"303";"0";"1";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"3";"0";"3";"0";"300";"105";"139";"56"
"17ee-20a9-7dc1-7f2f-e618-62e7-4e2d-65f7";"100611";"24";"13";"wieś";"stały";"Szkoła Podstawowa w Wodzinie Prywatnym, Wodzin Prywatny ul. Szkolna 1, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"789";"883";"257";"532";"1";"1";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"9";"2";"7";"0";"523";"108";"353";"62"
"d688-4b63-c7c5-4259-8f4f-32c9-17ec-a3dc";"100611";"24";"14";"wieś";"stały";"Szkoła Podstawowa w Górkach Dużych, Górki Duże ul. Jutroszewska 17, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"760";"840";"245";"515";"1";"0";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"9";"2";"7";"0";"506";"97";"344";"65"
"cac0-6871-10f7-377f-20fe-3924-e825-26be";"100611";"24";"15";"wieś";"stały";"Świetlica Wiejska w Woli Kazubowej, Wola Kazubowa ul. Górecka 82, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"710";"787";"152";"558";"0";"3";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"5";"1";"4";"0";"553";"177";"206";"170"
"ac43-b752-d560-468a-feec-9c8a-f044-26bd";"100611";"24";"16";"miasto";"zakład leczniczy";"Pawilon ""D"" szpitala, ul. Szpitalna 5, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"249";"194";"173";"76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"76";"0";"0";"0";"0";"76";"29";"32";"15"
"ee05-64b7-7697-0a9d-f926-3a6d-a803-b498";"100611";"24";"17";"miasto";"zakład leczniczy";"Hol główny Centrum, Poddębina 9a, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"100";"61";"72";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"4";"1";"3";"0";"24";"7";"10";"7"
"393e-3b07-07e4-1ddf-1527-819c-8574-e258";"102101";"24";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Brzezinach, ul. Stanisława Moniuszki 21, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1731";"1827";"647";"1084";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"21";"3";"18";"0";"1061";"374";"505";"182"
"72bc-48be-73cf-b009-9bff-4156-76ac-4948";"102101";"24";"2";"miasto";"stały";"Muzeum Regionalne w Brzezinach, ul. Józefa Piłsudskiego 49, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1178";"1291";"373";"805";"0";"0";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"20";"3";"17";"0";"784";"271";"342";"171"
"07a6-acf1-d639-3a3f-c5dc-46c1-9110-2887";"102101";"24";"3";"miasto";"stały";"Przedszkole Nr 1 w Brzezinach, ul. Konstytucji 3 - go Maja 1, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1078";"1180";"399";"679";"0";"5";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"9";"0";"9";"0";"670";"219";"289";"162"
"ba63-ecba-06bb-6be6-4ac8-d4ac-7d4a-0b31";"102101";"24";"4";"miasto";"stały";"Szkoła Podstawowa nr 3 w Brzezinach, ul. Bohaterów Warszawy 4, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1137";"1238";"339";"798";"2";"5";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"15";"2";"13";"0";"783";"290";"346";"147"
"8dce-2f90-efad-5058-c7f9-285d-73f9-4af5";"102101";"24";"5";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Brzezinach, ul. Konstytucji 3 - go Maja 5, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1386";"1516";"377";"1009";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"11";"7";"4";"0";"998";"394";"391";"213"
"2474-3d32-5360-b81e-8efb-1425-da24-5912";"102101";"24";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Brzezinach, ul. Henryka Sienkiewicza 17, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1119";"1215";"296";"823";"1";"2";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"15";"5";"10";"0";"808";"278";"373";"157"
"9748-7127-0cba-d070-a4fa-ac0e-37ef-4b46";"102101";"24";"7";"miasto";"stały";"Miejska Biblioteka Publiczna w Brzezinach, ul. św. Anny 36, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"1249";"1359";"474";"775";"3";"3";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"20";"9";"11";"0";"755";"243";"352";"160"
"3930-2bca-8024-2261-b48e-9a76-e45b-55f0";"102101";"24";"8";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Brzezinach, ul. Stanisława Moniuszki 24, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"93";"95";"55";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"38";"0";"0";"0";"0";"38";"3";"25";"10"
"d51d-026d-c296-3c8f-1ad6-7837-3d4b-80f5";"102101";"24";"9";"miasto";"zakład leczniczy";"Szpital Specjalistyczny Brzeziny, ul. Marii Skłodowskiej-Curie 6, 95-060 Brzeziny";"m. Brzeziny";"brzeziński";"łódzkie";"170";"89";"150";"20";"0";"2";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"2";"1";"1";"0";"18";"6";"10";"2"
"d939-52ec-7f2e-ba24-e656-835a-900a-a938";"102102";"24";"1";"wieś";"stały";"Szkoła Podstawowa w Gałkówku-Kolonii, Gałkówek-Kolonia 38, 95-060 Brzeziny";"gm. Brzeziny";"brzeziński";"łódzkie";"1016";"1130";"252";"764";"0";"1";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"23";"8";"15";"0";"741";"231";"340";"170"
"c5e7-1132-41e3-dc68-954c-d592-6de3-3015";"102102";"24";"2";"wieś";"stały";"Sala OSP Polik, Polik 45, 95-060 Brzeziny";"gm. Brzeziny";"brzeziński";"łódzkie";"848";"947";"254";"594";"4";"1";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"17";"1";"16";"0";"577";"157";"318";"102"
"762b-3471-6232-3515-4f80-c867-12ac-0a6c";"102102";"24";"3";"wieś";"stały";"Szkoła Podstawowa w Dąbrówce Dużej, Dąbrówka Duża 60, 95-060 Brzeziny";"gm. Brzeziny";"brzeziński";"łódzkie";"879";"986";"293";"586";"1";"1";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"12";"1";"11";"0";"574";"157";"300";"117"
"6f07-5840-20a9-6a17-a204-55dc-5341-0cfa";"102102";"24";"4";"wieś";"stały";"Gminny Ośrodek Kultury w Przecławiu, Przecław 33, 95-060 Brzeziny";"gm. Brzeziny";"brzeziński";"łódzkie";"590";"653";"154";"436";"0";"6";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"9";"4";"5";"0";"427";"128";"246";"53"
"8e3c-807d-1062-be58-6119-56a5-44f6-1190";"102102";"24";"5";"wieś";"stały";"Szkoła Podstawowa w Bogdance, Bogdanka 5, 95-060 Brzeziny";"gm. Brzeziny";"brzeziński";"łódzkie";"731";"811";"154";"577";"0";"0";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"12";"5";"7";"0";"565";"153";"294";"118"
"549b-3fcf-fcd2-93c3-edf4-91c4-6964-0748";"102103";"24";"1";"wieś";"stały";"Szkoła Podstawowa w Dmosinie, Dmosin Pierwszy 1C, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"480";"520";"133";"347";"2";"1";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"10";"2";"8";"0";"337";"97";"165";"75"
"566d-b4cf-4664-d1a7-8d03-867b-0cd4-e872";"102103";"24";"2";"wieś";"stały";"Strażnica OSP w Kraszewie, Kraszew 18, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"410";"450";"158";"252";"5";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"8";"1";"7";"0";"244";"64";"142";"38"
"cc8b-991f-a962-05a7-2e59-09b5-a4d8-a6a5";"102103";"24";"3";"wieś";"stały";"Strażnica OSP w Kołacinie, Kołacin 15D, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"570";"618";"185";"385";"0";"5";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"11";"1";"10";"0";"374";"92";"233";"49"
"4780-6237-cd11-b3bf-b1e4-d49f-3698-dfd0";"102103";"24";"4";"wieś";"stały";"Świetlica w Dmosinie, Dmosin 5, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"490";"545";"187";"303";"0";"1";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"8";"2";"6";"0";"295";"61";"183";"51"
"999d-66f2-2f1e-5eea-172c-7cc2-546f-9db4";"102103";"24";"5";"wieś";"stały";"Strażnica OSP w Woli Cyrusowej, Wola Cyrusowa 68A, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"370";"410";"113";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"9";"0";"9";"0";"248";"62";"137";"49"
"e7ef-34f4-f63e-ed01-ab82-d1cc-dced-7fa6";"102103";"24";"6";"wieś";"stały";"Szkoła Podstawowa w Dmosinie, Dmosin 1C, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"250";"274";"87";"163";"1";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"8";"1";"7";"0";"155";"37";"87";"31"
"26f5-ab08-5790-4e81-628b-2033-b895-c62e";"102103";"24";"7";"wieś";"stały";"Świetlica w Osinach, Osiny 33A, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"380";"415";"139";"241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"2";"0";"2";"0";"239";"67";"100";"72"
"ef66-ae77-b2c9-50ba-636f-1daf-79ac-93e4";"102103";"24";"8";"wieś";"stały";"Szkoła Podstawowa w Dmosinie, Dmosin Pierwszy 1C, 95-061 Dmosin";"gm. Dmosin";"brzeziński";"łódzkie";"390";"431";"116";"274";"0";"2";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"3";"2";"1";"0";"271";"72";"164";"35"
"034a-874a-6921-1fd3-f6d3-2580-f5a6-19f3";"102104";"24";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jeżowie (mała sala gimnastyczna), ul. Wojska Polskiego 2, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"310";"337";"117";"193";"1";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"8";"2";"6";"0";"185";"61";"83";"41"
"f8a6-06c0-655e-0563-6bd6-1594-48ce-d5a0";"102104";"24";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jeżowie (sala nr 1 w Szkole Podstawowej), ul. Wojska Polskiego 2, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"319";"353";"80";"239";"0";"5";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"9";"4";"5";"0";"230";"72";"117";"41"
"8c43-5f20-0a3f-182e-5d51-e218-b6dc-add7";"102104";"24";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jeżowie (sala nr 5 w Szkole Podstawowej), ul. Wojska Polskiego 2, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"340";"366";"104";"236";"0";"2";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"5";"2";"3";"0";"231";"91";"106";"34"
"7d09-5a4f-c5d0-3bac-52c5-d8c1-8100-2f1f";"102104";"24";"4";"wieś";"stały";"Dom Pomocy Społecznej w Dąbrowie, Dąbrowa 1, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"280";"304";"112";"168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"1";"0";"1";"0";"167";"34";"120";"13"
"0fb4-f115-56c1-f7bf-7348-c180-1894-e11a";"102104";"24";"5";"wieś";"stały";"Świetlica Wiejska w Przybyszycach, Przybyszyce 35, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"170";"185";"43";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"5";"2";"3";"0";"122";"42";"64";"16"
"b7fa-8d87-0a94-508c-ded5-4be4-5e9a-6967";"102104";"24";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jeżowie (stołówka szkolna), ul. Wojska Polskiego 2, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"240";"265";"65";"175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"4";"1";"3";"0";"171";"42";"101";"28"
"a59b-e9d8-f636-11cd-1a69-91c4-cc30-a2f2";"102104";"24";"7";"wieś";"stały";"Świetlica Wiejska w Górze, Góra 21, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"230";"256";"82";"148";"1";"1";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"5";"2";"3";"0";"143";"37";"90";"16"
"067f-bb0f-578b-e478-ea29-5b5b-aa80-e00b";"102104";"24";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jeżowie (sala Nr 2 w Szkole Podstawowej), ul. Wojska Polskiego 2, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"410";"451";"168";"242";"1";"1";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"2";"1";"1";"0";"240";"26";"193";"21"
"8312-9bbf-c8b7-9b96-5d20-13c6-0564-ba65";"102104";"24";"9";"wieś";"stały";"Sala OSP w Rewicy, Rewica 24, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"130";"144";"41";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"89";"0";"0";"89";"3";"0";"3";"0";"86";"14";"66";"6"
"e60b-4a4a-3f44-941b-f6dc-730b-772f-d52a";"102104";"24";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Dąbrowie, Dąbrowa 1, 95-047 Jeżów";"gm. Jeżów";"brzeziński";"łódzkie";"56";"56";"16";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"0";"0";"0";"0";"40";"17";"18";"5"
"a0c7-9b9b-eb7f-0b45-2967-62bb-e1b1-5906";"102105";"24";"1";"wieś";"stały";"była Szkoła Podstawowa w Zacywilkach, Zacywilki 5, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"240";"264";"77";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"3";"0";"3";"0";"160";"37";"108";"15"
"55ec-f496-6f5b-f5ce-4378-b05c-c670-ffb4";"102105";"24";"2";"wieś";"stały";"Szkoła Podstawowa w Przyłęku Dużym, Przyłęk Duży 49, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"450";"496";"179";"271";"0";"1";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"8";"1";"7";"0";"263";"79";"145";"39"
"5576-0194-164c-0492-d39a-0486-f373-ea94";"102105";"24";"3";"wieś";"stały";"Urząd Gminy w Rogowie (sala konferencyjna), ul. Żeromskiego 23, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"670";"748";"214";"456";"2";"10";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"10";"2";"8";"0";"446";"148";"235";"63"
"33e1-542d-35b6-280a-ca43-0340-3df7-b2e3";"102105";"24";"4";"wieś";"stały";"Szkoła Podstawowa w Rogowie, ul. Szkolna 4, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"649";"737";"197";"452";"0";"17";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"1";"0";"1";"0";"451";"155";"214";"82"
"a91d-0d01-ac56-8e05-e638-2e35-6ae8-5dba";"102105";"24";"5";"wieś";"stały";"Ochotnicza Straż Pożarna w Rogowie, ul. Strażacka 4, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"360";"400";"98";"262";"0";"3";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"1";"0";"1";"0";"261";"107";"104";"50"
"052b-2fba-8e09-83af-25fd-c1aa-a3c9-0cec";"102105";"24";"6";"wieś";"stały";"Gminna Biblioteka Publiczna w Rogowie, ul. Wojska Polskiego 26, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"481";"528";"145";"336";"0";"6";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"11";"2";"9";"0";"325";"85";"180";"60"
"421c-20d4-ee85-a279-6f76-6827-03b5-4191";"102105";"24";"7";"wieś";"stały";"Szkoła Podstawowa w Wągrach, Wągry 87, 95-063 Rogów";"gm. Rogów";"brzeziński";"łódzkie";"559";"606";"224";"335";"1";"2";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"7";"4";"3";"0";"328";"95";"188";"45"
"82b8-e2fb-05eb-712a-790a-592a-362d-5778";"106101";"24";"72";"miasto";"stały";"Szkoła Podstawowa nr 142 im. Zawiszy Czarnego, ul. Łupkowa 6, 91-527 Łódź";"m. Łódź";"Łódź";"łódzkie";"998";"1098";"276";"722";"0";"9";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"9";"5";"4";"0";"713";"214";"350";"149"
"f504-d0ad-c864-701e-22e9-0196-610f-39bd";"106101";"24";"79";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Władysława Broniewskiego, ul. Przybyszewskiego 15/21, 93-188 Łódź";"m. Łódź";"Łódź";"łódzkie";"2073";"2293";"968";"1105";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"23";"2";"21";"0";"1078";"397";"340";"341"
"5940-1a4f-6e5b-3b34-62f7-c5f0-e7a2-97d7";"106101";"24";"80";"miasto";"stały";"Urząd Stanu Cywilnego, ul. Pabianicka 2, 93-029 Łódź";"m. Łódź";"Łódź";"łódzkie";"1221";"1340";"491";"730";"0";"6";"1";"1";"0";"0";"0";"0";"1";"731";"1";"2";"729";"16";"4";"12";"0";"713";"262";"251";"200"
"9379-7579-a4da-83a8-924b-009b-7681-6e01";"106101";"24";"81";"miasto";"stały";"Zespół Szkół Samochodowych i Mechatronicznych, ul. Przybyszewskiego 73/75, 93-126 Łódź";"m. Łódź";"Łódź";"łódzkie";"1660";"1836";"742";"918";"0";"7";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"25";"9";"16";"0";"893";"342";"282";"269"
"22f8-cda5-87a7-9b2d-ff95-b6c8-993a-9a8d";"106101";"24";"82";"miasto";"stały";"Zespół Szkół Samochodowych i Mechatronicznych, ul. Przybyszewskiego 73/75, 93-126 Łódź";"m. Łódź";"Łódź";"łódzkie";"1400";"1534";"403";"997";"2";"5";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"19";"10";"9";"0";"978";"368";"314";"296"
"a241-a497-7f00-5280-e234-eb86-ec1f-3506";"106101";"24";"83";"miasto";"stały";"Centrum Usług Wspólnych Oświaty w Łodzi, ul. Kaliska 25/27, 93-130 Łódź";"m. Łódź";"Łódź";"łódzkie";"1790";"1982";"641";"1147";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1149";"0";"0";"1149";"18";"4";"14";"0";"1131";"444";"363";"324"
"598d-b401-88ff-70c9-965f-7294-ef69-835c";"106101";"24";"84";"miasto";"stały";"Ogólnokształcąca Szkoła Muzyczna I i II stopnia im. Henryka Wieniawskiego, ul. Sosnowa 9, 93-102 Łódź";"m. Łódź";"Łódź";"łódzkie";"1630";"1791";"646";"984";"1";"7";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"16";"5";"11";"0";"968";"364";"308";"296"
"89ca-09fe-3f82-bba0-9361-9550-8e83-8fea";"106101";"24";"85";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy nr 1 im. Janusza Korczaka, ul. Siedlecka 7/21, 93-138 Łódź";"m. Łódź";"Łódź";"łódzkie";"1528";"1679";"393";"1135";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1134";"0";"0";"1134";"15";"8";"7";"0";"1119";"461";"319";"339"
"3f26-0d37-f237-a8a5-a00d-834c-af06-15fe";"106101";"24";"86";"miasto";"stały";"Zespół Szkół Politechnicznych im. Komisji Edukacji Narodowej, al. Politechniki 38, 93-590 Łódź";"m. Łódź";"Łódź";"łódzkie";"1750";"1945";"530";"1219";"3";"17";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"1";"1219";"22";"8";"14";"0";"1197";"460";"364";"373"
"3f50-1f93-4388-541c-475d-150f-085f-ebd9";"106101";"24";"87";"miasto";"stały";"Szkoła Podstawowa nr 83 im. Stanisława Jachowicza, ul. Podmiejska 21, 93-165 Łódź";"m. Łódź";"Łódź";"łódzkie";"2040";"2246";"420";"1620";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1620";"0";"0";"1620";"24";"8";"16";"0";"1596";"646";"455";"495"
"6707-5d22-d446-e79c-7ac1-07cc-4edf-ccd6";"106101";"24";"88";"miasto";"stały";"Szkoła Podstawowa nr 83 im. Stanisława Jachowicza, ul. Podmiejska 21, 93-165 Łódź";"m. Łódź";"Łódź";"łódzkie";"1671";"1842";"381";"1290";"1";"5";"1";"1";"0";"0";"0";"0";"1";"1289";"1";"0";"1289";"17";"3";"14";"0";"1272";"489";"402";"381"
"13d8-6a96-86af-ea01-5338-c159-dc1b-b21c";"106101";"24";"89";"miasto";"stały";"Szkoła Podstawowa nr 38 im. dr. Henryka Jordana, ul. Krochmalna 21, 93-144 Łódź";"m. Łódź";"Łódź";"łódzkie";"2310";"2555";"711";"1599";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1596";"0";"0";"1596";"27";"8";"19";"0";"1569";"547";"573";"449"
"26f0-8110-b912-02d0-6ac5-fc77-ef1b-ddd6";"106101";"24";"90";"miasto";"stały";"Szkoła Podstawowa nr 38 im. dr. Henryka Jordana, ul. Krochmalna 21, 93-144 Łódź";"m. Łódź";"Łódź";"łódzkie";"2160";"2373";"564";"1596";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1596";"0";"0";"1596";"23";"6";"17";"0";"1573";"568";"573";"432"
"5262-625e-1dd1-efb5-160d-6174-7d35-b7a1";"106101";"24";"91";"miasto";"stały";"Zespół Szkół Przemysłu Mody im. bł. Matki Teresy z Kalkuty, ul. Naruszewicza 35, 93-161 Łódź";"m. Łódź";"Łódź";"łódzkie";"1474";"1626";"365";"1109";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1109";"0";"0";"1109";"15";"1";"14";"0";"1094";"423";"325";"346"
