"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Leszek CZARNOBAJ";"Kazimierz Józef JANIAK"
"3acd-6179-a680-f48f-f12b-f70c-8e5d-699e";"220704";"67";"14";"wieś";"stały";"Budynek po Szkole Podstawowej w Kołodziejach, Kołodzieje 35, 82-550 Prabuty";"gm. Prabuty";"kwidzyński";"pomorskie";"440";"479";"228";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"6";"1";"5";"0";"206";"91";"115"
"4f82-3374-2d3d-7f92-d285-f547-db6c-b37c";"220704";"67";"15";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza w Trumiejkach, Trumiejki 42, 82-550 Prabuty";"gm. Prabuty";"kwidzyński";"pomorskie";"432";"467";"273";"159";"0";"0";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"159";"2";"1";"1";"0";"157";"72";"85"
"7622-a5b4-d208-b9c2-abab-f45f-d444-08a0";"220704";"67";"16";"miasto";"zakład leczniczy";"Szpital Specjalistyczny w Prabutach, ul. Kuracyjna 30, 82-550 Prabuty";"gm. Prabuty";"kwidzyński";"pomorskie";"170";"68";"117";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"1";"0";"1";"0";"52";"23";"29"
"895c-190d-bb27-95c9-936c-beb0-b4bd-7566";"220704";"67";"17";"miasto";"zakład leczniczy";"NZOZ ""Centrum Psychiatrii"" Sp. z o. o., ul. Kuracyjna 30, 82-550 Prabuty";"gm. Prabuty";"kwidzyński";"pomorskie";"90";"79";"50";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"1";"0";"1";"0";"39";"21";"18"
"3106-4cac-89a5-c953-8a90-a451-a221-3b62";"220704";"67";"18";"miasto";"zakład leczniczy";"Zakład Opieki Leczniczej w Prabutach, ul. Kuracyjna 37, 82-550 Prabuty";"gm. Prabuty";"kwidzyński";"pomorskie";"70";"61";"67";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"3";"2";"1"
"40ba-a181-2f1c-4be4-ee66-a757-676f-fd10";"220705";"67";"1";"wieś";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy w Barcicach, Barcice 66, 82-420 Ryjewo";"gm. Ryjewo";"kwidzyński";"pomorskie";"782";"862";"400";"382";"0";"4";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"14";"3";"11";"0";"368";"205";"163"
"0fe6-9dcf-1ff0-e298-1ffe-78b7-54a3-2fbe";"220705";"67";"2";"wieś";"stały";"Szkoła Podstawowa w Ryjewie, ul. Grunwaldzka 63, 82-420 Ryjewo";"gm. Ryjewo";"kwidzyński";"pomorskie";"1352";"1485";"605";"747";"1";"5";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"20";"3";"17";"0";"727";"470";"257"
"07e0-1e1c-a0ab-cda4-3609-5708-2d05-4b71";"220705";"67";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Ryjewie, ul. Grunwaldzka 70, 82-420 Ryjewo";"gm. Ryjewo";"kwidzyński";"pomorskie";"862";"934";"388";"474";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"7";"2";"5";"0";"467";"313";"154"
"0b1b-8229-eb14-eaaf-a6d0-718c-81e8-d39c";"220705";"67";"4";"wieś";"stały";"Szkoła Podstawowa w Straszewie, Straszewo 55, 82-420 Ryjewo";"gm. Ryjewo";"kwidzyński";"pomorskie";"902";"977";"529";"373";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"13";"2";"11";"0";"360";"215";"145"
"6c92-51bf-3adc-d370-b57d-522f-fd58-507a";"220705";"67";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Słoneczne Wzgórze"", ul. Słoneczna 14, 82-420 Ryjewo";"gm. Ryjewo";"kwidzyński";"pomorskie";"179";"55";"150";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"1";"1";"0";"0";"28";"14";"14"
"2a94-3a57-eb74-7850-0867-0087-f839-3c0d";"220706";"67";"1";"wieś";"stały";"Sala posiedzeń Urząd Gminy Sadlinki, ul. Kwidzyńska 12, 82-522 Sadlinki";"gm. Sadlinki";"kwidzyński";"pomorskie";"1470";"1608";"675";"795";"0";"5";"0";"0";"0";"0";"0";"0";"0";"795";"0";"0";"795";"22";"7";"15";"0";"773";"357";"416"
"58d5-7bc4-ff34-efec-7cdf-7816-b635-62a0";"220706";"67";"2";"wieś";"stały";"Szkoła Podstawowa w Nebrowie Wielkim, Nebrowo Wielkie ul. Szkolna 6, 82-522 Sadlinki";"gm. Sadlinki";"kwidzyński";"pomorskie";"1254";"1359";"588";"666";"1";"3";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"20";"2";"18";"0";"646";"275";"371"
"36a0-b039-6409-c5b5-8e9d-8b81-ed0c-71d6";"220706";"67";"3";"wieś";"stały";"Szkoła Podstawowa w Sadlinkach, ul. Grudziądzka 14a, 82-522 Sadlinki";"gm. Sadlinki";"kwidzyński";"pomorskie";"1429";"1569";"658";"771";"0";"2";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"25";"4";"21";"0";"745";"377";"368"
"752c-fcc2-a13d-d4f7-41e9-714b-df4e-753d";"220901";"67";"1";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. S. Hadyny 18, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1830";"1979";"456";"1374";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1374";"0";"0";"1374";"32";"22";"10";"0";"1342";"898";"444"
"f8f7-0999-c943-e690-3b9d-356b-cd0d-7c88";"220901";"67";"2";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Jagiellońska 78B, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1530";"1641";"455";"1075";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"23";"8";"15";"0";"1052";"757";"295"
"60d8-a5e9-3116-e68f-a276-20a7-b1ac-8600";"220901";"67";"3";"miasto";"stały";"Powiatowy Urząd Pracy, Al. Armii Krajowej 70, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1291";"1422";"557";"734";"1";"6";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"18";"1";"17";"0";"715";"467";"248"
"43ca-dd03-169b-d08d-4a03-71c8-a715-9535";"220901";"67";"4";"miasto";"stały";"Młodzieżowy Ośrodek Wychowawczy nr 1, ul. Jagiellońska 94, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1220";"1295";"467";"753";"2";"1";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"29";"10";"19";"0";"724";"488";"236"
"d25f-976b-99b3-c532-0b97-2b6b-631d-7cb9";"220901";"67";"5";"miasto";"stały";"Świetlica Malborskiej Spółdzielni Mieszkaniowej, ul. E. Orzeszkowej 1, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1941";"2111";"590";"1351";"7";"7";"1";"1";"0";"0";"0";"0";"1";"1352";"1";"0";"1352";"40";"6";"34";"0";"1312";"837";"475"
"75be-2bde-c710-16f6-b89c-ce26-95a7-2b64";"220901";"67";"6";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Żeromskiego 45, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1121";"1121";"476";"645";"0";"2";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"29";"4";"25";"0";"616";"401";"215"
"38bb-ceb1-9e17-2223-4e02-3c2c-e8fc-9904";"220901";"67";"7";"miasto";"stały";"Poradnia Psychologiczno-Pedagogiczna, ul. Kotarbińskiego 32, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1540";"1675";"457";"1083";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1081";"0";"0";"1081";"29";"6";"23";"0";"1052";"734";"318"
"3b3f-be8a-7bb4-bf55-388f-5f72-ef41-6387";"220901";"67";"8";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Wybickiego 32, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1878";"2024";"643";"1235";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"35";"12";"23";"0";"1198";"827";"371"
"4d04-73f9-b07b-4164-c874-5ef7-7fe3-d6a0";"220901";"67";"9";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Wybickiego 32, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1431";"1564";"403";"1028";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"26";"6";"20";"0";"1001";"625";"376"
"06a7-5720-a902-9968-3f93-d3bc-84ae-df9a";"220901";"67";"10";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Gen. de Gaulle'a 91, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1321";"1420";"387";"934";"1";"2";"0";"0";"0";"0";"0";"0";"0";"934";"0";"0";"934";"26";"11";"15";"0";"908";"632";"276"
"75c8-7a2d-875a-18bb-3031-3db0-d8cc-94b7";"220901";"67";"11";"miasto";"stały";"Centrum Profilaktyki i Terapii Uzależnień, ul. Nowowiejskiego 48, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1670";"1826";"551";"1119";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"44";"6";"38";"0";"1075";"696";"379"
"aa39-cf85-7c6c-7e8a-008d-28f8-4426-d1fe";"220901";"67";"12";"miasto";"stały";"Placówka Wsparcia Dziennego ""Stacja Malbork +"", ul. Sienkiewicza 43, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1660";"1805";"742";"918";"4";"4";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"31";"5";"26";"0";"887";"593";"294"
"abd9-7cad-d42d-6d94-77d8-9cfc-c56d-c206";"220901";"67";"13";"miasto";"stały";"Przedszkole Niepubliczne „Pod Kasztanami"", ul. Zieleniecka 15, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1520";"1638";"577";"943";"3";"0";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"35";"17";"18";"0";"908";"530";"378"
"c0b4-d645-fc81-53dd-08eb-6822-c954-bc4e";"220901";"67";"14";"miasto";"stały";"Szkoła Podstawowa nr 2, Al. Wojska Polskiego 479, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1690";"1832";"679";"1011";"2";"5";"2";"2";"0";"0";"0";"0";"2";"1013";"2";"0";"1013";"29";"7";"22";"0";"984";"634";"350"
"587a-bd2b-16f1-8f57-67f3-96be-4a0a-d381";"220901";"67";"15";"miasto";"stały";"Ośrodek Sportu i Rekreacji, ul. Toruńska 60, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1650";"1785";"691";"959";"2";"2";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"30";"15";"15";"0";"929";"610";"319"
"58ce-b825-9a54-29e9-d416-e824-c9b6-c51d";"220901";"67";"16";"miasto";"stały";"Szkoła Podstawowa nr 9, Plac G. Narutowicza 15, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1132";"1240";"402";"730";"5";"10";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"23";"5";"18";"0";"707";"474";"233"
"c207-4521-88bd-894b-1862-8c63-2763-f3b2";"220901";"67";"17";"miasto";"stały";"Przedszkole nr 5, ul. W. Witosa 10, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1180";"1280";"427";"753";"3";"7";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"32";"8";"24";"0";"721";"450";"271"
"0284-a2a4-5bd5-4710-361f-49fe-8d90-3d64";"220901";"67";"18";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Tczewska 13, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"1280";"1360";"499";"781";"0";"5";"1";"1";"0";"0";"0";"0";"1";"782";"1";"0";"782";"26";"8";"18";"0";"756";"505";"251"
"eb53-f9b3-87dd-034e-f403-d46c-2907-8502";"220901";"67";"19";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Malborku, ul. Juliusza Słowackiego 45, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"90";"68";"62";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"5";"0";"5";"0";"23";"15";"8"
"d45f-9f1f-b3a7-2ff5-7470-547e-2c15-14f7";"220901";"67";"20";"miasto";"zakład karny";"Zakład Karny w Malborku, ul. Poczty Gdańskiej 19 A, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"260";"235";"126";"134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"134";"10";"0";"10";"0";"124";"80";"44"
"3319-2eb3-a7b1-3a07-13c3-b454-f345-84c2";"220901";"67";"21";"miasto";"zakład leczniczy";"Powiatowe Centrum Zdrowia Sp. z o. o Szpital w Malborku, Al. Armii Krajowej 105/106, 82-200 Malbork";"m. Malbork";"malborski";"pomorskie";"150";"38";"130";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"2";"0";"2";"0";"18";"12";"6"
"34fa-ff18-f3f1-3159-34df-6d6a-2d14-fbda";"220903";"67";"1";"wieś";"stały";"Świetlica środowiskowa ""Nazaret"" w Lichnowach, ul. Lachowicza 25A, 82-224 Lichnowy";"gm. Lichnowy";"malborski";"pomorskie";"1252";"1366";"586";"666";"0";"6";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"10";"1";"9";"0";"656";"354";"302"
"1c05-8ffe-0e41-0457-e5ef-9de2-b35a-7e1b";"220903";"67";"2";"wieś";"stały";"Świetlica wiejska w Lisewie Malborskim, Lisewo Malborskie ul. 10 Marca 51A, 82-224 Lichnowy";"gm. Lichnowy";"malborski";"pomorskie";"1220";"1328";"721";"498";"0";"2";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"23";"4";"19";"0";"476";"274";"202"
"1f22-e081-fdad-24b7-3b64-51fc-3d61-f384";"220903";"67";"3";"wieś";"stały";"Budynek przy ul. Głównej 5 w Szymankowie, Szymankowo ul. Główna 5, 82-224 Lichnowy";"gm. Lichnowy";"malborski";"pomorskie";"712";"771";"347";"365";"0";"1";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"13";"4";"9";"0";"352";"173";"179"
"fbea-d039-7d21-7574-c101-ec4f-6503-bcca";"220904";"67";"1";"wieś";"stały";"Urząd Gminy Malbork, ul. Ceglana 7, 82-200 Malbork";"gm. Malbork";"malborski";"pomorskie";"1139";"1246";"519";"620";"0";"7";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"11";"3";"8";"0";"609";"402";"207"
"0f16-895e-cc75-3e10-e704-f15a-f1b6-d5a8";"220904";"67";"2";"wieś";"stały";"Świetlica wiejska w Lasowicach Wielkich, Lasowice Wielkie, 82-200 Malbork";"gm. Malbork";"malborski";"pomorskie";"680";"741";"361";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"16";"6";"10";"0";"303";"200";"103"
"9a22-2475-be36-0464-44e5-dd35-1ae5-a053";"220904";"67";"3";"wieś";"stały";"Szkoła Podstawowa w Nowej Wsi Malborskiej, Nowa Wieś Malborska ul. Moniuszki 24, 82-200 Malbork";"gm. Malbork";"malborski";"pomorskie";"930";"1012";"329";"601";"2";"0";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"7";"7";"0";"0";"594";"409";"185"
"8f23-5e4d-aead-25e0-3556-0f9a-c217-fa5c";"220904";"67";"4";"wieś";"stały";"Świetlica wiejska w Stogach, Stogi, 82-200 Malbork";"gm. Malbork";"malborski";"pomorskie";"631";"684";"288";"343";"0";"1";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"13";"4";"9";"0";"330";"188";"142"
"a912-dcc7-4930-4bf7-44b1-b731-c4ef-45a7";"220906";"67";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Miłoradzu, ul. Główna 54, 82-213 Miłoradz";"gm. Miłoradz";"malborski";"pomorskie";"1512";"1660";"688";"824";"1";"1";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"24";"3";"21";"0";"799";"431";"368"
"d5ae-e032-0591-e893-855b-fccc-933a-2ca2";"220906";"67";"2";"wieś";"stały";"Świetlica Wiejska w Kończewicach, Kończewice 40, 82-213 Miłoradz";"gm. Miłoradz";"malborski";"pomorskie";"896";"988";"389";"507";"0";"4";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"17";"3";"14";"0";"490";"246";"244"
"7a09-8fae-10b5-303d-d0be-415a-b892-ea8e";"220907";"67";"1";"miasto";"stały";"Urząd Miejski w Nowym Stawie, ul. Generała Józefa Bema 1, 82-230 Nowy Staw";"gm. Nowy Staw";"malborski";"pomorskie";"1590";"1731";"693";"897";"0";"3";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"38";"17";"21";"0";"859";"466";"393"
"ca6d-6ba2-bc0c-eb09-634b-1e22-3565-c070";"220907";"67";"2";"miasto";"stały";"Nowostawskie Centrum Kultury i Biblioteki Nowostawski Ośrodek Kultury w Nowym Stawie, ul. Jana Pawła II 2, 82-230 Nowy Staw";"gm. Nowy Staw";"malborski";"pomorskie";"1361";"1476";"638";"723";"2";"4";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"33";"10";"23";"0";"690";"405";"285"
"41e5-a629-7ddd-27de-80d2-bd21-f222-4693";"220907";"67";"3";"miasto";"stały";"Zespół Szkolno-Przedszkolny Szkoła Podstawowa Nr 2 im. Wincentego Pola w Nowym Stawie, ul. Gdańska 53, 82-230 Nowy Staw";"gm. Nowy Staw";"malborski";"pomorskie";"1410";"1536";"688";"722";"1";"1";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"26";"6";"20";"0";"696";"399";"297"
"81f4-415e-5860-3066-dec2-a3a5-ff36-f1d7";"220907";"67";"4";"wieś";"stały";"Nowostawskie Centrum Kultury i Biblioteki Świetlica wiejska w Lipince, Lipinka 16a, 82-230 Nowy Staw";"gm. Nowy Staw";"malborski";"pomorskie";"890";"979";"500";"390";"3";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"11";"1";"10";"0";"379";"202";"177"
"9709-c40e-3b49-f63e-e7e4-bf28-0af5-f31e";"220908";"67";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Starym Polu, Marynarki Wojennej 1b, 82-220 Stare Pole";"gm. Stare Pole";"malborski";"pomorskie";"1149";"1250";"514";"635";"3";"3";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"17";"7";"10";"0";"618";"345";"273"
"f1e5-1d04-0617-5172-d3f0-6a16-8671-6c05";"220908";"67";"2";"wieś";"stały";"Szkoła Podstawowa im. Generała Józefa Bema w Starym Polu, Generała Józefa Bema 6, 82-220 Stare Pole";"gm. Stare Pole";"malborski";"pomorskie";"959";"1040";"376";"583";"1";"2";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"15";"5";"10";"0";"568";"369";"199"
"f6b9-51d0-6a66-2b10-02d4-6a67-e6e1-d1e9";"220908";"67";"3";"wieś";"stały";"Świetlica wiejska, Królewo 30, 82-220 Stare Pole";"gm. Stare Pole";"malborski";"pomorskie";"1160";"1271";"587";"573";"3";"2";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"25";"13";"12";"0";"548";"327";"221"
"d4ad-735e-d314-f40f-5786-6193-fcf5-98f0";"221001";"67";"1";"miasto";"stały";"sala narad przy Urzędzie Miasta, ul. Górników 15, 82-120 Krynica Morska";"m. Krynica Morska";"nowodworski";"pomorskie";"1050";"1364";"150";"900";"2";"223";"0";"0";"0";"0";"0";"0";"0";"900";"0";"0";"900";"25";"2";"23";"0";"875";"590";"285"
"8d22-ac58-0978-3c61-638e-6650-5342-06c2";"221002";"67";"1";"miasto";"stały";"Urząd Miejski, ul. Ernesta Wejhera 3, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"1060";"1150";"465";"595";"0";"5";"1";"1";"0";"0";"0";"0";"1";"596";"1";"0";"596";"20";"2";"18";"0";"576";"378";"198"
"0c7f-3f66-f8ba-c5b5-1451-fc7c-0f77-0020";"221002";"67";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Janusza Korczaka, ul. Szkolna 2, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"920";"1000";"310";"610";"1";"5";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"27";"5";"22";"0";"583";"387";"196"
"1bc6-0c12-6231-9430-5382-cdba-689e-b0d8";"221002";"67";"3";"miasto";"stały";"Żuławski Park Historyczny, ul. Kopernika 17, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"1280";"1384";"392";"888";"0";"0";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"19";"9";"10";"0";"869";"621";"248"
"929c-038a-ce65-fe03-2e6c-f3bc-9040-ee97";"221002";"67";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Adama Mickiewicza 10, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"1131";"1238";"404";"727";"0";"2";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"36";"9";"27";"0";"690";"452";"238"
"2ea4-6200-8c03-8252-afdd-c29b-a4be-f540";"221002";"67";"5";"miasto";"stały";"Miejskie Obiekty Sportowe, ul. Warszawska 22, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"920";"999";"337";"583";"1";"2";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"27";"0";"27";"0";"556";"383";"173"
"292f-2b7b-1f93-e514-366f-e350-5d46-c4d7";"221002";"67";"6";"miasto";"stały";"Liceum Ogólnokształcące im. Ziemi Żuławskiej w Nowym Dworze Gdańskim, ul. 3 Maja 3, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"731";"802";"261";"470";"1";"7";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"20";"2";"18";"0";"449";"312";"137"
"c320-4448-d40e-45f7-e56c-2f08-2368-e494";"221002";"67";"7";"miasto";"stały";"Miejskie Przedszkole Nr 4, ul. Tczewska 6, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"840";"910";"265";"575";"1";"0";"0";"0";"0";"0";"0";"0";"0";"575";"0";"0";"575";"17";"6";"11";"0";"558";"356";"202"
"55e4-edbe-d8eb-e19a-a1ae-42df-6156-082b";"221002";"67";"8";"miasto";"stały";"Zespół Szkół w Nowym Dworze Gdańskim, ul. Warszawska 54, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"770";"843";"382";"388";"0";"1";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"16";"5";"11";"0";"372";"197";"175"
"beca-6724-0396-6517-7fda-e1b2-426c-ccab";"221002";"67";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Marzęcinie, Marzęcino ul. Polna 5, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"621";"675";"321";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"6";"1";"5";"0";"294";"162";"132"
"3ade-dfe5-f0e4-fd42-7e27-d4d9-3ace-56d4";"221002";"67";"10";"wieś";"stały";"Świetlica Wiejska w Kępkach, Kępki 45, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"661";"712";"360";"301";"0";"1";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"9";"1";"8";"0";"292";"164";"128"
"cdd0-d97d-a938-acba-8917-a2d7-a00f-4adb";"221002";"67";"11";"wieś";"stały";"Świetlica Wiejska w Jazowej, Jazowa 32A, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"801";"859";"417";"384";"0";"4";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"21";"5";"16";"0";"362";"203";"159"
"6b11-fe0c-c7f7-b031-411d-001f-6d1e-794e";"221002";"67";"12";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kmiecinie, Kmiecin Żuławska 6, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"980";"1060";"390";"590";"0";"1";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"19";"0";"19";"0";"571";"346";"225"
"baea-8146-f288-16d2-05b0-a483-e3eb-a3d9";"221002";"67";"13";"wieś";"stały";"Budynek Szkoły Podstawowej w Lubieszewie, Marynowy ul. Nowodworska 42, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"681";"737";"324";"357";"1";"1";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"14";"4";"10";"0";"343";"206";"137"
"1fff-1daa-0862-e314-22d8-702f-c930-3dc6";"221002";"67";"14";"wieś";"stały";"Świetlica Wiejska w Lubieszewie, Lubieszewo 16, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"1020";"1120";"530";"490";"0";"5";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"14";"3";"11";"0";"476";"259";"217"
"b9ba-e8d7-ba97-a187-89bf-1b2d-459f-dfb8";"221002";"67";"15";"miasto";"zakład leczniczy";"Szpital w Nowym Dworze Gdańskim, ul. Dworcowa 12, 82-100 Nowy Dwór Gdański";"gm. Nowy Dwór Gdański";"nowodworski";"pomorskie";"70";"58";"51";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"1";"0";"1";"0";"18";"6";"12"
