"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marcin Rafał BUGAJSKI";"Przemysław Albert GIERADA";"Kazimierz KIK";"Edward RZEPKA";"Krzysztof Marek SŁOŃ"
"8fab-0dd6-fbcf-7ed0-5ba1-4485-f5a4-32b0";"260419";"83";"3";"wieś";"stały";"Świetlica w Jaworzach, Jaworze ul. Bursztynowa 9, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"701";"757";"220";"481";"1";"2";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"6";"2";"4";"0";"475";"40";"53";"34";"125";"223"
"7f0d-515f-7dfd-cc52-7471-98e1-036d-e4ff";"260419";"83";"4";"wieś";"stały";"Szkoła Podstawowa w Kajetanowie, Zabłocie 1, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"1503";"1623";"445";"1058";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"17";"5";"12";"0";"1040";"72";"100";"70";"208";"590"
"d7ea-d300-83bb-0a8d-6056-5903-66e5-3a81";"260419";"83";"5";"wieś";"stały";"Gminna Biblioteka Publiczna w Samsonowie, Samsonów 6, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"1434";"1543";"480";"954";"3";"0";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"15";"2";"13";"0";"939";"70";"94";"55";"181";"539"
"fb45-0e77-b029-8745-a9fd-65a9-0817-2c7a";"260419";"83";"6";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola w Tumlinie, Tumlin-Węgle ul. Grodowa 2, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"1082";"1152";"353";"728";"1";"2";"0";"0";"0";"0";"0";"0";"0";"729";"0";"0";"729";"13";"4";"9";"0";"716";"61";"52";"34";"166";"403"
"afd7-7c25-97a1-6998-23b5-c2e5-2d7c-b365";"260419";"83";"7";"wieś";"stały";"Budynek Gminny w Szałasie, Szałas 1A, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"452";"484";"214";"238";"2";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"2";"0";"2";"0";"236";"17";"12";"6";"31";"170"
"a205-e8d2-1bb5-5f6b-31cd-6324-27a4-1606";"260419";"83";"8";"wieś";"stały";"Budynek Gminny w Umrze, Umer 76, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"674";"731";"237";"437";"0";"2";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"6";"2";"4";"0";"431";"46";"39";"24";"80";"242"
"313c-d22a-a182-eac8-c48d-5c20-964c-850a";"260419";"83";"9";"wieś";"stały";"Budynek Gminny w Zachełmiu, Zachełmie 1, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"629";"681";"215";"414";"4";"3";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"5";"1";"4";"0";"409";"23";"37";"25";"75";"249"
"3a4b-44ee-63ab-687d-ff0d-a66e-4c56-4d85";"260419";"83";"10";"wieś";"stały";"Zespół Szkół Leśnych w Zagnańsku, ul. Spacerowa 4, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"968";"1053";"280";"688";"1";"0";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"14";"2";"12";"0";"674";"58";"67";"48";"184";"317"
"86ad-49d7-df71-21a6-bf01-c8e4-6b1b-49b1";"260419";"83";"11";"wieś";"stały";"Budynek Gminny w Belnie, Belno 143, 26-050 Zagnańsk";"gm. Zagnańsk";"kielecki";"świętokrzyskie";"430";"472";"182";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"7";"0";"7";"0";"241";"17";"27";"10";"37";"150"
"3802-1fd9-bf5a-18b5-7522-011f-a19a-a817";"266101";"83";"1";"miasto";"stały";"Szkoła Podstawowa im. św. Jadwigi Królowej w Kielcach, ul. Marszałkowska 40, 25-546 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2111";"2269";"661";"1450";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"18";"4";"14";"0";"1432";"100";"166";"108";"507";"551"
"d9d2-d891-fd67-5ec3-3a7e-1294-8a2a-97c1";"266101";"83";"2";"miasto";"stały";"Przedszkole Samorządowe nr 6, ul. Bukowa 8, 25-542 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1853";"2003";"655";"1198";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1198";"0";"0";"1198";"20";"8";"12";"0";"1178";"75";"140";"100";"328";"535"
"1756-641a-c464-ecb4-c8dd-a380-f981-4e28";"266101";"83";"3";"miasto";"stały";"Przedszkole Samorządowe nr 1, ul. Cypriana Kamila Norwida 5, 25-410 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1638";"1788";"382";"1255";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1257";"0";"0";"1257";"18";"5";"13";"0";"1239";"70";"148";"101";"414";"506"
"df07-1a8c-d97e-7c5b-5d8f-274b-b7b1-7b21";"266101";"83";"4";"miasto";"stały";"Przedszkole Samorządowe nr 32, ul. Jana Kasprowicza 5, 25-411 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"928";"1012";"211";"717";"0";"2";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"8";"3";"5";"0";"709";"63";"83";"43";"225";"295"
"34b7-f1b3-8f81-609b-26ad-5506-f050-3acf";"266101";"83";"5";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Leopolda Staffa 7, 25-410 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1580";"1788";"393";"1187";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1187";"0";"0";"1187";"11";"2";"9";"0";"1176";"47";"106";"120";"419";"484"
"0a99-325e-1857-a2a0-e47a-8641-5c8d-7168";"266101";"83";"6";"miasto";"stały";"Szkoła Podstawowa nr 39, ul. Marii Krzyżanowskiej 8, 25-435 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1029";"1120";"244";"785";"0";"3";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"14";"14";"0";"0";"771";"50";"105";"64";"280";"272"
"6073-e031-1c7b-5e5e-c02d-fe9a-aba5-f613";"266101";"83";"7";"miasto";"stały";"Szkoła Podstawowa Integracyjna nr 11, ul. Jasna 20/22, 25-523 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1048";"1150";"307";"741";"0";"1";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"10";"2";"8";"0";"731";"61";"67";"57";"289";"257"
"1f56-5762-4e62-7e81-0380-ecf9-2281-17e1";"266101";"83";"8";"miasto";"stały";"Integracyjne Przedszkole Samorządowe nr 27, ul. Marszałkowska 11A, 25-533 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1922";"2101";"506";"1416";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1416";"0";"0";"1416";"14";"3";"11";"0";"1402";"102";"153";"123";"512";"512"
"2dc7-5924-7c84-5945-f926-404e-4d15-69fa";"266101";"83";"9";"miasto";"stały";"Szkoła Podstawowa nr 19, ul. Targowa 3, 25-520 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2043";"2219";"598";"1445";"1";"13";"2";"2";"0";"0";"0";"0";"2";"1441";"2";"0";"1441";"11";"1";"10";"0";"1430";"116";"125";"122";"518";"549"
"00cb-799b-2236-bb47-97cb-1f5c-c917-c196";"266101";"83";"10";"miasto";"stały";"Przedszkole Samorządowe nr 16, ul. Nowy Świat 34, 25-522 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1380";"1493";"433";"948";"4";"9";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"8";"4";"4";"0";"940";"74";"76";"77";"279";"434"
"5995-910f-cdf0-d45d-32eb-18a7-6140-e265";"266101";"83";"11";"miasto";"stały";"Zespół Szkół Elektrycznych, ul. Prezydenta Ryszarda Kaczorowskiego 8, 25-317 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1460";"1579";"444";"1016";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"14";"4";"10";"0";"1002";"53";"92";"79";"388";"390"
"8938-484b-a213-5618-7dc5-094c-28e2-e529";"266101";"83";"12";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Wspólna 17, 25-003 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1654";"1779";"481";"1173";"3";"27";"1";"1";"0";"0";"0";"0";"1";"1174";"1";"2";"1172";"11";"3";"8";"0";"1161";"60";"111";"100";"510";"380"
"62db-8894-fc96-c611-617a-3c2c-303e-dba0";"266101";"83";"13";"miasto";"stały";"Środowiskowy Dom Samopomocy dla Osób Niepełnosprawnych Intelektualnie, ul. Stefana Okrzei 8, 25-525 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1168";"1292";"444";"723";"0";"21";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"12";"5";"7";"0";"712";"56";"73";"60";"258";"265"
"8696-0b7b-581a-c5ca-ceb0-d6e9-60dc-ba96";"266101";"83";"14";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Generała Tadeusza Kościuszki 5, 25-310 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1504";"1648";"537";"967";"2";"22";"0";"0";"0";"0";"0";"0";"0";"967";"0";"0";"967";"19";"5";"14";"0";"948";"67";"88";"73";"322";"398"
"7a66-069f-d966-0e53-209e-1f73-a70d-8c00";"266101";"83";"15";"miasto";"stały";"Zespół Szkół Przemysłu Spożywczego, ul. Zagórska 14, 25-355 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1454";"1510";"479";"975";"1";"14";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"12";"7";"5";"0";"963";"66";"106";"79";"430";"282"
"0048-ec43-5dcd-e38e-4663-acd1-0bc0-c446";"266101";"83";"16";"miasto";"stały";"Dom Kultury ""Zameczek"", ul. Juliusza Słowackiego 23, 25-365 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1533";"1672";"364";"1169";"5";"7";"0";"0";"0";"0";"0";"0";"0";"1169";"0";"0";"1169";"21";"10";"11";"0";"1148";"63";"142";"85";"494";"364"
"9c1e-13db-f618-a266-7ec2-ae8b-af55-9767";"266101";"83";"17";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Prosta 27A, 25-371 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1538";"1634";"388";"1150";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"15";"8";"7";"0";"1135";"87";"134";"79";"494";"341"
"45b5-d391-cfb0-e756-f4c1-79f7-fadc-2c3b";"266101";"83";"18";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Podporucznika Zbigniewa Kruszelnickiego ""Wilka"" 49, 25-669 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1695";"1839";"616";"1079";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"9";"5";"4";"0";"1070";"86";"101";"82";"191";"610"
"f685-72c9-e24f-5c3e-1bc7-ad79-f88a-5e2b";"266101";"83";"19";"miasto";"stały";"Targi Kielce S. A., ul. Zakładowa 1, 25-672 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1548";"1668";"633";"915";"0";"4";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"15";"4";"11";"0";"900";"73";"81";"68";"210";"468"
"8368-6d76-0280-e41c-0e68-8e3c-0b28-7091";"266101";"83";"20";"miasto";"stały";"Przedszkole Samorządowe nr 2, ul. Górnicza 64, 25-651 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1989";"2138";"571";"1418";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1417";"0";"0";"1417";"14";"7";"7";"0";"1403";"103";"156";"133";"400";"611"
"7236-5a59-2a0b-42f8-bac2-65bc-2941-093d";"266101";"83";"21";"miasto";"stały";"Urząd Miasta, ul. Strycharska 6, 25-361 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1871";"2012";"541";"1330";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1330";"0";"0";"1330";"18";"3";"15";"0";"1312";"94";"125";"96";"358";"639"
"5f00-aaa0-6994-0eaa-b43d-ec12-1932-6826";"266101";"83";"22";"miasto";"stały";"Przedszkole Samorządowe nr 18, ul. Malików 3, 25-639 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1510";"1636";"483";"1027";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"15";"2";"13";"0";"1012";"76";"98";"76";"178";"584"
"cad8-3c56-7c67-6184-a862-e4ca-4acb-a1e8";"266101";"83";"23";"miasto";"stały";"Szkoła Podstawowa nr 25, ul. Jurajska 7, 25-640 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1518";"1654";"227";"1291";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1291";"0";"0";"1291";"17";"8";"9";"0";"1274";"103";"160";"119";"565";"327"
"25d8-d9fc-2aed-1033-2ea4-91af-8501-5235";"266101";"83";"24";"miasto";"stały";"Szkoła Podstawowa nr 25, ul. Jurajska 7, 25-640 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1770";"1886";"356";"1414";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1414";"0";"2";"1412";"21";"5";"16";"0";"1391";"98";"165";"134";"625";"369"
"7260-4b0c-cb7c-7afb-32d9-5589-6411-7c8a";"266101";"83";"25";"miasto";"stały";"Szkoła Podstawowa nr 25, ul. Jurajska 7, 25-640 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1525";"1630";"328";"1198";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1198";"0";"0";"1198";"21";"8";"13";"0";"1177";"90";"139";"75";"514";"359"
"cb64-53c1-40bd-99f9-8a86-9620-bf08-b300";"266101";"83";"26";"miasto";"stały";"Klub „Domatorek”, ul. Edmunda Massalskiego 4, 25-640 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2016";"2151";"504";"1512";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1512";"0";"0";"1512";"22";"5";"17";"0";"1490";"123";"155";"143";"541";"528"
"f907-f289-8b20-c4f7-11ca-ba34-4e7b-f7f9";"266101";"83";"27";"miasto";"stały";"Przedszkole Samorządowe nr 34, Aleja Jerzego Szajnowicza – Iwanowa 15, 25-636 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1440";"1538";"280";"1160";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"0";"1160";"8";"0";"8";"0";"1152";"88";"121";"108";"460";"375"
"73cd-c979-9f24-92be-de25-3d07-4014-838e";"266101";"83";"28";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Biskupa Adama Naruszewicza 25, 25-628 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2075";"2252";"494";"1581";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1581";"0";"0";"1581";"16";"0";"16";"0";"1565";"137";"159";"157";"544";"568"
"bb78-2e32-865c-0598-d1ec-7240-8b8d-ad67";"266101";"83";"29";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Biskupa Adama Naruszewicza 16, 25-636 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1930";"2065";"500";"1430";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1429";"0";"0";"1429";"11";"2";"9";"0";"1418";"99";"194";"107";"476";"542"
"07d8-60d6-2db6-356a-293c-97d3-1833-83d8";"266101";"83";"30";"miasto";"stały";"III LO z Oddziałami Integracyjnymi im. Cypriana Kamila Norwida, ul. Jagiellońska 4, 25-628 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1747";"1893";"592";"1155";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"17";"2";"15";"0";"1138";"91";"110";"98";"318";"521"
"6d1b-d172-4ecf-7132-8a85-c62e-ba56-bf07";"266101";"83";"31";"miasto";"stały";"Przedszkole Samorządowe nr 29, ul. Tytusa Chałubińskiego 32, 25-619 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1785";"1911";"705";"1080";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"12";"1";"11";"0";"1068";"78";"124";"81";"295";"490"
"24df-7c7f-8e2d-8c2c-55a3-e539-3c39-079d";"266101";"83";"32";"miasto";"stały";"Szkoła Podstawowa nr 18, ul. Króla Bolesława Chrobrego 105, 25-623 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1956";"2129";"700";"1256";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"14";"5";"9";"0";"1242";"88";"137";"104";"369";"544"
"8652-5215-ddc3-99be-901d-16c0-5a7e-67ea";"266101";"83";"33";"miasto";"stały";"Przedszkole Samorządowe nr 26, ul. Piekoszowska 42, 25-735 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1957";"2076";"744";"1213";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1211";"0";"0";"1211";"14";"1";"13";"0";"1197";"117";"146";"96";"363";"475"
"4f05-d12b-b16d-1eb7-d99d-f793-26df-3b90";"266101";"83";"34";"miasto";"stały";"ENERIS Surowce S. A.-Kielce, ul. Zagnańska 232A, 25-563 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1152";"1250";"339";"813";"0";"4";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"10";"4";"6";"0";"803";"52";"97";"59";"281";"314"
"eb89-ec1c-27ec-29ba-f775-6a0c-cf08-bc66";"266101";"83";"35";"miasto";"stały";"Przedszkole Samorządowe nr 35, ul. Władysława Orkana 13, 25-548 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2180";"2324";"504";"1676";"0";"5";"2";"2";"0";"0";"1";"0";"1";"1677";"1";"0";"1677";"17";"7";"10";"0";"1660";"116";"174";"115";"698";"557"
"5613-6691-5285-1d49-b1cc-b70d-ddb3-e124";"266101";"83";"36";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Warszawska 340, 25-414 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1928";"2045";"443";"1485";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1484";"0";"0";"1484";"21";"15";"6";"0";"1463";"100";"116";"86";"617";"544"
"43d4-dafc-6a7f-af59-8512-49ed-28dc-1d8d";"266101";"83";"37";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Marszałkowska 96, 25-549 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1913";"2089";"475";"1438";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1438";"0";"7";"1431";"15";"4";"11";"0";"1416";"93";"157";"107";"489";"570"
"e389-1502-351a-3d7e-f557-9d70-ac57-d57e";"266101";"83";"38";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Marszałkowska 96, 25-549 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1852";"2013";"514";"1338";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1338";"0";"0";"1338";"10";"2";"8";"0";"1328";"105";"143";"120";"445";"515"
"947c-2100-abfa-6168-7787-fab3-1e92-2e74";"266101";"83";"39";"miasto";"stały";"V LO im. Ks. Piotra Ściegiennego, ul. Marszałkowska 96, 25-549 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1737";"1912";"423";"1314";"2";"10";"1";"1";"0";"0";"0";"0";"1";"1315";"1";"2";"1313";"14";"2";"12";"0";"1299";"82";"155";"132";"456";"474"
"f8ea-835c-8e4e-c577-db1a-e08e-48ae-cfe6";"266101";"83";"40";"miasto";"stały";"Szkoła Podstawowa nr 39, ul. Marii Krzyżanowskiej 8, 25-435 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1145";"1290";"219";"926";"0";"15";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"14";"6";"8";"0";"912";"58";"103";"97";"311";"343"
"f2de-75bb-89d2-bdb9-b100-2b5f-ead8-ee0f";"266101";"83";"41";"miasto";"stały";"Przedszkole Samorządowe nr 42, ul. Elizy Orzeszkowej 26, 25-435 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1541";"1658";"421";"1120";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"16";"6";"10";"0";"1104";"67";"133";"104";"350";"450"
"bab6-927a-8a65-c2a4-d69d-385b-dd62-5a42";"266101";"83";"42";"miasto";"stały";"Przedszkole Samorządowe nr 40, ul. Marszałka Józefa Piłsudskiego 30, 25-431 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1972";"2111";"510";"1462";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1462";"0";"0";"1462";"12";"1";"11";"0";"1450";"116";"156";"134";"504";"540"
"cb8f-6a56-f24f-29b1-338f-878d-71f9-3b61";"266101";"83";"43";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Marszała Józefa Piłsudskiego 42, 25-431 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2016";"2175";"541";"1475";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1475";"0";"0";"1475";"22";"7";"15";"0";"1453";"101";"160";"125";"496";"571"
"0b87-cbf2-1b9d-0d44-4666-c9e3-24a2-d1c9";"266101";"83";"44";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Marszałka Józefa Piłsudskiego 42, 25-431 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2147";"2316";"571";"1576";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1576";"0";"0";"1576";"17";"5";"12";"0";"1559";"118";"147";"124";"540";"630"
"1db5-f3e4-bc86-0831-fb4d-0f1b-bb33-c6fe";"266101";"83";"45";"miasto";"stały";"Przedszkole Samorządowe nr 19, Osiedle Na Stoku 98, 25-437 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1940";"2089";"469";"1471";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1470";"0";"0";"1470";"19";"4";"15";"0";"1451";"91";"157";"133";"461";"609"
"6ca6-5ddb-a933-8ec8-c007-cfda-1bbf-d514";"266101";"83";"46";"miasto";"stały";"Dawny budynek Zespołu Szkół Ogólnokształcących nr 14, ul. Jana Nowaka-Jeziorańskiego 53, 25-432 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1905";"2053";"480";"1425";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1426";"1";"0";"1426";"18";"5";"13";"0";"1408";"88";"132";"130";"511";"547"
"73f0-ade6-8f78-34a5-6516-1de2-f9fb-eca8";"266101";"83";"47";"miasto";"stały";"Dawny budynek Zespołu Szkół Ogólnokształcących nr 14, ul. Jana Nowaka-Jeziorańskiego 53, 25-432 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2054";"2231";"550";"1503";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1504";"1";"0";"1504";"15";"4";"11";"0";"1489";"117";"162";"163";"484";"563"
"4e45-7f5c-3853-48cd-4891-471d-ef2e-0bef";"266101";"83";"48";"miasto";"stały";"Klub Seniora, ul. Jana Nowaka-Jeziorańskiego 75, 25-432 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1987";"2120";"591";"1396";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1396";"0";"0";"1396";"19";"2";"17";"0";"1377";"92";"160";"102";"440";"583"
"df3e-16f3-9615-dd87-647d-373e-128f-0cc1";"266101";"83";"49";"miasto";"stały";"Szkoła Podstawowa nr 15, ul. Leszczyńska 8, 25-321 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1384";"1506";"342";"1042";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"1";"1040";"13";"3";"10";"0";"1027";"80";"106";"117";"318";"406"
"4a0b-7354-04b0-f21c-8348-c15f-3f5c-8bc5";"266101";"83";"50";"miasto";"stały";"Przedszkole Samorządowe nr 33, ul. Romualda 6, 25-322 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1391";"1501";"313";"1078";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1074";"8";"4";"4";"0";"1066";"67";"111";"87";"407";"394"
"a139-d788-6c0e-0a8d-8544-0e25-0294-2d85";"266101";"83";"51";"miasto";"stały";"Przedszkole Samorządowe nr 30, ul. Wielkopolska 15, 25-327 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1960";"2134";"417";"1543";"3";"7";"1";"1";"0";"0";"0";"0";"1";"1544";"1";"0";"1544";"14";"5";"9";"0";"1530";"98";"182";"152";"578";"520"
"32ca-41f4-1e77-cdb2-c270-14ec-8810-0a9e";"266101";"83";"52";"miasto";"stały";"Klub Seniora, ul. Świętego Stanisława Kostki 4A, 25-341 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1850";"2011";"457";"1393";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1393";"0";"0";"1393";"23";"4";"19";"0";"1370";"100";"137";"118";"471";"544"
"9298-e32e-f9e8-c628-6cde-8609-8590-41bb";"266101";"83";"53";"miasto";"stały";"Szkoła Podstawowa nr 24, ul. Kujawska 18, 25-344 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1727";"1856";"477";"1250";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1250";"0";"0";"1250";"17";"4";"13";"0";"1233";"112";"136";"96";"421";"468"
"22f9-86b6-e62f-c108-2ba0-1784-18eb-76cf";"266101";"83";"54";"miasto";"stały";"Przedszkole Samorządowe nr 4, ul. Kujawska 21, 25-344 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1575";"1713";"434";"1141";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"23";"8";"15";"0";"1118";"86";"135";"89";"377";"431"
"450d-8948-3ba9-4cd7-7170-5fd1-8ab2-5401";"266101";"83";"55";"miasto";"stały";"Przedszkole Samorządowe nr 24, ul. Fryderyka Chopina 3, 25-356 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1512";"1642";"463";"1049";"9";"10";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"10";"1";"9";"0";"1038";"67";"97";"80";"386";"408"
