"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Marek BIERNACKI - nr na liście 1";"Marek Jerzy TOCZEK - nr na liście 2";"Radosław Jan SZATKOWSKI - nr na liście 3";"Czesław Andrzej ELZANOWSKI - nr na liście 4";"Jerzy Andrzej TKACZYK - nr na liście 5";"Łukasz Jan LESNER - nr na liście 6";"Mirosław Józef MASZLUCH - nr na liście 7";"Michał Rajmund GRUCHAŁA - nr na liście 8";"Elżbieta GNIAZDOWSKA - nr na liście 9";"Krzysztof Robert BUJANOWICZ - nr na liście 10";"Krzysztof Ludwik PRUSZAK - nr na liście 11";"Aldona Maria SZOSTAKIEWICZ - nr na liście 12";"Leszek Andrzej ZAWADZKI - nr na liście 13";"Anna MIKOŁAJCZYK - nr na liście 14";"Tadeusz KELIŃSKI - nr na liście 15";"Irena Maria MARKOWSKA - nr na liście 16";"Krzysztof Józef ZARZECKI - nr na liście 17";"Danuta ZIELIŃSKA - nr na liście 18";"Anita Monika LUBCZYŃSKA-KIEŁPIŃSKA - nr na liście 19";"Marta Karolina KAMROWSKA - nr na liście 20";"Bogusława KONCZANIN - nr na liście 21";"Jarosław Andrzej KRZEKOTOWSKI - nr na liście 22";"Bożena Barbara PIANKOWSKA - nr na liście 23";"Jacek Piotr KACZMAREK - nr na liście 24";"Wojciech Wiesław PRZYBYLSKI - nr na liście 25";"Krystyna Stefania DORNIAK - nr na liście 26";"Janusz Bogdan KUPCEWICZ - nr na liście 27";"Dariusz Franciszek MĘCZYKOWSKI - nr na liście 28";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marcin Michał HORAŁA - nr na liście 1";"Aleksander Mikołaj MRÓWCZYŃSKI - nr na liście 2";"Piotr Józef MÜLLER - nr na liście 3";"Janusz ŚNIADEK - nr na liście 4";"Małgorzata Grażyna ZWIERCAN - nr na liście 5";"Ryszard Janusz ZARUDZKI - nr na liście 6";"Magdalena Joanna SROKA - nr na liście 7";"Mariusz Wojciech ŁUCZYK - nr na liście 8";"Piotr Mariusz KARCZEWSKI - nr na liście 9";"Roman Witold DAMBEK - nr na liście 10";"Adam TREDER - nr na liście 11";"Marcin Paweł DREWA - nr na liście 12";"Krzysztof Adam WETTA - nr na liście 13";"Violetta Lilianna MACKIEWICZ-SASIAK - nr na liście 14";"Paweł STOLARCZYK - nr na liście 15";"Andrzej LEYK - nr na liście 16";"Wiesława Barbara BUNIOWSKA - nr na liście 17";"Anna LIS - nr na liście 18";"Danuta Jadwiga BIAŁOOKA-KOSTENECKA - nr na liście 19";"Jan KUŻOWNIK - nr na liście 20";"Mariusz Krzysztof BIROSZ - nr na liście 21";"Monika TOBOLSKA - nr na liście 22";"Anna Marta WAŃTUCHOWICZ - nr na liście 23";"Andrzej Grzegorz BYSTRON - nr na liście 24";"Urszula Grażyna KRYGIER-NOWAK - nr na liście 25";"Arleta KURZELEWSKA - nr na liście 26";"Michał Bartosz KOWALSKI - nr na liście 27";"Kazimierz KLAWITER - nr na liście 28";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Joanna SENYSZYN - nr na liście 1";"Marek Andrzej RUTKA - nr na liście 2";"Karolina HASKA - nr na liście 3";"Anna Beata ŁUKASZEWICZ - nr na liście 4";"Adam Marek LUBIEWSKI - nr na liście 5";"Bożena Leokadia SZUBIŃSKA - nr na liście 6";"Jan Stanisław PONULAK - nr na liście 7";"Marzena KUTWA - nr na liście 8";"Katarzyna Gabriela WIRKUS - nr na liście 9";"Jacek Heliodor LAMPART - nr na liście 10";"Beata Krystyna GAJEWSKA - nr na liście 11";"Ryszard Zygmunt KWIATKOWSKI - nr na liście 12";"Jakub Mikołaj ŻYNIS - nr na liście 13";"Krzysztof Kazimierz KOZIOŁ - nr na liście 14";"Maciej JAROSZ - nr na liście 15";"Beata Krystyna STENCEL - nr na liście 16";"Michał Stanisław KOWALEWSKI - nr na liście 17";"Rafał Marcin MARCIAK - nr na liście 18";"Anna ZAJĄCZKOWSKA - nr na liście 19";"Grażyna Teresa CZUBALA - nr na liście 20";"Wojciech LAMENTOWICZ - nr na liście 21";"Andrzej SZCZOTKOWSKI - nr na liście 22";"Magdalena Karolina DRYWA - nr na liście 23";"Paweł Władysław WEKWERT - nr na liście 24";"Magdalena Jadwiga STRZELECKA - nr na liście 25";"Jacek Ignacy SŁUPECKI - nr na liście 26";"Dominika Wirginia NOWAK - nr na liście 27";"Marcin Tomasz STRZELCZYK - nr na liście 28";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Artur Erwin DZIAMBOR - nr na liście 1";"Andrzej Mirosław KOZIEŁ - nr na liście 2";"Marcin Piotr WAŁDOCH - nr na liście 3";"Tomasz Jan KŁECZEK - nr na liście 4";"Adam LOTKOWSKI - nr na liście 5";"Michał Maciej TRUSZKOWSKI - nr na liście 6";"Wiesława Helena SZYMCZAK - nr na liście 7";"Jarosław GRYŃ - nr na liście 8";"Magdalena STUPKIEWICZ - nr na liście 9";"Piotr Sławomir BRUC - nr na liście 10";"Arkadiusz Krzysztof ŚWIECZKOWSKI - nr na liście 11";"Łukasz Dariusz WIECZOREK - nr na liście 12";"Agnieszka SYPNIEWSKA-MARCZYK - nr na liście 13";"Bartłomiej Wojciech GŁOWACKI - nr na liście 14";"Michał DYSZER - nr na liście 15";"Krzysztof Wiktor KOZŁOWSKI - nr na liście 16";"Damian Piotr JARZĘBIŃSKI - nr na liście 17";"Edyta KUBIAK - nr na liście 18";"Paulina Anna SZYNAKA - nr na liście 19";"Katarzyna Anna WARCIKOWSKA - nr na liście 20";"Paweł Przemysław POKRYFKA - nr na liście 21";"Agnieszka Wiktoria SZCZEPANIAK - nr na liście 22";"Małgorzata PAPROCKA - nr na liście 23";"Gabriela Teresa DUDA - nr na liście 24";"Zuzanna Dominika TRELA - nr na liście 25";"Sylwia Katarzyna SUGIER - nr na liście 26";"Maria Joanna ZBLEWSKA - nr na liście 27";"Przemysław Emil LIPSKI - nr na liście 28";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Barbara Anna NOWACKA - nr na liście 1";"Kazimierz Florian PLOCKE - nr na liście 2";"Zbigniew Marek KONWIŃSKI - nr na liście 3";"Henryka Krystyna KRZYWONOS-STRYCHARSKA - nr na liście 4";"Leszek Jacek BONNA - nr na liście 5";"Tadeusz AZIEWICZ - nr na liście 6";"Grzegorz Witold FURGO - nr na liście 7";"Radomir SZUMEŁDA - nr na liście 8";"Janina KWIECIEŃ - nr na liście 9";"Danuta Krystyna WAWROWSKA - nr na liście 10";"Rafał Bogusław SZLAS - nr na liście 11";"Arkadiusz Wacław DZIERŻYŃSKI - nr na liście 12";"Krystyna ŁUCZYCKA - nr na liście 13";"Marika DOMOZYCH - nr na liście 14";"Andrzej Franciszek STRUK - nr na liście 15";"Karolina Justyna SZCZYGIEŁ - nr na liście 16";"Iwona Teresa MIELEWCZYK - nr na liście 17";"Jaromir Jacek SZROEDER - nr na liście 18";"Jolanta Maria KALINOWSKA - nr na liście 19";"Anna Monika WOJTUNIK - nr na liście 20";"Elżbieta SINGER - nr na liście 21";"Iwona Maria RYCKIEWICZ - nr na liście 22";"Adam BONDARENKO - nr na liście 23";"Hubert Konrad NAMYŚLAK - nr na liście 24";"Tomasz Szczepan SOPYŁŁO - nr na liście 25";"Igor SKÓRZYBÓT - nr na liście 26";"Piotr Witold WITTBRODT - nr na liście 27";"Marek Artur DĄBKOWSKI - nr na liście 28"
"92bc-1bec-1e4b-81bd-f738-060c-b80a-4187";"220302";"26";"6";"wieś";"stały";"Międzypokoleniowe Wiejskie Centrum Aktywności, Bińcze 12, 77-324 Bińcze";"gm. Czarne";"człuchowski";"pomorskie";"500";"521";"242";"258";"0";"1";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"12";"11";"1";"0";"246";"33";"10";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"1";"0";"0";"103";"17";"28";"3";"2";"0";"10";"3";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"3";"1";"0";"29";"0";"0";"0";"1";"3";"0";"0";"62";"5";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"4";"2";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"31";"8";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"7";"0";"0";"0";"1";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"1"
"7080-13e3-89b9-9971-fe53-b31d-e43e-6f0c";"220302";"26";"7";"wieś";"stały";"Świetlica Wiejska, Domisław 30a, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"450";"479";"273";"177";"0";"1";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"3";"3";"0";"0";"174";"13";"5";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"87";"17";"26";"3";"1";"2";"3";"4";"1";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"19";"0";"0";"0";"0";"1";"2";"0";"36";"13";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"11";"2";"3";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"27";"9";"0";"1";"0";"3";"1";"0";"0";"0";"0";"2";"0";"0";"1";"2";"0";"2";"1";"1";"0";"0";"0";"2";"0";"0";"1";"0";"1"
"676d-1c89-a6a5-bfdc-6154-9129-a318-4354";"220302";"26";"8";"wieś";"stały";"Klub Animacji Społecznej, Krzemieniewo 34, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"550";"565";"326";"224";"0";"3";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"1";"1";"0";"0";"223";"33";"16";"1";"1";"0";"1";"1";"2";"2";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"2";"103";"23";"24";"3";"2";"3";"4";"10";"0";"2";"0";"0";"2";"0";"1";"0";"0";"0";"2";"0";"0";"19";"1";"0";"1";"1";"0";"4";"1";"29";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"8";"1";"2";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"26";"1";"2";"2";"1";"1";"2";"0";"0";"0";"0";"0";"5";"0";"0";"2";"1";"0";"0";"1";"0";"0";"6";"0";"0";"0";"0";"0"
"042a-795a-be8c-e393-e9fb-7137-0e57-9fe1";"220302";"26";"9";"miasto";"zakład karny";"Zakład Karny, ul. Pomorska 1, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"1100";"1085";"650";"450";"0";"1";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"30";"13";"17";"0";"420";"46";"20";"5";"2";"0";"4";"0";"0";"0";"1";"1";"2";"0";"1";"3";"0";"2";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"105";"32";"4";"9";"13";"5";"2";"0";"2";"4";"2";"0";"2";"1";"4";"3";"1";"0";"12";"1";"0";"0";"4";"1";"0";"1";"1";"1";"0";"42";"13";"2";"9";"0";"0";"1";"1";"1";"0";"2";"2";"2";"1";"0";"0";"3";"0";"0";"3";"0";"0";"0";"1";"1";"0";"0";"0";"0";"32";"7";"1";"0";"1";"2";"2";"0";"1";"1";"1";"2";"0";"3";"2";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"195";"108";"4";"14";"9";"3";"3";"6";"0";"9";"3";"0";"3";"1";"5";"0";"2";"3";"2";"9";"4";"2";"0";"1";"1";"0";"1";"0";"2"
"4b5e-dea1-7cce-1c53-75e2-35c8-0e15-7e44";"220302";"26";"10";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Zamkowa 19, 77-330 Czarne";"gm. Czarne";"człuchowski";"pomorskie";"99";"98";"44";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"5";"2";"3";"0";"50";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"2";"2";"2";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"4f18-cc6d-b4f1-e7e2-259c-b681-92c3-55b6";"220303";"26";"1";"wieś";"stały";"Szkoła Podstawowa, Polnica 72, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1298";"1408";"627";"671";"0";"3";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"19";"15";"4";"0";"652";"83";"27";"1";"3";"0";"3";"3";"0";"2";"3";"0";"0";"3";"0";"4";"3";"1";"2";"1";"1";"1";"23";"0";"0";"0";"0";"0";"0";"2";"256";"58";"127";"8";"3";"3";"3";"10";"2";"7";"1";"2";"2";"1";"3";"3";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"11";"8";"0";"76";"25";"6";"7";"2";"1";"3";"2";"0";"2";"0";"1";"1";"0";"3";"3";"1";"1";"0";"1";"1";"2";"1";"1";"0";"0";"0";"0";"12";"64";"21";"4";"13";"1";"3";"0";"2";"3";"2";"0";"1";"1";"1";"1";"1";"2";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"3";"1";"173";"28";"1";"0";"6";"23";"0";"1";"1";"2";"1";"0";"0";"44";"0";"3";"0";"0";"3";"0";"1";"1";"0";"55";"2";"0";"0";"1";"0"
"5b81-ffd1-5f53-a342-f81d-652e-8451-01ac";"220303";"26";"2";"wieś";"stały";"Szkoła Podstawowa, Rychnowy 5, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1299";"1359";"574";"725";"0";"11";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"11";"6";"5";"0";"714";"57";"20";"4";"2";"3";"2";"0";"0";"6";"3";"0";"2";"0";"1";"2";"0";"0";"3";"0";"1";"0";"4";"0";"1";"1";"1";"0";"0";"1";"291";"61";"125";"11";"8";"6";"3";"24";"2";"6";"2";"0";"2";"1";"1";"3";"0";"1";"4";"0";"0";"2";"2";"1";"1";"0";"21";"4";"0";"65";"31";"3";"7";"2";"1";"0";"1";"2";"3";"2";"0";"1";"0";"7";"2";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"54";"14";"7";"10";"1";"1";"1";"2";"1";"1";"1";"0";"4";"0";"0";"1";"1";"0";"2";"0";"0";"1";"2";"0";"2";"0";"0";"1";"1";"247";"56";"1";"1";"7";"42";"0";"1";"0";"2";"0";"1";"2";"32";"1";"0";"0";"1";"0";"1";"0";"0";"0";"98";"0";"0";"0";"1";"0"
"b62d-f736-9b8b-d732-31c2-e734-6215-a5fb";"220303";"26";"3";"wieś";"stały";"Szkoła Podstawowa, Wierzchowo-Dworzec ul. Szkolna 16, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1847";"1965";"949";"898";"0";"4";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"23";"19";"4";"0";"875";"94";"25";"8";"2";"2";"0";"6";"5";"1";"2";"2";"0";"2";"1";"1";"0";"2";"1";"0";"0";"1";"28";"0";"0";"2";"0";"1";"0";"2";"412";"114";"142";"25";"10";"1";"9";"20";"4";"4";"0";"4";"4";"0";"7";"3";"0";"0";"6";"1";"1";"1";"3";"1";"0";"0";"38";"9";"5";"60";"25";"5";"4";"2";"0";"2";"0";"0";"1";"1";"1";"1";"1";"4";"1";"0";"1";"2";"3";"0";"0";"1";"0";"0";"1";"0";"2";"2";"58";"21";"2";"6";"1";"4";"1";"2";"0";"1";"1";"1";"6";"2";"1";"1";"0";"1";"1";"0";"0";"1";"0";"2";"1";"0";"0";"0";"2";"251";"34";"0";"4";"6";"18";"2";"0";"1";"1";"5";"0";"0";"39";"1";"1";"0";"1";"0";"0";"0";"0";"0";"134";"0";"1";"1";"0";"2"
"956b-4376-c58c-ea05-4846-a03a-02aa-05dc";"220303";"26";"4";"wieś";"stały";"Świetlica Wiejska, Mosiny 26, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"800";"841";"462";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"6";"5";"1";"0";"332";"57";"25";"2";"1";"0";"0";"0";"3";"1";"2";"1";"1";"3";"2";"2";"0";"0";"0";"0";"1";"0";"9";"0";"0";"1";"1";"0";"1";"1";"168";"26";"78";"10";"6";"1";"5";"7";"1";"3";"0";"2";"1";"1";"0";"0";"0";"0";"7";"0";"0";"1";"1";"1";"0";"0";"12";"3";"2";"16";"5";"1";"2";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"19";"2";"2";"1";"0";"1";"1";"0";"1";"0";"4";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"72";"17";"0";"1";"1";"4";"0";"0";"0";"1";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"0";"1";"0"
"7ad9-b27a-eaae-d44c-108b-2eb7-170d-c51f";"220303";"26";"5";"wieś";"stały";"Świetlica Wiejska, Kołdowo 42, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"1099";"1181";"410";"689";"0";"4";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"9";"4";"5";"0";"680";"46";"18";"1";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"1";"0";"2";"1";"1";"0";"1";"13";"1";"1";"0";"0";"0";"0";"2";"243";"59";"90";"12";"3";"5";"3";"2";"2";"1";"1";"2";"1";"0";"1";"3";"0";"6";"5";"0";"2";"8";"3";"0";"1";"1";"21";"11";"0";"68";"36";"6";"5";"3";"3";"0";"0";"1";"1";"0";"1";"1";"0";"6";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"57";"19";"3";"11";"1";"1";"1";"0";"0";"0";"0";"3";"1";"1";"2";"1";"5";"0";"0";"1";"0";"0";"0";"1";"2";"1";"0";"2";"1";"266";"52";"2";"2";"8";"8";"0";"0";"0";"1";"0";"0";"0";"45";"0";"0";"0";"0";"1";"0";"0";"0";"0";"144";"0";"0";"1";"0";"2"
"5fbc-d801-35ea-2677-b05c-1a60-8dfe-3669";"220303";"26";"6";"wieś";"stały";"Szkoła Podstawowa, Stołczno 1, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"799";"819";"517";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"12";"10";"2";"0";"270";"27";"9";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"9";"0";"1";"0";"0";"0";"0";"0";"141";"39";"41";"9";"7";"2";"5";"8";"1";"2";"2";"0";"0";"1";"2";"2";"0";"2";"2";"0";"0";"0";"3";"0";"0";"0";"12";"1";"0";"14";"7";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"31";"12";"1";"8";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"57";"10";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"1";"10";"0";"0";"0";"1";"0";"0";"0";"0";"0";"30";"0";"0";"0";"0";"1"
"7865-5aa3-4ba1-5230-dd36-504d-9636-23f0";"220303";"26";"7";"wieś";"stały";"Świetlica Wiejska, Barkowo 31a, 77-300 Człuchów";"gm. Człuchów";"człuchowski";"pomorskie";"650";"701";"336";"314";"0";"4";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"11";"9";"2";"0";"303";"54";"16";"2";"0";"0";"2";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"27";"0";"0";"1";"1";"0";"0";"0";"119";"39";"37";"3";"1";"3";"3";"6";"1";"1";"3";"2";"1";"2";"0";"1";"0";"0";"1";"0";"0";"2";"1";"0";"1";"0";"8";"1";"2";"14";"9";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"25";"18";"2";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"91";"27";"0";"2";"0";"4";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"1";"0";"0";"0";"0";"0";"44";"0";"1";"0";"0";"1"
"7ecc-feb5-ce5b-376e-c085-486e-3da0-5b13";"220304";"26";"1";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Ogrodowa 27, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"799";"829";"348";"451";"2";"2";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"5";"3";"2";"0";"446";"55";"18";"5";"1";"1";"1";"3";"3";"5";"0";"0";"2";"0";"0";"1";"2";"0";"1";"2";"0";"1";"8";"0";"0";"1";"0";"0";"0";"0";"160";"39";"45";"8";"21";"3";"3";"15";"1";"3";"0";"1";"2";"2";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";"1";"9";"1";"69";"38";"9";"0";"2";"1";"2";"1";"3";"2";"1";"1";"0";"0";"3";"2";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"20";"5";"1";"0";"2";"1";"0";"2";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"1";"1";"1";"0";"0";"1";"142";"44";"1";"2";"2";"5";"2";"0";"0";"0";"0";"1";"0";"28";"0";"0";"2";"2";"0";"1";"0";"0";"1";"49";"1";"0";"0";"0";"1"
"2e72-891d-e7a2-885d-ea41-5576-ecc0-0d87";"220304";"26";"2";"miasto";"stały";"Centrum Kultury, Sportu i Turystyki, ul. Wojska Polskiego 2, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"949";"1038";"443";"506";"0";"2";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"16";"10";"6";"0";"490";"34";"11";"1";"2";"0";"1";"0";"1";"6";"0";"0";"0";"1";"0";"3";"0";"1";"0";"2";"0";"0";"4";"0";"1";"0";"0";"0";"0";"0";"175";"37";"49";"8";"12";"3";"3";"12";"1";"6";"5";"2";"4";"0";"1";"3";"0";"3";"5";"2";"0";"6";"0";"0";"0";"0";"3";"6";"4";"57";"29";"2";"3";"3";"1";"1";"1";"4";"0";"3";"2";"0";"0";"6";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"19";"1";"6";"1";"8";"0";"2";"1";"1";"0";"0";"1";"0";"1";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"45";"6";"5";"9";"10";"0";"0";"2";"2";"1";"0";"1";"51";"0";"0";"1";"0";"0";"3";"1";"0";"0";"39";"1";"1";"0";"0";"1"
"60f9-20f9-4847-bb39-a03c-a1e9-9362-1c53";"220304";"26";"3";"miasto";"stały";"Centrum Kultury, Sportu i Turystyki, ul. Wojska Polskiego 2, 77-310 Debrzno";"gm. Debrzno";"człuchowski";"pomorskie";"1099";"1189";"495";"604";"1";"0";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"18";"9";"9";"0";"586";"39";"14";"1";"0";"0";"1";"1";"0";"7";"1";"0";"0";"0";"0";"0";"0";"0";"1";"5";"0";"0";"4";"0";"2";"1";"1";"0";"0";"0";"190";"48";"52";"16";"9";"1";"1";"9";"1";"4";"4";"1";"7";"0";"0";"3";"1";"1";"6";"0";"0";"9";"2";"3";"1";"1";"4";"6";"0";"83";"50";"7";"3";"2";"0";"3";"4";"0";"0";"0";"1";"0";"1";"0";"6";"0";"1";"1";"2";"0";"0";"0";"0";"0";"2";"0";"0";"0";"27";"7";"0";"0";"4";"2";"0";"3";"0";"0";"0";"0";"0";"4";"0";"2";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"1";"247";"105";"0";"2";"7";"7";"1";"2";"0";"3";"0";"2";"0";"53";"2";"0";"3";"0";"0";"1";"0";"0";"0";"57";"0";"0";"0";"1";"1"
