"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Władysław Marcin KOSINIAK-KAMYSZ - nr na liście 1";"Joanna Ewa KORDULA - nr na liście 2";"Stanisław Andrzej SORYS - nr na liście 3";"Ryszard DROŻDŻAK - nr na liście 4";"Marcin Stanisław GAWEŁ - nr na liście 5";"Bogusław KAMIŃSKI - nr na liście 6";"Grzegorz DUDA - nr na liście 7";"Anna Teresa SKALAK - nr na liście 8";"Adam Roman BIEDROŃ - nr na liście 9";"Maria Stefania ŁAKOMA - nr na liście 10";"Marian Józef ZALEWSKI - nr na liście 11";"Stella Józefa DĄBROŚ - nr na liście 12";"Tadeusz Kazimierz ŻAK - nr na liście 13";"Magdalena Anna POWROŹNIK - nr na liście 14";"Artur Piotr CHMIELA - nr na liście 15";"Beata Maria MYŚKÓW-SKOCZEK - nr na liście 16";"Małgorzata Anna TOKARCZYK-KOZIOŁ - nr na liście 17";"Marcin Krzysztof MIKOS - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Anna Maria PIECZARKA - nr na liście 1";"Józefa SZCZUREK-ŻELAZKO - nr na liście 2";"Michał Jan WOJTKIEWICZ - nr na liście 3";"Urszula Beata RUSECKA - nr na liście 4";"Wiesław KRAJEWSKI - nr na liście 5";"Piotr Paweł SAK - nr na liście 6";"Anna Małgorzata CZECH - nr na liście 7";"Stanisław Marcin BUKOWIEC - nr na liście 8";"Mariusz Artur ZAJĄC - nr na liście 9";"Norbert Jakub KACZMARCZYK - nr na liście 10";"Jarosław Jan SORYS - nr na liście 11";"Piotr WAJDA - nr na liście 12";"Celina Joanna JACEWICZ - nr na liście 13";"Małgorzata Anna JAŚKO - nr na liście 14";"Magdalena Anna KOPCZYŃSKA - nr na liście 15";"Kazimierz Józef ŻUROWSKI - nr na liście 16";"Dariusz Piotr PIETRUSZKA - nr na liście 17";"Wojciech SKRUCH - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Jacek Andrzej JABŁOŃSKI - nr na liście 1";"Jerzy Andrzej WOŹNIAK - nr na liście 2";"Ewa SKOWROŃSKA - nr na liście 3";"Dorota KOCOŃ - nr na liście 4";"Stanisław Andrzej PIWOWARSKI - nr na liście 5";"Agnieszka Anna SIENICKA - nr na liście 6";"Antoni CZAPKIEWICZ - nr na liście 7";"Maria Bernadeta WILCZYŃSKA - nr na liście 8";"Przemysław Tomasz DAŃDA - nr na liście 9";"Przemysław WĘGRZYN - nr na liście 10";"Romana Anna JEWUŁA - nr na liście 11";"Renata Lucyna NIZIOŁEK - nr na liście 12";"Liliana Karolina KONOPKA - nr na liście 13";"Artur Łukasz BOROWICZ - nr na liście 14";"Justyna Magdalena MAŁEK - nr na liście 15";"Maciej Jan MROZOWSKI - nr na liście 16";"Alicja Łucja SERWIN - nr na liście 17";"Andrzej Stefan SZTORC - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Czesław Alfred KWAŚNIAK - nr na liście 1";"Radosław Michał MACOŃ - nr na liście 2";"Konrad Mariusz WÓJCIKIEWICZ - nr na liście 3";"Barbara Janina ŁACH - nr na liście 4";"Grzegorz Wojciech POCIĘGIEL - nr na liście 5";"Andrzej Piotr SZUBA - nr na liście 6";"Agata Magdalena SMOŁA - nr na liście 7";"Ewelina Anna JEZIOREK - nr na liście 8";"Marta Magdalena MUCHA - nr na liście 9";"Maria Barbara LECHOWICZ - nr na liście 10";"Kamil STACHOWICZ - nr na liście 11";"Alina Barbara BORYCZKA - nr na liście 12";"Karol Zygmunt SERAFIN - nr na liście 13";"Maciej Zbigniew SOSIN - nr na liście 14";"Jadwiga Maria NOWAK - nr na liście 15";"Bartłomiej Bogusław NIEDZIUŁKA - nr na liście 16";"Krzysztof Grzegorz GAGATEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Urszula Danuta AUGUSTYN - nr na liście 1";"Robert Marian WARDZAŁA - nr na liście 2";"Jacek Paweł PAJĄK - nr na liście 3";"Lech Jerzy PANKIEWICZ - nr na liście 4";"Barbara Maria KRUPA - nr na liście 5";"Grzegorz Maciej CYGONIK - nr na liście 6";"Jolanta Agata KRAMARCZYK - nr na liście 7";"Krzysztof Tadeusz JANAS - nr na liście 8";"Anna Beata POLAŃSKA - nr na liście 9";"Adam Marian KRAMARCZYK - nr na liście 10";"Rafał Leszek ROJEWSKI - nr na liście 11";"Łukasz SADKIEWICZ - nr na liście 12";"Piotr SZKLARSKI - nr na liście 13";"Magdalena Joanna ŁACNA - nr na liście 14";"Oliwia Julia BŁESZYŃSKA - nr na liście 15";"Tomasz Antoni KLUZA - nr na liście 16";"Dominika Kinga GONDEK-PODOSEK - nr na liście 17";"Bogusław SAMBOR - nr na liście 18"
"f0d6-db27-2163-d2d1-4289-cd1c-4dda-8c52";"121604";"15";"8";"wieś";"stały";"Zespół Szkolno Przedszkolny w Rzuchowej, Rzuchowa 278, 33-114 Rzuchowa";"gm. Pleśna";"tarnowski";"małopolskie";"1318";"1444";"383";"935";"0";"2";"0";"0";"0";"0";"0";"0";"0";"935";"0";"0";"935";"8";"8";"0";"0";"927";"145";"78";"2";"49";"3";"1";"1";"5";"0";"3";"1";"0";"0";"1";"0";"0";"1";"0";"0";"556";"346";"24";"27";"1";"20";"42";"16";"3";"2";"29";"16";"5";"0";"0";"5";"1";"1";"18";"58";"28";"8";"5";"1";"3";"2";"1";"1";"0";"0";"2";"0";"2";"0";"1";"0";"1";"3";"55";"24";"11";"2";"1";"0";"1";"2";"0";"1";"4";"0";"1";"1";"1";"0";"0";"6";"113";"65";"39";"0";"1";"1";"0";"2";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1"
"f67e-cfe5-075a-a194-298a-f42f-423a-aac7";"121604";"15";"9";"wieś";"stały";"Szkoła Podstawowa w Rychwałdzie, Rychwałd 120, 33-171 Pleśna";"gm. Pleśna";"tarnowski";"małopolskie";"473";"509";"192";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"5";"4";"1";"0";"276";"41";"10";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187";"135";"3";"17";"0";"1";"7";"4";"0";"0";"6";"11";"0";"0";"1";"0";"0";"0";"2";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"20";"4";"2";"0";"0";"0";"0";"1";"0";"1";"3";"0";"0";"0";"0";"0";"1";"13";"8";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3c5f-3d94-da6a-3b4c-099d-f827-2e61-fd11";"121604";"15";"10";"wieś";"stały";"Szkoła Podstawowa w Szczepanowicach, Szczepanowice 107, 33-114 Rzuchowa";"gm. Pleśna";"tarnowski";"małopolskie";"1122";"1209";"436";"686";"3";"3";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"10";"6";"4";"0";"676";"68";"41";"1";"24";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"475";"320";"11";"24";"2";"6";"23";"18";"5";"0";"22";"17";"3";"1";"0";"0";"1";"0";"22";"29";"22";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"45";"21";"12";"5";"2";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"2";"59";"32";"18";"2";"0";"0";"2";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"1"
"706c-5d75-621d-5e9b-a72e-cc0a-6adf-19b1";"121604";"15";"11";"wieś";"stały";"Szkoła Podstawowa w Świebodzinie, Świebodzin 129, 33-114 Rzuchowa";"gm. Pleśna";"tarnowski";"małopolskie";"732";"809";"288";"444";"1";"2";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"3";"2";"1";"0";"441";"23";"11";"1";"7";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"353";"219";"20";"21";"3";"11";"17";"14";"0";"3";"13";"13";"2";"0";"1";"2";"2";"0";"12";"12";"6";"1";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"15";"5";"4";"0";"0";"2";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0";"1";"22";"11";"9";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"c772-fba2-484f-1df2-7c45-08fc-9e3f-2561";"121605";"15";"1";"miasto";"stały";"Zespół Szkół w Radłowie, ul. Szkolna 1, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"1030";"1118";"407";"623";"1";"1";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"5";"4";"1";"0";"618";"92";"80";"1";"4";"0";"0";"0";"2";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"394";"221";"7";"12";"0";"52";"22";"17";"5";"2";"24";"1";"1";"0";"16";"4";"4";"0";"6";"28";"17";"2";"2";"2";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"47";"26";"6";"3";"3";"0";"0";"2";"0";"1";"2";"0";"1";"0";"2";"0";"0";"1";"57";"42";"7";"1";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0"
"194d-9314-892e-b0a8-1567-40bf-4ef2-61ab";"121605";"15";"2";"wieś";"stały";"Zespół Szkół w Radłowie, ul. Szkolna 1, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"995";"1085";"415";"580";"2";"6";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"9";"8";"1";"0";"571";"67";"42";"0";"2";"0";"1";"0";"2";"1";"17";"1";"0";"0";"0";"0";"0";"1";"0";"0";"366";"220";"13";"15";"2";"51";"18";"8";"5";"1";"16";"3";"1";"1";"6";"2";"0";"0";"4";"19";"8";"4";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"46";"27";"4";"1";"6";"0";"1";"1";"0";"2";"1";"1";"0";"0";"0";"0";"0";"2";"73";"38";"22";"0";"0";"3";"3";"0";"2";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0"
"6eaa-573f-a397-4763-b464-63f4-c188-8afd";"121605";"15";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Niwce, Niwka 25, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"663";"731";"256";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"3";"0";"3";"0";"404";"61";"48";"2";"3";"0";"1";"0";"1";"0";"3";"1";"0";"0";"1";"0";"0";"1";"0";"0";"239";"156";"7";"2";"0";"17";"11";"7";"1";"2";"16";"2";"2";"0";"6";"8";"1";"0";"1";"20";"9";"3";"2";"0";"3";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"40";"25";"3";"1";"1";"2";"0";"1";"1";"1";"1";"2";"0";"0";"1";"0";"0";"1";"44";"23";"17";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0"
"67a2-f310-52ce-da79-a933-fb1d-7819-962b";"121605";"15";"4";"wieś";"stały";"Wiejski Dom Kultury w Biskupicach Radłowskich, Biskupice Radłowskie ul. Bohaterów Września 14a, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"784";"848";"359";"425";"0";"1";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"6";"5";"1";"0";"419";"61";"56";"0";"0";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"252";"145";"7";"5";"2";"48";"20";"3";"0";"1";"11";"0";"0";"0";"2";"1";"0";"3";"4";"23";"7";"4";"4";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"11";"2";"0";"6";"0";"0";"0";"1";"1";"5";"1";"0";"0";"0";"0";"0";"0";"56";"28";"21";"0";"0";"3";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"0213-f8e7-f891-f23f-5616-144e-ae8d-f7a0";"121605";"15";"5";"wieś";"stały";"Dom Kultury w Łęce Siedleckiej, Łęka Siedlecka 94, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"737";"805";"264";"473";"3";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"8";"6";"2";"0";"465";"50";"46";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"329";"180";"22";"9";"1";"55";"9";"7";"2";"1";"22";"0";"2";"0";"0";"1";"2";"1";"15";"16";"6";"4";"0";"2";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"33";"15";"3";"2";"5";"0";"1";"0";"1";"0";"1";"3";"0";"0";"0";"1";"0";"1";"37";"10";"8";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"16";"0";"1"
"e14b-d22b-e881-ab15-eeb1-aa06-8a3a-8811";"121605";"15";"6";"wieś";"stały";"Dom Ludowy w Marcinkowicach, Marcinkowice 92, 33-273 Marcinkowice";"gm. Radłów";"tarnowski";"małopolskie";"883";"944";"407";"476";"1";"0";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"6";"4";"2";"0";"470";"63";"55";"0";"0";"0";"0";"0";"6";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"357";"141";"10";"15";"0";"102";"9";"27";"4";"5";"33";"1";"2";"0";"1";"1";"0";"1";"5";"13";"6";"1";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"16";"6";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"4";"21";"13";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
"6abe-95fe-68bc-4baf-bac1-1955-4809-3023";"121605";"15";"7";"wieś";"stały";"Zespół Szkół w Zabawie, Zabawa ul. Szkolna 31, 33-133 Wał-Ruda";"gm. Radłów";"tarnowski";"małopolskie";"1120";"1222";"397";"723";"2";"2";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"11";"10";"1";"0";"712";"74";"65";"0";"0";"0";"0";"2";"0";"1";"2";"0";"0";"0";"1";"1";"0";"0";"0";"2";"517";"280";"26";"15";"1";"41";"27";"17";"2";"4";"85";"3";"1";"0";"3";"5";"0";"1";"6";"16";"7";"5";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"55";"24";"3";"1";"12";"0";"1";"0";"0";"2";"0";"4";"1";"0";"0";"2";"3";"2";"50";"27";"13";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"7";"0";"0"
"070c-dca8-767c-0245-abbb-3e08-5c6d-87bb";"121605";"15";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Woli Radłowskiej, Wola Radłowska 67, 33-133 Wał-Ruda";"gm. Radłów";"tarnowski";"małopolskie";"892";"978";"333";"559";"3";"1";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"4";"4";"0";"0";"555";"89";"76";"1";"1";"0";"0";"2";"3";"0";"4";"1";"0";"1";"0";"0";"0";"0";"0";"0";"336";"195";"12";"17";"1";"43";"3";"15";"0";"3";"40";"0";"1";"0";"0";"2";"1";"0";"3";"23";"15";"3";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"54";"31";"1";"2";"8";"0";"0";"0";"2";"1";"0";"4";"2";"1";"0";"0";"0";"2";"53";"25";"20";"1";"0";"3";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"806e-cb59-da1a-66cd-de7d-1493-2595-e0e9";"121606";"15";"1";"miasto";"stały";"Szkoła Podstawowa w Ryglicach, ul. Tarnowska 25, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"1095";"1196";"379";"716";"3";"1";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"9";"7";"2";"0";"707";"104";"87";"5";"1";"0";"1";"0";"2";"0";"1";"0";"0";"0";"2";"0";"1";"2";"0";"2";"448";"154";"4";"48";"5";"97";"23";"10";"1";"5";"7";"1";"1";"0";"0";"9";"1";"2";"80";"25";"14";"4";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"42";"25";"1";"2";"2";"0";"0";"4";"1";"2";"2";"1";"0";"0";"0";"0";"1";"1";"88";"44";"25";"1";"1";"2";"0";"9";"0";"0";"2";"0";"0";"0";"0";"1";"2";"1";"0"
"af21-9ce1-8c10-91c6-3364-2939-162b-c471";"121606";"15";"2";"miasto";"stały";"Placówka Wsparcia Dziennego w Ryglicach, ul. Ks. Jakuba Wyrwy 2, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"976";"1061";"395";"581";"2";"4";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"14";"1";"13";"0";"567";"72";"54";"0";"1";"2";"0";"0";"7";"1";"5";"0";"0";"1";"0";"0";"0";"1";"0";"0";"382";"147";"14";"32";"1";"87";"15";"15";"5";"1";"7";"2";"2";"0";"1";"10";"0";"0";"43";"33";"18";"1";"3";"1";"1";"1";"1";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0";"3";"25";"11";"0";"2";"1";"0";"0";"2";"1";"0";"2";"0";"0";"1";"1";"0";"0";"4";"55";"34";"14";"0";"0";"1";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1284-6cff-0156-1186-8b5d-ce7f-8c47-2bab";"121606";"15";"3";"wieś";"stały";"Szkoła Podstawowa w Bistuszowej, Bistuszowa 82, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"667";"725";"289";"378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"5";"4";"1";"0";"373";"34";"29";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"289";"111";"4";"30";"0";"79";"4";"1";"0";"1";"8";"0";"0";"2";"0";"1";"0";"0";"48";"12";"8";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"19";"8";"2";"1";"1";"1";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"2";"19";"7";"7";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"5ac9-a853-54f6-adc6-1471-9916-39a8-2e7b";"121606";"15";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Joninach, Joniny 213, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"579";"638";"239";"340";"0";"5";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"3";"2";"1";"0";"337";"40";"30";"3";"3";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"251";"85";"2";"11";"0";"78";"0";"6";"1";"0";"2";"2";"0";"0";"1";"1";"1";"2";"59";"11";"1";"4";"3";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"7";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"24";"13";"4";"1";"0";"0";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"af59-7996-f2df-7c35-8d76-7642-667c-db80";"121606";"15";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kowalowej, Kowalowa 196, 33-161 Kowalowa";"gm. Ryglice";"tarnowski";"małopolskie";"714";"780";"312";"402";"3";"4";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"7";"6";"1";"0";"395";"24";"17";"0";"0";"0";"2";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"289";"104";"0";"39";"1";"27";"9";"6";"0";"4";"13";"0";"0";"0";"0";"4";"0";"0";"82";"11";"8";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"8";"1";"2";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"2";"52";"12";"1";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"dc01-1b78-2418-b4e5-3339-1a48-fa70-e035";"121606";"15";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Woli Lubeckiej, Wola Lubecka 18, 33-162 Lubcza";"gm. Ryglice";"tarnowski";"małopolskie";"629";"687";"268";"361";"1";"0";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"10";"10";"0";"0";"351";"24";"20";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"290";"114";"1";"24";"2";"40";"16";"6";"0";"0";"3";"0";"0";"2";"1";"0";"0";"0";"81";"5";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"20";"10";"0";"2";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"3";"12";"7";"1";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"966c-97fb-6544-2b2b-cc74-3822-ee10-38b1";"121606";"15";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zalasowej, ul. Karpacka 21, 33-159 Zalasowa";"gm. Ryglice";"tarnowski";"małopolskie";"1105";"1208";"348";"757";"2";"1";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"4";"3";"1";"0";"753";"61";"47";"0";"5";"0";"0";"1";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"3";"533";"228";"9";"57";"3";"76";"36";"14";"2";"5";"26";"1";"3";"1";"3";"7";"1";"0";"61";"25";"13";"4";"0";"0";"1";"0";"0";"2";"0";"2";"1";"0";"1";"0";"0";"0";"0";"1";"69";"42";"8";"3";"0";"0";"1";"2";"0";"5";"0";"1";"0";"0";"0";"0";"2";"5";"65";"48";"8";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"4643-5760-0ed7-a82a-9022-8522-cf56-58a3";"121606";"15";"8";"wieś";"stały";"Pałac pod Dębami w Zalasowej, ul. Kościelna 5, 33-159 Zalasowa";"gm. Ryglice";"tarnowski";"małopolskie";"1167";"1281";"408";"759";"0";"1";"1";"1";"0";"0";"0";"0";"1";"760";"1";"0";"760";"7";"4";"3";"0";"753";"68";"54";"1";"1";"1";"1";"2";"2";"0";"1";"0";"1";"0";"2";"0";"0";"0";"0";"2";"519";"212";"9";"49";"2";"72";"48";"27";"2";"4";"20";"1";"2";"0";"2";"7";"1";"1";"60";"42";"28";"2";"0";"2";"0";"2";"0";"2";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"50";"20";"3";"2";"0";"1";"1";"2";"3";"5";"0";"0";"0";"1";"6";"2";"1";"3";"74";"47";"14";"1";"0";"1";"0";"8";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1"
"ac97-4cca-6f40-be3c-bbff-cc80-dd5a-414d";"121606";"15";"9";"wieś";"stały";"Budynek ""Perła Lubczy"" w Lubczy, Lubcza 460, 33-162 Lubcza";"gm. Ryglice";"tarnowski";"małopolskie";"1366";"1507";"509";"857";"0";"4";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"14";"6";"8";"0";"843";"59";"45";"0";"5";"0";"1";"1";"1";"2";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"685";"277";"7";"40";"0";"135";"16";"24";"2";"2";"18";"1";"1";"0";"3";"2";"7";"3";"147";"11";"7";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"35";"3";"2";"1";"0";"1";"2";"0";"1";"1";"2";"2";"0";"1";"0";"0";"2";"35";"19";"5";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"8bf8-9bd2-8f06-f8ad-d369-e216-2519-ce2a";"121607";"15";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Olszynach, Olszyny 552, 33-164 Olszyny";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"1580";"1735";"412";"1168";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1168";"0";"0";"1168";"12";"8";"4";"0";"1156";"79";"65";"1";"0";"0";"0";"1";"4";"1";"1";"0";"0";"0";"1";"2";"1";"0";"0";"2";"957";"403";"44";"79";"8";"92";"26";"11";"6";"16";"24";"8";"0";"1";"1";"13";"3";"6";"216";"20";"12";"2";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"63";"32";"4";"6";"2";"1";"0";"1";"1";"3";"6";"1";"0";"2";"0";"0";"0";"4";"37";"21";"5";"0";"0";"1";"0";"5";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3"
