"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zenon Henryk BIAŁOBRZESKI";"Marek Adam KOMOROWSKI";"Janusz WASILEWSKI"
"6f1c-97e9-b83c-7ec0-2393-ef4c-1cfe-20fb";"201205";"59";"4";"wieś";"stały";"Gminny Ośrodek Kultury, Plac Kościuszki 15, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"882";"959";"295";"587";"0";"1";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"7";"2";"5";"0";"580";"178";"323";"79"
"4384-14d6-e2ec-00ab-1f93-dcd6-9f09-27c0";"201205";"59";"5";"wieś";"stały";"Remiza OSP, Sidory 22, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"361";"398";"157";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"2";"0";"2";"0";"202";"35";"136";"31"
"8ec5-e446-ad70-07dd-7be3-5aa0-6bde-ce0c";"201205";"59";"6";"wieś";"stały";"Remiza OSP, Sucha Wieś 10, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"470";"519";"232";"238";"1";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"3";"0";"3";"0";"235";"44";"158";"33"
"30d9-2c51-d5dc-33f9-b364-3d0b-c173-b7b2";"201205";"59";"7";"wieś";"stały";"Remiza OSP, Wierciochy 12, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"380";"409";"171";"209";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209";"0";"0";"209";"3";"0";"3";"0";"206";"75";"110";"21"
"afea-96e3-a149-0702-f4c0-3619-8a9e-cb30";"201206";"59";"1";"wieś";"stały";"Urząd Gminy Rutka-Tartak, ul. 3 Maja 13, 16-406 Rutka-Tartak";"gm. Rutka-Tartak";"suwalski";"podlaskie";"754";"814";"337";"417";"0";"0";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"4";"0";"4";"0";"413";"113";"260";"40"
"dd6e-bfac-1c0f-8ef3-417a-92c4-5d65-5ddb";"201206";"59";"2";"wieś";"stały";"Świetlica wiejska, Smolniki 32, 16-407 Wiżajny";"gm. Rutka-Tartak";"suwalski";"podlaskie";"262";"300";"83";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"3";"1";"2";"0";"176";"46";"113";"17"
"1deb-ae4d-1d31-59ad-1d2d-395c-09f8-5a16";"201206";"59";"3";"wieś";"stały";"Remiza OSP, ul. Szkolna 1, 16-406 Rutka-Tartak";"gm. Rutka-Tartak";"suwalski";"podlaskie";"731";"798";"324";"407";"1";"2";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"4";"1";"3";"0";"403";"123";"214";"66"
"4232-67ee-c13b-8e9e-55fc-11ee-d84e-3682";"201207";"59";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Krzywem, Krzywe 91, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"441";"465";"134";"307";"1";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"3";"0";"3";"0";"304";"121";"133";"50"
"6fc4-b1ba-eecd-5a62-7b1c-4987-8c7c-e967";"201207";"59";"2";"wieś";"stały";"Szkoła Podstawowa im. Papieża Jana Pawła II w Nowej Wsi, Nowa Wieś 40A, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"440";"480";"157";"283";"0";"2";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"6";"6";"0";"0";"277";"87";"141";"49"
"f433-e7fc-c97c-476a-5de9-463b-d016-a765";"201207";"59";"3";"wieś";"stały";"Szkoła Podstawowa im. Lotników Polskich w Płocicznie-Tartak, Płociczno-Tartak 16, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"1055";"1146";"367";"688";"0";"15";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"9";"3";"6";"0";"679";"298";"288";"93"
"3f4c-b19b-9903-2c14-4bfa-5add-daa1-f324";"201207";"59";"4";"wieś";"stały";"Szkoła Podstawowa w Poddubówku, Poddubówek 17, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"391";"422";"177";"214";"0";"2";"1";"1";"0";"0";"0";"0";"1";"214";"1";"0";"214";"7";"1";"6";"0";"207";"54";"128";"25"
"b27e-37a7-44df-c285-5473-2b90-8a68-3c0c";"201207";"59";"5";"wieś";"stały";"Centrum Kształcenia na Odległość w Potaszni, Potasznia 21 B, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"391";"429";"128";"263";"0";"0";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"5";"2";"3";"0";"258";"93";"124";"41"
"9f44-d5e0-8c24-8359-7167-987f-b59e-d765";"201207";"59";"6";"wieś";"stały";"Szkoła Podstawowa im. 2 Pułku Ułanów Grochowskich w Przebrodzie, Przebród 15, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"922";"1001";"421";"501";"1";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"15";"6";"9";"0";"485";"148";"268";"69"
"b7f8-5fa5-89f9-26f3-5d5d-89dc-1355-9680";"201207";"59";"7";"wieś";"stały";"Urząd Gminy Suwałki, ul. Świerkowa 45, 16-400 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"1236";"1370";"463";"773";"0";"15";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"20";"7";"13";"0";"753";"278";"360";"115"
"a60d-b9d6-e371-eddf-12c4-e337-d38b-f657";"201207";"59";"8";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Starym Folwarku, Stary Folwark 49, 16-402 Suwałki";"gm. Suwałki";"suwalski";"podlaskie";"704";"753";"206";"498";"3";"9";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"9";"2";"7";"0";"489";"150";"250";"89"
"4521-ee09-8599-a29c-7826-d915-9000-5520";"201208";"59";"1";"wieś";"stały";"Świetlica Gminna w Szypliszkach, ul. Suwalska 21, 16-411 Szypliszki";"gm. Szypliszki";"suwalski";"podlaskie";"1175";"1283";"522";"653";"2";"7";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"3";"1";"2";"0";"650";"194";"375";"81"
"c8bc-11ad-42e1-e9f6-d845-e4d5-93f6-9dc9";"201208";"59";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jasionowie z siedzibą w Żubrynie, Żubryn 17, 16-411 Szypliszki";"gm. Szypliszki";"suwalski";"podlaskie";"432";"488";"229";"203";"0";"3";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"0";"0";"0";"0";"203";"78";"98";"27"
"ae68-4a38-50ed-4be4-d5b8-0148-7233-59a8";"201208";"59";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kaletniku, Kaletnik 46, 16-411 Szypliszki";"gm. Szypliszki";"suwalski";"podlaskie";"753";"835";"362";"391";"0";"2";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"7";"1";"6";"0";"384";"114";"220";"50"
"638a-3bd2-1261-7863-708a-c45e-837c-426a";"201208";"59";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Becejłach, Becejły 7, 16-411 Szypliszki";"gm. Szypliszki";"suwalski";"podlaskie";"543";"604";"226";"317";"0";"8";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"9";"5";"4";"0";"308";"125";"137";"46"
"f7ef-f232-c320-880f-834f-3637-d50f-c6c2";"201209";"59";"1";"wieś";"stały";"Świetlica Gminna, ul. Wierzbołowska 3, 16-407 Wiżajny";"gm. Wiżajny";"suwalski";"podlaskie";"664";"710";"282";"382";"6";"6";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"2";"0";"2";"0";"380";"162";"175";"43"
"6494-ccf2-b934-e97a-9548-74a1-9e8f-63ca";"201209";"59";"2";"wieś";"stały";"Urząd Gminy Wiżajny, ul. Szkolna 11, 16-407 Wiżajny";"gm. Wiżajny";"suwalski";"podlaskie";"764";"824";"329";"435";"3";"0";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"12";"2";"10";"0";"423";"115";"278";"30"
"05c1-3052-7140-caa1-1a3e-dda0-74ce-6697";"201209";"59";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Oklinach, Okliny 16, 16-407 Wiżajny";"gm. Wiżajny";"suwalski";"podlaskie";"342";"367";"135";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"6";"0";"6";"0";"201";"40";"144";"17"
"0f2f-56a3-2507-ef07-33a8-4282-f1e5-7295";"201401";"59";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Marii Konopnickiej 13, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1592";"1692";"624";"968";"0";"10";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"21";"5";"16";"0";"947";"290";"542";"115"
"b8d3-14cb-a8a5-5bc6-0aae-6202-ecf3-3852";"201401";"59";"2";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Marii Konopnickiej 16, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1360";"1464";"481";"879";"0";"6";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"15";"5";"10";"0";"864";"279";"491";"94"
"62ec-e07a-8abc-0eac-2fce-7728-f3e5-f0da";"201401";"59";"3";"miasto";"stały";"Miejskie Przedszkole Nr 1, ul. Sadowa 5, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1122";"1216";"560";"562";"0";"2";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"14";"2";"12";"0";"548";"168";"314";"66"
"973d-b12a-f3d2-d830-40a9-5efa-51aa-7d94";"201401";"59";"4";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Prymasa Stefana Wyszyńskiego 6A, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1131";"1233";"392";"739";"0";"3";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"19";"6";"13";"0";"720";"219";"447";"54"
"e822-14a8-090d-63bb-765c-d157-7e40-c4f3";"201401";"59";"5";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Prymasa Stefana Wyszyńskiego 6A, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"873";"935";"352";"521";"1";"2";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"12";"1";"11";"0";"509";"157";"292";"60"
"e78d-d41f-4fd6-976e-d9cc-8e2b-ff8a-d0e8";"201401";"59";"6";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Prymasa Stefana Wyszyńskiego 2, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1560";"1682";"630";"930";"0";"4";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"14";"0";"14";"0";"916";"269";"560";"87"
"2082-bca3-5eec-fb96-77fe-b7fe-c8a9-b2f4";"201401";"59";"7";"miasto";"stały";"Żłobek Miejski, ul. Obrońców Zambrowa 6, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1132";"1196";"461";"671";"0";"2";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"12";"6";"6";"0";"659";"199";"378";"82"
"3374-2ac0-9b3e-3984-d913-c87a-4ed1-e403";"201401";"59";"8";"miasto";"stały";"Miejski Ośrodek Kultury, ul. Prymasa Stefana Wyszyńskiego 2A, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"812";"867";"312";"500";"0";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"12";"4";"8";"0";"488";"157";"269";"62"
"ac64-22fc-6bcb-8902-ccc3-cd07-e888-c2f0";"201401";"59";"9";"miasto";"stały";"Miejskie Przedszkole Nr 5, Obrońców Zambrowa 6, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1599";"1717";"628";"971";"2";"9";"1";"1";"0";"0";"0";"0";"1";"972";"1";"0";"972";"19";"6";"13";"0";"953";"281";"571";"101"
"4e69-d08d-a0f4-be54-17f6-e268-1119-5e48";"201401";"59";"10";"miasto";"stały";"Sala Konferencyjna Starostwa Powiatowego, ul. Fabryczna 3, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"600";"659";"274";"326";"0";"10";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"9";"1";"8";"0";"317";"133";"144";"40"
"3108-cfba-8d13-45bb-d301-8dbb-52ea-c25b";"201401";"59";"11";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Magazynowa 13, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1277";"1377";"592";"685";"1";"1";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"13";"2";"11";"0";"672";"164";"434";"74"
"15dc-a208-3635-eb6d-2db3-c0a7-4d52-47f1";"201401";"59";"12";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Magazynowa 13, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1596";"1731";"778";"818";"0";"0";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"24";"3";"21";"0";"794";"231";"501";"62"
"b5d9-ae44-ddac-6c6e-4c23-f381-971a-5194";"201401";"59";"13";"miasto";"stały";"Centrum Obsługi Placówek Opiekuńczo-Wychowawczych, ul. Aleja Wojska Polskiego 52/2, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"1170";"1259";"633";"537";"1";"0";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"14";"3";"11";"0";"523";"127";"327";"69"
"5e6c-6ec3-a171-f2e2-4940-d79f-c619-c51d";"201401";"59";"14";"miasto";"zakład leczniczy";"Szpital Powiatowy w Zambrowie, ul. Papieża Jana Pawła II 3, 18-300 Zambrów";"m. Zambrów";"zambrowski";"podlaskie";"100";"45";"80";"20";"0";"2";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"6";"14";"0"
"79d1-2903-8586-f8c8-40d4-c2cc-cf3d-3d35";"201402";"59";"1";"wieś";"stały";"Urząd Gminy w Kołakach Kościelnych, ul. Kościelna 11, 18 - 315 Kołaki Kościelne, ul. Kościelna 11, 18-315 Kołaki Kościelne";"gm. Kołaki Kościelne";"zambrowski";"podlaskie";"640";"686";"191";"449";"7";"0";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"9";"1";"8";"0";"440";"49";"356";"35"
"ec27-22ad-e38a-4d3b-98f5-15e2-cd86-d187";"201402";"59";"2";"wieś";"stały";"Sala gimnastyczna przy Szkole Podstawowej ul. Kościelna 26, 18 - 315 Kołaki Kościelne-wejście A, ul. Kościelna 26, 18-315 Kołaki Kościelne";"gm. Kołaki Kościelne";"zambrowski";"podlaskie";"571";"629";"154";"417";"1";"1";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"5";"2";"3";"0";"412";"63";"318";"31"
"955c-6d90-fb53-a42a-3225-92ca-5b71-00dc";"201402";"59";"3";"wieś";"stały";"Sala gimnastyczna przy Szkole Podstawowej, ul. Kościelna 26, 18 - 315 Kołaki Kościelne-wejście B, ul. Kościelna 26, 18-315 Kołaki Kościelne";"gm. Kołaki Kościelne";"zambrowski";"podlaskie";"540";"592";"188";"352";"3";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"1";"0";"1";"0";"351";"41";"294";"16"
"f1bf-a413-2584-981d-aac6-04b3-c534-a042";"201403";"59";"1";"wieś";"stały";"Urząd Gminy Rutki Sala konferencyjna, ul. 11 Listopada 7, 18-312 Rutki-Kossaki";"gm. Rutki";"zambrowski";"podlaskie";"1094";"1205";"498";"596";"0";"1";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"12";"2";"10";"0";"584";"85";"465";"34"
"f68e-8fce-d7eb-aae5-cc5a-47fd-0811-14a8";"201403";"59";"2";"wieś";"stały";"Świetlica Wiejska w Zambrzycach-Królach, Zambrzyce-Króle 6, 18-312 Rutki-Kossaki";"gm. Rutki";"zambrowski";"podlaskie";"873";"945";"319";"554";"0";"4";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"5";"3";"2";"0";"549";"53";"469";"27"
"0f6c-e201-0c8e-16cd-ff0b-ead7-f3e7-917e";"201403";"59";"3";"wieś";"stały";"Szkoła Podstawowa w Grądach-Woniecko, Grądy-Woniecko 20, 18-312 Rutki-Kossaki";"gm. Rutki";"zambrowski";"podlaskie";"563";"617";"286";"277";"0";"1";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"7";"2";"5";"0";"270";"63";"189";"18"
"99db-c8ca-cd30-2462-b1f9-0245-cad6-3ecd";"201403";"59";"4";"wieś";"stały";"Szkoła Podstawowa w Kołomyi, Kołomyja 35, 18-312 Rutki-Kossaki";"gm. Rutki";"zambrowski";"podlaskie";"522";"573";"212";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"3";"0";"3";"0";"307";"31";"267";"9"
"cc32-8e0f-22d4-3f58-b7cb-1780-5319-e0ee";"201403";"59";"5";"wieś";"stały";"Urząd Stanu Cywilnego w Rutkach, ul. 11 Listopada 7, 18-312 Rutki-Kossaki";"gm. Rutki";"zambrowski";"podlaskie";"1015";"1090";"432";"583";"0";"1";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"10";"2";"8";"0";"573";"109";"395";"69"
"30d8-de98-b4b9-2166-b1d5-d4ed-edf9-66d8";"201403";"59";"6";"wieś";"zakład karny";"Zakład Karny w Grądach-Woniecko, Grądy-Woniecko 34, 18-312 Rutki-Kossaki";"gm. Rutki";"zambrowski";"podlaskie";"201";"183";"83";"118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"1";"0";"1";"0";"117";"53";"24";"40"
"a4d8-547c-539e-38c2-ddd0-8048-3308-beae";"201404";"59";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Szumowie, ul. sierż. pchor. Zygmunta Przeździeckiego 2, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"681";"751";"245";"436";"1";"9";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"5";"2";"3";"0";"431";"109";"289";"33"
"d7ba-c45e-c4ff-1e46-6ce0-8d0f-2e38-06f4";"201404";"59";"2";"wieś";"stały";"Zespół Szkół w Szumowie, ul. Szkolna 14, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"480";"538";"152";"328";"0";"5";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"2";"2";"0";"0";"326";"75";"224";"27"
"8697-e87c-445e-cef9-8f19-918d-f53d-210a";"201404";"59";"3";"wieś";"stały";"Szkoła Podstawowa w Srebrnej, Srebrna 81, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"510";"573";"213";"297";"1";"2";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"3";"0";"3";"0";"294";"40";"241";"13"
"db5e-bee2-1cfe-b3c9-24c9-eb90-8d6b-3821";"201404";"59";"4";"wieś";"stały";"Szkoła Podstawowa w Pęchratce Polskiej, Pęchratka Polska 54, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"320";"355";"86";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"4";"0";"4";"0";"230";"47";"172";"11"
"3a3c-0c32-e542-d17c-3822-a68d-7633-8fa6";"201404";"59";"5";"wieś";"stały";"Remiza Strażacka w Paproci Dużej, Paproć Duża 54, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"381";"423";"176";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"1";"1";"0";"0";"204";"19";"174";"11"
"1b81-22d9-b7c3-9950-add8-b321-348d-7412";"201404";"59";"6";"wieś";"stały";"Remiza Strażacka w Łętownicy, Łętownica 15, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"190";"208";"92";"98";"0";"1";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"1";"1";"0";"0";"97";"27";"61";"9"
"9fd8-61b6-cbbd-ce14-988f-53a4-34d1-8b2e";"201404";"59";"7";"wieś";"stały";"Remiza Strażacka w Ostrożnem, Ostrożne 53, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"322";"358";"110";"212";"2";"1";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"2";"1";"1";"0";"210";"53";"142";"15"
"1632-2927-68e5-1be2-597a-d47d-04a7-4fd1";"201404";"59";"8";"wieś";"stały";"Remiza Strażacka w Głęboczu Wielkim, Głębocz Wielki 17, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"170";"193";"71";"99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"99";"0";"0";"99";"2";"1";"1";"0";"97";"13";"80";"4"
"28d5-286b-ddf7-7343-7d88-ae8b-d444-f874";"201404";"59";"9";"wieś";"stały";"Remiza Strażacka w Srebrnym Borku, Srebrny Borek 40, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"261";"288";"98";"163";"0";"1";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"1";"0";"1";"0";"162";"28";"124";"10"
"dfe3-07a8-cf51-872f-b413-4aea-eb12-88cb";"201404";"59";"10";"wieś";"stały";"Remiza Strażacka w Zarębach Jartuzach, Zaręby-Jartuzy 16a, 18-305 Szumowo";"gm. Szumowo";"zambrowski";"podlaskie";"170";"193";"55";"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"115";"1";"0";"1";"0";"114";"17";"92";"5"
"abff-b6d8-dd29-6147-13ab-e075-4f8e-0f95";"201405";"59";"1";"wieś";"stały";"Szkoła Podstawowa w Starym Zakrzewie, Stare Zakrzewo 15, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"410";"451";"123";"287";"1";"1";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"10";"2";"8";"0";"277";"50";"206";"21"
"15b9-4f24-c8ba-e5b9-d6d8-bf3e-77ba-f394";"201405";"59";"2";"wieś";"stały";"Szkoła Podstawowa w Starym Laskowcu, Stary Laskowiec 14, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"691";"753";"226";"465";"0";"1";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"6";"0";"6";"0";"459";"66";"370";"23"
"68bb-cab1-d8c3-35e9-96b8-160b-f71d-762c";"201405";"59";"3";"wieś";"stały";"Szkoła Podstawowa w Osowcu, Osowiec 22, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"560";"606";"246";"314";"2";"0";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"5";"3";"2";"0";"309";"87";"195";"27"
"53cf-b8b5-deec-f0b8-3301-4424-bb65-fe6c";"201405";"59";"4";"wieś";"stały";"Świetlica Wiejska w Wądołkach-Bućkach, Wądołki-Bućki 11B, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"700";"767";"291";"409";"0";"3";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"3";"1";"2";"0";"406";"64";"320";"22"
"ae26-a179-cc85-f797-46b1-fe7a-9e45-3acc";"201405";"59";"5";"wieś";"stały";"Szkoła Podstawowa w Porytem-Jabłoni, Poryte-Jabłoń 103, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"780";"843";"359";"421";"0";"0";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"1";"1";"0";"0";"420";"111";"271";"38"
"ab2e-b2cf-eacf-8bae-b2ad-6e3a-034a-8aa5";"201405";"59";"6";"wieś";"stały";"Szkoła Podstawowa w Starym Skarżynie, Stary Skarżyn 44, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"430";"481";"133";"297";"1";"4";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"2";"0";"2";"0";"295";"27";"247";"21"
"bbd6-10c7-5684-d369-cadf-780f-baf7-c1d2";"201405";"59";"7";"wieś";"stały";"Świetlica Wiejska w Przeździecko-Mroczkach, Przeździecko-Mroczki 5, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"400";"440";"156";"244";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"7";"4";"3";"0";"237";"45";"178";"14"
"9792-873b-d9eb-cbd8-64a5-cdd6-7414-0fe6";"201405";"59";"8";"wieś";"stały";"Świetlica Wiejska w Ładach Polnych, Łady Polne 11B, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"440";"485";"129";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"7";"0";"7";"0";"304";"30";"264";"10"
"ada5-b7ae-7228-d72b-1d86-c7cf-f640-8a88";"201405";"59";"9";"wieś";"stały";"Szkoła Podstawowa w Wiśniewie, Wiśniewo 10, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"860";"907";"363";"497";"0";"2";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"6";"2";"4";"0";"491";"112";"348";"31"
"7f79-1850-4af2-7d6a-984a-d912-dce8-0482";"201405";"59";"10";"wieś";"stały";"Świetlica Wiejska w Woli Zambrowskiej, Wola Zambrowska 95A, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"520";"595";"159";"361";"1";"2";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"7";"2";"5";"0";"354";"112";"202";"40"
"d304-41b9-2bca-dec8-8496-5633-0dc1-5762";"201405";"59";"11";"wieś";"stały";"Świetlica Wiejska w Tabędzu, Tabędz 16A, 18-300 Zambrów";"gm. Zambrów";"zambrowski";"podlaskie";"520";"667";"174";"346";"1";"1";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"4";"1";"3";"0";"342";"38";"284";"20"
